cluster_a	cluster_b	name_a	name_b	type_a	type_b	settlements_a	settlements_b	db_a	db_b	db_name_a	db_name_b	decision_a	decision_b	shared_hosts	jaccard	idf_score	shared_host_headings	pair_review_decision	flag
ORG-C00033	ORG-C02682	גוזיק	ליפּאָווסקי	Traveling Company	Traveling Company	האָמעל	באָברויסק | ווילנע | לאָדזש | ליבאַווע | ריגע	486	759	גוזיק	ליפּאָווסקיס טרופּע	ALIGN	ALIGN	2	0.091	0.571	יאָקובאָוויטש, היימאַן (חיים-נתן) | עפשטיין, גרישאַ (יואל)		
ORG-C00184_Q01	ORG-C04369	מאָסקווער יידישן מלוכה-טעאַטער	שול און בוך	Theatre	Publisher	באַקו | באַקוו | טאַשקענט | לענינגראָד | מאָסקווע | מאָסקווער | קיעוו	מאָסקווע	412		The Russian State Theatre		ALIGN		2	0.04	0.571	דאָברושין,יחזקאל | ליטוואַקאָוו, מוישע		
ORG-C00103	ORG-C04398	ווילנער טרופּע	ווילנער פֿאַרלאָג פֿון ב. קלעצקין	Company on Tour	Publisher	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	ווילנע	551	952	ווילנער טרופּע	ווילנער פֿאַרלאָג פֿון ב. קלעצקין	ALIGN	NEW	2	0.011	0.571	ווייכערט, מיכאל, דר. | לייוויק, ה. [לייוויק האַלפּער]		
ORG-C00191	ORG-C02682	וויק'ט	ליפּאָווסקי	Traveling Company	Traveling Company	וואַרשע | ווילנע | יאָס' | לעמבערג	באָברויסק | ווילנע | לאָדזש | ליבאַווע | ריגע	433	759	Vikt	ליפּאָווסקיס טרופּע	ALIGN	ALIGN	2	0.034	0.571	לדערמאַן, דוד | עפּשטיין, בנימין		
ORG-C00384	ORG-C00942_Q01	יידישער אַקטיאָרן-יוניע	מאַרינסקי טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	אָדעס	442	117	Yiddish artists union	Mariinski	ALIGN	ALIGN	2	0.016	0.571	מייזעל, היימאַן (חיים) | שעהנגאָלד אבא [אַלבערט]		
ORG-C00103	ORG-C03704	ווילנער טרופּע	לעמבערגער אוניווערזיטעט	Company on Tour	Education	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	לעמבערג	551		ווילנער טרופּע		ALIGN		2	0.011	0.571	ווייכערט, מיכאל, דר. | מעלמאַן, מאיר		
ORG-C02359	ORG-C05065	גימפּעלס טרופּע	טרופּע פֿון אַלבערט סעגאַלעסקאָ	Traveling Company	Traveling Company	ווין | לעמבערג	אָדעס	257	860	גימפּעלס טרופּע	טרופּע פֿון אַלבערט סעגאַלעסקאָ	ALIGN	NEW	2	0.095	0.571	גאָלד זישע [לייזגאָלד] | סווערדלאָוו, יצחק		
ORG-C00161_Q02	ORG-C00384	ראָלאַנד-טעאַטער	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע		442		Yiddish artists union		ALIGN	2	0.018	0.571	סימאָנאָף, בעטי | רובין, מנחם [עקהייזער קייזער]		
ORG-C00024	ORG-C05188	טעאַטער עלדאָראַדאָ	אָדעסקי וויעסטניק		Journals/ Newspapers	וואַרשע	אָדעס	235	1544	עלדאָראַדאָ-טעאַטער	אָדעסקי וויעסטניק	ALIGN	NEW	2	0.2	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C00024	ORG-C05189	טעאַטער עלדאָראַדאָ	נאָוואָראַסיסקי טעלעגראף		Journals/ Newspapers	וואַרשע		235		עלדאָראַדאָ-טעאַטער		ALIGN		2	0.25	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C00024	ORG-C05191	טעאַטער עלדאָראַדאָ	רעמעסלעני קלוב		Theatre	וואַרשע	אָדעס	235	369	עלדאָראַדאָ-טעאַטער	רעמעסלענגי קלוב	ALIGN	ALIGN	2	0.222	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C05188	ORG-C05189	אָדעסקי וויעסטניק	נאָוואָראַסיסקי טעלעגראף	Journals/ Newspapers	Journals/ Newspapers	אָדעס		1544		אָדעסקי וויעסטניק		NEW		2	0.5	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C05188	ORG-C05191	אָדעסקי וויעסטניק	רעמעסלעני קלוב	Journals/ Newspapers	Theatre	אָדעס	אָדעס	1544	369	אָדעסקי וויעסטניק	רעמעסלענגי קלוב	NEW	ALIGN	2	0.4	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C05189	ORG-C05191	נאָוואָראַסיסקי טעלעגראף	רעמעסלעני קלוב	Journals/ Newspapers	Theatre		אָדעס		369		רעמעסלענגי קלוב		ALIGN	2	0.667	0.571	ספּיוואַקאָווסקי, יעקב | ראָזענבערג, ישראל		
ORG-C00179	ORG-C00741_Q01	קונסט-רינג	האָי-סקול	Theatre	Education	ניו יאָרק | ניו-יאָרק	שיקאָגאָ	306		קונסט-רינג		ALIGN	DESCRIPTIVE	2	0.051	0.571	בודאַנאָוו, בעסי [בודניק] | סקולער צבי		
ORG-C00103	ORG-C01305	ווילנער טרופּע	לאָדזער טאַגעבלאַט	Company on Tour	Journals/ Newspapers	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	לאָדז | לאָדזער | לאָדזש	551	1523	ווילנער טרופּע	לאָדזער טאַגעבלאַט	ALIGN	NEW	2	0.011	0.571	בימקאַ פֿישל | עפּעלבוים ב. (מנחם-בעריש)		
ORG-C00440	ORG-C01305	צענטראַל	לאָדזער טאַגעבלאַט	Publisher	Journals/ Newspapers	וואַרשע	לאָדז | לאָדזער | לאָדזש		1523		לאָדזער טאַגעבלאַט		NEW	2	0.118	0.571	זילבּערצווייג, זלמן | עפּעלבוים ב. (מנחם-בעריש)		
ORG-C00155_Q01	ORG-C00338_Q01	פּראָגרעסיוו דראַמאַטיק קלוב	ליריק-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו-יאָרק	ברוקלין	363	176	Progresiv dramatik klub (Progressive Drama Club)	ליריק-טעאַטער	ALIGN	ALIGN	2	0.031	0.571	גאָלד, סטעלאַ [טאָלצע שטאָלצענגאָלד] | עפּשטיין, וויליאַם (הלל)		
ORG-C00257_Q01	ORG-C00481_Q01	פֿאַרווערטס	פרייע יידישע פֿאָלקס-בינע	Journals/ Newspapers	Theatre	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	ווין | ווינער	692		פֿאַרווערטס		ALIGN	SPLIT	2	0.018	0.571	באָטוויניק, בערל | גאָרדין, יעקב		
ORG-C00266_Q01	ORG-C00338_Q01	מעקינלי סקווער טעאַטער	ליריק-טעאַטער	Theatre	Theatre	בראַנקס | בראַנקסער | בראָנסקער | בראָנקס	ברוקלין	1525	176	מעקינלי סקווער טעאַטער	ליריק-טעאַטער	NEW	ALIGN	2	0.029	0.571	ביאַליס ראָזעטאָ [ביאַלאַסטאַצקי] | גאָלדקנאָפּ, אַברהם דר.		
ORG-C00246_Q01	ORG-C01916	קולטור-ליגע	פרייהייט	Heritage Institution	Journals/ Newspapers	קייעוו | קיעוו | קיעווער	ניו יאָרק | ניו-יאָרק | ניויארק	1233		קולטור-ליגע (קיעוו)		NEW		2	0.059	0.571	בערגעלסאַן, דוד | דאָברושין,יחזקאל		
ORG-C00740	ORG-C01053_Q01	פּאָבליק-סקול	ליריק	Education	Theatre	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	ניו יאָרק | ניו-יאָרק					DESCRIPTIVE		2	0.027	0.571	גאָלדבערג, ראָזאַ [פינקענטאל] | גאָלדקנאָפּ, אַברהם דר.		
ORG-C00741_Q01	ORG-C01053_Q01	האָי-סקול	ליריק	Education	Theatre	שיקאָגאָ	ניו יאָרק | ניו-יאָרק					DESCRIPTIVE		2	0.062	0.571	גאָלדבערג, ראָזאַ [פינקענטאל] | גאָלדקנאָפּ, אַברהם דר.		
ORG-C01757_Q01	ORG-C02214	אָריענטאַל טעאַטער	רומעניע אָפּערע האָוז	Theatre	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניויאָרק	ניו יאָרק | ניו-יאָרק							2	0.105	0.571	שעהנגאָלד אבא [אַלבערט] | שער-בלאַט פון דער וואַרשעווער אויסגאַבע		
ORG-C00180_Q01	ORG-C04227_Q01	יידישן קונסט-טעאַטער	ליטעראָריש-דראָמאָטישן קלאָב	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	ניו יאָרק | ניו-יאָרק | ניויאָרק	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.02	0.571	גאָלדשמידט, יחיאָל | זיידענבערג, לעאָן [דוד-לייב זיידענווערג]		
ORG-C00585	ORG-C04072_Q01	יוליוס אַדלערס טרופּע	יוניע	Traveling Company	Theatre-related Society/ Union			811		יוליוס אַדלערס טרופּע		NEW		2	0.043	0.571	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס] | זילבערשטייין, שמעון		
ORG-C01438_Q01	ORG-C02607	מעטראָפּאָליטאָן-טעאַטער	טאַנענצאַפּס טרופּע	Theatre	Traveling Company	נואַרק | נואָרק | נוארק | נויאָרק	פּאָדהייצע | קאלאמעא		765		טאַנענצאַפּס טרופּע	SPLIT	NEW	2	0.2	0.571	קאַנער לעאָפּאָלד [לייב] | קאַנער, שרה [פרילינג]		
ORG-C01438_Q01	ORG-C07084	מעטראָפּאָליטאָן-טעאַטער	אַנעטאַ פינקעלס טרופּע	Theatre	Traveling Company	נואַרק | נואָרק | נוארק | נויאָרק			1056		אַנעטאַ פינקעלס טרופּע	SPLIT	NEW	2	0.286	0.571	קאַנער לעאָפּאָלד [לייב] | קאַנער, שרה [פרילינג]		
ORG-C02607	ORG-C07084	טאַנענצאַפּס טרופּע	אַנעטאַ פינקעלס טרופּע	Traveling Company	Traveling Company	פּאָדהייצע | קאלאמעא		765	1056	טאַנענצאַפּס טרופּע	אַנעטאַ פינקעלס טרופּע	NEW	NEW	2	0.4	0.571	קאַנער לעאָפּאָלד [לייב] | קאַנער, שרה [פרילינג]		
ORG-C00160_Q01	ORG-C00358	יידישער קונסט טעאַטער	מאָרגען זשורנאַל	Theatre		ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו-יאָרק	443	660	Yiddish Art Theatre	מאָרגען זשורנאַל	ALIGN	NEW	2	0.038	0.571	צייטלין, אהרן [-אליעזר] | רעלקין, ערווין, א. נאַרנאָלד אַברהם]		
ORG-C00030	ORG-C00506	גענפער	וואַרשעווער קאַמינסקי-טעאַטער	Traveling Company	Theatre	ווילנע | טוקום | קעשעניעוו	וואַרשע | וואַרשעווער	254		גענפערס טרופּע		ALIGN		2	0.053	0.569	מענדזשעלעווסקי, אַברהם | פּאָדליאַס, חיים		
ORG-C00033	ORG-C00506	גוזיק	וואַרשעווער קאַמינסקי-טעאַטער	Traveling Company	Theatre	האָמעל	וואַרשע | וואַרשעווער	486		גוזיק		ALIGN		2	0.083	0.569	מענדזשעלעווסקי, אַברהם | פּאָדליאַס, חיים		
ORG-C01387_Q19	ORG-C01567_Q01	יידישן טעאַטער אין געטאָ	מלוכה-טעאַטער	Theatre	Theatre	ווילנע	ווילנע | סאָפיע	948		יידישן טעאַטער אין געטאָ		NEW	SPLIT	2	0.057	0.569	בליאַכער, שבתי | שריפטזעצער, לייב		
ORG-C00384	ORG-C02576_Q02	יידישער אַקטיאָרן-יוניע	יידישע דראַמאַטישע שול	Theatre-related Society/ Union	Education	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	ווין	442		Yiddish artists union		ALIGN		2	0.018	0.569	בלייך, יהודה | מעסטעל, יעקב		
ORG-C00096_Q01	ORG-C00812_Q01	פֿאָלקס-טעאַטער	קונסט-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק		443		Yiddish Art Theatre	DEFER	ALIGN	2	0.038	0.569	אַפּעל, אַננאַ [בערקאָוויטש] | בלייך, יהודה		
ORG-C01011	ORG-C04097	לאָדזשער גרויסן טעאַטער	קאָמפּאַנעעץ	Theatre	Traveling Company	לאָדזש | לאָדזשער | לאדזש | לאָדזש	וואַרשע | לאָדזש | קאַווקאַז | קיעוו | ריגע	263	302	גרויסע טעאַטער	קאָמפּאַניעיעצ'ס טרופּע	NEW	ALIGN	2	0.035	0.569	גראָסבערג, חנה [מאַנדעלטאָרט] | זאַסלאַווסקי, רודאָלף [ראובן-לייב]		
ORG-C00340_Q01	ORG-C06625	נעשאָנאַל-טעאַטער	פּיפּלס	Theatre	Theatre	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	ניו יאָרק	118		National Theatre		ALIGN		2	0.016	0.569	וויינטרויב, רכקה [פוספעלד] | קאָגוט, אייב		
ORG-C00257_Q01	ORG-C00360_Q01	פֿאַרווערטס	האָפּקינסאָן-טעאַטער	Journals/ Newspapers	Theatre	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	ברוקליינער | ברוקלין | ברוקלינער	692	282	פֿאַרווערטס	Hopkinson Theatre	ALIGN	ALIGN	2	0.015	0.569	אַלקאָן, י [יהושע עלקין] | פֿרידמאַן, יצחק		
ORG-C00353	ORG-C00556	אוירווינג פלייס טעאַטער	לאָנדאָנער פּאַוויליאָן טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	לאָנדאָן | לאָנדאָנער	116	408	Irwing Place (Deutsches) Theatre	The Pavilion Theatre	ALIGN	ALIGN	2	0.023	0.568	אַדלער צילע | פּאָטאָצקאַ, לידיאַ		
ORG-C00384	ORG-C00590_Q01	יידישער אַקטיאָרן-יוניע	וויליאַמסבורגער ליריק-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	וויליאַמסבורג | וויליאָמסבורגער	442		Yiddish artists union		ALIGN		2	0.017	0.568	מייערסאָן, מ. ל. | פּירסאָן, צילע		
ORG-C00089	ORG-C00655	ווינדזאָר-טעאַטער	מאָנומענט נעשאָנאַל טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער	מאָנטרעאַל | מאָנטרעאָל | מאנטרעאָל	134	407	Windsor Theatre	The Monument-National Theatre	ALIGN	ALIGN	2	0.033	0.568	זאָלאַטאַרעפסקי, איזידאָר [יצחק] | שייקעוויטש, דזשעק [יעקבן		
ORG-C00180_Q01	ORG-C00755	יידישן קונסט-טעאַטער	וואַרשעווער קאָנסערוואַטאָריע	Theatre	Education	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	וואַרשע	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.019	0.568	פריד, לאַזאַר | רומשינסקי, יוסף [רומשיסקי]		
ORG-C00338_Q02	ORG-C00740	ליריק-טעאַטער	פּאָבליק-סקול	Theatre	Education	ניו יאָרק | ניו-יאָרק	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	875		ליריק-טעאַטער		NEW	DESCRIPTIVE	2	0.026	0.568	ראָזענטאָל, קלאַראַ | שעהנגאָלד, יוסף		
