n	play	page	line_id	offset	span	line	url
801	MS_Emigration	0097_41061723.xml	line_1653499830109_679	11	(פאלט אין שטהול)	שפינער אך! (פאלט אין שטהול)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/97
802	MS_Emigration	0099_41061725.xml	r1l7	0	יעקעל סאני	יעקעל סאני	https://app.transkribus.org/collection/2372172/doc/1013131/detail/99
803	MS_Emigration	0099_41061725.xml	r1l16	5	(נעמט זיא אוממארעמט)	סאני (נעמט זיא אוממארעמט) דיא ביזט געשטאנען בייא דער חופה	https://app.transkribus.org/collection/2372172/doc/1013131/detail/99
804	MS_Emigration	0100_41061726.xml	line_1653500080981_891	33	(טרעסעט איהם)	שפינער ענפער, האסטו עפיס בעמערקט? (טרעסעט איהם)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/100
805	MS_Emigration	0100_41061726.xml	line_1653500087021_898	25	(שטאסט איהם וועק)	שפינער געה דיא עזעלסקאפ! (שטאסט איהם וועק)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/100
806	MS_Emigration	0102_41061728.xml	r1l6	0	מאריץ	מאריץ	https://app.transkribus.org/collection/2372172/doc/1013131/detail/102
807	MS_Emigration	0103_41061729.xml	line_1653491978553_3734	6	(קומט מיט דער ברוסט אפען)	שפינער (קומט מיט דער ברוסט אפען) שיעס לאז!	https://app.transkribus.org/collection/2372172/doc/1013131/detail/103
808	MS_Emigration	0103_41061729.xml	line_1653491980511_3738	5	(לאסט רעוואלווער פאללען)	מאריץ (לאסט רעוואלווער פאללען) מיין גאטט וואס געהט מיט מיר פֿאר?	https://app.transkribus.org/collection/2372172/doc/1013131/detail/103
809	MS_Emigration	0103_41061729.xml	r1l18	0	מאשקאוו. ראשעל געסטע	מאשקאוו. ראשעל געסטע	https://app.transkribus.org/collection/2372172/doc/1013131/detail/103
810	MS_Emigration	0103_41061729.xml	line_1653491994217_3757	12	(שפינער העבט אויף דאס פיסטויל ציהט זיך צוריק אונבעמערקט)	ראשעל מאריץ? (שפינער העבט אויף דאס פיסטויל ציהט זיך צוריק אונבעמערקט)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/103
811	MS_Emigration	0105_41061731.xml	r1l1	28	(וויל זיא אוממארימען)	מאריץ אה דוא הימלישעס קינד. (וויל זיא אוממארימען)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
812	MS_Emigration	0105_41061731.xml	r1l5	44	(ציהט איהם אויס)	טעלט איינע אייזערנע וואנד צווישען אונז ביידע (ציהט איהם אויס)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
813	MS_Emigration	0105_41061731.xml	r1l14	34	(ווירפט עס וועק)	האט דיך מיר אנגעטהין) פארט מיט דיר (ווירפט עס וועק) דיא	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
814	MS_Emigration	0105_41061731.xml	r1l16	44	(רייסט הערונטער	וועלכע שוועהרע לאסט דריקט מיר אזוי מיין קאפ (רייסט הערונטער	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
815	MS_Emigration	0105_41061731.xml	r1l17	0	דען שלייער)	דען שלייער) פפוי!... וויא העסליך דאס זיהט אויס! בעפרייעט	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
816	MS_Emigration	0105_41061731.xml	line_1653491608456_3614	26	(וויל פון אים רייסען)	אין מיינע אייגענע קליידער (וויל פון אים רייסען) העלפט מיר אה	https://app.transkribus.org/collection/2372172/doc/1013131/detail/105
817	MS_Emigration	0106_41061732.xml	r2l10	42	(רייסט זיך לאז)	אלליין! אה וויא דייטליך איך הער זיא יעצט! (רייסט זיך לאז)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/106
818	MS_Emigration	0106_41061732.xml	r2l11	44	(פאלט)	ווארט מוטטער! דיין טאכטער קאמט באלד צו דיר. (פאלט)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/106
819	MS_Emigration	0106_41061732.xml	r2l12	32	(אייניגע ברינגען וואססער מען פֿיהרט זיא מיט צען	ביידע הילפפע! שנעלל איין דאקטאר (אייניגע ברינגען וואססער מען פֿיהרט זיא מיט צען)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/106
820	MS_Emigration	0106_41061732.xml	r2l13	0	ירוחם שפרה	ירוחם שפרה	https://app.transkribus.org/collection/2372172/doc/1013131/detail/106
821	MS_Emigration	0106_41061732.xml	line_1653491339513_3494	28	(אמארמונג)	מאריץ פאטער טהייערער פאטער! (אמארמונג)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/106
822	MS_Emigration	0109_41061735.xml	r1l1	0	שפיננער	שפיננער	https://app.transkribus.org/collection/2372172/doc/1013131/detail/109
823	MS_Emigration	0109_41061735.xml	line_1653490737258_3270	0	RII X	RII X .?מאריץ ערטראנקען	https://app.transkribus.org/collection/2372172/doc/1013131/detail/109
824	MS_Emigration	0109_41061735.xml	r1l19	41	(שיסט זיך)	אונד דיא איינציגע ערבין פאן מיין פערמעגען (שיסט זיך)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/109
825	MS_Emigration	0110_41061736.xml	r1l21	6	[יגן]	זכיתם [יגן] עלינו יגן - יגן עלינו	https://app.transkribus.org/collection/2372172/doc/1013131/detail/110
826	MS_Emigration	0113_41061739.xml	r1l22	16	(פוזיע)	זיא וואַרט שטעה (פוזיע)	https://app.transkribus.org/collection/2372172/doc/1013131/detail/113
827	MS_Emigration	0114_41061740.xml	line_1653490382482_3112	0	מוזיק	מוזיק	https://app.transkribus.org/collection/2372172/doc/1013131/detail/114
828	MS_Emigration	0115_41061741.xml	line_1653490175395_3008	3	(פראזע)	ער (פראזע) איין אומגליק מיט דיא ווישער. וואס איך זאג מוז	https://app.transkribus.org/collection/2372172/doc/1013131/detail/115
829	MS_Emigration	0116_41061742.xml	line_1653489997451_2977	3	(פראזע)	ער (פראזע) איין אומגליק מיט דיא ווישער וואס איך זאג מוז	https://app.transkribus.org/collection/2372172/doc/1013131/detail/116
830	MS_KhurbnYerusholaim	0008_31089205.xml	r1l25	1	ריכטען דיך ריכטען דיך צו גרונד	[ריכטען דיך ריכטען דיך צו גרונד]	https://app.transkribus.org/collection/2372172/doc/838368/detail/8
831	MS_KhurbnYerusholaim	0009_31089206.xml	line_1637614842967_610	22	מוזיק שפילט/	יא זי איז מיינע /אב/ /מוזיק שפילט/	https://app.transkribus.org/collection/2372172/doc/838368/detail/9
832	MS_KhurbnYerusholaim	0009_31089206.xml	line_1637614860226_635	2	זינגט	/ זינגט / I מיטען רוהיגער שטילער נאכט. ווען אלץ רוהט אין זיעסען שלאף.	https://app.transkribus.org/collection/2372172/doc/838368/detail/9
833	MS_KhurbnYerusholaim	0009_31089206.xml	line_1637614913859_695	0	א. ז. וו.	א. ז. וו.	https://app.transkribus.org/collection/2372172/doc/838368/detail/9
834	MS_KhurbnYerusholaim	0011_31089208.xml	r1l14	8	ברעכט די הענד	חמוטיל /ברעכט די הענד/ וויי צו מיינע אלטע יאהר. וואס איך האב דערלעבט	https://app.transkribus.org/collection/2372172/doc/838368/detail/11
835	MS_KhurbnYerusholaim	0011_31089208.xml	r2l15	44	הוסט	גוט. עס זאל ניט ברעכען. עס דארף ניט ברעכען./הוסט/	https://app.transkribus.org/collection/2372172/doc/838368/detail/11
836	MS_KhurbnYerusholaim	0011_31089208.xml	r2l17	7	שטעהט מיליטעריש	צפניה /שטעהט מיליטעריש/ פרינצעסען דערקענסטו ניט דעם אלען אויסגעדיענטען	https://app.transkribus.org/collection/2372172/doc/838368/detail/11
