n	play	page	line_id	offset	span	line	url
1401	MS_YoysefInEgipten	0051_30778129.xml	r1l3	6	%לויפט אריין%	בנימן %לויפט אריין% וואס האסטו גאמאכט ביזט צווייט	https://app.transkribus.org/collection/2372172/doc/826832/detail/51
1402	MS_YoysefInEgipten	0051_30778129.xml	r1l25	0	%סיגנאלען%	%סיגנאלען%	https://app.transkribus.org/collection/2372172/doc/826832/detail/51
1403	MS_YoysefInEgipten	0052_30778131.xml	r2l1	0	%מנשה אב ער קאמט באלד מיט דיא ברידער%	%מנשה אב ער קאמט באלד מיט דיא ברידער%	https://app.transkribus.org/collection/2372172/doc/826832/detail/52
1404	MS_YoysefInEgipten	0052_30778131.xml	r2l14	0	%לייגען דיא שווערדען אריין%	%לייגען דיא שווערדען אריין%	https://app.transkribus.org/collection/2372172/doc/826832/detail/52
1405	MS_YoysefInEgipten	0052_30778131.xml	r1l13	11	%זינגט% אל רחום א% א.ז.וו	איבערגעבען %זינגט% אל רחום א% א.ז.וו.	https://app.transkribus.org/collection/2372172/doc/826832/detail/52
1406	MS_YoysefInEgipten	0052_30778131.xml	r1l21	7	%ערשענט%	בנימין %ערשענט% זא וועריק אמוורעמט איהר ניט אייער	https://app.transkribus.org/collection/2372172/doc/826832/detail/52
1407	MS_YoysefInEgipten	0053_30778133.xml	line_1636732170615_3020	0	ער זינגט%	ער זינגט% איך דאנק אייך אלע פריער	https://app.transkribus.org/collection/2372172/doc/826832/detail/53
1408	MS_YoysefInEgipten	0053_30778133.xml	r1l14	0	עפילאָג	עפילאָג	https://app.transkribus.org/collection/2372172/doc/826832/detail/53
1409	MS_YoysefInEgipten	0054_30778134.xml	r2l2	0	%מען טראגט יעקיבען אריין אויף אַ ראלדאכען אין	%מען טראגט יעקיבען אריין אויף אַ ראלדאכען אין	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1410	MS_YoysefInEgipten	0054_30778134.xml	r2l3	0	בלייבען שטייען%	בלייבען שטייען%	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1411	MS_YoysefInEgipten	0054_30778134.xml	r2l14	5	קען דריסען%	יוסף קען דריסען% וויא איזט מיין פאטער? וויא איזט ער?	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1412	MS_YoysefInEgipten	0054_30778134.xml	r2l15	0	%ער ליפט אריין מיט מעלטער מענטה אפריב%	%ער ליפט אריין מיט מעלטער מענטה אפריב%	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1413	MS_YoysefInEgipten	0054_30778134.xml	r2l16	5	%אמארעמט איב%	יעקב %אמארעמט איב% דוא ביסט מיין קינד יוסף	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1414	MS_YoysefInEgipten	0054_30778134.xml	r1l18	7	%זינגט%	בנימין %זינגט% איין קעניג לייבט אין עגיפטען לאנד	https://app.transkribus.org/collection/2372172/doc/826832/detail/54
1415	MS_YoysefInEgipten	0055_30778136.xml	r1l6	0	"""ענדע"""	"""ענדע"""	https://app.transkribus.org/collection/2372172/doc/826832/detail/55
