n	play	page	line_id	offset	span	line	url
201	MS_BenHaDor	0007_30780198.xml	r1l21	1	נאך געזאנג	"""נאך געזאנג"""	https://app.transkribus.org/collection/2372172/doc/826910/detail/7
202	MS_BenHaDor	0007_30780198.xml	r2l2	0	אופטריט חנו	אופטריט חנו	https://app.transkribus.org/collection/2372172/doc/826910/detail/7
203	MS_BenHaDor	0008_30780199.xml	r1l10	7	אבגעהענד	אללע | אבגעהענד פֿאלקס שטימע איז גאָטטעס שטימע! [אללע אב]	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
204	MS_BenHaDor	0008_30780199.xml	r1l10	46	! [אללע א	אללע | אבגעהענד פֿאלקס שטימע איז גאָטטעס שטימע! [אללע אב]	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
205	MS_BenHaDor	0008_30780199.xml	r1l11	6	צו אמון וועלכֿער וויל אבגעהן	חנו | צו אמון וועלכֿער וויל אבגעהן אמון דוא בלייב צוריק...	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
206	MS_BenHaDor	0008_30780199.xml	r2l13	0	אופֿטריט שלמון	אופֿטריט שלמון	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
207	MS_BenHaDor	0008_30780199.xml	r2l14	32	ציט דעגען מיט צי צי	חנו | שפרעכֿען? מיט מײנעם דעגען ציט דעגען מיט צי צי אים	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
208	MS_BenHaDor	0008_30780199.xml	r2l15	0	ער שרעקט צוריק	ער שרעקט צוריק אַך דיעזע געשטאלט? דער גייסט	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
209	MS_BenHaDor	0008_30780199.xml	r2l16	16	געפֿאסט.	מיינעס ברו דערס געפֿאסט. דאך זייא ער ווער ער וויל	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
210	MS_BenHaDor	0008_30780199.xml	r2l19	6	ערשראקען	חנו | ערשראקען	https://app.transkribus.org/collection/2372172/doc/826910/detail/8
211	MS_BenHaDor	0009_30780201.xml	r1l10	29	״קניעט״	עס מיין קעניג שלמון בן עמיאל ״קניעט״	https://app.transkribus.org/collection/2372172/doc/826910/detail/9
212	MS_BenHaDor	0010_30780202.xml	r2l3	0	אין ציממיר באי לפידות	אין ציממיר באי לפידות	https://app.transkribus.org/collection/2372172/doc/826910/detail/10
213	MS_BenHaDor	0010_30780202.xml	r2l4	9	שכור	״לפידות״ שכור	https://app.transkribus.org/collection/2372172/doc/826910/detail/10
214	MS_BenHaDor	0010_30780202.xml	r2l6	0	רופט	רופט קום קום אריין יונגער מאן האָב נישט קיין מורה	https://app.transkribus.org/collection/2372172/doc/826910/detail/10
215	MS_BenHaDor	0010_30780202.xml	r2l8	0	אופטריט בן הדור	אופטריט בן הדור	https://app.transkribus.org/collection/2372172/doc/826910/detail/10
216	MS_BenHaDor	0010_30780202.xml	r2l19	26	טרינקט	געשעפֿט דער צעהל ווייטער. טרינקט	https://app.transkribus.org/collection/2372172/doc/826910/detail/10
217	MS_BenHaDor	0011_30780203.xml	r3l24	36	צו אים	ווען ער איז נאך 8 יאהר אלט געוועהן. צו אים קענסט	https://app.transkribus.org/collection/2372172/doc/826910/detail/11
218	MS_BenHaDor	0011_30780203.xml	r1l19	0	״בעטראכט מעדאַליאָן״	״בעטראכט מעדאַליאָן״ הייליגעס אנדענקען מיינעס ערמאר=	https://app.transkribus.org/collection/2372172/doc/826910/detail/11
219	MS_BenHaDor	0012_30780204.xml	r2l18	0	אופֿטריט לפידות	אופֿטריט לפידות – שכּור מיט א קריגעל ווײן	https://app.transkribus.org/collection/2372172/doc/826910/detail/12
220	MS_BenHaDor	0012_30780204.xml	r2l18	18	שכּור מיט א קריגעל ווײן	אופֿטריט לפידות – שכּור מיט א קריגעל ווײן	https://app.transkribus.org/collection/2372172/doc/826910/detail/12
221	MS_BenHaDor	0012_30780204.xml	r2l21	19	זוכֿט.	ער איז גור נישטאָ? זוכֿט. וויא אין וואסער אריין..	https://app.transkribus.org/collection/2372172/doc/826910/detail/12
222	MS_BenHaDor	0014_30780206.xml	r1l13	18	ער וויל זיא קישען זיי אנטלויפֿט	דיר געבען 100 קוש ער וויל זיא קישען זיי אנטלויפֿט	https://app.transkribus.org/collection/2372172/doc/826910/detail/14
223	MS_BenHaDor	0014_30780206.xml	r1l14	0	אופֿטריט צרויה	אופֿטריט צרויה פאַקט אים פֿון הינטען אין	https://app.transkribus.org/collection/2372172/doc/826910/detail/14
224	MS_BenHaDor	0014_30780206.xml	r1l14	15	פאַקט אים פֿון הינטען אין	אופֿטריט צרויה פאַקט אים פֿון הינטען אין	https://app.transkribus.org/collection/2372172/doc/826910/detail/14
225	MS_BenHaDor	0014_30780206.xml	line_1636739697885_6439	9	וויל זיא קישען זיא גיט איהם 2 פעטש	אָבגעבען וויל זיא קישען זיא גיט איהם 2 פעטש.	https://app.transkribus.org/collection/2372172/doc/826910/detail/14
226	MS_BenHaDor	0015_30780207.xml	r2l3	38	בי	יאָ יאָ נשמהלע דוא זאגסט נישט שלעכֿט | ביס	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
227	MS_BenHaDor	0015_30780207.xml	r2l5	41	אללע	מיר וועללען פֿאלגען וואָס דוא זאגסט אונז אללע	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
228	MS_BenHaDor	0015_30780207.xml	r2l8	35	ביס	מעננער ווייבליך לעבט וויא טייבליך ביס	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
229	MS_BenHaDor	0015_30780207.xml	r2l9	26	ללע	וועט זיין שעהן און פֿיין אללע	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
230	MS_BenHaDor	0015_30780207.xml	r2l12	0	הינטערגרונד וואסער פארנע גראז בענק אין לינקער זייט	הינטערגרונד וואסער פארנע גראז בענק אין לינקער זייט	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
231	MS_BenHaDor	0015_30780207.xml	r2l13	0	ארום פֿישער מעדכֿען זינגען דיא טענץ	ארום פֿישער מעדכֿען זינגען דיא טענץ	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
232	MS_BenHaDor	0015_30780207.xml	r2l14	5	עלמת סאלא אויפֿין וואסער דיא ש פ	No 7 עלמת סאלא אויפֿין וואסער דיא ש פט	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
233	MS_BenHaDor	0015_30780207.xml	r2l15	0	זיך דורך הינטער גרונד קומט אריין פֿאָן רעכֿטס	זיך דורך הינטער גרונד קומט אריין פֿאָן רעכֿטס.	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
234	MS_BenHaDor	0015_30780207.xml	r2l20	41	מעדכען טאנצען	מיט מיר צו זאמען דען קעניג צו בעגריססען. מעדכען טאנצען	https://app.transkribus.org/collection/2372172/doc/826910/detail/15
235	MS_BenHaDor	0016_30780208.xml	r2l4	28	גוט	עלמת | אפארט פרינץ בן הדור? גוט אונד דוא ליעבסט מיך?	https://app.transkribus.org/collection/2372172/doc/826910/detail/16
236	MS_BenHaDor	0016_30780208.xml	r2l16	7	ערשראקען.	עלמת | ערשראקען. עס קאן ניכֿט וואהר זיין פרינץ! יעמאנד	https://app.transkribus.org/collection/2372172/doc/826910/detail/16
237	MS_BenHaDor	0016_30780208.xml	r1l3	0	(אלליין)	(אלליין) יעצט בין איך אלליין דאָך מיינע געדאנקען מיין אללעס	https://app.transkribus.org/collection/2372172/doc/826910/detail/16
