n	play	page	line_id	offset	span	line	url
461	MS_DiTsveyTnoim	0026_31094262.xml	r2l15	0	בן פּדות - צענאביא	בן פּדות - צענאביאַ. Auft	https://app.transkribus.org/collection/2372172/doc/838430/detail/26
462	MS_DiTsveyTnoim	0027_31094266.xml	r1l6	7	(מעשוגע)	יוחנן. (מעשוגע) ניין, מיך קען קיינער ניט טעטען. איך בין גאָטט	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
463	MS_DiTsveyTnoim	0027_31094266.xml	r1l8	38	(לעגט זיך)	אַלסדינג וואָס דו ווייסט, איך בעפֿעהל! (לעגט זיך)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
464	MS_DiTsveyTnoim	0027_31094266.xml	r1l13	1	סקרין דראָק ווערט בעלייכטעט. הינטען זעהט מען אַ וואַלד, אויף דער ערד	(סקרין דראָק ווערט בעלייכטעט. הינטען זעהט מען אַ וואַלד, אויף דער ערד	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
465	MS_DiTsveyTnoim	0027_31094266.xml	r1l14	0	ארום. אין בעק ליעגען רויבער און שלאָפֿען אין דער מיט אָנגע=	ארום. אין בעק ליעגען רויבער און שלאָפֿען אין דער מיט אָנגע=	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
466	MS_DiTsveyTnoim	0027_31094266.xml	r1l15	0	שפּאַרט אויף אַ שטאַם ליעגט בר לוקיש האַלב זיצענד מיט אַ	שפּאַרט אויף אַ שטאַם ליעגט בר לוקיש האַלב זיצענד מיט אַ	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
467	MS_DiTsveyTnoim	0027_31094266.xml	r1l16	0	ראַללע פּאַפֿיר אין דער האַַנד און שלאפֿט	ראַללע פּאַפֿיר אין דער האַַנד און שלאפֿט.)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
468	MS_DiTsveyTnoim	0027_31094266.xml	r1l18	0	אנסאַמבעל	אנסאַמבעל	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
469	MS_DiTsveyTnoim	0027_31094266.xml	r2l6	6	(שמעון ערוואַכט לעזט בריעף אין בילד:)	Feuer (שמעון ערוואַכט לעזט בריעף אין בילד:)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
470	MS_DiTsveyTnoim	0027_31094266.xml	r2l6	0	Feuer	Feuer (שמעון ערוואַכט לעזט בריעף אין בילד:)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
471	MS_DiTsveyTnoim	0027_31094266.xml	r2l8	39	(:רויבער שטעהן אויף:)	גלייך אַלע מענשען לויפֿען היער און הער (:רויבער שטעהן אויף:)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
472	MS_DiTsveyTnoim	0027_31094266.xml	r2l10	0	Feur	Feur יעדעס כאַפּט זיין שווערד. זיין געוועהר. (אלעס כאַפּט געוועהר	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
473	MS_DiTsveyTnoim	0027_31094266.xml	r2l10	46	אלעס כאַפּט געוועהר	Feur יעדעס כאַפּט זיין שווערד. זיין געוועהר. (אלעס כאַפּט געוועהר	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
474	MS_DiTsveyTnoim	0027_31094266.xml	r2l11	0	אין בילד:)	אין בילד:)	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
475	MS_DiTsveyTnoim	0027_31094266.xml	r2l13	0	כאָהר	כאָהר	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
476	MS_DiTsveyTnoim	0027_31094266.xml	r2l15	0	הינטען	הינטען	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
477	MS_DiTsveyTnoim	0027_31094266.xml	r2l16	0	אַנסאַמבעל	אַנסאַמבעל |. מאָרדעט, רויבט, קעמפפֿט ווי די טייפֿעל טרינקט אייך זאַט מיט מענשענבלוט	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
478	MS_DiTsveyTnoim	0027_31094266.xml	line_1640690127791_144	0	איין	איין	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
479	MS_DiTsveyTnoim	0027_31094266.xml	line_1640690136080_150	0	דועט	דועט	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
480	MS_DiTsveyTnoim	0027_31094266.xml	r2l29	1	ַנסאמבעל	אַנסאמבעל	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
481	MS_DiTsveyTnoim	0027_31094266.xml	r2l17	0	בר נזיר מיט סאָלדאַטען קומען	בר נזיר מיט סאָלדאַטען קומען	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
482	MS_DiTsveyTnoim	0027_31094266.xml	r2l19	0	אָן, בר נזיר ריכטעט	אָן, בר נזיר ריכטעט	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
483	MS_DiTsveyTnoim	0027_31094266.xml	line_1640689656737_30	0	זיין פּפֿייל געגען שמעון. יעדער	זיין פּפֿייל געגען שמעון. יעדער	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
484	MS_DiTsveyTnoim	0027_31094266.xml	r2l21	0	סאלדאט ריכטעט זיין שווערד	סאלדאט ריכטעט זיין שווערד	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
485	MS_DiTsveyTnoim	0027_31094266.xml	r2l23	0	געגען איין יעדען רובער	געגען איין יעדען רובער	https://app.transkribus.org/collection/2372172/doc/838430/detail/27
486	MS_DiTsveyTnoim	0028_31094270.xml	r1l6	0	אללע.	אללע.....................	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
487	MS_DiTsveyTnoim	0028_31094270.xml	r1l12	0	אלע........	אלע........	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
488	MS_DiTsveyTnoim	0028_31094270.xml	r1l13	1	אין שלוס געזאַנג שטעכט בר נזיר שמעון און ער פֿאַלט. יעדער	(אין שלוס געזאַנג שטעכט בר נזיר שמעון און ער פֿאַלט. יעדער	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
489	MS_DiTsveyTnoim	0028_31094270.xml	r1l14	0	סאָלדאַט שטעכט איינען פֿאָן די רויבער, וועלכע פֿאַלען. אַז דאָס	סאָלדאַט שטעכט איינען פֿאָן די רויבער, וועלכע פֿאַלען. אַז דאָס	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
490	MS_DiTsveyTnoim	0028_31094270.xml	r1l15	0	בילד קומט אויס ביים פֿינאַהל, פֿאַלט שמעון מיט אַלע רויבער-	בילד קומט אויס ביים פֿינאַהל, פֿאַלט שמעון מיט אַלע רויבער-	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
491	MS_DiTsveyTnoim	0028_31094270.xml	r1l16	0	סאָלדאַטען בלייבען שטעהן מיט די פּיקעס. דאָס איז אַלעס	סאָלדאַטען בלייבען שטעהן מיט די פּיקעס. דאָס איז אַלעס	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
492	MS_DiTsveyTnoim	0028_31094270.xml	r1l17	0	הינטען)	הינטען)	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
493	MS_DiTsveyTnoim	0028_31094270.xml	r1l18	0	(פֿאָרנע בלייבען. יוחנן. פּדות, יזראַעלית, צענאַביאַ.)	(פֿאָרנע בלייבען. יוחנן. פּדות, יזראַעלית, צענאַביאַ.)	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
494	MS_DiTsveyTnoim	0028_31094270.xml	r2l3	0	(אַ שעהנער גאָרטען מיט בוימער און בושעס, רעכטס און לינקס שעהנע היי	(אַ שעהנער גאָרטען מיט בוימער און בושעס, רעכטס און לינקס שעהנע היי	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
495	MS_DiTsveyTnoim	0028_31094270.xml	r2l4	0	זער מיט טרעפּליך. לינקס איז די ישיבה רעכטס איז ר' יוחנס	זער מיט טרעפּליך. לינקס איז די ישיבה רעכטס איז ר' יוחנס	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
496	MS_DiTsveyTnoim	0028_31094270.xml	r2l5	0	הויז	הויז)	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
497	MS_DiTsveyTnoim	0028_31094270.xml	r2l7	6	(וועלכע שטעהט אויף די טרעפּ און קוקט אין הויז רעכט'ס)	חגלה. (וועלכע שטעהט אויף די טרעפּ און קוקט אין הויז רעכט'ס) פּלדש, ווי וואָה	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
498	MS_DiTsveyTnoim	0028_31094270.xml	r2l9	7	(וועלכער קוקט אין הויז לינקס)	פּלדש. (וועלכער קוקט אין הויז לינקס) אָט אַזוי איז דאָס חגלה. גרויסע	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
499	MS_DiTsveyTnoim	0028_31094270.xml	r2l20	1	קומען זיך ביידע צו זאַמען אין מיט ביהנע	(קומען זיך ביידע צו זאַמען אין מיט ביהנע)	https://app.transkribus.org/collection/2372172/doc/838430/detail/28
500	MS_DiTsveyTnoim	0029_31094273.xml	r2l4	4	קופּלעט	Aro קופּלעט	https://app.transkribus.org/collection/2372172/doc/838430/detail/29
501	MS_DiTsveyTnoim	0030_31094277.xml	r2l13	13	אַלס מאַנן פֿון רעכטס)	Auftr נחמן. (אַלס מאַנן פֿון רעכטס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/30
502	MS_DiTsveyTnoim	0030_31094277.xml	r2l15	14	אָלס פרוי פֿון לינקס)	Auftr הילנא. (אָלס פרוי פֿון לינקס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/30
503	MS_DiTsveyTnoim	0030_31094277.xml	r2l17	30	(ער בליקט איהם)	הילנא. מיין נחמן איז נאָך דאָ? (ער בליקט איהם) אַה, ווי געהט עס	https://app.transkribus.org/collection/2372172/doc/838430/detail/30
504	MS_DiTsveyTnoim	0030_31094277.xml	r2l22	7	(אַ פּאַרט)	הילנא. (אַ פּאַרט) ער מיינט מיך (לויט) דאפֿיר וועסט עס קיינמאָל	https://app.transkribus.org/collection/2372172/doc/838430/detail/30
505	MS_DiTsveyTnoim	0030_31094277.xml	r2l22	32	(לויט)	הילנא. (אַ פּאַרט) ער מיינט מיך (לויט) דאפֿיר וועסט עס קיינמאָל	https://app.transkribus.org/collection/2372172/doc/838430/detail/30
506	MS_DiTsveyTnoim	0031_31094281.xml	r1l3	39	(וויל געהן)	הילנא. יאַ, וועסט עס צוריק פֿערליערען. (וויל געהן)	https://app.transkribus.org/collection/2372172/doc/838430/detail/31
507	MS_DiTsveyTnoim	0031_31094281.xml	r1l4	6	(האַלט זי צוריק)	נחמן. (האַלט זי צוריק) דו געהסט ניט ביז די וועסט מיר ניט זאָגען וואָס	https://app.transkribus.org/collection/2372172/doc/838430/detail/31
508	MS_DiTsveyTnoim	0031_31094281.xml	r1l21	0	דועט.	דועט.	https://app.transkribus.org/collection/2372172/doc/838430/detail/31
509	MS_DiTsveyTnoim	0031_31094281.xml	r1l22	0	מתנה׳לע.	מתנה׳לע.	https://app.transkribus.org/collection/2372172/doc/838430/detail/31
510	MS_DiTsveyTnoim	0031_31094281.xml	r2l20	0	ביידע ביסס	ביידע ביסס	https://app.transkribus.org/collection/2372172/doc/838430/detail/31
511	MS_DiTsveyTnoim	0032_31094284.xml	r1l12	0	צענאביא. נאַכהער הילנא.	צענאביא. נאַכהער הילנא. Auftr	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
512	MS_DiTsveyTnoim	0032_31094284.xml	r1l13	8	(רופֿט)	צענאַב. (רופֿט) הילנאַ! הילנאַ! האָסט געטראָפֿען דעם גובערנעהר בר	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
513	MS_DiTsveyTnoim	0032_31094284.xml	r2l5	48	(signal)	הילנא. מיר שיינט, אַז ער איז שוין אויף דעם וועג (signal) מיר	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
514	MS_DiTsveyTnoim	0032_31094284.xml	r2l7	7	(רופֿט אין הויז לינקס)	צענאב. (רופֿט אין הויז לינקס) מיינע פֿריינדע דער געבערנעהר קומט.	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
515	MS_DiTsveyTnoim	0032_31094284.xml	r2l8	6	בן פּדות מיט כאָהר (אַלס תלמידים פֿון הויז לינקס) בר נזיר (מיט	אָAuf בן פּדות מיט כאָהר (אַלס תלמידים פֿון הויז לינקס) בר נזיר (מיט	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
516	MS_DiTsveyTnoim	0032_31094284.xml	r2l9	20	סאָלדאַטען	ראָלע פּאַפּיר מיט) סאָלדאַטען (שטאטיסטען) (פון גאַס לינקס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
517	MS_DiTsveyTnoim	0032_31094284.xml	r2l9	31	(שטאטיסטען)	ראָלע פּאַפּיר מיט) סאָלדאַטען (שטאטיסטען) (פון גאַס לינקס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
518	MS_DiTsveyTnoim	0032_31094284.xml	r2l9	42	(פון גאַס לינקס)	ראָלע פּאַפּיר מיט) סאָלדאַטען (שטאטיסטען) (פון גאַס לינקס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
519	MS_DiTsveyTnoim	0032_31094284.xml	r2l10	0	יזראעלית (פֿון הויז רעכטס שטעל איך אונטער אַז בוים)	יזראעלית (פֿון הויז רעכטס שטעל איך אונטער אַז בוים)	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
520	MS_DiTsveyTnoim	0032_31094284.xml	r2l11	0	בעגריעסונגס קאהר.	בעגריעסונגס קאהר.	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
521	MS_DiTsveyTnoim	0032_31094284.xml	r2l13	24	(לעזט פֿון ראָללע פּאַפּיער)	דעם קעניגליכען בעפֿעהל: (לעזט פֿון ראָללע פּאַפּיער)	https://app.transkribus.org/collection/2372172/doc/838430/detail/32
522	MS_DiTsveyTnoim	0033_31094288.xml	r1l7	9	(איבערגיבט איהם דאָס פּאפּיר)	בן פּדות. (איבערגיבט איהם דאָס פּאפּיר) איך ה בן פּדות	https://app.transkribus.org/collection/2372172/doc/838430/detail/33
523	MS_DiTsveyTnoim	0033_31094288.xml	r1l14	0	(לעזט פֿון 2-טער ראָלע)	(לעזט פֿון 2-טער ראָלע) עס איז יעדען בעקאַנט דאָס 11 טאַגע	https://app.transkribus.org/collection/2372172/doc/838430/detail/33
