n	play	page	line_id	offset	span	line	url
1001	MS_TissaEssler	0018_34506418.xml	line_1644077428362_1227	7	אלליין	שאַרף (אלליין) שוין 13 חדשים וויא איך ליג דאָ אין קרימנאל אויף דיא האַרטע	https://app.transkribus.org/collection/2372172/doc/905289/detail/18
1002	MS_TissaEssler	0019_34506420.xml	r1l14	0	פאנדור	פאנדור (ערשיינט)	https://app.transkribus.org/collection/2372172/doc/905289/detail/19
1003	MS_TissaEssler	0019_34506420.xml	r1l19	17	שרייעט אויס	ארויס בריינגען. (שרייעט אויס) לאססען זייא ארויס קומען דעם ארעסטאנטען	https://app.transkribus.org/collection/2372172/doc/905289/detail/19
1004	MS_TissaEssler	0019_34506420.xml	r2l13	35	פירט ארויס יאזעף שארף)	שטעהן פאר דעם אמתן ריכטער. פאנדור (פירט ארויס יאזעף שארף)	https://app.transkribus.org/collection/2372172/doc/905289/detail/19
1005	MS_TissaEssler	0019_34506420.xml	r2l14	7	ערבליקענד לאה)	יאזעף (ערבליקענד לאה) לאה!!	https://app.transkribus.org/collection/2372172/doc/905289/detail/19
1006	MS_TissaEssler	0020_34506421.xml	r2l12	1	צו לאה	(צו לאה)	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1007	MS_TissaEssler	0020_34506421.xml	line_1644078838934_1821	5	לאה גשט שארפען וויינט)	לאה (לאה גשט שארפען וויינט) געה מיין ליעבער מאַנן און פאטער פאן מיינע קינדער	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1008	MS_TissaEssler	0020_34506421.xml	r2l17	66	מען טרייבט זיא	גאטט זאל דיר העלפען זאלסט קענען אויס האלטען דעם גרויסען יום הדין (מען טרייבט זיא)	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1009	MS_TissaEssler	0020_34506421.xml	r2l18	8	צו מיליטער	פאנדור (צו מיליטער) מען זאל ארויס בריינגען אללע ארעסטאנטען, זייא שליעסען אין	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1010	MS_TissaEssler	0020_34506421.xml	r2l20	1	הוזארען קאממען שליססען זייא אין קעטטען)	(הוזארען קאממען שליססען זייא אין קעטטען)	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1011	MS_TissaEssler	0020_34506421.xml	r2l21	1	אין דער צייט ווען מען פירט זיא דורך קאהר פון קריסטען זינגען	(אין דער צייט ווען מען פירט זיא דורך קאהר פון קריסטען זינגען)	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1012	MS_TissaEssler	0020_34506421.xml	r3l2	0	שעהן ציממער באי הענטערען מאָריץ אליין. זינגט פאלגענדעס)	"שעהן ציממער באי הענטערען מאָריץ אליין. זינגט פאלגענדעס) ""No"	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1013	MS_TissaEssler	0020_34506421.xml	r3l18	54	מימיק קושען)	אַגעליעבטער, און דער ווייל חאפען זיא אויס אללע קוסען (מימיק קושען) איך האב שוין	https://app.transkribus.org/collection/2372172/doc/905289/detail/20
1014	MS_TissaEssler	0021_34506422.xml	r2l2	8	(טרויערג)	פאטהר?. (טרויערג) וועט מען אויך... (וויינט) וועט מען האנגען? דורך מיינע	https://app.transkribus.org/collection/2372172/doc/905289/detail/21
1015	MS_TissaEssler	0021_34506422.xml	r2l3	9	וויינט שטילל קעמפט מיט זיך ענדליך	ליגענס. (וויינט שטילל קעמפט מיט זיך ענדליך) נאר וואס געהטער מיך אן? איך וויל	https://app.transkribus.org/collection/2372172/doc/905289/detail/21
1016	MS_TissaEssler	0021_34506422.xml	r1l31	0	דועט	דועט	https://app.transkribus.org/collection/2372172/doc/905289/detail/21
1017	MS_TissaEssler	0022_34506423.xml	r3l16	0	דועט	דועט	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1018	MS_TissaEssler	0022_34506423.xml	line_1644082438933_2672	0	ליגען גליקליך וועלן מיר	ליגען גליקליך וועלן מיר	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1019	MS_TissaEssler	0022_34506423.xml	line_1644083050850_2830	9	אליין	בארבארא (אליין) ח ח ח, פאן שאנדאש באַרבאַראַ האט מען געמאכט פריילין אנאדי	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1020	MS_TissaEssler	0022_34506423.xml	line_1644083259849_2892	8	קומט מיט אפאפיר און האַנד	מאָריץ (קומט מיט אפאפיר און האַנד) פריילין אָנאדי דיא פרויא הענטער האט מיר געזאגט	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1021	MS_TissaEssler	0022_34506423.xml	r1l14	1	מאריץ גייט ארום איבער ציממער הין און צוריק מיט דעם פאפיר אין האנד	(מאריץ גייט ארום איבער ציממער הין און צוריק מיט דעם פאפיר אין האנד)	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1022	MS_TissaEssler	0022_34506423.xml	line_1644083543080_3033	33	צו מאריצען	העררן שאַרף, זעהר אקלוגעס קינד. (צו מאריצען) דער הערר ווינשט פון דיר צו	https://app.transkribus.org/collection/2372172/doc/905289/detail/22
1023	MS_TissaEssler	0023_34506424.xml	r2l17	40	צו מאריץ	זיא זעהען וויא געשווינד ער אנטווארטעט. (צו מאריץ) זאגע נור מאריציל וואס ווייסטו	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1024	MS_TissaEssler	0023_34506424.xml	line_1644083828715_3180	8	רעט גיך וויא אלעקציאן	מאָריץ (רעט גיך וויא אלעקציאן) אם 1טין אפריל 1882 יאהר (אונד זאָ ווייטער וויא בעפאר)	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1025	MS_TissaEssler	0023_34506424.xml	line_1644083828715_3180	56	אונד זאָ ווייטער וויא בעפאר	מאָריץ (רעט גיך וויא אלעקציאן) אם 1טין אפריל 1882 יאהר (אונד זאָ ווייטער וויא בעפאר)	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1026	MS_TissaEssler	0023_34506424.xml	r1l7	7	צו הענטער	מאריץ (צו הענטער) דאס האט איהר דאך מיך נאך גאר נישט געלערענט.	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1027	MS_TissaEssler	0023_34506424.xml	line_1644083899307_3251	7	אפארט שטיל)	הענט. (אפארט שטיל) אין ארויט קליידעל.	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1028	MS_TissaEssler	0023_34506424.xml	r1l35	16	מאכט מאריצען אצייכען ער זאָל שווייגען	געשייטעס קינד. (מאכט מאריצען אצייכען ער זאָל שווייגען)	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1029	MS_TissaEssler	0023_34506424.xml	r1l39	27	צעררייסט, אפארט	דניאל איך ברויך זייא נישט (צעררייסט, אפארט) שעהנע געשיכטען געהן דא פאר אדיע!	https://app.transkribus.org/collection/2372172/doc/905289/detail/23
1030	MS_TissaEssler	0024_34506425.xml	line_1644084578254_3456	1	שטעלט פאר געריכטס זאאל פרעזידענט און מיטען באי דיא זייטען דיא מיטגליעדער)	(שטעלט פאר געריכטס זאאל פרעזידענט און מיטען באי דיא זייטען דיא מיטגליעדער)	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1031	MS_TissaEssler	0024_34506425.xml	r2l4	1	רעכטער זייטע פראקוראר, לינקס פערטהיידיגער, אנגעקלאגטע יודען זיצען אויף	(רעכטער זייטע פראקוראר, לינקס פערטהיידיגער, אנגעקלאגטע יודען זיצען אויף)	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1032	MS_TissaEssler	0024_34506425.xml	r2l5	1	באנק. אין זאלל פאלק אידען, קריסטען, מעננער פרויען עטצ.	(באנק. אין זאלל פאלק אידען, קריסטען, מעננער פרויען עטצ.)	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1033	MS_TissaEssler	0024_34506425.xml	r2l23	27	זא ווייטער	מאריץ אז 1טען אפריל 1882..(זא ווייטער)	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1034	MS_TissaEssler	0024_34506425.xml	line_1644084771663_3612	27	צו שוואַרץ	מאָריץ יאה, פאר וואס ניט? (צו שוואַרץ) איהר האט דאס מיידיל געקוילעט.	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1035	MS_TissaEssler	0024_34506425.xml	line_1644084781055_3628	21	מען ווארפט יאזעפען צוריק	יאזעף שטיל דוא כלב! (מען ווארפט יאזעפען צוריק) עס זאל שוין מיט דיר אזויא ווארפען	https://app.transkribus.org/collection/2372172/doc/905289/detail/24
1036	MS_TissaEssler	0025_34506426.xml	r1l6	49	(געשיהט)	פרעז מען זאל נאך אמאהל אריין בריינגען מאריץ שארף. (געשיהט) מאריץ איך פראַגע דיך	https://app.transkribus.org/collection/2372172/doc/905289/detail/25
1037	MS_TissaEssler	0025_34506426.xml	r1l17	13	צו מאריץ	פרעז. רעכט! (צו מאריץ) וויא האבען דיך דיינע עלטערין באהאנדעלט?	https://app.transkribus.org/collection/2372172/doc/905289/detail/25
1038	MS_TissaEssler	0025_34506426.xml	r1l29	6	(צו יאזעף	פרעז. (צו יאזעף) וואס האבען זיא דארויף צו זאגען?	https://app.transkribus.org/collection/2372172/doc/905289/detail/25
1039	MS_TissaEssler	0026_34506427.xml	r1l25	60	ער קאמט)	פרעז ער איזט שוין פארגעלאדען עס זאל ערשיינען קלמן פעטשעלי! (ער קאמט)	https://app.transkribus.org/collection/2372172/doc/905289/detail/26
1040	MS_TissaEssler	0027_34506428.xml	r2l20	7	צו עטוואש	(פרעז (צו עטוואש) איך ביטטע זאלכע אומניצוגע פראגען נישט צו שטעללען (צו פעצעלען	https://app.transkribus.org/collection/2372172/doc/905289/detail/27
1041	MS_TissaEssler	0028_34506429.xml	r1l9	1	פעטשעלי פאלט אוממאכט	(פעטשעלי פאלט אוממאכט) מען זאל איהם אין שפיטאל בריינגען (מען טראגט אם אב)	https://app.transkribus.org/collection/2372172/doc/905289/detail/28
1042	MS_TissaEssler	0029_34506430.xml	line_1644093876941_386	33	געשיהט	פרעז. עס זאל קומען מאריץ שאַרף. (געשיהט) הערע מאריץ וואס דער הערר זאַגט	https://app.transkribus.org/collection/2372172/doc/905289/detail/29
1043	MS_TissaEssler	0029_34506430.xml	r3l26	61	זיא קומט	פרעזידענט זיא קענען געהן! (בארטשי אב) עס זאל קומען לאה שארץ (זיא קומט)	https://app.transkribus.org/collection/2372172/doc/905289/detail/29
1044	MS_TissaEssler	0029_34506430.xml	r1l16	7	צו לאה	פרעז. (צו לאה) איהר קענט געהן. (לאה אב)	https://app.transkribus.org/collection/2372172/doc/905289/detail/29
