n	play	page	line_id	offset	span	line	url
135	MS_BasKoyen	0023_31089306.xml	r1l10	23	שמעון בן שט	קאהר, קעניגען, הורקנוס, שמעון בן שטח	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
136	MS_BasKoyen	0023_31089306.xml	r1l11	0	יונתן,	יונתן, פגיאל, גדיאל, פערקליידעט	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
137	MS_BasKoyen	0023_31089306.xml	r1l11	7	פגיאל,	יונתן, פגיאל, גדיאל, פערקליידעט	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
138	MS_BasKoyen	0023_31089306.xml	r1l11	14	גדיאל,	יונתן, פגיאל, גדיאל, פערקליידעט	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
139	MS_BasKoyen	0023_31089306.xml	r1l11	21	פערקליידעט	יונתן, פגיאל, גדיאל, פערקליידעט	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
140	MS_BasKoyen	0023_31089306.xml	r1l13	0	קאהר ווידער האלט N6	קאהר ווידער האלט N6	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
141	MS_BasKoyen	0023_31089306.xml	r1l14	11	(אויף טראהן לינקס)	קעניגין. | (אויף טראהן לינקס) מיינע הויסגעשטעלטע פריינד און	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
142	MS_BasKoyen	0023_31089306.xml	r2l27	0	Netut16	Netut16	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
143	MS_BasKoyen	0024_31089307.xml	r2l15	0	דועט גדיאל פגיאל	דועט גדיאל פגיאל	https://app.transkribus.org/collection/2372172/doc/838374/detail/24
144	MS_BasKoyen	0024_31089307.xml	r2l16	0	קאר זינגט	קאר זינגט	https://app.transkribus.org/collection/2372172/doc/838374/detail/24
145	MS_BasKoyen	0025_31089308.xml	r1l8	0	ביס	ביס	https://app.transkribus.org/collection/2372172/doc/838374/detail/25
146	MS_BasKoyen	0025_31089308.xml	r1l18	0	(ביס)	(ביס)	https://app.transkribus.org/collection/2372172/doc/838374/detail/25
147	MS_BasKoyen	0026_31089309.xml	r1l1	0	נאך קאר חלקיהו חלקיהו זינגט	נאך קאר חלקיהו חלקיהו זינגט	https://app.transkribus.org/collection/2372172/doc/838374/detail/26
148	MS_BasKoyen	0026_31089309.xml	r1l2	0	נאך קאר חלקיהו	נאך קאר חלקיהו	https://app.transkribus.org/collection/2372172/doc/838374/detail/26
149	MS_BasKoyen	0026_31089309.xml	r2l19	8	(זי לאזט ניט)	ערלויבע (זי לאזט ניט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/26
150	MS_BasKoyen	0027_31089310.xml	r1l2	37	(אללע יא)	זעהען, וואס זאגט איהר. האב איך רעכט? (אללע יא)	https://app.transkribus.org/collection/2372172/doc/838374/detail/27
151	MS_BasKoyen	0027_31089310.xml	r2l14	0	געזאנג	געזאנג	https://app.transkribus.org/collection/2372172/doc/838374/detail/27
152	MS_BasKoyen	0027_31089310.xml	r2l15	0	געזאנג	געזאנג	https://app.transkribus.org/collection/2372172/doc/838374/detail/27
153	MS_BasKoyen	0027_31089310.xml	r2l16	0	אסנת קאר	אסנת קאר	https://app.transkribus.org/collection/2372172/doc/838374/detail/27
154	MS_BasKoyen	0028_31089311.xml	r1l3	10	(פגיאל האט איבערדרעהט די שטוהל. מוזיק)	אנצוזעהען (פגיאל האט איבערדרעהט די שטוהל. מוזיק)	https://app.transkribus.org/collection/2372172/doc/838374/detail/28
155	MS_BasKoyen	0028_31089311.xml	r1l4	26	(מע זעהט אסנת שטאט איזבל)	אַללע. | פערראטה! פערראטה (מע זעהט אסנת שטאט איזבל)	https://app.transkribus.org/collection/2372172/doc/838374/detail/28
156	MS_BasKoyen	0029_31089312.xml	r2l22	22	אויף דער קעניגענס צייכען	ערנידעריגט (אללע אב) (אויף דער קעניגענס צייכען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/29
157	MS_BasKoyen	0030_31089313.xml	r1l23	6	(וויל זיך שטעכען)	לעבען (וויל זיך שטעכען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/30
158	MS_BasKoyen	0030_31089313.xml	r2l4	0	וויל צו לויפען צו איזבלן, פאלט	וויל צו לויפען צו איזבלן, פאלט	https://app.transkribus.org/collection/2372172/doc/838374/detail/30
159	MS_BasKoyen	0031_31089314.xml	line_1638034721303_2156	0	(די זעלבע געגענד, הינטערגרונד וואססער)	(די זעלבע געגענד, הינטערגרונד וואססער)	https://app.transkribus.org/collection/2372172/doc/838374/detail/31
160	MS_BasKoyen	0031_31089314.xml	line_1638034725153_2161	0	חולדה,	חולדה, קאהר, פֿאָלק	https://app.transkribus.org/collection/2372172/doc/838374/detail/31
161	MS_BasKoyen	0031_31089314.xml	line_1638034725153_2161	7	קאהר,	חולדה, קאהר, פֿאָלק	https://app.transkribus.org/collection/2372172/doc/838374/detail/31
162	MS_BasKoyen	0031_31089314.xml	line_1638034725153_2161	13	פֿאָלק	חולדה, קאהר, פֿאָלק	https://app.transkribus.org/collection/2372172/doc/838374/detail/31
163	MS_BasKoyen	0031_31089314.xml	line_1638034756873_2196	0	(אופטריט)	(אופטריט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/31
164	MS_BasKoyen	0032_31089315.xml	r2l11	0	(חלקיהו געהט אריין אין די היילען. גדיאל און פגיאל קומען	(חלקיהו געהט אריין אין די היילען. גדיאל און פגיאל קומען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/32
165	MS_BasKoyen	0033_31089316.xml	r1l17	11	(איזבל גדיאל אקעגען)	הער מע קומט (איזבל גדיאל אקעגען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/33
166	MS_BasKoyen	0033_31089316.xml	r2l16	39	עמט א גלעזעל וויין און	II גוטען וויין און שלאף געזונדערהייט (נעמט א גלעזעל וויין און	https://app.transkribus.org/collection/2372172/doc/838374/detail/33
167	MS_BasKoyen	0033_31089316.xml	r2l17	0	טרינקט)	טרינקט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/33
168	MS_BasKoyen	0033_31089316.xml	r2l20	16	(פֿאלט)	איזבל אויסרעדען (פֿאלט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/33
169	MS_BasKoyen	0034_31089317.xml	r1l5	0	(געהט)	(געהט) א חלקיהו! איז עס ניט קיין חלום?	https://app.transkribus.org/collection/2372172/doc/838374/detail/34
170	MS_BasKoyen	0034_31089317.xml	r2l21	0	מיר II III I פֿון	מיר II III I פֿון	https://app.transkribus.org/collection/2372172/doc/838374/detail/34
171	MS_BasKoyen	0034_31089317.xml	r2l25	0	(ער וויל זי אנחייהען)	(ער וויל זי אנחייהען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/34
172	MS_BasKoyen	0035_31089318.xml	r1l1	9	(מיט א שטיין)	גדיאל. | (מיט א שטיין) רויבער גיעב מיר מיין פרוי צוריק, ליעבער	https://app.transkribus.org/collection/2372172/doc/838374/detail/35
173	MS_BasKoyen	0035_31089318.xml	r1l3	0	פֿערלאנגסט	פֿערלאנגסט	https://app.transkribus.org/collection/2372172/doc/838374/detail/35
174	MS_BasKoyen	0035_31089318.xml	r1l7	16	(וויל צו איהם צו איזבל לאזט ניט)	אללע עקען וועלט (וויל צו איהם צו איזבל לאזט ניט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/35
175	MS_BasKoyen	0036_31089319.xml	r1l15	9	(לויפט אריין)	פגיאל. | (לויפט אריין) וואס איז דאס? וואס טוהט איהר דא?	https://app.transkribus.org/collection/2372172/doc/838374/detail/36
176	MS_BasKoyen	0036_31089319.xml	r1l18	19	(סאלדאטען ווילען זיי נעמען)	איהם אויך סאלדאטען (סאלדאטען ווילען זיי נעמען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/36
177	MS_BenHaDor	0004_30780192.xml	r1l13	0	א.ז. וו....	א.ז. וו....	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
178	MS_BenHaDor	0004_30780192.xml	r2l3	0	עס שטעלט פֿאר אַ וואַלד 2 שייטערהופֿען.	עס שטעלט פֿאר אַ וואַלד 2 שייטערהופֿען.	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
179	MS_BenHaDor	0004_30780192.xml	r2l4	0	קאָהר מארשירט אריין, פאלק, סאלדאטען, שארפריכטער	קאָהר מארשירט אריין, פאלק, סאלדאטען, שארפריכטער	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
180	MS_BenHaDor	0004_30780192.xml	r2l5	0	2 מערדער קאהר זינגט פריער מארש	2 מערדער קאהר זינגט פריער מארש II Returned	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
181	MS_BenHaDor	0004_30780192.xml	r2l7	0	נאך געזאנג	נאך געזאנג	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
182	MS_BenHaDor	0004_30780192.xml	r2l10	29	"""לעזט"""	"דען בעפֿעהל פֿין אייער קעניג ""לעזט"" ווירדיגער קעניגליכֿער"	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
183	MS_BenHaDor	0004_30780192.xml	r2l20	10	״ 3 פֿערורטהיילטע״	ערמארדעט ״ 3 פֿערורטהיילטע״ האַבט איהר נאך עטוואש	https://app.transkribus.org/collection/2372172/doc/826910/detail/4
184	MS_BenHaDor	0005_30780194.xml	r1l3	13	מען הערט שלמון זינגען לויט הינטער קוליסען	איהע פפֿליכט מען הערט שלמון זינגען לויט הינטער קוליסען	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
185	MS_BenHaDor	0005_30780194.xml	r1l7	30	קוקט ארוי	מאַן פֿאָן דער נעהע בעטראכֿטען קוקט ארויס עס איזט	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
186	MS_BenHaDor	0005_30780194.xml	r1l10	35	קאהר פֿערשטעלט	ער זאלל זיא פֿארלויפֿיג ניכֿט זעהן קאהר פֿערשטעלט	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
187	MS_BenHaDor	0005_30780194.xml	r1l11	0	דיא פֿערברעכֿער	דיא פֿערברעכֿער	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
188	MS_BenHaDor	0005_30780194.xml	r1l12	15	אלס בעטלער טריט אויף מיט	אויפטריט שלמון אלס בעטלער טריט אויף מיט	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
189	MS_BenHaDor	0005_30780194.xml	r1l13	0	פֿינאל פֿאן רעהפֿריין וואס ער זינגט דאס אין 2טן אקט	פֿינאל פֿאן רעהפֿריין וואס ער זינגט דאס אין 2טן אקט]	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
190	MS_BenHaDor	0005_30780194.xml	r1l20	7	ארט ר	"אמון אפארט ריכטיג 40 יאהר! היינט ל""ג בעומר איז"	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
191	MS_BenHaDor	0005_30780194.xml	r1l21	24	לויט	געוועזען זיין געבורסטאג לויט וויר דיגער אלטער!	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
192	MS_BenHaDor	0005_30780194.xml	r2l11	35	קאהר אין אַ זייט	אמון: לאָסט דיא מער דער פֿארטרעטען. קאהר אין אַ זייט	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
193	MS_BenHaDor	0005_30780194.xml	r2l12	6	קוקט זעה אן.	שלמון קוקט זעה אן. חַַחַחַ דאָס זענען דיא מערדער? איך שוועהר	https://app.transkribus.org/collection/2372172/doc/826910/detail/5
194	MS_BenHaDor	0006_30780196.xml	r1l7	0	צו דיא מערדער	צו דיא מערדער איהר פֿערורטהיילטע איהר האט נאך	https://app.transkribus.org/collection/2372172/doc/826910/detail/6
195	MS_BenHaDor	0006_30780196.xml	r2l8	19	מוזיק	קאהר | צו דיר שירה מוזיק	https://app.transkribus.org/collection/2372172/doc/826910/detail/6
196	MS_BenHaDor	0006_30780196.xml	r2l11	34	מוזי	און אונזער תּפֿילה בעהטען מיר קשום מוזיק	https://app.transkribus.org/collection/2372172/doc/826910/detail/6
197	MS_BenHaDor	0006_30780196.xml	r2l20	7	דאס זעלבע ביז משרת מום	קאהר | דאס זעלבע ביז משרת מום	https://app.transkribus.org/collection/2372172/doc/826910/detail/6
198	MS_BenHaDor	0007_30780198.xml	r1l6	12	מוזיק שטורם מיט רעגען	צו דיר שירה מוזיק שטורם מיט רעגען	https://app.transkribus.org/collection/2372172/doc/826910/detail/7
199	MS_BenHaDor	0007_30780198.xml	r1l10	1	"Tanz"" נאך טאנץ"	"""Tanz"" נאך טאנץ"	https://app.transkribus.org/collection/2372172/doc/826910/detail/7
200	MS_BenHaDor	0007_30780198.xml	r1l13	55	״לויט״	שלמון | ״אפארט״ איך האָב מורה ער זאל מיך נישט דערקענען ״לויט״	https://app.transkribus.org/collection/2372172/doc/826910/detail/7
