n	play	page	line_id	offset	span	line	url
601	MS_DiTsveyTnoim	0042_31094312.xml	r1l25	0	באַנק	באַנק	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
602	MS_DiTsveyTnoim	0042_31094312.xml	r2l2	6	יזראעלית	Auftr יזראעלית	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
603	MS_DiTsveyTnoim	0042_31094312.xml	r2l8	41	(קניעט)	דער בעל רחמן, איך קניע פֿאַר מיר אַליין. (קניעט) איך	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
604	MS_DiTsveyTnoim	0042_31094312.xml	r2l10	11	(קניעט ביי איהם)	יזראַעלית. (קניעט ביי איהם) יוחנן, מיין טהייערער הייליגער ברודער, קום	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
605	MS_DiTsveyTnoim	0042_31094312.xml	r2l13	7	(שרייט אויף)	יוחנן. (שרייט אויף) חאַ-חאַ-חאַ. ער איז געוואָרען אַ מלאך. ער שפרינגט	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
606	MS_DiTsveyTnoim	0042_31094312.xml	r2l16	7	(פֿאַנטאַזירט)	יוחנן. (פֿאַנטאַזירט) ש-ש-ש, די זאָננע געהט אויף און גאָטט געהט	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
607	MS_DiTsveyTnoim	0042_31094312.xml	r2l22	36	(שטאַרב)	היכא אֶת בר-לוקיש- היכא את......... (שטאַרב)	https://app.transkribus.org/collection/2372172/doc/838430/detail/42
608	MS_DiTsveyTnoim	0043_31094313.xml	r1l2	0	(זי פֿאַלט נעבען איהם)	(זי פֿאַלט נעבען איהם)	https://app.transkribus.org/collection/2372172/doc/838430/detail/43
609	MS_DiTsveyTnoim	0043_31094313.xml	r2l3	1	קעניגליכער פּאַלאַסט מיט אַ טהראָן)	(קעניגליכער פּאַלאַסט מיט אַ טהראָן)	https://app.transkribus.org/collection/2372172/doc/838430/detail/43
610	MS_DiTsveyTnoim	0043_31094313.xml	r2l4	0	בן פּדות (אויפֿן טהראן)	בן פּדות (אויפֿן טהראן)	https://app.transkribus.org/collection/2372172/doc/838430/detail/43
611	MS_DiTsveyTnoim	0044_31094314.xml	r1l3	6	ענאביא. (אין קעטטען)	Auft צענאביא. (אין קעטטען)	https://app.transkribus.org/collection/2372172/doc/838430/detail/44
612	MS_DiTsveyTnoim	0044_31094314.xml	r2l15	0	בר- נזיר.	בר- נזיר. Auftr	https://app.transkribus.org/collection/2372172/doc/838430/detail/44
613	MS_DiTsveyTnoim	0044_31094314.xml	r2l19	45	(רופֿט אַריין)	און ווינטער אַלס סימבאָל דער הייליגער ליעבע, (רופֿט אַריין)	https://app.transkribus.org/collection/2372172/doc/838430/detail/44
614	MS_DiTsveyTnoim	0044_31094314.xml	r2l21	0	N .כאהר	N .כאהר	https://app.transkribus.org/collection/2372172/doc/838430/detail/44
615	MS_DiTsveyTnoim	0044_31094314.xml	r2l22	3	פֿרילינג (אַדאַמע)	פֿרילינג (אַדאַמע) Auf	https://app.transkribus.org/collection/2372172/doc/838430/detail/44
616	MS_DiTsveyTnoim	0045_31094315.xml	r1l10	8	(דער זאָממער (אדאַמע	Auftr (דער זאָממער (אדאַמע	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
617	MS_DiTsveyTnoim	0045_31094315.xml	r1l15	1	דער הערבסט. (א דאַמע	דער הערבסט. (א דאַמע)	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
618	MS_DiTsveyTnoim	0045_31094315.xml	r2l5	0	דער ווינטער. (אַמאַנן, אַ באַסס)	דער ווינטער. (אַמאַנן, אַ באַסס)	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
619	MS_DiTsveyTnoim	0045_31094315.xml	r2l13	0	אלע #4	אלע #4 מיר זענען 4 יאַהרעס צייטען און מיר ברענגען אַלס דאָס גוטס,	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
620	MS_DiTsveyTnoim	0045_31094315.xml	r2l16	0	ביס	ביס	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
621	MS_DiTsveyTnoim	0045_31094315.xml	r2l18	44	(טאַנצט)	מיר זענען די 4 יאַהרעס צייטען..... א.ז. וו. (טאַנצט)	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
622	MS_DiTsveyTnoim	0045_31094315.xml	r2l20	6	הילנא. -נחמן. (יעדער איז האַב מאַנן און האַלב פֿרוי)	Auft הילנא. -נחמן. (יעדער איז האַב מאַנן און האַלב פֿרוי)	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
623	MS_DiTsveyTnoim	0045_31094315.xml	r2l21	0	דועט No	דועט No	https://app.transkribus.org/collection/2372172/doc/838430/detail/45
624	MS_DiTsveyTnoim	0046_31094316.xml	r1l9	31	(מוזיק	אַז דו ביזט עס הילל דער בחור'ל (מוזיק)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
625	MS_DiTsveyTnoim	0046_31094316.xml	r1l13	34	(מוזיק)	ער. אָט איז נחמן - און אויך נחמן. (מוזיק)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
626	MS_DiTsveyTnoim	0046_31094316.xml	r1l22	0	כֿאָהר.	כֿאָהר. (מיט בלעטער צום מארש)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
627	MS_DiTsveyTnoim	0046_31094316.xml	r1l22	7	(מיט בלעטער צום מארש)	כֿאָהר. (מיט בלעטער צום מארש)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
628	MS_DiTsveyTnoim	0046_31094316.xml	r2l11	37	(מאַרשירען ביז אַלעס גרופּירט)	פֿרעהליך לאָמיר זינגען.... א. ז. וו. (מאַרשירען ביז אַלעס גרופּירט)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
629	MS_DiTsveyTnoim	0046_31094316.xml	r2l13	0	פּדות	פּדות (געהט הערונטער)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
630	MS_DiTsveyTnoim	0046_31094316.xml	r2l13	6	(געהט הערונטער)	פּדות (געהט הערונטער)	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
631	MS_DiTsveyTnoim	0046_31094316.xml	r2l14	6	(אַלס קעניגין מיט אַ קרוין, פֿערשלייערט. געפֿיהרט פֿון	חגלה. (אַלס קעניגין מיט אַ קרוין, פֿערשלייערט. געפֿיהרט פֿון	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
632	MS_DiTsveyTnoim	0046_31094316.xml	r2l15	0	פּלדש	פּלדש.	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
633	MS_DiTsveyTnoim	0046_31094316.xml	r2l17	22	(פּדות וויל אומאַרמען. זי ענטשלייערט	אייך אין זייד גליקליך. (פּדות וויל אומאַרמען. זי ענטשלייערט	https://app.transkribus.org/collection/2372172/doc/838430/detail/46
