collision_key	play_id_a	author_a	title_a	play_id_b	author_b	title_b	basis	resolution	notes
די טאכטער פונ ירושלימ	PL-0118	683	דניאל, אָדער די טאָכטער פֿון ירושלים	PL-0224	684	מײַן ווײַבס פֿרײַנד, אָדער די טאָכטער פֿון ירושלים	subtitle		
