File	"""action"""	context	Column 1	place	toKima	place clustered	dodgy reconciliation for place	initial reconciliation for place	province	province clustered	province Qid	country	country cluster	Country Qid
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	2-facs_50_r_2	ווייסרוסלאַנד	ווייסרוסלאַנד								ווייסרוסלאַנד	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	2-facs_82_r	ווייסרוסלאַנד	ווייסרוסלאַנד								ווייסרוסלאַנד	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	5-facs_438_tr_1739221804	ווייסרוסלאַנד	ווייסרוסלאַנד								ווייסרוסלאַנד	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	5-facs_547_tr_1739222018	ווייסרוסלאַנד	ווייסרוסלאַנד								ווייסרוסלאַנד	
