old_cluster_id	new_cluster_id	name	org_type	settlement	country	qid
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers	נ. י		
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	די צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	די צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q01	צוקונפט	Journals/ Newspapers			
ORG-C00174	ORG-C00174_Q02	צוקונפט	Journals/ Newspapers		פּוילן	Q104725
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע	לעטלאַנד	Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע	לעטלאַנד	Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגער		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre	ריגע		Q1773
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q01	נייער יידישער טעאַטער	Theatre			
ORG-C00178	ORG-C00178_Q02	נייער יידישער טעאַטער אין ליטע	Theatre		ליטע	Q450625
ORG-C00178	ORG-C00178_Q03	נייער יידישער טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00178	ORG-C00178_Q04	נייער יידישער טעאַטער	Theatre	לאָנדאָן	ענגלאַנד	Q84
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	דאָס יידישע קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	פֿאַראייניקטע שטאטן	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָָרק	אָמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק	אמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יארק	אמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישע קונסט-טעאַטער אין אָמעריקע	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q01	יידישן קונסט-טעאַטער	Theatre			
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre	אַמעריקע		Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre	אמעריקע		Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00180	ORG-C00180_Q02	יידישן קונסט-טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00180	ORG-C00180_Q03	יידישן קונסט-טעאַטער	Theatre	פֿילאַדעלפיע	אַמעריקע	Q1345
ORG-C00180	ORG-C00180_Q04	יידישן קונסט-טעאַטער	Theatre	בוענאָס איירעס	אַרגענטינע	Q1486
ORG-C00180	ORG-C00180_Q05	יידישן קונסט-טעאַטער	Theatre	אָדעס		Q1874
ORG-C00184	ORG-C00184_Q01	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווער		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישער מלוכה-טעאַטער	Theatre	מאָסקווע	סאָוועט רוסלאַנד	Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע	רוסלאַנד	Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווער		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווער		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	טעאַטער-סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווער		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוּכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	שול פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע	ראַטנפֿאַרבאַנד	Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישער מלוכה-טעאַטער	Theatre	מאָסקווע	פ. ס. ס. ר.	Q649
ORG-C00184	ORG-C00184_Q01	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישער מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווער		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישער מלוכה-טעאַטער	Theatre	מאָסקווע	רוסלאַנד	Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	מאָסקווע		Q649
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישע מלוכה טעאַטער	Theatre		בעלגיע	
ORG-C00184	ORG-C00184_Q01	באַקווער יידישן מלוכה-טעאַטער	Theatre	באַקוו		
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישער מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q01	מאָסקווער יידישן מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q01	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	Theatre			
ORG-C00184	ORG-C00184_Q02	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	קיעוו		Q1899
ORG-C00184	ORG-C00184_Q03	מאָסקווער יידישן מלוכה-טעאַטער	Theatre	טאַשקענט		Q269
ORG-C00184	ORG-C00184_Q04	באַקווער יידישן מלוכה-טעאַטער	Theatre	באַקו		Q9248
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו-יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק		Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q01	פֿאָלקסבינע	Theatre			
ORG-C00190	ORG-C00190_Q02	פֿאָלקסבינע	Theatre	לאָס אַנדזשעלעס		Q65
ORG-C00190	ORG-C00190_Q02	פֿאָלקסבינע	Theatre	לאָס אַנדזשעלעס	אַמעריקע	Q65
ORG-C00190	ORG-C00190_Q02	פֿאָלקסבינע	Theatre	לאָס אַנדזשעלעס		Q65
ORG-C00190	ORG-C00190_Q02	פֿאָלקסבינע	Theatre	לאָס אַנדזשעלעס		Q65
ORG-C00190	ORG-C00190_Q03	פֿאָלקסבינע	Theatre	ווין	עסטרייך	Q1741
ORG-C00190	ORG-C00190_Q04	פֿאָלקסבינע	Theatre		אַמעריקע	Q30
ORG-C00190	ORG-C00190_Q05	פֿאָלקסבינע	Theatre	בערלין		Q64
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יארק	אַמעריקע	Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q01	יידיש קונסט טעאַטער	Theatre			
ORG-C00195	ORG-C00195_Q02	יידיש קונסט טעאַטער	Theatre	פֿילאָדעלפיע		Q1345
ORG-C00195	ORG-C00195_Q03	יידיש קונסט טעאַטער	Theatre		אַמעריקע	Q30
ORG-C00197	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט	Education	ניו יאָרק		Q60
ORG-C00197	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט	Education	ניו יאָרק		Q60
ORG-C00197	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט	Education	ניו-יאָרק		Q60
ORG-C00197	ORG-C00197_Q01	שלום עליכם פאָלקס אינסטיטוט	Education			
ORG-C00197	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט	Education			
ORG-C00197	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט	Education			
ORG-C00197	ORG-C00197_Q02	שלום עליכם פאָלקס אינסטיטוט	Education	דעטראָיט	אַמעריקע	Q12439
ORG-C00197	ORG-C00197_Q03	שלום-עליכם פאָלקאינסטיטוט	Education	שיקאַגאָ		Q1297
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	ניו-יאָרק	אַמעריקע	Q60
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	ניו-יאָרק		Q60
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	ניו יאָרק	אַמעריקע	Q60
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	ניו יאָרק		Q60
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	ניו יאָרק		Q60
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies	וואלדהיים		
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
ORG-C00198	ORG-C00198_Q01	אַרבעטער-רינג	Jewish political bodies			
