db_id	status	final_tags	reviewer	reviewed_at
1034	reviewed	Operetta / Opera Company | Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1035	reviewed	Operetta / Opera Company | Impresario Company	Ruthie	2026-08-19T13:35:36Z
1036	reviewed	Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1037	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1038	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1039	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1040	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1041	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1042	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1044	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1045	reviewed	Impresario Company | German-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1046	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1047	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1048	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1049	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1050	reviewed	Cooperative Company	Ruthie	2026-08-19T13:38:10Z
1051	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1052	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1053	reviewed	Ad Hoc Company | Operetta / Opera Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1054	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1055	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1056	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1057	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1058	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1059	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1060	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1061	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1062	reviewed	Ad Hoc Company | Star Company | Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1063	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1064	reviewed	Family Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1065	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1066	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1067	reviewed	Ensemble Company | Family Company | Operetta / Opera Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1068	reviewed	Ad Hoc Company | Operetta / Opera Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1069	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1070	reviewed	Star Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1071	reviewed	Star Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1072	reviewed	Family Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1073	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1074	reviewed	Family Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1075	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1076	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1324	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1325	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1326	reviewed	Family Company | Impresario Company	Ruthie	2026-08-19T13:35:50Z
1327	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1328	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1329	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1330	reviewed	Ad Hoc Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1331	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1332	reviewed	Ad Hoc Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1333	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1334	reviewed	Ad Hoc Company | Impresario Company | Star Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1335	reviewed	Family Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1336	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1337	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1338	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1339	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1340	reviewed	Ad Hoc Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1341	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1342	reviewed	Ad Hoc Company | Cooperative Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1343	reviewed	Ad Hoc Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1344	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1345	reviewed	Ad Hoc Company | Family Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1346	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1347	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1348	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1349	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1350	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1351	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1352	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1354	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1355	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1356	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1357	reviewed	Ad Hoc Company | Family Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1358	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1359	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1360	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1361	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1362	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1363	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1364	reviewed	Ad Hoc Company | Impresario Company | Star Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1365	reviewed	Ad Hoc Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1366	reviewed	Family Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1367	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1368	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1374	reviewed	Impresario Company | Ad Hoc Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1375	reviewed	Family Company	Ruthie	2026-09-15T13:28:56Z
1376	reviewed	Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1377	reviewed	Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1378	reviewed	Ad Hoc Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1379	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1380	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1381	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1382	reviewed	Impresario Company | Operetta / Opera Company	Ruthie	2026-09-15T13:28:56Z
1383	reviewed	Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1384	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1385	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1386	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1387	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1388	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1389	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1390	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1391	reviewed	Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1392	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1393	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1394	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1395	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1396	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1397	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1398	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1399	reviewed	Ad Hoc Company | Family Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1400	reviewed	Ad Hoc Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1401	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1402	reviewed	Ad Hoc Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1403	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1404	reviewed	Ad Hoc Company | Cooperative Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1405	reviewed	Ad Hoc Company | Impresario Company | Cooperative Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1406	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1407	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1408	reviewed	Ad Hoc Company | Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1409	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1410	reviewed	Family Company | Impresario Company	Ruthie	2026-08-19T13:38:33Z
1411	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1412	reviewed	Star Company | Family Company | Operetta / Opera Company | Impresario Company | Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1413	reviewed	Operetta / Opera Company | Non-Jewish Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1414	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1415	reviewed	Impresario Company | Star Company | Family Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1416	reviewed	Ad Hoc Company | Impresario Company | Operetta / Opera Company	Ruthie	2026-09-15T13:28:56Z
1417	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1418	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1419	reviewed	Impresario Company | Operetta / Opera Company	Ruthie	2026-09-15T13:28:56Z
1420	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1421	reviewed	Ad Hoc Company | Star Company | Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1422	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1423	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1424	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1425	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1426	reviewed	Family Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1427	reviewed	Star Company | Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1428	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1429	reviewed	Cooperative Company	Ruthie	2026-08-20T07:59:05Z
1430	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1431	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1432	reviewed	Family Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1433	reviewed	Children's Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1434	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1435	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1436	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1437	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1438	reviewed	Star Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1439	reviewed	Ad Hoc Company | Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1440	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1441	reviewed	Impresario Company | Institutional Company	Ruthie	2026-09-15T13:28:56Z
1442	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1443	reviewed	Operetta / Opera Company | Non-Jewish Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1444	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1445	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1446	reviewed	Ad Hoc Company | Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1447	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1448	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1449	reviewed	Impresario Company | Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1450	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1451	reviewed	Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1452	reviewed	Cooperative Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1453	reviewed	Ad Hoc Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1454	reviewed	Cooperative Company	Ruthie	2026-08-20T07:59:05Z
1455	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1456	reviewed	Ad Hoc Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1461	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1463	reviewed	Operetta / Opera Company | Non-Jewish Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1464	reviewed	Non-Jewish Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1465	reviewed	Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1466	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1467	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1468	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1469	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1470	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1471	reviewed	Non-Jewish Company | Operetta / Opera Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1472	reviewed	Ad Hoc Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1473	reviewed	Impresario Company | Family Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1474	reviewed	Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1475	reviewed	Family Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1476	reviewed	Kleinkunst / Revue / Cabaret Company | Impresario Company	Ruthie	2026-08-20T07:59:04Z
1477	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1478	reviewed	Not a Troupe | Hebrew-Language Company	Ruthie	2026-09-15T13:28:56Z
1479	reviewed	Kleinkunst / Revue / Cabaret Company | Star Company | Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1480	reviewed	Ad Hoc Company | Operetta / Opera Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1481	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1482	reviewed	Family Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1483	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1484	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1485	reviewed	Impresario Company | Operetta / Opera Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1486	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1487	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1488	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1489	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1490	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1491	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1492	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1493	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1494	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1495	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1496	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1497	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1498	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1499	reviewed	Operetta / Opera Company | Non-Jewish Company | Impresario Company	Ruthie	2026-08-20T07:58:57Z
1513	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1577	reviewed	Institutional Company | Hebrew-Language Company	Ruthie	2026-08-20T07:59:04Z
1578	reviewed	Institutional Company	Ruthie	2026-08-20T07:44:35Z
1579	reviewed	Ensemble Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1580	reviewed	Ad Hoc Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1581	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1582	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1583	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1584	reviewed	Institutional Company	Ruthie	2026-08-20T07:59:04Z
1585	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1586	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1587	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1589	reviewed	Children's Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1590	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1591	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1592	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1593	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1594	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1595	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1596	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1597	reviewed	Ad Hoc Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1603	reviewed	Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1605	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1607	reviewed	Institutional Company	Ruthie	2026-08-20T07:48:37Z
1609	reviewed	Star Company	Ruthie	2026-09-15T13:28:56Z
1614	reviewed	Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1618	reviewed	Operetta / Opera Company | Impresario Company	Ruthie	2026-08-20T07:59:04Z
1619	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1622	reviewed	Ad Hoc Company | Cooperative Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1624	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1627	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1628	reviewed	Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1629	reviewed	Institutional Company	Ruthie	2026-08-20T07:59:05Z
1630	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1631	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1632	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1633	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1634	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1635	reviewed	Institutional Company	Ruthie	2026-08-20T07:59:05Z
1636	reviewed	Ad Hoc Company | Impresario Company | Operetta / Opera Company	Ruthie	2026-09-15T13:28:56Z
1637	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1638	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1643	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1644	reviewed	Ad Hoc Company | Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1645	reviewed	Amateur Company | Hebrew-Language Company | Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1646	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1647	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1648	reviewed	Institutional Company	Ruthie	2026-09-15T13:28:56Z
1649	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1661	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1662	reviewed	Ad Hoc Company | Family Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1663	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1664	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1665	reviewed	Ad Hoc Company | Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1666	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1667	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1668	reviewed	Kleinkunst / Revue / Cabaret Company | Family Company | Impresario Company	Ruthie	2026-08-20T07:59:05Z
1670	reviewed	German-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1671	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1672	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1673	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1674	reviewed	Operetta / Opera Company | Impresario Company	Ruthie	2026-08-20T07:50:11Z
1675	reviewed	Amateur Company	Ruthie	2026-09-15T13:28:56Z
1676	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1677	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1678	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1679	reviewed	Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1680	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1681	reviewed	Cooperative Company	Ruthie	2026-08-20T07:50:59Z
1682	reviewed	Ensemble Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1683	reviewed	Children's Company | Impresario Company	Ruthie	2026-08-20T07:51:19Z
1684	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1685	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1686	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1687	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1688	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1689	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1690	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1691	reviewed	Impresario Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1692	reviewed	Operetta / Opera Company | Impresario Company	Ruthie	2026-08-20T07:51:32Z
1693	reviewed	Ad Hoc Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1694	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1695	reviewed	Cooperative Company	Ruthie	2026-08-20T07:51:50Z
1696	reviewed	Impresario Company | Star Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1697	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1698	reviewed	Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1699	reviewed	Operetta / Opera Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1700	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1701	reviewed	Family Company | Impresario Company	Ruthie	2026-08-20T07:51:56Z
1702	reviewed	Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1703	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1704	reviewed	Institutional Company	Ruthie	2026-09-15T13:28:56Z
1705	reviewed	Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1706	reviewed	Impresario Company | Ad Hoc Company	Ruthie	2026-09-15T13:28:56Z
1707	reviewed	Cooperative Company	Ruthie	2026-08-20T07:52:03Z
1708	reviewed	Cooperative Company	Ruthie	2026-08-20T07:52:50Z
1709	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1710	reviewed	Family Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1711	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1712	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1713	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1714	reviewed	Cooperative Company	Ruthie	2026-08-20T07:53:02Z
1715	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1716	reviewed	Amateur Company	Ruthie	2026-09-15T13:28:56Z
1717	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1718	reviewed	Kleinkunst / Revue / Cabaret Company | Family Company | Star Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1719	reviewed	Impresario Company | Non-Jewish Company	Ruthie	2026-09-15T13:28:56Z
1720	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1721	reviewed	Not a Troupe | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1722	reviewed	Amateur Company	Ruthie	2026-09-15T13:28:56Z
1723	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1724	reviewed	Kleinkunst / Revue / Cabaret Company | Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1725	reviewed	Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1726	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1727	reviewed	Kleinkunst / Revue / Cabaret Company | Impresario Company	Ruthie	2026-08-20T07:53:25Z
1728	reviewed	Ad Hoc Company | Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1729	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
