db_id	status	final_tags	reviewer	reviewed_at
1730	reviewed	Ad Hoc Company | Kleinkunst / Revue / Cabaret Company	Ruthie	2026-09-15T13:28:56Z
1731	reviewed	Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1732	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
1733	reviewed	Kleinkunst / Revue / Cabaret Company | Impresario Company	Ruthie	2026-08-20T07:53:13Z
1734	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1735	reviewed	Not a Troupe	Ruthie	2026-09-15T13:28:56Z
1736	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1737	reviewed	Ensemble Company | Impresario Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1738	reviewed	Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1739	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1740	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1741	reviewed	Cooperative Company	Ruthie	2026-08-20T07:53:40Z
1742	reviewed	Operetta / Opera Company | Non-Jewish Company | Impresario Company	Ruthie	2026-09-15T13:28:56Z
1743	reviewed	Impresario Company	Ruthie	2026-09-15T13:28:56Z
1744	reviewed	Cooperative Company	Ruthie	2026-08-20T07:53:36Z
1745	reviewed	Impresario Company | Ensemble Company	Ruthie	2026-09-15T13:28:56Z
1746	reviewed	Impresario Company	Ruthie	2026-08-20T08:03:18Z
1747	reviewed	Cooperative Company	Ruthie	2026-08-20T07:54:31Z
1748	reviewed	Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1749	reviewed	Impresario Company | Cooperative Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1751	reviewed	Family Company | Star Company	Ruthie	2026-09-15T13:28:56Z
1752	reviewed	Amateur Company | Cooperative Company	Ruthie	2026-09-15T13:28:56Z
1753	reviewed	Cooperative Company | Amateur Company	Ruthie	2026-08-20T07:54:49Z
1784	reviewed	Impresario Company | Family Company	Ruthie	2026-09-15T13:28:56Z
