ts	reviewer	view	action	target_id	decision	note	extra
2026-06-20T13:01:44Z	Maaty	settlement_audit	mint_solo	ORG-C03476	MINT	Created DB 1157 from 1 cluster(s)	"{""qid"": ""Q2280"", ""org_type"": ""Media (Radio/ Film/TV)"", ""new_db_id"": """"}"
2026-06-20T14:32:29Z	Maaty	settlement_audit	merge	cluster:ORG-C00059	MERGE	Created DB 1158 from 2 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""partners"": [""cluster:ORG-C03694_Q06""]}"
2026-06-20T14:35:39Z	Maaty	settlement_audit	mint_solo	ORG-C02040_Q02	MINT	Created DB 1159 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:38:37Z	Maaty	settlement_audit	mint_solo	ORG-C03509	MINT	Created DB 1160 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:40:14Z	Maaty	settlement_audit	mint_solo	ORG-C04232	MINT	Created DB 1161 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:40:54Z	Maaty	settlement_audit	mint_solo	ORG-C00061	MINT	Created DB 1162 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:41:34Z	Maaty	settlement_audit	mint_solo	ORG-C00088	MINT	Created DB 1163 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:41:54Z	Maaty	settlement_audit	mint_solo	ORG-C00091_Q03	MINT	Created DB 1164 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:42:13Z	Maaty	settlement_audit	mint_solo	ORG-C00241	MINT	Created DB 1165 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:42:55Z	Maaty	settlement_audit	mint_solo	ORG-C00329	MINT	Created DB 1166 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:43:24Z	Maaty	settlement_audit	mint_solo	ORG-C00330	MINT	Created DB 1167 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:44:01Z	Maaty	settlement_audit	mint_solo	ORG-C00453	MINT	Created DB 1168 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:44:12Z	Maaty	settlement_audit	mint_solo	ORG-C00626_Q04	MINT	Created DB 1169 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:44:23Z	Maaty	settlement_audit	mint_solo	ORG-C00687	MINT	Created DB 1170 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:48:53Z	Maaty	settlement_audit	merge	cluster:ORG-C02218	MERGE	Created DB 1171 from 2 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""partners"": [""cluster:ORG-C04669""]}"
2026-06-20T14:50:38Z	Maaty	settlement_audit	merge	cluster:ORG-C04269	MERGE	Created DB 1172 from 2 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""partners"": [""cluster:ORG-C03603""]}"
2026-06-20T14:52:02Z	Maaty	settlement_audit	mint_solo	ORG-C03724	MINT	Created DB 1173 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:52:26Z	Maaty	settlement_audit	mint_solo	ORG-C04268	MINT	Created DB 1174 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:52:38Z	Maaty	settlement_audit	mint_solo	ORG-C04757	MINT	Created DB 1175 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:53:02Z	Maaty	settlement_audit	mint_solo	ORG-C04946	MINT	Created DB 1176 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:53:17Z	Maaty	settlement_audit	mint_solo	ORG-C04948	MINT	Created DB 1177 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:53:37Z	Maaty	settlement_audit	mint_solo	ORG-C04949	MINT	Created DB 1178 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:53:52Z	Maaty	settlement_audit	mint_solo	ORG-C04951	MINT	Created DB 1179 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:54:16Z	Maaty	settlement_audit	mint_solo	ORG-C04976	MINT	Created DB 1180 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:54:36Z	Maaty	settlement_audit	mint_solo	ORG-C05021	MINT	Created DB 1181 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:55:01Z	Maaty	settlement_audit	mint_solo	ORG-C05306	MINT	Created DB 1182 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:55:17Z	Maaty	settlement_audit	mint_solo	ORG-C05537	MINT	Created DB 1183 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:55:35Z	Maaty	settlement_audit	mint_solo	ORG-C06180	MINT	Created DB 1184 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:55:52Z	Maaty	settlement_audit	mint_solo	ORG-C06860	MINT	Created DB 1185 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:56:12Z	Maaty	settlement_audit	mint_solo	ORG-C07363	MINT	Created DB 1186 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T14:56:29Z	Maaty	settlement_audit	mint_solo	ORG-C07382	MINT	Created DB 1187 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Education"", ""new_db_id"": """"}"
2026-06-20T15:00:24Z	Maaty	settlement_audit	merge	db:400	MERGE	Aligned 1 cluster(s) → 400	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""partners"": [""cluster:ORG-C03664""]}"
2026-06-20T15:01:27Z	Maaty	settlement_audit	mint_solo	ORG-C02283_Q01	MINT	Created DB 1188 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:01:48Z	Maaty	settlement_audit	mint_solo	ORG-C00077	MINT	Created DB 1189 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:02:09Z	Maaty	settlement_audit	mint_solo	ORG-C00472	MINT	Created DB 1190 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:02:26Z	Maaty	settlement_audit	mint_solo	ORG-C01387_Q25	MINT	Created DB 1191 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:02:44Z	Maaty	settlement_audit	mint_solo	ORG-C00087	MINT	Created DB 1192 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:03:05Z	Maaty	settlement_audit	mint_solo	ORG-C00121	MINT	Created DB 1193 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:03:24Z	Maaty	settlement_audit	mint_solo	ORG-C00422_Q04	MINT	Created DB 1194 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:03:44Z	Maaty	settlement_audit	mint_solo	ORG-C02229	MINT	Created DB 1195 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:04:01Z	Maaty	settlement_audit	mint_solo	ORG-C03506	MINT	Created DB 1196 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:04:18Z	Maaty	settlement_audit	mint_solo	ORG-C03549	MINT	Created DB 1197 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:05:26Z	Maaty	settlement_audit	mint_solo	ORG-C00455	MINT	Created DB 1198 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:06:12Z	Maaty	settlement_audit	mint_solo	ORG-C00730	MINT	Created DB 1199 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:06:41Z	Maaty	settlement_audit	mint_solo	ORG-C03550	MINT	Created DB 1200 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:07:08Z	Maaty	settlement_audit	mint_solo	ORG-C03602	MINT	Created DB 1201 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:07:38Z	Maaty	settlement_audit	mint_solo	ORG-C03634	MINT	Created DB 1202 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:08:03Z	Maaty	settlement_audit	mint_solo	ORG-C03977	MINT	Created DB 1203 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:08:27Z	Maaty	settlement_audit	mint_solo	ORG-C04023	MINT	Created DB 1204 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:08:50Z	Maaty	settlement_audit	mint_solo	ORG-C04321	MINT	Created DB 1205 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:09:15Z	Maaty	settlement_audit	mint_solo	ORG-C04400	MINT	Created DB 1206 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:09:40Z	Maaty	settlement_audit	mint_solo	ORG-C04401	MINT	Created DB 1207 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:10:24Z	Maaty	settlement_audit	mint_solo	ORG-C04947	MINT	Created DB 1208 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:10:49Z	Maaty	settlement_audit	mint_solo	ORG-C05048	MINT	Created DB 1209 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:11:16Z	Maaty	settlement_audit	mint_solo	ORG-C05269	MINT	Created DB 1210 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:11:39Z	Maaty	settlement_audit	mint_solo	ORG-C05284	MINT	Created DB 1211 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:12:04Z	Maaty	settlement_audit	mint_solo	ORG-C06244	MINT	Created DB 1212 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:12:30Z	Maaty	settlement_audit	mint_solo	ORG-C07145	MINT	Created DB 1213 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre"", ""new_db_id"": """"}"
2026-06-20T15:12:55Z	Maaty	settlement_audit	mint_solo	ORG-C00448_Q03	MINT	Created DB 1214 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre-related Society/ Union"", ""new_db_id"": """"}"
2026-06-20T15:13:42Z	Maaty	settlement_audit	mint_solo	ORG-C00852	MINT	Created DB 1215 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre-related Society/ Union"", ""new_db_id"": """"}"
2026-06-20T15:14:07Z	Maaty	settlement_audit	mint_solo	ORG-C00503	MINT	Created DB 1216 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre-related Society/ Union"", ""new_db_id"": """"}"
2026-06-20T15:14:34Z	Maaty	settlement_audit	mint_solo	ORG-C06325	MINT	Created DB 1217 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Theatre-related Society/ Union"", ""new_db_id"": """"}"
2026-06-20T15:15:01Z	Maaty	settlement_audit	mint_solo	ORG-C00470_Q02	MINT	Created DB 1218 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Journals/ Newspapers"", ""new_db_id"": """"}"
2026-06-20T15:15:24Z	Maaty	settlement_audit	mint_solo	ORG-C01088_Q02	MINT	Created DB 1219 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Journals/ Newspapers"", ""new_db_id"": """"}"
2026-06-20T15:15:48Z	Maaty	settlement_audit	mint_solo	ORG-C01537	MINT	Created DB 1220 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Journals/ Newspapers"", ""new_db_id"": """"}"
2026-06-20T15:16:11Z	Maaty	settlement_audit	mint_solo	ORG-C01540	MINT	Created DB 1221 from 1 cluster(s)	"{""qid"": ""Q1899"", ""org_type"": ""Journals/ Newspapers"", ""new_db_id"": """"}"
