kind	id	city	current_org_type	corrected_org_type	name_latin	comment
# EXAMPLE — delete before returning	ORG-C03517	Berlin	Theatre	Stagecraft	Theateratelier von Hugo Baruch	Company for theatre sets, stage design and costumes
