db_id_a	db_id_b	name_a	name_b	name_yi_a	name_yi_b	org_type_a	org_type_b	matched_fields	score	signal	type_match	linked_a	linked_b	suggested_action	suggested_keep	suggested_drop	reviewer_decision	reviewer_notes
531	486	טרופּע פֿון קאַדיש-כאַש	טרופּע פֿון גוזיק		גוזיק		Traveling Company	טרופּע פֿון קאַדיש-כאַש ~ טרופּע פֿון גוזיק	0.632	phonetic_full	N	ORG-C02055	ORG-C00034	REVIEW	486	531		
531	678	טרופּע פֿון קאַדיש-כאַש	טרופּע פֿון אַטלאַס		טרופּע פֿון אַטלאַס		traveling company	טרופּע פֿון קאַדיש-כאַש ~ טרופּע פֿון אַטלאַס	0.632	phonetic_full	N	ORG-C02055	ORG-C07272	REVIEW	531	678		
531	769	טרופּע פֿון קאַדיש-כאַש	טרופּע פֿון קופּערמאַן		טרופּע פֿון קופּערמאַן		traveling company	טרופּע פֿון קאַדיש-כאַש ~ טרופּע פֿון קופּערמאַן	0.632	phonetic_full	N	ORG-C02055	ORG-C02853	REVIEW	531	769		
534	1205	וואַרשעווער יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער		Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	N	ORG-C01810	ORG-C04321	REVIEW	534	1205		
534	584	וואַרשעווער יידישן מלוכה-טעאַטער	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער					וואַרשעווער יידישן מלוכה-טעאַטער ~ וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער	0.632	phonetic_full	Y	ORG-C01810	ORG-C03693	REVIEW	534	584		
537	1205	ווייטעבסקער יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C05084	ORG-C04321	REVIEW	537	1205		
538	1205	זשיטאָמירער יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C00609	ORG-C04321	REVIEW	538	1205		
539	1205	ביאַליסטאָקער יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C02267	ORG-C04321	REVIEW	539	1205		
542	863	טרופּע פֿון געליס	טרופּע פֿון אַקסעלראָדן		טרופּע פֿון אַקסעלראָדן	Traveling Company	traveling company	טרופּע פֿון געליס ~ טרופּע פֿון אַקסעלראָדן	0.632	phonetic_full	Y	ORG-C00082	ORG-C02769	REVIEW	542	863		
543	1205	מאָסקווער יידישן מלוכה-טעאַטער		מאָסקווער יידישער מעלוכעטעאַטער	קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער		Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	N	ORG-C05323	ORG-C04321	REVIEW	543	1205		
547	1205	באַוועגלעכן יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C03063	ORG-C04321	REVIEW	547	1205		
548	1205	קעשענעווער יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C03305	ORG-C04321	REVIEW	548	1205		
550	1205	סאָוויעטישן יידישן מלוכה-טעאַטער		סאָוויעטישן יידישן מלוכה-טעאַטער	קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C03128	ORG-C04321	REVIEW	550	1205		
568	617	יאָווילערס טרופּע	יאָזעף קעסלערס טרופע			Traveling Company	Traveling Company	יאָווילערס טרופּע ~ יאָזעף קעסלערס טרופע	0.632	phonetic_full	Y	ORG-C05645	ORG-C00664	REVIEW	568	617		
568	770	יאָווילערס טרופּע	י. י. לערנערס טרופּע		י. י. לערנערס טרופּע	Traveling Company	traveling company	יאָווילערס טרופּע ~ י. י. לערנערס טרופּע	0.632	phonetic_full	Y	ORG-C05645	ORG-C02211	REVIEW	568	770		
568	811	יאָווילערס טרופּע	יוליוס אַדלערס טרופּע		יוליוס אַדלערס טרופּע	Traveling Company	traveling company	יאָווילערס טרופּע ~ יוליוס אַדלערס טרופּע	0.632	phonetic_full	Y	ORG-C05645	ORG-C00585	REVIEW	568	811		
569	1205	טשערנאָוויצער יידישן מלוכה טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער		Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	N	ORG-C03200	ORG-C04321	REVIEW	569	1205		
578	1037	טרופּע פֿון יאָוועליר	טרופּע פֿון סטאַנאָווסקי		טרופּע פֿון סטאַנאָווסקי	Traveling Company	traveling company	טרופּע פֿון יאָוועליר ~ טרופּע פֿון סטאַנאָווסקי	0.632	phonetic_full	Y	ORG-C04544	ORG-C03118	REVIEW	578	1037		
584	550	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער	סאָוויעטישן יידישן מלוכה-טעאַטער		סאָוויעטישן יידישן מלוכה-טעאַטער		Theatre	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער ~ סאָוויעטישן יידישן מלוכה-טעאַטער	0.632	phonetic_full	N	ORG-C03693	ORG-C03128	REVIEW	550	584		
584	597	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער ~ טשערנאָוויצער יידישער מלוכה-טעאַטער	0.632	phonetic_full	Y	ORG-C03693	ORG-C03608	REVIEW	584	597		
592	1205	אוקראַאינישן יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער	Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	Y	ORG-C03483	ORG-C04321	REVIEW	592	1205		
593	1205	ווייסרוסישן יידישן מלוכה-טעאַטער			קיעווער יידישן מלוכה-טעאַטער פֿאַר קינדער		Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכה קינדער	0.632	surname_phonetic	N	ORG-C00490 | ORG-C00567	ORG-C04321	REVIEW	593	1205		
596	1037	טרופּע פֿון עסקין	טרופּע פֿון סטאַנאָווסקי		טרופּע פֿון סטאַנאָווסקי	Traveling Company	traveling company	טרופּע פֿון עסקין ~ טרופּע פֿון סטאַנאָווסקי	0.632	phonetic_full	Y	ORG-C01450	ORG-C03118	REVIEW	596	1037		
596	863	טרופּע פֿון עסקין	טרופּע פֿון אַקסעלראָדן		טרופּע פֿון אַקסעלראָדן	Traveling Company	traveling company	טרופּע פֿון עסקין ~ טרופּע פֿון אַקסעלראָדן	0.632	phonetic_full	Y	ORG-C01450	ORG-C02769	REVIEW	596	863		
607	725	שיקאַגער יידישע דראַמאַטישע געזעלשאַפט			דאָס יידישע באַוועגלעכע דראַמאַטישע טעאַטער	Theatre	Theatre	<surname>יידישע דראמאטישע ~ <surname>באוועגלעכע דראמאטישע	0.632	surname_phonetic	Y	ORG-C01827	ORG-C01787 | ORG-C02772_Q02	REVIEW	725	607		
621	725	די דאָרטיקע יידישע דראַמאַטישע געזעלשאַפט			דאָס יידישע באַוועגלעכע דראַמאַטישע טעאַטער	Theatre	Theatre	<surname>יידישע דראמאטישע ~ <surname>באוועגלעכע דראמאטישע	0.632	surname_phonetic	Y	ORG-C06838	ORG-C01787 | ORG-C02772_Q02	REVIEW	725	621		
757	1037	טרופּע פֿון יאָנג	טרופּע פֿון סטאַנאָווסקי	טרופּע פֿון יאָנג	טרופּע פֿון סטאַנאָווסקי	traveling company	traveling company	טרופּע פֿון יאָנג ~ טרופּע פֿון סטאַנאָווסקי	0.632	phonetic_full	Y	ORG-C06846	ORG-C03118	REVIEW	757	1037		
833	1037	טרופּע פון סאַמבערג	טרופּע פֿון סטאַנאָווסקי	טרופּע פון סאַמבערג	טרופּע פֿון סטאַנאָווסקי	traveling company	traveling company	טרופּע פון סאַמבערג ~ טרופּע פֿון סטאַנאָווסקי	0.632	phonetic_full	Y	ORG-C01872	ORG-C03118	REVIEW	833	1037		
856	1456	טרופּע פֿון לידיאַ פּאַטאָצקאַ	טרופּע פֿון שלום ברין און לידיאַ פּאטאָצקאַ	טרופּע פֿון לידיאַ פּאַטאָצקאַ	טרופּע פֿון שלום ברין און לידיאַ פּאטאָצקאַ	traveling company	traveling company	טרופּע פֿון לידיאַ פּאַטאָצקאַ ~ טרופּע פֿון שלום ברין און לידיאַ פּאטאָצקאַ	0.632	phonetic_full	Y	ORG-C00226	ORG-C04362	REVIEW	856	1456		
866	884	משה וויינבערגס טרופּע	עפּעלבערגס טרופּע	משה וויינבערגס טרופּע	עפּעלבערגס טרופּע	traveling company	traveling company	משה וויינבערגס טרופּע ~ עפּעלבערגס טרופּע	0.632	phonetic_full	Y	ORG-C05646	ORG-C05055	REVIEW	866	884		
9	10	דפוס השומר הצעיר	הקיבוץ הארצי השומר הצעיר				Jewish political bodies	<surname>השומר הצעיר ~ <surname>הארצי השומר הצעיר	0.632	surname_phonetic	N			REVIEW	9	10		
1081	1082			ווילנער העברעאישער גימנאַזיע	ווילנער יידישע רעאַל-גימנאַזיע	Education	Education	ווילנער העברעאישער גימנאַזיע ~ ווילנער יידישע רעאַל-גימנאַזיע	0.630	phonetic_full	Y	ORG-C02734 | ORG-C02984_Q02 | ORG-C03361	ORG-C02723 | ORG-C01246 | ORG-C01366_Q01 | ORG-C03248 | ORG-C07158	REVIEW	1082	1081		
1095	1116			יידישן קינדער-טעאַטער (קיעוו)	יידישן קאָמער-טעאַטער	Theatre	Theatre	יידישן קינדער-טעאַטער (קיעוו) ~ יידישן קאָמער-טעאַטער	0.630	phonetic_full	Y	ORG-C01333_Q02 | ORG-C03604	ORG-C04693_Q01	REVIEW	1095	1116		
443	623	Yiddish Art Theatre	פּאַריזער יידישע קונסט-טעאַטער			Theatre	Theatre	ייִדיש קונסט טעאַטער ~ פּאַריזער יידישע קונסט-טעאַטער	0.630	phonetic_full	Y		ORG-C00193	REVIEW	623	443		
480	1095	יידיש אַרבעטער-טעאַטער (באָקו)			יידישן קינדער-טעאַטער (קיעוו)		Theatre	יידיש אַרבעטער-טעאַטער (באָקו) ~ יידישן קינדער-טעאַטער (קיעוו)	0.630	phonetic_full	N	ORG-C00016	ORG-C01333_Q02 | ORG-C03604	REVIEW	1095	480		
499	1117	יידישן מלוכה-טעאַטער אין יאָס			יידיש טעאַטער אין מינסק	Theatre	Theatre	יידישן מלוכה-טעאַטער אין יאָס ~ יידיש טעאַטער אין מינסק	0.630	phonetic_full	Y	ORG-C01656	ORG-C01387_Q38	REVIEW	499	1117		
499	948	יידישן מלוכה-טעאַטער אין יאָס			יידישן טעאַטער אין געטאָ	Theatre	Theatre	יידישן מלוכה-טעאַטער אין יאָס ~ יידישן טעאַטער אין געטאָ	0.630	phonetic_full	Y	ORG-C01656	ORG-C01387_Q19 | ORG-C02966	REVIEW	948	499		
501	1154	מינסקער יידישן מלוכה-טעאַטער		מינסקער יידישן מלוכה-טעאַטער	מינסקער יידישן שפּיטאָל		Health Institutions	מינסקער יידישן מלוכה-טעאַטער ~ מינסקער יידישן שפּיטאָל	0.630	phonetic_full	N	ORG-C02284	ORG-C05673	REVIEW	501	1154		
501	591	מינסקער יידישן מלוכה-טעאַטער	מאָלדאָוואַנישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער			Theatre	מינסקער יידישן מלוכה-טעאַטער ~ מאָלדאָוואַנישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C02284	ORG-C01613	REVIEW	501	591		
501	618	מינסקער יידישן מלוכה-טעאַטער	לעטישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער			Theatre	מינסקער יידישן מלוכה-טעאַטער ~ לעטישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C02284	ORG-C07378	REVIEW	501	618		
501	619	מינסקער יידישן מלוכה-טעאַטער	לעטישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער			Theatre	מינסקער יידישן מלוכה-טעאַטער ~ לעטישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C02284	ORG-C07378	REVIEW	501	619		
501	655	מינסקער יידישן מלוכה-טעאַטער	שיקאַגער יידישן טעאַטער	מינסקער יידישן מלוכה-טעאַטער			theatre	מינסקער יידישן מלוכה-טעאַטער ~ שיקאַגער יידישן טעאַטער	0.630	phonetic_full	N	ORG-C02284	ORG-C04633	REVIEW	501	655		
501	665	מינסקער יידישן מלוכה-טעאַטער	קיעווער יידישן טעאַטער	מינסקער יידישן מלוכה-טעאַטער	קיעווער יידישן טעאַטער		theatre	מינסקער יידישן מלוכה-טעאַטער ~ קיעווער יידישן טעאַטער	0.630	phonetic_full	N	ORG-C02284	ORG-C03691	REVIEW	501	665		
543	618	מאָסקווער יידישן מלוכה-טעאַטער	לעטישן מלוכה-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער			Theatre	מאָסקווער יידישן מלוכה-טעאַטער ~ לעטישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C05323	ORG-C07378	REVIEW	543	618		
543	619	מאָסקווער יידישן מלוכה-טעאַטער	לעטישן מלוכה-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער			Theatre	מאָסקווער יידישן מלוכה-טעאַטער ~ לעטישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C05323	ORG-C07378	REVIEW	543	619		
543	624	מאָסקווער יידישן מלוכה-טעאַטער	ווילנער יידישן געטאָ-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער				מאָסקווער יידישן מלוכה-טעאַטער ~ ווילנער יידישן געטאָ-טעאַטער	0.630	phonetic_full	Y	ORG-C05323	ORG-C02916	REVIEW	543	624		
543	658	מאָסקווער יידישן מלוכה-טעאַטער	באַסטאָנער יידישן טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער			theatre	מאָסקווער יידישן מלוכה-טעאַטער ~ באַסטאָנער יידישן טעאַטער	0.630	phonetic_full	N	ORG-C05323	ORG-C04931	REVIEW	543	658		
543	662	מאָסקווער יידישן מלוכה-טעאַטער	פּאַריזער יידישן טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער	פּאַריזער יידישן טעאַטער			מאָסקווער יידישן מלוכה-טעאַטער ~ פּאַריזער יידישן טעאַטער	0.630	phonetic_full	Y	ORG-C05323	ORG-C05247	REVIEW	543	662		
543	664	מאָסקווער יידישן מלוכה-טעאַטער	לאָדזשער יידישן טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער	לאָדזשער יידישן טעאַטער		theatre	מאָסקווער יידישן מלוכה-טעאַטער ~ לאָדזשער יידישן טעאַטער	0.630	phonetic_full	N	ORG-C05323	ORG-C01000	REVIEW	543	664		
543	665	מאָסקווער יידישן מלוכה-טעאַטער	קיעווער יידישן טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער	קיעווער יידישן טעאַטער		theatre	מאָסקווער יידישן מלוכה-טעאַטער ~ קיעווער יידישן טעאַטער	0.630	phonetic_full	N	ORG-C05323	ORG-C03691	REVIEW	543	665		
567	1286	רומענישן יידישן מלוכהטעאַטער			יידישן מלוכה-טעאַטער		Theatre	רומענישן יידישן מלוכהטעאַטער ~ יידישן מלוכה-טעאַטער	0.630	phonetic_full	N	ORG-C00240	ORG-C02849_Q21	REVIEW	567	1286		
592	1286	אוקראַאינישן יידישן מלוכה-טעאַטער			יידישן מלוכה-טעאַטער	Theatre	Theatre	אוקראַאינישן יידישן מלוכה-טעאַטער ~ יידישן מלוכה-טעאַטער	0.630	trigram_full	Y	ORG-C03483	ORG-C02849_Q21	REVIEW	592	1286		
665	1208	קיעווער יידישן טעאַטער		קיעווער יידישן טעאַטער	קיעווער רוסישן קינדער-טעאַטער	theatre	Theatre	קיעווער יידישן טעאַטער ~ קיעווער רוסישן קינדער-טעאַטער	0.630	phonetic_full	Y	ORG-C03691	ORG-C04947	REVIEW	665	1208		
713	623	יידיש קונסט טעאַטער	פּאַריזער יידישע קונסט-טעאַטער	יידיש קונסט טעאַטער			Theatre	יידיש קונסט טעאַטער ~ פּאַריזער יידישע קונסט-טעאַטער	0.630	phonetic_full	N	ORG-C00195_Q02	ORG-C00193	REVIEW	623	713		
1006	1374	טרופּע קאָניעווסקי-ברייטמאָן	יאָנג-בעזמאַן	טרופּע קאָניעווסקי-ברייטמאָן	יאָנג-בעזמאַן	traveling company	traveling company	<surname>ברייטמאן ~ <surname>בעזמאן	0.625	surname_phonetic	Y	ORG-C04430	ORG-C02757	REVIEW	1006	1374		
1029	1393	פֿאַמיליע נאַטאַן	סאָניאַ נאָטאָנסאָן	פֿאַמיליע נאַטאַן	סאָניאַ נאָטאָנסאָן	traveling company	traveling company	<surname>נאטאן ~ <surname>נאטאנסאן	0.625	surname_phonetic	Y	ORG-C03115	ORG-C06793	REVIEW	1029	1393		
1031	1358	רוסישער טרופּע פֿון גאָרסקי	יידישער טרופּע פֿון שיין	רוסישער טרופּע פֿון גאָרסקי	יידישער טרופּע פֿון שיין	traveling company	traveling company	רוסישער טרופּע פֿון גאָרסקי ~ יידישער טרופּע פֿון שיין	0.625	phonetic_full	Y	ORG-C00688	ORG-C05830	REVIEW	1031	1358		
1031	1437	רוסישער טרופּע פֿון גאָרסקי	דיר. דימאַרסקי	רוסישער טרופּע פֿון גאָרסקי	דיר. דימאַרסקי	traveling company	traveling company	<surname>גארסקי ~ <surname>דימארסקי	0.625	surname_phonetic	Y	ORG-C00688	ORG-C04973	REVIEW	1031	1437		
109	161	Adler Theatre	Muranover Yiddish Teater		מוראַנאָווער טעאַטער		Theatre	אַדלער טעאַטער ~ מוראַנאָווער טעאַטער	0.625	phonetic_full	N			REVIEW	109	161		
109	350	Adler Theatre	Nord Star Theatre				Theatre	אַדלער טעאַטער ~ נאָרד סטאַר טעאַטער	0.625	phonetic_full	N			REVIEW	109	350		
1101	1104			מאָסקווער אוניווערזיטעט	פּעטערבורגער אוניווערזיטעט	Education	Education	מאָסקווער אוניווערזיטעט ~ פּעטערבורגער אוניווערזיטעט	0.625	phonetic_full	Y	ORG-C04620 | ORG-C03694_Q09	ORG-C00906 | ORG-C03694_Q04	REVIEW	1101	1104		
1115	1241			כהןס גימנאַזיע	רוסישער גימנאָ	Education	Education	<surname>גימנאזיע ~ <surname>גימנא	0.625	surname_phonetic	Y	ORG-C04291	ORG-C06692	REVIEW	1115	1241		
1130	1241			אָרטיקע גימנאַזיע	רוסישער גימנאָ	Education	Education	<surname>גימנאזיע ~ <surname>גימנא	0.625	surname_phonetic	Y	ORG-C03042_Q01	ORG-C06692	REVIEW	1130	1241		
1158	1241			קיעווער גימנאַזיע	רוסישער גימנאָ	Education	Education	<surname>גימנאזיע ~ <surname>גימנא	0.625	surname_phonetic	Y	ORG-C00059 | ORG-C03694_Q06	ORG-C06692	REVIEW	1158	1241		
1159	1183			קונסט-שול	קיעווער קונסטשול	Education	Education	<surname>קונסט ~ <surname>קונסטשול	0.625	surname_phonetic	Y	ORG-C02040_Q02	ORG-C05537	REVIEW	1159	1183		
118	257	National Theatre	Gimpel Theatre		גימפּעלס טרופּע			National Theatre ~ Gimpel Theatre	0.625	phonetic_full	Y		ORG-C02767 | ORG-C00607 | ORG-C02712 | ORG-C03049 | ORG-C06975 | ORG-C02172 | ORG-C01779_Q01 | ORG-C02664 | ORG-C03104 | ORG-C00862 | ORG-C02625 | ORG-C03884 | ORG-C02611 | ORG-C02653 | ORG-C00850 | ORG-C01275_Q02 | ORG-C04932 | ORG-C06446 | ORG-C06883 | ORG-C01795 | ORG-C03671	REVIEW	257	118		
1324	1377	"טרופּע  ""האור“"	גרופּע 36	טרופּע א	גרופּע 36	traveling company	traveling company	טרופּע א ~ גרופּע 36	0.625	phonetic_full	Y	ORG-C00876	ORG-C07223	REVIEW	1324	1377		
1344	1349	יעקב וואַקסמאַן	טרופּע גאָלדפאַדען-טאַנצמאַן	יעקב וואַקסמאַן	טרופּע גאָלדפאַדען-טאַנצמאַן	traveling company	traveling company	<surname>וואקסמאן ~ <surname>טאנצמאן	0.625	surname_phonetic	Y	ORG-C04589	ORG-C04993	REVIEW	1344	1349		
1349	1409	טרופּע גאָלדפאַדען-טאַנצמאַן	טרופּע בלומענטאָל-וואַקסמאַן	טרופּע גאָלדפאַדען-טאַנצמאַן	טרופּע בלומענטאָל-וואַקסמאַן	traveling company	traveling company	<surname>טאנצמאן ~ <surname>וואקסמאן	0.625	surname_phonetic	Y	ORG-C04993	ORG-C03020	REVIEW	1349	1409		
139	402	City Theater	The Gayety Theatre			Theatre	Theatre	קיטי טעאַטער ~ די גייעטי טעאַטער	0.625	phonetic_full	Y			REVIEW	139	402		
1437	1450	דיר. דימאַרסקי	דובאָווסקי	דיר. דימאַרסקי	דובאָווסקי	traveling company	traveling company	<surname>דימארסקי ~ <surname>דובאווסקי	0.625	surname_phonetic	Y	ORG-C04973	ORG-C04125	REVIEW	1437	1450		
147	581	Kaminski's Theatre	טעאַטער קאָמיקאַ					<surname>קאמינסקי ~ <surname>קאמיקא	0.625	surname_phonetic	Y		ORG-C04656	REVIEW	581	147		
147	651	Kaminski's Theatre	פּיינסקיס דרוקעריי				printer	<surname>קאמינסקי ~ <surname>פיינסקי	0.625	surname_phonetic	N		ORG-C06459	REVIEW	651	147		
147	886	Kaminski's Theatre	גאַכאַנסקיס טרופּע		גאַכאַנסקיס טרופּע		traveling company	<surname>קאמינסקי ~ <surname>גאכאנסקי	0.625	surname_phonetic	N		ORG-C03356	REVIEW	886	147		
150	154	Hub Theatre	Columbia Theatre			Theatre	Theatre	Hub Theatre ~ Columbia Theatre	0.625	phonetic_full	Y			REVIEW	150	154		
154	361	Columbia Theatre	Plaza Theatre			Theatre	Theatre	Columbia Theatre ~ Plaza Theatre	0.625	phonetic_full	Y		ORG-C01372	REVIEW	361	154		
154	432	Columbia Theatre	Victoria Theatre			Theatre	Theatre	Columbia Theatre ~ Victoria Theatre	0.625	phonetic_full	Y		ORG-C01727	REVIEW	432	154		
161	630	Muranover Yiddish Teater	ריגער טעאַטער	מוראַנאָווער טעאַטער		Theatre	Theatre	מוראַנאָווער טעאַטער ~ ריגער טעאַטער	0.625	phonetic_full	Y		ORG-C02915	REVIEW	630	161		
167	213	New Star Theatre	Dagmar Theatre			Theatre	Theatre	New Star Theatre ~ Dagmar Theatre	0.625	phonetic_full	Y			REVIEW	167	213		
171	410	Olimpic Theatre	The Public Theatre			Theatre	Theatre	אָלימפּיק טעאַטער ~ די פּובליק טעאַטער	0.625	phonetic_full	Y			REVIEW	171	410		
182	1003	Adolf Gertner Troupe	גערמאָנען	גערטנערס טרופּע	גערמאָנען		traveling company	<surname>gertner ~ <surname>גערמאנען	0.625	surname_phonetic	N		ORG-C06352	REVIEW	1003	182		
182	234	Adolf Gertner Troupe	Edelhofer Troupe	גערטנערס טרופּע	עדעלהאָפערס טרופּע			גערטנערס טרופּע ~ עדעלהאָפערס טרופּע	0.625	phonetic_full	Y			REVIEW	182	234		
182	376	Adolf Gertner Troupe	Sam Adler Troupe	גערטנערס טרופּע	סעם אַדלערס טרופּע			גערטנערס טרופּע ~ סעם אַדלערס טרופּע	0.625	phonetic_full	Y			REVIEW	182	376		
182	561	Adolf Gertner Troupe	בערלינער אוניווערזיטעט	גערטנערס טרופּע				<surname>gertner ~ <surname>בערלינער	0.625	surname_phonetic	Y		ORG-C01532	REVIEW	561	182		
184	420	Amateur Drama Society	Tornberg Dramatic Union			Amateur	Amateur	<surname>drama ~ <surname>dramatic	0.625	surname_phonetic	Y			REVIEW	184	420		
193	361	Bagatela Theatre	Plaza Theatre			Theatre	Theatre	Bagatela Theatre ~ Plaza Theatre	0.625	phonetic_full	Y	ORG-C01621	ORG-C01372	REVIEW	193	361		
197	234	Berger Troupe	Edelhofer Troupe	בערגער-טרופּע	עדעלהאָפערס טרופּע			Berger Troupe ~ Edelhofer Troupe	0.625	phonetic_full	Y			REVIEW	197	234		
197	561	Berger Troupe	בערלינער אוניווערזיטעט	בערגער-טרופּע				<surname>berger ~ <surname>בערלינער	0.625	surname_phonetic	Y		ORG-C01532	REVIEW	561	197		
203	1436	Bronstein Troupe	מינדליןס טרופּע	בראַנשטייןס טרופּע	מינדליןס טרופּע		traveling company	בראַנשטייןס טרופּע ~ מינדליןס טרופּע	0.625	phonetic_full	N		ORG-C04425	REVIEW	1436	203		
203	279	Bronstein Troupe	Hirshbein Troupe	בראַנשטייןס טרופּע			Traveling Company	Bronstein Troupe ~ Hirshbein Troupe	0.625	phonetic_full	N			REVIEW	203	279		
204	252	Bulgarov Theatre	Garden Theatre		גאַרדען טעאַטער	Theatre	Theatre	Bulgarov Theatre ~ Garden Theatre	0.625	phonetic_full	Y			REVIEW	204	252		
207	1029	Charles Nathanson's Troupe	פֿאַמיליע נאַטאַן		פֿאַמיליע נאַטאַן	Traveling Company	traveling company	<surname>נאטאנסאנ ~ <surname>נאטאן	0.625	surname_phonetic	Y		ORG-C03115	REVIEW	1029	207		
208	232	Chicago's Drama Society	Dramatic union					<surname>drama ~ <surname>dramatic	0.625	surname_phonetic	Y	ORG-C07959		REVIEW	208	232		
208	420	Chicago's Drama Society	Tornberg Dramatic Union				Amateur	<surname>drama ~ <surname>dramatic	0.625	surname_phonetic	N	ORG-C07959		REVIEW	208	420		
208	445	Chicago's Drama Society	Yiddish dramatic school				Education	<surname>drama ~ <surname>dramatic	0.625	surname_phonetic	N	ORG-C07959		REVIEW	208	445		
221	541	Di Fraye Yidishe Folks-Bine	ווילנער יידישן פֿאָלקס-טעאַטער			Theatre	Theatre	<surname>יידישע פאלק בינע ~ <surname>יידישן פאלק	0.625	surname_phonetic	Y		ORG-C02004 | ORG-C00840_Q01 | ORG-C02338_Q01 | ORG-C00096_Q04	REVIEW	541	221		
232	184	Dramatic union	Amateur Drama Society				Amateur	<surname>dramatic ~ <surname>drama	0.625	surname_phonetic	N			REVIEW	184	232		
234	421	Edelhofer Troupe	Treitler Troupe	עדעלהאָפערס טרופּע	טרייטלערס טרופּע			Edelhofer Troupe ~ Treitler Troupe	0.625	phonetic_full	Y			REVIEW	234	421		
234	459	Edelhofer Troupe	Ziegler Troupe	עדעלהאָפערס טרופּע	זייגלערס טרופּע			Edelhofer Troupe ~ Ziegler Troupe	0.625	phonetic_full	Y			REVIEW	234	459		
234	579	Edelhofer Troupe	נענקערס טרופּע	עדעלהאָפערס טרופּע			Traveling Company	עדעלהאָפערס טרופּע ~ נענקערס טרופּע	0.625	phonetic_full	N		ORG-C05551	REVIEW	579	234		
234	583	Edelhofer Troupe	זינלערס טרופּע	עדעלהאָפערס טרופּע			Traveling Company	עדעלהאָפערס טרופּע ~ זינלערס טרופּע	0.625	phonetic_full	N		ORG-C06137	REVIEW	583	234		
234	610	Edelhofer Troupe	בעקערס טרופּע	עדעלהאָפערס טרופּע			Traveling Company	עדעלהאָפערס טרופּע ~ בעקערס טרופּע	0.625	phonetic_full	N		ORG-C02431	REVIEW	610	234		
