db_id_a	db_id_b	name_a	name_b	name_yi_a	name_yi_b	org_type_a	org_type_b	matched_fields	score	signal	type_match	linked_a	linked_b	suggested_action	suggested_keep	suggested_drop	reviewer_decision	reviewer_notes
162	746	Olimpic Theatre (St. Louis, MO)	אָלימפּיאַ טעאַטער		אָלימפּיאַ טעאַטער	Theatre	theatre	<surname>אלימפיק ~ <surname>אלימפיא	0.857	surname_phonetic	Y		ORG-C00085_Q02	REVIEW	746	162		
290	788	Jacob Silbert Troupe	זילבערטס טרופּע		זילבערטס טרופּע	Traveling Company	traveling company	<surname>סילבערט ~ <surname>זילבערט	0.857	surname_phonetic	Y		ORG-C06008	REVIEW	788	290		
296	638	Kamer-teater	קאַמעראַל-טעאַטער	קאַמער-טעאַטער			theatre	קאַמער-טעאַטער ~ קאַמעראַל-טעאַטער	0.857	phonetic_full	N		ORG-C03217	REVIEW	638	296		
42	810	גאָלדפאדעןס טרופּע -Avraham Goldfaden Troupe	ציפּקוסעס פּראָווינץ-טרופּע	טרופּע ציפקוס	ציפּקוסעס פּראָווינץ-טרופּע		traveling company	<surname>ציפקו ~ <surname>ציפקוס	0.857	surname_phonetic	N		ORG-C03390	REVIEW	810	42		
454	153	Yung-yidish	Glickman's Yiddish Players				Company on Tour	<surname>yidish ~ <surname>yiddish	0.857	surname_phonetic	N			REVIEW	153	454		
459	583	Ziegler Troupe	זינלערס טרופּע	זייגלערס טרופּע			Traveling Company	זייגלערס טרופּע ~ זינלערס טרופּע	0.857	phonetic_full	N		ORG-C06137	REVIEW	583	459		
472	633	אָדעסער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	אָדעסער יידישן טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00012	ORG-C04308	REVIEW	472	633		
478	633	כאַרקאָווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00018_S01	ORG-C04308	REVIEW	478	633		
490	810	טרופּע ציפקוס	ציפּקוסעס פּראָווינץ-טרופּע		ציפּקוסעס פּראָווינץ-טרופּע	Traveling Company	traveling company	<surname>ציפקו ~ <surname>ציפקוס	0.857	surname_phonetic	Y	ORG-C00050	ORG-C03390	REVIEW	490	810		
500	633	ריגער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	ריגער יידישן טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C05354 | ORG-C05024	ORG-C04308	REVIEW	500	633		
501	633	מינסקער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	מינסקער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C02284	ORG-C04308	REVIEW	501	633		
502	633	בוקאַרעשטער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00293	ORG-C04308	REVIEW	502	633		
505	633	יאָסער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00305	ORG-C04308	REVIEW	505	633		
510	633	מאָלדעוואָנישער יידישער מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	מאָלדאָוואַנישן יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00235	ORG-C04308	REVIEW	510	633		
515	633	קיעווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00019	ORG-C04308	REVIEW	515	633		
518	633	קאָוונער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C01319	ORG-C04308	REVIEW	518	633		
519	633	ווילנער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C02722	ORG-C04308	REVIEW	519	633		
525	633	לוואָווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C03484 | ORG-C07225 | ORG-C00111 | ORG-C02976	ORG-C04308	REVIEW	525	633		
534	633	וואַרשעווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C01810	ORG-C04308	REVIEW	534	633		
537	633	ווייטעבסקער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C05084	ORG-C04308	REVIEW	537	633		
538	633	זשיטאָמירער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C00609	ORG-C04308	REVIEW	538	633		
539	633	ביאַליסטאָקער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C02267	ORG-C04308	REVIEW	539	633		
543	633	מאָסקווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C05323	ORG-C04308	REVIEW	543	633		
547	633	באַוועגלעכן יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C03063	ORG-C04308	REVIEW	547	633		
548	633	קעשענעווער יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C03305	ORG-C04308	REVIEW	548	633		
55	237	Elizeum	Elysium Theater		עליזעום-טעאַטער		Theatre	<surname>elizeum ~ <surname>עליזעום	0.857	surname_phonetic	N			REVIEW	55	237		
55	516	Elizeum	עליזעום				Theatre	<surname>elizeum ~ <surname>עליזעום	0.857	surname_phonetic	N		ORG-C00113	REVIEW	516	55		
550	633	סאָוויעטישן יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	סאָוויעטישן יידישן מלוכה-טעאַטער		Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C03128	ORG-C04308	REVIEW	550	633		
566	568	יאָוועלירס טרופּע	יאָווילערס טרופּע			Traveling Company	Traveling Company	יאָוועלירס טרופּע ~ יאָווילערס טרופּע	0.857	phonetic_full	Y	ORG-C03015	ORG-C05645	REVIEW	566	568		
569	633	טשערנאָוויצער יידישן מלוכה טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C03200	ORG-C04308	REVIEW	569	633		
575	1283	כאַרקאָווער יידישן טעאַטער		כאַרקאָווער יידישער טעאַטער	יידישע טעאַטער געזעלשאַפֿט	Theatre	Theatre	<surname>יידישער ~ <surname>יידישע	0.857	surname_phonetic	Y	ORG-C02798	ORG-C01387_Q46	REVIEW	575	1283		
580	944	"טעאַטער „מיידים"""			מאַריאָנעטן-טעאַטער 'מיידים'		Theatre	<surname>„מיידים ~ <surname>מיידים	0.857	surname_phonetic	N	ORG-C03441	ORG-C03097_Q01 | ORG-C01820 | ORG-C03036 | ORG-C03111 | ORG-C03340 | ORG-C03586	REVIEW	944	580		
592	633	אוקראַאינישן יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	Y	ORG-C03483	ORG-C04308	REVIEW	592	633		
593	633	ווייסרוסישן יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישן מלוכהשן	0.857	surname_phonetic	N	ORG-C00490 | ORG-C00567	ORG-C04308	REVIEW	593	633		
609	1283	אָדעסער יידישער טעאַטער			יידישע טעאַטער געזעלשאַפֿט	Theatre	Theatre	<surname>יידישער ~ <surname>יידישע	0.857	surname_phonetic	Y	ORG-C01768	ORG-C01387_Q46	REVIEW	609	1283		
641	804	לערמאַןס טרופּע	לאַרגמאַןס טרופּע		לאַרגמאַןס טרופּע	traveling company	traveling company	לערמאַןס טרופּע ~ לאַרגמאַןס טרופּע	0.857	phonetic_full	Y	ORG-C04064	ORG-C04641	REVIEW	641	804		
672	1283	מאָסקווער יידישער טעאַטער		מאָסקווער יידישער טעאַטער	יידישע טעאַטער געזעלשאַפֿט		Theatre	<surname>יידישער ~ <surname>יידישע	0.857	surname_phonetic	N	ORG-C07293	ORG-C01387_Q46	REVIEW	672	1283		
672	780	מאָסקווער יידישער טעאַטער	ערשטע יידישע ביבליאָטעק	מאָסקווער יידישער טעאַטער	ערשטע יידישע ביבליאָטעק		library	<surname>יידישער ~ <surname>יידישע	0.857	surname_phonetic	N	ORG-C07293	ORG-C01426	REVIEW	672	780		
675	1283	קראָקעווער יידישער טעאַטער		קראָקעווער יידישער טעאַטער	יידישע טעאַטער געזעלשאַפֿט	theatre	Theatre	<surname>יידישער ~ <surname>יידישע	0.857	surname_phonetic	Y	ORG-C04665	ORG-C01387_Q46	REVIEW	675	1283		
788	1423	זילבערטס טרופּע	יעקב זילכערט	זילבערטס טרופּע	יעקב זילכערט	traveling company	traveling company	<surname>זילבערט ~ <surname>זילכערט	0.857	surname_phonetic	Y	ORG-C06008	ORG-C05881	REVIEW	788	1423		
788	790	זילבערטס טרופּע	ליבערטס טרופּע	זילבערטס טרופּע	ליבערטס טרופּע	traveling company	traveling company	זילבערטס טרופּע ~ ליבערטס טרופּע	0.857	phonetic_full	Y	ORG-C06008	ORG-C04062	REVIEW	788	790		
302	485	Kompaneyets Troupe	קאָמפּאַנעעצס טרופּע	קאָמפּאַניעיעצ'ס טרופּע	קאָמפּאַניעעצס יידישער טרופּע		Traveling Company	קאָמפּאַניעיעצ'ס טרופּע ~ קאָמפּאַנעעצס טרופּע	0.850	phonetic_full	N		ORG-C00047	REVIEW	485	302		
590	677	באָזעלער אוניווערזיטעט	אָדעסער אוניווערזיטעט		אָדעסער אוניווערזיטעט	Education	education	באָזעלער אוניווערזיטעט ~ אָדעסער אוניווערזיטעט	0.850	phonetic_full	Y	ORG-C06571	ORG-C03867	REVIEW	590	677		
254	579	Genfer Troupe	נענקערס טרופּע	גענפערס טרופּע			Traveling Company	גענפערס טרופּע ~ נענקערס טרופּע	0.846	phonetic_full	N		ORG-C05551	REVIEW	579	254		
472	540	אָדעסער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	אָדעסער יידישן טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00012	ORG-C04678 | ORG-C03483	REVIEW	540	472		
472	597	אָדעסער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	אָדעסער יידישן טעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00012	ORG-C03608	REVIEW	472	597		
478	540	כאַרקאָווער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00018_S01	ORG-C04678 | ORG-C03483	REVIEW	540	478		
478	597	כאַרקאָווער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00018_S01	ORG-C03608	REVIEW	478	597		
494	541	ווינער דייטשן פאָלקס-טעאַטער	ווילנער יידישן פֿאָלקס-טעאַטער			Theatre	Theatre	ווינער דייטשן פאָלקס-טעאַטער ~ ווילנער יידישן פֿאָלקס-טעאַטער	0.846	phonetic_full	Y	ORG-C00053	ORG-C02004 | ORG-C00840_Q01 | ORG-C02338_Q01 | ORG-C00096_Q04	REVIEW	541	494		
500	536	ריגער יידישן מלוכה-טעאַטער	ריגער יידישן מעוטים-טעאַטער	ריגער יידישן טעאַטער	מעוטים-טעאַטער			ריגער יידישן מלוכה-טעאַטער ~ ריגער יידישן מעוטים-טעאַטער	0.846	phonetic_full	Y	ORG-C05354 | ORG-C05024	ORG-C02949 | ORG-C02007_Q01 | ORG-C01296 | ORG-C03282	REVIEW	536	500		
500	540	ריגער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	ריגער יידישן טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C05354 | ORG-C05024	ORG-C04678 | ORG-C03483	REVIEW	500	540		
500	597	ריגער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	ריגער יידישן טעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C05354 | ORG-C05024	ORG-C03608	REVIEW	500	597		
501	540	מינסקער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C02284	ORG-C04678 | ORG-C03483	REVIEW	540	501		
501	597	מינסקער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C02284	ORG-C03608	REVIEW	501	597		
502	540	בוקאַרעשטער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00293	ORG-C04678 | ORG-C03483	REVIEW	540	502		
502	597	בוקאַרעשטער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00293	ORG-C03608	REVIEW	502	597		
505	540	יאָסער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00305	ORG-C04678 | ORG-C03483	REVIEW	540	505		
505	597	יאָסער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00305	ORG-C03608	REVIEW	505	597		
515	540	קיעווער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00019	ORG-C04678 | ORG-C03483	REVIEW	540	515		
515	597	קיעווער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00019	ORG-C03608	REVIEW	515	597		
518	540	קאָוונער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C01319	ORG-C04678 | ORG-C03483	REVIEW	540	518		
519	540	ווילנער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C02722	ORG-C04678 | ORG-C03483	REVIEW	540	519		
519	541	ווילנער יידישן מלוכה-טעאַטער	ווילנער יידישן פֿאָלקס-טעאַטער				Theatre	ווילנער יידישן מלוכה-טעאַטער ~ ווילנער יידישן פֿאָלקס-טעאַטער	0.846	phonetic_full	N	ORG-C02722	ORG-C02004 | ORG-C00840_Q01 | ORG-C02338_Q01 | ORG-C00096_Q04	REVIEW	541	519		
519	597	ווילנער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C02722	ORG-C03608	REVIEW	519	597		
525	540	לוואָווער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C03484 | ORG-C07225 | ORG-C00111 | ORG-C02976	ORG-C04678 | ORG-C03483	REVIEW	525	540		
534	540	וואַרשעווער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C01810	ORG-C04678 | ORG-C03483	REVIEW	540	534		
534	597	וואַרשעווער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C01810	ORG-C03608	REVIEW	534	597		
535	540	וויניצער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	וויניצער יידישן מלוכהשן טעאַטער		Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C03447	ORG-C04678 | ORG-C03483	REVIEW	540	535		
537	540	ווייטעבסקער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C05084	ORG-C04678 | ORG-C03483	REVIEW	540	537		
538	540	זשיטאָמירער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00609	ORG-C04678 | ORG-C03483	REVIEW	540	538		
539	540	ביאַליסטאָקער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C02267	ORG-C04678 | ORG-C03483	REVIEW	540	539		
540	547	אוקראַאינישער יידישער מלוכה-טעאַטער	באַוועגלעכן יידישן מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	Y	ORG-C04678 | ORG-C03483	ORG-C03063	REVIEW	540	547		
540	548	אוקראַאינישער יידישער מלוכה-טעאַטער	קעשענעווער יידישן מלוכה-טעאַטער			Theatre	Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	Y	ORG-C04678 | ORG-C03483	ORG-C03305	REVIEW	540	548		
540	550	אוקראַאינישער יידישער מלוכה-טעאַטער	סאָוויעטישן יידישן מלוכה-טעאַטער		סאָוויעטישן יידישן מלוכה-טעאַטער	Theatre	Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	Y	ORG-C04678 | ORG-C03483	ORG-C03128	REVIEW	540	550		
543	540	מאָסקווער יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער			Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C05323	ORG-C04678 | ORG-C03483	REVIEW	540	543		
543	597	מאָסקווער יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער				<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C05323	ORG-C03608	REVIEW	543	597		
552	252	גאָרדן-טעאַטער	Garden Theatre		גאַרדען טעאַטער		Theatre	גאָרדן-טעאַטער ~ גאַרדען טעאַטער	0.846	phonetic_full	N	ORG-C01069		REVIEW	552	252		
569	540	טשערנאָוויצער יידישן מלוכה טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C03200	ORG-C04678 | ORG-C03483	REVIEW	540	569		
571	624	ווילנער יידישן אָפּערע-טעאַטער	ווילנער יידישן געטאָ-טעאַטער					ווילנער יידישן אָפּערע-טעאַטער ~ ווילנער יידישן געטאָ-טעאַטער	0.846	phonetic_full	Y	ORG-C03384	ORG-C02916	REVIEW	571	624		
579	610	נענקערס טרופּע	בעקערס טרופּע			Traveling Company	Traveling Company	נענקערס טרופּע ~ בעקערס טרופּע	0.846	phonetic_full	Y	ORG-C05551	ORG-C02431	REVIEW	579	610		
593	540	ווייסרוסישן יידישן מלוכה-טעאַטער	אוקראַאינישער יידישער מלוכה-טעאַטער				Theatre	<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	N	ORG-C00490 | ORG-C00567	ORG-C04678 | ORG-C03483	REVIEW	540	593		
593	597	ווייסרוסישן יידישן מלוכה-טעאַטער	טשערנאָוויצער יידישער מלוכה-טעאַטער					<surname>יידישן מלוכה ~ <surname>יידישער מלוכה	0.846	surname_phonetic	Y	ORG-C00490 | ORG-C00567	ORG-C03608	REVIEW	593	597		
597	518	טשערנאָוויצער יידישער מלוכה-טעאַטער	קאָוונער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C01319	REVIEW	518	597		
597	525	טשערנאָוויצער יידישער מלוכה-טעאַטער	לוואָווער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03484 | ORG-C07225 | ORG-C00111 | ORG-C02976	REVIEW	525	597		
597	535	טשערנאָוויצער יידישער מלוכה-טעאַטער	וויניצער יידישן מלוכה-טעאַטער		וויניצער יידישן מלוכהשן טעאַטער		Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03447	REVIEW	535	597		
597	537	טשערנאָוויצער יידישער מלוכה-טעאַטער	ווייטעבסקער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C05084	REVIEW	537	597		
597	538	טשערנאָוויצער יידישער מלוכה-טעאַטער	זשיטאָמירער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C00609	REVIEW	538	597		
597	539	טשערנאָוויצער יידישער מלוכה-טעאַטער	ביאַליסטאָקער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C02267	REVIEW	539	597		
597	547	טשערנאָוויצער יידישער מלוכה-טעאַטער	באַוועגלעכן יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03063	REVIEW	547	597		
597	548	טשערנאָוויצער יידישער מלוכה-טעאַטער	קעשענעווער יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03305	REVIEW	548	597		
597	550	טשערנאָוויצער יידישער מלוכה-טעאַטער	סאָוויעטישן יידישן מלוכה-טעאַטער		סאָוויעטישן יידישן מלוכה-טעאַטער		Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03128	REVIEW	550	597		
597	592	טשערנאָוויצער יידישער מלוכה-טעאַטער	אוקראַאינישן יידישן מלוכה-טעאַטער				Theatre	<surname>יידישער מלוכה ~ <surname>יידישן מלוכה	0.846	surname_phonetic	N	ORG-C03608	ORG-C03483	REVIEW	592	597		
640	526	לאָנדאָן-טעאַטער	אָדאָן-טעאַטער				Theatre	לאָנדאָן-טעאַטער ~ אָדאָן-טעאַטער	0.846	phonetic_full	N	ORG-C04797	ORG-C01411	REVIEW	526	640		
641	791	לערמאַןס טרופּע	גערמאָזס טרופּע		גערמאָזס טרופּע	traveling company	traveling company	לערמאַןס טרופּע ~ גערמאָזס טרופּע	0.846	phonetic_full	Y	ORG-C04064	ORG-C06237	REVIEW	641	791		
587	588	קאָוונער אוניווערזיטעט	ווינער אוניווערזיטעט			Education	Education	קאָוונער אוניווערזיטעט ~ ווינער אוניווערזיטעט	0.842	phonetic_full	Y	ORG-C03043	ORG-C03238	REVIEW	587	588		
587	657	קאָוונער אוניווערזיטעט	בערנער אוניווערזיטעט			Education	education	קאָוונער אוניווערזיטעט ~ בערנער אוניווערזיטעט	0.842	phonetic_full	Y	ORG-C03043	ORG-C04695	REVIEW	587	657		
588	657	ווינער אוניווערזיטעט	בערנער אוניווערזיטעט			Education	education	ווינער אוניווערזיטעט ~ בערנער אוניווערזיטעט	0.842	phonetic_full	Y	ORG-C03238	ORG-C04695	REVIEW	588	657		
604	683	לאָדזשער סקאַלאַ-טעאַטער	לאָדזשער טאָליאַ-טעאַטער		לאָדזשער טאָליאַ-טעאַטער		theatre	לאָדזשער סקאַלאַ-טעאַטער ~ לאָדזשער טאָליאַ-טעאַטער	0.842	phonetic_full	N	ORG-C00579	ORG-C04357	REVIEW	604	683		
419	1283	The Yiddish Theatre Society			יידישע טעאַטער געזעלשאַפֿט	Theatre	Theatre	די ייִדיש טעאַטער געזעלשאַפֿט ~ יידישע טעאַטער געזעלשאַפֿט	0.840	phonetic_full	Y		ORG-C01387_Q46	REVIEW	1283	419		
