cluster_id	original_variant	collapsed_to	qid	english	source
ORG-C01954	שיקאַגע	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01954	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C01956	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01956	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01962	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01962	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C01969_Q02	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C01969_Q02	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C02050	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C02050	שיקאַגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C02116_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02116_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02149_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02149_Q01	ניו יארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02149_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02150_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02150_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02161_Q01	ווין	ווין	Q1741	Vienna	kimatch
ORG-C02161_Q01	ווינער	ווין	Q1741	Vienna	kimatch
ORG-C02161_Q02	ווילנע	ווילנע	Q216	Vilnius	kimatch
ORG-C02161_Q02	ווילנער	ווילנע	Q216	Vilnius	kimatch
ORG-C02165	סטאַניסלאַוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02165	סטאָניסלאַוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02214	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02214	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02215	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02215	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02222_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02222_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02225	קעשעניעוו	קעשעניעוו	Q21197	Chișinău	kimatch
ORG-C02225	קעשענעווער	קעשעניעוו	Q21197	Chișinău	kimatch
ORG-C02230	שיקאַגע	שיקאַגע	Q1297	Chicago	kimatch
ORG-C02230	שיקאַגער	שיקאַגע	Q1297	Chicago	kimatch
ORG-C02245	טאַרנאָפּאָל	טאַרנאָפּאָל	Q156743	Ternopil	kimatch
ORG-C02245	טאָרנאָפּאָל	טאַרנאָפּאָל	Q156743	Ternopil	kimatch
ORG-C02267	ביאַליסטאָק	ביאַליסטאָק	Q761	Białystok	kimatch
ORG-C02267	ביאַליסטאָקער	ביאַליסטאָק	Q761	Białystok	kimatch
ORG-C02274	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C02274	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C02306	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02306	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C02308	פילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C02308	פֿילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C02308	פֿילאָדעלפֿיער	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C02322	מילוואַקי	מילוואַקי	Q37836	Milwaukee	kimatch
ORG-C02322	מילוואַקיי	מילוואַקי	Q37836	Milwaukee	kimatch
ORG-C02322	מילוואָקי	מילוואַקי	Q37836	Milwaukee	kimatch
ORG-C02326	ל. א.	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C02326	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C02326	לאָס אָנדזשעלעס	לאָס אַנדזשעלעס	Q65	Los Angeles	kimatch
ORG-C02366	גראָדנע	גראָדנע	Q181376	Hrodna	kimatch
ORG-C02366	גראָדנער	גראָדנע	Q181376	Hrodna	kimatch
ORG-C02464	בוענאָס איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C02464	בוענאָס-איירעס	בוענאָס איירעס	Q1486	Buenos Aires	kimatch
ORG-C02500_Q01	דעטראָיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C02500_Q01	דעטראיט	דעטראָיט	Q12439	Detroit	kimatch
ORG-C02646	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C02646	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C02661_Q01	סטאַניסלאַוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02661_Q01	סטאַניסלאַוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02661_Q01	סטאָניסלאָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02661_Q01	סטאָניסלאָוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C02756	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C02756	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C02803	לאָמזשע	לאָמזשע	Q189603	Łomża	punchlist
ORG-C02803	לאָמזשער	לאָמזשע	Q189603	Łomża	punchlist
ORG-C02849_Q05	באַקו	באַקו	Q9248	Baku	punchlist
ORG-C02849_Q05	באָקו	באַקו	Q9248	Baku	punchlist
ORG-C02889	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C02889	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C02908	דוווינסק	דווינסק	Q80021	Daugavpils	kimatch
ORG-C02908	דווינסק	דווינסק	Q80021	Daugavpils	kimatch
ORG-C02921	פּאָריז	פּאָריז	Q90	Paris	kimatch
ORG-C02921	פאַריז	פּאָריז	Q90	Paris	kimatch
ORG-C02945	קראָקע	קראָקע	Q31487	Kraków	kimatch
ORG-C02945	קראָקעוו	קראָקע	Q31487	Kraków	kimatch
ORG-C03000	קראַקע	קראַקע	Q31487	Kraków	kimatch
ORG-C03000	קראָקע	קראַקע	Q31487	Kraków	kimatch
ORG-C03004	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C03004	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C03024	קאַלאָמעאַ	קאַלאָמעאַ	Q210077	Kolomyia	punchlist
ORG-C03024	קאָלאָמעאָ	קאַלאָמעאַ	Q210077	Kolomyia	punchlist
ORG-C03025	סטאַניסלאַוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C03025	סטאָניסלאָוואָוו	סטאַניסלאַוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C03070	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C03070	לאָדזשער	לאָדזש	Q580	Łódź	kimatch
ORG-C03145	לאָדז	לאָדז	Q580	Łódź	punchlist
ORG-C03145	לאָדזש	לאָדז	Q580	Łódź	punchlist
ORG-C03155	לעמבערג	לעמערג	Q36036	Lviv	kimatch
ORG-C03155	לעמערג	לעמערג	Q36036	Lviv	kimatch
ORG-C03170	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C03170	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C03171	פּאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C03171	פאַריז	פּאַריז	Q90	Paris	kimatch
ORG-C03200	טשערנאָוויץ	טשערנאָוויץ	Q157725	Chernivtsi	kimatch
ORG-C03200	טשערנאוויץ	טשערנאָוויץ	Q157725	Chernivtsi	kimatch
ORG-C03208	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C03208	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C03229	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C03229	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C03231	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C03231	וואָרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C03268	כאַרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C03268	כאָרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C03396	וויטעבּסק	וויטעבּסק	Q102217	Vitebsk	kimatch
ORG-C03396	וויטעבסק	וויטעבּסק	Q102217	Vitebsk	kimatch
ORG-C03400	מאָסקווע	מאָסקווע	Q649	Moscow	kimatch
ORG-C03400	מאָסקווער	מאָסקווע	Q649	Moscow	kimatch
ORG-C03452	סטאַניסלאָוו	סטאָניסלאָוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C03452	סטאָניסלאָוואָוו	סטאָניסלאָוואָוו	Q156726	Ivano-Frankivsk	kimatch
ORG-C03484	לוואָוו	לוואָוו	Q36036	Lviv	kimatch
ORG-C03484	לוואָווער	לוואָוו	Q36036	Lviv	kimatch
ORG-C03530	וואַרשע	וואַרשע	Q270	Warsaw	kimatch
ORG-C03530	וואַרשעווער	וואַרשע	Q270	Warsaw	kimatch
ORG-C03531	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03531	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03539	בוקאַרעסט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C03539	בוקאַרעסטער	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C03539	בוקאַרעשט	בוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C03621	אָדעס	אָדעס	Q1874	Odesa	kimatch
ORG-C03621	אָדעסער	אָדעס	Q1874	Odesa	kimatch
ORG-C03645	לעמבער	לעמבערג	Q36036	Lviv	kimatch
ORG-C03645	לעמבערג	לעמבערג	Q36036	Lviv	kimatch
ORG-C03650	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C03650	לאָדזשער	לאָדזש	Q580	Łódź	kimatch
ORG-C03694_Q04	לענינגראַד	לענינגראַד	Q656	Saint Petersburg	kimatch
ORG-C03694_Q04	פּעטערבורג	לענינגראַד	Q656	Saint Petersburg	kimatch
ORG-C03767_Q01	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C03767_Q01	ניו-יאָָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C03822	נואַרק	נואַרק	Q25395	Newark	kimatch
ORG-C03822	נואַרקער	נואַרק	Q25395	Newark	kimatch
ORG-C03822	ניואַרק	נואַרק	Q25395	Newark	kimatch
ORG-C03832	ניו -יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03832	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03832	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03832	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03838	פֿילאָדעלפיע	פֿילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C03838	פֿילאדעלפיע	פֿילאָדעלפיע	Q1345	Philadelphia	kimatch
ORG-C03842	ניו-יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C03842	ניוּ-יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C03870	פֿילאָדעלפֿיער	פֿילאדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C03870	פֿילאדעלפֿיע	פֿילאדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C03871	מאָנטרעאַל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C03871	מאָנטרעאָל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C03894	טאָראַנטאָ	טאָראַנטאָ	Q172	Toronto	kimatch
ORG-C03894	טאָראָנטאָ	טאָראַנטאָ	Q172	Toronto	kimatch
ORG-C03895	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03895	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03895	ניו-יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C03896	טאָראַָנטאָ	טאָראַָנטאָ	Q172	Toronto	kimatch
ORG-C03896	טאָראַנטאָ	טאָראַָנטאָ	Q172	Toronto	kimatch
ORG-C03898	באָסטאַן	באָסטאַן	Q100	Boston	kimatch
ORG-C03898	באָסטאָן	באָסטאַן	Q100	Boston	kimatch
ORG-C03902_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03902_Q01	ניו יארק	ניו יאָרק	Q60	New York City	kimatch
ORG-C03949	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C03949	שיקאַגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C03949	שיקאָגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C03954	ווילנע	ווילנע	Q216	Vilnius	kimatch
ORG-C03954	ווילנער	ווילנע	Q216	Vilnius	kimatch
ORG-C03963	בראַנקס	בראַנקס	Q18426	Bronx	punchlist
ORG-C03963	בראַנקסער	בראַנקס	Q18426	Bronx	punchlist
ORG-C03963	בראָנקס	בראַנקס	Q18426	Bronx	punchlist
ORG-C03963	בראָנקסער	בראַנקס	Q18426	Bronx	punchlist
ORG-C03992	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C03992	שיקאַגער	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C03997	ניו יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C03997	ניוּ-יאָרק	ניוּ-יאָרק	Q60	New York City	kimatch
ORG-C04016	קיעוו	קיעוו	Q1899	Kyiv	kimatch
ORG-C04016	קיעווער	קיעוו	Q1899	Kyiv	kimatch
ORG-C04098	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04098	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04101	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04101	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04134	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04134	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04156	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04156	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04167	נ. י.	ניו יאָרק	Q60	New York City	kimatch
ORG-C04167	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04169	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04169	פֿילאָדעלפֿיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04218	פּשעמישל	פּשעמישל	Q208473	Przemyśl	kimatch
ORG-C04218	פשעמישל	פּשעמישל	Q208473	Przemyśl	kimatch
ORG-C04227_Q01	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04227_Q01	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04227_Q01	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04264_Q01	ב. א.	בוענאָס-איירעס	Q1486	Buenos Aires	kimatch
ORG-C04264_Q01	בוענאָס-איירעס	בוענאָס-איירעס	Q1486	Buenos Aires	kimatch
ORG-C04319	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04319	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04353	יאַסי	יאַסי	Q46852	Iași	kimatch
ORG-C04353	יאסי	יאַסי	Q46852	Iași	kimatch
ORG-C04356	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04356	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04357	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04357	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04372	כאַרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C04372	כאָרקאָוו	כאַרקאָוו	Q42308	Kharkiv	kimatch
ORG-C04431	וואַרשא	וואַרשאָ	Q270	Warsaw	punchlist
ORG-C04431	וואַרשאָ	וואַרשאָ	Q270	Warsaw	punchlist
ORG-C04431	וואַרשע	וואַרשאָ	Q270	Warsaw	punchlist
ORG-C04442	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04442	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C04448	לאַנדאָן	לאַנדאָן	Q84	London	kimatch
ORG-C04448	לאָנדאָן	לאַנדאָן	Q84	London	kimatch
ORG-C04498	פילאדעלפֿיער	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04498	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04498	פֿילאַדעלפֿיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04498	פֿילאָדעלפֿיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C04503	באָלטימאָר	באָלטימאָר	Q5092	Baltimore	kimatch
ORG-C04503	באלטימאָר	באָלטימאָר	Q5092	Baltimore	kimatch
ORG-C04516	פֿילאָדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C04516	פֿילאדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C04534	וואַרשא	וואַרשא	Q270	Warsaw	punchlist
ORG-C04534	וואַרשע	וואַרשא	Q270	Warsaw	punchlist
ORG-C04545_Q01	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C04545_Q01	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C04546	בודאָפּעסט	בודאָפּעסט	Q1781	Budapest	kimatch
ORG-C04546	בודאפּעסט	בודאָפּעסט	Q1781	Budapest	kimatch
ORG-C04600	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C04600	שיקאָגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C04613_Q01	פּעטראָגראַד	פּעטראָגראַד	Q656	Saint Petersburg	kimatch
ORG-C04613_Q01	פּעטראָגראָד	פּעטראָגראַד	Q656	Saint Petersburg	kimatch
ORG-C04650	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04650	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04654_Q01	לאָנדאָן	לאָנדאָן	Q84	London	kimatch
ORG-C04654_Q01	לאָנראָן	לאָנדאָן	Q84	London	kimatch
ORG-C04684	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04684	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04737	ניו יארק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C04737	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C04737	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
ORG-C04768	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04768	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04831	בראַנזווייל	בראַנזוויל	Q991279	Brownsville	kimatch
ORG-C04831	בראַנזוויל	בראַנזוויל	Q991279	Brownsville	kimatch
ORG-C04931	באַסטאָן	באַסטאָן	Q100	Boston	kimatch
ORG-C04931	באָסטאָן	באַסטאָן	Q100	Boston	kimatch
ORG-C04937	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04937	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C04994	שיקאָגאָ	שיקאָגאָ	Q1297	Chicago	kimatch
ORG-C04994	שיקאגאָ	שיקאָגאָ	Q1297	Chicago	kimatch
ORG-C05093	לאָדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C05093	לאדזש	לאָדזש	Q580	Łódź	kimatch
ORG-C05150	וואַרשאַ	וואַרשאַ	Q270	Warsaw	punchlist
ORG-C05150	וואַרשע	וואַרשאַ	Q270	Warsaw	punchlist
ORG-C05160	בּוקאַרעסט	בּוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C05160	בוקאַרעסט	בּוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C05160	בוקאָרעסט	בּוקאַרעסט	Q19660	Bucharest	kimatch
ORG-C05169	פֿילאָדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C05169	פֿילאדעלפֿיע	פֿילאָדעלפֿיע	Q1345	Philadelphia	kimatch
ORG-C05171	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05171	ניו יאָרקער	ניו יאָרק	Q60	New York City	kimatch
ORG-C05206	ברוקלין	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C05206	ברוקלינער	ברוקלין	Q18419	Brooklyn	kimatch
ORG-C05249	נואָרק	נואָרק	Q25395	Newark	kimatch
ORG-C05249	נואָרקער	נואָרק	Q25395	Newark	kimatch
ORG-C05250	פילאַדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C05250	פֿילאָדעלפיע	פילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C05311	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05311	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05312	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05312	ניו-יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05397	בראַנזווייל	בראַנזוויל	Q991279	Brownsville	kimatch
ORG-C05397	בראַנזוויל	בראַנזוויל	Q991279	Brownsville	kimatch
ORG-C05397	בראָנזוויל	בראַנזוויל	Q991279	Brownsville	kimatch
ORG-C05460	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05460	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05496	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05496	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05542	ריגע	ריגע	Q1773	Riga	kimatch
ORG-C05542	ריגער	ריגע	Q1773	Riga	kimatch
ORG-C05587	ווילנע	ווילנע	Q216	Vilnius	kimatch
ORG-C05587	ווילנער	ווילנע	Q216	Vilnius	kimatch
ORG-C05647	שיקאַגאָ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C05647	שיקאגאַ	שיקאַגאָ	Q1297	Chicago	kimatch
ORG-C05777	מאָנטרעאַל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C05777	מאָנטרעאָל	מאָנטרעאַל	Q340	Montreal	kimatch
ORG-C05825	ניו יאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05825	ניויאָרק	ניו יאָרק	Q60	New York City	kimatch
ORG-C05879	פֿילאַדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C05879	פֿילאָדעלפיע	פֿילאַדעלפיע	Q1345	Philadelphia	kimatch
ORG-C06038	יאַסי	יאַסי	Q46852	Iași	kimatch
ORG-C06038	יאָסי	יאַסי	Q46852	Iași	kimatch
ORG-C06089	לאָס אַנדזשעלעס	לאָס-אַנדזשעלאָס	Q65	Los Angeles	kimatch
ORG-C06089	לאָס-אַנדזשעלאָס	לאָס-אַנדזשעלאָס	Q65	Los Angeles	kimatch
ORG-C06829	לאָדזשער	לאדזש	Q580	Łódź	kimatch
ORG-C06829	לאדזש	לאדזש	Q580	Łódź	kimatch
ORG-C07174	מילוואַקי	מילוואַקי	Q37836	Milwaukee	kimatch
ORG-C07174	מילוואַקיי	מילוואַקי	Q37836	Milwaukee	kimatch
ORG-C07250	ניו יאָרקער	ניו-יאָרק	Q60	New York City	kimatch
ORG-C07250	ניו-יאָרק	ניו-יאָרק	Q60	New York City	kimatch
