db_id	name	name_yiddish	intra_token_sim	cross_row_collisions	aligned_cluster_count	blank_reviewer_aligns	suspect_reasons
819	טרופּע פֿון קאַנאַפּאָוו	טרופּע פֿון קאַנאַפּאָוו	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
820	טרופּע פֿון בלייכמאַן	טרופּע פֿון בלייכמאַן	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
821	טרופּע פֿון ליפּמאַן	טרופּע פֿון ליפּמאַן	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
828	טרופּע פֿון קאַזשדאַן	טרופּע פֿון קאַזשדאַן	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
830	טרופּע פֿון פֿיינמאַן	טרופּע פֿון פֿיינמאַן	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
831	טרופּע פֿון דאָווידזאָן	טרופּע פֿון דאָווידזאָן	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
834	טרופּע פֿון קאָכאַנסקי	טרופּע פֿון קאָכאַנסקי	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
836	טרופּע פֿון לאַכטיגער	טרופּע פֿון לאַכטיגער	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
841	טרופּע פֿון אָננאַ יאָקובאָוויטש	טרופּע פֿון אָננאַ יאָקובאָוויטש	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db847.name == this.name_yiddish (טרופּע)	1		cross_row_collision
847	טרופּע פֿון היימי פּריזאַנט	טרופּע פֿון היימי פּריזאַנט	1.000	db483.name == this.name_yiddish (טרופּע) | db486.name == this.name_yiddish (טרופּע) | db523.name == this.name_yiddish (טרופּע) | db531.name == this.name_yiddish (טרופּע) | db563.name == this.name_yiddish (טרופּע) | db596.name == this.name_yiddish (טרופּע) | db626.name == this.name_yiddish (טרופּע) | db678.name == this.name_yiddish (טרופּע) | db757.name == this.name_yiddish (טרופּע) | db767.name == this.name_yiddish (טרופּע) | db769.name == this.name_yiddish (טרופּע) | db775.name == this.name_yiddish (טרופּע) | db789.name == this.name_yiddish (טרופּע) | db809.name == this.name_yiddish (טרופּע) | db814.name == this.name_yiddish (טרופּע) | db818.name == this.name_yiddish (טרופּע) | db819.name == this.name_yiddish (טרופּע) | db820.name == this.name_yiddish (טרופּע) | db821.name == this.name_yiddish (טרופּע) | db828.name == this.name_yiddish (טרופּע) | db830.name == this.name_yiddish (טרופּע) | db831.name == this.name_yiddish (טרופּע) | db834.name == this.name_yiddish (טרופּע) | db836.name == this.name_yiddish (טרופּע) | db841.name == this.name_yiddish (טרופּע)	1		cross_row_collision
0	עם עובד	עם עולם	0.000		1		low_intra_sim=0.00
57	Progres	פּראָגרעס	0.000		1		low_intra_sim=0.00
67	לעווין אפשטיין	לעווין- עפּשטיין	0.000		2		low_intra_sim=0.00
81	Arbeiter Zeitung	אַרבייטער צייטונג	0.000		2		low_intra_sim=0.00
122	Perry Theatre	פּערי-טעאָ טער	0.000		1		low_intra_sim=0.00
123	Poole's Theatre	פּולס-טעאַטער	0.000		2		low_intra_sim=0.00
124	Ringtheater	רינג-טעאַטער	0.000		1		low_intra_sim=0.00
128	Second Avenue Theatre	סעקאָנד עוועניו טעאַטער	0.000		2		low_intra_sim=0.00
161	Muranover Yiddish Teater	מוראַנאָווער טעאַטער	0.000		1		low_intra_sim=0.00
173	Teater Ermitage	טעאַטער ערמיטאַזש	0.000		1		low_intra_sim=0.00
176	Lyric Theatre	ליריק-טעאַטער	0.000		1		low_intra_sim=0.00
182	Adolf Gertner Troupe	גערטנערס טרופּע	0.000		2		low_intra_sim=0.00
195	Belloy Troupe	בעללויס טרופּע	0.000		1		low_intra_sim=0.00
197	Berger Troupe	בערגער-טרופּע	0.000		2		low_intra_sim=0.00
198	Ber Hart troupe	בער האַרטס טרופּע	0.000		3		low_intra_sim=0.00
203	Bronstein Troupe	בראַנשטייןס טרופּע	0.000		2		low_intra_sim=0.00
206	Camp Kinderland	קעמפּ קינדערלאַנד	0.000		1		low_intra_sim=0.00
217	Der veg	דער וועג	0.000		1		low_intra_sim=0.00
226	Dos artistishe vinkele	דאָס אַרטיסטישע ווינקעלע	0.000		1		low_intra_sim=0.00
234	Edelhofer Troupe	עדעלהאָפערס טרופּע	0.000		2		low_intra_sim=0.00
235	Eldorado Theatre	עלדאָראַדאָ-טעאַטער	0.000		2	ORG-C00024	low_intra_sim=0.00
237	Elysium Theater	עליזעום-טעאַטער	0.000		1		low_intra_sim=0.00
249	Forward	פֿאַרווערטס	0.000		1		low_intra_sim=0.00
252	Garden Theatre	גאַרדען טעאַטער	0.000		1		low_intra_sim=0.00
254	Genfer Troupe	גענפערס טרופּע	0.000		4		low_intra_sim=0.00
257	Gimpel Theatre	גימפּעלס טרופּע	0.000		4		low_intra_sim=0.00
261	Goldene pave	גאָלדענע פּאַווע	0.000		2		low_intra_sim=0.00
263	Groyse Teater	גרויסע טעאַטער	0.000		0		low_intra_sim=0.00
264	Guzik Troupe	גוזיקס טרופּע	0.000		0		low_intra_sim=0.00
269	Hart Troupe	האַרטס טרופּע	0.000		1		low_intra_sim=0.00
278	Hengens Theatre	הענגעןס טעאַטער	0.000		1		low_intra_sim=0.00
287	Itzik Mendl Bergman Troupe	איציק מענדל בערמאָןס טרופּע	0.000		2		low_intra_sim=0.00
295	Kalmen Juvelier's Theatre Troupe	יאָווילער-טרופּע	0.000		2		low_intra_sim=0.00
296	Kamer-teater	קאַמער-טעאַטער	0.000		1		low_intra_sim=0.00
302	Kompaneyets Troupe	קאָמפּאַניעיעצ'ס טרופּע	0.000		2		low_intra_sim=0.00
306	Kunst-Ring	קונסט-רינג	0.000		2	ORG-C00179	low_intra_sim=0.00
307	Kunst vinkl	קונסט-ווינקל	0.000		1		low_intra_sim=0.00
313	Leon Golubok Troupe	לעאָן גאָלובאָקס טרופּע	0.000		1		low_intra_sim=0.00
322	Literarishe Trupe (Literary Troupe)	ליטעראַרישע טרופּע	0.000		1		low_intra_sim=0.00
325	Littman Troupe	ליטמאַנס טרופּע	0.000		2		low_intra_sim=0.00
330	Meerson Troupe	מעערסאָנס טרופּע	0.000		3		low_intra_sim=0.00
337	Mogulesco Troupe	מאָגולעסקאָס טרופּע	0.000		3		low_intra_sim=0.00
345	Naftali Goldfaden Troupe	נפתלי גאָלדפֿאַדענס טרופּע	0.000		2		low_intra_sim=0.00
347	Neue Lodzer Zeitung	נויע לאָדזשער צייטונג	0.000		2		low_intra_sim=0.00
369	Remeslengi Club	רעמעסלענגי קלוב	0.000		2		low_intra_sim=0.00
373	Sabsey Troupe	סאָביים טרופּע	0.000		2		low_intra_sim=0.00
376	Sam Adler Troupe	סעם אַדלערס טרופּע	0.000		3		low_intra_sim=0.00
395	Shtramer Troupe	שטראַמער-טרופּע	0.000		2		low_intra_sim=0.00
398	Teater un kunst	טעאַטער און קונסט	0.000		1		low_intra_sim=0.00
421	Treitler Troupe	טרייטלערס טרופּע	0.000		2		low_intra_sim=0.00
426	Unzer teater	אונזער טעאַטער	0.000		1		low_intra_sim=0.00
427	Unzer vinkl (Our Corner)	אונזער ווינקל	0.000		1		low_intra_sim=0.00
435	Vilner Operetta	ווילנער אָפּערעטע	0.000		1		low_intra_sim=0.00
455	Zandberg Troupe	זאַנדבערגס טרופּע	0.000		2		low_intra_sim=0.00
459	Ziegler Troupe	זייגלערס טרופּע	0.000		4		low_intra_sim=0.00
470	שוואַרצבאַרדס טרופּע	שוואַרצבאַרדן	0.000		2	ORG-C00011	low_intra_sim=0.00
483	טרופּע פֿון ווייספעלד	ווייספעלדן	0.000		3		low_intra_sim=0.00
485	קאָמפּאַנעעצס טרופּע	קאָמפּאַניעעצס יידישער טרופּע	0.000		7		low_intra_sim=0.00
488	אַראַראַט	אַרראַט	0.000		4	ORG-C00052 | ORG-C00053	low_intra_sim=0.00
503	צאָלמאַן	צאָלמאַנען	0.000		3	ORG-C03159	low_intra_sim=0.00
509	ווערדי-טעאַטער	טשעלסי-טעאַטער	0.000		2	ORG-C00237	low_intra_sim=0.00
622	פּערעגן-טעאָטער	פּעריגען-טעאַטער	0.000		3		low_intra_sim=0.00
692	Forverts (New York City)	פֿאַרווערטס	0.000		1		low_intra_sim=0.00
693	Forverts (Chicago)	פֿאַרווערטס	0.000		1		low_intra_sim=0.00
694	Forverts (Philadelphia)	פֿאַרווערטס	0.000		1		low_intra_sim=0.00
695	Forverts (Detroit)	פֿאַרווערטס	0.000		1		low_intra_sim=0.00
510	מאָלדעוואָנישער יידישער מלוכה-טעאַטער	מאָלדאָוואַנישן יידישן מלוכה-טעאַטער	0.200		0		low_intra_sim=0.20
543	מאָסקווער יידישן מלוכה-טעאַטער	מאָסקווער יידישער מעלוכעטעאַטער	0.200		2		low_intra_sim=0.20
482	יודישער האַנדעלס קאַלענדאָר	יודישער האָנדלס-קאמער	0.250		2	ORG-C00023	low_intra_sim=0.25
691		שטאָטישע רעגירונגס-שול			3	ORG-C01561 | ORG-C02971 | ORG-C04456	backfilled_from_blank_reviewer_aligns=3
700		מאָזגאָוואָיס פֿארשטעלונגען			1	ORG-C02465	backfilled_from_blank_reviewer_aligns=1
701		נעסוויזשער צישאַ-שול			1	ORG-C02812	backfilled_from_blank_reviewer_aligns=1
702		מאַגיסטראַט			1	ORG-C02813_Q01	backfilled_from_blank_reviewer_aligns=1
704		ניי-געגרינדעטן יידישן מלוכה-טעאַטער			1	ORG-C01823	backfilled_from_blank_reviewer_aligns=1
705		פינסקי ליסטאָק			1	ORG-C01912	backfilled_from_blank_reviewer_aligns=1
706		גערזאָןס טיטון-פֿאָבריק			1	ORG-C06243	backfilled_from_blank_reviewer_aligns=1
707		בערדיטשעווער אַרבעטערקלוב אויפֿן נאָמען פֿון ח' לאָזאָווסקי			1	ORG-C04837	backfilled_from_blank_reviewer_aligns=1
708		זשיטאָמירער ראָבינער-שול			2	ORG-C04434	backfilled_from_blank_reviewer_aligns=1
709		כאָרשול אין זשיטאָמיר			1	ORG-C03228	backfilled_from_blank_reviewer_aligns=1
710		„ראָוונער וואָכנבלאַט“			1	ORG-C04945	backfilled_from_blank_reviewer_aligns=1
712		יידישן טעאַטער אין מאָנטרעאל			1	ORG-C01387_Q12	backfilled_from_blank_reviewer_aligns=1
714		ביבליאָטעק אין יעליסאַוועטגראָד			1	ORG-C06748	backfilled_from_blank_reviewer_aligns=1
715		ערשטע קאָאָפּעראַטיווע דראָמע			1	ORG-C06515	backfilled_from_blank_reviewer_aligns=1
716		ערשטער יידישער קאָאָפּעראַטיווער דראַמע			1	ORG-C01724	backfilled_from_blank_reviewer_aligns=1
717		קינדער-ליבהאָבער-קרייז			1	ORG-C05168	backfilled_from_blank_reviewer_aligns=1
718		יעקאַטערינאָסלאָווער זומער-טעאַטער „אָבטשעסטוועננאַיע סאָבראניע“			1	ORG-C04915	backfilled_from_blank_reviewer_aligns=1
719		וויסנשאַפט			1	ORG-C04872	backfilled_from_blank_reviewer_aligns=1
720		"יעקאַטערינאָסלאַווער פֿאַראיין פֿון ""סצענישע קונסט-טוער"""			1	ORG-C04860	backfilled_from_blank_reviewer_aligns=1
721		„דער קעמפער“			1	ORG-C04676	backfilled_from_blank_reviewer_aligns=1
722		יעקאַטערינאָסלאַווער מוזיק-שול			1	ORG-C01999	backfilled_from_blank_reviewer_aligns=1
723		כאָר פון חזן יוסף העלער			1	ORG-C04562	backfilled_from_blank_reviewer_aligns=1
724		יידישן דראַמאַטישן קרייז			1	ORG-C02913_Q02	backfilled_from_blank_reviewer_aligns=1
730		דאַנציגער לעבען			1	ORG-C01784	backfilled_from_blank_reviewer_aligns=1
731		דאַנציגער טאָגבלאַט			1	ORG-C01785	backfilled_from_blank_reviewer_aligns=1
732		פּרץ-פאַראיין			1	ORG-C04800	backfilled_from_blank_reviewer_aligns=1
734		פֿרונזער (קירגיזיע) מלוכהשן אָקאַדעמישן אָפּערעטעאַטער			1	ORG-C00313	backfilled_from_blank_reviewer_aligns=1
735		קולטור-סענטער			1	ORG-C02422	backfilled_from_blank_reviewer_aligns=1
737		"ישיבה „לשכת הרבנים"" אין ירושלים"			1	ORG-C05317	backfilled_from_blank_reviewer_aligns=1
738		לעמעל-שול			1	ORG-C04417	backfilled_from_blank_reviewer_aligns=1
741		יתומים-היים פֿאַר מיידלעך			1	ORG-C03738	backfilled_from_blank_reviewer_aligns=1
742		נאַציאָנאַלן מוזיי			2	ORG-C00560 | ORG-C02427	backfilled_from_blank_reviewer_aligns=2
743		"„דראַמקרייז מ. ווינטשעווסקי"""			1	ORG-C00575	backfilled_from_blank_reviewer_aligns=1
749		זשיגניצע			7	ORG-C00325 | ORG-C00663 | ORG-C00668 | ORG-C03004 | ORG-C03539 | ORG-C04337 | ORG-C05325	backfilled_from_blank_reviewer_aligns=7
750		די גרויסע שול אין בּוקאַרעסט			2	ORG-C04564_Q03 | ORG-C06669	backfilled_from_blank_reviewer_aligns=2
751		קעפּיטל-טעאַטער			3	ORG-C00265_Q02 | ORG-C06089 | ORG-C06463	backfilled_from_blank_reviewer_aligns=3
