db_id	db_hebrew	db_english	name_in_volume	additional_appearance	notes	where_to_fix	correct_form	gender	external_source_id	external_source	name_variants
1355	ראָזאַ בורדא-אנטאָווילסקא (אנטאָוויל)	Roza Bordo-Antowilska	בורדאַ-אַנטאָווילסקאַ ראָזאַ					Female	moyt/lex/B/bordo-antowilska-roza-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1356	בּאָרישעוו	Borishev	לא מצאנו					Male	moyt/lex/B/borishev-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1358	דער באריסאווער בדחן (דער פּאַריזװער ברידן)	Borisover Badkhan	דער באָריסאָווער בדחן					Male	yt/lex/B/borisover-badkhan.htm	Zylbercweig Leksikon fun Yidishn Teater	
1387	שרה בּרעז	Sarah Brez	ברעז, שרה					Female	moyt/lex/B/brez-sarah-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1389	הירש דר בּריל	Hirsch Brill	בריל, הירש דר.					Male	yt/lex/B/brill-hirsch-dr.htm	Zylbercweig Leksikon fun Yidishn Teater	
1392	מאַקס בּרין	Max Brin	ברין, מאַקס					Male	yt/lex/B/brin-max-V1.htm	Zylbercweig Leksikon fun Yidishn Teater	
1397	ראָזא בּריה	Roza Briya	בריה, ראָזאַ					Female	moyt/lex/B/briya-roza-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1398	בערל בּראדער	Berl Broder	בראָדער בערל					Male	yt/lex/B/broder-berl.htm	Zylbercweig Leksikon fun Yidishn Teater	
1399	אפרים בּראדער (שער)	Efrim Broder	בראָדער אַפֿרים [שער?]					Male	yt/lex/B/broder-efrim.htm	Zylbercweig Leksikon fun Yidishn Teater	
1403	בּראָדסקי	Brodsky	לא מצאנו					Male	moyt/lex/B/brodsky-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1404	מאַקסים בראָדין (מאַקס בראָדסקי)	Maxim Brody	בראָדין, מאַקסיס [מאָקס בראָדסקי]		לבדוק בטרנסקריבוס	תיקנתי בטרנסקריבוס	בראָדין, מאַקסים [מאַקס בראָדסקי]	Male	yt/lex/B/brody-maxim.htm	Zylbercweig Leksikon fun Yidishn Teater	
1427	בדחן בונעם (בונעם טשיזשיק)	Bunem Badkhan	בונעם בדחן [בונעם משיזשיק]		לבדוק בטרנסקריבוס	תיקנתי בטרנסקריבוס	בונעם בדחן [בונעם טשיזשיק]	Male	yt/lex/B/bunem-badkhan.htm	Zylbercweig Leksikon fun Yidishn Teater	
1432	ה. בורשטיין	H. Burstein	בורשטיין, ה.					Male	yt/lex/B/burstein-h.htm	Zylbercweig Leksikon fun Yidishn Teater	
1436	בּיעגין	Byegun	קעסמאַן, נעלי					Male	moyt/lex/B/byegun-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1438		Nellie Casman	קעסמאַן, נעלי					Female	yt/lex/C/casman-nellie.htm	Zylbercweig Leksikon fun Yidishn Teater	
1457	רודאָלף כריסטיאַניס	Christian	קריסטיאָנס, רודאָלף	קריסטיאַן, רודאָלף	אפשרויות מרובות			Male	yt/lex/C/christians-rudolph-V7.htm	Zylbercweig Leksikon fun Yidishn Teater	
1462	דזשייקעלע קאָהן (יעקב)	Jacob Cone	קאָהן, דזשייקעלע [יעקב]					Male	yt/lex/C/cone-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater	
1467		Itzhak Daniel	דאַניעל, יצחק					Male	yt/lex/D/daniel-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
1486	בּנימין דענציס	Binyamin Dentsis	דענציס, כנימין		לבדוק בטרנסקריבוס	תיקנתי בטרנסקריבוס	דענציס, בנימין	Male	yt/lex/D/dentsis-binyamin.htm	Zylbercweig Leksikon fun Yidishn Teater	
1487	קלאַראַ דעססער (קיילע טויבע)	Clara Desser	דעססער קלאַראַ [קיילע-טויבע]					Female	moyt/lex/D/desser-clara-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1488	עמנואל דעססער	Emanuel Desser	דעססער עמאַנועל	דעססער, עמאַנועל	אפשרויות מרובות			Male	moyt/lex/D/desser-emanuel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1490		Liza Deyches	דייכעס לייזע					Female	moyt/lex/D/deyches-liza-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1494	שלמה דיאמנט	Shlomo Diamant	דיאַמאַנט, שלמה					Male	yt/lex/D/diamant-shlomo.htm	Zylbercweig Leksikon fun Yidishn Teater	
1500		Sol Dickstein	דיקשטיין, סאול					Male	yt/lex/D/dickstein-sol.htm	Zylbercweig Leksikon fun Yidishn Teater	
1501		Belle Didja	דידזשאַ, בעל [באַנדער]					Female	yt/lex/D/didja-belle.htm	Zylbercweig Leksikon fun Yidishn Teater	
1502		S. Dingol	דינגאָל,ס.					Male	yt/lex/D/dingol-s.htm	Zylbercweig Leksikon fun Yidishn Teater	
1511	אייבּ דאָרף	Abe Dorf	לא מצאנו					Male	yt/lex/D/dorf-abe.htm	Zylbercweig Leksikon fun Yidishn Teater	
1518	מ. דראַנאָוו (מרדכי-דוד ראָזענבלאַט)	M. Dranov	דראַנאָוו, מ. [מרדכי דוד ראָזענבלאַט]					Male	moyt/lex/D/dranov-m-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1521	פאולא דרייבּלאַט (פערל שנייער)	Paula Dreiblatt	דרייבלאַט, פאולאַ [פּערל שנייער]					Female	moyt/lex/D/dreiblatt-paula-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1522	לעאָן דרייקורס	Leon Dreykurs	דרייקורס, לעאָן					Male	yt/lex/D/dreykurs-leon-V1.htm	Zylbercweig Leksikon fun Yidishn Teater	
1524		Ema Dreyzina	דרייזינאַ, עמאַ					Female	yt/lex/D/dreyzina-ema.htm	Zylbercweig Leksikon fun Yidishn Teater	
1528	יאַקאָווקע דובּינסקי (יעקבקע)	Yakovke Dubinski	דובינסקי, יאַקאַווקע [יעקבקע ?]					Male	yt/lex/D/dubinski-yakovke.htm	Zylbercweig Leksikon fun Yidishn Teater	
1530		Yudel Dubinsky	דובינסקי, יידל					Male	yt/lex/D/dubinsky-yudel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1532		Manya Dulitskaya	דוליצקאיא, מאניאַ,		לבדוק איות בטרנסקריבוס		דוליצקאיא, מאניאַ,	Female	moyt/lex/D/dulitskaya-manya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1534		Leon Dushman	דושמאַן, לעאָן					Male	yt/lex/D/dushman-leon.htm	Zylbercweig Leksikon fun Yidishn Teater	
1541	ניוניאַ עדעלמאַן-קלעבאַנאָׁואַ (חנה)	Nyunye Edelman-Klebanova	עדעלמאַן-קלעבאַנאָוואַ, ניוניע (חנה)	עדעלמאַן-קלעבאַנאָוואַ, ניוניאַ (חנה)	אפשרויות מרובות			Female	moyt/lex/E/edelman-klebanova-nyunye-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1542		William Edlin	עדלין, וויליאַם					Male	yt/lex/E/edlin-william.htm	Zylbercweig Leksikon fun Yidishn Teater	
1547		Zigmund Ehrlich	עהרליך, זיגמונט					Male	yt/lex/E/ehrlich-zigmund.htm	Zylbercweig Leksikon fun Yidishn Teater	
1550	אהרן איינהורן	Aaron Einhorn	איינהאָרן, אהרן					Male	yt/lex/E/einhorn-aaron.htm	Zylbercweig Leksikon fun Yidishn Teater	
1554	מאַיר אייזענבערג	Meir Eisenberg	אייזענבערג, מאיר					Male	yt/lex/E/eisenberg-meir.htm	Zylbercweig Leksikon fun Yidishn Teater	
1574	יואל ענטין	Joel Entin	ענטין, יואל					Male	yt/lex/E/entin-joel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1577		Alter Epstein	עפּשטיין, אַלטער					Male	yt/lex/E/epstein-alter.htm	Zylbercweig Leksikon fun Yidishn Teater	
1578	בּנימין עפּשטיין	Benjamin Epstein	עפּשטיין, בנימין					Male	moyt/lex/E/epstein-benjamin-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1579		Fannie Vadya Epstein	עפּשטיין, פעני וואַדיאַ		כפילות בדאטהבייס?	כרך 2- 404	עפּשטיין, פעני וואַדיאַ	Female	yt/lex/E/epstein-fannie-vadya.htm	Zylbercweig Leksikon fun Yidishn Teater	
1586		Zhenya Epstein	עפּשטיין, זשעניע					Female	yt/lex/E/epstein-zhenya.htm	Zylbercweig Leksikon fun Yidishn Teater	
1593	שמעון ערנסט	Shimeon Ernst	ערנסט, שמעון					Male	yt/lex/E/ernst-shimeon.htm	Zylbercweig Leksikon fun Yidishn Teater	
1603	אהרון אייזענבערג	Aaron Eyzenberg	אייזענבערג אהרן					Male	moyt/lex/E/eyzenberg-aaron-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1605	אַוראָם אייזענבערג,	Avrom Eyzenberg	אייזענבערג אַווראָם					Male	moyt/lex/E/eyzenberg-avrom-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1606		Meir Eyzenberg	אייזענבערג, מאיר					Male	yt/lex/E/eyzenberg-meir.htm	Zylbercweig Leksikon fun Yidishn Teater	
1614	הערש פייגין	Hersh Fagin	פֿייגין, הערש					Male	yt/lex/F/fagin-hersh.htm	Zylbercweig Leksikon fun Yidishn Teater	
1615	ראָבערט פאַלק	Robert Falk	פֿאָלק, ראָבערט					Male	yt/lex/F/falk-robert.htm	Zylbercweig Leksikon fun Yidishn Teater	
1616	יואל-בעריש פאַלקאָוויטש	Joel Berish Falkowitz	פֿאָלקאָוויטש, יואַל-בעריש					Male	yt/lex/F/falkowitz-joel-berish.htm	Zylbercweig Leksikon fun Yidishn Teater	
1622	רחל פייגענבערג	Rachel Feigenberg	פֿייגענבערג, רחל					Female	yt/lex/F/feigenberg-rachel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1624	דאָראַ פיין	Dora Fein	פיין, דאָראַ,		לבדוק איות (פסיק מיותר)			Female	moyt/lex/F/fein-dora-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1627		Lili Feinman			כרך 6 192-193 - תוקן ויוצא			Female	yt/lex/F/feinman-lili.htm	Zylbercweig Leksikon fun Yidishn Teater	
1628		Harry Feld	פעלד הערי					Male	yt/lex/F/feld-harry.htm	Zylbercweig Leksikon fun Yidishn Teater	
1631		Adolf Fenigstein	פעניגשטיין, אַדאָלף					Male	yt/lex/F/fenigstein-adolf.htm	Zylbercweig Leksikon fun Yidishn Teater	
1635	אשר פייערשטיין (זעליג גאַבעל)	Asher Feyershteyn	פֿייערשטיין, אַשר [זעליג גאַבעל ?]					Male	yt/lex/F/feyershteyn-asher.htm	Zylbercweig Leksikon fun Yidishn Teater	
1637	סאַָרע פיביק	Sore Fibich	פיביך, סאָרע					Female	yt/lex/F/fibich-sore.htm	Zylbercweig Leksikon fun Yidishn Teater	
1638	משה פידעל	Moshe Fidel	פידעל, משה					Male	yt/lex/F/fidel-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
1639		Fidelman	פידלעלמאַן,					Unknown	moyt/lex/F/fidelman-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1641	שמואל פיליב	Shmuel Filib	פֿיליב, שמואל					Male	yt/lex/F/filib-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1642		Friedrich Filipesko	פיליפּעסקאַ און זיין פרוי דזשאַנעט					Male	yt/lex/F/filipesko-friedrich.htm	Zylbercweig Leksikon fun Yidishn Teater	
1643		Filipesko						Male	yt/lex/F/filipesko-and-his-wife-janet.htm	Zylbercweig Leksikon fun Yidishn Teater	
1644		Janet Filipesko	פיליפּעסקאַ און זיין פרוי דזשאַנעט					Female	yt/lex/F/filipesko-friedrich.htm	Zylbercweig Leksikon fun Yidishn Teater	
1647	אליעזר-דוד פינקעל	Eliezer Dovid Finkel	פינקעל, אַליעזר-דוד					Male	yt/lex/F/finkel-eliezer-dovid.htm	Zylbercweig Leksikon fun Yidishn Teater	
1649	מאיר מאיר פינקעל	Finkel. Meir	פינקעל, מאיר					Male	yt/lex/F/finkel-meir.htm	Zylbercweig Leksikon fun Yidishn Teater	
1654	אברהם-אליעזר פישער	Avrom-Leyzer Fisher	לא מצאנו					Male	yt/lex/F/fisher-avrom-leyzer.htm	Zylbercweig Leksikon fun Yidishn Teater	
1656	כאַיע פישער	Khaye Fisher	פישער כאיע					Female	yt/lex/F/fisher-khaye.htm	Zylbercweig Leksikon fun Yidishn Teater	
1660	בערנארד פישמאַן	Bernard Fishman	פישמאַן, בערנאַרד					Male	yt/lex/F/fishman-bernard.htm	Zylbercweig Leksikon fun Yidishn Teater	
1665	יעקב פלאַפּאַן	Jacobo Flapan	פלאַפּאַן, יעקב					Male	yt/lex/F/flapan-jacobo.htm	Zylbercweig Leksikon fun Yidishn Teater	
1667	מעני פליישמאןַ (מאיר)	Manny Fleischman	פליישמאַן, מעני [מאיר]					Male	yt/lex/F/fleischman-manny.htm	Zylbercweig Leksikon fun Yidishn Teater	
1675		Foystilnik						Male	moyt/lex/F/foystilnik-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1682	ישראל, פרידמאן	Israel Freedman	פֿרידמאַן, ישראל					Male	yt/lex/F/freedman-israel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1694	יצחק פרידמאַן	Itzhak Fridman	פֿרידמאַן, יצחק					Male	yt/lex/F/friedman-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
1700	מאַקס פרידלאַנדער	Max Friedlander	פֿרידלענדער, מאַקס					Male	yt/lex/F/friedlander-max.htm	Zylbercweig Leksikon fun Yidishn Teater	
1713	רוזשא פוקס	Ruzha Fuks	פוקס, רוזשע					Female	moyt/lex/F/fuks-ruzha-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1728	שמואל גארטענבערג	Shmuel Gartenberg	גאַרטענבערג, שמואל					Male	yt/lex/G/gartenberg-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1733	מרדכי געבירטיג	Mordechai Gebirtig	געבירטיג, מרדכי [בערטיג]					Male	yt/lex/G/gebirtig-mordechai.htm	Zylbercweig Leksikon fun Yidishn Teater	
1759	משה-לייב געטליכערמאַן	Moshe-Leib Getlicherman	געטליכערמאַן, משה לייב	געטליכערמאַן, משה-לייב	אפשרויות מרובות			Male	moyt/lex/G/getlicherman-moshe-leib-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1760	זשאַן געצמאַן (שמואל יעקב)	Jan Getsman	געצמאַן, זשאַן [שמואל יעקב]					Male	yt/lex/G/getsman-jan.htm	Zylbercweig Leksikon fun Yidishn Teater	
1762	שלמה גילבערט	Shlomo Gilbert	גילבערט, שלמה					Male	yt/lex/G/gilbert-shlomo.htm	Zylbercweig Leksikon fun Yidishn Teater	
1766	אַדאָלף גימפעל	Adolph Gimpel	גימפּעל, אַדאָלף					Male	moyt/lex/G/gimpel-adolph-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1767	עמיל גימפעל (שמואל מענדל)	Emil Gimpel	גימפּעל, עמיל [שמואל מענדל]	גימפּעלף, עמיל (שמואַל-מענדל)	אפשרויות מרובות			Male	yt/lex/G/gimpel-emil.htm	Zylbercweig Leksikon fun Yidishn Teater	
1780	יואל גלאַנץ (ראַטץ)	Yoel Glantz	גלאַנץ, יואל					Male	moyt/lex/G/glantz-yoel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1796	בּעטיע גלאַזונאָוו (בונצע טייקין)	Laura Gliksman	גלאַזונאָוו, בעטיע [בונצע טייקין]					Female	moyt/lex/G/gliksman-laura-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1802	גינא גאָלד	Gina Gold	גאָלד, גינא [סטעפאַ גינגאָלד]					Female	yt/lex/G/gold-gina.htm	Zylbercweig Leksikon fun Yidishn Teater	
1829	סעמיועל גאָלדעבּורג (שלום גאָלדשטיין)	Samuel Goldenburg	גאָלדענבורג, סעמיועל [שלום גאָלדשטיין]					Male	yt/lex/G/goldenburg-samuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1835	שמואל גאָלדפאַרבּ	Shmuel Goldfarb	גאָלדפֿאַרב, שמואל					Male	moyt/lex/G/goldfarb-shmuel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1843	יחיאל גאָלדשמידט	Yechiel Goldsmith	גאָלדשמידט, יחיאָל					Male	yt/lex/G/goldsmith-yechiel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1845		Charlotte Goldstein	לא מצאנו					Female	yt/lex/G/goldstein-charlotte.htm	Zylbercweig Leksikon fun Yidishn Teater	
1847	איידע גאָלדשטיין	Ida Goldstein	גאָלדשטיין, איידא					Female	yt/lex/G/goldstein-ida.htm	Zylbercweig Leksikon fun Yidishn Teater	
1848	איזי גאָלדשטיין	Izzy Goldstein	לא מצאנו					Male	yt/lex/G/goldstein-izzy.htm	Zylbercweig Leksikon fun Yidishn Teater	
1850		Jan D. Goldstein						Male	yt/lex/G/goldstein-jan-d.htm	Zylbercweig Leksikon fun Yidishn Teater	
1857	דוד-מאיר גאָלדוואורם	David-Meir Goldvurm	גאָלדוואורם, דוד-מאיר					Male	yt/lex/G/goldvurm-david-meir.htm	Zylbercweig Leksikon fun Yidishn Teater	
1858	משה גאָלדוואורם	Moshe Goldvurm	גאָלדוואורם, משה					Male	yt/lex/G/goldvurm-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
1859	יעקב גאָלדוואורם	Yakov Goldvurm	גאָלדוואַורם, יעקב					Male	yt/lex/G/goldvurm-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
1860	יאַנקעוו גאָלמאַןַ	Yankev Golman	גאָלמאַן, יאַנקעוו					Male	yt/lex/G/golman-yankev.htm	Zylbercweig Leksikon fun Yidishn Teater	
1866	הערשל גאָרדאָן	Hershl Gordon	גאַרדאַן, הערשל.		לבדוק איות בטרנסקריבוס	תיקנתי איות בטרנסקריבוס	גאָרדאָן, הערשל	Male	moyt/lex/G/gordon-hershl-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1868		N. Gordon	גאָרדאָן, נ.					Male	yt/lex/G/gordon-n.htm	Zylbercweig Leksikon fun Yidishn Teater	
1871	אליעזר גאריעלאָוו	Eliezer Gorielow	גאַריעלאָוו, אַליעזר					Male	moyt/lex/G/gorielow-eliezer-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1878	העלענאַ גאָטליב	Helena Gottlieb	גאָטליב, העלענאַ [שלאַגמאַן]					Female	moyt/lex/G/gottlieb-helena-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1881	ישראל גויכבערג	Israel Goykhberg	גויכבערג ישראל					Male	yt/lex/G/goykhberg-israel.htm	Zylbercweig Leksikon fun Yidishn Teater	
1899	אשר גרימינגער	Asher Griminger	גרימינגער אשר					Male	moyt/lex/G/griminger-asher-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1908	אהרון-יצחק גראָדזענסקי	Aaron Itzhak Grodzenski	גראָדזענסקי, אהרן יצחק					Male	moyt/lex/G/grodzenski-aaron-itzhak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1923		Rick Grossman						Male	yt/lex/G/grossman-rick-V8.htm	Zylbercweig Leksikon fun Yidishn Teater	
1947	חיים גוטמאַן,	Chaim Gutman	גוטמאַן, חיים					Male	moyt/lex/G/gutman-chaim-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1948	קלמן גוטמן	Kalmen Gutman	גוטמאַן, קלמן					Male	moyt/lex/G/gutman-kalmen-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1953	יוליוס (יידל) גוטמאַן (יהודה-יוסף)	Julius Guttman	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]					Male	yt/lex/G/guttman-julius.htm	Zylbercweig Leksikon fun Yidishn Teater	
1954	ראָזע גזיוואַטש (לינדער)	Rose Gzivatsh	גזיוואַטש, ראָזע [לינדער]					Female	yt/lex/G/gzivatsh-rose.htm	Zylbercweig Leksikon fun Yidishn Teater	
1959	חיים-אהרן האפנער,	Chaim-Aaron Hafner	האָפנער חיים-אהרן					Male	yt/lex/H/hafner-chaim-aaron.htm	Zylbercweig Leksikon fun Yidishn Teater	
1968	יצחק חאנאט	Itzhak Hanat	האנאט, יצחק		לבדוק איות בטרנסקריבוס	לתקן ב-DB תיקנתי בטרנסקריבוס	חאנאט, יצחק	Male	yt/lex/H/hanat-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
1979	קאַרל דר. האַרטמאַן	Karl Hartman	האַרטמאַן, קאָרל, דר.					Male	yt/lex/H/hartman-karl-dr.htm	Zylbercweig Leksikon fun Yidishn Teater	
1990	מלך הערשקאָוויטש	Melekh Hershkovitsh	הערשקאָוויטש, מלך					Male	moyt/lex/H/hershkovitsh-melekh-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1991	שלמה הערשקאָוויטש	Shlomo Hershkovitsh	הערשקאָוויטש, שלמה					Male	moyt/lex/H/hershkovitsh-shlomo-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
1995	יוסף הערץ	Yosef Hertz	הערץ, יוסף					Male	yt/lex/H/hertz-yosef.htm	Zylbercweig Leksikon fun Yidishn Teater	
2007	לייזער היטעלמאַן	Leyzer Hitelman	איטעלמאַן, לייזער					Male	yt/lex/H/hitelman-leyzer.htm	Zylbercweig Leksikon fun Yidishn Teater	
2015	הערי האָפענבערג	Harry Hoffenberg	האָפענבערג, הערי					Male	yt/lex/H/hoffenberg-harry.htm	Zylbercweig Leksikon fun Yidishn Teater	
2019	עני האָפמאן-שניידער	Annie Hoffman-Schneider	האָפמאַן-שניידער עני					Female	yt/lex/H/hoffman-schneider-annie.htm	Zylbercweig Leksikon fun Yidishn Teater	
2032	בער האָראָוויץ	Ber Horowitz	האָראָוויץ, בער					Male	moyt/lex/H/horowitz-ber-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2042	סאָניאַ איצקאָוויטש	Sonya Itskovitsh	איצקאָוויטש, סאָניאַ					Female	yt/lex/I/itskovitsh-sonya.htm	Zylbercweig Leksikon fun Yidishn Teater	
2048	אַננאַ יאַקובאָוויטש (חנה מייעראָוויטש)	Anna Jacobowitz	יאָקוּבּאָוויטש, אַננאַ [חנה מייעראָוויטש]					Female	yt/lex/J/jacobowitz-anna.htm	Zylbercweig Leksikon fun Yidishn Teater	
2063	יאַַשאַ קאַבאַק	Yasha Kabak	קאבאק, יאשא					Male	yt/lex/K/kabak-yasha.htm	Zylbercweig Leksikon fun Yidishn Teater	
2064	אברהם קאָפקע	Avraham Kafka	קאָפקע, אַברהם					Male	yt/lex/K/kafka-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater	
2070	הערי קאַלצאַנאָוויטש	Harry Kalmanowitz	קאַלמאַנאָוויטש, הערי					Male	yt/lex/K/kalmanowitz-harry.htm	Zylbercweig Leksikon fun Yidishn Teater	
2081	זוניע קאַפלאַן	Zunye Kaplan	קאַפּלאַן, זוניע,		פסיק מיותר			Unknown	moyt/lex/K/kaplan-zunye-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2083	נאַדיאַ קאַרעני (שליפקאָוויטש)	Nadia Kareni	קאַרעני, נאַדיאַ [שליפקאָוויטש]					Female	yt/lex/K/kareni-nadia.htm	Zylbercweig Leksikon fun Yidishn Teater	
2085	ג.א. קאַראַלס	G.A. Karlos	קאַרלאָס, ג. א.					Male	yt/lex/K/karlos-g-a.htm	Zylbercweig Leksikon fun Yidishn Teater	
2092	איזאַק קאַסוואן (יצחק)	Izak Kasvan	קאַסוואַן, איזאַק [יצחק]					Male	yt/lex/K/kasvan-izak.htm	Zylbercweig Leksikon fun Yidishn Teater	
2095	איזידאָר קאַַטץ (יצחק-קלמן)	Izidor Katz	קאַטץ, איזידאָר [יצחק-קלמן]					Male	yt/lex/K/katz-izidor.htm	Zylbercweig Leksikon fun Yidishn Teater	
2105	מאַניאַ קייזעראָוויטש (וואַרשילעווסקאַ)	Mania Keyzerovitsh	קייזעראָוויטש, מאַניאַ					Female	moyt/lex/K/keyzerovitsh-mania-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2109	יוסף חאַש	Yosef Khash	כאַש, יוסף					Male	yt/lex/K/khash-yosef.htm	Zylbercweig Leksikon fun Yidishn Teater	
2110	משה חאַשקעס	Moshe Khashkes	האָשקעס, משה		לבדוק בטרנסקריבוס	לתקן ב-DB תיקנתי בטרנסקריבוס	חאַשקעס, משה	Male	yt/lex/K/khashkes-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
2123	א. קלעבאַנאָוו	A. Klebanov	קלעבאַנאָוו, א.					Male	yt/lex/K/klebanov-a.htm	Zylbercweig Leksikon fun Yidishn Teater	
2125	נתן קלינגער	Nathan Klinger	קלינגער, נתן					Male	yt/lex/K/klinger-nathan.htm	Zylbercweig Leksikon fun Yidishn Teater	
2127	קנעלער	[?] Kneler	קנעלער [?]					Unknown	yt/lex/K/kneler.htm	Zylbercweig Leksikon fun Yidishn Teater	
2129	(יעקב) קאַָפלער-לעמקאַוו	[Yakov?] Kofler-Lemkov	קאָפלער-לעמקאָוו [יעקב?]					Male	yt/lex/K/kofler-lemkov-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
2136	יאָסעף קאָפעלמאַן	Joseph Kopelman	קאָפּעלמאַן, יאָסעף					Male	yt/lex/K/kopelman-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater	
2138	סאָניאַ קאָפעלמאַן (יאָפע)	Sonia Kopelman	קאָפּעלמאַן, סאָניע [יאָפע]					Female	yt/lex/K/kopelman-sonia.htm	Zylbercweig Leksikon fun Yidishn Teater	
2140	משה קאָפ	Moshe Kopp	קאָפּ, משה					Male	yt/lex/K/kopp-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
2144	לעאָן קאָרענפעלד	Leon Kornfeld	קאָרנפעלד, לעאָן					Male	yt/lex/K/kornfeld-leon.htm	Zylbercweig Leksikon fun Yidishn Teater	
2149	עטל קאָווענסקאַ	Etel Kovenska	קאָווענסקאַ, עטל					Female	yt/lex/K/kovenska-etel.htm	Zylbercweig Leksikon fun Yidishn Teater	
2156	סאַשאַ ראָזענטאַל (פישנאָוו שמעיה)	Betsalel Kremer	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)					Male	moyt/lex/K/kremer-betsalel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2157	אידאַ קרעמער	Ida Kremer	קרעמער איידא	קרעמער איידאַ	אפשרויות מרובות			Female	yt/lex/K/kremer-ida-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2179	הענרי לאַכטינער	Henry Lachtiger	לאַכטיגער הענרי		לבדוק בטרנסקריבוס	תיקנתי בטרנסקריבוס	לאַכטיגער הענרי	Male	yt/lex/L/lachtiger-henry.htm	Zylbercweig Leksikon fun Yidishn Teater	
2183	מאׇריס לאַמפע	Morris Lampe	לאַמפּע, מאָריס					Male	yt/lex/L/lampe-morris.htm	Zylbercweig Leksikon fun Yidishn Teater	
2185	יהוּדה-לייבּ לאַנדוי	Yehuda Leib Landau	לאַנדוי, יהוּדה-לייבּ דר.					Male	yt/lex/L/landau-yehuda-leib-dr.htm	Zylbercweig Leksikon fun Yidishn Teater	
2186	שמעון לאַנדאַ	Simeon Landau	לאנדאָ שמעון,					Male	moyt/lex/L/landau-simeon-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2189	שמואל לאַנדוי (לאַנדאָ)-קלעקוי	Shmuel Landau-Klekoy	לאַנדוי- [לאַנדאָ] קלעקוי שמואל					Male	yt/lex/L/landau-klekoy-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
