db_id	db_hebrew	db_english	name_in_volume	additional_appearance	notes	where_to_fix	correct_form	gender	external_source_id	external_source	name_variants
2950	לעאָן שטראַספאָגעל	Leon Shtrasfogel	שטראַספֿאַגעל, לעאָן					Male	yt/lex/S/shtrasfogel-leon.htm	Zylbercweig Leksikon fun Yidishn Teater	
2951	חנא שטרודלער	Chona Shtrudler	שטרודלער, חנאַ					Male	yt/lex/S/shtrudler-chona-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2952	באָריס מאַרקאָוויטש שטשערבאַקאָוו (בער מאיר)	Boris Markovich Shtsherbakov	שטשערבאַקאָוו, באָריס מאַרקאָוויטש [בער מאיר]					Male	yt/lex/S/shtsherbakov-boris-markovich.htm	Zylbercweig Leksikon fun Yidishn Teater	
2966	מאלווינאַ סיעראׇצקא (קאׇמפּאַניעעץ)	Malvina Sierotzka	סיעראָצקאַ, מאַלווינאַ [קאמפאנעעץ]	סיעראָצקאַ, מאלווינאַ [קאָמפּאַניעעץ]	אפשרויות מרובות			Female	moyt/lex/S/sierotzka-malvina-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2969	א. סיגאַל	A. Sigal	סיגאָל, א.					Male	yt/lex/S/sigal-a.htm	Zylbercweig Leksikon fun Yidishn Teater	
2970	לענאַ סיגאַלאָווסקאַ	Lena Sigalovska	סיגאַלאָווסקאַ, לענאַ					Female	yt/lex/S/sigalovska-lena.htm	Zylbercweig Leksikon fun Yidishn Teater	
2971	הערש-לייב סיגעטער (גאָטליב)	Hersh Leyb Sigeter	סיגעטער הערש-לייב [גאָטליב]					Male	yt/lex/S/sigeter-hersh-leyb.htm	Zylbercweig Leksikon fun Yidishn Teater	
2972	סעם זילבּערבּוש (איתמר)	Sam Silberbush	לבערבוש, סעם [איתמר]		לבדוק בטרנסקריבוס!	לתקן ב-DB תיקנתי בטרנסקריבוס	זילבערבוש, סעם [איתמר]	Male	yt/lex/S/silberbush-sam.htm	Zylbercweig Leksikon fun Yidishn Teater	
2976	ראָזאַ זילבּערט	Rosa Silbert	בעקער, ראָזאַ [זילבערט]					Female	yt/lex/S/silbert-rosa.htm	Zylbercweig Leksikon fun Yidishn Teater	
2978		Simkhevesosen	"„סימכעוועסאָסען"" [שמחה וששון]"					Male	yt/simkhevesosen.htm	Wikidata	
2987		Fishel Singer	זינגער, פישל					Male	yt/lex/S/singer-fishel.htm	Zylbercweig Leksikon fun Yidishn Teater	
2994	מנשה סקוּלניק	Menasha Skulnik	סקולניק, מנשה					Male	yt/lex/S/skulnik-menasha-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
3002	בּער סמאׇליאַר	Ber Smoliar	סמאָליאַר, בער					Male	yt/lex/S/smoliar-ber.htm	Zylbercweig Leksikon fun Yidishn Teater	
3003	לעאׇניד סניעגאׇוו (יהודה-לייבּ גאָלדשטיין)	Leonid Sniegoff	סניעגאָוו, לעאָניד [יהודה-לייב גאָלדשטיין]					Male	yt/lex/S/sniegoff-leonid.htm	Zylbercweig Leksikon fun Yidishn Teater	
3013	פרויקע סאׇראׇקין	Froyke Sorokin	סאָראָקיין פרויקע					Male	moyt/lex/S/sorokin-froyke-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3014	לעאָָו שפאַצער	Leon Spatzer	שפּאַצער לעאָן		לבדוק בטרנסקריבוס	לתקן ב-DB	שפּאַצער לעאָן	Male	yt/lex/S/spatzer-leon.htm	Zylbercweig Leksikon fun Yidishn Teater	
3021	סטארקעוויטש	Starkevitsh	סטאַרקעוויטש,					Male	moyt/lex/S/starkevitsh-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3034	סטראָקאָווער	Strokover	סטראקאווער [?]					Female	yt/lex/S/strokover.htm	Zylbercweig Leksikon fun Yidishn Teater	
3038	משה סוּריץ	Moshe Surits	סוריץ, משה					Male	moyt/lex/S/sturits-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3048	נינאַ נטאַליני (ווינאָקור)	Nina Talini	טאַליני, נינאַ [ווינאָקור]		לבדוק בטרנסקיבוס - נשמטה נ?	לתקן ב-DB	טאַליני, נינאַ [ווינאָקור]	Female	yt/lex/T/talini-nina.htm	Zylbercweig Leksikon fun Yidishn Teater	
3058	הערי טשייקאָווקסי (הערשל חייקאָווסקי)	Harry Tchaikovsky	טשייקאָווסקי, הערי [הערשל חייקאָווסקי]					Male	yt/lex/T/tchaikovsky-harry.htm	Zylbercweig Leksikon fun Yidishn Teater	
3075	יעקב טיקמאַן	Yakov Tikman	טיקמאַן, יעקב					Male	yt/lex/T/tikman-yakov-V7.htm	Zylbercweig Leksikon fun Yidishn Teater	
3097	לייבּ טרוימאַן (גאׇרדאׇן)	Leib Troyman	טרוימאַן, לייב [גאָרדאָן)					Male	moyt/lex/T/troyman-leib-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3101	איסאַק צעסין	Isak Tsesin	צעסין איסאק	צעסין, איסאק,	אפשרויות מרובות			Male	moyt/lex/T/tsesin-isak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3102	הענריק צייזעל	Henrik Tseyzl	צייזל, הענריק					Male	yt/lex/T/tseyzl-henrik.htm	Zylbercweig Leksikon fun Yidishn Teater	
3104	יאַנקעוו ציבולעווסקי	Yankev Tsibulevsky	ציבולעווסקי, יאַנקעוו					Male	yt/lex/T/tsibulevsky-yankev.htm	Zylbercweig Leksikon fun Yidishn Teater	
3108		Israel Tsinberg	צינבערג ישראל					Male	yt/lex/T/tsinberg-israel.htm	Zylbercweig Leksikon fun Yidishn Teater	
3111	אַנעטאַ ציפקוס (פויגעל איטע)	Aneta Tsipkus	ציפקוס, אַנעטאָ [איטע פּויגעל]					Female	yt/lex/T/tsipkus-aneta.htm	Zylbercweig Leksikon fun Yidishn Teater	
3112	מינדל צוקערמאַן (שנאַפ)	Mindl Tsukerman	צוקערמאַן, מינדל [שנאַפּ]					Female	yt/lex/T/tsukerman-mindl.htm	Zylbercweig Leksikon fun Yidishn Teater	
3113	מרדכי צווייט	Mordechai Tsvit	צוויט, מרדכי					Male	yt/lex/T/tsvit-mordechai.htm	Zylbercweig Leksikon fun Yidishn Teater	
3124	רחל טוּרקאׇוו	Rachel Turkow	טורקאָוו, רחל					Female	moyt/lex/T/turkow-rachel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3128	ישעיה אוגער	Yeshaya Uger	אוגער ישעיה	אוגער, ישעיה	אפשרויות מרובות			Male	yt/lex/U/uger-yeshaya.htm	Zylbercweig Leksikon fun Yidishn Teater	
3130	האַנס אונטערקישר	Hans Unterkisher	אונטערקישער, האַנס					Male	yt/lex/U/unterkisher-hans.htm	Zylbercweig Leksikon fun Yidishn Teater	
3135	אסתר וואַקסמאַן	Ester Vaksman	לא מצאנו					Female	yt/lex/V/vaksman-ester.htm	Zylbercweig Leksikon fun Yidishn Teater	
3139	יעקב וואַקסמאַן	Yakov Vaksman	וואַקסמאַן, יעקב					Male	yt/lex/V/vaksman-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
3140	יצחק וואַלדבּערג	Yitzhak Valdberg	וואַלדבערג, יצחק					Male	moyt/lex/V/valdberg-yitzhak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3150		Karl Vaynberg	וויינבערג, קאַרל [חיים הערבסט]		כפילות בדאטהבייס?	אותו אדם ב2 כרכים 1-358; 5-178		Male	moyt/lex/V/vaynberg-karl-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3153	סאָניאַ ויינבּערג (קאַרל)	Sonya Vaynberg	וויינבערג, סאָניאַ [קאַרל]					Female	moyt/lex/V/vaynberg-sonia-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3154	שלמה וויינגאָלד	Shlomo Vayngold	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	אפשרויות מרובות			Male	moyt/lex/V/vayngold-shlomo-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3155	ז ווינפער (זישא ווינפעלרליך)	Z. Vaynper	וויינפּער, ז. [זישע וויינפּערליך]					Male	yt/lex/V/vaynper-z.htm	Zylbercweig Leksikon fun Yidishn Teater	
3161	משה וויינטרויבּ	Moshe Vayntroyb	וויינטרויבּ, משה					Male	yt/lex/V/vayntroyb-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
3162	אשר-זעליג וייס	Asher Zelig Vays	ווייס אַשר-זעליג					Male	yt/lex/V/vays-asher-zelig.htm	Zylbercweig Leksikon fun Yidishn Teater	
3171	משה ווייספעלד	Moshe Vaysfeld	ווייספעלד, משה					Male	yt/lex/V/vaysfeld-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
3179	קלאַראַ וועטשטיין (נעכעלעס-בוקסענבוים)	Klara Vetshteyn	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]					Female	moyt/lex/V/vetshteyn-klara-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3181	משה-דוד ווידרעוויטש	Moshe-Dovid Vidrevitsh	ווידרעוויטש, משה דוד					Male	moyt/lex/V/vidrevitsh-moshe-dovid-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3182	וויטיא וויקטאָראָוו (אַביגדור)	Vitya Viktorov	וויקטאָראָוו, ווייטיא (אביגדור),					Male	moyt/lex/V/viktorov-vitya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3183	הערמאַן ווילד	Herman Vild	ווילד, הערמאַן					Male	yt/lex/V/vild-herman.htm	Zylbercweig Leksikon fun Yidishn Teater	
3194	דוד וואָלענשטיין	David Volkenshteyn	וואָלקענשטיין, דוד		לבדוק בטרנסקריבוס! כנראה נשמטה ל	לתקן ב-DB	וואָלקענשטיין, דוד	Male	yt/lex/V/volkenshteyn-david.htm	Zylbercweig Leksikon fun Yidishn Teater	
3196	שמואל וואולמאַן	Shmuel Vulman	וואולמאַן, שמואל					Male	moyt/lex/V/vulman-shmuel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3210	יעקב וואַסערמאַן	Jakob Wasserman	וואַסערמאַן, יעקב					Male	moyt/lex/W/wasserman-jakob-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3214	הערי ווינבערג (אהרון)	Harry Weinberg	וויינבערג, הערי [אהרן]					Male	yt/lex/W/weinberg-harry-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
3215	הערמאַן ויינבּערג	Herman Weinberg	וויינבערג, הערמאַן					Male	yt/lex/W/weinberg-herman.htm	Zylbercweig Leksikon fun Yidishn Teater	
3216	קאַַרל וויינבערג (חיים הערבסט)	Karl Weinberg	וויינבערג, קאַרל [חיים הערבסט]		לבדוק אם אין כפילות			Male	yt/lex/W/weinberg-karl.htm	Zylbercweig Leksikon fun Yidishn Teater	
3217	משה ויינבּערג	Moshe Weinberg	וויינבערג, משה					Male	moyt/lex/W/weinberg-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3221	ברכה וויינער	Bracha Weiner	וויינער, ברכה					Female	yt/lex/W/weiner-bracha.htm	Zylbercweig Leksikon fun Yidishn Teater	
3223	שלמה וויינגאָלד (ספירידיאן, וואָיקא)	Shlomo Weingold	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]					Male	yt/lex/W/weingold-shlomo.htm	Zylbercweig Leksikon fun Yidishn Teater	
3226	יוסף וויינשעלבוים	Joseph Weinshelbaum	וויינשעלבוים, יוסף					Male	yt/lex/W/weinshelbaum-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater	
3228	טשאַרלז וויינשטיין	Charles Weinstein	וויינשטיין, טשאַרלז					Male	yt/lex/W/weinstein-charles.htm	Zylbercweig Leksikon fun Yidishn Teater	
3235	סאַלי וויינטרוייב	Sally Weintraub	וויינטרויב, סאַלי					Female	yt/lex/W/weintraub-sally.htm	Zylbercweig Leksikon fun Yidishn Teater	
3238	וו ווינטרויבּ	W. Weintraub	וויינטרויב, וו.					Male	yt/lex/W/weintraub-w.htm	Zylbercweig Leksikon fun Yidishn Teater	
3239	לאה ווינטרויבּ-גאַרף	Leah Weintraub-Graf	וויינטרויב-גראַף, לאה					Female	moyt/lex/W/weintraub-graf-leah-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3248	ווילהעלם ווייס	Wilhelm Weiss	ווייס, ווילהעלם					Male	yt/lex/W/weiss-wilhelm.htm	Zylbercweig Leksikon fun Yidishn Teater	
3250	רחל וויסבּערג	Rachel Weissberg	ווייסבערג, רחל					Female	moyt/lex/W/weissberg-rachel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3252	ישראל, וועליטשאַנסקי	Israel Welichansky	וועליטשאַנסקי, ישראל					Male	yt/lex/W/welichansky-israel-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
3254	לאהלע ווענדאָרף (וואַסערמאַן)	Leola Wendorff	ווענדאָרף, לאהלע [וואַסערמאַן]					Female	yt/lex/W/wendorff-leola.htm	Zylbercweig Leksikon fun Yidishn Teater	
3256	קלאַראַ וועטשטיין (נעכעלעס-בוקסענבוים)	Clara Wetstein	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]					Female	yt/lex/W/wetstein-clara.htm	Zylbercweig Leksikon fun Yidishn Teater	
3261	יעקב וויגאָדסקי דר.	Jacob Wigodski	ווייגאָדסקי, יעקב, דר.					Male	yt/lex/W/wigodski-jacob-dr.htm	Zylbercweig Leksikon fun Yidishn Teater	
3267		Max R. Wilner	ווילנער מאַקס					Male	yt/lex/W/wilner-max-r.htm	Zylbercweig Leksikon fun Yidishn Teater	
3285	אברהם-יצחק יאבלאנסקי (יאַבּלאָנקאָ)	Avraham-Yitzhak Yablonski	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]					Male	yt/lex/Y/yablonski-avraham-yitzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
3288	זלמן יאַכנעס	Zalmen Yakhnes	יאַכנעס, זלמן					Male	yt/lex/Y/yakhnes-zalmen.htm	Zylbercweig Leksikon fun Yidishn Teater	
3302		B. Yanpolski	יאַנפּאָלסקי, בּ.					Male	yt/lex/Y/yanpolski-b.htm	Zylbercweig Leksikon fun Yidishn Teater	
3309	ראָזאַ יערמאלינאַ, וויסמאַן (רחל יאַרמאָלינצער)	Rosa Yermolina-Veysman	יערמאָלינאַ=ווייסמאן, ראָזאַ [רחל יאַרמאָלינצער]					Female	yt/lex/Y/yermolina-veysman-rosa.htm	Zylbercweig Leksikon fun Yidishn Teater	
3313	יאקוב יאָפע	Yakov Yofe	לא מצאנו					Male	moyt/lex/Y/yofe-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3314	מאַלווינאַ יאׇלעם-גימפעל	Malvina Yoles-Gimpel	יאָלעס-גימפּעל, מאַלווינאַ					Female	moyt/lex/Y/yoles-gimpel-malvina-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3321	קלאַראַ יאָנג	Clara Young	יאָנג, קלאַראַ [חיה-ריסיע שפּיקאָליצער]					Female	yt/lex/Y/young-clara.htm	Zylbercweig Leksikon fun Yidishn Teater	
3324	ערנעסינע יונגווירט (קערנער)	Ernestine Yungvirt	יונגווירט, ערנעסטינע [קערנער]					Female	moyt/lex/Y/yungvirt-ernestine-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3325	לעאׇפאׇלד יונגווירט (פרץ)	Leopold Yungvirt	יונגווירט, לעאָפּאָלד (פרץ)					Male	moyt/lex/Y/yungvirt-leopold-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3357		Dov Zawadzki	זאַוואָדזקי, דוב					Male	moyt/lex/Z/zawadzki-dov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3361	בּעני זיידמאַן	Bennie Zeidman	זיידמאַן, בּעני					Male	yt/lex/Z/zeidman-bennie.htm	Zylbercweig Leksikon fun Yidishn Teater	
3363	משה זייפערט	Moshe Zeifert	זייפערט, משה					Male	yt/lex/Z/zeifert-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
3367	אַלעקסאַנדער זעלדין	Aleksander Zeldin	זעלדין, אַלעקסאַנדער					Male	yt/lex/Z/zeldin-aleksander.htm	Zylbercweig Leksikon fun Yidishn Teater	
3368	יאַקאָוו זעלדיטש	Yakov Zeldish	זעלדיטש יאקאוו					Male	moyt/lex/Z/zeldish-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3369	העלען זעלינסקאַיאַ	Helen Zelinskaya	זעלינסקאַיאָ, העלען					Female	yt/lex/Z/zelinskaya-helen.htm	Zylbercweig Leksikon fun Yidishn Teater	
3370		Leon Zelman	זעלמאַן, לעאָן					Male	moyt/lex/Z/zelman-leon-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3371	דזשעני זעלצער	Jennie Zeltser	זעלצער, דזשעני					Female	yt/lex/Z/zeltser-jennie.htm	Zylbercweig Leksikon fun Yidishn Teater	
3373	אברהם זעצער	Avraham Zetser	זעצער, אַברהם					Male	yt/lex/Z/zetser-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater	
3374	לעוו זעווין	Lev Zevin	זעווין, לעוו					Male	moyt/lex/Z/zevin-lev-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3375	אסתר זעווקינאַ (זעווקא)	Ester Zevkina	זעווקינאַ, אַסתר [זעווקאַ]					Female	yt/lex/Z/zevkina-ester.htm	Zylbercweig Leksikon fun Yidishn Teater	
3403	משה זילבורג	Moshe Zilburg	זילבורג, משה					Male	moyt/lex/Z/zilburg-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
3408		Gutsha Zinger	זינגער גוטשא					Female	yt/lex/Z/zinger-gutsha.htm	Zylbercweig Leksikon fun Yidishn Teater	
3409	יוסף זינגער	Yosef Zinger	זינגער, יוסף					Male	yt/lex/Z/zinger-yosef.htm	Zylbercweig Leksikon fun Yidishn Teater	
3413	יצחק יצחק	Yitzhak Ziser	זיסער, יצחק					Male	yt/lex/Z/ziser-yitzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
3414	וועראַ זיסמאַן	Vera Zisman	זיסמאַן, וועראַ					Female	yt/lex/Z/zisman-vera.htm	Zylbercweig Leksikon fun Yidishn Teater	
3415	יעקב זיזמאַָר	Yakov Zizmor	זיזמאָר יעקב					Male	yt/lex/Z/zizmor-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
3417	זעלדע זלאַטין	Zelda Zlatin	זלאַטין, זעלדע [הילדאַ שוואַרץ]					Female	yt/lex/Z/zlatin-zelda.htm	Zylbercweig Leksikon fun Yidishn Teater	
3421	יעקב זאַנשיין	Jakub Zonszajn	זאָנשיין, יעקב					Male	yt/lex/Z/zonszajn-jakub.htm	Zylbercweig Leksikon fun Yidishn Teater	
3422	זאָרין	[?] Zorin	זאָרין, [?]					Male		Zylbercweig Leksikon fun Yidishn Teater	
3425	חיה צוקערמאַן (מישינעווסקאַ קלאַראַ)	Khaya Zucker	צוקער, חיה  [קלאַראַ] [מישניעווסקאַ]					Female	yt/lex/Z/zucker-khaya.htm	Zylbercweig Leksikon fun Yidishn Teater	
3430	קלאַראַ צוקערמאַן (שטיינבערג)	Clara Zuckerman	צוקערמאַן, קלאַראַ [שטיינבערג]					Female	yt/lex/Z/zuckerman-clara.htm	Zylbercweig Leksikon fun Yidishn Teater	
3431	איזידאָר צוקערמאַן	Isidor Zuckerman	צוקערמאַן, איזידאָר					Male	yt/lex/Z/zuckerman-isidor.htm	Zylbercweig Leksikon fun Yidishn Teater	
3435	דאָראָטי צוויג (מאָשקאָוויטש)	Dorothy Zweig	צווייג, דאָראַטי [מאָשקאָוויטש]					Female	yt/lex/Z/zweig-dorothy.htm	Zylbercweig Leksikon fun Yidishn Teater	
3436	סעמיואל צווערלינג	Samuel Zwerling	צווערלינג, סעמיועל					Male	yt/lex/Z/zwerling-samuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
3442	וועלוול עהרענקראַנץ		זבאָרזשער, וועלוועל [בנימין וואָלף עהרענקראַנץ]	באַרזשער, וועלוועל	אפשרויות מרובות						
3443	"מרדכי מזא""ה"		מאז'ה, (מאַזאָ) מרדכי		לבדוק בטרנסקריבוס	לתקן ב-DB	מאז'ה, (מאַזאָ) מרדכי				
3444	יחיאל בוים		בוים יחיאָל		לבדוק בטרנסקריבוס	לתקן ב-DB תיקנתי בטרנסקריבוס	בוים יחיאל				
3445	זמרה זעליגפעלד		זעליגפעלד, זמרה		לבדוק בטרנסקריבוס		זעליגפעלד, זמרה				
3446	ליזאַ רייכעס		דייכעס לייזע								
3447	אַליאָשאַ שטיין (אליהו)		שטיין, אַליאָשאַ [אליהו]								
3448	שאַיעלע ראָטשיין		ראָטשיין, שאַיעלע								
3450	וולאַדיסלאַוו וויינטרויב		וויינטרויב, וולאַדיסלאָוו								
3452	ליובא לעוויצקאַ (זובלעוויצקאַ)		לעוויצקאַ, ליובאַ [זוכלעוויצקאַ]		לבדוק בטרנסקריבוס	לתקן ב-DB תיקנתי בטרנסקריבוס	לעוויצקאַ, ליובאַ [זובלעוויצקאַ]				
3453	משה געלקען		נעלקען, משה		לבדוק בטרנסקריבוס	לתקן ב-DB תיקנתי בטרנסקריבוס	געלקען, משה				
3455	יעקב מאַסערמאַן		לא מצאנו		אולי זה יעקב וואסעראן?						
3458	משה סקולניק		סקולניק, משה								
3465	בּעני זיידמאַן		זיידמאַן, בּעני								
3467	בּרכה בּאָוּמפעלד-קויפמאַן		טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן]								
3470	פערקויף (פידלער)		סאַמואילאָוו, אסתר (פּידלער, פערקויף]								
3471	מאַלי פערקויף		סאַמואילאָוו, מאַלווינאַ [מאַלי פערקויף]								
3478	פעני עפּשטיין		עפּשטיין, פעני וואַדיאַ								
3480	פּיאַט		לא מצאנו								
3485	ש. קאָזיניץ (שמואל-יצחק)		קאָזיניץ, ש. י (שמואל יצחק]								
3494	נַאַכאַלנִיק אורקע (יצחק פאַרבּעראָוויטש)		אורקע, נאָכאַלניק [יצחק פאַרבעראָוויטש]								
3499	יואל בּערגמאן		בערגמאַן, יואל								
3503	מאָטל גילינסקי (בּאַטקע)		גילינסקי, מאָטל (באַטקע)								
3505	הירש גרינשטיין		לא מצאנו								
3508	מאַניאַ דוליצקאיא		דוליצקאיא, מאניאַ,								
3509	אַסתר פערעלמאַן		לא מצאנו								
3511	בערנאַרד האַרט (בּער)		לא מצאנו		כרך 5 עמ׳ 83, דורש תיקון layout						
3513	איווא ווין (סיוועלע בּאָקשטיין)		ווין, איוואַ [סיוועלע באַקשטיין]								
3522	יאַנקל טרופיאנסקי (יעקב)		טרופּיאַנסקי, יאַנקל (יעקב)								
3523	סאָניאַ ליבגאָלד		לא מצאנו								
3527	חיים סאַנדלער (קאַפיטקא)		סאַנדלער חיים								
3528	צעשא סארנא (הירשפעלד, עליאַן)		סארנאַ, צעשאַ [הירשפעלד, עליאַן).								
3529	שייע עדעלמאַן		לא מצאנו								
3532	אידאַ ערוועסט (אייערוויס)		ערוועסט אידאַ [אייערווייס]								
3535	דאָראַ פאַקעל (דבורה)		פאַקעל, דאָראַ (דבורה)								
3538	מאָטל פראַנקענטאַל (מרדכי-נח)		פראַנקענטאַל, מ. (מרדכי נח]								
3539	פעליקס פרידמאַן (פישל)		פֿרידמאַן, פעליקס (פישל)								
3542	י.ב. צפּור (יצחק שטערקמאַן)		צפּור, י. ב. ד'ר [יצחק שטערקמאַן]								
3543	זוניע קאַהאַן		קאַפּלאַן, זוניע,								
3546	זישע קאַץ		קאַץ, זישע								
3547	אַלטער קאַציזנע (שלום)		קאַציזנע, אַלטער (שלום)								
3548	יצחק קאַצענעלזאָן (יחיאל)		קאַצענעלסאָן, יצחק[-יחיאָל]								
3556	פּסח קערמאַן (פּסחיה אַקערמאַן)		קערמאַן, פּסח [פתחיה אַקערמאַן]								
3559	ראמאן ראָזענטאַל		ראָזענטאַל, ראָמאַן								
3560	ישעיה ראָטשטיין (שאַיעלע)		לא מצאנו								
3563	הענריק שארא (שאַפּיראָ)		שאַראַ, הענריק [שאַפּיראָ]								
3564	אברהם שטאָקפעדער (משה)		שטאָקפעדער, אַברהם [משה]								
3565	שלמה שטאַרקמאַן		לא מצאנו								
3567	יצחק שיפּער (איגנאַץ)		שיפּער יצחק (איגנאַץ) דר.								
3572	בּעני אבּעלמאַן (בּרוך-משה)		אַבּעלמאַן, בעני [ברוך-משה]								
3586	יעקב שאַצקי		שאצקי, יעקב, דר.								
3589	דזשעימז מילער		מילער דזשעימז אַלבערט								
3591	לילי פיינמאַן (לאה)		לא מצאנו								
3604	עמאַ פינקעל (טאָמאַשעווסקי)		פינקעל, עמאַ [טאָמאַשעווסקי]								
3605	מישאַ פישזאָן (משה ראָסידמאַן)		פישזאָן, מישאַ [משה כאָסידמאַן]		check transkribus		פישזאָן, מישאַ [משה כאָסידמאַן]				
3619	רבקה מאַצקין-ראַקאָוו (נערה)		נערה [רבקה מאָצקין-ראַקאָוו]								
3620	יעקב שייפער (סופר)		שייפער יעקב [סופר]								
3621	פייפער שייקע		שייקע פֿייפער								
3624	קאַרל שראַמעק		לא מצאנו								
3625	יאַשאַ גלעזער		גלעזער יאַשאַ								
3626	יחיאל בּוים		בוים יחיאָל								
3627	לייב לאַנדוי		לאַנדוי, יהוּדה-לייבּ דר.								
3629	יונה ספּיוואַק		ספּיוואַק, יונה								
3630	ישראל ראָזענבּערג (רוסלאַנד)		ראָזענבערג, ישראל								
3631	י. בערנאַס		בערנאַס, י.								
3632	יצחק איטשל ברוינער (ברעונאר)		ברוינער [בראונער], יצחק, איטשל								
3633	דניאל פינקעלקרויט		פינקעלקרויט, דניאל								
3634	אברהם פישזאָן		פישזאָן, אַברהם								
3636	ש. פרייליך (ליטמאַן-געלטמאַן)		פֿרייליך, ש. [ליטמאן-געלטמאַן]								
3637	רעניאַ גליקמאַן (רבקה)		גליקמאַן, רעניאַ (רבקה)								
3638	ישעיה גוטמאַן		גוטמאָן ישעיה								
3639	יעקב גוזיק		גוזיק, יעקב								
3640	לייזער קאַלמאַנאָוויטש		קאָלמאַנאָוויטש, לייזער								
3641	אָסקאַר קאַרטאָשינסקי (אשר)		קאַרטאָזשינסקי, אָסקאַר [אשר]								
3642	שלמה-לייב קאַואַ		קאָוואַ, שלמה-לייב								
3643	חבל כץ		כץ, חבל								
3644	וויקטאָר כענקין (וולאַדימיר)		כענקין, וויקטאָר (וולאַדימיר)								
3645	איליא קאָריק		קאָריק, איליאַ								
3646	יעקב מעדוועדיעוו		מעדוועדיעוו, יעקב								
3647	מאַריאַ אָרסקאַ (מרים-רחל)		אַרסקאַ, מאַריאַ [מרים-רחל]								
3648	אייזיק ראָטמאַן		ראָטמאַן, אייזיק								
3649	ד. סטריזשעווסקי		סטריזשעווסקי, ד.								
3650	יעקב ציפקוס (ציפעס, יעקב זיידל)		ציפקוס יעקב [יעקב זיידל ציפּעס]								
3651	פאי זאַסלאַווסקי		זאַסלאַווסקי, פֿאי								
3652	ל. זשיטניצקי (פנחס אליעזר)		זשיטניצקי, ל. [פּנחס-אַליעזר]								
3655	יצחק פרידמאַן		פֿרידמאַן יצחק-אייזיק, הרב								
3656		Liza Fuks									
3657		J. K. Poznansky	לא מצאנו								
3658		Max Zeygermakher	לא מצאנו								
3659		Betty Frank	לא מצאנו								
3660		Bernard Bogart	לא מצאנו								
3661		Esther Elkin	לא מצאנו								
3662		Rabbi Yoshe Ber Soloveytshik	לא מצאנו								
3663		Lottie Groper	לא מצאנו								
3664		Abraham Groper									
3665		Mina Juvelier									
3666		Mendel Ritner									
3667		Yekhezkel Nomberg (Lodz rabbi)									
