mention_surface	source_sheet	occurrences	as_heading	alternative_heading	notes	match_method	matched_person_ids	n_matched	db_id	db_status
עטל	surnames	1.0	קאָווענסקאַ, עטל	גליקמאַן, עטל [גליק]		exact	P-7-facs_75_r_1	1	2149	ok
עלאַ	surnames	2.0	זיבּעל, עלאַ	זילבּערמאַן, עלאַ [זיגלער]		exact	P-1-facs_400_TextRegion_1710065342920_478	1	3385	ok
עלוויינג	surnames	2.0	עלווינג, בערנאָרד	עלווינג, ראָזאַ [דזשוליבער]		exact	P-2-facs_391_tr_1744366851	1	1570	ok
עלווינג	surnames	16.0	עלווינג, בערנאָרד	עלווינג, ראָזאַ [דזשוליבער]		exact	P-2-facs_391_tr_1744366851	1	1570	ok
עלווינגן	surnames	2.0	עלווינג, ראָזאַ [דזשוליבער]	עלווינג, בערנאָרד		exact	P-2-facs_392_tr_1744366849	1	1571	ok
עלווינגען	surnames	1.0	עלווינג, ראָזאַ [דזשוליבער]	עלווינג, בערנאָרד		exact	P-2-facs_392_tr_1744366849	1	1571	ok
עלזאָ	surnames	1.0	דאָרף, עלזאַ	עלזא		exact	P-1-facs_289_tr_1739714923	1	1512	ok
עליאַן	surnames	1.0	סארנאַ, צעשאַ [הירשפעלד, עליאַן).			exact	P-5-facs_114_tr_1733832736	1	3528	ok
עלמית	surnames	6.0	עלמית, ס. [סאָניאַ לובאָצקי]			exact	P-2-facs_394_tr_1744366847	1	1140	ok
עלקין	surnames	1.0	עלקין, מענדל	אַלקאָן, י [יהושע עלקין]		exact	P-2-facs_394_tr_1744366844	1	1567	ok
עלשטיין	surnames	1.0	עלשטיין אַברהם			exact	P-2-facs_396_tr_1744366839	1	1568	ok
עמאַ	surnames	3.0	דרייזינאַ, עמאַ	עמאַ שייווער		exact	P-1-facs_302_r	1	3464	ok
עמאַנועל	surnames	1.0	דעססער עמאַנועל	דעססער, עמאַנועל		exact	P-5-facs_171_tr_1736588917	1	1488	ok
עמיל	surnames	2.0	פֿרידעס, עמיל [אליהו]	גימפּעל, עמיל [שמואל מענדל]		exact	P-5-facs_195_tr_1736589072	1	1690	ok
ענטין	surnames	1.0	ענטין, יואל			exact	P-2-facs_397_r	1	1574	ok
עני	surnames	3.0	האָפמאַן-שניידער עני	זימאַן, עני	יש עוד אפשרויות	exact	P-1-facs_308_tr_1741260520	1	2019	ok
עפּלבערג	surnames	4.0	סקולער צבי			exact	P-2-facs_378_tr_1744366824	1	2869	ok
עפּעלבערג	surnames	10.0	עפּ[פ]עלבערג, העשל			exact	P-2-facs_399_tr_1744366849	1	1575	ok
עפּשטיין	surnames	7.0	עפשטיין, גרישאַ (יואל)			exact	P-2-facs_402_tr_1744366863	1	1580	ok
ערנא	surnames	1.0	זיגלער ערנא			exact	P-1-facs_401_TextRegion_1710065459895_541	1	3390	ok
פ'פֿיליפּעסקאָ	surnames	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט			exact	P-1-facs_132_tr_1740520964	1		no_db_alignment
פ.	surnames	4.0	מאָליי, פ. ה.	נוגער, א. פ.		exact	P-2-facs_217_r_4	1	2377	ok
פּאַולין	surnames	1.0	פֿאָגעלנעסט, פאולין [בענדער]	האָפמאַן, פאולין		exact	P-3-facs_315_tr_1756044901	1		no_db_alignment
פּאַולינאַ	surnames	2.0	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]			exact	P-1-facs_202_tr_1741260239	1	1831	ok
פּאַזנער	surnames	1.0	פאָזנער (יחיאל-) מאיר			exact	P-3-facs_17_tr_1752653009	1		no_db_alignment
פּאַלעי	surnames	2.0	פאַליי יאָהאַן (יונה)			exact	P-3-facs_29_tr_1752653006	1		no_db_alignment
פּאַסקעוויטש	surnames	1.0	פּאַסקעוויטש, דזשאַנעט	פּאַסקעוויטש, מאַלווינאַ		exact	P-3-facs_35_tr_1752653022	1		no_db_alignment
פּאָול	surnames	2.0	לימאַן, פאול [לייבאָוויטש]	פאול, יוסף		exact	P-6-facs_29_r_4	1	2306	ok
פּאָלאַנסקי	surnames	2.0	פאָלאנסקי, חיים			exact	P-3-facs_28_tr_1752653010	1		no_db_alignment
פּאָליאַ	surnames	6.0	אייזיק און פּאָליאַ פינקעלשטיין	אַש-אַווערבוך פּאָליאַ [פּעסיע זילבערשטיין]	יש עוד אפשרויות	exact	P-6-facs_663_r_1	1	3578	ok
פּאָליאַקעוויטש	surnames	2.0	פאָליאַקאָוו, אַהרן [פּאָליאַטשעק]			exact	P-3-facs_29_tr_1752653003	1		no_db_alignment
פּאָליאָקאָו	surnames	1.0	פאָליאַקאָוו, אַהרן [פּאָליאַטשעק]			exact	P-3-facs_29_tr_1752653003	1		no_db_alignment
פּיניע	surnames	2.0	זיגלבוים, פיניע	געדולד פיניע		exact	P-5-facs_242_tr_1739221237	1	3388	ok
פּיניעק	surnames	2.0	זיגלבוים, פיניע	געדולד פיניע		exact	P-5-facs_242_tr_1739221237	1	3388	ok
פּנחס	surnames	2.0	איזבעסקאָ, פינקוס [פּנחס איזבעסקי]	זשיטניצקי, ל. [פּנחס-אַליעזר]	יש עוד אפשרויות	exact	P-1-facs_41_tr_1740521073	1	2045	ok
פּסח	surnames	2.0	אַמאַטין, פּעטער [פּסח גאָלדבערג]	בורשטיין, פּסח		exact	P-1-facs_50_tr_1740521046	1	1144	ok
פּעפּי	surnames	1.0	ליטמאַן, פּעפּי [פּעשע קאַהאַנע]	אוריך, פּעפּי (פּערל]		exact	P-2-facs_135_tr_1744279191	1	2329	ok
פּערלמוטער	surnames	8.0	פערלמוטער, מרדכי			exact	P-3-facs_132_tr_1755157157	1		no_db_alignment
פּראָגער	surnames	7.0	פרעגער, יעקב			exact	P-3-facs_155_tr_1754213834	1		no_db_alignment
פּריביאגאַ	surnames	1.0	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]			exact	P-3-facs_147_tr_1754213828	1		no_db_alignment
פּריזאַמענט	surnames	3.0	היידען-פּריזאַמענט, גיזי			exact	P-4-facs_354_tr_1754998470	1	1996	ok
פּרייס	surnames	1.0	פּרייס, מיכאל			exact	P-3-facs_150_tr_1754213811	1		no_db_alignment
פּרץ	surnames	8.0	פרץ, יצחק לייבוש	יונגווירט, לעאָפּאָלד (פרץ)		exact	P-3-facs_160_tr_1755156219	1		no_db_alignment
פֿאַניאַ	surnames	1.0	ציפּקינאַ פאַניאַ			exact	P-5-facs_358_tr_1739221613	1	3110	ok
פֿאַרנעס	surnames	2.0	פאַרנעס, נייטאָן			exact	P-3-facs_36_r_5	1		no_db_alignment
פֿייגע	surnames	1.0	וויינטרויב, פֿרענציס [פייגע]			exact	P-1-facs_360_r_7_1	1	3232	ok
פֿייוול	surnames	2.0	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]			exact	P-1-facs_353_tr_1741260469	1	3242	ok
פֿעדער	surnames	1.0	אוריך, צילע [חיה צילע פעדער]	פעדער, אייזיק [פּעדאָרעסקו]		exact	P-5-facs_24_tr_1729945242	1		no_db_alignment
פאולינא	surnames	1.0	עדעלשטיין, פאולינאַ [פינקעלשטיין]			exact	P-2-facs_383_r_91	1	718	ok
פולווער	surnames	1.0	פולווער לעוו			exact	P-3-facs_37_tr_1752653028	1		no_db_alignment
פוקס	surnames	3.0	פוקס, רוזשע	אַבראַמאָוויטש, בינע [פוקס]		exact	P-5-facs_193_tr_1736589047	1	1713	ok
פיזשאַן	surnames	1.0	פישזאָן, מישאַ [משה כאָסידמאַן]	אַרקאַ, מאַניע [פישזאָן]		exact	P-4-facs_439_tr_1755030088	1	3605	ok
פיינמאַן	surnames	8.0	טשערניאַק, עני [פיינמאַן]	פיינמאַן, זיגמונד		exact	P-2-facs_61_tr_1744131352	1	1446	ok
פילאָפּעסקאַ	surnames	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט			exact	P-1-facs_132_tr_1740520964	1		no_db_alignment
פיליפּעסקאָ	surnames	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט			exact	P-1-facs_132_tr_1740520964	1		no_db_alignment
פינקל	surnames	8.0	פינקעל, אַליעזר-דוד	פינקעל, אַנעטא [שוואַרץ]	יש יותר מדי אפשרויות	exact	P-3-facs_279_tr_1755674208	1		no_db_alignment
פינקעל	surnames	6.0	פינקעל, אַליעזר-דוד	פינקעל, אַנעטא [שוואַרץ]	יש יותר מדי אפשרויות	exact	P-3-facs_279_tr_1755674208	1		no_db_alignment
פינקעלשטיין	surnames	8.0	פינקעלשטיין ישעיה מאיר			exact	P-6-facs_468_tr_1747930432	1	3592	ok
פינקעלשטיינען	surnames	1.0	שוואַרץ, אַדעלאַ [פינקעלשטיין]	אייזיק און פּאָליאַ פינקעלשטיין	יש עוד אפשרויות	exact	P-6-facs_58_r	1	2859	ok
פיקאָן	surnames	8.0	פּיקאָן, מאַלי			exact	P-3-facs_116_tr_1754820291	1		no_db_alignment
פישזאָן	surnames	110.0	פישזאָן, אַברהם	פישזאָן, מישאַ [משה כאָסידמאַן]		exact	P-7-facs_87_r	1	3634	ok
פישזאָניען	surnames	1.0	אַרקאַ, מאַניע [פישזאָן]	בראָגינסקאַ כינע [פישזאָן]		exact	P-1-facs_68_tr_1740521052	1	1172	ok
פישמאַן	surnames	3.0	פישמאַן, סילוויאַ	בעלאַ און יעקב פישמאַן	יש עוד אפשרויות	exact	P-3-facs_348_tr_1756107767	1		no_db_alignment
פישעלעוויטש	surnames	2.0	פישעלעוויטש, יצחק			exact	P-3-facs_320_tr_1756045941	1		no_db_alignment
פישער	surnames	1.0	פישער יעקב	פישער כאיע		exact	P-4-facs_330_tr_1754998396	1	1650	ok
פישקינד	surnames	5.0	פישקינד, אַברהם			exact	P-6-facs_237_tr_1747928923	1	3593	ok
פלאַפּאַן	surnames	1.0	פלאַפּאַן, יעקב			exact	P-7-facs_55_tr_1756359778	1	1665	ok
פלאָום	surnames	1.0	פלאָום, שרה			exact	P-6-facs_104_tr_1747825067	1		no_db_alignment
פלייסיגן	surnames	1.0	פלייסיג, [?]			exact	P-6-facs_602_tr_1747930276	1	1668	ok
פליישמאַן	surnames	1.0	פליישמאַן, מעני [מאיר]			exact	P-7-facs_53_r_4	1	1667	ok
פעדערעסקאָ	surnames	1.0	פעדער, אייזיק [פּעדאָרעסקו]			exact	P-6-facs_59_r_33	1	1620	ok
פעלאַ	surnames	1.0	שומסקי, פעלאַ [כור-לאַנצמאַן]	ביראָ, פעלאַ [פֿיינרייך]		exact	P-3-facs_275_tr_1755674168	1		no_db_alignment
פעלדמאַן	surnames	4.0	איריס, סאָניאַ [פעלדמאַן]	חקלאי [פעלדמאַן]		exact	P-1-facs_46_tr_1740521011	1	2039	ok
פעניגשטיין	surnames	4.0	פעניגשטיין, אַדאָלף			exact	P-6-facs_102_tr_1747825160	1	3594	ok
פרויקע	surnames	1.0	פֿאָדלובני פרויקע (אפרים)	סאָראָקיין פרויקע		exact	P-3-facs_15_tr_1752653017	1		no_db_alignment
פרישמאן	surnames	3.0	פרישמאַן, דוד			exact	P-6-facs_112_tr_1747825141	1	3628	ok
פרעגערן	surnames	1.0	פרעגער, יעקב			exact	P-3-facs_155_tr_1754213834	1		no_db_alignment
פרענציס	surnames	1.0	סינקאָף, פרענציס [שאַפּיראָ]			exact	P-2-facs_356_r	1		no_db_alignment
פרץ	surnames	71.0	פרץ, יצחק לייבוש		?	exact	P-3-facs_160_tr_1755156219	1		no_db_alignment
צבי	surnames	2.0	ביקעלס-שפּיצער, צבי דר.	דאַשעווסקי, צבי-הערש	יש עוד אפשרויות	exact	P-1-facs_98_tr_1740520997	1	1305	ok
צווייפעל	surnames	2.0	צווייבעל, לואיס			exact	P-6-facs_18_tr_1747746220	1	814	ok
צווערלינג	surnames	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]	צווערלינג, יעטאַ		exact	P-2-facs_231_tr_1744280785	1	2506	ok
צונזער	surnames	3.0	טאָמער צונזער, מרים (מיני)	צונזער, אליקום		exact	P-3-facs_269_tr_1755674195	1		no_db_alignment
צוקער	surnames	5.0	צוקער, חיה  [קלאַראַ] [מישניעווסקאַ]	צוקער, רעגינא [שוואַרצשטיין]		exact	P-7-facs_52_r_3	1	3425	ok
צוקערבערג	surnames	2.0	צוקערבערג, לעאָן (לייבל)	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]		exact	P-3-facs_330_tr_1756058354	1		no_db_alignment
צוקערמאַן	surnames	12.0	צוקערמאַן, איזידאָר	צוקערמאַן, לייזער		exact	P-7-facs_24_tr_1756894820	1	3431	ok
צייטלין	surnames	1.0	צייטלין, אהרן [-אליעזר]	צייטלין, אַלחנן		exact	P-4-facs_622_tr_1755030211	1	3364	ok
ציליע	surnames	1.0	לייבאָוויטש, ציליע	נייהויז, ציליע		exact	P-5-facs_333_tr_1739220896	1	2228	ok
צימבאַליסט	surnames	3.0	צימבאַליסט, קאָרל [עקיבאַ]			exact	P-5-facs_95_tr_1733059363	1	3405	ok
ציפּקוסעס	surnames	1.0	ציפקוס יעקב [יעקב זיידל ציפּעס]	גוטאָוויטש, מערי [מיליע ציפקוס]		exact	P-7-facs_14_r_5	1	3650	ok
ציפקוס	surnames	13.0	ציפקוס יעקב [יעקב זיידל ציפּעס]	ציפקוס, אַנעטאָ [איטע פּויגעל]		exact	P-7-facs_14_r_5	1	3650	ok
צירל	surnames	1.0	סוזאַן (צירל גאָלדענבערג]	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]		exact	P-2-facs_338_tr_1744365800	1	3040	ok
צירעלע	surnames	2.0	סוזאַן (צירל גאָלדענבערג]	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]		exact	P-2-facs_338_tr_1744365800	1	3040	ok
צלבה	surnames	1.0	לוּבאַרטאָווסקאַ, צלבה	לובאַרטאָווסקאַ, צלבה		exact	P-2-facs_114_tr_1744279200	1	2344	ok
צעדערבוים	surnames	5.0	לילית, אָליאַ [לאָליאַ צעדערבוים]			exact	P-2-facs_152_tr_1744279187	1	2303	ok
צעזאָר	surnames	1.0	גרינבערג, צעזאַר [בצלאַל]			exact	P-1-facs_283_tr_1741260236	1	741	ok
צעלמייסטער	surnames	10.0	צעלמייסטער דוד	דוד צעלמייסטער		exact	P-5-facs_508_tr_1739222135	1	3098	ok
צפּורה	surnames	1.0	אַבּעלמאַן, ציפּע (צפּורה)			exact	P-5-facs_557_tr_1739222011	1	1098	ok
ק.	surnames	4.0	קדיש [ק. כאַש]			exact	P-5-facs_100_tr_1733059460	1	3550	ok
קאַגאַן	surnames	1.0	גאָרעלאָוואָ-קאַגאָן, אַסתר	אַבראַמאָוו, א. [אַברהם קאַגאָן]		exact	P-6-facs_246_r	1	1870	ok
קאַדיסאָן	surnames	3.0	קאָדיסאָן, לייב [שוסטער]			exact	P-4-facs_360_tr_1754998576	1	3808	ok
קאַדיש	surnames	10.0	נחמה (ליפּשיץ-קאַדיש]			exact	P-2-facs_316_tr_1744365733	1	2550	ok
קאַדיש-כאַש	surnames	2.0	נחמה (ליפּשיץ-קאַדיש]			exact	P-2-facs_316_tr_1744365733	1	2550	ok
קאַהאַן	surnames	1.0	דזשעק קאַהאַן	קאַהאַן ישראל [אַברהם]	יש עוד אפשרויות	exact	P-4-facs_669_tr_1755030279	1		no_db_alignment
קאַהאַנע	surnames	2.0	קדיש [ק. כאַש]			exact	P-5-facs_100_tr_1733059460	1	3550	ok
קאַוואָרין	surnames	2.0	ליטמאַן, פּעפּי [פּעשע קאַהאַנע]			exact	P-2-facs_135_tr_1744279191	1	2329	ok
קאַליש	surnames	20.0	קאַליש, בערטאָ	קאַליש, לעאָן [לייב]		exact	P-4-facs_11_r	1	2068	ok
קאַלמאַנאָוויטש	surnames	14.0	קאַלמאַנאָוויטש, הערי			exact	P-4-facs_644_tr_1755030005	1	2070	ok
קאַלמאַנאָוויטשעס	surnames	2.0	קאַלמאַנאָוויטש, הערי			exact	P-4-facs_644_tr_1755030005	1	2070	ok
קאַמאָי	surnames	1.0	קאַמאי ישראל			exact	P-5-facs_213_tr_1739221759	1	2072	ok
קאַמינסקאַ	surnames	6.0	קאַמינסקאַ רעגינאַ			exact	P-6-facs_224_tr_1747929007	1	3612	ok
קאַמינסקאַס	surnames	1.0	קאַמינסקאַ רעגינאַ			exact	P-6-facs_224_tr_1747929007	1	3612	ok
קאַמינסקי	surnames	85.0	קאַמינסקאַ רעגינאַ	קאַמינסקי, אַברהם יצחק		exact	P-6-facs_224_tr_1747929007	1	3612	ok
קאַניעווסקאַ	surnames	7.0	קאַניעווסקי, אהרן			exact	P-4-facs_69_tr_1753681922	1	2074	ok
קאַניעווסקאַ-ברייטמאַן	surnames	2.0	קאַניעווסקי, אהרן			exact	P-4-facs_69_tr_1753681922	1	2074	ok
קאַניעווסקי	surnames	6.0	קאַניעווסקי, אהרן			exact	P-4-facs_69_tr_1753681922	1	2074	ok
קאַנעווסקין	surnames	1.0	קאַניעווסקי, אהרן			exact	P-4-facs_69_tr_1753681922	1	2074	ok
קאַנער	surnames	4.0	קאַנער לעאָפּאָלד [לייב]	קאַנער, שרה [פרילינג]		exact	P-4-facs_277_tr_1754998404	1	2076	ok
קאַנערס	surnames	1.0	קאַנער לעאָפּאָלד [לייב]	קאַנער, שרה [פרילינג]		exact	P-4-facs_277_tr_1754998404	1	2076	ok
קאַץ	surnames	2.0	בלייכמאַן, בעטי [ביילע קאַץ]	ווילענסקי, מערי [מרים קאַץ]	יש עוד אפשרויות	exact	P-1-facs_107_tr_1740521167	1	1325	ok
קאַציזנאַס	surnames	1.0	קאַציזנע, אַלטער (שלום)			exact	P-5-facs_460_tr_1739221038	1	3547	ok
קאַציזנע	surnames	2.0	קאַציזנע, אַלטער (שלום)			exact	P-5-facs_460_tr_1739221038	1	3547	ok
קאַציזנעס	surnames	1.0	קאַציזנע, אַלטער (שלום)			exact	P-5-facs_460_tr_1739221038	1	3547	ok
קאַצענעלזאָן	surnames	2.0	קאַצענעלסאָן, יצחק[-יחיאָל]			exact	P-5-facs_509_tr_1739221079	1	3548	ok
קאַצענעלסאָן	surnames	1.0	קאַצענעלסאָן, יצחק[-יחיאָל]			exact	P-5-facs_509_tr_1739221079	1	3548	ok
קאַצענעלענבאָגן	surnames	1.0	קאַצענעלענבאַגען, ש. י. (רש'י)			exact	P-6-facs_254_tr_1747928885	1		no_db_alignment
קאַרפּ	surnames	7.0	קאַרפּ, סאָפיע	קאַרפּ, מאַקס		exact	P-4-facs_92_r_1	1	723	ok
קאָברין	surnames	33.0	קאָברין [סעגאַל], פאַלינאַ	קאָברין, לעאָן		exact	P-4-facs_320_r_8	1	2128	ok
קאָברינס	surnames	1.0	קאָברין, לעאָן	קאָברין [סעגאַל], פאַלינאַ		exact	P-4-facs_279_tr_1754998499	1	975	ok
קאָגוט	surnames	1.0	קאָגוט, אייב			exact	P-4-facs_321_tr_1754998460	1	2130	ok
קאָהן	surnames	1.0	מאָריסאָן, מאָריטץ [משה קאָהן]	קאָהן, דזשייקעלע [יעקב]		exact	P-2-facs_232_tr_1744280746	1	842	ok
קאָוואַלסקי	surnames	1.0	קאָוואָלסקי, מתתיהן			exact	P-4-facs_99_r_2	1	2148	ok
קאָזיניץ	surnames	1.0	קאָזיניץ, ש. י (שמואל יצחק]			exact	P-4-facs_373_tr_1755030160	1	3485	ok
קאָליך	surnames	8.0	קאָליך, יעקב			exact	P-4-facs_616_tr_1755029946	1	922	ok
קאָמפּאַניעעץס	surnames	1.0	קאָמפּאַנעיעץ, מאַקס [מרדכי, מאָטעק]	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]		exact	P-4-facs_141_tr_1754377601	1	2133	ok
קאָמפּאַנעיעץ	surnames	57.0	קאָמפּאַנעיעץ, מאַקס [מרדכי, מאָטעק]	קאָמפּאַנעעץ, ישראל		exact	P-4-facs_141_tr_1754377601	1	2133	ok
