source_sheet	volume	xml_id	heading	index_unmatched	extras
Volume 2 Align	2.0	facs_84_tr_1744131380	יערמאָלינאַ=ווייסמאן, ראָזאַ [רחל יאַרמאָלינצער]		
Volume 2 Align	2.0	facs_84_r_1	יתום, לינקע (ליבּע)		יתום, לינקע )ליבּע( 259:2
Volume 2 Align	2.0	facs_85_tr_1744131373	כאַווינאַ, ליזאַ [לאהקע חאַווין-מידע]		כאַווינאַ, ליזאַ )לאהקע חאַווין-מידע( 359:2
Volume 2 Align	2.0	facs_85_tr_1744131379	כאַזאַק, טויביע		כאַזאַק, טויביע 359:2
Volume 2 Align	2.0	facs_85_r	כאַליף, א.		כאַליף, א. 359:2
Volume 2 Align	2.0	facs_85_tr_1744131380	כאַראַז, לעאָן		כאַראַז, לעאָן 459:2
Volume 2 Align	2.0	facs_86_tr_1744131442	כַהַן, צבי		כִַּÅהַן, צבי 559:2
Volume 2 Align	2.0	facs_86_tr_1744131445	כּץ, איזאַק		כּץ, איזאַק 559:2
Volume 2 Align	2.0	facs_86_tr_1744131447	כריסטעסקאָ פּראָפיראַ קאָנסטאַנטינאָוואַ [קריסטערמאַן]		
Volume 2 Align	2.0	facs_87_tr_1744131446	לאָבּעל, מאַלווינאַ [טרייטלער]		לאָבּעל, מאַלווינאַ )טרייטלער( 759:2
Volume 2 Align	2.0	facs_87_tr_1744131445	לאָבּעל, סאָלאָמאָן [לייבעל]		לאָבּעל, סאָלאָמאָן )לייבּעל( 859:2
Volume 2 Align	2.0	facs_87_r_8	לאַגער אהרן		לאַגער, אהרן 859:2
Volume 2 Align	2.0	facs_88_tr_1744131404	לאָהנפעלד, סעמיוּעל		לאָהנפעלד, סעמיוּעל 959:2
Volume 2 Align	2.0	facs_88_tr_1744131405	לאַוויץ, פּעפּי [פלפּול]		לאַוויץ, פּעפּי )פּלפּוּל( 069:2
Volume 2 Align	2.0	facs_89_r_6	לאַווענדאַ, פּנחס		לאַווענדאַ, פּנחס 169:2
Volume 2 Align	2.0	facs_89_tr_1744131429	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]		לאַזאַר-אינגאַרד, חנה )ראַקאָווער( 269:2
Volume 2 Align	2.0	facs_89_tr_1744131435	לאַזאַראָוו, עליאַס [אַליעזר שאַפיר]		לאַזאַראָוו, עליאַס )אליעזר שאַפיר( 269:2
Volume 2 Align	2.0	facs_89_tr_1744131436	לאַזאַראָוו, פֿייגע [קריניצאַיאַ]		לאַזאַראָוו, פייגע )קריניצאַיאַ( 269:2
Volume 2 Align	2.0	facs_90_tr_1744131429	לאַטאָוויטש, בערטאַ [ביילע גורעוויטש]		לאַטאָוויטש, בּערטאַ )בּיילע גוּרעוויטש( 369:2
Volume 2 Align	2.0	facs_90_tr_1744131434	לאַטאָוויטש, יצחק		לאַטאָוויטש, יצחק 369:2
Volume 2 Align	2.0	facs_90_tr_1744131418	לאַטיינער איזעלאַ [גיטעלע פינקעלשטיין]		
Volume 2 Align	2.0	facs_90_tr_1744131428	לאַטיינער יאָזעף		לאַטיינער, יאָזעף 469:2
Volume 2 Align	2.0	facs_104_r	לאַכטינגער, הענרי		
Volume 2 Align	2.0	facs_104_r_4	לאַמפּע, מאָריס		
Volume 2 Align	2.0	facs_105_r_6	לאַנג, ה.		לאַנג, ה. 399:2
Volume 2 Align	2.0	facs_105_tr_1744279219	לאַנגסנער, קלאַראַ		לאַנגסנער, קלאַראַ 499:2
Volume 2 Align	2.0	facs_106_r_4	לאַנדאָ, יחיאל		לאַנדאָ, יחיאל 599:2
Volume 2 Align	2.0	facs_106_tr_1744279088	לאַנדאָ, שרה		לאַנדאָ, שרה 699:2
Volume 2 Align	2.0	facs_106_tr_1744279090	לאָנדאָן, בּצלאל		לאָנדאָן, בצלאל 699:2
Volume 2 Align	2.0	facs_106_tr_1744279091	לאַנדוואָרטה, הענרי מאָריס דר. [משה-חיים לאַנדווירט]		לאַנדוואָרטה, הענרי מאָריס, דר. 699:2
Volume 2 Align	2.0	facs_107_r_2	לאַנדוי, זישע		לאַנדוי, זישע 799:2
Volume 2 Align	2.0	facs_107_r_4	לאַנדוי, חיה		לאַנדוי, חיה 799:2
Volume 2 Align	2.0	facs_107_tr_1744279110	לאַנדוי, יהוּדה-לייבּ דר.		לאַנדוי, יהוּדה-לייבּ, דר. 899:2
Volume 2 Align	2.0	facs_108_tr_1744279182	לאַנדוי-קלעקוי, משה		לאַנדוי-קלעקוי, משה 999:2
Volume 2 Align	2.0	facs_108_tr_1744279190	לאַנדמאַן, דר.		לאַנדמאַן, דר. 0001:2
Volume 2 Align	2.0	facs_108_tr_1744279196	לאַנדמאַן, הערי		לאַנדמאַן, הערי 0001:2
Volume 2 Align	2.0	facs_109_r_2	לאַנדסמאַן, זילע		לאַנדסמאַן, זילע 1001:2
Volume 2 Align	2.0	facs_109_r_6	לאַנדעס, לעאָנאַרד דר.		לאַנדעס, לערָנאַרד, דר. 1001:2
Volume 2 Align	2.0	facs_109_tr_1744279133	לאַנצמאַן, זקן זרח-פּלטיאל		לאַנצמאַן, זקן זרח-פּלטיאל 2001:2
Volume 2 Align	2.0	facs_109_r_8	לאַנצמאַן, פעלאַ		
Volume 2 Align	2.0	facs_109_tr_1744279123	לאָסטער הערמאַן		לאַסטער, הערמאַן 2001:2
Volume 2 Align	2.0	facs_110_tr_1744279157	לאַסקאַ, בּראָניאַ		לאַסקאַ, בּראָניאַ 3001:2
Volume 2 Align	2.0	facs_110_tr_1744279156	לאַסקאָווסקי, פיליפּ		לאַסקאָווסקי, פיליפּ 4001:2
Volume 2 Align	2.0	facs_111_tr_1744279146	לאַסקי, מאַקס		לאַסקי, מאַקס 5001:2
Volume 2 Align	2.0	facs_111_tr_1744279149	לאַפּיס-וואָלקענשטיין ריווקע [ריטע לילינאַ]		
Volume 2 Align	2.0	facs_111_tr_1744279150	לאַקס, אַברהם		לאַקס, אברהם 6001:2
Volume 2 Align	2.0	facs_111_tr_1744279142	לאַקס, יצחק		לאַקס, יצחק 6001:2
Volume 2 Align	2.0	facs_112_tr_1744279073	לאַקסער, סאַבּינאַ (שרה)		לאַקסער, סאַבּינאַ )שרה( 7001:2
Volume 2 Align	2.0	facs_112_tr_1744279063	לאַרעס, יהודית [רבקה חאַנענזאָהן]		לאַרעס, יהוּדית )רבקה חאַנענזאָהן( 8001:2
Volume 2 Align	2.0	facs_113_tr_1744279135	לאַשקאָווסקאַ, רעגינאַ		
Volume 2 Align	2.0	facs_113_r_30	לוּאי, דוד		
Volume 2 Align	2.0	facs_114_tr_1744279202	לוּבאָצקי, יעקב		לוּבּאָצקי, יעקב 1101:2
Volume 2 Align	2.0	facs_114_tr_1744279200	לוּבאַרטאָווסקאַ, צלבה		
Volume 2 Align	2.0	facs_114_tr_1744279198	לוּבאַרטאָווסקאָ, רעגינאַ (רבקה)		לובּאַרטאָווסקאַ, רעגינאַ )רבקה( 2101:2
Volume 2 Align	2.0	facs_115_tr_1744279175	לוּבּין, הערי [הערשל לויגזאַלץ]		לוּבּין, הערי )הערשל לויגזאַלץ( 3101:2
Volume 2 Align	2.0	facs_115_tr_1744279180	לוּבּין, עני [הענדזשיאַ לוּבניאָק]		לוּבּין, עני )הענדזשיאַ לוּבּמיאַק( 3101:2
Volume 2 Align	2.0	facs_115_tr_1744279181	לובריצקי, אייזיק-יאַנקעל		לוּבּריצקי, אייזיק-יאַנקעל 4101:2
Volume 2 Align	2.0	facs_115_tr_1744279184	לובריצקי, גאָלדע		לוּבּריצקי, גאָלדע 4101:2
Volume 2 Align	2.0	facs_116_tr_1744279129	לובריצקי, דעיוו (דוד)		לוּבּריצקי, דעיוו )דוד( 5101:2
Volume 2 Align	2.0	facs_116_tr_1744279128	לובּריצקי, פעני		לוּבּריצקי, פעני 6101:2
Volume 2 Align	2.0	facs_116_tr_1744279120	לודוויק, סעם		לוּדוויק, סעם 6101:2
Volume 2 Align	2.0	facs_117_tr_1744279199	לויטער, עפראים		לויטער, עפראים 7101:2
Volume 2 Align	2.0	facs_118_r_1	לוּמעט, ברוּך		לוּמעט, בּרוך 9101:2
Volume 2 Align	2.0	facs_118_r_6	לוּפטיג, שלמה		לוּפטיג, שלמה 0201:2
Volume 2 Align	2.0	facs_119_tr_1744279142	לוּקאָווסקי, הערש		לוּקאָווסקי, הערש 1201:2
Volume 2 Align	2.0	facs_119_tr_1744279141	לוקאַטשער, חיים-שמואל		
Volume 2 Align	2.0	facs_119_tr_1744279143	לוּריע, אַרן		לוּריע, אַרן 1201:2
Volume 2 Align	2.0	facs_119_tr_1744279140	ליאָוו, לעאָ (משה-לייב)		ליאָוו, לעאָ )משה-לייבּ( 2201:2
Volume 2 Align	2.0	facs_120_tr_1744279168	ליאַמפּערט, שמוּאל		ליאַמפּערט, שמוּאל 4201:2
Volume 2 Align	2.0	facs_121_tr_1744279182	ליבּגאָלד בּאַסיע		
Volume 2 Align	2.0	facs_121_r	ליבּגאָלד, זלמן		
Volume 2 Align	2.0	facs_121_tr_1744279183	ליבּגאָלד, זעליג		ליבגאָלד, זעליג 5201:2
Volume 2 Align	2.0	facs_121_tr_1744279175	ליבּין, ז. [ישראל-זלמן הוּרוויטש]		ליבּין, ז. )ישראל-זלמן הירוויטש( 6201:2
Volume 2 Align	2.0	facs_127_tr_1744279075	ליבּליך, מאָריץ (יצחק-משה)		ליבּליך, מאָריץ )יצחק-משה( 8301:2
Volume 2 Align	2.0	facs_128_tr_1744279151	ליבּמאַן, פּאול [איצקאָווסקי]		ליבּמאַן, פּאוּל )איצקאָווסקי( 9301:2
Volume 2 Align	2.0	facs_128_tr_1744279152	ליבּער, בּנציון דר.		ליבּער, בּנציון, דר. 9301:2
Volume 2 Align	2.0	facs_128_tr_1744279149	ליבּערט, יאַנקעוו		ליבּערט, יאַנקעוו 0401:2
Volume 2 Align	2.0	facs_129_tr_1744279177	ליבערט, מענוּכאַ		ליבּערט, מענוּכאַ 1401:2
Volume 2 Align	2.0	facs_129_r_4	ליבּערמאַן, אברהם		
Volume 2 Align	2.0	facs_129_tr_1744279180	ליבּערמאַן, משה		ליבערמאַן, משה 1401:2
Volume 2 Align	2.0	facs_129_tr_1744279170	ליבּרעסקאָ, יצחק [ליבּער]		ליבּרעסקאָ, יצחק )ליבּער( 2401:2
Volume 2 Align	2.0	facs_131_tr_1744279096	"""לידאַ"" [לאָדזער יידישע דראַמאַטישע אַקטיאָרן]"		
Volume 2 Align	2.0	facs_132_tr_1744279065	לידין, בּ. [אליהו-ברוך ליוועראַנט]		
Volume 2 Align	2.0	facs_132_tr_1744279070	ליודנער, סעם (שמוּאל)		ליוּדנער, סעם )שמוּאל( 8401:2
Volume 2 Align	2.0	facs_132_tr_1744279073	ליוויי, יוּליוּס		ליוויי, יוּליוּס 8401:2
Volume 2 Align	2.0	facs_133_tr_1744279136	ליוויי, מאַקס		ליוויי, מאַקס 9401:2
Volume 2 Align	2.0	facs_133_tr_1744279145	ליטאן, עני [חנה ליפּמאַן]		ליטאן, עני )חנה ליפּמאַן( 9401:2
Volume 2 Align	2.0	facs_133_tr_1744279149	ליטוואַקאָוו, מוישע		ליטוואַקאָוו, מוישע 0501:2
Volume 2 Align	2.0	facs_134_tr_1744279145	ליטווינאַ-ווייסהאָף, בערטאַ		ליטווינאַ-ווייסהאָף, בּערטאַ 1501:2
Volume 2 Align	2.0	facs_134_tr_1744279151	ליטווינאָוו, ל. [לייב גורעוויטש]		ליטווינאָוו, ל. )לייבּ גוּרעוויטש( 1501:2
Volume 2 Align	2.0	facs_134_tr_1744279148	ליטמאַן, אַברהם		ליטמאַן, אברהם 2501:2
Volume 2 Align	2.0	facs_135_tr_1744279211	ליטמאַן, יעטאַ [זילבּערמאַן]		ליטמאַן, יעטאַ )זילבּערמאַן( 4501:2
Volume 2 Align	2.0	facs_135_tr_1744279197	ליטמאַן, יעקב		ליטמאַן, יעקב 4501:2
Volume 2 Align	2.0	facs_135_tr_1744279191	ליטמאַן, פּעפּי [פּעשע קאַהאַנע]		ליטמאַן, פּעפּי )פּעשע קאַהאַנע( 4501:2
Volume 2 Align	2.0	facs_137_tr_1744279159	לייבּאָוויטש, דוד		לייבּאָוויטש, דוד 7501:2
Volume 2 Align	2.0	facs_137_tr_1744279152	לייבּאָוויטש, רייטשעל		לייבּאָוויטש, רייטשעל 7501:2
Volume 2 Align	2.0	facs_137_r_4	לייבּל, דניאל		לייבּל, דניאל 7501:2
Volume 2 Align	2.0	facs_137_r_6	לייבּנער דזש. (שניאור-זלמן)		לייבּנער, דזש. )שניאוּר-זלמן( 8501:2
Volume 2 Align	2.0	facs_138_tr_1744279171	לייוויק, ה. [לייוויק האַלפּער]		לייוויק, ה. )לייוויק האַלפּער( 9501:2
Volume 2 Align	2.0	facs_146_tr_1744279102	לייפּציקער, מאַרק		
Volume 2 Align	2.0	facs_147_tr_1744279083	ליכט, דוד [דניאל פרענקל]		ליכט, דוד )דניאל פרענקל( 7701:2
Volume 2 Align	2.0	facs_147_tr_1744279089	ליכט, סידני		ליכט, סידני 7701:2
Volume 2 Align	2.0	facs_147_tr_1744279091	ליכטענשטיין, משה		ליכטענשטיין, משה 8701:2
Volume 2 Align	2.0	facs_148_r	ליליען, איזידאָר		ליליען, איזידאָר 9701:2
Volume 2 Align	2.0	facs_150_tr_1744279160	ליליענבלום, משה-לייב		ליליענבּלום, משה-לייבּ 4801:2
Volume 2 Align	2.0	facs_152_tr_1744279180	ליליפּוט [גבריאל-הירש קרעטשמער]		ליליפּוט )גבריאל-הירש קרעטשמער( 7801:2
Volume 2 Align	2.0	facs_152_tr_1744279187	לילית, אָליאַ [לאָליאַ צעדערבוים]		לילית, אָליאַ )לאָליאַ צעדערבּוים( 8801:2
Volume 2 Align	2.0	facs_153_tr_1744279063	לימאָן, בּיניאַמין		לימאַן, בּיניאַמין 0901:2
Volume 2 Align	2.0	facs_153_tr_1744279072	לינדענפעלד, שלמה		לינדענפעלד, שלמה 0901:2
Volume 2 Align	2.0	facs_154_r	לינדער, נ. בּ. [נתן בּלינדער]		לינדער, נ. בּ. )נתן בּלינדער( 2901:2
Volume 2 Align	2.0	facs_154_tr_1744279071	ליניעצקי, יצחק-יואל		לינעיצקי, יצחק-יואל 2901:2
Volume 2 Align	2.0	facs_156_tr_1744279145	לינעצקי		לינעצקי 6901:2
Volume 2 Align	2.0	facs_156_tr_1744279160	לינק, אַדאָלף		
Volume 2 Align	2.0	facs_156_r_1	ליסאַק, מאַלקע		ליסאַק, מאַלקע 6901:2
Volume 2 Align	2.0	facs_157_r	ליפּאָוויעצקי, אברהם		ליפּאָוויצקי, אברהם 7901:2
Volume 2 Align	2.0	facs_157_r_4	ליפּאָוויעצקי, מרים		
Volume 2 Align	2.0	facs_157_r_3	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
Volume 2 Align	2.0	facs_157_tr_1744279097	ליפּאָווסקי, נחוּם		ליפּאָווסקי, נחוּם 8901:2
Volume 2 Align	2.0	facs_160_tr_1744279178	ליפּאָווסקי, סאַשאַ [שמחה זשעלאַזאָ]		
Volume 2 Align	2.0	facs_160_r_6	ליפּינסקי, יצחק		ליפּינסקי, יצחק 4011:2
Volume 2 Align	2.0	facs_161_tr_1744279094	ליפּמאַן, משה		ליפּמאַן, משה 5011:2
Volume 2 Align	2.0	facs_161_tr_1744279095	ליפּמאַן, נאַטאַליאַ [נייטשע עלבּוים]		ליפּמאַן, נאַטאַליאַ )נייטשע עלבּוים( 6011:2
Volume 2 Align	2.0	facs_161_tr_1744279088	ליפּסאָן, מ. [מרדכי יאַוואָראָווסקי]		ליפּסאָן, מ. )מרדכי יאַוואָראָווסקי( 6011:2
Volume 2 Align	2.0	facs_162_r_2	ליפּצין, וואָלאָדיאַ		ליפּצין, וואָלאָדיאַ 7011:2
Volume 2 Align	2.0	facs_162_tr_1744279207	ליפּצין, סיליע [פּעקער]		ליפּצין, סיליע )פּעקער( 7011:2
Volume 2 Align	2.0	facs_162_tr_1744279209	ליפּצין, קעני [קריינע סאָניעס, סאַכאַר]		
Volume 2 Align	2.0	facs_172_tr_1744279164	ליפשיץ, האָדע		ליפּשיץ, האָדע 7211:2
Volume 2 Align	2.0	facs_172_r_16	ליפשיץ, יחזקאָל דר.		ליפּשיץ, יחזקאל, דר. 8211:2
Volume 2 Align	2.0	facs_173_tr_1744279073	ליפשיץ, יצחק		ליפּשיץ, יצחק 9211:2
Volume 2 Align	2.0	facs_173_r_2	ליפשיץ, מיריאָם [שומסקי]		
Volume 2 Align	2.0	facs_173_tr_1744279070	ליפשיץ [ליוושיץ], משה		ליפּשיץ )ליוושיץ(, משה 0311:2
Volume 2 Align	2.0	facs_174_r_20	לעאָנעסקאָ, וואַמפּיראַ		
Volume 2 Align	2.0	facs_174_r_16	לעבעדיגער דער [חיים גוטמאַן]		לעבּעדיגער, דער )חיים גוּטמאַן( 2311:2
Volume 2 Align	2.0	facs_175_tr_1744279183	לעבעדיעוו, אהרן		לעבּעדיעוו, אַהרן 3311:2
Volume 2 Align	2.0	facs_176_tr_1744279118	לעבעדיעוו, וויעראַ [רבקה שעכטמאַן]		לעבּעדיעוו, וויעראַ )רבקה שעכטמאַן( 5311:2
Volume 2 Align	2.0	facs_176_r_4	לדערמאַן, דוד		לעדערמאַן, דוד 6311:2
Volume 2 Align	2.0	facs_177_tr_1744279204	לערמאַן, העני		לעהמאַן, העני 7311:2
Volume 2 Align	2.0	facs_177_tr_1744279199	לערער אַדאָלף (אהרן)		לעהרער, אַדאָלף )אהרן( 7311:2
Volume 2 Align	2.0	facs_177_tr_1744279201	לערער זלמן		לעהרער, זלמן 8311:2
Volume 2 Align	2.0	facs_177_r_2	לעוואנדאָ פֿייגע [לעווין]		לעוואַנדאָ, פייגע )לעווין( 8311:2
Volume 2 Align	2.0	facs_178_tr_1744279111	לעווי זשאַק		
Volume 2 Align	2.0	facs_178_r_2	לעווי מאַקס		
Volume 2 Align	2.0	facs_178_r_5	לעוויט, מאָריס דר. מאיר-לייב לעוויצקי]		
Volume 2 Align	2.0	facs_179_tr_1744279074	לעוויטאָס, זשעני		לעוויטאַס, זשעני 1411:2
Volume 2 Align	2.0	facs_179_r	לעווין, אַברהם		
Volume 2 Align	2.0	facs_179_tr_1744279081	לעווין, אַננאַ [לעווענשטיין]		לעווין, אַננאַ )לעווענשטיין( 2411:2
Volume 2 Align	2.0	facs_180_tr_1744279174	לעווין, דוד		לעווין, דוד 3411:2
Volume 2 Align	2.0	facs_180_tr_1744279176	לעווין, הערי (הערשל)		לעווין, הערי )הערשל( 3411:2
Volume 2 Align	2.0	facs_180_r_2	לעווין, ז.		לעווין, ז. 4411:2
Volume 2 Align	2.0	facs_181_r_8	לעווין, חנה		
Volume 2 Align	2.0	facs_182_r_4	לעווין, לוסי (ליבע)		לעווין, לוּסי )ליבּע( 7411:2
Volume 2 Align	2.0	facs_182_tr_1744279063	לעווין, נייטאן		לעווין, נייטאַן 8411:2
Volume 2 Align	2.0	facs_182_tr_1744279093	לעווין, שמואל		לעווין, שמוּאל 8411:2
Volume 2 Align	2.0	facs_183_tr_1744279136	לעווינזאָן, לודווייג (אַריה-לייב)		לעווינזאָן, לוּדוויג )אריה-לייבּ( 9411:2
Volume 2 Align	2.0	facs_185_tr_1744279134	לעווינסאָן, אַברהם		לעווינסאָן, אברהם 3511:2
Volume 2 Align	2.0	facs_185_r_8	לעוונער, גרשון-חיים		לעוונער, גרשון-חיים 4511:2
Volume 2 Align	2.0	facs_186_tr_1744279126	לעוועבראָווסקי, אַברהם		לעוועבּראָווסקי, אברהם 5511:2
