hub_id	canonical_heading	n_entries	n_db_rows	n_surfaces	entry_person_ids	db_ids	volumes	birth_date	death_date	evidence	pending_drafts	multi_db	non_person	top_surfaces
HUB-D1000	בלאַנק לעאָן	1	1	6	P-1-facs_102_r_9	1000	1	1867		ra_align	0	0	0	לעאָן בלאַנק|בלאַנק|לאָן בלאַנק|לעאָ בלאַנק|ל. בלאַנק
HUB-D1005	זיידערמאַן, דוד	1	1	1	P-5-facs_64_tr_1733059339	1005	5	1895-02-12	1943-11-03	ra_align	0	0	0	דוד זיידערמאַן
HUB-D1019	קאָמפּאַנעעץ, אַבא	1	1	3	P-6-facs_291_tr_1747928923	1019	6	1870	1946-08-13	ra_align	0	0	0	אַבאַ קאָמפּאַנעעץ|א. קאָמפּאַנעעץ|אבאַ קאָמפּאַנעיעץ
HUB-D1026	שאָר [שור], משה	1	1	1	P-4-facs_123_tr_1753936429	1026	4	1872-04-11	1949-09-28	ra_align	0	0	0	משה שאָר
HUB-D1050	וויינטרויב-גראַף, לאה	1	1	0	P-5-facs_178_tr_1736588957	1050	5	1888-09-10		ra_align	0	0	0	
HUB-D1053	וויינשטאָק, סאָפיע [פֿרידמאַן]	1	1	1	P-1-facs_362_TextRegion_1710853984376_412	1053	1	1866		ra_align	0	0	0	פּעפּי (פּערל)
HUB-D1060	זייפערט, משה	1	1	2	P-1-facs_402_tr_1739715076	1060	1	1851-05-02	1922-02-07	human_align	0	0	0	משה זייפערט|זייפערט
HUB-D1071	רייז, בנימין חיים	1	1	0	P-6-facs_97_tr_1747746189	1071	6	1863-01-03	1933-11-23	ra_align	0	0	0	
HUB-D1072	פֿיינשטיין, הערמאַן (צבי-חיים)	1	1	2	P-6-facs_101_tr_1747825157	1072	6	1861-01-26	1937-06-29	human_align	0	0	0	הערמאַן פֿיינשטיין|הערמאַן פענינשטיין
HUB-D1075	זינגער, פישל	1	1	2	P-1-facs_412_TextRegion_1710153704955_46	1075	1	1887-09-04		ra_align	0	0	0	פֿישל זינגער|פישל זיניער
HUB-D1086	עפּשטיין, פעני וואַדיאַ	1	1	2	P-2-facs_404_tr_1744366806	1086	2	1868	1913-02-08	ra_align	0	0	0	פעני וואַדיאַ עפּשטיין|פעני עפּשטיין
HUB-D1096	אַבּדול	1	1	0	P-1-facs_17_tr_1713546856	1096	1			ra_align	0	0	0	
HUB-D1097	אַבּעלמאַן, מרדכי	1	1	0	P-7-facs_74_tr_1757228890	1097	7	1909-05-25	1969-12-02	ra_align	0	0	0	
HUB-D1098	אַבּעלמאַן, ציפּע (צפּורה)	1	1	1	P-5-facs_557_tr_1739222011	1098	5			ra_align	0	0	0	צפּורה
HUB-D1099	אַבּעלסאָן, בן-ציון	1	1	0	P-5-facs_359_tr_1739221250	1099	5		1941	ra_align	0	0	0	
HUB-D1100	אַבּערמאן, יצחק [האַבער]	1	1	1	P-1-facs_17_tr_1713546853	1100	1	1882-10-07		ra_align	0	0	0	אַבראַמען
HUB-D1101	אָבראַגאַם ידאָ [פעלטענשטיין]	1	1	0	P-1-facs_18_r_8_1	1101	1	1884-07-30		ra_align	0	0	0	
HUB-D1102	אַבראַמאָוו, א. [אַברהם קאַגאָן]	1	1	2	P-6-facs_173_tr_1747825113	1102	6	1893-02-02		ra_align	0	0	0	אַברהם קאַגאָן|אַבראָמאָוון
HUB-D1103	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]	1	1	1	P-1-facs_18_r	1103	1	1860-06-21	1926-06-20	human_align	0	0	0	אַדאָלף אַבראַמאָוו
HUB-D1104	אַבראַמאָוו, באָריס [פּיינלאַנד]	1	1	2	P-6-facs_108_r_4	1104	6		1967-10-25	ra_align	0	0	0	באָריס|באָריס אַבראַמאָוו
HUB-D1105	אַבראַמאָוו, מערי [מרים איינהאָרן]	1	1	0	P-6-facs_109_tr_1747825072	1105	6			ra_align	0	0	0	
HUB-D1106	אַבראַמאָוו	1	1	1	P-1-facs_18_TextRegion_1711991809768_2571	1106	1			ra_align	0	0	0	אַבראַמאָוו
HUB-D1107	אַבראַמאָוויץ, ח. ע.	1	1	1	P-6-facs_46_tr_1747746179	1107	6			ra_align	0	0	0	ח. ע. אַבראַמאָוויץ
HUB-D1108	אַבראַמאָוויטש, חיים	1	1	1	P-1-facs_19_r	1108	1			ra_align	0	0	0	חיים אַבראַמאָוויטש
HUB-D1109	אַבראַמאָוויטש, איזאַק	1	1	1	P-1-facs_18_TextRegion_1711991763648_2536	1109	1	1873-05-10		ra_align	0	0	0	אַבראַמאָוויטש
HUB-D1110	אַבראַמס, אַדאָלף [אָבּראָמאָוויטש]	1	1	0	P-1-facs_20_tr_1740515222	1110	1	1888-02-17		ra_align	0	0	0	
HUB-D1111	אייבראַמס, דוד	1	1	0	P-1-facs_41_tr_1740521069	1111	1	1884-04-28		ra_align	0	0	0	
HUB-D1112	אַבראַמסקי, ג.	1	1	1	P-1-facs_20_tr_1740515223	1112	1			ra_align	0	0	0	ג. אַבראַמסקי
HUB-D1113	אַכראָן, יוסף	1	1	1	P-6-facs_22_tr_1747746198	1113	6	1886-05-01	1943-04-29	ra_align	0	0	0	יוסף אַכראָן
HUB-D1114	אָדערשלעגער, משה יעקב	1	1	0	P-1-facs_35_tr_1740520980	1114	1	1881-11-11		ra_align	0	0	0	
HUB-D1115	אַדלער עמיליע [שרה-מילקע שטאָנג]	1	1	1	P-1-facs_33_tr_1740521070	1115	1	1884-10-11		ra_align	0	0	0	עמיליע אַדלער
HUB-D1116	אַדלער בעני	1	1	1	P-1-facs_21_tr_1740515226	1116	1	1886		ra_align	0	0	0	בעני אַדלער
HUB-D1117	אַדלער צילע	1	1	2	P-1-facs_34_tr_1740521031	1117	1			ra_align	0	0	0	צילע אַדלער|צילי אַדלער
HUB-D1118	אַדלער, אסתר [שאצקי]	1	1	0	P-5-facs_353_r_4	1118	5		1942	ra_align	0	0	0	
HUB-D1119	אַדלער פֿרענציס	1	1	2	P-1-facs_34_tr_1740521039	1119	1			ra_align	0	0	0	פרענציס אַדלער|פֿרענציס אַדלער
HUB-D1120	אַדלער, היימאַן [באַרטפּעלד]	1	1	1	P-6-facs_21_r_2	1120	6	1886		ra_align	0	0	0	היימאַן אַדלער
HUB-D1121	אַדלער, ישראל	1	1	1	P-1-facs_31_TextRegion_1710063820301_118	1121	1	1898-11-15		ra_align	0	0	0	י. אַדלער
HUB-D1122	אַדלער דזשוליאַ	1	1	1	P-1-facs_22_tr_1740515222	1122	1			ra_align	0	0	0	דזשוליאַ
HUB-D1123	אַדלער, יוליוס	1	1	4	P-1-facs_22_tr_1740515224	1123	1	1880-11-15		ra_align	0	0	0	יוליוס אַדלער|יוליוס אָדלער|יולווס אָדלער|יוליוס אַדלערס
HUB-D1124	אַדלער, דזשוליוס [יואל]	1	1	2	P-3-facs_401_tr_1755856142	1124	3			human_align	0	0	0	דזשוּליוס|טשאַרלי אַדלער
HUB-D1125	אַדלער, קאָטיאָ [גוראַלניק]	2	1	0	P-1-facs_35_tr_1740520972|P-5-facs_556_tr_1739222579	1125	1|5	1881-05-25		ra_align	0	0	0	
HUB-D1126	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]	1	1	4	P-1-facs_33_tr_1740521056	1126	1			ra_align	0	0	0	סעראַ אַדלער|סעראַ|חיימאָוויץ|סערא
HUB-D1127	אַדלער, סטעלאַ	1	1	2	P-1-facs_31_TextRegion_1710063786700_90	1127	1	1903-02-10		ra_align	0	0	0	סטעלאַ אַדלער|סטעלאַ
HUB-D1128	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	1	1	4	P-1-facs_30_TextRegion_1709402283554_1191	1128	1	1881-10-03		ra_align	0	0	0	"ירמיהו (""וואָסיעס“) אַדלער|ירמיהו (וואָסיעם"") אַדלער|טווערסקי|ירמיהוּ"
HUB-D1129	אַדלער יוזשע	1	1	1	P-1-facs_22_tr_1740515225	1129	1			ra_align	0	0	0	יוזשע אַדלער
HUB-D1130	אַדאָלפי	1	1	0	P-1-facs_21_tr_1740515225	1130	1			ra_align	0	0	0	
HUB-D1131	אפרת ניקאָליי	1	1	1	P-1-facs_59_tr_1740521083	1131	1		1923-10-06	ra_align	0	0	0	ניקאָליי
HUB-D1132	אַנעד, סעם [שלמה]	1	1	1	P-1-facs_21_tr_1740515222	1132	1	1866	1914-12-16	ra_align	0	0	0	סעם אַגעד
HUB-D1133	אַקסעלראָד, מאיר	1	1	0	P-7-facs_42_tr_1756359784	1133	7	1902		ra_align	0	0	0	
HUB-D1134	אַלבערטסאָן, לעא (אַליעזר סערהייסקי)	1	1	0	P-6-facs_171_tr_1747825164	1134	6	1883-05-14		ra_align	0	0	0	
HUB-D1135	אַלעקסאַנדראָוו, אהרן	1	1	2	P-1-facs_48_tr_1740521136	1135	1	1903-11		ra_align	0	0	0	אהרן אַלעקסאַנדראָוו|אַלעקסאַנדראָוו
HUB-D1136	אַלעקסאַנדראָוו, ח. [וויליאָם מילער]	1	1	0	P-1-facs_49_tr_1740521083	1136	1	1869	1909-06-25	ra_align	0	0	0	
HUB-D1137	"„אונזער טעאַטער"""	2	1	3	P-1-facs_38_tr_1740521009|P-4-facs_406_tr_1755029923	1137	1|4	1923-04-29	1926	ra_align	0	0	0	אַלקאַן|יהושע אלקאן|י. עלקין
HUB-D1138	אַלמאַן, שמואל	1	1	3	P-1-facs_48_tr_1740521130	1138	1	1877-08-09		ra_align	0	0	0	שמואל אַלמאַן|ס. אַלמאַן|ש. אַלמאַן
HUB-D1139	אלמי, א. [אליהו חיים שעפּס]	1	1	2	P-1-facs_48_tr_1740521125	1139	1	1892-01-02		ra_align	0	0	0	א. אַלמי|שעפּסינקע
HUB-D1140	עלמית, ס. [סאָניאַ לובאָצקי]	1	1	2	P-2-facs_394_tr_1744366847	1140	2	1896		ra_align	0	0	0	עלמית|סאָניאַ עלמית
HUB-D1141	אלוני, סעם (שמואל קאָפּעלבוים)	1	1	1	P-7-facs_28_r_6	1141	7	1903-11		ra_align	0	0	0	סעם אלוני
HUB-D1142	אַלפּעראָוויטש, איסאַק	1	1	0	P-5-facs_355_tr_1739221123	1142	5	1909	1942	ra_align	0	0	0	
HUB-D1143	אַלטבוים, סאָניאַ [סטאַראָדוב)	1	1	1	P-5-facs_190_tr_1736588983	1143	5			ra_align	0	0	0	ס. אַלטבוים
HUB-D1144	אַמאַטין, פּעטער [פּסח גאָלדבערג]	1	1	1	P-1-facs_50_tr_1740521046	1144	1	1894-08-10		ra_align	0	0	0	פּסח
HUB-D1145	אלטמאן, חיים [היימאן]	1	1	0	P-7-facs_24_r_5	1145	7	1881-05-15	1945-02-10	ra_align	0	0	0	
HUB-D1146	אַלטמאַן, מאָריס	1	1	0	P-1-facs_47_tr_1740521074	1146	1			ra_align	0	0	0	
HUB-D1147	אַלטמאַן, משה,	1	1	0	P-5-facs_588_r_3	1147	5			human_align	0	0	0	
HUB-D1148	אַלטמאַן, נאַטאַן	1	1	1	P-1-facs_47_tr_1740521066	1148	1	1889		ra_align	0	0	0	נ. אַלטמאַן
HUB-D1149	אַלטשולער, לייב	1	1	0	P-6-facs_96_tr_1747746116	1149	6	1904-06-07		ra_align	0	0	0	
HUB-D1150	אַמאַסיאַ, אַלעקס [אלעקסאַנדער]	1	1	2	P-1-facs_50_tr_1740521042	1150	1	1887-07-16		ra_align	0	0	0	אַלעקס אַמאַסיע|אַלעקסאַנדער אַמאַסיע
HUB-D1151	אַמאַסיאַ, הערש	1	1	0	P-1-facs_51_tr_1740521052	1151	1	1864	1827	ra_align	0	0	0	
HUB-D1152	אידינא [אידאַ שעוואָכאָוויץ]	2	1	0	P-1-facs_40_tr_1740521046|P-1-facs_50_tr_1740521040	1152	1	1904-06-04		ra_align	0	0	0	
HUB-D1153	אַמאַטין, סאָניאַ	1	1	0	P-5-facs_568_r_2	1153	5	1899-08-15		ra_align	0	0	0	
HUB-D1154	אַמזעל, גאָלדע [געניאַ שניידער]	1	1	1	P-1-facs_51_tr_1740521070	1154	1	1899-04-10		ra_align	0	0	0	אַמזעל
HUB-D1155	אַמזעל,וואָלף	2	1	0	P-1-facs_51_tr_1740521069|P-5-facs_175_tr_1736588934	1155	1|5	1894-09-18		ra_align|ra_dup	0	0	0	
HUB-D1156	אַניעלאַ [חנה קאמפּאנעיעץ-פּאָליאַקאָוו]	1	1	3	P-1-facs_51_tr_1740521072	1156	1	1894		ra_align	0	0	0	אַניעלאַ (קאָמפּאַניעיעץ)|אַניעל|אַניעלאַ
HUB-D1157	אַניסמאַן, הערי	1	1	1	P-4-facs_27_r_14	1157	4	1893	1950-12-15	ra_align	0	0	0	אַניסמאַן
HUB-D1158	אנכי ז. י [זלמן יצחק ַאראָנסאָן]	1	1	2	P-1-facs_51_tr_1740521079	1158	1	1876		ra_align	0	0	0	ז. אָנוכים|ז. י. אנכי
HUB-D1159	אַנ-סקי ש. [שלמה-זאַנוול ראַפּאָפּאָרט]	1	1	3	P-1-facs_52_tr_1740521031	1159	1	1863	1929-11-08	ra_align	0	0	0	אַנ-סקי|ש. אַנ-סקי|ש. אַשקענאזי
HUB-D1160	אַנטשאַראָוו, איסאק	1	1	1	P-7-facs_28_r_1	1160	7	1897-04-15		ra_align	0	0	0	אַנטשאַראָוו
HUB-D1161	אַנציפּאָוויטש, ריוואַ	1	1	0	P-6-facs_24_tr_1747746131	1161	6	1870-06-06		ra_align	0	0	0	
HUB-D1162	אַפּאָטהעקער, דוד	1	1	0	P-1-facs_57_tr_1740521089	1162	1	1855-08-28		ra_align	0	0	0	
HUB-D1163	אַפּעל, אַננאַ [בערקאָוויטש]	1	1	2	P-1-facs_58_tr_1740521146	1163	1	1888-05-01		ra_align	0	0	0	חנה אַפּעל|אָננאַ בערקאָוויטש
HUB-D1164	אָפּעל, איזידאָר [יאַפּקאָ]	1	1	0	P-1-facs_58_tr_1740521133	1164	1			ra_align	0	0	0	
HUB-D1165	אַפּעל, מאָריס [אַפּעלאויג]	1	1	0	P-1-facs_58_tr_1740521139	1165	1	1894-07-26		ra_align	0	0	0	
HUB-D1166	אָפּעלבוים מישאַ	1	1	1	P-1-facs_58_tr_1740521154	1166	1			ra_align	0	0	0	אָפּעלבוים
HUB-D1167	אַפּעלבוים ראָזאָליאַ [שיינע רחל וויינשטיין]	1	1	1	P-1-facs_59_tr_1740521090	1167	1			ra_align	0	0	0	שיינע
HUB-D1168	אַפּטייקער סאָפיאַ [שרה פֿריינד]	1	1	0	P-1-facs_57_tr_1740521103	1168	1	1885-07-27	1908	ra_align	0	0	0	
HUB-D1169	אַרקאָ פריצי	1	1	1	P-1-facs_69_tr_1740521059	1169	1			ra_align	0	0	0	אַרקאָ
HUB-D1170	אַרקאָ, איסאַק	1	1	0	P-1-facs_68_tr_1740521054	1170	1	1891-01-29		ra_align	0	0	0	
HUB-D1171	אַרקאַ, יצחק	1	1	2	P-1-facs_68_tr_1740521051	1171	1	1889		ra_align	0	0	0	יצחק אַרקאָ|יצחק אָרקאָס
HUB-D1172	אַרקאַ, מאַניע [פישזאָן]	1	1	3	P-1-facs_68_tr_1740521052	1172	1			ra_align	0	0	0	פֿישזאָן|פישזאָניען|פֿישזאָנען
HUB-D1173	אַריעל, חיים דוד	2	1	1	P-1-facs_64_tr_1740520942|P-5-facs_126_tr_1733832830	1173	1|5	1881-11-15		ra_align|ra_dup	0	0	0	חיים-דוד אַריעל
HUB-D1174	אַריעל, רחל	2	1	0	P-1-facs_64_tr_1740520959|P-5-facs_560_tr_1739220843	1174	1|5	1891-10-07		ra_align|ra_dup	0	0	0	
HUB-D1175	אַריעל, סאָניאַ [בעזמאַן]	2	1	4	P-1-facs_64_tr_1740520956|P-5-facs_80_tr_1733059422	1175	1|5	1892-01-04		ra_align|ra_dup	0	0	0	הי קלוג|משה הויזווירט|משה פֿאַקס|פֿישל נעשקין
HUB-D1176	אַרנאָן,מרים [מאַניע מאַרגוליס]	1	1	2	P-1-facs_65_tr_1740520943	1176	1	1888-04-11		ra_align	0	0	0	מאָרגולעס|מאַניע
HUB-D1178	אַרנשטיין, ראָזע	1	1	2	P-1-facs_67_tr_1740521120	1178	1	1888-05-10		ra_align	0	0	0	ראָזע|ראָזע אַרנשטיין
HUB-D1179	אַראָנטשיק, יודעס	1	1	0	P-1-facs_61_tr_1740521166	1179	1	1909		ra_align	0	0	0	
HUB-D1180	אַראָנעס, פֿייוול	1	1	1	P-1-facs_62_tr_1740520977	1180	1	1897-06-21		ra_align	0	0	0	פ. אַראָנעס
HUB-D1181	אַראַנאָוויטש, הערמאַן	1	1	0	P-1-facs_61_tr_1740521163	1181	1	1900-12		ra_align	0	0	0	
HUB-D1182	אַראָנסאָן, כרוך	1	1	2	P-1-facs_61_tr_1740521167	1182	1	1898-10-15		ra_align	0	0	0	ב. אַראַנסאָן|אַראָנסאָן
HUB-D1183	אַש, שלום	1	1	2	P-1-facs_69_tr_1740521066	1183	1	1880-01-01		ra_align	0	0	0	שלום אַש|שאָלעם אַש
HUB-D1184	אַשכנזי איזידאָר [אייזיק]	1	1	1	P-1-facs_72_tr_1740521050	1184	1	1879		ra_align	0	0	0	א. אַשכנזי
HUB-D1185	אַש. אַברהם [אַברהם אווערבוך]	1	1	2	P-5-facs_80_tr_1733059427	1185	5	1892	1943	ra_align	0	0	0	אַברהם אַש|א. אַווערבוך
HUB-D1186	אַש, חיהלע	1	1	2	P-6-facs_565_tr_1752129114	1186	6	1920		ra_align	0	0	0	אַש|חיהלע אַש
HUB-D1187	אַש-אַווערבוך פּאָליאַ [פּעסיע זילבערשטיין]	1	1	0	P-6-facs_69_r_13	1187	6	1897	1963	ra_align	0	0	0	
HUB-D1189	אַשכנדי צילע [פעפער]	1	1	2	P-1-facs_72_tr_1740521060	1189	1			ra_align	0	0	0	אַשכנזי|א. פעפער
HUB-D1190	אַס, ברוך	1	1	1	P-5-facs_355_tr_1739221117	1190	5			ra_align	0	0	0	ברוך אַס
HUB-D1191	אַסטראָווסקי, כ.	1	1	0	P-5-facs_593_r_16	1191	5			human_align	0	0	0	
HUB-D1192	אַטלאַס, דזשעני	1	1	3	P-1-facs_40_tr_1740521035	1192	1	1880-11-30	1927-07-09	ra_align	0	0	0	דזשעני אָטלאָס|אַטלאַס|דזשעני
HUB-D1193	אויערבאַך, בּאָריס [בן-ציון]	1	1	1	P-1-facs_37_tr_1740520982	1193	1	1890-05-15		ra_align	0	0	0	באָריס אויערבאַך
HUB-D1194	אויערבאַך, אפֿרים	1	1	2	P-1-facs_37_tr_1740520986	1194	1	1892-10-23		ra_align	0	0	0	אַפֿרים אויערבאַך|א. אויערבאַך
HUB-D1195	אויערבאַך, יצחק	1	1	3	P-1-facs_37_tr_1740520980	1195	1			ra_align	0	0	0	יצחק אויערבאַך|י. אויערבאָך|אויערבאַך
HUB-D1196	אויערבאך ס.	1	1	1	P-1-facs_37_tr_1740520983	1196	1			ra_align	0	0	0	ס. אויערבאַך
HUB-D1197	אויערבאַך, סעם	1	1	1	P-1-facs_38_tr_1740521016	1197	1	1890-04-01		ra_align	0	0	0	סעם אויערבאַך
HUB-D1198	אויגענבליק, עני [חנה סויבער]	1	1	0	P-1-facs_36_tr_1740520948	1198	1	1886-05-09		ra_align	0	0	0	
HUB-D1199	אויגענבליק, פֿיליפּ	1	1	2	P-1-facs_36_tr_1740520951	1199	1	1877-11-07		human_align	0	0	0	פֿיליפּ אויגענבליק|אויגענבליק
HUB-D1200	אויסלענדער נחום	1	1	3	P-6-facs_20_tr_1747746136	1200	6	1893-12-13	1962-09-28	ra_align	0	0	0	נ. אויסלענדער|אויסלענדער|נחום אויסלענדער
HUB-D1201	אוואכער עוואַ [חוה ליטווין]	1	1	0	P-7-facs_13_r_4	1201	7			ra_align	0	0	0	
HUB-D1202	אַווראַמאָוויטש, מאַקס [מרדכי אָבראָמאָוויטש]	1	1	1	P-1-facs_36_tr_1740520946	1202	1	1856-03-20	1896-07-19	ra_align	0	0	0	מאַקס אַבראַמאָוויטש
HUB-D1203	אַקסעלראָד, אַנעטאַ [ברענער]	1	1	1	P-1-facs_60_tr_1740521080	1203	1	1868~	1910-08-13	ra_align	0	0	0	אַנעטאַ
HUB-D1204	אַקסעלראָד, אַברהם [אַברהם יצחק]	1	1	1	P-1-facs_59_tr_1740521087	1204	1	1858-07-20	1925-11-11	ra_align	0	0	0	אַברהם אַקסעלראָד
HUB-D1205	אַקסעלראָד, מיני [בלייכמאַן]	1	1	3	P-1-facs_60_tr_1740521087	1205	1	1893-04-07		ra_align	0	0	0	מינע אַקסעלראָד|מיני אַקסעלראָד|בלייכמן
HUB-D1206	אַקסעלראָד מאָריס [מאיר]	1	1	3	P-1-facs_60_tr_1740521090	1206	1	1890		ra_align	0	0	0	אַקסעלראָד|מאָריס אַקסעלראָד|אַקסעלראָדן
HUB-D1207	אַקסעלראָד רחל [קאָהוט]	1	1	1	P-1-facs_61_tr_1740521159	1207	1			ra_align	0	0	0	רחל אַקסעלראָד
HUB-D1208	אייזיקאָוויטש, נייטען [נטע]	1	1	2	P-6-facs_19_tr_1747746110	1208	6	1875-08-03	1939-06	ra_align	0	0	0	אייזיקאָוויטש|נ. אייזיקאָוויטש
HUB-D1209	אַַזראַ, אַלעקסאַנדער [אָרליוק]	1	1	1	P-1-facs_39_tr_1740520983	1209	1	1892		ra_align	0	0	0	אַלעקסאַנדער אַזרא
HUB-D1210	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	1	1	1	P-1-facs_111_tr_1740520942	1210	1	1873-09-13	1924-01-13	ra_align	0	0	0	בעל-מחשבות
HUB-D1211	שאַמער-באַטשעליס ראָזע	1	1	0	P-3-facs_267_tr_1755674219	1211	3			human_align	0	0	0	
HUB-D1212	באַדאַנעס איידא, דר.	1	1	1	P-6-facs_176_tr_1747825145	1212	6	1874		ra_align	0	0	0	דר. איידאַ באַדאַנעס
HUB-D1213	באַדער גרשם	1	1	4	P-1-facs_74_r_1	1213	1	1868-08-21		ra_align	0	0	0	גרשם באַדער|באַדער|גרשום באָדער|ג. באָדער
HUB-D1214	באַדער שמחה [ניעדזשעוויעצקי]	1	1	0	P-5-facs_353_r	1214	5	1899		ra_align	0	0	0	
HUB-D1215	באַדין, מאַקס [מוני באַדיאַן]	1	1	2	P-1-facs_73_tr_1740521067	1215	1	1889-07-27		ra_align	0	0	0	מאַקס באַדין|מוני
HUB-D1216	בדחן, שלמה [בעללויאַ]	1	1	1	P-1-facs_82_tr_1740520990	1216	1			ra_align	0	0	0	בעללוי
HUB-D1217	דוד בדחן פֿון באָבער, מאָהילעווער גוב.	1	1	0	P-1-facs_83_tr_1740521027	1217	1			human_align	0	0	0	
HUB-D1218	דער בדחן פֿון זעמבין [לייזער שיינמאַן]	1	1	0	P-1-facs_84_tr_1740520959	1218	1	1839~	1903	ra_align	0	0	0	
HUB-D1219	בעיקער בעל	1	1	2	P-1-facs_110_tr_1740520985	1219	1			ra_align	0	0	0	בעלאַ בעיקער|בעל
HUB-D1220	באַלבירסקי, הערש	2	1	1	P-1-facs_77_tr_1740520974|P-5-facs_40_r_105	1220	1|5	1894-03-15		ra_align|ra_dup	0	0	0	באַלבירסקי
HUB-D1221	באַנקאָוו, מישע	1	1	0	P-1-facs_77_tr_1740520979	1221	1	1898-04-15		ra_align	0	0	0	
HUB-D1222	באַנקאָוו, יאַנקעוו	1	1	0	P-1-facs_77_r_8	1222	1	1863		ra_align	0	0	0	
HUB-D1223	כאַראַטאָוו, בן-צכי [פּאָוועל ברענער]	1	1	0	P-1-facs_79_tr_1740520948	1223	1			ra_align	0	0	0	
HUB-D1224	באַראַץ, דוד	1	1	2	P-1-facs_80_tr_1740521116	1224	1	1879-03-24		ra_align	0	0	0	דוד באַראַץ|באַראַץ
HUB-D1225	באַראַט, מאַרטי [משה-מאָרטין באַראַץ]	1	1	0	P-1-facs_78_tr_1740521046	1225	1	1905-03-14		ra_align	0	0	0	
HUB-D1226	באַרבער, ש. [שמואל בערבער]	1	1	0	P-1-facs_80_tr_1740521113	1226	1	1881		ra_align	0	0	0	
HUB-D1227	באַראַנדעס, יוסף	1	1	3	P-1-facs_79_tr_1740520939	1227	1	1863	1928-06-19	ra_align	0	0	0	יוסף באַראַנדעס|באַראַנדעס|יאָזער באַראנדעס
HUB-D1228	באַרסעל, אַברהם	1	1	0	P-1-facs_81_r_12	1228	1			ra_align	0	0	0	
HUB-D1229	באַרסקאַ-פֿישער ליזאַ	2	1	4	P-1-facs_81_tr_1740521184|P-5-facs_272_tr_1739221128	1229	1|5	1888		ra_align	0	0	0	באַרסקאַ-פֿישער|באַרסקאַ (-פישער)|ליזאַ באַרסקאַ|ליזאַ באַרסקאַ-פֿישער
HUB-D1230	באַרזעל, וואָלף [אייזענבערג]	1	1	3	P-3-facs_373_tr_1755856139	1230	3			human_align	0	0	0	וואָלף באַרזעל|וואָלף אייזענבערג|באַרזעל
HUB-D1231	באַסענקאָ, בען	1	1	0	P-3-facs_271_tr_1755674156	1231	3			human_align	0	0	0	
HUB-D1232	באַסין, מישע	1	1	2	P-5-facs_593_tr_1739221042	1232	5	1914		ra_align	0	0	0	מ. באַסין|מ. באסין
HUB-D1233	באַסלאווסקי, אַברהם	1	1	0	P-1-facs_77_tr_1740520973	1233	1			ra_align	0	0	0	
HUB-D1234	באַסטאָמסקי, אהרן	1	1	1	P-5-facs_346_tr_1739220500	1234	5	1907	1944	ra_align	0	0	0	אהרן באַסטאָמסקי
HUB-D1235	באַזעלינסקי, נחום	1	1	0	P-1-facs_75_r_2	1235	1	1836	1901	ra_align	0	0	0	
HUB-D1236	בעקער, ראָזאַ [זילבערט]	2	1	4	P-1-facs_114_tr_1740520993|P-7-facs_41_r	1236	1|7	1892		ra_align|ra_dup	0	0	0	בעקערן|אייזיק בערמאַן|וולאַדיסלאוו גאָדיק|בּעקער
HUB-D1237	בעקער, סאַשאַ	1	1	2	P-7-facs_63_r_4	1237	7			ra_align	0	0	0	אַלעקסאַנדער בערקמאַן|סאַשאַ בעקער
HUB-D1238	בעקערמאַן, בעריש	1	1	2	P-1-facs_114_tr_1740520997	1238	1	1854~		ra_align	0	0	0	בעריש בעקערמאַן|ב. בעקערמאַן
HUB-D1239	בייגעלמאַן, דוד	2	1	3	P-1-facs_97_r|P-5-facs_29_r_427	1239	1|5	1887-03	1944-08	ra_align|ra_dup	0	0	0	דוד בייגעלמאַן|ד. בייגעלמאַן|בייגעלמאַן
HUB-D1240	בעלינסאָן (ביילינסאַן) משה-אַליעזר	1	1	0	P-1-facs_112_tr_1740521166	1240	1	1835~		ra_align	0	0	0	
HUB-D1241	בעקערמאַן, שמעון	1	1	0	P-1-facs_115_tr_1740520960	1241	1			ra_align	0	0	0	
HUB-D1242	בעקלער מאַקס	1	1	0	P-1-facs_113_tr_1740521033	1242	1			ra_align	0	0	0	
HUB-D1243	ביעלאָווסקי, מאָריס	1	1	1	P-1-facs_98_tr_1740520999	1243	1	1881-12-27		ra_align	0	0	0	מאָריס ביעלאָווסקי
HUB-D1244	בעלעגאָלאָווסקאַ, אַננאַ (חנה)	1	1	1	P-5-facs_421_tr_1739222380	1244	5	1883		ra_align	0	0	0	בעלעגאָלאָווסקי
HUB-D1245	בעלעזאָווסקי, נחום,	1	1	0	P-5-facs_438_r_2	1245	5			human_align	0	0	0	
HUB-D1246	בעל, אַדאָלף [אַברהם ביעלאָצערקאָווסקי]	1	1	1	P-1-facs_112_tr_1740521163	1246	1	1886-09-04		ra_align	0	0	0	אַדאָלף בעל
HUB-D1247	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	1	1	1	P-1-facs_112_tr_1740521168	1247	1	1911-11-15		ra_align	0	0	0	ביעלאָצערקאָוו
