hub_id	canonical_heading	n_entries	n_db_rows	n_surfaces	entry_person_ids	db_ids	volumes	birth_date	death_date	evidence	pending_drafts	multi_db	non_person	top_surfaces
HUB-D1836	גאָלדין, סידני [סאַמועל גאָלדשטיין]	1	1	4	P-1-facs_151_tr_1740521138	1836	1	1880-03-24		ra_align	0	0	0	סידני גאָלדין|סידני מ. גאָלדין|סידני|גאָלדין
HUB-D1837	גאָלדיצע	1	1	1	P-1-facs_151_r_6	1837	1			ra_align	0	0	0	גאָלדיצע
HUB-D1838	גאָלדקנאָפּ, אַברהם דר.	1	1	1	P-1-facs_204_tr_1741260317	1838	1	187x	1920	ra_align	0	0	0	דר. גאָלדנקנאָפּ
HUB-D1839	גאָלדמאַן, דוד	1	1	0	P-1-facs_152_tr_1740521010	1839	1	1885-05-26		ra_align	0	0	0	
HUB-D1840	גאָלדמאַן	1	1	2	P-1-facs_152_tr_1740521003	1840	1			ra_align	0	0	0	גאָלדמאַן|מ. גאָלדמאַן
HUB-D1841	גאָלדשמידט, יוסף	1	1	3	P-1-facs_208_tr_1741260264	1841	1			ra_align	0	0	0	יוסף גאָלדשמידט|י. גאָלדשמידט|גאָלדשמיד
HUB-D1842	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]	1	1	3	P-1-facs_205_tr_1741260263	1842	1	1882		ra_align	0	0	0	ראָזענבערג|ב. גאָלדשטיין|בעקי
HUB-D1843	גאָלדשמידט, יחיאָל	1	1	3	P-1-facs_208_tr_1741260252	1843	1	1889-10-18	1929-07-28	ra_align	0	0	0	יחיאָל גאָלדשמידט|יחיאָל גאָלדשמיד|יחיאָל גאָלדשמיט
HUB-D1844	גאָלדשטיין, ב. י. [ברוך]	1	1	1	P-1-facs_205_tr_1741260274	1844	1	1879		ra_align	0	0	0	ב. י. גאָלדשטיין
HUB-D1846	גאָלדשטיין, גוסטאָוו	1	1	0	P-1-facs_205_tr_1741260271	1846	1	1884		ra_align	0	0	0	
HUB-D1847	גאָלדשטיין, איידא	1	1	1	P-1-facs_204_tr_1741260315	1847	1	1887-12-24		ra_align	0	0	0	איידאַ גאָלדשטיין
HUB-D1849	גאָלדשטיין, דזשאָן ס. [יעקב]	1	1	0	P-1-facs_205_tr_1741260267	1849	1	1896		ra_align	0	0	0	
HUB-D1851	גאָלדשטיין, יעקב	2	1	2	P-1-facs_207_tr_1741260330|P-1-facs_83_r_2	1851	1	1886-08-10		ra_align	0	0	0	יעקב גאָלדשטיין|יעקב גלאַטשטיין
HUB-D1852	גאָלדשטיין, לייזער	1	1	1	P-1-facs_207_tr_1741260323	1852	1	1859	1924-06-04	ra_align	0	0	0	לייזער גאָלדשטיין
HUB-D1853	גאָלדשטיין, לואיס	1	1	1	P-1-facs_207_tr_1741260336	1853	1	1892-08-03		human_align	0	0	0	לואיס גאָלדשטיין
HUB-D1854	גאָלדשטיין, שמואליק	1	1	3	P-6-facs_406_tr_1747930314	1854	6	1908-11		ra_align	0	0	0	שמואליק גאָלדשטיין|ש. גאָלדשטיין|ש. י. גאָלדשטיין
HUB-D1855	גאָלדשטיין, שכר	1	1	2	P-1-facs_208_r	1855	1			ra_align	0	0	0	שכר גאָלדשטיין|שכר
HUB-D1856	גאָלדשטיין, זינאַ	1	1	0	P-1-facs_206_tr_1741260268	1856	1	1894-02-21		ra_align	0	0	0	
HUB-D1857	גאָלדוואורם, דוד-מאיר	1	1	0	P-1-facs_130_tr_1740521101	1857	1			ra_align	0	0	0	
HUB-D1858	גאָלדוואורם, משה	1	1	1	P-1-facs_130_tr_1740521102	1858	1		1913	ra_align	0	0	0	משה גאָלדוואורם
HUB-D1859	גאָלדוואַורם, יעקב	1	1	0	P-1-facs_130_tr_1740521095	1859	1			ra_align	0	0	0	
HUB-D1860	גאָלמאַן, יאַנקעוו	1	1	0	P-7-facs_106_tr_1757328790	1860	7	1903-03-10		human_align	0	0	0	
HUB-D1861	גאָלאָווטשינער, וויקטאָר	1	1	1	P-1-facs_146_tr_1740520955	1861	1	1905-06-28		ra_align	0	0	0	וויקטאָר גאָלאָווטשינער
HUB-D1862	גאָלצאווא, העלענאַ [הערצבלוט]	1	1	1	P-1-facs_211_tr_1741260275	1862	1	1903-05-28		ra_align	0	0	0	העלענאַ גאַלצאָוואַ
HUB-D1863	גאָלובטשיק, סאָניע [גרענשטאַט]	1	1	0	P-1-facs_211_tr_1741260267	1863	1	1893		ra_align	0	0	0	
HUB-D1864	גאָלובאַק, אַננאַ [חנה רובינשטיין]	1	1	1	P-1-facs_209_tr_1741260255	1864	1	1872-10-03		ra_align	0	0	0	אָננאַ גאָלובאָק
HUB-D1865	גאָלובאַק, אַברהם	1	1	2	P-1-facs_209_tr_1741260252	1865	1	1881-03-15	1914-07-09	ra_align	0	0	0	אַברהם גאָלובאַק|א. גאָלובאָק
HUB-D1866	גאַרדאַן, הערשל.	1	1	0	P-5-facs_438_r_14	1866	5	1912		human_align	0	0	0	
HUB-D1867	גאָרדאָן, הערש-לייב	1	1	2	P-1-facs_212_tr_1741260204	1867	1	1893-11-26		ra_align	0	0	0	גאָרדאָן|יהודה לייב גאָרדאָן
HUB-D1869	גאָרדאָן, וויעראַ	1	1	1	P-4-facs_130_r_2	1869	4	1888	1948-05-08	ra_align	0	0	0	וויעראַ גאָרדאָן
HUB-D1870	גאָרעלאָוואָ-קאַגאָן, אַסתר	1	1	1	P-6-facs_246_r	1870	6	1901-01-06	1927	ra_align	0	0	0	קאַגאַן
HUB-D1871	גאַריעלאָוו, אַליעזר	2	1	3	P-1-facs_249_tr_1741260208|P-5-facs_191_tr_1736588979	1871	1|5	1890-11-20		ra_align|ra_dup	0	0	0	משה יצחק הרכני|משה נירנבערג|משה פרידמאן
HUB-D1872	גאָרליצקאַ-ריינגלאַס, זיסל	1	1	1	P-3-facs_277_tr_1755674190	1872	3			human_align	0	0	0	זיסל גאָרליצקאַ
HUB-D1873	גאָטער, פֿריעדריך ווילהעלם	1	1	0	P-1-facs_146_tr_1740520954	1873	1			ra_align	0	0	0	
HUB-D1874	גאָטפֿרייד, אַברהם-יצחק	1	1	0	P-1-facs_146_tr_1740520953	1874	1	1877		ra_align	0	0	0	
HUB-D1875	גאָטפֿריד, איידל [ערליך]	1	1	1	P-1-facs_146_r_17	1875	1	1881		ra_align	0	0	0	גאַטפּריד
HUB-D1876	גאָטעספעלד חנאַ	1	1	5	P-1-facs_145_tr_1740521071	1876	1	1890-05-15		ra_align	0	0	0	חנאַ גאָטעספעלד|גאָטעספעלד|גאָטעספעלדס|חנאַ גאָטעספעלדס|ח. גאָטעספעלד
HUB-D1877	גאָטליב, קלאַראַ [גערשאַנאָוויטש]	1	1	0	P-1-facs_145_tr_1740521066	1877	1	1882		ra_align	0	0	0	
HUB-D1878	גאָטליב העלענאַ	2	1	2	P-1-facs_144_tr_1740521018|P-5-facs_115_tr_1733832744	1878	1|5	1885		ra_align|ra_dup	0	0	0	העלענאַ גאָטליב|גאָטליב
HUB-D1879	גאָטליב, לעאָן [לייבוש אהרן]	2	1	2	P-1-facs_145_tr_1740521058|P-7-facs_85_tr_1757228900	1879	1|7	1878-12-18		human_align|ra_align	0	0	0	לעאָן גאָטליב|זשורנאַליסט לעאָן גאָטליב
HUB-D1880	גאָטלאָבער, אַברהם-בער	1	1	4	P-1-facs_142_tr_1740521055	1880	1	1811-01-14	1899-04-12	ra_align	0	0	0	א. ב. גאָטלאָבער|גאָטלאָבער|אַברהם-בער גאָטלאָבער|אברהם גאָטלאָבער
HUB-D1881	גויכבערג ישראל	1	1	0	P-7-facs_53_tr_1756359804	1881	7	1894-01-01	1970-06-09	ra_align	0	0	0	
HUB-D1882	גראָדנער אַנעטאָ	1	1	2	P-1-facs_270_r	1882	1		1888	ra_align	0	0	0	גראָדנער|אַנעטאַ גראָדנער
HUB-D1883	גראָדנער, רייטשעל [ריינאלדס]	1	1	0	P-1-facs_274_tr_1741260206	1883	1			ra_align	0	0	0	
HUB-D1884	גראָף, לעאָן	1	1	1	P-1-facs_279_TextRegion_1711971250100_342	1884	1	1888		ra_align	0	0	0	ל. גראָף
HUB-D1885	גראַף, פּיטער [פתחיה]	1	1	1	P-1-facs_279_r_9_1	1885	1	1873		ra_align	0	0	0	פּיטער גראָף
HUB-D1886	גראַנאַך, אַלעקסאַנדער	1	1	2	P-1-facs_275_tr_1741260245	1886	1	1893		ra_align	0	0	0	אַלעקסאַנדער גראַנאַך|אַל. גראַנאַך
HUB-D1887	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	1	1	4	P-1-facs_274_tr_1741260201	1887	1	1890		ra_align	0	0	0	גראַנאָווסקי|אַל. גראַנאָווסקי|א. גראַנאָווסקי|אַלעקסאַנדער גראַנאָווסקי
HUB-D1889	גרין, אָסקאַר	1	1	3	P-1-facs_281_r_3	1889	1	1893-06-10		ra_align	0	0	0	אָסקאָר גרין|גרין|אָסקאָן גרין
HUB-D1890	גרינבערג פעני [טאָמאַשעווסקי]	1	1	0	P-1-facs_283_tr_1741260239	1890	1		1927-09-19	ra_align	0	0	0	
HUB-D1891	גרינבערג, יעקב	1	1	0	P-1-facs_283_tr_1741260226	1891	1	1875~	1923-07-30	ra_align	0	0	0	
HUB-D1892	גרינבערג, יוסף	1	1	1	P-1-facs_282_tr_1741260219	1892	1	1900-04-23		ra_align	0	0	0	יוסף גרינבערג
HUB-D1893	גרינבערג, סעמיועל [שמחה]	1	1	1	P-1-facs_283_tr_1741260246	1893	1	1863-08-15		ra_align	0	0	0	סעמיועל גרינבערג
HUB-D1894	גרינבלאַט, הערש	1	1	1	P-1-facs_282_tr_1741260223	1894	1			ra_align	0	0	0	גרינבלאַט
HUB-D1895	גרינפעלד, דזשין [יעקב]	1	1	3	P-1-facs_284_r_9	1895	1	1876-02-06		ra_align	0	0	0	דזשיין גרינפעלד|דזש. גרינפעלד|גרינפעלד
HUB-D1896	גרינפעלד, ראַזאַ [טרייטלער]	1	1	2	P-1-facs_284_tr_1741260304	1896	1			ra_align	0	0	0	ראָזע גרינפעלד|טרייטלערן
HUB-D1897	גרינשפּאַן, חיים	1	1	2	P-1-facs_285_r_2	1897	1	1889	1908	ra_align	0	0	0	חיים גרינשפּאַן|גרינשפּאַן
HUB-D1898	גריידיקער אפֿרים	1	1	2	P-6-facs_605_tr_1747930539	1898	6			ra_align	0	0	0	אַפֿרים גריידיגער|אַפֿרים גריידיקער
HUB-D1899	גרימינגער אשר	2	1	0	P-1-facs_281_r_7|P-5-facs_355_tr_1739221112	1899	1|5	1892-09-20		ra_align|ra_dup	0	0	0	
HUB-D1900	גרינבערג, הענריק	1	1	1	P-6-facs_119_r_50	1900	6	1936-07-04		ra_align	0	0	0	הענרי ג. אַלסבערג
HUB-D1901	גרינבערג, חיים-בצלאל	1	1	1	P-1-facs_282_tr_1741260226	1901	1	1860		ra_align	0	0	0	חיים גרינבערג
HUB-D1902	גרינבלאַט, איזידאָר	1	1	0	P-1-facs_282_tr_1741260213	1902	1	1879	1923	ra_align	0	0	0	
HUB-D1903	גרינהויז, יהודה	1	1	1	P-1-facs_284_tr_1741260301	1903	1	1891-03-05		ra_align	0	0	0	יהודה גרינהויז
HUB-D1904	גרינשפּאַן, פֿייוול	1	1	0	P-5-facs_442_tr_1739222523	1904	5	1894		ra_align	0	0	0	
HUB-D1905	גרינשפּון, ישראל,	1	1	0	P-5-facs_593_r_14	1905	5		1941	human_align	0	0	0	
HUB-D1906	גרינשטיין, חנה,	1	1	2	P-5-facs_592_r_10	1906	5			human_align	0	0	0	גרינשטיין|חיה גרינשטיין
HUB-D1907	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	1	1	1	P-1-facs_270_TextRegion_1711971070302_285	1907	1	1902-07-20		ra_align	0	0	0	אַברהם גראָדנער
HUB-D1908	גראָדזענסקי, אהרן יצחק	1	1	0	P-5-facs_331_tr_1739222376	1908	5	1891-10-19	1941	ra_align	0	0	0	
HUB-D1909	גראָלל, טשאַרלס וו.	1	1	3	P-1-facs_274_tr_1741260210	1909	1	1884-02-10		ra_align	0	0	0	טש. גראָל|טשאַרל גראָל|גראָל
HUB-D1910	גראָלל, דוד	1	1	0	P-1-facs_274_tr_1741260198	1910	1	1880~	1925-11-26	ra_align	0	0	0	
HUB-D1911	גראָנעמאַן, סאמי דר	1	1	0	P-1-facs_276_r	1911	1	1875		ra_align	0	0	0	
HUB-D1912	גראָפּער איידאַ [בריה]	1	1	1	P-1-facs_280_TextRegion_1711971594244_435	1912	1			ra_align	0	0	0	גראָפּער
HUB-D1913	גראָפּער יוסף	1	1	2	P-1-facs_280_r_2	1913	1	1866	1911-12-13	ra_align	0	0	0	יוסף גראָפּער|יאָסעלע גראָפּער
HUB-D1914	גראָסבערג, חנה [מאַנדעלטאָרט]	1	1	1	P-1-facs_276_tr_1741260306	1914	1	1900		ra_align	0	0	0	מאַנדעלטאָרט
HUB-D1915	גראס אייבי	1	1	0	P-1-facs_276_tr_1741260311	1915	1	1893-08-13		ra_align	0	0	0	
HUB-D1916	גראָס נפתלי	1	1	1	P-1-facs_276_tr_1741260308	1916	1			ra_align	0	0	0	נפתלי גראָס
HUB-D1917	גראָסמאַן, פעני [אַדלער]	1	1	0	P-1-facs_278_tr_1741260247	1917	1	1878		ra_align	0	0	0	
HUB-D1918	גראָסמאַן, העלען	1	1	0	P-1-facs_277_tr_1741260246	1918	1	1898		ra_align	0	0	0	
HUB-D1919	גראָסמאַן, אוירווינג [יצחק לייב]	1	1	3	P-1-facs_276_tr_1741260302	1919	1	1900-12-20		ra_align	0	0	0	אוירווינג גראָסמאַן|א. גראָסמאַן|אוירווין
HUB-D1920	גראָסמאַן, יעקב	1	1	0	P-1-facs_277_tr_1741260247	1920	1	1890		ra_align	0	0	0	
HUB-D1921	גראָסמאַן, דזשאָזעף מ.	1	1	0	P-1-facs_277_tr_1741260245	1921	1	1903		ra_align	0	0	0	
HUB-D1922	גראָסמאַן, פאַוועל	1	1	0	P-5-facs_357_tr_1739221525	1922	5		1941	ra_align	0	0	0	
HUB-D1924	גראָסמאַן, סעמועל ב.	1	1	2	P-1-facs_278_tr_1741260263	1924	1	1879-08-27		ra_align	0	0	0	ס. ב. גראָסמאַן|סעמועל גראָסמאָן
HUB-D1925	גראָסמאַן, שלמה	1	1	0	P-1-facs_278_r_2	1925	1	1893-06-23	1930-08-05	ra_align	0	0	0	
HUB-D1926	גראָסמאַן, סילוויאַ	1	1	1	P-1-facs_278_tr_1741260264	1926	1			ra_align	0	0	0	סילוויאַ
HUB-D1927	גראָסמאַן, וו. מ. [דוד וואָלף]	1	1	2	P-1-facs_277_tr_1741260243	1927	1	1891-01-03		ra_align	0	0	0	וו. גראָסמאַן|מ. גראָסמאַן
HUB-D1928	גרובער דזשעי(יהושע)	1	1	3	P-3-facs_272_tr_1755674151	1928	3			human_align	0	0	0	יהושע גרובער|י. גרובער|גרובער
HUB-D1930	גרודבערג, בערל	2	1	1	P-1-facs_280_TextRegion_1711971459737_380|P-1-facs_83_r	1930	1			ra_align	0	0	0	בערל גרודבערג
HUB-D1931	גרודבערג, יצחק [יצחק-בער טורקאָוו]	1	1	3	P-1-facs_280_TextRegion_1711971443107_368	1931	1	1906-01-12		ra_align	0	0	0	יצחק טורקאָוו-גרודבערג|יצחק גרודבערג|י. טורקאָוו-גרודבערג
HUB-D1932	גרושקאָף, אַננאַ	1	1	0	P-1-facs_281_tr_1741260294	1932	1			ra_align	0	0	0	
HUB-D1933	גרושקאָוו, אַברהם [גרושקאָווסקי]	1	1	1	P-1-facs_281_tr_1741260291	1933	1	1892-09-12		ra_align	0	0	0	גרושקאָווסקי-גרושקאָוו
HUB-D1934	גודעלמאַן, הערש	1	1	0	P-1-facs_250_tr_1741260271	1934	1	1892-04-15		ra_align	0	0	0	
HUB-D1935	גודינסקאַ, בעלאַ	1	1	2	P-1-facs_250_tr_1741260264	1935	1	1877-07-24		ra_align	0	0	0	בעלאַ גודינסקא|בעלאַ גודינסקי
HUB-D1936	גודמאַן, בעסי	1	1	0	P-1-facs_250_tr_1741260274	1936	1	1885		ra_align	0	0	0	
HUB-D1937	גולדאַן, אָלפֿדער מ. [אַב-דס-מאי גאָניאָנרסקי]	1	1	0	P-3-facs_272_tr_1755674155	1937	3			human_align	0	0	0	
HUB-D1938	גורעוויטש, אייזיק	1	1	0	P-1-facs_253_tr_1741260227	1938	1	1864~	1909-03	ra_align	0	0	0	
HUB-D1939	גורעוויטש, מרים [מינאַ]	1	1	1	P-1-facs_254_tr_1741260246	1939	1			ra_align	0	0	0	מרים גורעוויטש
HUB-D1940	גורוויטש, משה	1	1	1	P-5-facs_276_tr_1739221991	1940	5	1892		ra_align	0	0	0	משה גורוויטש
HUB-D1941	גורמאַן, גדליה	1	1	0	P-5-facs_81_tr_1733059413	1941	5	1883	1941	ra_align	0	0	0	
HUB-D1942	גורסקאַ, סאָניאַ [פריידע-שיינע גורעוויטש]	1	1	0	P-1-facs_253_tr_1741260231	1942	1			ra_align	0	0	0	
HUB-D1943	גורעוויטש, משה לייב	1	1	0	P-5-facs_568_tr_1739221634	1943	5	1896		ra_align	0	0	0	
HUB-D1944	גוסקין, ראובן	1	1	2	P-1-facs_252_tr_1741260228	1944	1	1887-08-01		ra_align	0	0	0	ראובן גוסקין|ר. גוסקין
HUB-D1945	גוטענטאָג, בערטאָ [אַקסעלראָד]	1	1	3	P-1-facs_252_tr_1741260224	1945	1			ra_align	0	0	0	בערטאַ גוטענטאַג|בעטי גוטענטאָג|גוטענטאַגס
HUB-D1946	גוטענטאָג, קאַרל	1	1	2	P-1-facs_252_tr_1741260232	1946	1	1878-12-10		ra_align	0	0	0	גוטענטאָג|קאַרל גוטענטאָג
HUB-D1947	גוטמאַן, חיים	1	1	0	P-5-facs_281_tr_1739220611	1947	5	1894-09-24		ra_align	0	0	0	
HUB-D1948	גוטמאַן, קלמן	2	1	0	P-1-facs_251_tr_1741260233|P-5-facs_176_tr_1736589036	1948	1|5	1901		ra_align|ra_dup	0	0	0	
HUB-D1949	גוטמאַן, מילאני	1	1	0	P-1-facs_251_tr_1741260221	1949	1			ra_align	0	0	0	
HUB-D1950	גוטמאַן, ראָזאַ [שיינפעלד]	2	1	1	P-1-facs_252_tr_1741260223|P-5-facs_280_r	1950	1|5	1889-06-08	1939/1945	ra_align	0	0	0	שיינפעלד
HUB-D1951	גוטמאַן, סאלטשע [סערל האַרמאַן]	2	1	0	P-1-facs_251_tr_1741260225|P-5-facs_295_r_2	1951	1|5	1881-03-06	1939/1945	ra_align	0	0	0	
HUB-D1952	גוטאָוויטש, מערי [מיליע ציפקוס]	1	1	0	P-1-facs_250_tr_1741260262	1952	1			ra_align	0	0	0	
HUB-D1953	גוטמאַן, יוליוס [יידל] [יהודה יוסף]	2	1	2	P-1-facs_251_tr_1741260226|P-5-facs_45_tr_1733050574	1953	1|5		1939/1945	ra_align|ra_dup	0	0	0	יוליוס גוטמאַן|יידל גוטמאַן
HUB-D1954	גזיוואַטש, ראָזע [לינדער]	1	1	0	P-1-facs_254_tr_1741260240	1954	1	1892-07-15		ra_align	0	0	0	
HUB-D1955	האָבער, [?]	1	1	0	P-1-facs_302_tr_1741260413	1955	1			ra_align	0	0	0	
HUB-D1956	האָבערמאַן, קלאַראַ [פּריימאַן]	1	1	0	P-6-facs_403_tr_1747930160	1956	6	1900-04-08		ra_align	0	0	0	
HUB-D1957	האָבערמאַן, יאָזעף	1	1	2	P-1-facs_303_tr_1741260404	1957	1	1897-11-17		ra_align	0	0	0	יוסף האָבערמאַן|אייזיק אָבערמאַן
HUB-D1958	הדסה, אסתר וויינרויב-האַלפּערן	1	1	0	P-1-facs_312_TextRegion_1708860400000_821	1958	1	1897-05-13		ra_align	0	0	0	
HUB-D1959	האָפנער חיים-אהרן	1	1	0	P-1-facs_83_tr_1740521018	1959	1	1862	1923-09-13	human_align	0	0	0	
HUB-D1960	האַלפּערן, באָריס	1	1	0	P-5-facs_360_tr_1739221934	1960	5	1868-03-12	1944	ra_align	0	0	0	
HUB-D1961	האַלפּערן, דינה	1	1	1	P-4-facs_382_tr_1755030077	1961	4	1909-07-15		ra_align	0	0	0	דינה האַלפּערן
HUB-D1962	האַלפּערן, לעאָ	1	1	1	P-1-facs_306_r_6	1962	1	1894-01-24		ra_align	0	0	0	לעאַ האַלפּערן
HUB-D1963	האַלפּערן, משה לייב	1	1	1	P-1-facs_306_r_5	1963	1	1886-01-02		ra_align	0	0	0	משה לייב האַלפּערן
HUB-D1964	האַלפּערן יהונתן	1	1	0	P-1-facs_305_tr_1741260377	1964	1	1877-04	1918-07-15	ra_align	0	0	0	
HUB-D1965	האַלפּערן, יצחק-צבי הלוי	1	1	2	P-1-facs_306_tr_1741260490	1965	1			ra_align	0	0	0	הלוי|י. צ. האַלפּערן
HUB-D1966	האַמבורגער, דוד-גדליה	1	1	1	P-1-facs_306_tr_1741260491	1966	1	1890-03-27		ra_align	0	0	0	דוד האַמבורגער
HUB-D1967	האַמבורגער, נייטאָן	1	1	0	P-1-facs_307_tr_1741260375	1967	1	1878	1913	ra_align	0	0	0	
HUB-D1968	האנאט, יצחק	1	1	0	P-1-facs_131_r_3	1968	1			ra_align	0	0	0	
HUB-D1969	האַנדפוס ביילע [אַריעל]	1	1	1	P-1-facs_307_tr_1741260374	1969	1	1900-05-10		ra_align	0	0	0	בעלאַ האַנדפוס
HUB-D1970	האָנדפֿוס, ישכר	1	1	0	P-1-facs_307_tr_1741260387	1970	1	30 דעצעמבער		ra_align	0	0	0	
HUB-D1971	הררי, עזרא [בלומבערג]	1	1	1	P-4-facs_131_tr_1754224982	1971	4	1894-04-22		ra_align	0	0	0	עזראַ הררי
HUB-D1972	האַר, משה	1	1	0	P-6-facs_608_tr_1747930290	1972	6	1898	1966-09-17	ra_align	0	0	0	
HUB-D1973	העריס, אַל.	1	1	3	P-4-facs_64_r_3	1973	4	1892-02-15		ra_align	0	0	0	אַל. העריס|אַל. הערים|ל. העריס
HUB-D1974	האַרט, אייב [אַברהם העכט]	1	1	3	P-1-facs_309_r_13	1974	1	1887-09-05		ra_align	0	0	0	האַרט|אייב האַרט|אייב
HUB-D1975	האַרט, בערטאָ [מאַהלער]	1	1	3	P-1-facs_310_tr_1741260419	1975	1	1887-10-14		ra_align	0	0	0	בער האַרט|ב. האָרט|בערטאַ האַרט
HUB-D1976	האַרט, הערש	1	1	1	P-1-facs_310_tr_1741260420	1976	1	1897-05-07		ra_align	0	0	0	הערש האַרט
HUB-D1977	האַרט, סידני [יוסף הערש]	1	1	2	P-1-facs_310_tr_1741260422	1977	1	1887-12-24		ra_align	0	0	0	סידני האַרט|הערש יוסף
HUB-D1978	האַרט, זיגמונט	1	1	2	P-1-facs_310_tr_1741260423	1978	1	1866-04-20		ra_align	0	0	0	זיגמונד האַרט|זיגמונט האָרט
HUB-D1979	האַרטמאַן, קאָרל, דר.	1	1	0	P-7-facs_34_r_4	1979	7	1923		ra_align	0	0	0	
HUB-D1980	העלד, אַננאַ	1	1	1	P-1-facs_331_tr_1741260474	1980	1	1865~	1918-08-12	ra_align	0	0	0	אַננאַ העלד
HUB-D1981	העלין, דוד	1	1	1	P-1-facs_331_tr_1741260489	1981	1			ra_align	0	0	0	דוד העלין
HUB-D1982	העלער איציק [הערשקאָוויטש]	1	1	2	P-5-facs_86_tr_1733059453	1982	5	1876	1941-06-30	ra_align	0	0	0	העלער|איציק העלער
HUB-D1983	העניג, מאַקס	1	1	1	P-1-facs_332_tr_1741260405	1983	1	1892		ra_align	0	0	0	מאַקס העניג
HUB-D1984	הערמאָלין, דוד-משה	1	1	1	P-1-facs_333_tr_1741260492	1984	1	1865-05-12	1921-06-19	ra_align	0	0	0	ד. מ. הערמאָלין
HUB-D1985	הערמאַלין, משה	1	1	1	P-5-facs_188_tr_1736589057	1985	5			ra_align	0	0	0	הערמאָלין
HUB-D1986	הערמאַן, דוד	1	1	1	P-1-facs_333_tr_1741260495	1986	1	1876-06		ra_align	0	0	0	דוד הערמאַן
HUB-D1987	העריק, מייראָן ט.	1	1	1	P-1-facs_332_tr_1741260395	1987	1	1854-10-09	1929-03-31	ra_align	0	0	0	ט.
HUB-D1988	הערשעלע [הערשעלע דאָניעלעוויטש]	2	1	0	P-1-facs_335_r_6|P-5-facs_250_tr_1739221688	1988	1|5	1882-01-30	1940	ra_align|ra_dup	0	0	0	
HUB-D1989	הערשקאָוויטש, איציק	1	1	3	P-1-facs_335_tr_1741260411	1989	1	1880-07-15		ra_align	0	0	0	הערשקאָוויטש|איציק|הערשקאָוויטשעס
HUB-D1990	הערשקאָוויטש, מלך	2	1	2	P-1-facs_335_tr_1741260409|P-5-facs_88_tr_1733059455	1990	1|5	1891-08-16		ra_align|ra_dup	0	0	0	מלך הערשקאָוויטש|מלך
HUB-D1991	הערשקאָוויטש, שלמה	2	1	2	P-1-facs_335_tr_1741260410|P-5-facs_196_tr_1736589006	1991	1|5	1885	1944	ra_align|ra_dup	0	0	0	ש. הערשקאָוויטש|שלמה הערשקאָוויטש
HUB-D1992	הערצבערג, שלום	1	1	0	P-5-facs_273_tr_1739222328	1992	5			ra_align	0	0	0	
HUB-D1993	הערצליך רעגינאַ	1	1	0	P-5-facs_349_tr_1739221468	1993	5			ra_align	0	0	0	
HUB-D1994	הערץ, יוסף ה. הרב	1	1	0	P-1-facs_334_tr_1741260442	1994	1			ra_align	0	0	0	
HUB-D1995	הערץ, יוסף	1	1	0	P-1-facs_334_tr_1741260429	1995	1	1776-05-04		ra_align	0	0	0	
HUB-D1996	היידען-פּריזאַמענט, גיזי	1	1	3	P-4-facs_354_tr_1754998470	1996	4	1906-06-09		ra_align	0	0	0	פּריזאַמענט|גיזי היידען|היידען
HUB-D1997	הייליגמאַן סאַמועל [שמואל העקדישמאַן]	1	1	0	P-1-facs_319_TextRegion_1708861162622_1148	1997	1	1869		ra_align	0	0	0	
HUB-D1998	היימאַן, העלענאַ [געב. 1899 — געשט. 3 יוני 1928]	1	1	0	P-1-facs_320_tr_1741260430	1998	1	1899	1928-06-03	ra_align	0	0	0	
HUB-D1999	היימאַן, לואיס [לואיס הערמאַן]	1	1	1	P-1-facs_320_tr_1741260426	1999	1	1878		ra_align	0	0	0	לואי היימאַן
HUB-D2000	היימאַן, מיני [ערנסט]	1	1	0	P-1-facs_320_tr_1741260428	2000	1	1885-03-28		ra_align	0	0	0	
HUB-D2001	היינצע, וואָלדעמאָר	1	1	0	P-1-facs_321_tr_1741260500	2001	1	1895-06-23		ra_align	0	0	0	
HUB-D2002	הילסבערג, דבורה (דאַרעלע)	1	1	1	P-5-facs_295_tr_1739221304	2002	5	1926-12-14	1942/1943	ra_align	0	0	0	הילסבערג
HUB-D2003	הילסבערג, מרדכי	1	1	1	P-1-facs_321_tr_1741260499	2003	1	1897		ra_align	0	0	0	מאָטל הילסבערג
HUB-D2004	הירשפעלד זלמן-לייב	1	1	3	P-1-facs_330_r_16	2004	1	1902-10-03		ra_align	0	0	0	זלמן הירשפעלד|זלמן הירשפעלר|הירשפעלדן
HUB-D2005	הירש, דוד	2	1	3	P-1-facs_322_tr_1741260436|P-2-facs_311_tr_1744365774	2005	1|2	1870	1927-11-21	ra_align	0	0	0	ה. ד. נאָמבערג|דוד הירש|נאָמבערגן
HUB-D2006	הירשביין, פרץ	1	1	2	P-1-facs_323_tr_1741260490	2006	1	1881-11-26		ra_align	0	0	0	פרץ הירשביין|פּ. הירשביין
HUB-D2007	היטעלמאַן, לייזער	1	1	0	P-1-facs_131_tr_1740521175	2007	1			ra_align	0	0	0	
HUB-D2008	האָכבאַן, אַברהם	1	1	0	P-4-facs_86_tr_1753938264	2008	4	1893	1936-08-20	ra_align	0	0	0	
