db_id	hebname	english	alternative_name	gender	date_born	date_died	born_in	died_in	external_source_id	external_source	author_of	editor_of	mentioned_in	professional_role_org	professional_role_perf	character_perf	created_expressions	name_variants	probably_not_zylbercweig	source	raw
1080	יצחק נאזשיק	Itskhok Nozik		Male					Null	Wikidata										DBKey+Report	Itskhok Nozik|1080|יצחק נאזשיק
1083	אייב סינקאף	Abe Sinkof		Male					Null	Wikidata										DBKey+Report	Abe Sinkof|1083|אייב סינקאף
1085	יואל ענטין	Yoel Entin		Male					Null	Wikidata										DBKey+Report	Yoel Entin|1085|יואל ענטין
1086	פעני עפשטיין וואדיא	Penny Epstein Vadia		Female					Null	Wikidata										DBKey+Report	Penny Epstein Vadia|1086|פעני עפשטיין וואדיא
1087	רחל פייגענבערג	Rokhl Feygenberg		Female					Null	Wikidata										DBKey+Report	Rokhl Feygenberg|1087|רחל פייגענבערג
1089	סעם דאיען	Sam Dayn		Male					Null	Wikidata										DBKey+Report	Sam Dayn|1089|סעם דאיען
1094	בנימין וואָלף עהרענקראַנץ	Binyamin Wolf Erenkrantz		Male					Null	Wikidata										DBKey+Report	Binyamin Wolf Erenkrantz|1094|בנימין וואָלף עהרענקראַנץ
1095	יצחק רײנגאָלד	Yitshok Reingold		Male					Null	Wikidata										DBKey+Report	Yitshok Reingold|1095|יצחק רײנגאָלד
1096	אַּבבּדול	Abdul		Male					yt/lex/A/abdul.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Abdul|1096|אַּבבּדול
1097	מרדכי אבעלמאַן	Mordechai Abelman		Male					yt/lex/A/abelman-mordechai.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mordechai Abelman|1097|מרדכי אבעלמאַן
1098	ציפע אַבּעלמאַן (צפּורה)	Tsipa Abelman		Female					moyt/lex/A/abelman-tsipa-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Tsipa Abelman|1098|ציפע אַבּעלמאַן (צפּורה)
1099	בּן-ציון אבּעלסאָן	Ben-Zion Abelson		Male					moyt/lex/A/abelson-ben-zion-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ben-Zion Abelson|1099|בּן-ציון אבּעלסאָן
1100	יצחק אַבּערמאַן (האַבּער)	Isaac Aberman		Male					yt/lex/A/aberman-isaac.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isaac Aberman|1100|יצחק אַבּערמאַן (האַבּער)
1101	ידא אַבּראַגאַם (פעלטענשטיין)	Ida Abragam		Female					yt/lex/A/abragam-ida.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ida Abragam|1101|ידא אַבּראַגאַם (פעלטענשטיין)
1102	א. אַבּראַמאָוו (אברהם קאַגאַן)	A. Abramov		Male					yt/lex/A/abramov-a.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	A. Abramov|1102|א. אַבּראַמאָוו (אברהם קאַגאַן)
1103	אַדאָלף אַבּראַמאָוו (אברהם פּערקאָף)	Adolf Abramov		Male					yt/lex/A/abramov-adolf.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolf Abramov|1103|אַדאָלף אַבּראַמאָוו (אברהם פּערקאָף)
1104	בּאָריס אַבּראַמאָוו (פיינלאַנד)	Boris Abramov		Male					yt/lex/A/abramov-boris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Boris Abramov|1104|בּאָריס אַבּראַמאָוו (פיינלאַנד)
1105	מערי אַבּראַמאָוו (מרים איינהאָרן)	Mary Abramov		Female					yt/lex/A/abramov-mary.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mary Abramov|1105|מערי אַבּראַמאָוו (מרים איינהאָרן)
1106	אַבּראַמאָוו	Abramov		Male					yt/lex/A/abramov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Abramov|1106|אַבּראַמאָוו
1107	ח. ע. אַבּראַמאָוויץ	Ch.E. Abramovits		Female					yt/lex/A/abramovits-ch-e.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ch.E. Abramovits|1107|ח. ע. אַבּראַמאָוויץ
1108	חיים אַבּראַמאָוויטש	Chaim Abramovitsh		Male					yt/lex/A/abramovitsh-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chaim Abramovitsh|1108|חיים אַבּראַמאָוויטש
1109	איזאָק אַבּראַמאָוויטש	Isaak Abramovitsh		Male					yt/lex/A/abramovitsh-isaak.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isaak Abramovitsh|1109|איזאָק אַבּראַמאָוויטש
1110	אַדאָלף אַבּראמס (אבּראַמאָוויטש)	Adolph Abrams		Male					yt/lex/A/abrams-adolph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolph Abrams|1110|אַדאָלף אַבּראמס (אבּראַמאָוויטש)
1111	דוד אייבּראמס	David Abrams		Male					yt/lex/A/abrams-david.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	David Abrams|1111|דוד אייבּראמס
1112	ג. אַבּראַמסקי	G. Abramski		Male					yt/lex/A/abramski-g.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	G. Abramski|1112|ג. אַבּראַמסקי
1113	יוסף אכראן	Joseph Achron		Male					yt/lex/A/achron-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Achron|1113|יוסף אכראן
1114	משה אדערשלעגער	Moshe Yakov Adershleger		Male					yt/lex/A/adershleger-moshe-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Yakov Adershleger|1114|משה אדערשלעגער
1115	עמיליע אַדלער (שרה-מילקע שטאַנג)	Amelia Adler		Female					yt/lex/A/adler-amelia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Amelia Adler|1115|עמיליע אַדלער (שרה-מילקע שטאַנג)
1116	בּעני אַדלער	Benny Adler		Male					yt/lex/A/adler-benny.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Benny Adler|1116|בּעני אַדלער
1117	צילע אַדלער	Celia Adler		Female					yt/lex/A/adler-celia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Celia Adler|1117|צילע אַדלער
1118	אסתר אַדלער (שאַצקי)	Esther Adler		Female					moyt/lex/A/adler-esther-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Esther Adler|1118|אסתר אַדלער (שאַצקי)
1119	פרענציס אַדלער	Frances Adler		Female					yt/lex/A/adler-frances.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Frances Adler|1119|פרענציס אַדלער
1120	היימאַן אַדלער (בּאַרטפעלד)	Hyman Adler		Male					yt/lex/A/adler-hyman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hyman Adler|1120|היימאַן אַדלער (בּאַרטפעלד)
1121	ישראל אַדלער	Israel Adler		Male					yt/lex/A/adler-israel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Israel Adler|1121|ישראל אַדלער
1122	דזשוליא אַדלער	Julia Adler		Female					yt/lex/A/adler-julia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Julia Adler|1122|דזשוליא אַדלער
1123	יוליוס אַדלער	Julius Adler (bialystok)		Male					yt/lex/A/adler-julius-bialystok.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Julius Adler (bialystok)|1123|יוליוס אַדלער
1124	דזשוליוס אַדלער (יואל)	Julius Adler (bilgoraj)		Male					yt/lex/A/adler-julius-bilgoraj.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Julius Adler (bilgoraj)|1124|דזשוליוס אַדלער (יואל)
1125	קטיה אַדלער (גוראַלניק)	Katya Adler		Female					moyt/lex/A/adler-katya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Katya Adler|1125|קטיה אַדלער (גוראַלניק)
1126	סאַראַ אדלער (שרה-סוניה לעוויצקא, היינע-היימאָוויאש)	Sarah Adler		Female					yt/lex/A/adler-sarah.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sarah Adler|1126|סאַראַ אדלער (שרה-סוניה לעוויצקא
1127	סטעלאַ אַדלער	Stella Adler		Female					yt/lex/A/adler-stella.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Stella Adler|1127|סטעלאַ אַדלער
1128	ירמיהו אַדלער (גאָלדענבּערג-טווערסקי)	Yirmeyahu Adler		Male					yt/lex/A/adler-yirmeyahu.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yirmeyahu Adler|1128|ירמיהו אַדלער (גאָלדענבּערג-טווערסקי)
1129	יוזשע אַדלער	Yuzhe Adler		Male					yt/lex/A/adler-yuzhe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yuzhe Adler|1129|יוזשע אַדלער
1130	אַדאָלפי	Adolfi		Male					yt/lex/A/adolfi.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolfi|1130|אַדאָלפי
1131	ניקאָליי אפרת	Nikolai Afrat		Male					yt/lex/A/afrat-nikolai.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Nikolai Afrat|1131|ניקאָליי אפרת
1132	סעם אַגעד (שלמה)	Sam Agid		Male					yt/lex/A/agid-sam.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Agid|1132|סעם אַגעד (שלמה)
1133	מאיר אַקסעלראָד	Meir Akselrad		Male					yt/lex/A/akselrad-meir.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Meir Akselrad|1133|מאיר אַקסעלראָד
1134	אליעזר סערהייסקי (אליעזר סערהייסקי)	Leo Albertson		Male					yt/lex/A/albertson-leo.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leo Albertson|1134|אליעזר סערהייסקי (אליעזר סערהייסקי)
1135	אהרן אָלעקסאַנדראָוו	Aaron Aleksandrov		Male					yt/lex/A/aleksandrov-aaron.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Aaron Aleksandrov|1135|אהרן אָלעקסאַנדראָוו
1136	ח. אָלעקסאַנדראָוו (וויליאַם מילער)	Ch. Aleksandrov		Male					yt/lex/A/aleksandrov-ch.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ch. Aleksandrov|1136|ח. אָלעקסאַנדראָוו (וויליאַם מילער)
1137	י. אַלקאָן (יהושע עלקין)	Yehoshua Alkan		Male					yt/lex/A/alkan-yehoshua.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yehoshua Alkan|1137|י. אַלקאָן (יהושע עלקין)
1138	שמואל אַלמאַן	Shmuel Alman		Male					yt/lex/A/alman-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Shmuel Alman|1138|שמואל אַלמאַן
1139	א. אלמי (אליהו חיים שעפּס)	A. Almi		Male					yt/lex/A/almi-a.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	A. Almi|1139|א. אלמי (אליהו חיים שעפּס)
1140	ס. עלמית (סאָניאַ לובּאָצקי)	Sonia Alomis		Female					yt/lex/A/alomis-sonia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonia Alomis|1140|ס. עלמית (סאָניאַ לובּאָצקי)
1141	סעם אלוני (קאָפעלבוים שמואל)	Sam Alony		Male					yt/lex/A/alony-sam.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Alony|1141|סעם אלוני (קאָפעלבוים שמואל)
1142	איסאַק אַלפּעראָוויטש	Isak Alperovitsh		Male					moyt/lex/A/alperovitsh-isak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isak Alperovitsh|1142|איסאַק אַלפּעראָוויטש
1143	סאָניא אלטבּוים (סטאַראָדוב)	Sonya Altboym		Female					moyt/lex/A/altboym-sonya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonya Altboym|1143|סאָניא אלטבּוים (סטאַראָדוב)
1144	בּאָריס אַלטמאַן	Boris Altman		Male					yt/lex/A/altman-boris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Boris Altman|1144|בּאָריס אַלטמאַן
1145	חיים אַלטמאַן (היימאַן)	Chaim Altman		Male					yt/lex/A/altman-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chaim Altman|1145|חיים אַלטמאַן (היימאַן)
1146	מאָריס אַלטמאַן	Morris Altman		Male					yt/lex/A/altman-morris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Altman|1146|מאָריס אַלטמאַן
1147	משה אַלטמאן	Moshe Altman		Male					moyt/lex/A/altman-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Altman|1147|משה אַלטמאן
1148	נאַטאַן אַלטמאַן	Natan Altman		Male					yt/lex/A/altman-natan.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Natan Altman|1148|נאַטאַן אַלטמאַן
1149	לייבּ אַלטשולער	Leyb Altshuler		Male					yt/lex/A/altshuler-leyb.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leyb Altshuler|1149|לייבּ אַלטשולער
1150	אַלעקס אַמאַסיאַ (אַלעקסאַנדער)	Alex Amasia		Male					yt/lex/A/amasia-alex.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Alex Amasia|1150|אַלעקס אַמאַסיאַ (אַלעקסאַנדער)
1151	הערש אַמאַסיאַ	Hersh Amasia		Male					yt/lex/A/amasia-hersh.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Hersh Amasia|1151|הערש אַמאַסיאַ
1152	פּעטער אַמאַטין (פּסח גאָלדבּערג)	Peter Amatin		Male					yt/lex/A/amatin-peter.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Peter Amatin|1152|פּעטער אַמאַטין (פּסח גאָלדבּערג)
1153	סאניא אמאטין (שרה גאלדבערג-לעווין)	Sonya Amatin		Female					moyt/lex/A/amatin-sonya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonya Amatin|1153|סאניא אמאטין (שרה גאלדבערג-לעווין)
1154	גאָלדע אַמזעל (געניאַ שניידער)	Golde Amzel		Female					yt/lex/A/amzel-golde.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Golde Amzel|1154|גאָלדע אַמזעל (געניאַ שניידער)
1155	וואָלף אַמזעל	Wolf Amzel		Male					moyt/lex/A/amzel-wolf-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Wolf Amzel|1155|וואָלף אַמזעל
1156	אניעלא (חנה קאמפּאַנעיעץ-פּאָליאַקאָוו)	Aniela		Female					yt/lex/A/aniela.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Aniela|1156|אניעלא (חנה קאמפּאַנעיעץ-פּאָליאַקאָוו)
1157	הערי אַניסמאַן	Harry Anisman		Male					yt/lex/A/anisman-harry.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Harry Anisman|1157|הערי אַניסמאַן
1158	ז. אנכי (זלמן יצחק אַראָנסאָן)	Z.I. Ankhi		Male					yt/lex/A/ankhi-z-i.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Z.I. Ankhi|1158|ז. אנכי (זלמן יצחק אַראָנסאָן)
1159	ש. אַנ-סקי (שלמה-זאַנוול ראַפּאָפּאָרט)	S. An-ski		Male					yt/lex/A/an-ski-s.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	S. An-ski|1159|ש. אַנ-סקי (שלמה-זאַנוול ראַפּאָפּאָרט)
1160	איסאַק אַנטשאַראָוו	Isak Antsharov		Male					yt/lex/A/antsharov-isak.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isak Antsharov|1160|איסאַק אַנטשאַראָוו
1161	ריוואַ אַנציפּאָוויטש	Riva Antsipovitsh		Female					yt/lex/A/antsipovitsh-riva.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Riva Antsipovitsh|1161|ריוואַ אַנציפּאָוויטש
1162	דוד אַפּאָטהעקער	David Apotheker		Male					yt/lex/A/apotheker-david.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	David Apotheker|1162|דוד אַפּאָטהעקער
1163	אַננאַ אַפּעל (בּערקאָוויטש)	Anna Appel		Female					yt/lex/A/appel-anna.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Anna Appel|1163|אַננאַ אַפּעל (בּערקאָוויטש)
1164	איזידאָר אַפּעל (יאַפּקאָ)	Isadore Appel		Male					yt/lex/A/appel-isadore.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isadore Appel|1164|איזידאָר אַפּעל (יאַפּקאָ)
1165	מאָריס אַפּעל (אַפּעלאויג)	Morris Appel		Male					yt/lex/A/appel-morris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Appel|1165|מאָריס אַפּעל (אַפּעלאויג)
1166	מישאַ אַפּעלבּוים	Misha Appelbaum		Male					yt/lex/A/appelbaum-misha.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Misha Appelbaum|1166|מישאַ אַפּעלבּוים
1167	ראזאליא אַפּעלבּוים (שיינע רחל וויינשטיין)	Rosalia Appelbaum		Female					yt/lex/A/appelbaum-rosalia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rosalia Appelbaum|1167|ראזאליא אַפּעלבּוים (שיינע רחל וויינשטיין)
1168	סאָפיא אַפּטייקער (שרה פריינד)	Sofia Apteiker		Female					yt/lex/A/apteiker-sofia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sofia Apteiker|1168|סאָפיא אַפּטייקער (שרה פריינד)
1169	פריצי אַרקאָ	Fritzi Arco		Male					yt/lex/A/arco-fritzi.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Fritzi Arco|1169|פריצי אַרקאָ
