host_person_id	mention_name	gender	relation_category	relation_sentence
P-1-facs_46_tr_1740521016	חבר*	male	Social_Personal	זיינער אַ חבר זינגט און 'מאַכט זיך משוגע'
P-1-facs_46_tr_1740521016	טראַכטענבערג	male	Professional_Hierarchy	שפּעטער אַרומגעפֿאָרן מיט טראַכטענבערגס קליינער וואַנדער-טרופּע
P-1-facs_46_tr_1740521016	יעוורעאינאָוו	male	Creative_Intellectual	א. האָט איבערזעצט ... יעוורעאינאָווס „הויפּטזאָך“
P-1-facs_46_tr_1740521016	לעבעדיעוו	male	Professional_Collaboration	וואו ער שפּילט צוזאָמען מיט לעבעדיעוו, אַרקאָ, קושטשינסקי א. א.
P-1-facs_46_tr_1740521016	מאָלינאָווסקי	male	Professional_Hierarchy	א. שליסט נאָנטע באַקאָנטשאָפֿט מיטן פאַקוסניק מאָלינאָווסקי, ביז וועלכן ער לערנט זיך אויס די מלאַכה
P-1-facs_46_tr_1740521016	מישע פישזאָן	male	Professional_Hierarchy	1921 אָנגעהויבן שפּילן אין רומעניע אין מישע פישזאָוס „מוסטער-טעאַטער“
P-1-facs_46_tr_1740521016	סטרעלסקאַ	female	Professional_Hierarchy	אין 1907 געווען אַ סטאָטיסט אין דער טרופּע סטרעלסקאַ
P-1-facs_46_tr_1740521016	עלטערן*	unknown	Family	געב. 10 סעפּט. 1889 אין קעשעניעוו, בעסאַראַביע, ביי אַרימע עלטערן, בעלי-מלאַכות
P-1-facs_46_tr_1740521016	פישזאָן	male	Professional_Hierarchy	סוף 1908 טרעט ער אַרייז אין פישזאָןס טרופּע מיט וועלכער ער פֿאָרט אַרום ביז 1915
P-1-facs_46_tr_1740521016	פרוי*	female	Professional_Collaboration	שפּעטער מיט אַברהם פישזאָן און פרוי
P-1-facs_46_tr_1740521016	קושטשינסקי	male	Professional_Collaboration	וואו ער שפּילט צוזאָמען מיט לעבעדיעוו, אַרקאָ, קושטשינסקי א. א.
P-1-facs_46_tr_1740521016	ראָפּעל	male	Professional_Collaboration	זומער 1916 געשפּילט מיט ראָפּעלן און זאַסלאָווסקין
P-1-facs_46_tr_1740521016	פֿאָטער*	male	Family	דער פֿאָטער גיט אים אַוועק אין אַ געשעפֿט אַלס אָנגעשטעלטער
P-1-facs_46_tr_1740521016	פֿעלדמאָן	male	Professional_Hierarchy	אין 1903 האָט א. געזען צום ערשטן מאָל טעאַטער: די טרופּע פֿעלדמאָן-בראָנשטיין
P-1-facs_46_tr_1740521017	בליפעלד	male	Professional_Collaboration	סיעראצקי און זיין פרוי, שימאַנסקי, בליפעלד א. א.
P-1-facs_46_tr_1740521017	בערל האָרט	male	Professional_Hierarchy	1920 ביי בערל האָרט אין גאַליציע
P-1-facs_46_tr_1740521017	בערנשטיין	male	Professional_Hierarchy	1912 — אין מינסק ביי בערנשטיין
P-1-facs_46_tr_1740521017	זיידן*	male	Family	צו 15 יאָר אָפּגעשוקט געוואָרן צו זיין זיידן קיין אַזאַרקאָוו
P-1-facs_46_tr_1740521017	יאָקובאָוויטש	female	Family	האָט ער חתונה מיט דער אַקטריסע יאָקובאָוויטש
P-1-facs_46_tr_1740521017	יוליוס אָדלער	male	Professional_Hierarchy	1921 - בין יוליוס אָדלער און סיעראצקי אין לאָדזש
P-1-facs_46_tr_1740521017	לעשטשינסקי	male	Professional_Hierarchy	אין 1910 פֿאָרט א. אַרום מיטן דירעקטאָר לעשטשינסקי איבער קליינע שטעט פֿון פּוילן
P-1-facs_46_tr_1740521017	מוטער*	female	Family	עלטערן - קליינע פֿאבריקאנטן.
P-1-facs_46_tr_1740521017	סיעראצקי	male	Professional_Hierarchy	1921 - בין יוליוס אָדלער און סיעראצקי אין לאָדזש
P-1-facs_46_tr_1740521017	סיעראצקיס פרוי	female	Professional_Collaboration	סיעראצקי און זיין פרוי, שימאַנסקי, בליפעלד א. א.
P-1-facs_46_tr_1740521017	פּשיגאָידא	male	Professional_Hierarchy	וואו אַ טעאַטער-אונטערנעמער, פּשיגאָידא, אָרגאַניזירט אַ טרופּע פֿון אָנהייבער.
P-1-facs_46_tr_1740521017	פאטער*	male	Family	עלטערן - קליינע פֿאבריקאנטן.
P-1-facs_46_tr_1740521017	שאַראַוונער	male	Professional_Hierarchy	1910-11 ווערן ביידע אָנגאַזשירט צו שאַראַוונער אין ווילנע
P-1-facs_46_tr_1740521017	שימאַנסקי	male	Professional_Collaboration	סיעראצקי און זיין פרוי, שימאַנסקי, בליפעלד א. א.
P-1-facs_47_r_2	אהרן טאָגער	male	Professional_Collaboration	איז דאָרט געווען אַ זינגער אין די ווייןקעלערס צוזאַמען מיט מענדל אָבראָמאָוויטש, יעקב קאָצמאָן, אהרן טאָגער און שראַגע
P-1-facs_47_r_2	גאָלדפֿאַדעם	male	Professional_Hierarchy	שפּעטער גייט ער איבער אין גאָלדפֿאַדעם טרופּע אין אָדעס.
P-1-facs_47_r_2	יעקב קאָצמאָן	male	Professional_Collaboration	איז דאָרט געווען אַ זינגער אין די ווייןקעלערס צוזאַמען מיט מענדל אָבראָמאָוויטש, יעקב קאָצמאָן, אהרן טאָגער און שראַגע
P-1-facs_47_r_2	ישראל ראָזענבערג	male	Professional_Hierarchy	ווען ישראל ראָזענבערג מיט ספּיוואָקאָווסקין הויבן אָן שפּילן אין אָדעס, טרעט ער אַריין צו זיי
P-1-facs_47_r_2	מענדל אָבראָמאָוויטש	male	Professional_Collaboration	איז דאָרט געווען אַ זינגער אין די ווייןקעלערס צוזאַמען מיט מענדל אָבראָמאָוויטש, יעקב קאָצמאָן, אהרן טאָגער און שראַגע
P-1-facs_47_r_2	ספּיוואָקאָווסקין	male	Professional_Hierarchy	ווען ישראל ראָזענבערג מיט ספּיוואָקאָווסקין הויבן אָן שפּילן אין אָדעס, טרעט ער אַריין צו זיי
P-1-facs_47_r_2	שראַגע	male	Professional_Collaboration	איז דאָרט געווען אַ זינגער אין די ווייןקעלערס צוזאַמען מיט מענדל אָבראָמאָוויטש, יעקב קאָצמאָן, אהרן טאָגער און שראַגע
P-1-facs_47_tr_1740521066	גאָלדפֿאָדען	male	Creative_Intellectual	"„דאָס צענטע נעבאָט"" פֿון גאָלדפֿאָדען"
P-1-facs_47_tr_1740521066	גוצי קאָוו	male	Creative_Intellectual	"„אוריאָל אָקאָסטאָ"" פון גוצי קאָוו"
P-1-facs_47_tr_1740521066	וויעוויאָרקאַ	male	Creative_Intellectual	„חבר שינדל“ פֿון וויעוויאָרקאַ
P-1-facs_47_tr_1740521066	מאָיאָקאָווסקי	male	Creative_Intellectual	"געמאָלן דעקאַראַציעס פֿאָר מאָיאָקאָווסקיס „מיסטעריע בוף"""
P-1-facs_47_tr_1740521066	ראָמען	male	Creative_Intellectual	"„טרואָדעק"" פֿון ראָמען (פֿאָרן מיימט)"
P-1-facs_47_tr_1740521066	שלום עליכם	male	Creative_Intellectual	"די דעקאָראַציעס פֿאָרן קינאַ-בילד ""יידישע גליקן“ (מנחם-מענדל) פֿון שלום עליכם"
P-1-facs_47_tr_1740521070	אַנדרעיעוום	male	Creative_Intellectual	אַנדרעיעוום „קעניג-הונגער“ (אַ פֿאָרשטעלונג אין פֿינף בילדער מיט אַ פּראָלאָג, פֿיג מייזעל עט קאָ. ניויאָרק, 1910)
P-1-facs_47_tr_1740521070	טאָלסטאָים	male	Creative_Intellectual	טאָלסטאָים „לעבעריקער מת“ (געדרוקט אין „פֿאָרווערטס“)
P-1-facs_47_tr_1740521070	יושקעוויטשעס	male	Creative_Intellectual	א. האָט איבערזעצט יושקעוויטשעס פּיעסע „דער קעניג“ (פֿאָרלאָג „די וועלט“, וואַרשע)
P-1-facs_47_tr_1740521070	שלום-עליכםס	male	Creative_Intellectual	אַ סצענאָריום פֿאַר אַ באָלעט לויט שלום-עליכםס „ליג בעומר“
P-1-facs_47_tr_1740521070	פֿאָטער*	male	Family	פֿאָטער — אַ פֿאַרוואָלטער אין וועלדער, פֿריער אין קיעווער גוב, דערנאָך אין וואָלין, אַ ייך אַ למדן, אָבער געכאַפּט אין השכלה, האָט דערצויגן זיין זון אויף תניך און גמרא
P-1-facs_47_tr_1740521074				
P-1-facs_48_tr_1740521125	פֿאָמיליע*	unknown	Family	געב. 2 יאַנ. 1892 אין וואַרשע, פּוילן, אין אַ פֿאָמיליע פֿון אַרימע בעלי-מלאַכות.
P-1-facs_48_tr_1740521128	ליבין	male	Creative_Intellectual	אויפֿגעטראָטן אין ווינדזאָר-טעאַטער אין ליביזס „איר פֿאַרגאָנגענהייט“
P-1-facs_48_tr_1740521128	שוישפּילערין *	female		
P-1-facs_48_tr_1740521130	אַברהם מאַפּוס	male	Creative_Intellectual	ליברעטאַ גענומען פֿון אַברהם מאַפּוס ראָמאַן „אשמת שומרון“
P-1-facs_48_tr_1740521130	גונאַ	male	Creative_Intellectual	און די אָפּערעס „פויסט
P-1-facs_48_tr_1740521130	ווערדי	male	Creative_Intellectual	א. האָט איבערזעצט די אָפּערעס „ריגאָלעטאָ“ פֿון ווערדי
P-1-facs_48_tr_1740521130	חזן*	male	Creative_Intellectual	אָנגעהויבן שרייבן סינאָגאָגאַלע קאָמפּאָזיציעס, וועלכע דער אָרטיקער חזן זינגט.
P-1-facs_48_tr_1740521130	לעאָנקאוואלאַ	male	Creative_Intellectual	"און „קאוואלעראַ רוסטיקאנאַ"" פֿון לעאָנקאוואלאַ"
P-1-facs_48_tr_1740521130	מוטער*	female	Family	די מוטער — דעם רבס טאָכטער, פלעגט שרייבן שירים אויף יידיש
P-1-facs_48_tr_1740521130	ראָזיני	male	Creative_Intellectual	"און ""באַרבער פֿון סיוויל"" פֿון ראָזיני"
P-1-facs_48_tr_1740521130	רב*	male	Family	די מוטער — דעם רבס טאָכטער
P-1-facs_48_tr_1740521130	פֿאָטער*	male	Family	פֿאָטער — אַ חסיד
P-1-facs_48_tr_1740521130	פֿיינמאָנען	male	Professional_Hierarchy	געאַרבעט 5 יאָר מיט פֿיינמאָנען אַלס כאָר-מייסטער.
P-1-facs_48_tr_1740521136	4 מיטגלידער*	unknown	Professional_Collaboration	מיט נאָך 4 מיטגלידער פֿון דער טרופּע שפּילן אַ קורצע צייט אין די פֿאַראייניקטע שטאָטן פֿון אַמעריקע
P-1-facs_48_tr_1740521136	אַברהם סלאַבאָדסקי	male	Professional_Hierarchy	"1918 - אַריינגעטראָטן אין דער יידישער דראָמאַטישער סטודיע א""פ פֿון אַברהם סלאַבאָדסקי"
P-1-facs_48_tr_1740521136	אָלעקסאָנדראָוו	male	Family	צו וועלכער ס׳געהערן אויך די רוסישע אַקטיאָרן מאָראַזאָוו און אָלעקסאָנדראָוו
P-1-facs_48_tr_1740521136	טאָמאָשעווסקי	male	Professional_Collaboration	און דאָן, אין משך פֿון דריי יאָר, מיט טאָמאָשעווסקי, יאָזער שיינגאָלד, ל. קרעמער בעת זייערע גאַסטראָלן
P-1-facs_48_tr_1740521136	יאָזער שיינגאָלד	male	Professional_Collaboration	און דאָן, אין משך פֿון דריי יאָר, מיט טאָמאָשעווסקי, יאָזער שיינגאָלד, ל. קרעמער בעת זייערע גאַסטראָלן
P-1-facs_48_tr_1740521136	ל. קרעמער	male	Professional_Collaboration	און דאָן, אין משך פֿון דריי יאָר, מיט טאָמאָשעווסקי, יאָזער שיינגאָלד, ל. קרעמער בעת זייערע גאַסטראָלן
P-1-facs_48_tr_1740521136	מאָראַזאָוו	male	Family	צו וועלכער ס׳געהערן אויך די רוסישע אַקטיאָרן מאָראַזאָוו און אָלעקסאָנדראָוו
P-1-facs_48_tr_1740521136	מאָרינאָוו	male	Professional_Hierarchy	דאָרט געשפּילט 2 חדשים איד פֿון מאָרינאָוו
P-1-facs_48_tr_1740521136	מאָריס בראון	male	Professional_Hierarchy	"1926 — אַרומגעפֿאָרן מיט אַ חברים-טרופּע א""ל פֿון מאָריס בראון איבער טשולי, פּערן, קובאַ און מעקסיקאָ"
P-1-facs_48_tr_1740521136	סאַנדלער	male	Professional_Hierarchy	דורכדעם צוגעצויגן די אויפֿמערקזאַמקייט פון אַקטיאָר סאַנדלער, וועלכער נעמט אום אַריין אין אַ פּראָפעסיאָנעלער וואַנדער-טרופּע
P-1-facs_48_tr_1740521136	עלטערן*	unknown	Family	ניט געקוקט אויף דער התנגדות פֿון די עלטערן
P-1-facs_49_tr_1740521083				
P-1-facs_49_tr_1740521083	ב. גאָרין	male	Creative_Intellectual	"לויט ב. גאָרין איז אין 1905 אויפֿגעפֿירט געוואָרן א.'ס פּיעסע „די ערשטע ליבע אָדער „דאָס פאָרגיפטעטע געוויסן""."
P-1-facs_49_tr_1740521084	י. עלקין	male		
P-1-facs_49_tr_1740521084	פֿאָטער*	male	Family	פֿאָטער — אַ העברעאו: שער לערער, ביי וועמען ער לערנט.
P-1-facs_49_tr_1740521087	א. ליליען	male	Creative_Intellectual	"„פּאָלעסטינער ליבע"" פֿון א. ליליען"
P-1-facs_49_tr_1740521087	אַברהם בלום	male	Creative_Intellectual	"„די איינ ציקע נאַכט"" פֿון אַברהם בלום"
P-1-facs_49_tr_1740521087	אַנדרעעוו	male	Creative_Intellectual	"שרייבן מוזיק צו אַנדרעעוום ""אָנאָטעמאָ“"
P-1-facs_49_tr_1740521087	בין שוואַרץ	male	Professional_Hierarchy	בין שוואַרץ גיט אים די ערשטע געלעגנהייט צו שרייבן מוזיק
P-1-facs_49_tr_1740521087	גאָלדפֿאַדען	male	Creative_Intellectual	"זיין באָאַרבעטע אָרקעסטראַציע פֿון גאָלדפֿאַדעןס „בר-כוכבאַ"""
P-1-facs_49_tr_1740521087	היימאָן מייזעל	male	Family	פֿאָרט אָפּ קיין אַמעריקע, וואו ער קומט אָן אין 1922 צו זיין פעטער, דעם אַקטיאָר היימאָן מייזעל.
P-1-facs_49_tr_1740521087	זשולאָווסקי	male	Creative_Intellectual	"זשולאָווסקיס דראַמע ""שבתאי צבי"""
P-1-facs_49_tr_1740521087	יצחק לעש	male	Creative_Intellectual	שרייבט אָן מוזיק צו יצחק לעשס אָפּערעטע „די פֿריילעכע קבצנים“
P-1-facs_49_tr_1740521087	יצחק קאָפּלאָז	male	Creative_Intellectual	זיין ערשטע קאָמפּאָזיציע איז צו יצחק קאָפּלאָזס אָפּערעטע „צוריק אַהיים קיין ציון“
P-1-facs_49_tr_1740521087	ל. פֿריימאַן	male	Creative_Intellectual	"„דער גאָלדענער סאָלדאַט"" פֿון ל. פֿריימאַן"
P-1-facs_49_tr_1740521087	מאיר שוואָרץ	male	Creative_Intellectual	"„מזל אין ליבע"" פֿון מאיר שוואָרץ"
P-1-facs_49_tr_1740521087	סאַנדלער	male	Professional_Collaboration	ווען סאַנדלער פֿאַרלאָזט פלוצלינג די טרופּע און פֿאָרט אַוועק קיין אַמעריקע
P-1-facs_49_tr_1740521087	סיגעל	male	Creative_Intellectual	"פֿאַרפֿאָסט ער מוזיק צו „ציגיינער פּרינץ"" פֿון סיגעל"
P-1-facs_49_tr_1740521087	סעקלער	male	Creative_Intellectual	"סעקלערס ""יזכור"""
P-1-facs_49_tr_1740521087	פּאָלק-קאָמאָנדיר*	male	Professional_Hierarchy	מיט דער דערלויבניש פֿון פּאָלק-קאָמאָנדיר, דער דיריגענט פון דער יידישער טרופּע.
P-1-facs_49_tr_1740521087	פישזאָן	male	Professional_Hierarchy	וואו ער טרעפט אַ יידישע טרופּע אונטער דער דירעקציע פֿון פישזאָן
P-1-facs_49_tr_1740521087	קאָלמאָנאָוויטש	male	Creative_Intellectual	"„אין גאָרטן פֿון ליבע"" פֿון קאָלמאָנאָוויטש און סיגעל"
P-1-facs_49_tr_1740521087	ראָלאָנד	unknown	Professional_Hierarchy	ווערט ער אָנגאַזשירט צו ראָלאָנדן אין ליבערטי-טעאַטער
P-1-facs_49_tr_1740521087	פֿאָגעלנעסט	unknown	Creative_Intellectual	"דערנאָך צו פֿאָגעלנעסטס „אַראַנטשיק און סאָלאָמאַנטשיק"""
P-1-facs_49_tr_1740521087	פֿאָטער*	male	Family	פֿאָטער — אַ סוחר.
P-1-facs_50_tr_1740521040	איציקל גאָלדענבערג	male	Professional_Hierarchy	פֿון דאָרט צו איציקל גאָלדענבערג אין בוקאַרעסט.
P-1-facs_50_tr_1740521040	בראָנדעסקאָ	male	Professional_Hierarchy	אין 1918 טרעט זי אַריין אַלס כאָריסטקע אין דער טרופּע פֿון בראָנדעסקאָ און בראָסלאָווסקי
P-1-facs_50_tr_1740521040	בראָסלאָווסקי	male	Professional_Hierarchy	אין 1918 טרעט זי אַריין אַלס כאָריסטקע אין דער טרופּע פֿון בראָנדעסקאָ און בראָסלאָווסקי
P-1-facs_50_tr_1740521040	עלטערן *	unknown	Family	פֿון וואָנען די עלטערן טראָגן זיך איבער קיין יעקאַטערינאָסלאָוו.
P-1-facs_50_tr_1740521040	פּעטער אַמאַטיין	male	Family	וואו זיי האָט חתונה מיטן אַקטיאָר פּעטער אַמאַטיין
P-1-facs_50_tr_1740521040	ריישן	male	Professional_Hierarchy	אין 1927 אָנגאַזשירט צו ריישן אין טשערנאָוויץ
P-1-facs_50_tr_1740521040	פֿאָטער*	male	Family	פֿאָטער — אַ קליינהענדלער.
P-1-facs_50_tr_1740521042	אָנשעל שאָר	male	Professional_Hierarchy	וואו ער שפּילט צוויי סעזאָנען אין פֿילאָדעלפיע ביי אָנשעל שאָר
P-1-facs_50_tr_1740521042	גליקמאַן	unknown	Professional_Hierarchy	1 סעזאָן אין שיקאַגאַ ביי גליקמאַן
P-1-facs_50_tr_1740521042	גענפֿער	unknown	Professional_Hierarchy	די סעזאָנען 1907-9 שפּילט ער אין די טרופּעס פון גענפֿער און ראָטשטיין
P-1-facs_50_tr_1740521042	הערש אַמאַסיאָ	male	Family	ברודער פֿון אַקטיאָר הערש אַמאַסיאָ
P-1-facs_50_tr_1740521042	ליבערט	unknown	Professional_Hierarchy	שפּילט ער אין די טרופּעס פֿון סאָבסיי, נענפער און ליבערט
P-1-facs_50_tr_1740521042	מוטער *	female	Family	צוליב דער מוטערס טויט מוז ער איבעררייסן די למודים
P-1-facs_50_tr_1740521042	מישוראָט	unknown	Professional_Hierarchy	און ווען עס קומט די נידישע טרופּע פֿון מישוראָט, גייט ער איבער צו איר און פֿאָרט מיט אין שטעטל בערעזאָווקע, ביי אָדעם
P-1-facs_50_tr_1740521042	משה שאָר	male	Professional_Hierarchy	1929-30 — אין באָלטימאָר ביי משה שאָר
P-1-facs_50_tr_1740521042	נענפער	unknown	Professional_Hierarchy	שפּילט ער אין די טרופּעס פֿון סאָבסיי, נענפער און ליבערט
P-1-facs_50_tr_1740521042	סאָבסיי	unknown	Professional_Hierarchy	שפּילט ער אין די טרופּעס פֿון סאָבסיי, נענפער און ליבערט
P-1-facs_50_tr_1740521042	ראָטשטיין	unknown	Professional_Hierarchy	די סעזאָנען 1907-9 שפּילט ער אין די טרופּעס פון גענפֿער און ראָטשטיין
P-1-facs_50_tr_1740521046	אָנדרעיעוו	male	Creative_Intellectual	"און „7 געהאָננענע"" פֿון אָנדרעיעוו"
P-1-facs_50_tr_1740521046	איציקל גאָלדענבערג	male	Professional_Hierarchy	און איציקל גאָלדענבערג (בוקאַרעסט)
P-1-facs_50_tr_1740521046	גאָלדפֿאַדען	male	Creative_Intellectual	שפּילן דעם רעפּערטואָר פֿון גאָלדפֿאַדען, גאָרדין, ריכטער און ליביז אויף רוסיש.
P-1-facs_50_tr_1740521046	גאָרדין	male	Creative_Intellectual	שפּילן דעם רעפּערטואָר פֿון גאָלדפֿאַדען, גאָרדין, ריכטער און ליביז אויף רוסיש.
P-1-facs_50_tr_1740521046	גוזיק	male	Professional_Hierarchy	וואו ער ווערט אָנגאַזשירט אין גוזיקס טרופּע
P-1-facs_50_tr_1740521046	הויפּטמאַן	male	Creative_Intellectual	"אין די פֿילמען „פֿאַרזונקענער גלאָק"" פֿון הויפּטמאַן"
P-1-facs_50_tr_1740521046	זאָסלאָווסקי	male	Professional_Hierarchy	1915 — אַריינגעטראָטן אין זאָסלאָווסקיס טרופּע, וועלכע שפּילט אויף רוסיש.
P-1-facs_50_tr_1740521046	זעליעגעוו-ווערט	male	Professional_Hierarchy	סוף 1916 אָנגעהויבן שפּילן אין דער רוסישער קליין-קונסט-טרופּע פֿון זעליעגעוו-ווערט.
P-1-facs_50_tr_1740521046	ליביז	male	Creative_Intellectual	שפּילן דעם רעפּערטואָר פֿון גאָלדפֿאַדען, גאָרדין, ריכטער און ליביז אויף רוסיש.
P-1-facs_50_tr_1740521046	לעאָפּאָלד קאָנער	male	Professional_Hierarchy	אין 1912 אַריינגעטראָטן אין לעאָפּאָלד קאָנערם יידישער טרופּע אין קאָנסטאַנטינאָפּאָל
P-1-facs_50_tr_1740521046	עלטערן*	unknown	Family	עלטערן — סוחרים, וואָס טראָגן זיך איבער קיין וואַרשע.
P-1-facs_50_tr_1740521046	פּאָליאָקאָו	male	Creative_Intellectual	"א. האָט איבערזעצט פֿון רוסיש פּאָליאָקאָווס פּיעסע „לאָבירינט""."
P-1-facs_50_tr_1740521046	רייש	male	Professional_Hierarchy	דערנאָך טרעט ער אַריין אין די טרופּעס פֿון רייש (טשערנאָוויץ)
P-1-facs_50_tr_1740521046	ריכטער	male	Creative_Intellectual	שפּילן דעם רעפּערטואָר פֿון גאָלדפֿאַדען, גאָרדין, ריכטער און ליביז אויף רוסיש.
P-1-facs_50_tr_1740521046	פֿריצי אַרקאָ	female	Professional_Hierarchy	אין 1913 אַרומגעפֿאָרן אויף אַ טורנעע איבערן אָריענט מיט אַ דייטשער אָפּערעטן-טרופּע מיט פֿריצי אַרקאָ אָן דער שפּיץ.
P-1-facs_51_tr_1740521052	אַמאָסיאַ	male	Professional_Collaboration	אין 1884 פֿאָרט א. אַרום מיטן קוואָרטעט האָלדין-לעווינזאָן, וויינבוים און אַמאָסיאַ איבער קרים.
P-1-facs_51_tr_1740521052	בערנשטיין	male	Professional_Hierarchy	ביז ער טרעט אַריין אין בערנשטייזס טרופּע
P-1-facs_51_tr_1740521052	בערענשטיין	male	Professional_Hierarchy	דאָן ביי פֿישזאָן און בערענשטיין
P-1-facs_51_tr_1740521052	גאָלדפֿאַדען	male	Professional_Hierarchy	"באַטייליקט זיך אין כאָר פֿון גאָלדפֿאַדעןם פּיעסע „פּאָדריאָדטשיק"""
P-1-facs_51_tr_1740521052	דונאַיעווסקי	male	Professional_Hierarchy	אין 1878 נעמט אים דער דיריזשאָר דונאַיעווסקי אין כאָר פֿון ער גרויסער שול
P-1-facs_51_tr_1740521052	האָלדין-לעווינזאָן	male	Professional_Collaboration	אין 1884 פֿאָרט א. אַרום מיטן קוואָרטעט האָלדין-לעווינזאָן, וויינבוים און אַמאָסיאַ איבער קרים.
P-1-facs_51_tr_1740521052	וויינבוים	male	Professional_Collaboration	אין 1884 פֿאָרט א. אַרום מיטן קוואָרטעט האָלדין-לעווינזאָן, וויינבוים און אַמאָסיאַ איבער קרים.
P-1-facs_51_tr_1740521052	יוליוס אָדלער	male	Professional_Hierarchy	און אין יוליוס אָדלערס טרופּע.
P-1-facs_51_tr_1740521052	ספּיוואָקאָווסקי	male	Professional_Hierarchy	ספּיוואָקאָווסקי און שאַראַוונער
P-1-facs_51_tr_1740521052	קאָמפּאַנעיעץ	male	Professional_Hierarchy	אין 1891 באַטייליקט ער זיך אין קאָמפּאָנעיעץס טרופּע
P-1-facs_51_tr_1740521052	קינדער *	unknown	Social_Personal	"שפּעטער שפּילט ער „טעאַטער"" מיט נאָך קינדער אין די שפּייכלערס, אויף בוידעמער און אין שטוב."
P-1-facs_51_tr_1740521052	שאַראַוונער	male	Professional_Hierarchy	ספּיוואָקאָווסקי און שאַראַוונער
P-1-facs_51_tr_1740521052	פֿישזאָן	male	Professional_Hierarchy	דאָן ביי פֿישזאָן און בערענשטיין
P-1-facs_51_tr_1740521069	זיידע*	male	Family	דער זיידע — אַ רב
P-1-facs_51_tr_1740521069	זילבערצוויינס	male	Professional_Hierarchy	"אין 1915 צום ערשטן מאָל אויפֿגעטראָטן אין זילבערצוויינס טרופּע אַלס „הירש בער“ אין קאָבריןס „דאָרפסיונג"""
P-1-facs_51_tr_1740521069	מ. ד. וואָקסמאָז	male	Professional_Hierarchy	שפּילט ער אייניקע חדשים אין מ. ד. וואָקסמאָזס טרופּע אין לאָדזשער טאָליאַ-טעאַטער
P-1-facs_51_tr_1740521069	עבעל	male	Professional_Hierarchy	אין 1920 געשפּילט אייניקע חדשים אין פּשעמישל אונטער דער דירעקציע עבעל
P-1-facs_51_tr_1740521069	קאָברין	male	Creative_Intellectual	"אין קאָבריןס „דאָרפסיונג"""
P-1-facs_51_tr_1740521069	פֿאָטער*	male	Family	פֿאָטער — אַ שוחט
P-1-facs_51_tr_1740521070	חיים גליקמאַן	male	Professional_Hierarchy	1919 — אין אַ חברים-טרופּע מיט חיים גליקמאַן בראש
P-1-facs_51_tr_1740521070	לאַהלע	female	Family	איר קינד לאַהלע שפּילט די קינדער-ראָלן אין טעאַטער.
P-1-facs_51_tr_1740521070	עבל	male	Professional_Hierarchy	אין 1917 ווערט זיי אָנגענומען אין עבלס טרופּע אין פּשעמישל אַלס כאָריסטין
P-1-facs_51_tr_1740521070	פֿאָטער*	male	Family	פֿאָטער — אַ שלאָסער.
P-1-facs_51_tr_1740521072	א. נ. קאָמפּאָנעזעץ	male	Family	עלטערן די יידישע אַקטיאָרן לאָה און א. נ. קאָמפּאָנעזעץ.
P-1-facs_51_tr_1740521072	ווינדער	male	Professional_Hierarchy	אין וואַרשעווער קאָמינסקיטעאַטער (דירעקציע ווינדער און מ. פענינשטיין).
P-1-facs_51_tr_1740521072	לאָה	female	Family	עלטערן די יידישע אַקטיאָרן לאָה און א. נ. קאָמפּאָנעזעץ.
P-1-facs_51_tr_1740521072	מ. פענינשטיין	male	Professional_Hierarchy	אין וואַרשעווער קאָמינסקיטעאַטער (דירעקציע ווינדער און מ. פענינשטיין).
P-1-facs_51_tr_1740521072	פֿאָטער*	male	Professional_Hierarchy	ביז 1928 תמיד געשפּילט אין די טרופּעס אונטער דער אָנפֿירונג פֿון איר פֿאָטער
P-1-facs_51_tr_1740521079	ב. קאָפּערמאַן	unknown	Creative_Intellectual	דעקאָר. און קאָסטיומען פֿון ב. קאָפּערמאַן און פֿ. בלומבערג
P-1-facs_51_tr_1740521079	דוד וואָרדי	male	Creative_Intellectual	באַאַרכעט און רעזשיסירט פון דוד וואָרדי און חנה יאָעליט
P-1-facs_51_tr_1740521079	חנה יאָעליט	female	Creative_Intellectual	באַאַרכעט און רעזשיסירט פון דוד וואָרדי און חנה יאָעליט
P-1-facs_51_tr_1740521079	פֿ. בלומבערג	unknown	Creative_Intellectual	דעקאָר. און קאָסטיומען פֿון ב. קאָפּערמאַן און פֿ. בלומבערג
P-1-facs_51_tr_1740521079	פֿאָטער*	male	Family	פֿאָטער — ראש ישיבה.
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
P-1-facs_52_tr_1740521031				
