kind	id	detail
join_skip	115.0	missing_entry
join_skip	115.0	gold_dup_missing
join_skip	28.0	missing_entry
join_skip	28.0	gold_dup_missing
join_skip	29.0	missing_entry
join_skip	29.0	gold_dup_missing
join_skip	32.0	missing_entry
join_skip	32.0	gold_dup_missing
join_skip	facs_100_r	conflicted_disagreement
join_skip	facs_100_r	conflicted_disagreement
join_skip	facs_100_r	conflicted_disagreement
join_skip	facs_100_r	conflicted_disagreement
join_skip	facs_105_r_4	missing_entry
join_skip	facs_108_r	conflicted_disagreement
join_skip	facs_108_r	conflicted_disagreement
join_skip	facs_108_r	conflicted_disagreement
join_skip	facs_108_r	conflicted_disagreement
join_skip	facs_130_r_2	ambiguous_xml_id
join_skip	facs_18_r_1	missing_entry
join_skip	facs_193_r_2	conflicted_disagreement
join_skip	facs_193_r_2	conflicted_disagreement
join_skip	facs_193_r_2	conflicted_disagreement
join_skip	facs_193_r_2	conflicted_disagreement
join_skip	facs_193_tr_1747825032	ambiguous_xml_id
join_skip	facs_193_tr_1747825032	ambiguous_xml_id
join_skip	facs_19_r	ambiguous_xml_id
join_skip	facs_264_tr_1739221900	conflicted_disagreement
join_skip	facs_264_tr_1739221900	conflicted_disagreement
join_skip	facs_264_tr_1739221900	conflicted_disagreement
join_skip	facs_28_r	ambiguous_xml_id
join_skip	facs_28_r_1	ambiguous_xml_id
join_skip	facs_319_r_1	conflicted_disagreement
join_skip	facs_319_r_1	conflicted_disagreement
join_skip	facs_319_r_1	conflicted_disagreement
join_skip	facs_33_r	conflicted_disagreement
join_skip	facs_33_r	conflicted_disagreement
join_skip	facs_33_r	conflicted_disagreement
join_skip	facs_33_r	conflicted_disagreement
join_skip	facs_33_r	conflicted_disagreement
join_skip	facs_345_r	ambiguous_xml_id
join_skip	facs_349_r	conflicted_disagreement
join_skip	facs_349_r	conflicted_disagreement
join_skip	facs_349_r	conflicted_disagreement
join_skip	facs_34_r_1	ambiguous_xml_id
join_skip	facs_351_r	ambiguous_xml_id
join_skip	facs_356_r	conflicted_disagreement
join_skip	facs_356_r	conflicted_disagreement
join_skip	facs_356_r	conflicted_disagreement
join_skip	facs_356_tr_1739222186	conflicted_disagreement
join_skip	facs_356_tr_1739222186	conflicted_disagreement
join_skip	facs_356_tr_1739222186	conflicted_disagreement
join_skip	facs_35_r_2	ambiguous_xml_id
join_skip	facs_407_r_2	conflicted_disagreement
join_skip	facs_407_r_2	conflicted_disagreement
join_skip	facs_407_r_2	conflicted_disagreement
join_skip	facs_40_r	conflicted_disagreement
join_skip	facs_40_r	conflicted_disagreement
join_skip	facs_40_r	conflicted_disagreement
join_skip	facs_41_r_2	conflicted_disagreement
join_skip	facs_41_r_2	conflicted_disagreement
join_skip	facs_41_r_2	conflicted_disagreement
join_skip	facs_45_r_4	conflicted_disagreement
join_skip	facs_45_r_4	conflicted_disagreement
join_skip	facs_47_r_2	conflicted_disagreement
join_skip	facs_47_r_2	conflicted_disagreement
join_skip	facs_47_r_2	conflicted_disagreement
join_skip	facs_592_r_11	missing_entry
join_skip	facs_592_r_17	missing_entry
join_skip	facs_592_r_21	missing_entry
join_skip	facs_592_r_23	missing_entry
join_skip	facs_592_r_24	missing_entry
join_skip	facs_592_r_25	missing_entry
join_skip	facs_592_r_27	missing_entry
join_skip	facs_592_r_29	missing_entry
join_skip	facs_592_r_31	missing_entry
join_skip	facs_592_r_33	missing_entry
join_skip	facs_592_r_35	missing_entry
join_skip	facs_592_r_37	missing_entry
join_skip	facs_592_r_38	missing_entry
join_skip	facs_593_r_18	missing_entry
join_skip	facs_593_r_19	missing_entry
join_skip	facs_593_r_21	missing_entry
join_skip	facs_593_r_23	missing_entry
join_skip	facs_593_r_25	missing_entry
join_skip	facs_593_r_27	missing_entry
join_skip	facs_593_r_28	missing_entry
join_skip	facs_593_r_29	missing_entry
join_skip	facs_593_r_30	missing_entry
join_skip	facs_593_r_31	missing_entry
join_skip	facs_593_r_33	missing_entry
join_skip	facs_593_r_37	missing_entry
join_skip	facs_603_r	ambiguous_xml_id
join_skip	facs_72_r_5	conflicted_disagreement
join_skip	facs_72_r_5	conflicted_disagreement
join_skip	facs_72_r_5	conflicted_disagreement
join_skip	facs_72_r_5	conflicted_disagreement
join_skip	facs_73_r	conflicted_disagreement
join_skip	facs_73_r	conflicted_disagreement
join_skip	facs_73_r	conflicted_disagreement
join_skip	facs_73_r	conflicted_disagreement
join_skip	facs_74_r_3	conflicted_disagreement
join_skip	facs_74_r_3	conflicted_disagreement
join_skip	facs_74_r_3	conflicted_disagreement
join_skip	facs_74_r_3	conflicted_disagreement
join_skip	facs_75_tr_1733059379	conflicted_disagreement
join_skip	facs_75_tr_1733059379	conflicted_disagreement
join_skip	facs_76_r	ambiguous_xml_id
join_skip	facs_81_r_2	ambiguous_xml_id
join_skip	facs_81_r_7	conflicted_disagreement
join_skip	facs_81_r_7	conflicted_disagreement
join_skip	facs_81_r_7	conflicted_disagreement
join_skip	facs_81_r_7	conflicted_disagreement
join_skip	facs_82_r_2	ambiguous_xml_id
join_skip	facs_92_r	ambiguous_xml_id
surface_ambiguous	א. לוצקי	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	בנציון פּאַלעפּאַדע	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	גוטמאַן	heading 'גוטמאַן, חיים' spans 2 hubs
surface_ambiguous	האַנקע פלאָום	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	הוגאָ בעטויער	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	הי גאָלדשטיין	heading 'גאָלדפֿאַרב, שמואל' spans 2 hubs
surface_ambiguous	הערמאַן יאַבלאָקאָוו	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	הרב ר' יצחק אייזיק פֿרידמאַן	heading 'פֿרידמאַן, יצחק' spans 2 hubs
surface_ambiguous	וויינטרויבן	heading 'וויינטרויב-גראַף, לאה' spans 2 hubs
surface_ambiguous	זאָל זיין	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	חיים גוטמאַן	heading 'גוטמאַן, חיים' spans 2 hubs
