hub_id	member_kind	member_id	label	detail	evidence
HUB-D700	surface	מאָריס פינקעל	מאָריס פינקעל	full ×9.0	validated_surface
HUB-D700	surface	משה פינקעל	משה פינקעל	full ×8.0	validated_surface
HUB-D701	db	701	מאָריס זילבּערמאַן	Morris Silberman	
HUB-D701	entry	P-1-facs_407_tr_1739715081	זילבערמאַן, מאָריס, דר	vol 1	ra_align
HUB-D702	db	702	משה היינע-חיימאָוויטש	Morris (Heine) Haimowitz	
HUB-D702	entry	P-1-facs_320_tr_1741260434	היינע-חיימאָוויטש, משה	vol 1	ra_align
HUB-D702	surface	היינע	היינע	surnames ×6.0	validated_surface
HUB-D702	surface	היינע-חיימאָוויטש	היינע-חיימאָוויטש	surnames ×6.0	validated_surface
HUB-D702	surface	חיימאָוויטש	חיימאָוויטש	surnames ×11.0	validated_surface
HUB-D702	surface	מ. חיימאָוויטש	מ. חיימאָוויטש	initials ×3.0	validated_surface
HUB-D702	surface	מ. חיימאָוויטש (היינע)	מ. חיימאָוויטש (היינע)	initials ×1.0	validated_surface
HUB-D702	surface	משה היינע-חיימאָוויטש	משה היינע-חיימאָוויטש	full ×1.0	validated_surface
HUB-D703	db	703	מאַקס קאַרפּ	Max Karp	
HUB-D703	entry	P-4-facs_91_tr_1753602024	קאַרפּ, מאַקס	vol 4	ra_align
HUB-D703	surface	מאַקס קאַרפּ	מאַקס קאַרפּ	full ×6.0	validated_surface
HUB-D703	surface	מר. קאַרפּ	מר. קאַרפּ	initials ×1.0	validated_surface
HUB-D703	surface	מרס. קאַרפּ	מרס. קאַרפּ	initials ×2.0	validated_surface
HUB-D706	db	706	יעקב אַדלער (יעקב בּן פּנחס)	Jacob P. Adler	
HUB-D706	entry	P-1-facs_23_r	אַדלער, יעקב פּ. [יעקב בן פּנחס]	vol 1	ra_align
HUB-D706	surface	יאַנקל אַדלער	יאַנקל אַדלער	full ×1.0	validated_surface
HUB-D706	surface	יאַנקעל אַדלער	יאַנקעל אַדלער	full ×1.0	validated_surface
HUB-D706	surface	יאַקאָב אַדלער	יאַקאָב אַדלער	full ×1.0	validated_surface
HUB-D706	surface	יעקב אַדלער	יעקב אַדלער	full ×7.0	validated_surface
HUB-D706	surface	יעקב פּ. אַדלער	יעקב פּ. אַדלער	initials ×112.0	validated_surface
HUB-D707	db	707	יאָזעף עדעלשטיין (יוסף)	Joseph Edelstein	
HUB-D707	entry	P-2-facs_382_tr_1744366859	עדעלשטיין, יאָזעף (יוסף)	vol 2	ra_align
HUB-D707	surface	י. עדעלשטיין	י. עדעלשטיין	initials ×3.0	validated_surface
HUB-D707	surface	יאָזעף עדעלשטיין	יאָזעף עדעלשטיין	full ×6.0	validated_surface
HUB-D707	surface	יאָסל עדעלשטיין	יאָסל עדעלשטיין	full ×1.0	validated_surface
HUB-D707	surface	יוסף עדעלשטיין	יוסף עדעלשטיין	full ×5.0	validated_surface
HUB-D707	surface	עדעלשטיין	עדעלשטיין	surnames ×22.0	validated_surface
HUB-D710	db	710	אבא שעהנגאָלד (אַלבּערט)	Albert Schoengold	
HUB-D710	entry	P-4-facs_270_tr_1754998435	שעהנגאָלד אבא [אַלבערט]	vol 4	ra_align
HUB-D710	surface	אַבאַ שעהנגאָלד	אַבאַ שעהנגאָלד	full ×8.0	validated_surface
HUB-D710	surface	אַלבּערט	אַלבּערט	surnames ×4.0	validated_surface
HUB-D710	surface	אבאַ	אבאַ	surnames ×1.0	validated_surface
HUB-D710	surface	אבאַ שיינגאָלד	אבאַ שיינגאָלד	full ×22.0	validated_surface
HUB-D710	surface	שעהנגאָלד	שעהנגאָלד	surnames ×2.0	validated_surface
HUB-D711	db	711	גאָדל קוראַזש	Godl Kurazh	
HUB-D711	entry	P-4-facs_251_tr_1754998368	קוראַזש, גאָדל [?]	vol 4	ra_align
HUB-D711	surface	קוראַזש	קוראַזש	surnames ×4.0	validated_surface
HUB-D713	db	713	ישראל וויינבּלאַט (וואורצל)	Israel Weinblatt	
HUB-D713	entry	P-1-facs_356_tr_1741260401	וויינבלאַט, ישראל [וואורצל]	vol 1	ra_align
HUB-D713	surface	ישראל וויינבלאַט	ישראל וויינבלאַט	full ×4.0	validated_surface
HUB-D714	db	714	זיגמונד פיינמאַן	Sigmund Feinman	
HUB-D714	entry	P-4-facs_70_r	פיינמאַן, זיגמונד	vol 4	ra_align
HUB-D714	surface	ז. פֿיינמאַן	ז. פֿיינמאַן	initials ×1.0	validated_surface
HUB-D714	surface	זיגמונד פיינמאַן	זיגמונד פיינמאַן	full ×1.0	validated_surface
HUB-D714	surface	זיגמונד פֿיינמאַן	זיגמונד פֿיינמאַן	full ×3.0	validated_surface
HUB-D714	surface	זיגמונט פיינמאַן	זיגמונט פיינמאַן	full ×4.0	validated_surface
HUB-D714	surface	זיגמונט פענמאַן	זיגמונט פענמאַן	full ×1.0	validated_surface
HUB-D714	surface	זיגמונט פֿיינמאַן	זיגמונט פֿיינמאַן	full ×24.0	validated_surface
HUB-D714	surface	זיגמונט פֿיינמאָז	זיגמונט פֿיינמאָז	full ×1.0	validated_surface
HUB-D714	surface	פֿיינמאַן	פֿיינמאַן	surnames ×44.0	validated_surface
HUB-D714	surface	פֿיינמאָן	פֿיינמאָן	surnames ×3.0	validated_surface
HUB-D715	db	715	אברהם סימאָוויטש	Abraham Simowitz	
HUB-D715	entry	P-2-facs_352_r_2	סימאָוויטש, אַברהם	vol 2	ra_align
HUB-D715	surface	אַברהם סימאָוויטש	אַברהם סימאָוויטש	full ×1.0	validated_surface
HUB-D715	surface	סימאָוויטש	סימאָוויטש	surnames ×1.0	validated_surface
HUB-D717	db	717	אסתר זילבּערמאַן	Esther Silberman	
HUB-D717	entry	P-1-facs_407_tr_1739715072	זילבערמאַן, אַסתר	vol 1	ra_align
HUB-D717	surface	זילבערמאַן	זילבערמאַן	surnames ×12.0	validated_surface
HUB-D718	db	718	פּאַוּלינאַ עדעלשטיין (פינקעלשטיין)	Paulina Edelstein	
HUB-D718	entry	P-2-facs_383_r_91	עדעלשטיין, פאולינאַ [פינקעלשטיין]	vol 2	ra_align
HUB-D718	surface	עדעלשטיינ׳ען	עדעלשטיינ׳ען	surnames ×2.0	validated_surface
HUB-D718	surface	פּאַולינאַ עדעלשטיין	פּאַולינאַ עדעלשטיין	full ×1.0	validated_surface
HUB-D718	surface	פאולינא	פאולינא	surnames ×1.0	validated_surface
HUB-D719	db	719	סאָניאַ בּאַראָדקין	Sonya Borodkin	
HUB-D719	entry	P-1-facs_78_tr_1740521038	באַראָדקין, סאָניאַ	vol 1	ra_align
HUB-D719	surface	מרס. באַראָדקין	מרס. באַראָדקין	initials ×1.0	validated_surface
HUB-D720	db	720	משה סימאָנאָף	Morris Simonoff	
HUB-D720	entry	P-2-facs_353_tr_1744365776	סימאָנאָף, משה	vol 2	ra_align
HUB-D720	surface	משה סימאָנאָף	משה סימאָנאָף	full ×3.0	validated_surface
HUB-D721	db	721	דוד קעסלער	David Kessler	
HUB-D721	entry	P-4-facs_143_tr_1754377592	קעסלער, דוד	vol 4	ra_align
HUB-D721	surface	דוד קעסלער	דוד קעסלער	full ×67.0	validated_surface
HUB-D721	surface	דייוויד קעסלער	דייוויד קעסלער	full ×3.0	validated_surface
HUB-D721	surface	קעסלערן	קעסלערן	surnames ×15.0	validated_surface
HUB-D723	db	723	סאׇפיע קאַרפּ	Sophie Karp	
HUB-D723	entry	P-4-facs_92_r_1	קאַרפּ, סאָפיע	vol 4	ra_align
HUB-D723	surface	סאָפיע	סאָפיע	surnames ×3.0	validated_surface
HUB-D723	surface	סאָפיע קאַרפּ	סאָפיע קאַרפּ	full ×8.0	validated_surface
HUB-D723	surface	סאָפֿיע קאָרפּ	סאָפֿיע קאָרפּ	full ×1.0	validated_surface
HUB-D723	surface	קאַרפּ	קאַרפּ	surnames ×7.0	validated_surface
HUB-D724	db	724	רודאלף מארקס (ראדקינסאן)	Rudolph Marks	
HUB-D724	entry	P-2-facs_243_tr_1744280772	מאַרקס, דאָלף [ראָדקינסאָן]	vol 2	ra_align
HUB-D724	surface	מאַרקס	מאַרקס	surnames ×2.0	validated_surface
HUB-D724	surface	ראָדקינסאָן	ראָדקינסאָן	surnames ×1.0	validated_surface
HUB-D724	surface	רודאָלף מאַרקס	רודאָלף מאַרקס	full ×7.0	validated_surface
HUB-D725	db	725	דוד שענקמאַן	Dovid Shenkman	
HUB-D725	entry	P-4-facs_88_tr_1753938255	שענקמאַן, דוד (?]	vol 4	ra_align
HUB-D726	db	726	יאָסעלע שענקמאַן	Yosele Shenkman	
HUB-D726	entry	P-5-facs_593_tr_1739221062	שענקמאַן, יאָסעלע	vol 5	ra_align
HUB-D726	surface	שענקמאַן	שענקמאַן	surnames ×3.0	validated_surface
HUB-D727	db	727	זיגמונד שענקמאַן (זיינוול)	Zigmund Shenkman	
HUB-D727	entry	P-4-facs_87_tr_1753938277	שענקמאַן, זיגמונד (זיינוול]	vol 4	ra_align
HUB-D727	surface	זאַנוול שענקמאַן	זאַנוול שענקמאַן	full ×1.0	validated_surface
HUB-D728	db	728	אברהם בּוים	Abraham Baum	
HUB-D728	entry	P-1-facs_90_tr_1740521094	בוים אַברהם	vol 1	ra_align
HUB-D729	db	729	אברהם-יצחק טאַנצמאַן	Avraham Itzhak Tanzman	
HUB-D729	entry	P-2-facs_34_tr_1744131414	טאַנצמאַן, אַברהם-יצחק	vol 2	ra_align
HUB-D729	surface	א. טאַנצמאַן	א. טאַנצמאַן	initials ×1.0	validated_surface
HUB-D729	surface	אַברהם טאַנצמאַן	אַברהם טאַנצמאַן	full ×2.0	validated_surface
HUB-D729	surface	אַברהם-יצחק טאַנצמאַן	אַברהם-יצחק טאַנצמאַן	full ×7.0	validated_surface
HUB-D729	surface	טאַנצמאַנען	טאַנצמאַנען	surnames ×1.0	validated_surface
HUB-D729	surface	מר. טאַנצמאַן	מר. טאַנצמאַן	initials ×1.0	validated_surface
HUB-D730	db	730	יאַזעף טאַנצמאַן	Josef Tanzman	
HUB-D730	entry	P-2-facs_36_tr_1744131432	טאַנצמאַן, יאָזעף	vol 2	ra_align
HUB-D730	surface	י. טאַנצמאַן	י. טאַנצמאַן	initials ×2.0	validated_surface
HUB-D730	surface	יאָזער טאַנצמאַן	יאָזער טאַנצמאַן	full ×1.0	validated_surface
HUB-D732	db	732	יאָזעף מאַנדעלקערן	Joseph Mandelkern	
HUB-D732	entry	P-2-facs_219_tr_1744280729	מאַנדעלקערן, יאָזעף	vol 2	ra_align
HUB-D732	surface	מאַנדעלקערן	מאַנדעלקערן	surnames ×4.0	validated_surface
HUB-D733	db	733	יוסף וואַכטעל	Joseph Wachtel	
HUB-D733	entry	P-1-facs_339_tr_1741260410	וואַכטעל, יוסף	vol 1	ra_align
HUB-D733	surface	וואַכטעל	וואַכטעל	surnames ×1.0	validated_surface
HUB-D733	surface	יוסף וואַכטעל	יוסף וואַכטעל	full ×2.0	validated_surface
HUB-D734	db	734	מישע נעכאַמקאָס	Misha Nekhamkus	
HUB-D734	entry	P-2-facs_321_tr_1744365722	נעכאַמקאָס, מישע	vol 2	ra_align
HUB-D735	db	735	אייוואַן אַבּראַמסאָן	Ivan Abramson	
HUB-D735	entry	P-1-facs_20_tr_1740515229	אַבראַמסאָן, אייוואָן	vol 1	ra_align
HUB-D735	surface	א. אַבראַמסאָן	א. אַבראַמסאָן	initials ×2.0	validated_surface
HUB-D735	surface	אייווען אַבראַמסאָן	אייווען אַבראַמסאָן	full ×1.0	validated_surface
HUB-D736	db	736	קלאַראַ שעהנגאָלד	Clara Schoengold	
HUB-D736	entry	P-4-facs_274_tr_1754998433	שעהנגאָלד, קלאַראַ	vol 4	ra_align
HUB-D736	surface	חיה-שרה (קלאַראַ) שעהנגאָלד	חיה-שרה (קלאַראַ) שעהנגאָלד	full ×1.0	validated_surface
HUB-D736	surface	חיה-שרה שעהנגאָלד	חיה-שרה שעהנגאָלד	full ×1.0	validated_surface
HUB-D736	surface	קלאַראַ שעהנגאָלד	קלאַראַ שעהנגאָלד	full ×1.0	validated_surface
HUB-D736	surface	שעהנגאָלדס	שעהנגאָלדס	surnames ×1.0	validated_surface
HUB-D740	db	740	סעם אַדלער	Sam Adler	
HUB-D740	entry	P-1-facs_31_r	אַדלער, סעם	vol 1	ra_align
HUB-D740	surface	סעם אַדלער	סעם אַדלער	full ×63.0	validated_surface
HUB-D740	surface	סעם אַדלערס	סעם אַדלערס	full ×1.0	validated_surface
HUB-D741	db	741	צעזאר גרינבּערג (בּצלאל)	Caesar Greenberg	
HUB-D741	entry	P-1-facs_283_tr_1741260236	גרינבערג, צעזאַר [בצלאַל]	vol 1	ra_align
HUB-D741	surface	בצלאַל גרינבערג	בצלאַל גרינבערג	full ×2.0	validated_surface
HUB-D741	surface	צעזאָר	צעזאָר	surnames ×1.0	validated_surface
HUB-D741	surface	צעזאָר גרינבערג	צעזאָר גרינבערג	full ×17.0	validated_surface
HUB-D742	db	742	בּינע אַבּראַמאָוויטש (פוקס)	Bina Abramovich	
HUB-D742	entry	P-1-facs_18_TextRegion_1711991747546_2519	אַבראַמאָוויטש, בינע [פוקס]	vol 1	ra_align
HUB-D742	surface	ב. אַבראַמאָוויטש	ב. אַבראַמאָוויטש	initials ×1.0	validated_surface
HUB-D742	surface	בינע אַבראַמאָוויטש	בינע אַבראַמאָוויטש	full ×16.0	validated_surface
HUB-D742	surface	בינע פֿוקס	בינע פֿוקס	full ×1.0	validated_surface
HUB-D744	db	744	יעקב פרענק	Jacob Frank	
HUB-D744	entry	P-6-facs_70_tr_1747746125	פרענק, יעקב	vol 6	ra_align
HUB-D744	surface	יעקב פרענק	יעקב פרענק	full ×16.0	validated_surface
HUB-D745	db	745	טשאַרלס נאַטאַנסאָן	Charles Nathanson	
HUB-D745	entry	P-2-facs_308_r_2	נאַטאַנזאָן, טשאַרלס	vol 2	ra_align
HUB-D745	entry	P-2-facs_309_tr_1744365735	נאַטאַנסאָן, טשאַרלס	vol 2	ra_align
HUB-D745	surface	טש. נאַטאַנסאָן	טש. נאַטאַנסאָן	initials ×9.0	validated_surface
HUB-D745	surface	טשאַרל נאַטאַנסאָן	טשאַרל נאַטאַנסאָן	full ×3.0	validated_surface
HUB-D745	surface	טשאַרלי נאַטאַנסאָן	טשאַרלי נאַטאַנסאָן	full ×1.0	validated_surface
HUB-D745	surface	טשאַרלס נאַטאַנסאָן	טשאַרלס נאַטאַנסאָן	full ×14.0	validated_surface
HUB-D746	db	746	ישראל בּאַרסקי	Israel Barski	
HUB-D746	entry	P-1-facs_81_tr_1740521171	באַרסקי, ישראל	vol 1	ra_align
HUB-D746	surface	ישראל באַרסקי	ישראל באַרסקי	full ×2.0	validated_surface
HUB-D747	db	747	לעאָן גאָלובּאָק	Leon Golubok	
HUB-D747	entry	P-1-facs_209_tr_1741260248	גאָלובאַק, לעאָן	vol 1	ra_align
HUB-D747	surface	ל. גאָלובאָק	ל. גאָלובאָק	initials ×1.0	validated_surface
HUB-D747	surface	לעאָן גאָלובאַק	לעאָן גאָלובאַק	full ×6.0	validated_surface
HUB-D750	db	750	דאָראַ דובּינסקאַ (ראַבוורין)	Dora Dubinsky	
HUB-D750	entry	P-1-facs_289_tr_1739714916	דובינסקאַ, דאָראַ [ראָבורין]	vol 1	ra_align
HUB-D751	db	751	זיידל העלמאַן	Zeydl Shmuel-Yehuda Helman	
HUB-D751	entry	P-1-facs_332_tr_1741260410	העלמאַן, זיידל שמואַל-יהודה	vol 1	ra_align
HUB-D751	surface	ז. העלמאַן	ז. העלמאַן	initials ×1.0	validated_surface
HUB-D751	surface	ז. העלמאַן (הזמן)	ז. העלמאַן (הזמן)	initials ×1.0	validated_surface
HUB-D752	db	752	ראובן ווייסמאַן	Rubens Weissman	
HUB-D752	entry	P-1-facs_367_tr_1741260402	ווייסמאַן, ראובן	vol 1	ra_align
HUB-D752	surface	ראובן ווייסמאַן	ראובן ווייסמאַן	full ×8.0	validated_surface
HUB-D753	db	753	זלמן לעהרער	Zalman Lehrer	
HUB-D753	entry	P-2-facs_177_tr_1744279201	לערער זלמן	vol 2	ra_align
HUB-D754	db	754	אַדאָלף לעהרער (אהרן)	Adolf (Aaron) Lehrer	
HUB-D754	entry	P-2-facs_177_tr_1744279199	לערער אַדאָלף (אהרן)	vol 2	ra_align
HUB-D757	db	757	לייבּוש גאָלד	Leibush Gold	
HUB-D757	entry	P-1-facs_147_tr_1740521016	גאָלד, לייבוש	vol 1	ra_align
HUB-D757	surface	לייבוש גאָלד	לייבוש גאָלד	full ×5.0	validated_surface
HUB-D759	db	759	אַמאַליע מאָגולעסקאָ (פינקעלשטיין)	Amelia Mogulesko	
HUB-D759	entry	P-2-facs_198_r	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]	vol 2	ra_align
HUB-D759	surface	אַמאַלייע	אַמאַלייע	surnames ×1.0	validated_surface
HUB-D759	surface	אַמאַליע	אַמאַליע	surnames ×1.0	validated_surface
HUB-D759	surface	מאָגולעסקו	מאָגולעסקו	surnames ×1.0	validated_surface
HUB-D760	db	760	עני מאַנע (אייזענבּערג)	Annie Manne	
HUB-D760	entry	P-2-facs_220_tr_1744280762	מאַנע, עני [אייזענבערג]	vol 2	ra_align
HUB-D761	db	761	יאָזעף קעסלער	Joseph Kessler	
HUB-D761	entry	P-4-facs_261_tr_1754998424	קעסלער יאָזעף	vol 4	ra_align
HUB-D761	surface	אָזעף קעסלער	אָזעף קעסלער	full ×1.0	validated_surface
HUB-D761	surface	אָזער קעסלער	אָזער קעסלער	full ×1.0	validated_surface
HUB-D761	surface	דז. קעסלער	דז. קעסלער	initials ×1.0	validated_surface
HUB-D761	surface	דזשאָו קעסלער	דזשאָו קעסלער	full ×1.0	validated_surface
HUB-D761	surface	דזשאָזעף קעסלער	דזשאָזעף קעסלער	full ×2.0	validated_surface
HUB-D761	surface	י. קעסלער	י. קעסלער	initials ×1.0	validated_surface
HUB-D761	surface	יאָזע; קעסלער	יאָזע; קעסלער	full ×1.0	validated_surface
HUB-D761	surface	יאָזעף קעסלער	יאָזעף קעסלער	full ×34.0	validated_surface
HUB-D761	surface	יאָזער קעסלער	יאָזער קעסלער	full ×26.0	validated_surface
HUB-D761	surface	קעסלער	קעסלער	surnames ×81.0	validated_surface
HUB-D761	surface	רזש. קעסלער	רזש. קעסלער	initials ×1.0	validated_surface
HUB-D762	db	762	קעני ליפצין (סאַכאַר קריינע סאָניעס)	Keni Lipzin	
HUB-D762	entry	P-2-facs_162_tr_1744279209	ליפּצין, קעני [קריינע סאָניעס, סאַכאַר]	vol 2	ra_align
HUB-D762	surface	קעני ליפּצין	קעני ליפּצין	full ×35.0	validated_surface
HUB-D765	db	765	סאָלאָמאָן מאַנע	Solomon Manne	
HUB-D765	entry	P-2-facs_219_tr_1744280715	מאַנע, סאָלאָמאָן	vol 2	ra_align
HUB-D765	surface	מאַנע	מאַנע	surnames ×2.0	validated_surface
HUB-D767	db	767	פרענק וואָלף	Frank Wolf	
HUB-D767	entry	P-6-facs_262_tr_1747928892	וואָלף פרענק	vol 6	ra_align
HUB-D767	surface	פרענק וואָלף	פרענק וואָלף	full ×4.0	validated_surface
HUB-D768	db	768	יעקב ספּיוואַקאָווסקי	Jacob Spivakovsky	
HUB-D768	entry	P-2-facs_372_tr_1744366832	ספּיוואַקאָווסקי, יעקב	vol 2	ra_align
HUB-D768	surface	יעקב ספּיוואַקאָווסקי	יעקב ספּיוואַקאָווסקי	full ×16.0	validated_surface
HUB-D768	surface	ספּיוואַקאָווסקי	ספּיוואַקאָווסקי	surnames ×61.0	validated_surface
HUB-D768	surface	עקב ספּיוואַקאָווסקי	עקב ספּיוואַקאָווסקי	full ×1.0	validated_surface
HUB-D769	db	769	אַנעטאַ פינקעל	Annette Finkel	
HUB-D769	entry	P-4-facs_137_tr_1754224982	פינקעל, אַנעטא [שוואַרץ]	vol 4	ra_align
HUB-D769	surface	אַנעטאַ פינקעל	אַנעטאַ פינקעל	full ×4.0	validated_surface
HUB-D770	db	770	בּעסי טאָמאַשעווסקי (בּרכה באָומפעלד-קויפמאָן)	Bessie Thomashefsky	
HUB-D770	entry	P-2-facs_28_tr_1744131420	טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן]	vol 2	ra_align
HUB-D770	surface	ב. טאָמאַשעווסקי	ב. טאָמאַשעווסקי	initials ×2.0	validated_surface
HUB-D770	surface	בעס' טאָמאָשעווסקי	בעס' טאָמאָשעווסקי	full ×1.0	validated_surface
HUB-D770	surface	בעסי טאָמאַשעווסקי	בעסי טאָמאַשעווסקי	full ×58.0	validated_surface
HUB-D770	surface	בעסי קויפמאַן	בעסי קויפמאַן	full ×1.0	validated_surface
HUB-D775	db	775	זשופּניק	Zhupnik	
HUB-D775	entry	P-1-facs_414_tr_1739715077	זשופּניק, [?]	vol 1	ra_align
HUB-D781	db	781	לעאָן ספּעקטאָר	Leon Spector	
HUB-D781	entry	P-2-facs_376_tr_1744366815	ספעקטאָר לעאָן	vol 2	ra_align
HUB-D781	surface	ספּעקטאָר	ספּעקטאָר	surnames ×5.0	validated_surface
HUB-D782	db	782	לואיס ווייס (לוי)	Louis Weiss (Levy)	
HUB-D782	entry	P-1-facs_363_TextRegion_1710854112959_462	ווייס, לואיס [לוי]	vol 1	ra_align
HUB-D782	surface	לואי ווייס	לואי ווייס	full ×1.0	validated_surface
HUB-D782	surface	לואיס ווייס	לואיס ווייס	full ×1.0	validated_surface
HUB-D783	db	783	מאָריס בּראון (מנחם-מענדל בּראָנשטיין)	Morris Braun	
HUB-D783	entry	P-1-facs_134_tr_1740520967	בראון, מאָריס [מנחם-מענדל בראַנשטיין]	vol 1	ra_align
HUB-D783	surface	מאָריס בראַון	מאָריס בראַון	full ×4.0	validated_surface
HUB-D783	surface	מאָריס בראון	מאָריס בראון	full ×6.0	validated_surface
HUB-D785	db	785	זלמן רייזען	Zalman Reisen	
HUB-D785	entry	P-3-facs_355_tr_1755856094	רייזען, זלמן	vol 3	human_align
HUB-D785	surface	ז. רייזען	ז. רייזען	initials ×9.0	validated_surface
HUB-D785	surface	זלמן רייזינס	זלמן רייזינס	full ×1.0	validated_surface
HUB-D785	surface	זלמן רייזן	זלמן רייזן	full ×1.0	validated_surface
HUB-D785	surface	זלמן רייזע	זלמן רייזע	full ×1.0	validated_surface
HUB-D785	surface	זלמן רייזען	זלמן רייזען	full ×48.0	validated_surface
HUB-D786	db	786	בּעטי ספּעקטאָר (מאַגידאָוו)	Betty Spector	
HUB-D786	entry	P-2-facs_376_tr_1744366801	ספּעקטאָר, בעטי (מאַגידאָוו]	vol 2	ra_align
HUB-D788	db	788	מאָריס גאָלדבּערג	Morris Goldberg	
HUB-D788	entry	P-1-facs_150_tr_1740521115	גאָלדבערג, מאָריס	vol 1	ra_align
HUB-D788	surface	מ. גאָלדבערג	מ. גאָלדבערג	initials ×3.0	validated_surface
HUB-D788	surface	מאָריס גאָלדבערג	מאָריס גאָלדבערג	full ×1.0	validated_surface
HUB-D789	db	789	מיראָן גאָלובּאָק	Myron E. Golubock	
HUB-D789	entry	P-1-facs_210_tr_1741260180	גאָלובאַק, מיראָן ע.	vol 1	ra_align
HUB-D789	surface	מיראָן	מיראָן	surnames ×1.0	validated_surface
HUB-D789	surface	מיראָן גאָלובאַק	מיראָן גאָלובאַק	full ×2.0	validated_surface
HUB-D790	db	790	נייטאן ראָזענטאַל (נחום)	Nathan Rosenthal	
HUB-D790	entry	P-3-facs_318_tr_1756045383	ראָזענטאַל, נייטן (נחום]	vol 3	human_align
HUB-D790	surface	נייטאַן ראָזענטאָל	נייטאַן ראָזענטאָל	full ×4.0	validated_surface
HUB-D790	surface	נייטאן ראָזענטאָ	נייטאן ראָזענטאָ	full ×1.0	validated_surface
HUB-D791	db	791	רפאל בּאָיאַרסקי-בּאָגאַרט	Rafael Boyarsky-Bogart	
HUB-D791	entry	P-1-facs_76_tr_1740520936	באָיארסקי-באָגאָרט, רפֿאל	vol 1	ra_align
HUB-D795	db	795	אברהם בּערקאַוויטש	Avraham Berkovitsh	
HUB-D795	entry	P-1-facs_121_tr_1740521043	בערקאָוויטש, אַברהם	vol 1	ra_align
HUB-D795	surface	א. בערקאָוויטש	א. בערקאָוויטש	initials ×1.0	validated_surface
HUB-D795	surface	בערקאָוויטש	בערקאָוויטש	surnames ×7.0	validated_surface
HUB-D804	db	804	אברהם גאָלדפאַדען (גאָלדענפאָדים)	Abraham Goldfaden	
HUB-D804	entry	P-1-facs_154_tr_1714741532	גאָלדפֿאַדען, אַברהם [גאָלדענפֿאָדים]	vol 1	ra_align
HUB-D804	surface	אַברהם גאָלדפֿאַדענס	אַברהם גאָלדפֿאַדענס	full ×1.0	validated_surface
HUB-D804	surface	אַברהם גאָלדפֿאַדען	אַברהם גאָלדפֿאַדען	full ×111.0	validated_surface
HUB-D804	surface	גאָלדפֿאַדען	גאָלדפֿאַדען	surnames ×116.0	validated_surface
HUB-D809	db	809	דזשייקאַבּ דזשייקאַבּסאָן	Jacob Jacobson (dramaturg)	
HUB-D809	entry	P-1-facs_292_r_6	דזשייקאָבּסאָן, דזשייקאָבּ	vol 1	ra_align
HUB-D809	entry	P-1-facs_292_tr_1741260510	דזשייקאָבסאָן, דזשייקאָב	vol 1	ra_align
HUB-D812	db	812	לעאן נאַדאָלסקי (לייבּ)	Leon Nadolsky	
HUB-D812	entry	P-2-facs_301_tr_1744365783	נאָדאָלסקי, לעאָן (לייב)	vol 2	ra_align
HUB-D812	surface	לעאָן נאַדאָלסקי	לעאָן נאַדאָלסקי	full ×4.0	validated_surface
HUB-D813	db	813	אליהוּ טענענהאָלץ	Louis Tannenholz	
HUB-D813	entry	P-2-facs_51_tr_1744131372	טענענהאָלץ, אליהוּ	vol 2	ra_align
HUB-D813	surface	א. טענענהאָלץ	א. טענענהאָלץ	initials ×1.0	validated_surface
HUB-D813	surface	אַליהו טענענהאָלץ	אַליהו טענענהאָלץ	full ×3.0	validated_surface
HUB-D813	surface	אַליהו טענענהאָלצס	אַליהו טענענהאָלצס	full ×1.0	validated_surface
HUB-D813	surface	אַליהן טענענהאָלץ	אַליהן טענענהאָלץ	full ×6.0	validated_surface
HUB-D813	surface	טענענהאָלץ	טענענהאָלץ	surnames ×1.0	validated_surface
HUB-D814	db	814	לואיס צוויבעל	Louis Zwiebel	
HUB-D814	entry	P-6-facs_18_tr_1747746220	צווייבעל, לואיס	vol 6	ra_align
HUB-D814	surface	צווייפעל	צווייפעל	surnames ×2.0	validated_surface
HUB-D816	db	816	מאַקס ליוויי	Max Levy	
HUB-D816	entry	P-2-facs_133_tr_1744279136	ליוויי, מאַקס	vol 2	ra_align
HUB-D816	entry	P-2-facs_178_r_2	לעווי מאַקס	vol 2	ra_align
HUB-D816	surface	ליוויי	ליוויי	surnames ×4.0	validated_surface
HUB-D816	surface	ליוויי מאַקס	ליוויי מאַקס	full ×1.0	validated_surface
HUB-D817	db	817	דיינע פיינמאַן	Dina Feinman	
HUB-D817	entry	P-6-facs_203_tr_1747929008	פֿיינמאַן, דיינע	vol 6	ra_align
HUB-D817	surface	דיינע פיינמאַן	דיינע פיינמאַן	full ×6.0	validated_surface
HUB-D817	surface	דיינע שטעטין [פֿיינמאַן]	דיינע שטעטין [פֿיינמאַן]	full ×1.0	validated_surface
HUB-D817	surface	דיינע פֿיינמאַן	דיינע פֿיינמאַן	full ×31.0	validated_surface
HUB-D819	db	819	וואָלף עדעלמאַן	Wolf Edelman	
HUB-D819	entry	P-2-facs_381_tr_1744366860	עדעלמאַן, וואָלף	vol 2	ra_align
HUB-D819	surface	וואָלף עדעלמאָן	וואָלף עדעלמאָן	full ×1.0	validated_surface
HUB-D825	db	825	דאָראַ ווייסמאַן	Dora Weissman (I)	
