mention	occurrences	as_heading	alternative_heading	notes
מאַלווינאַ סיעראצקאַ	2.0			
מאָלווינאַ סיעראָצקאַ אוגער	2.0			
מאַן זאָלאָטאַראָוו	2.0			
מאַניע ראַפּעל	2.0			
מאַנע קאַץ	2.0			
מאַקס בלומענפעלד	2.0			
מאַקס האַלצמאַן	2.0			
מאַקס היקל	2.0			
מאַקס העלפמאַן	2.0			
מאַקס פּיין	2.0	פּיין, מאַקס		
מאַקס ריינהאָרד	2.0			
מאַרווין זייגער	2.0	"זייגער, מאַרווין ל. ד""ר"		
מאָרי רומשינסקי	2.0			
מאָריס זייגלער	2.0			זיגלער, מאָריץ [משה בעלזער] ?
מאָריס ליאַמפּע	2.0	לאַמפּע, מאָריס		
מאָריס מעטערלינק	2.0			
מאָריס נעסטאַר	2.0			
מאָריס פינקל	2.0			
מאָריס קאַרנאָווסקי	2.0			
מאַריע לערנער	2.0			
מאַרעק שוואַרץ	2.0			
מאַרק טווען	2.0			
מאַרק יוווילער	2.0	יוּווילער, מאַרק		
מאַרק מאַרקאָוו	2.0			
מאַרק מעערסאָן	2.0			
מאַרק ראַקאָווסקי	2.0			
מאַרק שווייך	2.0			
מומע רבקה	2.0			
מוני ווייזענפריינד	2.0			
מיי סיימאַן	2.0			
מייקל סאַקס	2.0			
מיכאַאיל יאַ	2.0			
מיכאָל געלבאַרט	2.0			
מיכאָל יאָ	2.0			
מיכאָל מיכאָלאָוויטש	2.0			
מיכל גאָלדבערג	2.0	גאָלדבערג, מיכל		
מיכל וועבער	2.0			
מינדל (מאַניע)	2.0			
מיני אַקסעלראָד	2.0	אַקסעלראָד, מיני [בלייכמאַן]		
מיני גורעוויטש	2.0			
מיראָן גאָלובאַק	2.0	גאָלובאַק, מיראָן ע.		
מישע נאַכאַמקוס	2.0			
מישע עלמאַן	2.0			
מישע ראַפּעל	2.0			
מלך גראַפשטיין	2.0			
מלכה לאַקער	2.0			
מלכה לי	2.0			
מלכה ראַבעל	2.0			
מנחם קיפּניס	2.0	קיפּניס, מנחם		
מעי שיינפעלד	2.0			
מעי שעהנפעלד	2.0			
מענדל אַקערמאַן	2.0			
מענדל לעפּין	2.0			
מענדל מאַן	2.0			
מענדעלע אַבראַמאָוויטש	2.0			
מענדעלע ראָטמאַן	2.0			
מרדכי האָכבערג	2.0	האָכבערג, מרדכי		
מרדכי ספּעקטאָר	2.0			
מרדכי שוואַרץ	2.0	שוואַרץ, מרדכי		
מרים וויידע	2.0			
מרים לערער	2.0			
מרים קאַראַלאָוואַ	2.0			
משה אונגער	2.0			
משה גאָלדוואורם	2.0	גאָלדוואורם, משה		
משה דער בלינדער	2.0			
משה האַלפּערין	2.0			
משה ווייספעלד	2.0	ווייספעלד, משה		
משה זילבערקאַסטען	2.0			
משה זילבערשטיין	2.0	זילבערשטיין, משה		
משה לאַזניק	2.0			
משה לעווין	2.0			
משה מילנער	2.0			
משה מענדעלסאָן	2.0			
משה פעדער	2.0	פעדער, משה		
משה ראוך	2.0			
משה ראַפּאָפּאַרט	2.0			
משה רובינשטיין	2.0			
משה רויך	2.0			
משה שולווייס	2.0	שולווייס, משה		
משה שור	2.0			
משה שפּיראָ	2.0	שפּיראָ, משה		
משה'לע היבינער	2.0			
נאַדיאַ נעראַסלאווסקאַ	2.0			
נאַדיאַ קאַרעני	2.0			
נאַדיאַ ראַדינא	2.0			
נאַטאָן גאָלדבערג	2.0			
נחום באָמזע	2.0			
נחום מעלניק	2.0	מעלניק, נחום		
נחום סאָקאָלאָוו	2.0			
נחום רעמבאָ	2.0			
נחמה ליפּשיץ	2.0			
נחמיה לין	2.0			
ניוטאָן גאָלדבערג	2.0			
נייטאַן אייזיקאָוויטש	2.0			
ניסי בעלזער	2.0			
ניקאַ פּאַיענאָרו	2.0			
נפתלי גאָלדפאַדן	2.0			
נתן גאָלדבערג	2.0			
נתן קלינגער	2.0	קלינגער, נתן		
סאַאול וואָלערשטיין	2.0			
סאַבינאַ וויינבלאַט	2.0	וויינבלאַט, סאַבינאַ		
סאַבינאַ ראָזענטאַל	2.0	ראָזענטאַל, סאַבינאַ		
סאַבּינע לאַקסער	2.0			
סאַול בראַנדעס	2.0			
סאַול דיקשטיין	2.0			
סאָול וואַלערשטיין	2.0			
סאַלאָמאָן גענפער	2.0			
סאַלאָמאָן מאַנע	2.0			
סאַלאָמאָן שטראַמער	2.0			
סאַלי בעשטענדיק	2.0			
סאַמועל לאָרעסקאָ	2.0			
סאמי גראָנעמאַן	2.0			
סאָניאַ (שרה) מינץ	2.0			
סאָניאַ אַלטבוים	2.0			
סאָניאַ נאַדאָלסקאַ	2.0			
סאָניאַ נאָטאָנסאָן	2.0			
סאָניאַ קוסטין	2.0			
סאָניע ברין	2.0			
סאָניע פֿרידמאַן	2.0			
סאָפיאַ ביעלאָ	2.0			
סאָפֿיא ביעלאַיאָ	2.0			
סאָפיאַ מאַרקאָוונאַ	2.0			
סאָפיע אָבערלענדער	2.0			
סאָפֿיע בערנזאָן	2.0			
סידני לומעט	2.0			
סעווילאַ זיגלער	2.0			
סעם אַדלער-ספּיוואַקאָווסקי	2.0			
סעם אַסטראָווסקי	2.0			
סעם בלום	2.0			
סעם גאָלדבערג	2.0	גאָלדבערג, סעם		
סעם גאָלדענבורג	2.0			
סעם וואָלערשטיין	2.0			
סעם לעווענווירט	2.0			
סעם פֿאָגעלנעסט	2.0	פֿאָגעלנעסט, סעם		
סעם ראָזענשטיין	2.0			
סעמועל גאָלדענבערג	2.0			
סעמיועל גאָלדענבערג	2.0			
סעראַ סילוויאַ	2.0			
עדווין רעלקין	2.0			
עדמונד זאַיענדא	2.0			
עוזר גלאַנץ	2.0			
עטאַ טאָפּאָל	2.0			
עטל גליקמאַן	2.0			
עלא וואַלערשטיין	2.0			
עלי מינץ	2.0			
עליזאַ אָרזשעקאָ	2.0			
עמאַ גאָלדמאַן	2.0			
עמיל פֿרידע	2.0			
עמיל פֿרידעס	2.0			
עמיליע אָדלער	2.0			
עמנואל קאָזאַקעוויטש	2.0			
עני טאָמאַשעווסקי	2.0	טאָמאַשעווסקי, עני		
עני ליטאַן	2.0			
עני מאַנע	2.0			
עני מעלצער	2.0	מעלצער, עני		
עקיבא אייגער	2.0			
ערנאַ זיידערמאַן	2.0			
ערנסט בלאָך	2.0			
פ' פּיורניק	2.0			
פּאַול לינדוי	2.0			
פּאַולאַ ר.	2.0			
פאַולינאַ אָפּערמאַן	2.0			
פּאָולינאַ קאָברין	2.0			
פּאָלאַ קייזער	2.0			
פי קלוג	2.0			
פֿייוול פֿרידמאַן	2.0			
פֿייוועלע פֿרידמאַן	2.0	פֿרידמאַן, פֿייוועלע		
פֿיליפּ אויגענבליק	2.0	אויגענבליק, פֿיליפּ		
פיליפּ ווייזענפֿריינד	2.0			
פיליפ לאנגמאן	2.0			
פּיניע קאַץ	2.0			
פֿישל בימקאָ	2.0	בימקאַ פֿישל		
פישל וויטקאָווער	2.0	וויטקאָווער פֿישל		
פֿישל ווייטקאָווער	2.0	וויטקאָווער פֿישל		
פֿישל זינגער	2.0	זינגער, פישל		
פּלטיאָל זאַמאָשטשיין	2.0	זאָמאָשטשין, פלטיאָל		
פּנחס לאַווענדאַ	2.0	לאַווענדאַ, פּנחס		
פּנחס מינקאָווסקי	2.0			
פּנחס שאַפּיראָ	2.0	שאַפּיראָ, פּנחס		
פּסח אַלי' בדחן	2.0	פּסח אלי' בדחן [פּסעוודאָנים „פודעלע']		
פּסח בורשטין	2.0	בורשטיין, פּסח		
פּעטער נאַנסען	2.0			
פעלאַ לאַנצמאַן	2.0	לאַנצמאַן, פעלאַ		
פעליקס האַזענפעלד	2.0			
פעני עפּשטיין	2.0	עפּשטיין, פעני וואַדיאַ		
פּעפּי אוריך	2.0			
פּעפּי וויינבערג	2.0			
פּעפּי לאָוויץ	2.0			
פּערל אוריך	2.0	אוריך, פּעפּי (פּערל]		
פּראָפּ האָראָוויץ	2.0			
פרוי גאָלדפאַדען	2.0			
פרוי יודט	2.0			
פרוי פֿרידמאַן	2.0			
פֿרידאַ זיבל	2.0			
פרידרייך שיללער	2.0			
פֿרידרייך שילער	2.0			
פֿריידעלע ליפשיץ	2.0	ליפשיץ, פֿריידעלע		
פֿרענציס אַדלער	2.0	אַדלער פֿרענציס		
פֿרענציס וויינטרויב	2.0			
פּרץ סמאָלענסקי	2.0			
צבי כהן	2.0			
צבי פּרילוצקי	2.0			
צילאַ ראַפּעל	2.0			
צילע אוריך	2.0	אוריך, צילע [חיה צילע פעדער]		אוריך, צילע [חיה צילע פערער]
קאַנטאָר אַברהם-בער בירנבוים	2.0			
קאַרל עבעל	2.0			
קאַרל צימבאַליסט	2.0	צימבאַליסט, קאָרל [עקיבאַ]		
קאַרל שראָמעק	2.0			
קליפֿאָרד אָדעטס	2.0			
קלמן יוווילער	2.0			
קלמן עבעל	2.0			
ר' אַברהם	2.0			
ר' אהרן	2.0			
ר' איטשעלע	2.0			
ר' אַליהו חיים מייזעל	2.0			
ר' יוסף	2.0			
ר' יצחק אַלחנן	2.0			
ראביי נעכעס	2.0			
ראובן מאַרסאַלאָוו	2.0			
ראובן רובינשטיין	2.0			
ראָוז וואַלערשטיין	2.0	וואָלערשטיין, ראָזאַ		
ראָז וואַלערשטיין	2.0	וואָלערשטיין, ראָזאַ		
ראָזאַ מאַנדעלטאָרט	2.0			
ראָזאַ פוקס	2.0	פוקס, רוזשע		לא בטוחה
ראָזאַ ראַאיסאַ	2.0	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]		לא בטוחה
ראָזאַ רובין	2.0	רובין, ראָזאַ		
ראָזע בראון	2.0	בראַון, ראָזאַ [רחל איזאַקסאָן]		
ראָזע בראַון	2.0	בראַון, ראָזאַ [רחל איזאַקסאָן]		
ראָזע זילבערט	2.0	זילבערט ראָזאַ		
ראָזע פרידמאַן	2.0	פֿרידמאַן, ראָזע		
ראָזעטאָ ביאַליס	2.0	ביאַליס ראָזעטאָ [ביאַלאַסטאַצקי]		
ראַכי בערמאַן	2.0			
ראָכעלע פּאַסקעוויטש	2.0			
ראַנעטי ראָמאן	2.0			
ראָשעל ראָזענפעלד	2.0			
רבקה שילער	2.0	שילער, רבקה [בוזגאַן, שקאָלניק]		
רודאָלף זאַסלאַווסקין	2.0	זאַסלאַווסקי, רודאָלף [ראובן-לייב]		
רחל ווייסבערג	2.0	ווייסבערג, רחל		
רחל סימקאָף	2.0	סימקאָף, שיינע-רחל (זאַמקאָוו]		לא בטוחה
ריכאַרד בער האָפמאַן	2.0			
רינאַ צעלזאַר	2.0	צעלזאַר רינאַ (זעלינסאָן)		
רעגינאַ קאַמינסקי	2.0	קאַמינסקאַ רעגינאַ		
רעגינע בערגער	2.0			
שאול גינזבורג	2.0	גינזבורג, שאול		
שאַול ראַסקין	2.0	ראַסקין, שאַול		
שאָלעם אַש	2.0	אַש, שלום		
שבתי בלאַכער	2.0	בליאַכער, שבתי		יש עוד אופציה דומה עם א
שלום טאַניין	2.0			
שלום שייקעלעס	2.0			
שלמה עטינגער	2.0	עטינגער שלמה (דר.]		
שלמה קאָן	2.0	קאָן, שלמה		
שלמה ראַבינאָוויטש	2.0			
שלמה שילער	2.0			
שמואל איריס	2.0	איריס, שמואל		
