decision	composite_score	band	name_score	a_heading	b_heading	a_xml_id	b_xml_id	a_volume	b_volume	same_volume	a_gender	b_gender	a_db_id	b_db_id	db_agreement	source
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	דער געדענק-טאָוול אין מאַריענבאַד	facs_171_tr_1714741712	facs_184_tr_1714741505	1	1	1					0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	facs_171_tr_1714741712	facs_193_region_1715802361116_623	1	1	1					0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גאָלדפאַדען, וואָלף	facs_171_tr_1714741712	facs_200_tr_1714741439	1	1	1		Male		1833	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	facs_171_tr_1714741712	facs_201_tr_1741260321	1	1	1		Male		1830	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גאָלדפֿאַדען יידל [איליאַ גאָלדענפֿאָדים]	facs_171_tr_1714741712	facs_201_tr_1741260327	1	1	1		Male		1834	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	facs_171_tr_1714741712	facs_202_tr_1741260239	1	1	1		Female		1831	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גורעוויטש, אייזיק	facs_171_tr_1714741712	facs_253_tr_1741260227	1	1	1		Male		1938	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גליקמאַן, מעכעלע	facs_171_tr_1714741712	facs_260_tr_1741260284	1	1	1		Male		1794	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	facs_171_tr_1714741712	facs_270_TextRegion_1711971070302_285	1	1	1		Male		1907	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	facs_171_tr_1714741712	facs_274_tr_1741260201	1	1	1		Male		1887	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	נאַאומאָוו, אַברהם	facs_171_tr_1714741712	facs_300_tr_1744280754	1	2	0		Male		2548	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	נחמה (ליפּשיץ-קאַדיש]	facs_171_tr_1714741712	facs_316_tr_1744365733	1	2	0		Female		2550	0	heading
	0.7	review	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע	ניימאַן, אהרן	facs_171_tr_1714741712	facs_318_r_2	1	2	0		Male		2561	0	heading
	0.7	review	1.0	ראַבעל, מלכה [ראַבינאָוויטש]	ראַבינאָוויטש, ראָזאַ [טאַרנאַרוצקאַיאַ]	facs_171_tr_1747825166	facs_63_r_13	6	6	1	Female		2716		0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	דער געדענק-טאָוול אין מאַריענבאַד	facs_174_region_1715799875093_402	facs_184_tr_1714741505	1	1	1					0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	facs_174_region_1715799875093_402	facs_193_region_1715802361116_623	1	1	1					0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גאָלדפאַדען, וואָלף	facs_174_region_1715799875093_402	facs_200_tr_1714741439	1	1	1		Male		1833	0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	facs_174_region_1715799875093_402	facs_201_tr_1741260321	1	1	1		Male		1830	0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גאָלדפֿאַדען יידל [איליאַ גאָלדענפֿאָדים]	facs_174_region_1715799875093_402	facs_201_tr_1741260327	1	1	1		Male		1834	0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	facs_174_region_1715799875093_402	facs_202_tr_1741260239	1	1	1		Female		1831	0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	facs_174_region_1715799875093_402	facs_270_TextRegion_1711971070302_285	1	1	1		Male		1907	0	heading
	0.7	review	1.0	געצייכנט פון אברהם גאָלדפאַדען	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	facs_174_region_1715799875093_402	facs_274_tr_1741260201	1	1	1		Male		1887	0	heading
	0.7	review	1.0	וויינבערג, קאַרל [חיים הערבסט]	יחזקאָל קרייסטאָל	facs_178_tr_1736588955	facs_617_r_8	5	5	1	Male		3150		0	heading
	0.7	review	1.0	וויינטרויב-גראַף, לאה	יחזקאָל קרייסטאָל	facs_178_tr_1736588957	facs_617_r_8	5	5	1	Male		1050		0	heading
	0.7	review	1.0	פאָזנער (יחיאל-) מאיר	ראַקאָוו, יוליוס (יחיאל)	facs_17_tr_1752653009	facs_199_tr_1736588975	3	5	0		Male		2731	0	heading
	0.7	review	1.0	פאָזנער (יחיאל-) מאיר	ענגעלבערג, לוצא [יחיאָל]	facs_17_tr_1752653009	facs_43_tr_1747746166	3	6	0		Male		1573	0	heading
	0.7	review	1.0	פאָזנער (יחיאל-) מאיר	קאַצענעלסאָן, יצחק[-יחיאָל]	facs_17_tr_1752653009	facs_509_tr_1739221079	3	5	0				3548	0	heading
	0.7	review	1.0	וויינבערג, משה	יחזקאָל קרייסטאָל	facs_183_tr_1736588995	facs_617_r_8	5	5	1	Male		3217		0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	facs_184_tr_1714741505	facs_193_region_1715802361116_623	1	1	1					0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גאָלדפאַדען, וואָלף	facs_184_tr_1714741505	facs_200_tr_1714741439	1	1	1		Male		1833	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	facs_184_tr_1714741505	facs_201_tr_1741260321	1	1	1		Male		1830	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	facs_184_tr_1714741505	facs_202_tr_1741260239	1	1	1		Female		1831	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גורעוויטש, אייזיק	facs_184_tr_1714741505	facs_253_tr_1741260227	1	1	1		Male		1938	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גליקמאַן, מעכעלע	facs_184_tr_1714741505	facs_260_tr_1741260284	1	1	1		Male		1794	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	facs_184_tr_1714741505	facs_270_TextRegion_1711971070302_285	1	1	1		Male		1907	0	heading
	0.7	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	facs_184_tr_1714741505	facs_274_tr_1741260201	1	1	1		Male		1887	0	heading
	0.7	review	1.0	לעווענטאַל, נעמי	נאַטאַן, נעמי [לעווענטאַל]	facs_187_r_1	facs_254_r_2	2	5	0	Female	Female	2541	2541	1	heading
	0.7	review	1.0	לעווענטאַל, נעמי	נאַטאַן, נעמי [לעווענטאַל]	facs_187_r_1	facs_307_tr_1744365737	2	2	1	Female	Female	2541	2541	1	heading
	0.7	review	1.0	וואַלדבערג, יצחק	יחזקאָל קרייסטאָל	facs_187_tr_1736589011	facs_617_r_8	5	5	1	Male		3140		0	heading
	0.7	review	1.0	לערנער יוסף-יהודה	הענרי לערנער	facs_189_tr_1744279158	facs_659_tr_1755030151	2	4	0	Male		2241		0	heading
	0.7	review	1.0	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]	אַבראַמסקי, ג.	facs_18_r	facs_20_tr_1740515223	1	1	1		Male		1112	0	heading
	0.7	review	1.0	פֿיינמאַן, לילי [לאה]	זאַץ, לילי	facs_192_tr_1747825120	facs_45_r_7	6	6	1					0	heading
	0.7	review	1.0	וועקסלער מישאַ (מיכאל)	וועליטשאַנסקי, ישראל	facs_193_r_2	facs_648_tr_1747930316	5	6	0	Male		3175		0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גאָלדפאַדען, וואָלף	facs_193_region_1715802361116_623	facs_200_tr_1714741439	1	1	1		Male		1833	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	facs_193_region_1715802361116_623	facs_201_tr_1741260321	1	1	1		Male		1830	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גאָלדפֿאַדען יידל [איליאַ גאָלדענפֿאָדים]	facs_193_region_1715802361116_623	facs_201_tr_1741260327	1	1	1		Male		1834	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	facs_193_region_1715802361116_623	facs_202_tr_1741260239	1	1	1		Female		1831	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גורעוויטש, אייזיק	facs_193_region_1715802361116_623	facs_253_tr_1741260227	1	1	1		Male		1938	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גליקמאַן, מעכעלע	facs_193_region_1715802361116_623	facs_260_tr_1741260284	1	1	1		Male		1794	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	facs_193_region_1715802361116_623	facs_270_TextRegion_1711971070302_285	1	1	1		Male		1907	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	facs_193_region_1715802361116_623	facs_274_tr_1741260201	1	1	1		Male		1887	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	דעססער יאָזעף [יוסף-חיים]	facs_193_region_1715802361116_623	facs_300_tr_1741260418	1	1	1		Male		1489	0	heading
	0.7	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	זלאַטאָגאַראָוו, יעפיס [חיים גאָלדענבערג]	facs_193_region_1715802361116_623	facs_413_r_4	1	1	1		Male		3416	0	heading
	0.7	review	1.0	וויינבערג, ישעיהו-דניאל [ס. ד.]	וועליטשאַנסקי, ישראל	facs_202_tr_1754998546	facs_387_tr_1755030250	4	4	1	Male		3218		0	heading
	0.7	review	1.0	וויינבערג, ישעיהו-דניאל [ס. ד.]	וועליטשאַנסקי, ישראל	facs_202_tr_1754998546	facs_648_tr_1747930316	4	6	0	Male		3218		0	heading
	0.7	review	1.0	גאָלדשטיין, דזשאָן ס. [יעקב]	קאָהן, דזשייקעלע [יעקב]	facs_205_tr_1741260267	facs_337_tr_1756106065	1	3	0	Male		1849		0	heading
	0.7	review	1.0	גאָלדשטיין, דזשאָן ס. [יעקב]	דזשעק קאַהאַן	facs_205_tr_1741260267	facs_669_tr_1755030279	1	4	0	Male		1849		0	heading
	0.7	review	1.0	גאָלדשטיין, ב. י. [ברוך]	זאַהאָוואַ, רוט [גאָלדשטיין)	facs_205_tr_1741260274	facs_340_tr_1756106824	1	3	0	Male		1844		0	heading
	0.7	review	1.0	גאָלדשטיין, דזשעני	גאָלדשטיין, יוסף	facs_205_tr_1741260275	facs_206_tr_1741260252	1	1	1	Female		897		0	heading
	0.7	review	1.0	גאָלדשטיין, יוסף	גאָלדשטיין, שכר	facs_206_tr_1741260252	facs_208_r	1	1	1		Male		1855	0	heading
	0.7	review	1.0	גאָלדשטיין, לייזער	זאַהאָוואַ, רוט [גאָלדשטיין)	facs_207_tr_1741260323	facs_340_tr_1756106824	1	3	0	Male		1852		0	heading
	0.7	review	1.0	קאָן, שלמה	קאַהאַן, סאָלאָמאָן [שלמה]	facs_213_tr_1739221750	facs_459_tr_1747930174	5	6	0			3545		0	heading
	0.7	review	1.0	אַנעד, סעם [שלמה]	קוסטין, סאַלאָמאַן [שלמה]	facs_21_tr_1740515222	facs_326_tr_1756057710	1	3	0	Male		1132		0	heading
	0.7	review	1.0	מאַנע, עני [אייזענבערג]	באַרזעל, וואָלף [אייזענבערג]	facs_220_tr_1744280762	facs_373_tr_1755856139	2	3	0	Female		760		0	heading
	0.7	review	1.0	וויסקינד, מאַקס	וועליטשאַנסקי, ישראל	facs_223_tr_1739220900	facs_648_tr_1747930316	5	6	0			3515		0	heading
	0.7	review	1.0	מאַרגאָליס, עדוואַרד (יקותיאל)	מרגלית יקותיאָל	facs_230_tr_1744280762	facs_299_tr_1744280814	2	2	1	Male	Male	2394	2394	1	heading
	0.7	review	1.0	הערשעלע [הערש דאַנילעוויטש]	הערשעלע אַסטראָפאָלער	facs_250_tr_1739221688	facs_392_r	5	6	0	Male		1988		0	heading
	0.7	review	1.0	גוטמאַן, [?]	גוטמאַן, חיים	facs_250_tr_1741260267	facs_251_tr_1741260232	1	1	1			3600		0	heading
	0.7	review	1.0	גוטמאַן, ישעיה	גוטמאָן ישעיה	facs_251_tr_1741260212	facs_38_r_4	1	7	0				3638	0	heading
	0.7	review	1.0	גוטמאַן, ישעיה	פינקעלשטיין ישעיה מאיר	facs_251_tr_1741260212	facs_468_tr_1747930432	1	6	0				3592	0	heading
	0.7	review	1.0	מידע, אַדאָלף (אַברהם)	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_254_tr_1744280774	facs_58_tr_1733050538	2	5	0	Male		2465		0	heading
	0.7	review	1.0	אַרלעסקאַ, מרים [אַלטוסקי]	פֿיינמאַן, לילי [לאה]	facs_258_r	facs_192_tr_1747825120	5	6	0	Female		2596		0	heading
	0.7	review	1.0	מייערסאָן, מ. ל.	מעערסאָן, מ. ל.	facs_259_tr_1744280724	facs_297_r_8	2	2	1			3814	3814	1	heading
	0.7	review	1.0	מייערסאָן, ליאָסע	מעערסאָן, ליאָסע	facs_259_tr_1744280735	facs_297_r_10	2	2	1	Male	Male	2459	2459	1	heading
	0.7	review	1.0	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	קאָפלער-לעמקאָוו [יעקב?]	facs_266_tr_1747929004	facs_10_r_5	6	7	0		Male		2129	0	heading
	0.7	review	1.0	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]	וואַקסמאַן, יעקב	facs_273_tr_1755674139	facs_52_tr_1733050567	3	5	0		Male		3139	0	heading
	0.7	review	1.0	מישוּראַט, מאַקס (מאָטל)	מרים סאַכאַטשעווסקי	facs_274_r_2	facs_615_r_11	2	5	0	Male		2490		0	heading
	0.7	review	1.0	מלאך, ל. [לייבל זאַלצמאַן]	גיטל טעפּער	facs_275_tr_1744280807	facs_607_tr_1739222282	2	5	0	Male		2375		0	heading
	0.7	review	1.0	קאָהען, טשאַרלי [שבתי)	בליאַכער, שבתי	facs_279_tr_1755674215	facs_108_tr_1733832724	3	5	0		Male		1332	0	heading
	0.7	review	1.0	וויינשטאָק, שמחה	יחזקאָל קרייסטאָל	facs_280_tr_1739220952	facs_617_r_8	5	5	1	Female		3231		0	heading
	0.7	review	1.0	קרעמער איידאַ	קרעמער איידא	facs_280_tr_1755674193	facs_459_tr_1747930172	3	6	0		Male		2159	0	heading
	0.7	review	1.0	גרינבערג, דוד	זאַהיק, דוד	facs_282_r_7	facs_383_tr_1739715273	1	1	1		Male		3336	0	heading
	0.7	review	1.0	פערקויף, איגנאין [יצחק]	קאַסוואַן, איזאַק [יצחק]	facs_283_tr_1755674206	facs_41_tr_1747746159	3	6	0		Male		2092	0	heading
	0.7	review	1.0	פערקויף, איגנאין [יצחק]	שיפּער יצחק (איגנאַץ) דר.	facs_283_tr_1755674206	facs_570_tr_1739221417	3	5	0				3567	0	heading
	0.7	review	1.0	פערקויף, איגנאין [יצחק]	ליטוואַק אייזיק (יצחק)	facs_283_tr_1755674206	facs_658_tr_1747931529	3	6	0					0	heading
	0.7	review	1.0	גרינפעלד, דזשין [יעקב]	קאָהן, דזשייקעלע [יעקב]	facs_284_r_9	facs_337_tr_1756106065	1	3	0	Male		1895		0	heading
	0.7	review	1.0	פאָלאנסקי, חיים	פּאָלאַנסקי, חיים	facs_28_tr_1752653010	facs_196_tr_1736589003	3	5	0		Male		2673	0	heading
	0.7	review	1.0	דזשייקאָבּסאָן, דזשייקאָבּ	דזשייקאָבסאָן, דזשייקאָב	facs_292_r_6	facs_292_tr_1741260510	1	1	1	Male	Male	809	809	1	heading
	0.7	review	1.0	דיק, אייזיק (יצחק) מאיר	פערקויף, איגנאין [יצחק]	facs_298_tr_1741260446	facs_283_tr_1755674206	1	3	0	Male		1499		0	heading
	0.7	review	1.0	דיק, אייזיק (יצחק) מאיר	גלאָדסטאָן, איסאַק (יצחק]	facs_298_tr_1741260446	facs_316_tr_1756045022	1	3	0	Male		1499		0	heading
	0.7	review	1.0	פּאָלאַקעוויטש, משה	פּאָלאָקעוויטש, משה	facs_29_tr_1752653013	facs_590_tr_1739222452	3	5	0		Male		2671	0	heading
	0.7	review	1.0	זאַנדבערג, משה	משה זאַנדבערג	facs_305_tr_1739220515	facs_587_tr_1739221109	5	5	1			3449	3449	1	heading
	0.7	review	1.0	האַרט, אייב [אַברהם העכט]	האַרט, בערנאַרד (בער)	facs_309_r_13	facs_83_tr_1733059382	1	5	0	Male		1974		0	heading
	0.7	review	1.0	האַרט, בערטאָ [מאַהלער]	האַרט, בערנאַרד (בער)	facs_310_tr_1741260419	facs_83_tr_1733059382	1	5	0	Female		1975		0	heading
	0.7	review	1.0	האַרט, זיגמונט	האַרט, בערנאַרד (בער)	facs_310_tr_1741260423	facs_83_tr_1733059382	1	5	0	Male		1978		0	heading
	0.7	review	1.0	הגדה פֿון יעקינאַ	שלום-עליכם [שלום ראַבינאָוויטש]	facs_311_tr_1741260478	facs_453_tr_1755030106	1	4	0					0	heading
	0.7	review	1.0	גלאָדסטאָן, איסאַק (יצחק]	קאַסוואַן, איזאַק [יצחק]	facs_316_tr_1756045022	facs_41_tr_1747746159	3	6	0		Male		2092	0	heading
	0.7	review	1.0	גלאָדסטאָן, איסאַק (יצחק]	שיפּער יצחק (איגנאַץ) דר.	facs_316_tr_1756045022	facs_570_tr_1739221417	3	5	0				3567	0	heading
	0.7	review	1.0	גלאָדסטאָן, איסאַק (יצחק]	ליטוואַק אייזיק (יצחק)	facs_316_tr_1756045022	facs_658_tr_1747931529	3	6	0					0	heading
	0.7	review	1.0	וויינטרויב, וולאַדיסלאָוו	וועליטשאַנסקי, ישראל	facs_326_tr_1739221462	facs_648_tr_1747930316	5	6	0			3450		0	heading
	0.7	review	1.0	קוסטין, סאַלאָמאַן [שלמה]	עליאַשעוו, ניקאָליי [שלמה]	facs_326_tr_1756057710	facs_245_tr_1739220554	3	5	0				3530	0	heading
	0.7	review	1.0	קוסטין, סאַלאָמאַן [שלמה]	קוטנער, שלמה	facs_326_tr_1756057710	facs_281_tr_1739220612	3	5	0				3551	0	heading
	0.7	review	1.0	קוסטין, סאַלאָמאַן [שלמה]	קאַהאַן, סאָלאָמאָן [שלמה]	facs_326_tr_1756057710	facs_459_tr_1747930174	3	6	0					0	heading
	0.7	review	1.0	קוסטין, סאַלאָמאַן [שלמה]	ראָטשטיין, סאָלאָמאָן [שלמה]	facs_326_tr_1756057710	facs_62_r_7	3	7	0		Male		2789	0	heading
	0.7	review	1.0	פּאַסטאָר, משה	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]	facs_32_r_8	facs_97_tr_1733059493	3	5	0		Male		2623	0	heading
	0.7	review	1.0	צוקערבערג, לעאָן (לייבל)	ראַבינאָוויטש, לעאָן [לייבל]	facs_330_tr_1756058354	facs_141_tr_1754377600	3	4	0		Male		2721	0	heading
	0.7	review	1.0	פיעלד אסתר [קאָרנבליט]	קאָרנבליט, ז[ישע]	facs_333_tr_1756059823	facs_35_r_2	3	4	0		Male		2142	0	heading
	0.7	review	1.0	הערשעלע [הערשעלע דאָניעלעוויטש]	הערשעלע אַסטראָפאָלער	facs_335_r_6	facs_392_r	1	6	0	Male		1988		0	heading
	0.7	review	1.0	וואָהל, הערמאַן [צבי]	ווייספעלד, משה	facs_336_tr_1741260422	facs_368_TextRegion_1710163052802_374	1	1	1	Male		906		0	heading
	0.7	review	1.0	וואָהל, הערמאַן [צבי]	וועליטשאַנסקי, ישראל	facs_336_tr_1741260422	facs_387_tr_1755030250	1	4	0	Male		906		0	heading
	0.7	review	1.0	וואָהל, הערמאַן [צבי]	יחזקאָל קרייסטאָל	facs_336_tr_1741260422	facs_617_r_8	1	5	0	Male		906		0	heading
	0.7	review	1.0	וואָהל, הערמאַן [צבי]	וועליטשאַנסקי, ישראל	facs_336_tr_1741260422	facs_648_tr_1747930316	1	6	0	Male		906		0	heading
	0.7	review	1.0	וואַהלמאַן, ישראל-מאיר	ווייספעלד, משה	facs_337_r_1	facs_368_TextRegion_1710163052802_374	1	1	1	Male		3273		0	heading
	0.7	review	1.0	וואַהלמאַן, ישראל-מאיר	וועליטשאַנסקי, ישראל	facs_337_r_1	facs_387_tr_1755030250	1	4	0	Male		3273		0	heading
	0.7	review	1.0	וואַהלמאַן, ישראל-מאיר	וועליטשאַנסקי, ישראל	facs_337_r_1	facs_648_tr_1747930316	1	6	0	Male		3273		0	heading
	0.7	review	1.0	וואַהלמאַן, יהודה-לייב	וועליטשאַנסקי, ישראל	facs_337_tr_1741260519	facs_387_tr_1755030250	1	4	0	Male		3274		0	heading
	0.7	review	1.0	וואַהלמאַן, יהודה-לייב	יחזקאָל קרייסטאָל	facs_337_tr_1741260519	facs_617_r_8	1	5	0	Male		3274		0	heading
	0.7	review	1.0	וואַהלמאַן, יהודה-לייב	וועליטשאַנסקי, ישראל	facs_337_tr_1741260519	facs_648_tr_1747930316	1	6	0	Male		3274		0	heading
	0.7	review	1.0	קאָהן, דזשייקעלע [יעקב]	שעפנער, יעקב	facs_337_tr_1756106065	facs_185_tr_1736588927	3	5	0		Male		2911	0	heading
	0.7	review	1.0	קאָהן, דזשייקעלע [יעקב]	טרופּיאַנסקי, יאַנקל (יעקב)	facs_337_tr_1756106065	facs_210_tr_1739220934	3	5	0				3522	0	heading
	0.7	review	1.0	קאָהן, דזשייקעלע [יעקב]	שאצקי, יעקב, דר.	facs_337_tr_1756106065	facs_28_r	3	4	0				3586	0	heading
	0.7	review	1.0	וואולמאַן, שמואל	וועליטשאַנסקי, ישראל	facs_338_tr_1741260416	facs_387_tr_1755030250	1	4	0	Male		3196		0	heading
	0.7	review	1.0	וואולמאַן, שמואל	יחזקאָל קרייסטאָל	facs_338_tr_1741260416	facs_617_r_8	1	5	0	Male		3196		0	heading
	0.7	review	1.0	וואולמאַן, שמואל	וועליטשאַנסקי, ישראל	facs_338_tr_1741260416	facs_648_tr_1747930316	1	6	0	Male		3196		0	heading
	0.7	review	1.0	וואולף, סיימאַן [שמחה]	ווייספעלד, משה	facs_338_tr_1741260418	facs_368_TextRegion_1710163052802_374	1	1	1	Male		3276		0	heading
	0.7	review	1.0	וואולף, סיימאַן [שמחה]	וועליטשאַנסקי, ישראל	facs_338_tr_1741260418	facs_387_tr_1755030250	1	4	0	Male		3276		0	heading
	0.7	review	1.0	וואולף, סיימאַן [שמחה]	יחזקאָל קרייסטאָל	facs_338_tr_1741260418	facs_617_r_8	1	5	0	Male		3276		0	heading
	0.7	review	1.0	וואולף, סיימאַן [שמחה]	וועליטשאַנסקי, ישראל	facs_338_tr_1741260418	facs_648_tr_1747930316	1	6	0	Male		3276		0	heading
	0.7	review	1.0	ראַטבלום [רויטבלום], יצחק	ראַטבלום ישראל	facs_338_tr_1756106568	facs_445_tr_1739221346	3	5	0		Male		2786	0	heading
	0.7	review	1.0	ראַטבלום, ישראל	ראַטבלום ישראל	facs_338_tr_1756106571	facs_445_tr_1739221346	3	5	0		Male		2786	0	heading
	0.7	review	1.0	וואָלדבערג, יצחק	ווייספעלד, משה	facs_339_tr_1741260401	facs_368_TextRegion_1710163052802_374	1	1	1	Male		3140		0	heading
	0.7	review	1.0	וואָלדבערג, יצחק	יחזקאָל קרייסטאָל	facs_339_tr_1741260401	facs_617_r_8	1	5	0	Male		3140		0	heading
	0.7	review	1.0	וואָלגעשאַפען, מ.	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	facs_339_tr_1741260415	facs_358_tr_1741260405	1	1	1	Male		3193		0	heading
	0.7	review	1.0	וואָלגעשאַפען, מ.	וויינטרויב-גראַף, לאה	facs_339_tr_1741260415	facs_359_TextRegion_1710852502307_117	1	1	1	Male		3193		0	heading
	0.7	review	1.0	וואָלגעשאַפען, מ.	ווייספעלד, משה	facs_339_tr_1741260415	facs_368_TextRegion_1710163052802_374	1	1	1	Male		3193		0	heading
	0.7	review	1.0	וואָלגעשאַפען, מ.	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_339_tr_1741260415	facs_58_tr_1733050538	1	5	0	Male		3193		0	heading
	0.7	review	1.0	וואָלגעשאַפען, מ.	חיים-ברוך ווישאָגראָד	facs_339_tr_1741260415	facs_617_tr_1739221426	1	5	0	Male		3193		0	heading
	0.7	review	1.0	וואָלערשטיין, אסתר [גאָלדשטיין]	זאַהאָוואַ, רוט [גאָלדשטיין)	facs_340_tr_1741260473	facs_340_tr_1756106824	1	3	0	Female		3203		0	heading
	0.7	review	1.0	וואָלערשטיין, אסתר [גאָלדשטיין]	ווייספעלד, משה	facs_340_tr_1741260473	facs_368_TextRegion_1710163052802_374	1	1	1	Female		3203		0	heading
	0.7	review	1.0	וואָלערשטיין, אסתר [גאָלדשטיין]	יחזקאָל קרייסטאָל	facs_340_tr_1741260473	facs_617_r_8	1	5	0	Female		3203		0	heading
	0.7	review	1.0	וואַלטער פּאָליאַ [שריידער]	ווילנער, מאַקס, ר	facs_340_tr_1741260475	facs_375_tr_1741260389	1	1	1	Female		3207		0	heading
