decision	composite_score	band	name_score	a_heading	b_heading	a_xml_id	b_xml_id	a_volume	b_volume	same_volume	a_gender	b_gender	a_db_id	b_db_id	db_agreement	source
	0.75	review	1.0	אַפיש פון דער בענעפיס-פאָרשטעלונג	דער געדענק-טאָוול אין מאַריענבאַד	facs_179_tr_1714741737	facs_184_tr_1714741505	1	1	1			3812		0	heading
	0.75	review	1.0	אַפיש פון דער בענעפיס-פאָרשטעלונג	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	facs_179_tr_1714741737	facs_193_region_1715802361116_623	1	1	1			3812		0	heading
	0.75	review	1.0	אַפיש פון דער קבלת-פּנים-פאָרשטעלונג	דער געדענק-טאָוול אין מאַריענבאַד	facs_180_region_1715801037095_458	facs_184_tr_1714741505	1	1	1					0	heading
	0.75	review	1.0	אַפיש פון דער קבלת-פּנים-פאָרשטעלונג	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	facs_180_region_1715801037095_458	facs_193_region_1715802361116_623	1	1	1					0	heading
	0.75	review	1.0	אַפיש פון דער קבלת-פּנים-פאָרשטעלונג	נאַאומאָוו, אַברהם	facs_180_region_1715801037095_458	facs_300_tr_1744280754	1	2	0		Male		2548	0	heading
	0.75	review	1.0	לעווין, חנה	חנה לעווין	facs_181_r_8	facs_660_tr_1755030252	2	4	0		Female		2257	0	heading
	0.75	review	1.0	וויינבערג, הערמאַן	וועליטשאַנסקי, ישראל	facs_182_tr_1736589054	facs_648_tr_1747930316	5	6	0	Male		3215		0	heading
	0.75	review	1.0	וויינבערג, משה	וועליטשאַנסקי, ישראל	facs_183_tr_1736588995	facs_648_tr_1747930316	5	6	0	Male		3217		0	heading
	0.75	review	1.0	דער געדענק-טאָוול אין מאַריענבאַד	גערשאָי, מ. [משה גערשויג]	facs_184_tr_1714741505	facs_268_tr_1741260225	1	1	1		Male		1749	0	heading
	0.75	review	1.0	וואַלדבערג, יצחק	וועליטשאַנסקי, ישראל	facs_187_tr_1736589011	facs_648_tr_1747930316	5	6	0	Male		3140		0	heading
	0.75	review	1.0	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]	אַקסעלראָד, אַברהם [אַברהם יצחק]	facs_18_r	facs_59_tr_1740521087	1	1	1		Male		1204	0	heading
	0.75	review	1.0	וויינער, לייב	וועליטשאַנסקי, ישראל	facs_191_tr_1736588985	facs_648_tr_1747930316	5	6	0			3804		0	heading
	0.75	review	1.0	פֿיינמאַן, לילי [לאה]	פֿיינמאַן, דיינע	facs_192_tr_1747825120	facs_203_tr_1747929008	6	6	1		Female		817	0	heading
	0.75	review	1.0	פֿיינמאַן, לילי [לאה]	פלוים לאה	facs_192_tr_1747825120	facs_602_tr_1747930296	6	6	1					0	heading
	0.75	review	1.0	פֿיינמאַן, לילי [לאה]	פֿרידמאַן, לאַראַ [לאה וויינטרויב]	facs_192_tr_1747825120	facs_98_r	6	6	1		Female		1704	0	heading
	0.75	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גאָלדפֿאַדען, שמעיה [גאָלדענפֿאָדים]	facs_193_region_1715802361116_623	facs_203_tr_1741260185	1	1	1		Male		1832	0	heading
	0.75	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גערשאָי, מ. [משה גערשויג]	facs_193_region_1715802361116_623	facs_268_tr_1741260225	1	1	1		Male		1749	0	heading
	0.75	review	1.0	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק	גרינבערג, חיים-בצלאל	facs_193_region_1715802361116_623	facs_282_tr_1741260226	1	1	1		Male		1901	0	heading
	0.75	review	1.0	וויינבערג, ישעיהו-דניאל [ס. ד.]	חיים-ברוך ווישאָגראָד	facs_202_tr_1754998546	facs_617_tr_1739221426	4	5	0	Male		3218		0	heading
	0.75	review	1.0	גאָלדשטיין, דזשעני	גאָלדשטיין, לואיס	facs_205_tr_1741260275	facs_207_tr_1741260336	1	1	1	Female		897		0	heading
	0.75	review	1.0	גאָלדשטיין, לואיס	גאָלדשטיין, שכר	facs_207_tr_1741260336	facs_208_r	1	1	1		Male		1855	0	heading
	0.75	review	1.0	מאַגידזאָהן, איידאַ [סטאָן]	נאַטאַנסאָן, איידאַ	facs_212_r	facs_308_tr_1744365752	2	2	1	Female	Female	2372	2372	1	heading
	0.75	review	1.0	מאָסקווער יידישער מלוכה-טעאַטער	מאָסקווער יידישער מלוכה-טעאַטער. (גאָסעקט, גאָסט מימט)	facs_222_tr_1744280833	facs_82_tr_1744131382	2	2	1					0	heading
	0.75	review	1.0	מאָריס (?)	מאָריס מעדאָוו	facs_231_tr_1744280790	facs_661_tr_1755030261	2	4	0	Female		2507		0	heading
	0.75	review	1.0	גוטמאַן, מילאני	גוטמאַן, חיים	facs_251_tr_1741260221	facs_251_tr_1741260232	1	1	1	Female		1949		0	heading
	0.75	review	1.0	גוטמאַן, יוליוס [יידל] [יהודה יוסף]	גוטמאַן, חיים	facs_251_tr_1741260226	facs_251_tr_1741260232	1	1	1	Male		1953		0	heading
	0.75	review	1.0	גוטמאַן, חיים	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]	facs_251_tr_1741260232	facs_45_tr_1733050574	1	5	0		Male		1953	0	heading
	0.75	review	1.0	גלאַנץ, א.	לעיעלעס, א. [אַהרן גלאַנץ]	facs_259_r_2	facs_188_tr_1744279095	1	2	0		Male		2275	0	heading
	0.75	review	1.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	facs_263_tr_1744280809	facs_672_r_1	2	4	0	Male		2463		0	heading
	0.75	review	1.0	שעהנגאָלד, קלאַראַ	שעהנגאָלד, יוסף	facs_274_tr_1754998433	facs_255_tr_1747928944	4	6	0	Female		736		0	heading
	0.75	review	1.0	וויינשטאָק, שמחה	וועליטשאַנסקי, ישראל	facs_280_tr_1739220952	facs_648_tr_1747930316	5	6	0	Female		3231		0	heading
	0.75	review	1.0	גרינפעלד, דזשין [יעקב]	דזשעק קאַהאַן	facs_284_r_9	facs_669_tr_1755030279	1	4	0	Male		1895		0	heading
	0.75	review	1.0	מרגליות, אליהו רבי	מרגליות, אַליהו	facs_298_tr_1744280754	facs_107_tr_1757329751	2	7	0					0	heading
	0.75	review	1.0	מרגליות, אליהו רבי	מרגליות, אפֿרים [אַבד׳ם]	facs_298_tr_1744280754	facs_72_r_9	2	7	0		Male		2397	0	heading
	0.75	review	1.0	נאַטאַנזאָן, אַננאַ	נאַטאַנסאָן, אַננאַ (מילשטיין]	facs_308_r	facs_308_tr_1744365763	2	2	1	Female	Female	2545	2545	1	heading
	0.75	review	1.0	נאַטאַנזאָן, טשאַרלס	נאַטאַנסאָן, טשאַרלס	facs_308_r_2	facs_309_tr_1744365735	2	2	1	Male	Male	745	745	1	heading
	0.75	review	1.0	גאַכאַנסקי, אַברהם	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_334_tr_1739221282	facs_58_tr_1733050538	5	5	1	Male		1717		0	heading
	0.75	review	1.0	קאַהאַן, אב [רהם]	אַלס טעאַטער-קרייטיקער	facs_334_tr_1754998419	facs_342_tr_1754998516	4	4	1	Male		883		0	heading
	0.75	review	1.0	וואַגנער בן-ציון	וועליטשאַנסקי, ישראל	facs_335_tr_1741260385	facs_387_tr_1755030250	1	4	0	Male		3199		0	heading
	0.75	review	1.0	וואַגנער בן-ציון	וועליטשאַנסקי, ישראל	facs_335_tr_1741260385	facs_648_tr_1747930316	1	6	0	Male		3199		0	heading
	0.75	review	1.0	וואָלדבערג, יצחק	וועליטשאַנסקי, ישראל	facs_339_tr_1741260401	facs_387_tr_1755030250	1	4	0	Male		3140		0	heading
	0.75	review	1.0	וואָלדבערג, יצחק	וועליטשאַנסקי, ישראל	facs_339_tr_1741260401	facs_648_tr_1747930316	1	6	0	Male		3140		0	heading
	0.75	review	1.0	וואָלגעשאַפען, מ.	ווילנער, מאַקס, ר	facs_339_tr_1741260415	facs_375_tr_1741260389	1	1	1	Male		3193		0	heading
	0.75	review	1.0	וואָלגעשאַפען, מ.	יחזקאָל קרייסטאָל	facs_339_tr_1741260415	facs_617_r_8	1	5	0	Male		3193		0	heading
	0.75	review	1.0	וואָלגעשאַפען, מ.	מ. נ. וואָלפּערט	facs_339_tr_1741260415	facs_654_r_1	1	6	0	Male		3193		0	heading
	0.75	review	1.0	וואָלערשטיין, אסתר [גאָלדשטיין]	וועליטשאַנסקי, ישראל	facs_340_tr_1741260473	facs_648_tr_1747930316	1	6	0	Female		3203		0	heading
	0.75	review	1.0	וואַלטער פּאָליאַ [שריידער]	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	facs_340_tr_1741260475	facs_358_tr_1741260405	1	1	1	Female		3207		0	heading
	0.75	review	1.0	וואַלטער פּאָליאַ [שריידער]	וויינטרויב-גראַף, לאה	facs_340_tr_1741260475	facs_359_TextRegion_1710852502307_117	1	1	1	Female		3207		0	heading
	0.75	review	1.0	וואַלטער פּאָליאַ [שריידער]	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_340_tr_1741260475	facs_58_tr_1733050538	1	5	0	Female		3207		0	heading
	0.75	review	1.0	וואָלערשטיין, בּעני	וועליטשאַנסקי, ישראל	facs_340_tr_1741260477	facs_387_tr_1755030250	1	4	0	Male		3201		0	heading
	0.75	review	1.0	וואָלערשטיין, בּעני	וועליטשאַנסקי, ישראל	facs_340_tr_1741260477	facs_648_tr_1747930316	1	6	0	Male		3201		0	heading
	0.75	review	1.0	וואָליער, דזשעני	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	facs_340_tr_1741260479	facs_358_tr_1741260405	1	1	1	Female		3141		0	heading
	0.75	review	1.0	וואָליער, דזשעני	וויינטרויב-גראַף, לאה	facs_340_tr_1741260479	facs_359_TextRegion_1710852502307_117	1	1	1	Female		3141		0	heading
	0.75	review	1.0	וואָליער, דזשעני	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_340_tr_1741260479	facs_58_tr_1733050538	1	5	0	Female		3141		0	heading
	0.75	review	1.0	וואָלערשטיין, עלאַ [געשפּאָס]	וועליטשאַנסקי, ישראל	facs_341_TextRegion_1710852325453_54	facs_387_tr_1755030250	1	4	0	Female		3202		0	heading
	0.75	review	1.0	וואָלערשטיין, עלאַ [געשפּאָס]	וועליטשאַנסקי, ישראל	facs_341_TextRegion_1710852325453_54	facs_648_tr_1747930316	1	6	0	Female		3202		0	heading
	0.75	review	1.0	וואָלערשטיין, סאול	וועליטשאַנסקי, ישראל	facs_341_TextRegion_1710852353404_65	facs_648_tr_1747930316	1	6	0	Male		3206		0	heading
	0.75	review	1.0	וואָלערשטיין, היימי	וועליטשאַנסקי, ישראל	facs_341_r_7	facs_648_tr_1747930316	1	6	0	Male		3204		0	heading
	0.75	review	1.0	וואָלערשטיין, ראָזאַ	וועליטשאַנסקי, ישראל	facs_342_tr_1741260510	facs_387_tr_1755030250	1	4	0	Female		3205		0	heading
	0.75	review	1.0	וואָלערשטיין, ראָזאַ	וועליטשאַנסקי, ישראל	facs_342_tr_1741260510	facs_648_tr_1747930316	1	6	0	Female		3205		0	heading
	0.75	review	1.0	וואַקסמאַן, יעקב	וועליטשאַנסקי, ישראל	facs_345_r_10	facs_387_tr_1755030250	1	4	0	Male		3139		0	heading
	0.75	review	1.0	וואַקסמאַן, יעקב	וואַקסמאַן, יעקב	facs_345_r_10	facs_52_tr_1733050567	1	5	0	Male	Male	3139	3139	1	heading
	0.75	review	1.0	וואַקסמאַן, יעקב	וועליטשאַנסקי, ישראל	facs_345_r_10	facs_648_tr_1747930316	1	6	0	Male		3139		0	heading
	0.75	review	1.0	וואַקסמאַן, מאָריס [משה דוד]	וועליטשאַנסקי, ישראל	facs_346_TextRegion_1710166806332_464	facs_387_tr_1755030250	1	4	0	Male		3137		0	heading
	0.75	review	1.0	וואַקסמאַן, מאָריס [משה דוד]	וועליטשאַנסקי, ישראל	facs_346_TextRegion_1710166806332_464	facs_648_tr_1747930316	1	6	0	Male		3137		0	heading
	0.75	review	1.0	וואַראָן, ליזאַ	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710166960652_499	facs_387_tr_1755030250	1	4	0	Female		3146		0	heading
	0.75	review	1.0	וואַראָן, ליזאַ	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710166960652_499	facs_648_tr_1747930316	1	6	0	Female		3146		0	heading
	0.75	review	1.0	וואַקסמאַן, ראָזאַ [רחל דינטענפאס]	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710166971671_511	facs_387_tr_1755030250	1	4	0	Female		3138		0	heading
	0.75	review	1.0	וואַקסמאַן, ראָזאַ [רחל דינטענפאס]	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710166971671_511	facs_648_tr_1747930316	1	6	0	Female		3138		0	heading
	0.75	review	1.0	וואַקסמאַן, פעני	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710167012304_556	facs_387_tr_1755030250	1	4	0	Female		3136		0	heading
	0.75	review	1.0	וואַקסמאַן, פעני	וועליטשאַנסקי, ישראל	facs_347_TextRegion_1710167012304_556	facs_648_tr_1747930316	1	6	0	Female		3136		0	heading
	0.75	review	1.0	וואַראַדי דזשוליאַ [יהודית האָבערמאַן]	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	facs_348_tr_1741260380	facs_358_tr_1741260405	1	1	1	Female		3143		0	heading
	0.75	review	1.0	וואַראַדי דזשוליאַ [יהודית האָבערמאַן]	וויינטרויב-גראַף, לאה	facs_348_tr_1741260380	facs_359_TextRegion_1710852502307_117	1	1	1	Female		3143		0	heading
	0.75	review	1.0	וואַראַדי דזשוליאַ [יהודית האָבערמאַן]	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_348_tr_1741260380	facs_58_tr_1733050538	1	5	0	Female		3143		0	heading
	0.75	review	1.0	וואָרדי דוד [ראָזענפעלד]	וועליטשאַנסקי, ישראל	facs_348_tr_1741260382	facs_387_tr_1755030250	1	4	0	Male		3144		0	heading
	0.75	review	1.0	וואָרדי דוד [ראָזענפעלד]	וועליטשאַנסקי, ישראל	facs_348_tr_1741260382	facs_648_tr_1747930316	1	6	0	Male		3144		0	heading
	0.75	review	1.0	וואַרמאַן, [?]	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	facs_349_r	facs_358_tr_1741260405	1	1	1	Male		3145		0	heading
	0.75	review	1.0	וואַרמאַן, [?]	וויינטרויב-גראַף, לאה	facs_349_r	facs_359_TextRegion_1710852502307_117	1	1	1	Male		3145		0	heading
	0.75	review	1.0	וואַרמאַן, [?]	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	facs_349_r	facs_58_tr_1733050538	1	5	0	Male		3145		0	heading
	0.75	review	1.0	אַדלער צילע	אוריך, צילע [חיה צילע פעדער]	facs_34_tr_1740521031	facs_24_tr_1729945242	1	5	0	Female		1117		0	heading
	0.75	review	1.0	וויגאָדסקי, יעקב דר.	ווייספעלד, משה	facs_350_r_7	facs_368_TextRegion_1710163052802_374	1	1	1	Male		3261		0	heading
	0.75	review	1.0	וויגאָדסקי, יעקב דר.	יחזקאָל קרייסטאָל	facs_350_r_7	facs_617_r_8	1	5	0	Male		3261		0	heading
	0.75	review	1.0	וואַרשאָווסקי, פֿייוול [איסעראָווסקי]	וועליטשאַנסקי, ישראל	facs_350_tr_1741260473	facs_387_tr_1755030250	1	4	0	Male		3208		0	heading
	0.75	review	1.0	וואַרשאָווסקי, פֿייוול [איסעראָווסקי]	וועליטשאַנסקי, ישראל	facs_350_tr_1741260473	facs_648_tr_1747930316	1	6	0	Male		3208		0	heading
	0.75	review	1.0	ווידאָוו, סאָניאַ	וועליטשאַנסקי, ישראל	facs_350_tr_1741260475	facs_648_tr_1747930316	1	6	0	Female		3180		0	heading
	0.75	review	1.0	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]	וועליטשאַנסקי, ישראל	facs_350_tr_1741260476	facs_387_tr_1755030250	1	4	0	Male		3209		0	heading
	0.75	review	1.0	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]	וועליטשאַנסקי, ישראל	facs_350_tr_1741260476	facs_648_tr_1747930316	1	6	0	Male		3209		0	heading
	0.75	review	1.0	ווייזענפֿריינד מוני [משולם-מאיר]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260417	facs_387_tr_1755030250	1	4	0	Male		3241		0	heading
	0.75	review	1.0	ווייזענפֿריינד מוני [משולם-מאיר]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260417	facs_648_tr_1747930316	1	6	0	Male		3241		0	heading
	0.75	review	1.0	וויידע, מרים [וויידענפעלד]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260421	facs_387_tr_1755030250	1	4	0	Female		3212		0	heading
	0.75	review	1.0	וויידע, מרים [וויידענפעלד]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260421	facs_648_tr_1747930316	1	6	0	Female		3212		0	heading
	0.75	review	1.0	וויטאָלין, פֿרידאָ [לאַפּין]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260423	facs_387_tr_1755030250	1	4	0	Female		3188		0	heading
	0.75	review	1.0	וויטאָלין, פֿרידאָ [לאַפּין]	וועליטשאַנסקי, ישראל	facs_351_tr_1741260423	facs_648_tr_1747930316	1	6	0	Female		3188		0	heading
	0.75	review	1.0	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]	וועליטשאַנסקי, ישראל	facs_353_tr_1741260469	facs_387_tr_1755030250	1	4	0	Male		3242		0	heading
	0.75	review	1.0	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]	וועליטשאַנסקי, ישראל	facs_353_tr_1741260469	facs_648_tr_1747930316	1	6	0	Male		3242		0	heading
	0.75	review	1.0	וויינבלאַט, טשאַרלס [קלמן]	וועליטשאַנסקי, ישראל	facs_355_tr_1741260495	facs_387_tr_1755030250	1	4	0	Male		3219		0	heading
	0.75	review	1.0	וויינבלאַט, טשאַרלס [קלמן]	וועליטשאַנסקי, ישראל	facs_355_tr_1741260495	facs_648_tr_1747930316	1	6	0	Male		3219		0	heading
	0.75	review	1.0	וויינבלאַט, ישראל [וואורצל]	וועליטשאַנסקי, ישראל	facs_356_tr_1741260401	facs_387_tr_1755030250	1	4	0	Male		713		0	heading
	0.75	review	1.0	וויינבלאַט, ישראל [וואורצל]	וועליטשאַנסקי, ישראל	facs_356_tr_1741260401	facs_648_tr_1747930316	1	6	0	Male		713		0	heading
	0.75	review	1.0	וויינבערג, הערי [אהרן]	וועליטשאַנסקי, ישראל	facs_356_tr_1741260406	facs_387_tr_1755030250	1	4	0	Male		3214		0	heading
	0.75	review	1.0	וויינבערג, הערי [אהרן]	וועליטשאַנסקי, ישראל	facs_356_tr_1741260406	facs_648_tr_1747930316	1	6	0	Male		3214		0	heading
	0.75	review	1.0	וויינבערג, הערמאַן	וועליטשאַנסקי, ישראל	facs_357_r_10	facs_387_tr_1755030250	1	4	0	Male		3215		0	heading
	0.75	review	1.0	וויינבערג, הערמאַן	וועליטשאַנסקי, ישראל	facs_357_r_10	facs_648_tr_1747930316	1	6	0	Male		3215		0	heading
	0.75	review	1.0	וויינבערג, משה	וועליטשאַנסקי, ישראל	facs_357_r_19	facs_387_tr_1755030250	1	4	0	Male		3217		0	heading
	0.75	review	1.0	וויינבערג, משה	וועליטשאַנסקי, ישראל	facs_357_r_19	facs_648_tr_1747930316	1	6	0	Male		3217		0	heading
	0.75	review	1.0	ציפּקינאַ פאַניאַ	ציפקינאָ, פֿאָניאַ	facs_358_tr_1739221613	facs_83_tr_1757228886	5	7	0	Female		3110		0	heading
	0.75	review	1.0	וויינבערג, סאָניאַ [קאַרל]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260401	facs_387_tr_1755030250	1	4	0	Female		3153		0	heading
	0.75	review	1.0	וויינבערג, סאָניאַ [קאַרל]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260401	facs_648_tr_1747930316	1	6	0	Female		3153		0	heading
	0.75	review	1.0	וויינבערג, סאלטשע [שרה ליכט]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260404	facs_387_tr_1755030250	1	4	0	Female		3151		0	heading
	0.75	review	1.0	וויינבערג, סאלטשע [שרה ליכט]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260404	facs_648_tr_1747930316	1	6	0	Female		3151		0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	ווייסמאַן, דאָראַ	facs_358_tr_1741260405	facs_165_tr_1747825091	1	6	0		Female		825	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וויינשטיין, שואל	facs_358_tr_1741260405	facs_363_r_6	1	1	1		Male		3229	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וויינשעל, ברוך	facs_358_tr_1741260405	facs_363_r_9	1	1	1		Male		3156	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	ווייסמאַן, בעסי	facs_358_tr_1741260405	facs_365_tr_1741260398	1	1	1		Female		3251	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	ווייסמאַן, דאָראַ	facs_358_tr_1741260405	facs_366_tr_1741260403	1	1	1		Female		825	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	ווינאָוויטש, בעטי	facs_358_tr_1741260405	facs_378_tr_1739715267	1	1	1		Female		3187	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260405	facs_387_tr_1755030250	1	4	0					0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וועריטע, ס. [ס. ווייסבלאַט]	facs_358_tr_1741260405	facs_46_r_2	1	7	0		Male		3178	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וויינער לייב	facs_358_tr_1741260405	facs_561_tr_1739222221	1	5	0		Male		3269	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וויינטרויב, סאַלי	facs_358_tr_1741260405	facs_62_tr_1756359788	1	7	0		Female		3235	0	heading
	0.75	review	1.0	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	וועליטשאַנסקי, ישראל	facs_358_tr_1741260405	facs_648_tr_1747930316	1	6	0					0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	ווייסמאַן, דאָראַ	facs_359_TextRegion_1710852502307_117	facs_165_tr_1747825091	1	6	0		Female		825	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וויינשטיין, שואל	facs_359_TextRegion_1710852502307_117	facs_363_r_6	1	1	1		Male		3229	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וויינשעל, ברוך	facs_359_TextRegion_1710852502307_117	facs_363_r_9	1	1	1		Male		3156	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	ווייסמאַן, בעסי	facs_359_TextRegion_1710852502307_117	facs_365_tr_1741260398	1	1	1		Female		3251	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	ווייסמאַן, דאָראַ	facs_359_TextRegion_1710852502307_117	facs_366_tr_1741260403	1	1	1		Female		825	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	ווינאָוויטש, בעטי	facs_359_TextRegion_1710852502307_117	facs_378_tr_1739715267	1	1	1		Female		3187	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וועליטשאַנסקי, ישראל	facs_359_TextRegion_1710852502307_117	facs_387_tr_1755030250	1	4	0					0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וועריטע, ס. [ס. ווייסבלאַט]	facs_359_TextRegion_1710852502307_117	facs_46_r_2	1	7	0		Male		3178	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וויינער לייב	facs_359_TextRegion_1710852502307_117	facs_561_tr_1739222221	1	5	0		Male		3269	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וויינטרויב, סאַלי	facs_359_TextRegion_1710852502307_117	facs_62_tr_1756359788	1	7	0		Female		3235	0	heading
	0.75	review	1.0	וויינטרויב-גראַף, לאה	וועליטשאַנסקי, ישראל	facs_359_TextRegion_1710852502307_117	facs_648_tr_1747930316	1	6	0					0	heading
	0.75	review	1.0	וויינטרויב, זיגמונט	וועליטשאַנסקי, ישראל	facs_359_TextRegion_1710852536774_157	facs_387_tr_1755030250	1	4	0	Male		3236		0	heading
	0.75	review	1.0	וויינטרויב, זיגמונט	וועליטשאַנסקי, ישראל	facs_359_TextRegion_1710852536774_157	facs_648_tr_1747930316	1	6	0	Male		3236		0	heading
	0.75	review	1.0	ווייסמאַן, הערש	וועליטשאַנסקי, ישראל	facs_35_tr_1747746200	facs_648_tr_1747930316	6	6	1			3582		0	heading
	0.75	review	1.0	וויינער באָריס	וועליטשאַנסקי, ישראל	facs_360_TextRegion_1710852654922_221	facs_387_tr_1755030250	1	4	0	Male		3220		0	heading
	0.75	review	1.0	וויינער באָריס	וועליטשאַנסקי, ישראל	facs_360_TextRegion_1710852654922_221	facs_648_tr_1747930316	1	6	0	Male		3220		0	heading
	0.75	review	1.0	וויינטרויב, רכקה [פוספעלד]	וועליטשאַנסקי, ישראל	facs_360_TextRegion_1710852683904_242	facs_387_tr_1755030250	1	4	0	Female		3234		0	heading
	0.75	review	1.0	וויינטרויב, רכקה [פוספעלד]	וועליטשאַנסקי, ישראל	facs_360_TextRegion_1710852683904_242	facs_648_tr_1747930316	1	6	0	Female		3234		0	heading
	0.75	review	1.0	וויינשטאָק, יוסף	וועליטשאַנסקי, ישראל	facs_361_r_9	facs_387_tr_1755030250	1	4	0	Male		3230		0	heading
	0.75	review	1.0	וויינשטאָק, יוסף	וועליטשאַנסקי, ישראל	facs_361_r_9	facs_648_tr_1747930316	1	6	0	Male		3230		0	heading
	0.75	review	1.0	וויינשטאָק, סאָפיע [פֿרידמאַן]	וועליטשאַנסקי, ישראל	facs_362_TextRegion_1710853984376_412	facs_387_tr_1755030250	1	4	0	Female		1053		0	heading
	0.75	review	1.0	וויינשטאָק, סאָפיע [פֿרידמאַן]	וועליטשאַנסקי, ישראל	facs_362_TextRegion_1710853984376_412	facs_648_tr_1747930316	1	6	0	Female		1053		0	heading
	0.75	review	1.0	וויינשטיין, איטע	וועליטשאַנסקי, ישראל	facs_362_r_17	facs_387_tr_1755030250	1	4	0	Female		3158		0	heading
	0.75	review	1.0	וויינשטיין, איטע	וועליטשאַנסקי, ישראל	facs_362_r_17	facs_648_tr_1747930316	1	6	0	Female		3158		0	heading
	0.75	review	1.0	ווייס, לואיס [לוי]	וועליטשאַנסקי, ישראל	facs_363_TextRegion_1710854112959_462	facs_387_tr_1755030250	1	4	0	Male		782		0	heading
	0.75	review	1.0	ווייס, לואיס [לוי]	וועליטשאַנסקי, ישראל	facs_363_TextRegion_1710854112959_462	facs_648_tr_1747930316	1	6	0	Male		782		0	heading
