a_xml_id	b_xml_id	verdict	reason	a_db_id	b_db_id	a_heading	b_heading
facs_108_tr_1744279182	facs_367_tr_1739222551	different	db_contradiction	2188	3181	לאַנדוי-קלעקוי, משה	ווידרעוויטש, משה דוד
facs_108_tr_1744279182	facs_369_r	different	db_contradiction	2188	3642	לאַנדוי-קלעקוי, משה	קאָוואַ, שלמה-לייב
facs_108_tr_1744279182	facs_379_r_3	different	db_contradiction	2188	1537	לאַנדוי-קלעקוי, משה	עדעלהאָפֿער, מאָריץ (משה)
facs_108_tr_1744279182	facs_414_tr_1739222237	different	db_contradiction	2188	3403	לאַנדוי-קלעקוי, משה	זילבורג, משה
facs_108_tr_1744279182	facs_439_tr_1755030088	different	db_contradiction	2188	3605	לאַנדוי-קלעקוי, משה	פישזאָן, מישאַ [משה כאָסידמאַן]
facs_108_tr_1744279182	facs_446_tr_1739220512	different	db_contradiction	2188	3627	לאַנדוי-קלעקוי, משה	לאַנדוי דר. לייב
facs_108_tr_1744279182	facs_48_tr_1747746197	different	db_contradiction	2188	2122	לאַנדוי-קלעקוי, משה	קיטאָי, משה-מיכאל
facs_108_tr_1744279182	facs_53_r_13	different	db_contradiction	2188	3781	לאַנדוי-קלעקוי, משה	שטיין, מ. ב. [משה-בער באַרנשטיין]
facs_108_tr_1744279182	facs_551_tr_1739221725	different	db_contradiction	2188	3796	לאַנדוי-קלעקוי, משה	גערשענזאָן, משה
facs_108_tr_1744279182	facs_587_tr_1739221109	different	db_contradiction	2188	3449	לאַנדוי-קלעקוי, משה	משה זאַנדבערג
facs_108_tr_1744279182	facs_608_tr_1747930290	different	db_contradiction	2188	1972	לאַנדוי-קלעקוי, משה	האַר, משה
facs_108_tr_1744279182	facs_625_tr_1755029931	different	db_contradiction	2188	1504	לאַנדוי-קלעקוי, משה	דלוזשנאָווסקי, משה
facs_108_tr_1744279182	facs_63_tr_1744131370	different	db_contradiction	2188	3327	לאַנדוי-קלעקוי, משה	יאוּשזאָן בּ. [משה יוסטמאַן]
facs_108_tr_1744279182	facs_662_tr_1747931525	different	db_contradiction	2188	3493	לאַנדוי-קלעקוי, משה	שרה און משה פֿרידמאַן
facs_108_tr_1744279182	facs_66_tr_1747746213	different	db_contradiction	2188	1621	לאַנדוי-קלעקוי, משה	פעדער, משה
facs_108_tr_1744279182	facs_671_tr_1755030275	different	db_contradiction	2188	3372	לאַנדוי-קלעקוי, משה	משה שעיווער
facs_108_tr_1744279182	facs_71_tr_1744131401	different	db_contradiction	2188	3289	לאַנדוי-קלעקוי, משה	יאַקאָבּ, מאָזעס (משה-יעקב)
facs_108_tr_1744279182	facs_82_tr_1753938284	different	db_contradiction	2188	946	לאַנדוי-קלעקוי, משה	ראָזענפעלד, מאָריס [משה יעקב, אַלטער]
facs_108_tr_1744279182	facs_97_tr_1733059493	different	db_contradiction	2188	2623	לאַנדוי-קלעקוי, משה	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]
facs_108_tr_1744279190	facs_108_tr_1744279196	different	db_contradiction	2192	2193	לאַנדמאַן, דר.	לאַנדמאַן, הערי
facs_108_tr_1744279190	facs_10_tr_1743943373	different	db_contradiction	2192	693	לאַנדמאַן, דר.	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]
facs_108_tr_1744279190	facs_124_tr_1733832663	different	db_contradiction	2192	3496	לאַנדמאַן, דר.	אייזענשטאַט, מרים
facs_108_tr_1744279190	facs_155_tr_1747825066	different	db_contradiction	2192	2075	לאַנדמאַן, דר.	קאָניסקעוויטש, פּנחס
facs_108_tr_1744279190	facs_156_tr_1747825094	different	db_contradiction	2192	3173	לאַנדמאַן, דר.	ווייסמאַן, מאָריס
facs_108_tr_1744279190	facs_156_tr_1747825108	different	db_contradiction	2192	2137	לאַנדמאַן, דר.	קאָפּעלמאַן, לואיס
facs_108_tr_1744279190	facs_162_tr_1747825129	different	db_contradiction	2192	2929	לאַנדמאַן, דר.	שימעלע דער הייזעריקער [שמאַיעלע]
facs_108_tr_1744279190	facs_174_r_16	different	db_contradiction	2192	2220	לאַנדמאַן, דר.	לעבעדיגער דער [חיים גוטמאַן]
facs_108_tr_1744279190	facs_180_tr_1747825079	different	db_contradiction	2192	2901	לאַנדמאַן, דר.	שאַפּיראָ, סאַני [נתנאַל-דוד]
facs_108_tr_1744279190	facs_259_tr_1747928894	different	db_contradiction	2192	3801	לאַנדמאַן, דר.	אָפּשאַצונגען:
facs_108_tr_1744279190	facs_287_tr_1744280748	different	db_contradiction	2192	3469	לאַנדמאַן, דר.	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]
facs_108_tr_1744279190	facs_331_tr_1739222358	different	db_contradiction	2192	2134	לאַנדמאַן, דר.	קאָן, מאָטל
facs_108_tr_1744279190	facs_359_tr_1739221250	different	db_contradiction	2192	1099	לאַנדמאַן, דר.	אַבּעלסאָן, בן-ציון
facs_108_tr_1744279190	facs_372_tr_1744366832	different	db_contradiction	2192	768	לאַנדמאַן, דר.	ספּיוואַקאָווסקי, יעקב
facs_108_tr_1744279190	facs_385_tr_1744366798	different	db_contradiction	2192	1597	לאַנדמאַן, דר.	עטינגער שלמה (דר.]
facs_108_tr_1744279190	facs_39_tr_1752612112	different	db_contradiction	2192	2781	לאַנדמאַן, דר.	ראָזענשטיין, סעמועל [שמואל]
facs_108_tr_1744279190	facs_401_tr_1744366824	different	db_contradiction	2192	3475	לאַנדמאַן, דר.	עפּשטיין, אַלטער
facs_108_tr_1744279190	facs_41_tr_1744131372	different	db_contradiction	2192	3120	לאַנדמאַן, דר.	טונקעלער דער [יוסף טונקעל]
facs_108_tr_1744279190	facs_535_tr_1739222170	different	db_contradiction	2192	3571	לאַנדמאַן, דר.	שריפטזעצער, לייב
facs_108_tr_1744279190	facs_55_r_2	different	db_contradiction	2192	3085	לאַנדמאַן, דר.	טרייסי, אַרטוּר
facs_108_tr_1744279190	facs_70_tr_1744131390	different	db_contradiction	2192	3318	לאַנדמאַן, דר.	יאָסיליס, חיים
facs_108_tr_1744279190	facs_71_tr_1744131407	different	db_contradiction	2192	3290	לאַנדמאַן, דר.	יאקב בּה' יחזקאָל מפּוזנן
facs_108_tr_1744279190	facs_88_tr_1753938255	different	db_contradiction	2192	725	לאַנדמאַן, דר.	שענקמאַן, דוד (?]
facs_109_r_6	facs_19_r_7	different	db_contradiction	2190	3652	לאַנדעס, לעאָנאַרד דר.	זשיטניצקי, ל. [פּנחס-אַליעזר]
facs_109_r_6	facs_249_tr_1747928987	different	db_contradiction	2190	3457	לאַנדעס, לעאָנאַרד דר.	מילער דזשעימז אַלבערט
facs_109_r_6	facs_250_tr_1744280775	different	db_contradiction	2190	2522	לאַנדעס, לעאָנאַרד דר.	מוקדוני, א. דר. [אַלכסנדר קאַפּעל)
facs_109_r_6	facs_385_tr_1744366798	different	db_contradiction	2190	1597	לאַנדעס, לעאָנאַרד דר.	עטינגער שלמה (דר.]
facs_109_r_6	facs_446_tr_1739220512	different	db_contradiction	2190	3627	לאַנדעס, לעאָנאַרד דר.	לאַנדוי דר. לייב
facs_109_r_6	facs_538_tr_1739221977	different	db_contradiction	2190	3542	לאַנדעס, לעאָנאַרד דר.	צפּור, י. ב. ד'ר [יצחק שטערקמאַן]
facs_109_r_6	facs_593_tr_1755030177	different	db_contradiction	2190	2999	לאַנדעס, לעאָנאַרד דר.	סלאַוועס, חיים
facs_109_r_6	facs_603_r	different	db_contradiction	2190	2883	לאַנדעס, לעאָנאַרד דר.	"זייגער, מאַרווין ל. ד""ר"
facs_109_r_6	facs_61_tr_1733059383	different	db_contradiction	2190	3261	לאַנדעס, לעאָנאַרד דר.	ווייגאָדסקי, יעקב, דר.
facs_109_tr_1744279123	facs_160_tr_1735652649	different	db_contradiction	2209	1655	לאָסטער הערמאַן	פֿישער, הערמאַן
facs_109_tr_1744279123	facs_182_tr_1736589054	different	db_contradiction	2209	3215	לאָסטער הערמאַן	וויינבערג, הערמאַן
facs_109_tr_1744279123	facs_208_tr_1739221724	different	db_contradiction	2209	3557	לאָסטער הערמאַן	ראַבינאָוויטש, הערמאַן (יאַנקל-הערש)
facs_109_tr_1747825072	facs_16_r_2	different	db_contradiction	1105	3647	אַבראַמאָוו, מערי [מרים איינהאָרן]	אַרסקאַ, מאַריאַ [מרים-רחל]
facs_109_tr_1747825072	facs_424_tr_1747930496	different	db_contradiction	1105	2898	אַבראַמאָוו, מערי [מרים איינהאָרן]	שאַפּיראָ, ליזאַ
facs_109_tr_1747825072	facs_58_r_23	different	db_contradiction	1105	2860	אַבראַמאָוו, מערי [מרים איינהאָרן]	שוואַרץ פעני [גלאַזער, גרינבערג]
facs_10_r_5	facs_14_r_5	different	db_contradiction	2129	3650	קאָפלער-לעמקאָוו [יעקב?]	ציפקוס יעקב [יעקב זיידל ציפּעס]
facs_10_r_5	facs_25_tr_1756895087	different	db_contradiction	2129	3646	קאָפלער-לעמקאָוו [יעקב?]	מעדוועדיעוו, יעקב
facs_10_r_5	facs_41_tr_1756359817	different	db_contradiction	2129	3075	קאָפלער-לעמקאָוו [יעקב?]	טיקמאַן, יעקב
facs_10_r_5	facs_42_tr_1756359776	different	db_contradiction	2129	3421	קאָפלער-לעמקאָוו [יעקב?]	זאָנשיין, יעקב
facs_10_r_5	facs_55_tr_1756359778	different	db_contradiction	2129	1665	קאָפלער-לעמקאָוו [יעקב?]	פלאַפּאַן, יעקב
facs_10_tr_1743943373	facs_103_tr_1747825052	different	db_contradiction	693	2777	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	ראָזענבלום אַדאָלף [אהרן]
facs_10_tr_1743943373	facs_108_r_4	different	db_contradiction	693	1104	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	אַבראַמאָוו, באָריס [פּיינלאַנד]
facs_10_tr_1743943373	facs_118_r_1	different	db_contradiction	693	2362	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לוּמעט, ברוּך
facs_10_tr_1743943373	facs_124_tr_1733832663	different	db_contradiction	693	3496	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	אייזענשטאַט, מרים
facs_10_tr_1743943373	facs_132_tr_1744279065	different	db_contradiction	693	2288	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לידין, בּ. [אליהו-ברוך ליוועראַנט]
facs_10_tr_1743943373	facs_138_tr_1754224987	different	db_contradiction	693	3604	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	פינקעל, עמאַ [טאָמאַשעווסקי]
facs_10_tr_1743943373	facs_155_tr_1747825066	different	db_contradiction	693	2075	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	קאָניסקעוויטש, פּנחס
facs_10_tr_1743943373	facs_156_tr_1747825094	different	db_contradiction	693	3173	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	ווייסמאַן, מאָריס
facs_10_tr_1743943373	facs_156_tr_1747825108	different	db_contradiction	693	2137	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	קאָפּעלמאַן, לואיס
facs_10_tr_1743943373	facs_158_tr_1747825103	different	db_contradiction	693	3365	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	צייטלין, לעוו (אהרן-לייב)
facs_10_tr_1743943373	facs_162_tr_1747825129	different	db_contradiction	693	2929	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שימעלע דער הייזעריקער [שמאַיעלע]
facs_10_tr_1743943373	facs_170_tr_1735652615	different	db_contradiction	693	2288	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לידין, ב. [אַליהו-ברוך ליוועראַנט]
facs_10_tr_1743943373	facs_174_r_16	different	db_contradiction	693	2220	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לעבעדיגער דער [חיים גוטמאַן]
facs_10_tr_1743943373	facs_177_tr_1744279199	different	db_contradiction	693	754	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לערער אַדאָלף (אהרן)
facs_10_tr_1743943373	facs_180_tr_1747825079	different	db_contradiction	693	2901	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שאַפּיראָ, סאַני [נתנאַל-דוד]
facs_10_tr_1743943373	facs_188_tr_1744279095	different	db_contradiction	693	2275	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לעיעלעס, א. [אַהרן גלאַנץ]
facs_10_tr_1743943373	facs_202_tr_1739221569	different	db_contradiction	693	3521	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טורגעל, באָריס
facs_10_tr_1743943373	facs_202_tr_1747928985	different	db_contradiction	693	3607	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	קאַדער, באָריס
facs_10_tr_1743943373	facs_259_tr_1747928894	different	db_contradiction	693	3801	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	אָפּשאַצונגען:
facs_10_tr_1743943373	facs_269_tr_1744280809	different	db_contradiction	693	2477	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	מילער היימאַן (?)
facs_10_tr_1743943373	facs_26_tr_1729945346	different	db_contradiction	693	1550	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	איינהארן, אהרן
facs_10_tr_1743943373	facs_287_tr_1744280748	different	db_contradiction	693	3469	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]
facs_10_tr_1743943373	facs_300_tr_1744280760	different	db_contradiction	693	2534	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	נאַגער אהרן
facs_10_tr_1743943373	facs_31_tr_1744131345	different	db_contradiction	693	3073	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טאָמאַשעווסקי, מייק (מרדכי)
facs_10_tr_1743943373	facs_31_tr_1744131359	different	db_contradiction	693	3072	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טאָמאַשעווסקי, הער (הערש-יונה)
facs_10_tr_1743943373	facs_32_tr_1744131393	different	db_contradiction	693	845	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טאָמאַשעווסקי, פּנחס
facs_10_tr_1743943373	facs_331_tr_1739222358	different	db_contradiction	693	2134	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	קאָן, מאָטל
facs_10_tr_1743943373	facs_336_tr_1744365769	different	db_contradiction	693	3004	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	סאָפֿפא אהרן
facs_10_tr_1743943373	facs_346_tr_1739220500	different	db_contradiction	693	1234	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	באַסטאָמסקי, אהרן
facs_10_tr_1743943373	facs_359_tr_1739221250	different	db_contradiction	693	1099	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	אַבּעלסאָן, בן-ציון
facs_10_tr_1743943373	facs_372_tr_1744366832	different	db_contradiction	693	768	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	ספּיוואַקאָווסקי, יעקב
facs_10_tr_1743943373	facs_385_tr_1744366798	different	db_contradiction	693	1597	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	עטינגער שלמה (דר.]
facs_10_tr_1743943373	facs_39_tr_1752612112	different	db_contradiction	693	2781	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	ראָזענשטיין, סעמועל [שמואל]
facs_10_tr_1743943373	facs_401_tr_1744366824	different	db_contradiction	693	3475	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	עפּשטיין, אַלטער
facs_10_tr_1743943373	facs_41_tr_1744131372	different	db_contradiction	693	3120	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טונקעלער דער [יוסף טונקעל]
facs_10_tr_1743943373	facs_452_tr_1739221807	different	db_contradiction	693	2915	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שעכטער אהרן
facs_10_tr_1743943373	facs_535_tr_1739222170	different	db_contradiction	693	3571	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שריפטזעצער, לייב
facs_10_tr_1743943373	facs_55_r_2	different	db_contradiction	693	3085	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	טרייסי, אַרטוּר
facs_10_tr_1743943373	facs_607_tr_1747930558	different	db_contradiction	693	3214	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	וויינבערג, הערי [אהרן]
facs_10_tr_1743943373	facs_622_tr_1755030211	different	db_contradiction	693	3364	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	צייטלין, אהרן [-אליעזר]
facs_10_tr_1743943373	facs_644_r	different	db_contradiction	693	3027	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שטערנבערג, העראָלד
facs_10_tr_1743943373	facs_653_r	different	db_contradiction	693	1409	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	אהרן שאַרף
facs_10_tr_1743943373	facs_69_tr_1747746123	different	db_contradiction	693	2734	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	ראַפּאָפּאָרט, אהרן, ב.
facs_10_tr_1743943373	facs_69_tr_1753681922	different	db_contradiction	693	2074	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	קאַניעווסקי, אהרן
facs_10_tr_1743943373	facs_70_tr_1744131390	different	db_contradiction	693	3318	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	יאָסיליס, חיים
facs_10_tr_1743943373	facs_71_r	different	db_contradiction	693	1281	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	בערנאָרד, ברוך [ברוך גרינבערג]
facs_10_tr_1743943373	facs_71_tr_1744131407	different	db_contradiction	693	3290	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	יאקב בּה' יחזקאָל מפּוזנן
facs_10_tr_1743943373	facs_87_r_8	different	db_contradiction	693	2180	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	לאַגער אהרן
facs_10_tr_1743943373	facs_88_tr_1753938255	different	db_contradiction	693	725	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שענקמאַן, דוד (?]
facs_10_tr_1743943373	facs_92_r	different	db_contradiction	693	2952	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	שטשערבאַקאָוו, באָריס מאַרקאָוויטש [בער מאיר]
facs_110_r	facs_114_tr_1740520997	different	db_contradiction	1256	1238	בן-ציון, בענעדיקט דר.	בעקערמאַן, בעריש
facs_110_r	facs_148_tr_1740521145	different	db_contradiction	1256	1823	בן-ציון, בענעדיקט דר.	גאָלדבלאַט, מוישע [משה גאָלדענבלאָט — בן-עמי]
facs_110_r	facs_154_tr_1714741532	different	db_contradiction	1256	804	בן-ציון, בענעדיקט דר.	גאָלדפֿאַדען, אַברהם [גאָלדענפֿאָדים]
facs_110_r	facs_169_tr_1735652581	different	db_contradiction	1256	2871	בן-ציון, בענעדיקט דר.	סיגאַל, בן-ציון
facs_110_r	facs_212_tr_1741260189	different	db_contradiction	1256	698	בן-ציון, בענעדיקט דר.	גאָרדין, יעקב
facs_110_r	facs_214_tr_1744280705	different	db_contradiction	1256	2521	בן-ציון, בענעדיקט דר.	מאָזער בנציון [יעקב הערצאָג]
facs_110_r	facs_23_r	different	db_contradiction	1256	706	בן-ציון, בענעדיקט דר.	אַדלער, יעקב פּ. [יעקב בן פּנחס]
facs_110_r	facs_287_tr_1741260236	different	db_contradiction	1256	1506	בן-ציון, בענעדיקט דר.	דאָקטאָר רובין [ראובן]
facs_110_r	facs_28_tr_1729945273	different	db_contradiction	1256	1291	בן-ציון, בענעדיקט דר.	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל
facs_110_r	facs_294_tr_1741260445	different	db_contradiction	1256	1495	בן-ציון, בענעדיקט דר.	דיימאַנדשטיין, באָריס [בערל דוואָרקין]
facs_110_r	facs_301_tr_1739221393	different	db_contradiction	1256	3566	בן-ציון, בענעדיקט דר.	שטערנהיים, נחום
facs_110_r	facs_322_tr_1744365731	different	db_contradiction	1256	2556	בן-ציון, בענעדיקט דר.	נעסטאָר משה
facs_110_r	facs_330_tr_1754998386	different	db_contradiction	1256	2521	בן-ציון, בענעדיקט דר.	מאָזער בנציון [יעקב הערצאָג]
facs_110_r	facs_335_tr_1741260385	different	db_contradiction	1256	3199	בן-ציון, בענעדיקט דר.	וואַגנער בן-ציון
facs_110_r	facs_336_tr_1739222350	different	db_contradiction	1256	2464	בן-ציון, בענעדיקט דר.	מיכטאָם, בן-ציון (בענציע)
facs_110_r	facs_343_r_5	different	db_contradiction	1256	2871	בן-ציון, בענעדיקט דר.	סיגאַל בן-ציון
facs_110_r	facs_343_tr_1739221019	different	db_contradiction	1256	2121	בן-ציון, בענעדיקט דר.	קייט, בן-ציון
facs_110_r	facs_378_tr_1739715272	different	db_contradiction	1256	3268	בן-ציון, בענעדיקט דר.	ווינטשעווסקי, מאָריס [בנציון נאָוואָכאָוויטש]
facs_110_r	facs_37_tr_1740520982	different	db_contradiction	1256	1193	בן-ציון, בענעדיקט דר.	אויערבאַך, בּאָריס [בן-ציון]
facs_110_r	facs_382_tr_1739715272	different	db_contradiction	1256	3328	בן-ציון, בענעדיקט דר.	זאַבלאָצקי, משה
facs_110_r	facs_383_tr_1739715273	different	db_contradiction	1256	3336	בן-ציון, בענעדיקט דר.	זאַהיק, דוד
facs_110_r	facs_385_tr_1744366798	different	db_contradiction	1256	1597	בן-ציון, בענעדיקט דר.	עטינגער שלמה (דר.]
facs_110_r	facs_408_TextRegion_1710064929131_307	different	db_contradiction	1256	3440	בן-ציון, בענעדיקט דר.	זילבּערצווייג, זלמן
facs_110_r	facs_48_tr_1756359788	different	db_contradiction	1256	1255	בן-ציון, בענעדיקט דר.	צבי בן-מנחם
facs_110_r	facs_569_tr_1739221277	different	db_contradiction	1256	2794	בן-ציון, בענעדיקט דר.	ראָזענבערג, טוביה-גדליהו
facs_110_r	facs_597_tr_1755030192	different	db_contradiction	1256	3412	בן-ציון, בענעדיקט דר.	זינשטיין, שלמה
facs_110_r	facs_635_tr_1755030182	different	db_contradiction	1256	3484	בן-ציון, בענעדיקט דר.	בן-אָרי ר [חיים-זאָב רייקין]
facs_110_r	facs_79_tr_1740520948	different	db_contradiction	1256	1223	בן-ציון, בענעדיקט דר.	כאַראַטאָוו, בן-צכי [פּאָוועל ברענער]
facs_110_r	facs_81_tr_1740521171	different	db_contradiction	1256	746	בן-ציון, בענעדיקט דר.	באַרסקי, ישראל
facs_110_tr_1740520985	facs_112_tr_1740521168	different	db_contradiction	1219	1247	בעיקער בעל	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]
facs_111_tr_1733832758	facs_186_tr_1736588948	different	db_contradiction	2240	2921	לערנער חנה	שערמאַן, אַננאַ [פּאָפּערנא]
facs_111_tr_1733832758	facs_324_tr_1739221845	different	db_contradiction	2240	3500	לערנער חנה	בראַן, חנה
facs_111_tr_1733832758	facs_371_r_6	different	db_contradiction	2240	1340	לערנער חנה	בלום חנה
facs_111_tr_1733832758	facs_421_tr_1739222380	different	db_contradiction	2240	1244	לערנער חנה	בעלעגאָלאָווסקאַ, אַננאַ (חנה)
facs_111_tr_1733832758	facs_547_tr_1739222039	different	db_contradiction	2240	1541	לערנער חנה	עדעלמאַן-קלעבאַנאָוואַ, ניוניאַ (חנה)
facs_111_tr_1740520942	facs_109_r_6	different	db_contradiction	1210	2190	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	לאַנדעס, לעאָנאַרד דר.
facs_111_tr_1740520942	facs_112_tr_1740521163	different	db_contradiction	1210	1246	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעל, אַדאָלף [אַברהם ביעלאָצערקאָווסקי]
facs_111_tr_1740520942	facs_114_tr_1740520997	different	db_contradiction	1210	1238	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעקערמאַן, בעריש
facs_111_tr_1740520942	facs_19_r_7	different	db_contradiction	1210	3652	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	זשיטניצקי, ל. [פּנחס-אַליעזר]
facs_111_tr_1740520942	facs_204_tr_1741260317	different	db_contradiction	1210	1838	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	גאָלדקנאָפּ, אַברהם דר.
facs_111_tr_1740520942	facs_249_tr_1747928987	different	db_contradiction	1210	3457	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	מילער דזשעימז אַלבערט
facs_111_tr_1740520942	facs_250_tr_1744280775	different	db_contradiction	1210	2522	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	מוקדוני, א. דר. [אַלכסנדר קאַפּעל)
facs_111_tr_1740520942	facs_292_r_6	different	db_contradiction	1210	809	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	דזשייקאָבּסאָן, דזשייקאָבּ
facs_111_tr_1740520942	facs_294_tr_1741260445	different	db_contradiction	1210	1495	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	דיימאַנדשטיין, באָריס [בערל דוואָרקין]
facs_111_tr_1740520942	facs_385_tr_1744366798	different	db_contradiction	1210	1597	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	עטינגער שלמה (דר.]
facs_111_tr_1740520942	facs_446_tr_1739220512	different	db_contradiction	1210	3627	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	לאַנדוי דר. לייב
facs_111_tr_1740520942	facs_48_tr_1740521125	different	db_contradiction	1210	1139	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	אלמי, א. [אליהו חיים שעפּס]
facs_111_tr_1740520942	facs_538_tr_1739221977	different	db_contradiction	1210	3542	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	צפּור, י. ב. ד'ר [יצחק שטערקמאַן]
facs_111_tr_1740520942	facs_593_tr_1755030177	different	db_contradiction	1210	2999	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	סלאַוועס, חיים
facs_111_tr_1740520942	facs_603_r	different	db_contradiction	1210	2883	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	"זייגער, מאַרווין ל. ד""ר"
facs_111_tr_1740520942	facs_61_tr_1733059383	different	db_contradiction	1210	3261	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	ווייגאָדסקי, יעקב, דר.
facs_111_tr_1744279142	facs_111_tr_1744279150	different	db_contradiction	2182	2215	לאַקס, יצחק	לאַקס, אַברהם
facs_112_tr_1733832830	facs_38_r_4	different	db_contradiction	984	3638	מעסטעל, מאיר	גוטמאָן ישעיה
facs_112_tr_1733832830	facs_42_tr_1756359784	different	db_contradiction	984	1133	מעסטעל, מאיר	אַקסעלראָד, מאיר
facs_112_tr_1733832830	facs_435_tr_1739222512	different	db_contradiction	984	3514	מעסטעל, מאיר	ווינדער, מאיר
facs_112_tr_1733832830	facs_468_tr_1747930432	different	db_contradiction	984	3592	מעסטעל, מאיר	פינקעלשטיין ישעיה מאיר
facs_112_tr_1733832830	facs_53_r_4	different	db_contradiction	984	1667	מעסטעל, מאיר	פליישמאַן, מעני [מאיר]
facs_112_tr_1733832830	facs_586_tr_1739221917	different	db_contradiction	984	2945	מעסטעל, מאיר	שטאביב, משה
facs_112_tr_1733832830	facs_92_r	different	db_contradiction	984	2952	מעסטעל, מאיר	שטשערבאַקאָוו, באָריס מאַרקאָוויטש [בער מאיר]
facs_112_tr_1733832831	facs_176_tr_1736589046	different	db_contradiction	2558	1533	נייהוייז, וואָלף	דורמאַשקין, וואָלף
