edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Di Seder Nakht,5,TextRegion_1647705133639_852l13,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אַלע: גוּטֶען טַאג הֶערְר רִיזְוַואן, גו",tag speaker xmlid:alle
Di Seder Nakht,5,TextRegion_1647705133639_852l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: יַא יַא יַא.,tag speaker xmlid:alle
Di Seder Nakht,5,l,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: בְּרַאוָוא בְּרַאוָוא הֶערְר רִיזְו,tag speaker xmlid:dovid_kahn
Di Seder Nakht,6,r_2_1l1,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דַאנְקֶע הֶערְר קָאהְן (קאהר אב).,tag speaker xmlid:alle
Di Seder Nakht,6,r_2_1l29,untagged speaker (named),NOA,label 'מאיר' matches cast role,מאיר: פוֹן דֶער רוֹיטֶער בְּרִיק! עֶר אִ,tag speaker xmlid:meir_dreyer
Di Seder Nakht,7,TextRegion_1647705629974_1099l5,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: וֶוער זָאגְט אִיהְר?,tag speaker xmlid:dovid_kahn
Di Seder Nakht,9,r_3_1l3,untagged speaker (named),NOA,label 'ולמן' matches cast role,ולמן: עַם וואוּנְדֶערְט דִיך מֵיין קִינְ,tag speaker xmlid:zelmen_kahn
Di Seder Nakht,9,r_3_1l32,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָבּער ווארוּם?,tag speaker xmlid:alle
Di Seder Nakht,11,r_1_1l29,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אמְת?,tag speaker xmlid:alle
Di Seder Nakht,19,r_3_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָמֵן.,tag speaker xmlid:alle
Di Seder Nakht,31,TextRegion_1649444107459_94l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס גֶעהט דָא פַאר?,tag speaker xmlid:alle
Di Seder Nakht,32,r_1_1l7,untagged speaker (unknown),NOA,turn-like 'דו' not in cast (OCR?),דו: מֵיין שׁולְד מֵיין אַייגֶענֶע שוּלד!,fix OCR / link to a cast xmlid
Di Seder Nakht,32,r_1_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: (לויפען און שרייען) וואַסער! הִילְפ,tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l3,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: גיִט יו""ַט, גיִט יו""ַט.",tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Di Seder Nakht,43,r_3_1l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּלוּטה?,tag speaker xmlid:alle
Di Seder Nakht,48,TextRegion_1649448170749_1423l30,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הֶערֶען וִויר?,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l18,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּרוּךְ מתּיר אָסוּרים.,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l34,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עה הִיום עשה ד' נגִילְה ונְשׁמְחה ב,tag speaker xmlid:alle
Di Seder Nakht,55,TextRegion_1649531346660_569l3,schema violation,NOA,stage span requires a type attribute (no bare stage),(דאָס זינגט דאָס קאָהר אזוי ווי דער פֿאָרהאַנג געהט אויף אים ערשטען אקט).,fix per schema
Di Seder Nakht,56,TextRegion_1649531546552_699l12,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Di Seder Nakht,58,line_1649532477536_1125,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Di Seder Nakht,58,line_1649532518595_1176,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(בּיסס),fix per schema
Di Seder Nakht,58,TextRegion_1649532371978_1045l1,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Di Seder Nakht,58,TextRegion_1649532371978_1045l2,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס,fix per schema
Di Seder Nakht,58,line_1649532558028_1206,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Di Seder Nakht,59,line_1649532761406_1348,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",ביסס),fix per schema
Di Seder Nakht,60,region_1649532950552_1410l8,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: געטריי צוּ זיין.,tag speaker xmlid:beyde
Di Seder Nakht,60,region_1649532950552_1410l8,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: געטריי צוּ זיין.,tag speaker xmlid:beyde
Di Seder Nakht,62,line_1649533352921_1708,schema violation,NOA,"stage.type tokens not in vocab: ['repeat']; allowed = ['business', 'costume', 'delivery', 'entrance', 'exit', 'location', 'mixed', 'modifier', 'novelistic', 'setting']",(ביסס),fix per schema
Di Seder Nakht,63,TextRegion_1649533464042_1744l17,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,"מענער: יוּדען, פרייט אַייך",tag speaker xmlid:mener
