edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Blimele (di Perle von Warsha),6,TextRegion_1648912435755_1911l12,untagged cast entry,NOA,castList line 'קאר' has no role/roleDesc span,"קאר: פֿאלק, יודען, פאָלען, געסטע, מאַסקי",tag role + roleDesc
Blimele (di Perle von Warsha),6,line_1648912729557_2003,untagged cast entry,NOA,castList line 'ארט דער האנדלונג' has no role/roleDesc span,"אָרט דער האנדלונג: פאָלען, פאָזען אונד ו",tag role + roleDesc
Blimele (di Perle von Warsha),7,r_1_1l5,untagged speaker (unknown),NOA,turn-like 'קאר' not in cast (OCR?),"קאר: וִויר גראטוליערען ווינְשֶׁען גלִיק,",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l11,untagged speaker (unknown),NOA,turn-like 'קאר' not in cast (OCR?),קאר: (אבגעהענד) וִויר גראטוליערען ווינְש,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l16,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: אַ! בּערעלע? פוּן וואַנען האסטוּ ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l17,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואס וואוּנְדֶערְסט דוא דיך אַזוֹי,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l18,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: אִיך וואוּנְדֶער מִיך פוּן וואַנע,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l19,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואָס גֶעהט דִיך אָן פוּן וואַנען?,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l20,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: טאקע אַ שַׁאדֶע וואָס דוּא בּיזט ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l22,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: וואָס אִיז מִיט דִיר זֶעלִיקֶעל? ו,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l23,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: דוּא קוּמסט אַ פּנים עֶרְשְׁט אָן,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l26,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער זֶעלִיקֶעל בּיזט דוּא מְשוּ,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),7,r_1_1l27,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),"זעליק: נֵיין, זֶעלִיקל אִיז נִישְט משוגע",fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l1,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען זֶעל,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l2,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: סטַייטש דוּא וַוייסְט גָאר נִישְט,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l5,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: נוּ יאָ בּליהמעלע: (נייגעריג).,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l6,untagged speaker (unknown),NOA,turn-like 'זעליק' not in cast (OCR?),זעליק: דֶעם ראש ישיבה'ס טאָכטער בּליהמעל,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l8,untagged speaker (unknown),NOA,turn-like 'בערל' not in cast (OCR?),בערל: אָבּער וואָס אִיז גֶעשֶׁעהֶען מִיט,fix OCR / link to a cast xmlid
Blimele (di Perle von Warsha),8,r_5_1l9,untagged speaker (unknown),NOA,turn-like 'זעליקל' not in cast (OCR?),זעליקל: זִיא האט היינט חתוּנה.,fix OCR / link to a cast xmlid
