play,full_line,direction,type,line_id,page,page_url
Yudale der Blinder,"קאהר: (בּעסער גֶעה דִיר בּשלום ליעבּער גָאט זעֶה אָ זעֶה עֶס זאָל נִישְׁט זַיין קֵיין חָלוֹם). (ענדע פון ערשטען אקט). (פא רהאנג). (בֵּיי יְרוּחָם, פֵּסֶח מדְר נאַכְט, ורוהם אוֹיף דֶעם הֶעסֶעכֶעט, ארוּם דֶעם מִישׁ יאַכנע פְרֵיידֶעלֶע, בֶּערְמַאן, פִישֶׁעל, משׁורְרִים, אַלֶע מִיט הגדות, מֶען האַלט שׁוֹין אִין מִיטֶען בֶּענְטְשֶׁען).","(בּעסער גֶעה דִיר בּשלום ליעבּער גָאט זעֶה אָ זעֶה עֶס זאָל נִישְׁט זַיין קֵיין חָלוֹם). (ענדע פון ערשטען אקט). (פא רהאנג). (בֵּיי יְרוּחָם, פֵּסֶח מדְר נאַכְט, ורוהם אוֹיף דֶעם הֶעסֶעכֶעט, ארוּם דֶעם מִישׁ יאַכנע פְרֵיידֶעלֶע, בֶּערְמַאן, פִישֶׁעל, משׁורְרִים, אַלֶע מִיט הגדות, מֶען האַלט שׁוֹין אִין מִיטֶען בֶּענְטְשֶׁען).",business,line_1648547840812_1271,25,https://app.transkribus.org/collection/2372172/doc/828539/detail/25
Yudale der Blinder,ירוחם:! (חזניש זינגענד) הרֶעמְן הוּא ישׁלְח לנוּ את אַליהוּ הנְבִּיא זכוּר לטוב,(חזניש זינגענד),business,TextRegion_1648547526269_948l5,26,https://app.transkribus.org/collection/2372172/doc/828539/detail/26
Yudale der Blinder,וִיבּשׁר לנוּ בּשורות טובות ישׁוֶעות ונְחמות (פִישֶׁעל הֶעלְפט אִיהם אוּנְטֶער מִיט אַ באס) הרְהמְן הוּא יבּרְך אָת אִשתּי ואֶת כּל בּני בּיתי.,(פִישֶׁעל הֶעלְפט אִיהם אוּנְטֶער מִיט אַ באס),business,TextRegion_1648547526269_948l6,26,https://app.transkribus.org/collection/2372172/doc/828539/detail/26
Yudale der Blinder,פישל: (קוּקט אריין אין דער הגדה און זאָגט מיט א נגון) אַצוּנד גִיס אָן אַלע כּוסות,(קוּקט אריין אין דער הגדה און זאָגט מיט א נגון),business,TextRegion_1648547526269_948l8,26,https://app.transkribus.org/collection/2372172/doc/828539/detail/26
Yudale der Blinder,פאַר אַליהוּ הנְבִּיא'ס וועגֶען (געשיעהט),(געשיעהט),business,TextRegion_1648547526269_948l12,26,https://app.transkribus.org/collection/2372172/doc/828539/detail/26
Yudale der Blinder,ירוחם: אִי נָא נָא! (אַלע שטעהען אויף מיט די כוסות) שפוך!,(אַלע שטעהען אויף מיט די כוסות),business,TextRegion_1648547526269_948l16,26,https://app.transkribus.org/collection/2372172/doc/828539/detail/26
Yudale der Blinder,(אויפטריט פראפעסאר עדעלמאן אין דער טהיר).,(אויפטריט פראפעסאר עדעלמאן אין דער טהיר).,entrance,TextRegion_1648547312487_852l2,27,https://app.transkribus.org/collection/2372172/doc/828539/detail/27
Yudale der Blinder,פִישׁל קוּקט אַליהוּ הנְכִיא! (אַלע שטוינען).,(אַלע שטוינען).,business,TextRegion_1648547312487_852l3,27,https://app.transkribus.org/collection/2372172/doc/828539/detail/27
Yudale der Blinder,פישל: (אונטערנדעכענד) אַ שְוַוארְצֶער חָלוֹם צוּ דַיין קאפּ! עֶס אִיז נאָר אַ,(אונטערנדעכענד),business,TextRegion_1648547312487_852l6,27,https://app.transkribus.org/collection/2372172/doc/828539/detail/27
Yudale der Blinder,ירוחם: (צי עדעלמאן) אַ נַא—נַא!,(צי עדעלמאן),business,TextRegion_1648547312487_852l9,27,https://app.transkribus.org/collection/2372172/doc/828539/detail/27
Yudale der Blinder,"ירוהם: (בייז) אִי נַא, נַא אָ!",(בייז),business,TextRegion_1648547312487_852l24,27,https://app.transkribus.org/collection/2372172/doc/828539/detail/27
Yudale der Blinder,"(אויפטריט אַלטעריל, קומט פרעהליך).","(אויפטריט אַלטעריל, קומט פרעהליך).",entrance,TextRegion_1648546584361_642l7,30,https://app.transkribus.org/collection/2372172/doc/828539/detail/30
Yudale der Blinder,זִי דְבוֹרֶה'לֶע (קישט זיך מיט פריידעלען).,(קישט זיך מיט פריידעלען).,business,TextRegion_1648546584361_642l25,30,https://app.transkribus.org/collection/2372172/doc/828539/detail/30
Yudale der Blinder,פישל: (שרייט) חַזָן! (ווייזט אויף זיי) עֵר האַט אַייך געבּראַכט דִי עֶלְטֶערֶע אוּן,(שרייט),business,TextRegion_1648546584361_642l26,30,https://app.transkribus.org/collection/2372172/doc/828539/detail/30
Yudale der Blinder,פישל: (שרייט) חַזָן! (ווייזט אויף זיי) עֵר האַט אַייך געבּראַכט דִי עֶלְטֶערֶע אוּן,(ווייזט אויף זיי),business,TextRegion_1648546584361_642l26,30,https://app.transkribus.org/collection/2372172/doc/828539/detail/30
Yudale der Blinder,(זינגט),(זינגט),delivery,TextRegion_1648549166415_1793l7,31,https://app.transkribus.org/collection/2372172/doc/828539/detail/31
Yudale der Blinder,זִינְג דאָס אִימֶער פרֵיי. (קאהר ביז). (העָרט) דִי יוּדעלעך דאָרט זיִנְגעֶן חד גדִיא.,(קאהר ביז). (העָרט),business,TextRegion_1648549166415_1793l19,31,https://app.transkribus.org/collection/2372172/doc/828539/detail/31
Yudale der Blinder,אוּן שפּאניען וֶוערְט צוּ שפּרינגען חד גדִיא. (קאהר ביז) (פאָרזאַל ביי וואַלדמאן). — וואַלדמאן קוּמְט מִיט ראָזע),(קאהר ביז) (פאָרזאַל ביי וואַלדמאן).,business,TextRegion_1648549322418_1868l6,32,https://app.transkribus.org/collection/2372172/doc/828539/detail/32
Yudale der Blinder,אָדער אוּנזער אוּנגליק! (אָב).,(אָב).,exit,TextRegion_1648549991460_2158l37,35,https://app.transkribus.org/collection/2372172/doc/828539/detail/35
Yudale der Blinder,גָאטעניוּ! הֶעלְף מִיר! (אָב),(אָב),exit,TextRegion_1648550221012_2302l3,36,https://app.transkribus.org/collection/2372172/doc/828539/detail/36
Yudale der Blinder,(יודאלע געפיהרט פון פראָפֿעסאָר).,(יודאלע געפיהרט פון פראָפֿעסאָר).,business,TextRegion_1648550221012_2302l4,36,https://app.transkribus.org/collection/2372172/doc/828539/detail/36
Yudale der Blinder,בּיי מִיר געפוּנען (וואלדמאן קומט).,(וואלדמאן קומט).,business,TextRegion_1648550221012_2302l20,36,https://app.transkribus.org/collection/2372172/doc/828539/detail/36
Yudale der Blinder,(פראָפֿעסאָר מיט וואלדמאן אב).,(פראָפֿעסאָר מיט וואלדמאן אב).,exit,TextRegion_1648550221012_2302l32,36,https://app.transkribus.org/collection/2372172/doc/828539/detail/36
Yudale der Blinder,(אוופטריט ד אָזאַ). (וואַלדמאן איז נאָך פריהעָר אריינגעקומען).,(אוופטריט ד אָזאַ). (וואַלדמאן איז נאָך פריהעָר אריינגעקומען).,business,TextRegion_1648550401393_2418l2,37,https://app.transkribus.org/collection/2372172/doc/828539/detail/37
Yudale der Blinder,"וואלדמאן: (לאַכט) דאָס וִוירְד זַײַן אֵיין שֶׁעהנֶער שפּאס, אִיך האָבּ שׁוֹין",(לאַכט),business,TextRegion_1648550401393_2418l14,37,https://app.transkribus.org/collection/2372172/doc/828539/detail/37
Yudale der Blinder,(אַלע אב).,(אַלע אב).,exit,TextRegion_1648550401393_2418l34,37,https://app.transkribus.org/collection/2372172/doc/828539/detail/37
Yudale der Blinder,"(פרעכטיגער זאַאַל),",(פרעכטיגער זאַאַל),business,TextRegion_1648550605789_2511l2,38,https://app.transkribus.org/collection/2372172/doc/828539/detail/38
Yudale der Blinder,"(קאָהר, אַלטעריל, פֿריידע, יְרוּחָם, יאַכנע, דְבוֹרֶה'לֶע דערנאָך אִיסֶר, אַלֶע אוִיסגֶעפוצט, שְׁפֶּעטֶער יודאַלע מִיט אַ אוֹיגען בִּינְדֶע, פראָפֿעסאָר עֶדֶעלְמַאן, וואַלדמאן, ראָזאַ).","(קאָהר, אַלטעריל, פֿריידע, יְרוּחָם, יאַכנע, דְבוֹרֶה'לֶע דערנאָך אִיסֶר, אַלֶע אוִיסגֶעפוצט, שְׁפֶּעטֶער יודאַלע מִיט אַ אוֹיגען בִּינְדֶע, פראָפֿעסאָר עֶדֶעלְמַאן, וואַלדמאן, ראָזאַ).",business,TextRegion_1648550605789_2511l3,38,https://app.transkribus.org/collection/2372172/doc/828539/detail/38
Yudale der Blinder,קאהר: אַזא שׁמְחה... (ביסס),(ביסס),business,line_1648550992430_2639,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,עדעלמאן: נוּן אִין גָאטעס נָאמֶען אַרונטער מִיט דֶער בּינדע (גֶעמְט אראָבּ לאנְגזאם דִי בִּינְדֶע).,(גֶעמְט אראָבּ לאנְגזאם דִי בִּינְדֶע).,business,TextRegion_1648550742599_2532l8,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,"יודאלע: (איין אויגענבּליק ווי געבלענדעט דערנאָך שרייט ער אויסס) ליכְט, ליכְט,",(איין אויגענבּליק ווי געבלענדעט דערנאָך שרייט ער אויסס),business,TextRegion_1648550742599_2532l10,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,מַיין... (קניעט) אָה אִיך דַאנְק דִיר גָאט (אויף) אוּן אַצינד לָאזְט מִיך צוּם,(קניעט),business,TextRegion_1648550742599_2532l13,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,מַיין... (קניעט) אָה אִיך דַאנְק דִיר גָאט (אויף) אוּן אַצינד לָאזְט מִיך צוּם,(אויף),business,TextRegion_1648550742599_2532l13,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,"(וכט צווישען אלע פֿרויען) אִיך האָבּ עֶס פְריִהעֶר געזאגְט, דאָס צווישֶׁען",(וכט צווישען אלע פֿרויען),business,TextRegion_1648550742599_2532l15,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,טוֹיזֶענְד פרוִיען ווערְדֶע אִיך זִי דֶערְקֶענֶען (געהט צו צו ראָזא) אוּן דוּ בּיסט,(געהט צו צו ראָזא),business,TextRegion_1648550742599_2532l16,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,(אומארמט זי) זֶעהט מַיינֶע צוּקוּנפטיגע פרוֹי פאַר גָאט אוּן פאַר אַייך,(אומארמט זי),business,TextRegion_1648550742599_2532l18,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,אַלע (געהט מיט איהר אב).,(געהט מיט איהר אב).,exit,TextRegion_1648550742599_2532l19,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,"(ענדע פון צווייטען אקט). (פארהאנג). (געוועהנליך צימער ביי הערצעלע, שפאנישע וואנד, איסר קומט). (פֿערשטעקט זיך אונטער דעם שפאנישען ווענטיל דאס פובליקוּם זאָל איהם האלב זעהן).","(ענדע פון צווייטען אקט). (פארהאנג). (געוועהנליך צימער ביי הערצעלע, שפאנישע וואנד, איסר קומט). (פֿערשטעקט זיך אונטער דעם שפאנישען ווענטיל דאס פובליקוּם זאָל איהם האלב זעהן).",business,TextRegion_1648550742599_2532l22,39,https://app.transkribus.org/collection/2372172/doc/828539/detail/39
Yudale der Blinder,(אויפטריט וואלדמאן מיט בערמאן).,(אויפטריט וואלדמאן מיט בערמאן).,entrance,TextRegion_1648550849817_2589l20,40,https://app.transkribus.org/collection/2372172/doc/828539/detail/40
Yudale der Blinder,"בּערמאן, (צויגט דעם בריער⸗טאש) דָא אִיז דאָס גֶעלְד.",(צויגט דעם בריער⸗טאש),business,TextRegion_1648551378523_2919l15,41,https://app.transkribus.org/collection/2372172/doc/828539/detail/41
Yudale der Blinder,זעֶהן וואַס יוּדאלע מאַכט אָפשר אִיז אִיהם שׁוֹין עפּיס בּעסער (אָב).,(אָב).,exit,TextRegion_1648551378523_2919l17,41,https://app.transkribus.org/collection/2372172/doc/828539/detail/41
Yudale der Blinder,בערמאן: (לעֶגט דֶעם בּרִיעף⸗טאש אוֹיף דֶעם טִיש מִיט דֶעם אִיבֶּערְצִיהֶער קוּקְט נאָך וואָלדמאַנען) דִיזֶער צוּפאל פוּן יוּדאלע מִיט דַיין טאָכְטֶער הָאט אוֹיך דִיך,(לעֶגט דֶעם בּרִיעף⸗טאש אוֹיף דֶעם טִיש מִיט דֶעם אִיבֶּערְצִיהֶער קוּקְט נאָך וואָלדמאַנען),business,TextRegion_1648551378523_2919l19,41,https://app.transkribus.org/collection/2372172/doc/828539/detail/41
Yudale der Blinder,טְהוּן (גֶעמְט אַלעס וועק פוּן טִיש גִיר דאָס גֶעלְד פעֶרְגעֶסְט עֵר איסר: (ציטערט) אוֹי עֵר האַט פֶערְגֶעסֶען דִי בּריעף טאשֶׁע-מִיטְ'ן גֶעלְד,(גֶעמְט אַלעס וועק פוּן טִיש גִיר דאָס גֶעלְד פעֶרְגעֶסְט עֵר איסר: (ציטערט),business,TextRegion_1648551378523_2919l29,41,https://app.transkribus.org/collection/2372172/doc/828539/detail/41
Yudale der Blinder,(יהודה גאַלדפאַרבּ),(יהודה גאַלדפאַרבּ),business,line_1648551498931_2977,41,https://app.transkribus.org/collection/2372172/doc/828539/detail/41
Yudale der Blinder,5000 גוּלדען אִיך מוּז עֶס נֶעמען אִין... (וויל צוגעהן ערשרעקט צוריק) אוֹי ר⸗,(וויל צוגעהן ערשרעקט צוריק),business,TextRegion_1648551741729_3018l3,42,https://app.transkribus.org/collection/2372172/doc/828539/detail/42
Yudale der Blinder,"הֶערְצֶעלֶע קוּמט, געֶהן זאָל עֵר נוּר אוֹיף קִילֶעס אָהן מִיר. (פֶערְשׁטֶעקט זִיך צוּרִיק). (וואלדמאן מיט א פלעטעל אין דער האנד).",(פֶערְשׁטֶעקט זִיך צוּרִיק). (וואלדמאן מיט א פלעטעל אין דער האנד).,business,TextRegion_1648551741729_3018l5,42,https://app.transkribus.org/collection/2372172/doc/828539/detail/42
Yudale der Blinder,אוּם דֶעם רייכטהוּם פוּן מַיינֶע העָנד נִישְׁט אַרויסצוּלאזען (ערְבּלִיקט דִיא בּרִיעף⸗טאש) וואָס זעֶה אִיך דִיא בּריעף טאש מִיט 5000 גוּלדען האָט עֵר,(ערְבּלִיקט דִיא בּרִיעף⸗טאש),business,TextRegion_1648551741729_3018l11,42,https://app.transkribus.org/collection/2372172/doc/828539/detail/42
