edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Al Naharot Bavel,50,r1l33,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,53,r1l38,untagged speaker (named),NOA,label 'זמרי' matches cast role,זמרי: נֵיין קֶענִיג בּלשצר! טריוּמפיערע ,tag speaker xmlid:zimri
Al Naharot Bavel,59,r1l8,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,60,line_1649538258191_4864,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶפִּילָאג,fix per schema
Al Naharot Bavel,61,r1l31,untagged speaker (named),NOA,label 'אליקים' matches cast role,אליקים: אוֹי אִיך פִינְסטֶערֶער דלוּת! מ,tag speaker xmlid:elyakim
Al Naharot Bavel,63,r1l15,schema violation,NOA,stage span requires a type attribute (no bare stage),פערוואַנדלונג.,fix per schema
Al Naharot Bavel,63,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג.,fix per schema
Al Naharot Bavel,63,r1l25,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע.,fix per schema
Bas Sheva,6,r_5_1l11,schema violation,NOA,role span requires xmlid attribute,עטצ.,fix per schema
Bas Sheva,8,TextRegion_1648719223107_983l20,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אַך וועלכעס גלִיק,",tag speaker xmlid:beyde
Bas Sheva,8,line_1648719524140_1044,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: בּיי גָאט!,tag speaker xmlid:beyde
Bas Sheva,15,r_2_1l17,untagged speaker (unknown),NOA,"turn-like 'אבנר, בנימין' not in cast (OCR?)","אבנר, בנימין: (לויפ'ן ענטגעגען) צוּריק!",fix OCR / link to a cast xmlid
Bas Sheva,16,TextRegion_1648725342005_1510l3,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),"אבנר, בנימין",fix per schema
Blimele (di Perle von Warsha),6,line_1648912729557_2003,untagged cast entry,NOA,castList line 'ארט דער האנדלונג' has no role/roleDesc span,"אָרט דער האנדלונג: פאָלען, פאָזען אונד ו",tag role + roleDesc
Blimele (di Perle von Warsha),27,line_1649535651843_3345,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),מענער קאר:,fix per schema
Blimele (di Perle von Warsha),27,line_1649535558270_3263,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),דאמען קאר,fix per schema
Blimele (di Perle von Warsha),33,r_1_1l14,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),יעגער קאר: ,fix per schema
Blimele (di Perle von Warsha),41,r_1_1l19,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אַלע צוזאמען,fix per schema
Der Mann untern Tisch,10,r_2_1l11,schema violation,NOA,stage span requires a type attribute (no bare stage),(טוּר⸗,fix per schema
Der Mann untern Tisch,10,r_2_1l14,schema violation,NOA,stage span requires a type attribute (no bare stage),(עֵר,fix per schema
Der Mann untern Tisch,14,r_1_1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),(קלערְט אבּייסיל),fix per schema
Di Seder Nakht,5,TextRegion_1647705133639_852l13,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אַלע: גוּטֶען טַאג הֶערְר רִיזְוַואן, גו",tag speaker xmlid:alle
Di Seder Nakht,5,TextRegion_1647705133639_852l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: יַא יַא יַא.,tag speaker xmlid:alle
Di Seder Nakht,5,l,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: בְּרַאוָוא בְּרַאוָוא הֶערְר רִיזְו,tag speaker xmlid:dovid_kahn
Di Seder Nakht,6,r_2_1l1,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דַאנְקֶע הֶערְר קָאהְן (קאהר אב).,tag speaker xmlid:alle
Di Seder Nakht,6,r_2_1l29,untagged speaker (named),NOA,label 'מאיר' matches cast role,מאיר: פוֹן דֶער רוֹיטֶער בְּרִיק! עֶר אִ,tag speaker xmlid:meir_dreyer
Di Seder Nakht,7,TextRegion_1647705629974_1099l5,untagged speaker (named),NOA,label 'דוד' matches cast role,דוד: וֶוער זָאגְט אִיהְר?,tag speaker xmlid:dovid_kahn
Di Seder Nakht,9,r_3_1l3,untagged speaker (named),NOA,label 'ולמן' matches cast role,ולמן: עַם וואוּנְדֶערְט דִיך מֵיין קִינְ,tag speaker xmlid:zelmen_kahn
Di Seder Nakht,9,r_3_1l32,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָבּער ווארוּם?,tag speaker xmlid:alle
Di Seder Nakht,11,r_1_1l29,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אמְת?,tag speaker xmlid:alle
Di Seder Nakht,19,r_3_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אָמֵן.,tag speaker xmlid:alle
Di Seder Nakht,31,TextRegion_1649444107459_94l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס גֶעהט דָא פַאר?,tag speaker xmlid:alle
Di Seder Nakht,32,r_1_1l7,untagged speaker (unknown),NOA,turn-like 'דו' not in cast (OCR?),דו: מֵיין שׁולְד מֵיין אַייגֶענֶע שוּלד!,fix OCR / link to a cast xmlid
Di Seder Nakht,32,r_1_1l10,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: (לויפען און שרייען) וואַסער! הִילְפ,tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l3,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: גיִט יו""ַט, גיִט יו""ַט.",tag speaker xmlid:alle
Di Seder Nakht,42,TextRegion_1649447129991_873l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואַס אִיז גֶעשֶׁעהן?,tag speaker xmlid:alle
Di Seder Nakht,43,r_3_1l23,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּלוּטה?,tag speaker xmlid:alle
Di Seder Nakht,48,TextRegion_1649448170749_1423l30,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס הֶערֶען וִויר?,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l18,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: בּרוּךְ מתּיר אָסוּרים.,tag speaker xmlid:alle
Di Seder Nakht,54,r_1_1l34,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עה הִיום עשה ד' נגִילְה ונְשׁמְחה ב,tag speaker xmlid:alle
Di Seder Nakht,55,TextRegion_1649531346660_569l3,schema violation,NOA,stage span requires a type attribute (no bare stage),(דאָס זינגט דאָס קאָהר אזוי ווי דער פֿאָרהאַנג געהט אויף אים ערשטען אקט).,fix per schema
Di Seder Nakht,60,region_1649532950552_1410l8,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: געטריי צוּ זיין.,tag speaker xmlid:beyde
Di Seder Nakht,60,region_1649532950552_1410l8,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: געטריי צוּ זיין.,tag speaker xmlid:beyde
Di Seder Nakht,61,TextRegion_1649533051421_1444l5,schema violation,NOA,stage span requires a type attribute (no bare stage),קופלעי וואסיליע.,fix per schema
Di Seder Nakht,63,TextRegion_1649533464042_1744l17,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,"מענער: יוּדען, פרייט אַייך",tag speaker xmlid:mener
Di Seder Nakht,63,TextRegion_1649533464042_1744l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,63,line_1649533648504_1825,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,63,TextRegion_1649533464042_1744l17,untagged speaker (collective),AUTO,collective 'מענער' — no speaker span,"מענער: יוּדען, פרייט אַייך",tag speaker xmlid:mener
Di Seder Nakht,63,TextRegion_1649533464042_1744l26,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,63,line_1649533648504_1825,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נוּ טאקע נוּ,tag speaker xmlid:alle
Di Seder Nakht,65,TextRegion_1649533891997_1934l27,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),דער שדכן.,fix per schema
Di Seder Nakht,65,TextRegion_1649533891997_1934l27,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),דער שדכן.,fix per schema
Di Seder Nakht,69,line_1649448420472_1578,untagged speaker (unknown),NOA,turn-like 'רעפריין' not in cast (OCR?),רעפריין: יוּדאלע נישט האָבּ קיין מורה,fix OCR / link to a cast xmlid
Di Seder Nakht,69,TextRegion_1649448334785_1551l36,schema violation,NOA,stage span requires a type attribute (no bare stage),"רעפריין, א. ז. וו.",fix per schema
Di Seder Nakht,69,line_1649448420472_1578,untagged speaker (unknown),NOA,turn-like 'רעפריין' not in cast (OCR?),רעפריין: יוּדאלע נישט האָבּ קיין מורה,fix OCR / link to a cast xmlid
Di Seder Nakht,69,TextRegion_1649448334785_1551l36,schema violation,NOA,stage span requires a type attribute (no bare stage),"רעפריין, א. ז. וו.",fix per schema
Di Seder Nakht,70,line_1649422034106_480,schema violation,NOA,stage span requires a type attribute (no bare stage),קאָהר ביסס,fix per schema
Di Seder Nakht,70,TextRegion_1649421514322_415l20,untagged speaker (collective),AUTO,collective 'סאפראן' — no speaker span,סאפּראן: זה היום עשה ה',tag speaker xmlid:sopran
Di Seder Nakht,70,line_1649422034106_480,schema violation,NOA,stage span requires a type attribute (no bare stage),קאָהר ביסס,fix per schema
Di Seder Nakht,70,TextRegion_1649421514322_415l20,untagged speaker (collective),AUTO,collective 'סאפראן' — no speaker span,סאפּראן: זה היום עשה ה',tag speaker xmlid:sopran
Dos Yudishe Herts,5,r1l7,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),כאָהר,fix per schema
Dos Yudishe Herts,5,r1l21,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),פֿרויען,fix per schema
Dos Yudishe Herts,5,r1l23,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אַנדערע:,fix per schema
Dos Yudishe Herts,16,r1l26,untagged speaker (unknown),NOA,turn-like '(שרייט)' not in cast (OCR?),(שרייט): למְך!,fix OCR / link to a cast xmlid
Dos Yudishe Herts,26,r1l18,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),כאָהר:,fix per schema
Dos Yudishe Herts,27,r1l18,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),כאָהר,fix per schema
Dos Yudishe Herts,55,r1l6,untagged speaker (unknown),NOA,turn-like 'רעפריין' not in cast (OCR?),רעפריין: וויפיעל צרוֹת דעֶר יוּדעלע האָט,fix OCR / link to a cast xmlid
Dos Yudishe Herts,65,r1l10,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),ראָזעלע:,fix per schema
Dos Yudishe Herts,68,r1l3,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),ראָזעלע,fix per schema
Dovid's Fidele,7,r1l3,schema violation,NOA,stage span requires a type attribute (no bare stage),סאלאמאן).,fix per schema
Dovid's Fidele,46,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),"(רייכער זאאל גֶעדֶעקטֶער טִיש, לינקס אַ שׁרֵייבּטִישֶׁעל מִיט שִׁיפלאד, עֶס זִיטצֶען",fix per schema
Dovid's Fidele,46,r1l3,schema violation,NOA,stage span requires a type attribute (no bare stage),"טוּבּיה, חיה, גֶעסט, קֵיילֶע בִּילע, אַלטערוניו, אִיצֶעלֶע, טִילֶע, נח).",fix per schema
Dovid's Fidele,71,r2l4,untagged speaker (unknown),NOA,turn-like 'בר ככבא' not in cast (OCR?),בר ככבא: דִיא באבע מיט דעם אייניקעל: דִי,fix OCR / link to a cast xmlid
Dovid's Fidele,71,r2l7,untagged speaker (unknown),NOA,turn-like 'טהיילע)' not in cast (OCR?),טהיילע): מליץ יושר ר' יאזעלמאן; משִׁיח'ס,fix OCR / link to a cast xmlid
Dovid's Fidele,71,r2l24,untagged speaker (unknown),NOA,turn-like 'בריינדיל קאזאק' not in cast (OCR?),בריינדיל קאזאק: נִיעבֶּע נִיעמֶע נִינקוּ,fix OCR / link to a cast xmlid
Ezra,4,line_1638791957851_2791,schema violation,NOA,stage span requires a type attribute (no bare stage),(דעבאָרא מיט א האַרפֿע בּיים פֿענסטער).,fix per schema
Ezra,5,line_1638824525750_1938,schema violation,NOA,stage span requires a type attribute (no bare stage),וואלֶענְטִין,fix per schema
Ezra,8,line_1639248760763_356,schema violation,NOA,stage span requires a type attribute (no bare stage),ביסס יאַ ראכע,fix per schema
Ezra,30,TextRegion_1647608799647_1099l12,schema violation,NOA,stage span requires a type attribute (no bare stage),ביבס,fix per schema
Hinke Pinke,4,r1l3,untagged cast entry,NOA,castList line 'די פערזאנען' has no role/roleDesc span,דִי פֶּערְזָאנֶען:,tag role + roleDesc
Hinke Pinke,5,r_3_1l4,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),יעגער-כאר:,fix per schema
Hinke Pinke,5,r_3_1l26,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אללע:,fix per schema
Hinke Pinke,6,TextRegion_1649687732047_185l2,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אללע: ,fix per schema
Hinke Pinke,6,TextRegion_1649687732047_185l4,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אללע:,fix per schema
Hinke Pinke,6,TextRegion_1649687732047_185l7,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),אללע:,fix per schema
Hinke Pinke,30,TextRegion_1649691550551_2379l26,schema violation,NOA,stage span requires a type attribute (no bare stage),צווייטער אקט.,fix per schema
Isha Raa,6,tr_1_tl_9,untagged speaker (unknown),NOA,turn-like 'אללע' not in cast (OCR?),אללע: יַא יַא עֶר לעבּע לאַנְג,fix OCR / link to a cast xmlid
Isha Raa,23,tr_1_tl_43,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),שלומית תלמי קאהר:,fix per schema
Isha Raa,65,tr_2_l27,untagged speaker (unknown),NOA,turn-like 'פון' not in cast (OCR?),פון: וואָס גֶעהט דִיך אָן אַבנר'ס טאָכְט,fix OCR / link to a cast xmlid
Isha Raa,70,tr_1_l14,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),עניג:,fix per schema
Kidush Hashem,8,r1l2,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס,fix per schema
Kidush Hashem,8,r1l4,schema violation,NOA,speaker span requires xmlid attribute (link to a role xml:id),טאביאס:,fix per schema
Kidush Hashem,12,r1l9,untagged speaker (named),NOA,label 'פיקאלע' matches cast role,פיקאלע: דֶער גרַאף הָאט דָאך נִישְט מֶעה,tag speaker xmlid:pikola
Kidush Hashem,13,r1l8,untagged speaker (named),NOA,label 'איזראעל' matches cast role,"איזראעל :) גִיבּ מִיר דַיין הַאנְד, מַיִ",tag speaker xmlid:don_yisrael
Kidush Hashem,22,r1l7,untagged speaker (unknown),NOA,turn-like 'בראווא' not in cast (OCR?),בראווא: דאָס אִיז גֶעווֶען אַ קוּנסטפוּל,fix OCR / link to a cast xmlid
Kidush Hashem,25,r1l26,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,25,r1l27,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער ערְשׁטֶער אַקְט.,fix per schema
Kidush Hashem,28,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֿערוואנדלונג,fix per schema
Kidush Hashem,31,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,32,r1l29,untagged speaker (named),NOA,label 'יוליע' matches cast role,"יוליע: הָאט עֶר עֶס פֶערְלוִירֶען, צִי ה",tag speaker xmlid:yulye
Kidush Hashem,32,r1l30,untagged speaker (named),NOA,label 'טאביאס' matches cast role,"טאביאס: סאִיז פשוט אַ רֶעטזֶעל, וואָס עֶ",tag speaker xmlid:tobyas
Kidush Hashem,46,r1l40,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,46,r1l41,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער צווייטֶער אַקְט.,fix per schema
Kidush Hashem,51,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,51,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער דרִיטֶער אַקְט.,fix per schema
Kidush Hashem,57,r1l4,untagged speaker (named),NOA,label 'מענדעס' matches cast role,"מענדעס: אַלזא אִין גאטֶעס נָאמֶען, קוּם!",tag speaker xmlid:mendes
Kidush Hashem,57,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,58,r1l2,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג,fix per schema
Kidush Hashem,65,r1l22,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,65,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פֿירטער אַקְט.,fix per schema
Kidush Hashem,74,r1l4,schema violation,NOA,stage span requires a type attribute (no bare stage),פֶערוואנְדְלונְג.,fix per schema
Kidush Hashem,75,r1l23,schema violation,NOA,stage span requires a type attribute (no bare stage),פאָרהאַנג פאלְט.,fix per schema
Kidush Hashem,75,r1l24,schema violation,NOA,stage span requires a type attribute (no bare stage),עֶנְדֶע דֶער פּיעססע.,fix per schema
Mishke Mashke,4,line_1638100149342_810,schema violation,NOA,role span requires xmlid attribute,"דִיענֶעֶר, מאַטראָזעֶן, חינעֶזעֶר, פּאַסאַזשירעֶן",fix per schema
Mishke Mashke,5,line_1638100376104_968,schema violation,NOA,stage span requires a type attribute (no bare stage),מאָנקאַדזשאו פון הינטער די קוליסען פייַפט,fix per schema
Mishke Mashke,5,line_1638100392044_978,schema violation,NOA,stage span requires a type attribute (no bare stage), (אויפטריט דיענ,fix per schema
Mishke Mashke,5,line_1638100432814_1013,schema violation,NOA,stage span requires a type attribute (no bare stage), (דיענער אָ,fix per schema
Mishke Mashke,5,line_1638100445226_1028,schema violation,NOA,stage span requires a type attribute (no bare stage),אויפטריט מאָנקאַדושאו,fix per schema
Mishke Mashke,8,line_1638103811733_2591,untagged speaker (named),NOA,label 'טאדט' matches cast role,"טאדט: אַיינְס, צְוֵויי, דריַיַ, — אונְד ",tag speaker xmlid:todt
Mishke Mashke,13,line_1638461892541_2397,untagged speaker (named),NOA,label 'עמיליא' matches cast role,"עמיליא : נוּן, וואָס הֶערְט מאַן נײַעס, ",tag speaker xmlid:emilye
Mishke Mashke,13,line_1638461913391_2412,untagged speaker (named),NOA,label 'עמיליא' matches cast role,"עמיליא: גאָט זַײַ דאַנְק, בּײַ וועהם?",tag speaker xmlid:emilye
Mishke Mashke,13,line_1638461961111_2444,untagged speaker (named),NOA,label 'עמיליא' matches cast role,עמיליא: מײַן זאָהן אַלְס דִיענֶער! אָה ג,tag speaker xmlid:emilye
Mishke Mashke,16,line_1638465145403_3883,schema violation,NOA,stage span requires a type attribute (no bare stage),"דִי בּיִהנע שׁטֶעלְט פאָר, אַ ז",fix per schema
Mishke Mashke,20,line_1638470109909_6552,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס?!,tag speaker xmlid:alle
Mishke Mashke,20,line_1638470188109_6602,untagged speaker (named),NOA,label 'ביסיגג' matches cast role,"ביסיגג: אָה, נֵיין! רוּף מִיךְ נִישְׁט מ",tag speaker xmlid:bising
Mishke Mashke,20,line_1638470214889_6617,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: מֶערְדֶער?,tag speaker xmlid:alle
Mishke Mashke,21,line_1638470716988_7087,untagged speaker (named),NOA,label 'מאנקאדזשאר' matches cast role,מאנקאדזשאר: וואַס טְהוּט אִיהר? דאַס אִי,tag speaker xmlid:monkadshu
Mishke Mashke,22,line_1638471057998_7483,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,"אלע: יאַ, יאַ, אִין קעָשעניאָוו, אִין קע",tag speaker xmlid:alle
Mishke Mashke,—,acts,act numbering,NOA,"act @n not contiguous 1..k: saw [1, 2, 3, 5]",,check for missing/extra act heading
Sore Sheyndel,12,r1l15,untagged speaker (unknown),NOA,turn-like 'קשיה' not in cast (OCR?),קשיה: פאַר וואָס רוּפט מען שבּת הגדול או,fix OCR / link to a cast xmlid
Sore Sheyndel,16,r1l32,untagged speaker (unknown),NOA,turn-like 'הער אויס' not in cast (OCR?),הער אויס: וֶוען חנְהלֶע מיִט אִיהר מוּטע,fix OCR / link to a cast xmlid
Sore Sheyndel,31,r1l30,schema violation,NOA,stage span requires a type attribute (no bare stage),(זינגט).,fix per schema
Yudale der Blinder,6,r23l49,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: נֵיין???,tag speaker xmlid:alle
Yudale der Blinder,7,r1l8,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,7,r1l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווָאס???,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437762030_567,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וָואס אִיז פִישֶׁעל?,tag speaker xmlid:alle
Yudale der Blinder,10,r1l6,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס פאַר אַ אונְגלִיק?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437794498_587,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: וואָס נֶעטראפֶען?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437815797_602,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווִי אִיז זִי ?,tag speaker xmlid:alle
Yudale der Blinder,10,line_1647437835369_612,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: מֶען בּרענגט זִי גָאר?,tag speaker xmlid:alle
Yudale der Blinder,11,line_1647439360988_1021,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: ווֶער?,tag speaker xmlid:alle
Yudale der Blinder,14,line_1647512918897_214,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: נִיע זִיך שַׁיידֶען נִיע זיךְ קוו,tag speaker xmlid:beyde
Yudale der Blinder,15,r1l4,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,"ביידע: אָשא עִינִי אָל ההרִים, דִיא אוֹי",tag speaker xmlid:beyde
Yudale der Blinder,15,line_1647513264664_336,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: ווֶער — דִי הִילְפֶע אִיז נוּר עֵ,tag speaker xmlid:beyde
Yudale der Blinder,20,TextRegion_1648506461053_3149l8,schema violation,NOA,fw span requires a type attribute (page numbers are type:pageNum),אוֹי אוֹי! ווִי הַאלְט מֶען דָאס אויִס,fix per schema
Yudale der Blinder,20,TextRegion_1648506461053_3149l25,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אוֹי אִיז דֶען אַ מוּז לַיידֶען א,tag speaker xmlid:beyde
Yudale der Blinder,24,TextRegion_1648505709688_2823l2,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: דְבוֹרֶה'לֶע???,tag speaker xmlid:alle
Yudale der Blinder,24,TextRegion_1648505709688_2823l4,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: זַיין כּלה.,tag speaker xmlid:alle
Yudale der Blinder,25,line_1648547836471_1264,untagged speaker (collective),AUTO,collective 'ביידע' — no speaker span,ביידע: אַך ווִי שְׁוֶוער מִיר אִיז צוּ ש,tag speaker xmlid:beyde
Yudale der Blinder,26,TextRegion_1648547526269_948l17,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: שפוך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l19,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: חמְתך!,tag speaker xmlid:alle
Yudale der Blinder,26,TextRegion_1648547526269_948l21,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: עַל הגוִים!,tag speaker xmlid:alle
Yudale der Blinder,27,TextRegion_1648547312487_852l27,untagged speaker (collective),AUTO,collective 'אלע' — no speaker span,אלע: אַ בּשוּרה טוֹבָה?,tag speaker xmlid:alle
