edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Ezra,6,line_1638965761999_2116,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: (צוּ וואלענטין) פֶערְטִיג?,manual
Ezra,6,line_1638965776319_2126,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: הָאט זִיא געזאָגט דאָס זִיא מִיר פאלגען,manual
Ezra,6,line_1638965799978_2136,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: אוּנד ווארוּם זאָגסטוּ פֶערְטִיג?,manual
Ezra,6,line_1638965815730_2146,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: (ווארפט איהם) פערפלוּכטער שקלאפֶע.,manual
Ezra,6,line_1638966580674_2156,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: פאָרט פאָן הִיעֶר!,manual
Ezra,6,line_1638966606846_2176,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',"ווילניצקי: דעבּארא, נִישְט וַואהְר שֶׁעהנֶעם קִינְ",manual
Ezra,6,line_1638966638563_2196,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: דֶעסטא ליעבּער אִיזְט מִיר דִיא טאָכְטֶ,manual
Ezra,6,line_1638966656162_2206,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: ווארוּם שרעקסטוּ דִיך פאר מִיר? אִיך בּ,manual
Ezra,7,line_1638966789023_2374,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',"ווילניצקי: דאָס אִיזְט נִיכְט פִיר אַלע דֶער פאל, ",manual
Ezra,7,line_1638966834316_2399,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: אָה נֵיין! בּייא מֵיינֶעם שׁוֶוערְד אִי,manual
Ezra,7,line_1638966887473_2424,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: דעבּארא!,manual
Ezra,7,line_1638966917606_2449,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: וואָס? וֶוער קֶען דִיר דאָס פערבּיעטֶען,manual
Ezra,7,line_1638966931506_2459,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: דִיא יוּדען? אָה זא זאָל מַיין שׁווערְד,manual
Ezra,7,line_1638966952780_2474,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: ... אַבּער וֶוען אִיך דִיר פערשפּרעכע פ,manual
Ezra,7,line_1638967079259_2568,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: פּאסע אוֹיף דעבּארא! דַיין גלִיק אִיזְט,manual
Ezra,7,line_1638967131731_2613,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',ווילניצקי: חַ חַ חַ דַיין יוּדישער גָאט זאָל מִיר ,manual
Ezra,7,line_1638967159416_2633,untagged speaker,NOA,untagged speaker (unknown) 'ווילניצקי',"ווילניצקי: אַך... פערפלוּכטעס ווייבּ, ווארוּם שטעה",manual
Ezra,8,line_1639248330191_57,untagged speaker,NOA,untagged speaker (unknown) 'לוי',לוי: מֵיין קִינְד מֵיינֶע גוּטע דעבּארא!,manual
Ezra,8,line_1639248352436_67,untagged speaker,NOA,untagged speaker (unknown) 'לוי',לוי: מֵיין פרייַנד ר' יצחק הָאט מִיך צוּ לאַנְג בּ,manual
Ezra,8,line_1639248401417_102,untagged speaker,NOA,untagged speaker (unknown) 'לוי',"לוי: יאָ, וַוייל אִיך פִיר דִיא האכצַייט אֵיינֶען ",manual
Ezra,8,line_1639248461615_142,untagged speaker,NOA,untagged speaker (unknown) 'לוי',לוי: דאָס זִינְד סיגנאלע פאן יַאגד הֶערְנֶער! אִיך,manual
Ezra,8,line_1639248515516_182,untagged speaker,NOA,untagged speaker (unknown) 'לוי',לוי: יַא וואהל אִיך האַבּע אִיהם דָאך גֶעזֶעהְן!,manual
Ezra,8,line_1639248545816_197,untagged speaker,NOA,untagged speaker (unknown) 'לוי',לוי: אַך מַיין קִינְד! דַיין פָאטֶער וַואהְר אֵיינ,manual
Ezra,8,line_1639248689163_311,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: עֶס אִיזְט דָאך אוּנערהערט,manual
Ezra,8,line_1639248706292_326,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: אִיזְט (אלע) אִיזְט (קעניג) דָאך (אלע) דָאך,manual
Ezra,8,line_1639248789263_366,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: האַלט! צוּערשט בּרינגט הִיערְהֶער יעדֶען וו,manual
Ezra,9,TextRegion_1647553460054_185l12,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: זא איין געזיכט אוּנד איין פערדארבּען הערץ,manual
Ezra,9,TextRegion_1647553444393_175l16,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: נוּן פִיהרְט זִיא פאָרט (מען שלעפט זיא אין ,manual
Ezra,15,r_3_1l4,untagged speaker,NOA,untagged speaker (unknown) 'זייגעסמונד',זייגעסמונד: (רופט) וואלענטִין אוּן קאטערינא!,manual
Ezra,15,r_3_1l7,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: שׁטֶעהט אוֹיף אִיך בּין נִיכְט דֶער קֶענִיג!,manual
Ezra,15,r_3_1l12,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: האבּט אִיהְר נִיכְט פֶערְשׁטאנְדֶען וואָס אִ,manual
Ezra,15,r_3_1l20,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: אָבּער מאדאם הִיעֶר דַארְף מַאן קֵיין לֶערְם,manual
Ezra,15,r_1_1l9,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: וִויא?,manual
Ezra,15,r_1_1l12,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: וואָס אִיזְט דאַס פִיר אֵיין גֶעזִינְדֶעל? ו,manual
Ezra,15,r_1_1l27,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: זַיינֶע מאִיעסטֶעט קאמט! (זיי קניען).,manual
Ezra,15,r_1_1l28,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',"קעניג: שׁטֶעהט אוֹיף גוּטע לֵייטֶע, לָאסְט הֶערֶען",manual
Ezra,15,r_1_1l30,untagged speaker,NOA,untagged speaker (unknown) 'פאזש',פאזש: פּסט... איינער מוּס רעֶדעֶן.,manual
Ezra,15,r_1_1l31,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: (צוּ וואלענטין) דוּא טרֶעטֶע נֶעהֶער.,manual
Ezra,16,r_2_1l2,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',קעניג: וואָס אִיזְט דַיין וואוּנש? רֶעדֶע שׁרֶעקֶע,manual
Ezra,16,line_1647613155979_3468,untagged speaker,NOA,untagged speaker (unknown) 'קעניג',"קעניג: האבּע קיין אַנגסט, רֶעדֶע נוּר פרֵייא הערוי",manual
