attestation_id,source_corpus,source_record_id,org_db_id,source_field,context,source_value,source_value_script,link_status,qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,maaty_qid,maaty_qid_conflict,rejected_qid,relink_source,suggested_qid,suggested_english,is_descriptor,review_flags,link_method
O-ORG-C00958#venues#1,org,ORG-C00958,,venues,,אַרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00958#venues#2,org,ORG-C00958,,venues,,אָרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00958#countries#1,org,ORG-C00958,,countries,,אַרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00958#countries#2,org,ORG-C00958,,countries,,אָרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00959#settlements#1,org,ORG-C00959,,settlements,,לאָס אַנדזשעלעס,hebrew,linked,Q65,Los Angeles,לאס אנדזשעלעס,"charter city, city in the United States, city, global city, metropolis, megacity, business cluster, big city, LGBT sanctuary city",settlement,154,Los Angeles (Calif.),לוס אנג'לס (קליפורניה),34.052230,-118.243680,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00960#settlements#1,org,ORG-C00960,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00961#settlements#1,org,ORG-C00961,,settlements,,ירושלים,hebrew,linked,Q1218,Jerusalem,ירושלים,"city, holy city of Abrahamic religion, largest city, tourist destination, big city, Roman city, ancient city, disputed territory, national capital, corpus separatum, city council",settlement,691,Jerusalem (Israel),ירושלים (ישראל),31.776679,35.234156,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00962#settlements#1,org,ORG-C00962,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00963#settlements#1,org,ORG-C00963,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00964#settlements#1,org,ORG-C00964,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00964#venues#1,org,ORG-C00964,,venues,,קופּער יוניאָן,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00964#countries#1,org,ORG-C00964,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00965#settlements#1,org,ORG-C00965,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00966_Q01#settlements#1,org,ORG-C00966_Q01,,settlements,,דעטראָיט,hebrew,linked,Q12439,Detroit,דעטרויט,"city in the United States, county seat, border city, big city",settlement,903,Detroit (Mich.),דטרויט (מישיגן),42.331667,-83.047500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00966_Q01#venues#1,org,ORG-C00966_Q01,,venues,,ישראָל,hebrew,linked,Q801,Israel,ישראל,"Mediterranean country, country, region, state with limited recognition",country,697,Israel,ישראל,31.0,35.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00966_Q01#countries#1,org,ORG-C00966_Q01,,countries,,ישראָל,hebrew,linked,Q801,Israel,ישראל,"Mediterranean country, country, region, state with limited recognition",country,697,Israel,ישראל,31.0,35.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00966_Q02#settlements#1,org,ORG-C00966_Q02,,settlements,,ברוקלין,hebrew,linked,Q18419,Brooklyn,ברוקלין,"borough of New York City, city in the United States, consolidated city-county",settlement,529,"Brooklyn (New York, N.Y.)","ברוקלין (ניו יורק, נ.י.)",40.650833,-73.949722,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00967#countries#1,org,ORG-C00967,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00969#settlements#1,org,ORG-C00969,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00970_Q01#settlements#1,org,ORG-C00970_Q01,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,,,,,,
O-ORG-C00970_Q01#countries#1,org,ORG-C00970_Q01,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00970_Q01#countries#2,org,ORG-C00970_Q01,,countries,,אמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00970_Q01#countries#3,org,ORG-C00970_Q01,,countries,,בעלגיע,hebrew,linked,Q31,Belgium,בעלגיע,"sovereign state, federation, country, colonial power, realm",country,9530,Belgium,בלגיה,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C00970_Q02#settlements#1,org,ORG-C00970_Q02,,settlements,,לאָס אַנדזשעלעס,hebrew,linked,Q65,Los Angeles,לאס אנדזשעלעס,"charter city, city in the United States, city, global city, metropolis, megacity, business cluster, big city, LGBT sanctuary city",settlement,154,Los Angeles (Calif.),לוס אנג'לס (קליפורניה),34.052230,-118.243680,,,,,,,,,
O-ORG-C00970_Q02#venues#1,org,ORG-C00970_Q02,,venues,,מערי ריטשמאַנס הויז,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00970_Q03#settlements#1,org,ORG-C00970_Q03,,settlements,,בוענאָס-אַיירעס,hebrew,linked,Q1486,Buenos Aires,בוענאס איירעס,"city of Argentina, electoral unit, federal district, first-level administrative division, autonomous city, million city, administrative territorial entity, national capital, federal capital, primate city, largest city",settlement,510,Buenos Aires (Argentina),בואנוס איירס (ארגנטינה),-34.599722,-58.381944,,,,,,,,,
O-ORG-C00970_Q03#countries#1,org,ORG-C00970_Q03,,countries,,אַרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00970_Q04#countries#1,org,ORG-C00970_Q04,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00971#settlements#1,org,ORG-C00971,,settlements,,קעשענעוו,hebrew,linked,Q21197,Chișinău,קעשענעוו,"city, big city, municipality",settlement,399,Chișinău (Moldova),קישינב (מולדובה),47.022778,28.835278,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00973#settlements#1,org,ORG-C00973,,settlements,,קרית-ביאליק,hebrew,linked,Q152374,Kiryat Bialik (Israel),,,settlement,866,Kiryat Bialik (Israel),קרית ביאליק (ישראל),32.833055555,35.066388888,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00974#settlements#1,org,ORG-C00974,325,settlements,,דעטראָיט,hebrew,linked,Q12439,Detroit,דעטרויט,"city in the United States, county seat, border city, big city",settlement,903,Detroit (Mich.),דטרויט (מישיגן),42.331667,-83.047500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00975_Q01#settlements#1,org,ORG-C00975_Q01,,settlements,,דעטראָיט,hebrew,linked,Q12439,Detroit,דעטרויט,"city in the United States, county seat, border city, big city",settlement,903,Detroit (Mich.),דטרויט (מישיגן),42.331667,-83.047500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00975_Q01#settlements#2,org,ORG-C00975_Q01,,settlements,,מימי ביטש,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00975_Q02#venues#1,org,ORG-C00975_Q02,,venues,,מעקסיקע,hebrew,linked,Q96,Mexico,מעקסיקא,"sovereign state, country, federal republic, democratic republic, constitutional republic, nation, empire, empire",country,9063,Mexico,מקסיקו,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C00975_Q02#countries#1,org,ORG-C00975_Q02,,countries,,מעקסיקע,hebrew,linked,Q96,Mexico,מעקסיקא,"sovereign state, country, federal republic, democratic republic, constitutional republic, nation, empire, empire",country,9063,Mexico,מקסיקו,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C00975_Q03#settlements#1,org,ORG-C00975_Q03,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00975_Q04#settlements#1,org,ORG-C00975_Q04,,settlements,,לאָס אַנדזשעלעס,hebrew,linked,Q65,Los Angeles,לאס אנדזשעלעס,"charter city, city in the United States, city, global city, metropolis, megacity, business cluster, big city, LGBT sanctuary city",settlement,154,Los Angeles (Calif.),לוס אנג'לס (קליפורניה),34.052230,-118.243680,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00978#settlements#1,org,ORG-C00978,,settlements,,לאָנדאָן,hebrew,linked,Q84,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,688,London (England),לונדון (אנגליה),51.507222,-0.127500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00978#venues#1,org,ORG-C00978,,venues,,לאָנדאָנער קאָליסעאום טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00978#countries#1,org,ORG-C00978,,countries,,ענגלאַנד,hebrew,linked,Q21,England,ענגלאנד,"constituent country of the United Kingdom, cultural area, nation, country",country,12708,England,אנגליה,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C00979#settlements#1,org,ORG-C00979,,settlements,,פּאַריז,hebrew,linked,Q90,Paris,פאריז,"commune of France, territorial collectivity of France with special status, metropolis, tourist destination, global city, megacity, largest city, college town, big city, primate city, national capital",settlement,419,Paris (France),פריס (צרפת),48.856667,2.352222,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00980#settlements#1,org,ORG-C00980,,settlements,,קליוולאַנד,hebrew,linked,Q37320,Cleveland,קליוולאנד,"city in the United States, big city, county seat, city of Ohio",settlement,402,Cleveland (Ohio),קליבלנד (אוהיו),41.499167,-81.694722,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00981#settlements#1,org,ORG-C00981,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00983#settlements#1,org,ORG-C00983,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00983#venues#1,org,ORG-C00983,,venues,,סיגאָר-סטאָר,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00984#settlements#1,org,ORG-C00984,,settlements,,פֿילאַדעלפיע,hebrew,linked,Q1345,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,408,Philadelphia (Pa.),פילדלפיה (פנסילבניה),39.952778,-75.163611,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00984#venues#1,org,ORG-C00984,,venues,,עקעדעמי אָוו מיוזיק,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00985#settlements#1,org,ORG-C00985,,settlements,,פֿילאַדעלפיע,hebrew,linked,Q1345,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,408,Philadelphia (Pa.),פילדלפיה (פנסילבניה),39.952778,-75.163611,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00985#venues#1,org,ORG-C00985,,venues,,מעטראָפּאָליטאַן אָפּעראַ האוז,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#settlements#1,org,ORG-C00986_Q01,,settlements,,פילאַדעלפיע,hebrew,linked,Q1345,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,408,Philadelphia (Pa.),פילדלפיה (פנסילבניה),39.952778,-75.163611,,,,,,,,,
O-ORG-C00986_Q01#venues#1,org,ORG-C00986_Q01,,venues,,קאָלאָמביאַ טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#venues#2,org,ORG-C00986_Q01,,venues,,קאָלאָמביאַ-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#venues#3,org,ORG-C00986_Q01,,venues,,קאָלאָמביאָ טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#venues#4,org,ORG-C00986_Q01,,venues,,קאָלומביאַ-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#venues#5,org,ORG-C00986_Q01,,venues,,קאָלומביאַ-טעאָטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#addresses#1,org,ORG-C00986_Q01,,addresses,,גרין סטריט,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#addresses#2,org,ORG-C00986_Q01,,addresses,,קאָרנער דריטע און גרין סטריט,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q01#countries#1,org,ORG-C00986_Q01,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00986_Q01#countries#2,org,ORG-C00986_Q01,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00986_Q02#settlements#1,org,ORG-C00986_Q02,,settlements,,באָסטאָן,hebrew,linked,Q100,Boston,באסטאן,"city in the United States, big city, county seat",settlement,516,Boston (Mass.),בוסטון (מסצ'וסטס),42.360278,-71.057778,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00986_Q02#venues#1,org,ORG-C00986_Q02,,venues,,קאָלומביאַ-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q02#venues#2,org,ORG-C00986_Q02,,venues,,"„קאָלאָמביאַ""-טעאַטער",hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q02#countries#1,org,ORG-C00986_Q02,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00986_Q03#venues#1,org,ORG-C00986_Q03,,venues,,קאָלאָמביאָ-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00986_Q03#countries#1,org,ORG-C00986_Q03,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00987#settlements#1,org,ORG-C00987,,settlements,,בריסק,hebrew,linked,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00988#settlements#1,org,ORG-C00988,,settlements,,ברוקלין,hebrew,linked,Q18419,Brooklyn,ברוקלין,"borough of New York City, city in the United States, consolidated city-county",settlement,529,"Brooklyn (New York, N.Y.)","ברוקלין (ניו יורק, נ.י.)",40.650833,-73.949722,,,,,,,,,
O-ORG-C00988#settlements#2,org,ORG-C00988,,settlements,,ברוקליין,hebrew,linked,Q49142,Brookline (Mass.),,,settlement,373,Brookline (Mass.),ברוקליין (מסצ'וסטס),42.331666666667,-71.121666666667,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00988#venues#1,org,ORG-C00988,,venues,,בּרוּקלינער ליריק-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#venues#2,org,ORG-C00988,,venues,,ברוקלינער,hebrew,linked,Q18419,Brooklyn,ברוקלין,"borough of New York City, city in the United States, consolidated city-county",settlement,529,"Brooklyn (New York, N.Y.)","ברוקלין (ניו יורק, נ.י.)",40.650833,-73.949722,,,,,,,,,
O-ORG-C00988#venues#3,org,ORG-C00988,,venues,,ברוקלינער ליריק טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#venues#4,org,ORG-C00988,,venues,,ברוקלינער ליריק-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#venues#5,org,ORG-C00988,,venues,,ליריק טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#venues#6,org,ORG-C00988,,venues,,ליריק-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#venues#7,org,ORG-C00988,,venues,,ליריק-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00988#countries#1,org,ORG-C00988,,countries,,אמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00989#settlements#1,org,ORG-C00989,,settlements,,וויליאַמסבורגער,hebrew,linked,Q492346,Williamsburg,,,settlement,7707,Williamsburg (Va.),יליאמסבורג (וירג'יניה),37.2708,-76.7069,,,,kima_unlinked,,,,,adjectival_er_strip
O-ORG-C00989#venues#1,org,ORG-C00989,,venues,,וויליאַמסבורגער אַמפיאָן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00993#settlements#1,org,ORG-C00993,,settlements,,פּעטערבורג,hebrew,linked,Q656,Saint Petersburg,פעטערבורג,"federal city of Russia, big city, capital of Russia, former national capital, largest city, city or town, federal subject of Russia, million city, million city, million city, judicial capital, metropolis, cultural capital",settlement,678,Saint Petersburg (Russia),פטרבורג (רוסיה),59.950000,30.316667,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00993#venues#1,org,ORG-C00993,,venues,,בוף,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00994#settlements#1,org,ORG-C00994,,settlements,,האַמעל,hebrew,linked,Q2678,Homelʹ (Belarus),,,settlement,10963,Homelʹ (Belarus),הומל (בלארוס),52.441666666667,30.983333333333,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00994#venues#1,org,ORG-C00994,,venues,,רוסישער אָפערעטן-טרופּע,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00995#venues#1,org,ORG-C00995,,venues,,„מיטרע“,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00995#countries#1,org,ORG-C00995,,countries,,אַרגענטינע,hebrew,linked,Q414,Argentina,ארגענטינע,"sovereign state, country, federal republic, nation, confessional state",country,7805,Argentina,ארגנטינה,-34.0,-64.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00997#settlements#1,org,ORG-C00997,,settlements,,נואַרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C00997#venues#1,org,ORG-C00997,,venues,,עלוויינגס טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C00997#venues#2,org,ORG-C00997,,venues,,עלווינגסטעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01000#settlements#1,org,ORG-C01000,664,settlements,,לאָדזש,hebrew,linked,Q580,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,179,Łódź (Poland),לודז' (פולין),51.750000,19.466667,,,,,,,,,
O-ORG-C01000#venues#1,org,ORG-C01000,664,venues,,לאָדזשער יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01000#venues#2,org,ORG-C01000,664,venues,,לאדזשער יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01000#venues#3,org,ORG-C01000,664,venues,,לאָדזשער יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01000#countries#1,org,ORG-C01000,664,countries,,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C01001#settlements#1,org,ORG-C01001,261,settlements,,ווין,hebrew,linked,Q1741,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,945,Vienna (Austria),וינה (אוסטריה),48.208333,16.372500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01001#venues#1,org,ORG-C01001,261,venues,,קליינקונסט-טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01001#countries#1,org,ORG-C01001,261,countries,,דייטשלאַנד,hebrew,linked,Q183,Germany,דייטשלאנד,"sovereign state, social state, Rechtsstaat, country bordering the Baltic Sea, country",country,87828,Germany,גרמניה,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C01002#countries#1,org,ORG-C01002,,countries,,דייטשלאַנד,hebrew,linked,Q183,Germany,דייטשלאנד,"sovereign state, social state, Rechtsstaat, country bordering the Baltic Sea, country",country,87828,Germany,גרמניה,,,,,,kima_unlinked,,,,,qid_map
O-ORG-C01003_Q01#settlements#1,org,ORG-C01003_Q01,,settlements,,ריגע,hebrew,linked,Q1773,Riga,ריגע,"state city of Latvia, Hanseatic city, big city, city under state jurisdiction in Latvia",settlement,60,Riga (Latvia),ריגה (לטביה),56.947500,24.106944,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01003_Q01#venues#1,org,ORG-C01003_Q01,,venues,,נייעם יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01003_Q01#venues#2,org,ORG-C01003_Q01,,venues,,נייעם יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01003_Q01#countries#1,org,ORG-C01003_Q01,,countries,,לעטלאַנד,hebrew,linked,Q211,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,9788,Latvia,לטביה,57.0,25.0,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01003_Q02#settlements#1,org,ORG-C01003_Q02,,settlements,,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01003_Q02#venues#1,org,ORG-C01003_Q02,,venues,,נייעם יידישן טעאַטער,hebrew,unlinked,,,,,,,,,,,,,,,,,,,
O-ORG-C01003_Q02#countries#1,org,ORG-C01003_Q02,,countries,,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01003_Q03#settlements#1,org,ORG-C01003_Q03,,settlements,,לאָנדאָן,hebrew,linked,Q84,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,688,London (England),לונדון (אנגליה),51.507222,-0.127500,,,,kima_unlinked,,,,,kima_name_exact
O-ORG-C01004#settlements#1,org,ORG-C01004,,settlements,,וואַרשע,hebrew,linked,Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,,,,kima_unlinked,,,,,kima_name_exact
