attestation_id,source_corpus,source_record_id,org_db_id,source_field,context,source_value,source_value_script,link_status,qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,maaty_qid,maaty_qid_conflict,rejected_qid,relink_source,suggested_qid,suggested_english,is_descriptor,review_flags,link_method
P-2-facs_259_tr_1744280735#country#1,person,2-facs_259_tr_1744280735,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_259_tr_1744280724#place#2,person,2-facs_259_tr_1744280724,,place,birth,אָדעס,hebrew,linked,Q1874,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,740,Odesa (Ukraine),אודסה (אוקראינה),46.477470,30.732620,,,,,,,,,
P-2-facs_259_tr_1744280724#country#1,person,2-facs_259_tr_1744280724,,country,birth,אוקראָאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_262_tr_1744280732#place#2,person,2-facs_262_tr_1744280732,,place,birth,ברעסטליטאָווסק,hebrew,needs_review,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,Q140147,,,,,,,place_country_mismatch,
P-2-facs_262_tr_1744280732#country#1,person,2-facs_262_tr_1744280732,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_263_tr_1744280809#place#1,person,2-facs_263_tr_1744280809,,place,birth,קאָוואָלאָווקאַ,hebrew,linked,Q2837197,Kovalivka,,village of Ukraine,settlement,,,,,,,,,,,,,,
P-2-facs_263_tr_1744280809#country#1,person,2-facs_263_tr_1744280809,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_264_r#place#1,person,2-facs_264_r,,place,birth,דווינסק,hebrew,needs_review,Q80021,Daugavpils,דענענבורג,"state city of Latvia, city under state jurisdiction in Latvia",settlement,898,Daugavpils (Latvia),דוינסק (לטביה),55.871389,26.516111,Q80021,,,,,,,place_qid_conflict,
P-2-facs_264_r#country#1,person,2-facs_264_r,,country,birth,לעטלאַנד,hebrew,linked,Q211,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,9788,Latvia,לטביה,57.0,25.0,,,,,,,,,
P-2-facs_265_tr_1744280818#place#1,person,2-facs_265_tr_1744280818,,place,birth,יאָסי,hebrew,linked,Q46852,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,669,Iași (Romania),יאסי (רומניה),47.162222,27.588889,,,,,,,,,
P-2-facs_265_tr_1744280818#country#1,person,2-facs_265_tr_1744280818,,country,birth,רומעניע,hebrew,linked,Q218,Romania,רומעניע,"sovereign state, country",country,7537,Romania,רומניה,,,,,,,,,,,
P-2-facs_266_tr_1744280774#place#1,person,2-facs_266_tr_1744280774,,place,birth,איווענעץ,hebrew,needs_review,Q2553054,Girls on the Side,,television series episode,other,,,,,,Q2995144,True,,,,,,needs_manual_type_review;place_country_unresolved,
P-2-facs_266_tr_1744280774#country#1,person,2-facs_266_tr_1744280774,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_266_r_2#place#1,person,2-facs_266_r_2,,place,birth,לאָדזש,hebrew,linked,Q580,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,179,Łódź (Poland),לודז' (פולין),51.750000,19.466667,,,,,,,,,
P-2-facs_266_r_2#country#1,person,2-facs_266_r_2,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_266_tr_1744280767#place#1,person,2-facs_266_tr_1744280767,,place,birth,וואַרשע,hebrew,linked,Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,,,,,,,,,
P-2-facs_266_tr_1744280767#country#1,person,2-facs_266_tr_1744280767,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_267_tr_1744280748#place#2,person,2-facs_267_tr_1744280748,,place,birth,ווילנע,hebrew,linked,Q216,Vilnius,ווילנע,"city, big city",settlement,943,Vilnius (Lithuania),וילנה (ליטא),54.687222,25.280000,,,,,,,,,
P-2-facs_269_tr_1744280807#place#1,person,2-facs_269_tr_1744280807,,place,birth,ראַקיטנאָ,hebrew,linked,Q2162658,Rokytne,,"city of regional significance of Ukraine, urban-type settlement in Ukraine, human settlement",settlement,26881,"Rokytne (Rivnensʹka oblastʹ, Ukraine)","רוקיטנה (מחוז רובנו, אוקראינה)",,,,,,,,,,,
P-2-facs_269_tr_1744280807#country#1,person,2-facs_269_tr_1744280807,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_270_tr_1744280697#place#1,person,2-facs_270_tr_1744280697,,place,birth,ביאַליסטאָק,hebrew,linked,Q761,Białystok,ביאליסטאק,"city with powiat rights in Poland, city, big city, tourist destination, private town",settlement,523,Białystok (Poland),ביאליסטוק (פולין),53.132356,23.168672,,,,,,,,,
P-2-facs_270_tr_1744280698#place#3,person,2-facs_270_tr_1744280698,,place,birth,ווילנע,hebrew,linked,Q216,Vilnius,ווילנע,"city, big city",settlement,943,Vilnius (Lithuania),וילנה (ליטא),54.687222,25.280000,,,,,,,,,
P-2-facs_271_tr_1744280771#place#3,person,2-facs_271_tr_1744280771,,place,birth,ברעסט ליטאָווסק,hebrew,linked,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,,,,,,,,,
P-2-facs_272_tr_1744280722#place#1,person,2-facs_272_tr_1744280722,,place,birth,לעמבערג,hebrew,needs_review,Q36036,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,166,Lʹviv (Ukraine),לבוב (אוקראינה),49.842500,24.032222,Q36036,,,,,,,place_province_mismatch,
P-2-facs_272_tr_1744280722#province#1,person,2-facs_272_tr_1744280722,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_273_tr_1744280708#place#1,person,2-facs_273_tr_1744280708,,place,birth,וואָרשע,hebrew,linked,Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,,,,,,,,,
P-2-facs_273_tr_1744280708#country#1,person,2-facs_273_tr_1744280708,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_273_r_4#place#1,person,2-facs_273_r_4,,place,birth,פּולאוו,hebrew,linked,Q320007,Puławy,,urban municipality of Poland,settlement,8777,Puławy (Poland),פולבי (פולין),,,,,,,,,,,
P-2-facs_273_r_4#country#1,person,2-facs_273_r_4,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_273_r#place#1,person,2-facs_273_r,,place,birth,סקידעל,hebrew,needs_review,Q958847,Skidzieĺ,,"city of raion subordinance, urban settlement in Belarus",settlement,72099,Skidzelʹ (Belarus),סקידל (בלארוס),,,Q958847,,,,,,,place_country_mismatch,
P-2-facs_273_r#country#1,person,2-facs_273_r,,country,birth,פּוילישליטע,hebrew,linked,Q172107,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,,,,,,,,
P-2-facs_273_tr_1744280704#place#2,person,2-facs_273_tr_1744280704,,place,birth,זוועניגראָדקאָ,hebrew,linked,Q219836,Zvenyhorodka (Ukraine),,,settlement,23182,Zvenyhorodka (Ukraine),זבניגורודקה (אוקראינה),,,Q219836,True,Q2217937,maaty,,,,needs_manual_type_review;place_country_unresolved,
P-2-facs_273_tr_1744280704#country#1,person,2-facs_273_tr_1744280704,,country,birth,אוקראָאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_274_tr_1744280822#place#1,person,2-facs_274_tr_1744280822,,place,birth,ניקאָפּאָל,hebrew,linked,Q156760,Nikopol,,"city of regional significance of Ukraine, big city, human settlement, Hero City of Ukraine",settlement,13375,Nikopol (Bulgaria),ניקופול (בולגריה),,,,,,,,,,,
P-2-facs_274_tr_1744280822#country#1,person,2-facs_274_tr_1744280822,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_274_tr_1744280827#country#1,person,2-facs_274_tr_1744280827,,country,birth,ליטע,hebrew,linked,Q37,Lithuania,ליטע,"sovereign state, unitary state, country bordering the Baltic Sea, country",country,12464,Lithuania,ליטא,55.2,24.0,,,,,,,,,
P-2-facs_275_tr_1744280807#place#1,person,2-facs_275_tr_1744280807,,place,birth,זוואָלין,hebrew,linked,Q11874,Zvolen (Slovakia),,,settlement,11609,Zvolen (Slovakia),זבולן (סלובקיה),,,Q11874,True,Q202048,maaty,,,,needs_manual_type_review;place_country_unresolved,
P-2-facs_275_tr_1744280807#country#1,person,2-facs_275_tr_1744280807,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_277_tr_1744280835#place#1,person,2-facs_277_tr_1744280835,,place,birth,אונגעני,hebrew,linked,Q858713,Ungheni,,"city, municipality of Moldova, border city",settlement,15533,Ungheni (Moldova),אונגני (מולדובה),,,,,,,,,,,
P-2-facs_277_tr_1744280830#place#1,person,2-facs_277_tr_1744280830,,place,birth,ברעסט-ליטאָווסק,hebrew,linked,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,,,,,,,,,
P-2-facs_278_tr_1744280831#place#1,person,2-facs_278_tr_1744280831,,place,birth,יעליסאַוועטגראָד,hebrew,linked,Q158292,Kropyvnytskyi,יעליסאוועטגראד,"centre of oblast, city of regional significance of Ukraine",settlement,14587,Kirovohrad (Ukraine),קירובגרד (אוקראינה),48.510278,32.266667,,,,,,,,,
P-2-facs_278_tr_1744280831#country#1,person,2-facs_278_tr_1744280831,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_278_tr_1744280823#place#1,person,2-facs_278_tr_1744280823,,place,birth,קיעוו,hebrew,linked,Q1899,Kyiv,קיעוו,"largest city, city or town, tourist destination, city in Ukraine",settlement,958,Kiev (Ukraine),קייב (אוקראינה),50.450000,30.523611,,,,,,,,,
P-2-facs_278_tr_1744280823#country#1,person,2-facs_278_tr_1744280823,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_279_tr_1744280717#place#1,person,2-facs_279_tr_1744280717,,place,birth,קיעוו,hebrew,linked,Q1899,Kyiv,קיעוו,"largest city, city or town, tourist destination, city in Ukraine",settlement,958,Kiev (Ukraine),קייב (אוקראינה),50.450000,30.523611,,,,,,,,,
P-2-facs_279_tr_1744280717#country#1,person,2-facs_279_tr_1744280717,,country,birth,אוקראָאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_279_tr_1744280711#place#1,person,2-facs_279_tr_1744280711,,place,birth,כאַרקאָוו,hebrew,linked,Q42308,Kharkiv,כארקעוו,"centre of oblast, city in Ukraine",settlement,8380,Kharkiv (Ukraine),חרקוב (אוקראינה),49.992500,36.231111,,,,,,,,,
P-2-facs_279_tr_1744280711#country#1,person,2-facs_279_tr_1744280711,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_284_tr_1744280795#place#1,person,2-facs_284_tr_1744280795,,place,birth,מיעלעץ,hebrew,needs_review,Q214844,Michelin Guide,,guide book,other,,,,,,Q658861,True,,,,,,needs_manual_type_review;place_province_mismatch,
P-2-facs_284_tr_1744280795#province#1,person,2-facs_284_tr_1744280795,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_284_tr_1744280797#place#1,person,2-facs_284_tr_1744280797,,place,birth,זשולקיעוו,hebrew,needs_review,Q864836,Zhovkva,,city in Ukraine,settlement,1703,Z︠H︡ovkva (Ukraine),זולקוה (אוקראינה),,,Q864836,,,,,,,place_province_mismatch,
P-2-facs_284_tr_1744280797#province#1,person,2-facs_284_tr_1744280797,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_284_tr_1744280794#place#1,person,2-facs_284_tr_1744280794,,place,birth,בענדין,hebrew,linked,Q461513,Będzin,בענדין,urban municipality of Poland,settlement,621,Będzin (Poland),בנדין (פולין),50.325000,19.133333,,,,,,,,,
P-2-facs_284_tr_1744280794#country#1,person,2-facs_284_tr_1744280794,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_284_tr_1744280792#place#2,person,2-facs_284_tr_1744280792,,place,birth,לעמבערג,hebrew,needs_review,Q36036,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,166,Lʹviv (Ukraine),לבוב (אוקראינה),49.842500,24.032222,Q36036,,,,,,,place_province_mismatch,
P-2-facs_284_tr_1744280792#province#1,person,2-facs_284_tr_1744280792,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_285_tr_1744280833#place#1,person,2-facs_285_tr_1744280833,,place,birth,ברעסטליטאָווסק,hebrew,linked,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,,,,,,,,,
P-2-facs_286_tr_1744280806#place#1,person,2-facs_286_tr_1744280806,,place,birth,ברעסטליטאָווסק,hebrew,needs_review,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,Q140147,,,,,,,place_country_mismatch,
P-2-facs_286_tr_1744280806#country#1,person,2-facs_286_tr_1744280806,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_286_r_2#place#1,person,2-facs_286_r_2,,place,birth,ברעסטליטאָווסק,hebrew,needs_review,Q140147,Brest,בריסק,"city of oblast subordinance, border city, big city",settlement,576,Brest (Belarus),בריסק (בלארוס),52.084722,23.656944,Q140147,,,,,,,place_country_mismatch,
P-2-facs_286_r_2#country#1,person,2-facs_286_r_2,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_286_tr_1744280812#place#1,person,2-facs_286_tr_1744280812,,place,birth,ראָדזימין,hebrew,linked,Q609246,Radzymin (Poland),,,settlement,18483,Radzymin (Poland),רדזימין (פולין),,,Q609246,True,Q199695,maaty,,,,needs_manual_type_review;place_country_unresolved,
P-2-facs_286_tr_1744280812#country#1,person,2-facs_286_tr_1744280812,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_287_tr_1744280761#place#1,person,2-facs_287_tr_1744280761,,place,birth,אַזאַרקאָוו,hebrew,linked,Q628460,Ozorków,אזארקאוו,urban municipality of Poland,settlement,18119,Ozorków (Poland),אזארקוו (פולין),51.966667,19.283333,,,,,,,,,
P-2-facs_287_tr_1744280761#country#1,person,2-facs_287_tr_1744280761,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_287_tr_1744280748#place#2,person,2-facs_287_tr_1744280748,,place,birth,קאַפּוליע,hebrew,linked,Q4232525,Kopyl Ghetto,קאפוליע געטא,Q2583015,settlement,,,,,,Q4232525,True,Q2553070,maaty,,,,needs_manual_type_review;place_country_unresolved,
P-2-facs_287_tr_1744280748#country#1,person,2-facs_287_tr_1744280748,,country,birth,ווייסרוסלאַנד,hebrew,linked,Q184,Belarus,בעלארוס,"sovereign state, unitary state, social state, country, landlocked country, republic",country,17986,Belarus,בלארוס,,,,,,,,,,,
P-2-facs_292_tr_1744280734#place#1,person,2-facs_292_tr_1744280734,,place,birth,קעלץ,hebrew,linked,Q102317,Kielce,קעלץ,"city with powiat rights in Poland, city, big city",settlement,398,Kielce (Poland),קילץ (פולין),50.872500,20.631944,,,,,,,,,
P-2-facs_292_tr_1744280734#country#1,person,2-facs_292_tr_1744280734,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_292_tr_1744280742#place#1,person,2-facs_292_tr_1744280742,,place,birth,וואַרשע,hebrew,linked,Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,,,,,,,,,
P-2-facs_292_tr_1744280742#country#1,person,2-facs_292_tr_1744280742,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_293_tr_1744280708#place#1,person,2-facs_293_tr_1744280708,,place,birth,וואַרשע,hebrew,linked,Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,,,,,,,,,
P-2-facs_293_tr_1744280708#country#1,person,2-facs_293_tr_1744280708,,country,birth,פוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_293_tr_1744280709#place#1,person,2-facs_293_tr_1744280709,,place,birth,זלאָטשעוו,hebrew,linked,Q623594,Zolochiv,,city in Ukraine,settlement,1701,"Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)","זולוצ'יב (מחוז לביב, אוקראינה)",,,Q623594,True,Q869741,maaty,,,,needs_manual_type_review;place_province_mismatch,
P-2-facs_293_tr_1744280709#province#1,person,2-facs_293_tr_1744280709,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_295_tr_1744280772#place#1,person,2-facs_295_tr_1744280772,,place,birth,זלאָ טשעוו,hebrew,linked,Q623594,Zolochiv,,city in Ukraine,settlement,1701,"Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)","זולוצ'יב (מחוז לביב, אוקראינה)",,,Q623594,True,Q869741,maaty,,,,needs_manual_type_review,
P-2-facs_296_r#place#1,person,2-facs_296_r,,place,birth,זלאָטשעוו,hebrew,linked,Q623594,Zolochiv,,city in Ukraine,settlement,1701,"Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)","זולוצ'יב (מחוז לביב, אוקראינה)",,,Q623594,True,Q869741,maaty,,,,needs_manual_type_review;place_province_mismatch,
P-2-facs_296_r#province#1,person,2-facs_296_r,,province,birth,גאַליציע,hebrew,linked,Q180086,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,1473,Galicia (Poland and Ukraine),גליציה (פולין-אוקראינה),,,,,,,,,,,
P-2-facs_297_tr_1744280788#place#1,person,2-facs_297_tr_1744280788,,place,birth,בערעסלאָוו,hebrew,needs_review,Q928716,Reboleira,,former freguesia of Portugal,other,,,,,,Q829317,True,,,,,,needs_manual_type_review;place_country_mismatch,
P-2-facs_297_tr_1744280788#country#1,person,2-facs_297_tr_1744280788,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_298_tr_1744280755#place#1,person,2-facs_298_tr_1744280755,,place,birth,לעמבערג,hebrew,linked,Q36036,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,166,Lʹviv (Ukraine),לבוב (אוקראינה),49.842500,24.032222,,,,,,,,,
P-2-facs_298_tr_1744280754#place#1,person,2-facs_298_tr_1744280754,,place,birth,רומעניע,hebrew,linked,Q596609,Vișeu de Sus,אויבער-ווישעווע,town in Romania,settlement,17537,Vișeu de Sus (Romania),וישאו דה סוס (רומניה),47.711111,24.426389,,,,,,,,,
P-2-facs_298_tr_1744280758#country#1,person,2-facs_298_tr_1744280758,,country,birth,פּויליש-ליטע,hebrew,linked,Q172107,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,,,,,,,,
P-2-facs_299_tr_1744280815#place#2,person,2-facs_299_tr_1744280815,,place,birth,מאָטעלע,hebrew,needs_review,Q1049200,Ságat,,"periodical, newspaper",other,,,,,,Q773891,True,,,,,,needs_manual_type_review;place_country_mismatch,
P-2-facs_299_tr_1744280815#country#1,person,2-facs_299_tr_1744280815,,country,birth,פּוילן,hebrew,linked,Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,,,,,,,,,
P-2-facs_299_tr_1744280816#place#1,person,2-facs_299_tr_1744280816,,place,birth,מישאַגאָלע,hebrew,needs_review,Q3494848,Maišiagala,מיישעגאָלע,human settlement,settlement,,,,,,Q3494848,,,,,,,place_country_mismatch,
P-2-facs_299_tr_1744280816#country#1,person,2-facs_299_tr_1744280816,,country,birth,פּויליש-ליטע,hebrew,linked,Q172107,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,,,,,,,,
P-2-facs_300_tr_1744280756#place#1,person,2-facs_300_tr_1744280756,,place,birth,אָדעס,hebrew,linked,Q1874,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,740,Odesa (Ukraine),אודסה (אוקראינה),46.477470,30.732620,,,,,,,,,
P-2-facs_300_tr_1744280756#country#1,person,2-facs_300_tr_1744280756,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_300_tr_1744280760#place#1,person,2-facs_300_tr_1744280760,,place,birth,ווילנע,hebrew,linked,Q216,Vilnius,ווילנע,"city, big city",settlement,943,Vilnius (Lithuania),וילנה (ליטא),54.687222,25.280000,,,,,,,,,
P-2-facs_301_tr_1744365783#place#1,person,2-facs_301_tr_1744365783,,place,birth,קעשעניעוו,hebrew,linked,Q21197,Chișinău,קעשענעוו,"city, big city, municipality",settlement,399,Chișinău (Moldova),קישינב (מולדובה),47.022778,28.835278,,,,,,,,,
P-2-facs_302_tr_1744365753#place#1,person,2-facs_302_tr_1744365753,,place,birth,קאָמענעץ-פּאָדאָלסק,hebrew,linked,Q193965,Kamianets-Podilskyi,קאמעניץ,"city of regional significance of Ukraine, city or town, big city",settlement,9048,Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine),קמיניץ-פודולסק (אוקראינה),48.680556,26.580556,,,,,,,,,
P-2-facs_302_tr_1744365753#country#1,person,2-facs_302_tr_1744365753,,country,birth,אַוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_302_tr_1744365754#place#1,person,2-facs_302_tr_1744365754,,place,birth,אַלעקסאַנדראָווסק (איצט — זאַפּאָראָזשיע),hebrew,linked,Q157835,Zaporizhzhia,זאפאראזשיע,"big city, city of regional significance of Ukraine",settlement,10765,Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine),זאפוריז'ז'יה (אוקראינה),,,,,,,,,,,
P-2-facs_302_tr_1744365754#country#1,person,2-facs_302_tr_1744365754,,country,birth,אוקראַאינע,hebrew,linked,Q212,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,9105,Ukraine,אוקראינה,,,,,,,,,,,
P-2-facs_303_tr_1744365806#place#1,person,2-facs_303_tr_1744365806,,place,birth,נאַראַיעוו,hebrew,linked,Q4313044,Narayiv,,village of Ukraine,settlement,10603,Naraïv (Ukraine),נריוב (אוקראינה),,,,,,,,,,,
P-2-facs_305_tr_1744365745#place#1,person,2-facs_305_tr_1744365745,,place,birth,ניו יאָרק,hebrew,linked,Q60,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,32,New York (N.Y.),ניו יורק (נ.י.),40.712778,-74.006111,,,,,,,,,
P-2-facs_305_tr_1744365745#country#1,person,2-facs_305_tr_1744365745,,country,birth,אַמעריקע,hebrew,linked,Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,,,,,,,,,
P-2-facs_305_tr_1744365746#place#1,person,2-facs_305_tr_1744365746,,place,birth,כערסאָן,hebrew,linked,Q156732,Kherson,,"city of regional significance of Ukraine, city in Ukraine",settlement,13994,Kherson (Ukraine),חרסון (אוקראינה),46.642500,32.625000,,,,,,,,,
