current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name
Rietavas (Li),,,?,northern Lithuania,55° 43',21° 56',45,E,Klaipėda,/RI'TEVE/,"יואל־דבֿ זאַקס, געצל זעליקאָוויטש, חיים־זלמן קראָן, אַהרן בן־ציון שורין",ריטעווע
Rokiškis (Li),,,Rakishki (R),northern Lithuania,55° 58',25° 35',80,ENE,Panevėžys,/RA'KIShOK/,--,ראַקישאָק
Rozalimas (Li),,,Rozalin? (R),northern Lithuania,55° 53',23° 53',30,WNW,Panevėžys,/ROZALyE/,--,ראָזאַליע
Rudaminė? (Li),,Rudomino (P),Rudomino? (R),southern Lithuania,54° 35',25° 24',10,S,Vilnius,/RUDOMIN/,־־,רודאָמין?
Rumšiškės (Li),,,Rumshishki (R),northern Lithuania,54° 51',24° 12',15,E,Kaunas,"/RU'MShIShEK/, /RU'MShIShOK/",שמעון גענס,"רומשישעק, רומשישאָק"
Šakiai (Li),,,Szaki (P),Suwałki,54° 57',23° 3',50,W,Kaunas,/ShAKI/,"יעקבֿ אָלייסקי, דבֿ־באָריס? גאָלדבערג, חנה וואָרצעל?, חיים זאַקס, נחמן־בער עטעלזאָן, יהודה פֿין, אסתּר רובינשטיין","שאַקי, שאָקי?"
Salakas (Li),,,Soloki? (R),northern Lithuania,55° 35',26° 8',100,NE,Vilnius,/SALO'K/,--,סאַלאָק
Salantai (Li),,,Salanty (R),northern Lithuania,56° 4',21° 34',45,NNE,Klaipėda,/SALA'NT/,"מרדכי־אַהרן גינצבורג, יוסף יפֿה, אלעזר שולמאַן",סאַלאַנט
Šalčininkai (Li),,Soleczniki Wielkie (P),Bol'shiye Solechniki (R),southern Lithuania,54° 18',25° 23',40,S,Vilnius,/GROyS-SO'LETShNIK/,יעקבֿ כּץ,גרויס־סאָלעטשניק
Šalčininkėliai (Li),,Soleczniki Małe (P),Malyye Solechniki (R),southern Lithuania,54° 23',25° 23',30,S,Vilnius,/KLEyN-SO'LETShNIK/?,---,קליין־סאָלעטשניק?
Saldutiškai? (Li),,,?,northern Lithuania,55° 21',25° 49',80,NNE,Vilnius,/SALDU'TIShOK/,--,סאַלדוטישאָק
Salkenė (Li),,,?,?,,,,,,/ShA'LKENE/,--,שאַלקענע
Saločiai (Li),,,Salaty? (R),northern Lithuania,56° 13',24° 24',50,N,Panevėžys,/SALA'T/,--,סאַלאַט
Šašuoliai (Li),,,Shesholi (R),northern Lithuania,55° 11',24° 57',55,NNW,Vilnius,/ShEShO'L/,אַבֿרהם־ישעיה קאָרבמאַן־חייט,שעשאָל
Šaukėnai (Li),,,Shavkyany (R),northern Lithuania,55° 48',22° 53',25,WSW,Šiauliai,/ShUKYA'N/,--,שוקיאַן
Šaukotas (Li),,,Shavkoty (R),northern Lithuania,55° 35',23° 25',35,S,Šiauliai,/ShAKO'T/,--,שאַקאָט
Seda (Li),,,Syady? (R),northern Lithuania,56° 10',22° 6',75,NE,Klaipėda,/SyAD/,"לאה גרינשטיין־קאַפּלאַן, ראובֿן מאַטיס",סיאַד
Šeduva (Li),,,Shadov? (R),northern Lithuania,55° 46',23° 46',30,ESE,Šiauliai,/ShA'DEVE/,"טבֿיה גען, פּסח מאַרעק, אליעזר (לאַזאַרוס) מאַנפֿריד, ישׂראל־אַבֿרהם מה־יפֿית, רחל־רבֿקה פּייפּערט, חיים פֿליישמאַן",שאַדעווע
Seirijai (Li),,,Sereje (P),Suwałki,54° 14',23° 49',70,SSW,Kaunas,/SERE'y/?,"פּאַול ט. גודווין, מאיר יעלין?, יעקבֿ ראָבינסאָן (איין שטאָט?)",סעריי? סערהיי?
Semeliškės (Li),,,Sumilishki (R),northern Lithuania,54° 40',24° 40',35,W,Vilnius,/SEMI'LIShOK/,--,סעמילישאָק
Seredžius (Li),,,Sredniki (R),northern Lithuania,55° 5',23° 25',35,NW,Kaunas,/SREDNIK/,מאיר יעלין?,סרעדניק
Šėta (Li),,,Shaty? (R),northern Lithuania,55° 17',24° 15',40,NNE,Kaunas,/ShAT/,"בנימין זיוו, יב""א זיוו, מרדכי מנוס מאָנאַסאָוויטש, אפֿרים קאַפּלאַן, יוסף קולטשיק (איין שטאָט)?",שאַט
Šiaudinė (Li),,,?,Suwałki,55° 4',22° 48',80,NNW,Kaunas?,/ShAuDINE/?,--,שאַודינע?
Šiaulėnai (Li),,,Shavlany? (R),northern Lithuania,55° 41',23° 24',25,S,Šiauliai,/ShAVLA'N/,--,שאַוולאַן
Šiauliai (Li),,,Shavly (R),northern Lithuania,55° 56',23° 19',,,,/ShAVL/,"לייב אַבראַם, דוד איזאַקאָוויטש, וויליאַן אייברעמס, אַרהן בערגמאַן, שמואל גאָץ, יחיאל זאַקס, חנה חײַטין, מ. יאַנאָווער, מרדכי ליטווין, יעקבֿ־צבֿי סאָבעל, יעקבֿ־ישעיה פֿרידמאַן, שלמה קאַרטון, וויליאַם קײַזער?",שאַוול
Siesikai (Li),,,Sesiki (R),northern Lithuania,55° 18',24° 30',50,NE,Kaunas,/ShEShIK/ (stress?),--,שעשיק
Šilalė (Li),,,Shileli? (R),northern Lithuania,55° 28',22° 12',75,ESE,Klaipėda,/ShILE'?L/,אליהו־עקיבֿא ראַבינאָוויטש,שילעל
Šilutė? (Li),,,Heidekrug (G),Memel?,55° 21',21° 29',45,SSE,Klaipėda,/ShILUTE/,--,שילוטע
Šiluva (Li),,,Shidlovo (R),northern Lithuania,55° 32',23° 14',40,S,Šiauliai,/ShI'DLEVE/,--,שידלעווע
Simnas (Li),,,Simno (P),Suwałki,54° 24',23° 39',55,SSW,Kaunas,/SIMNE/,--,סימנע
Šimonys (Li),,,Shimantsy? (R),northern Lithuania,55° 44',25° 9',45,E,Panevėžys,/ShIMA'NTs/,--,שימאַנץ
"Širvintos, Širvintai? (Li)",,,Shirvinty? (R),northern Lithuania,55° 3',24° 57',40,NNW,Vilnius,/ShIRVI'?NT/,"אַבֿנר טענענבוים, לעאָן כאַזאַנאָוויטש",שירווינט
Skapiškis (Li),,,Skopishki (R),northern Lithuania,55° 53',25° 12',55,ENE,Panevėžys,/SKO'PIShOK/,"(י)רחמיאל פֿעלדמאַן, לייבל פֿעלדמאַן",סקאָפּישאָק
Skaudvilė (Li),,,?,northern Lithuania,55° 24',22° 35',65,SW,Šiauliai,/ShKUDVIL/ (stress?),--,שקודוויל
Skiemonys (Li),,,Skemyany (R),northern Lithuania,55° 25',25° 16',65,SE,Panevėžys,/ShKUMYA'N/,--,שקומיאַן
Skuodas (Li),,,Shkudy? (R),northern Lithuania,56° 16',21° 32',60,NNE,Klaipėda,/ShKUD/,"לעאָ בערנשטיין, הערי (הערץ) לאַנג, ישׂראל סקודער",שקוד
Smilgiai (Li),,,Smil'gi? (R),northern Lithuania,55° 48',24° 1',20,WNW,Panevėžys,/SMILG/,בערל רעזניקאָוויטש,סמילג
Šnipiškės (Li),,Śnipiszki (P),Snipishki (R),southern Lithuania,,,,,part of Vilnius,/ShNI'PIShOK/,---,שניפּישאָק
Stakliškės (Li),,,Stoklishki (R),northern Lithuania,54° 36',24° 19',40,SE,Kaunas,/STO'KLIShOK/,ישׂראל־זאבֿ קרייער,סטאָקלישאָק
Strėvininkai (Li),,,Straveniki (R),northern Lithuania,54° 47',24° 30',35,ESE,Kaunas,/STRA'?VENIK/,אַבֿרהם גאָלאָמב,סטראַוועניק
Subačius (Li),,,Suboch (R),northern Lithuania,55° 44',24° 47',25,E,Panevėžys,/SUBO'?TSh/,--,סובאָטש
Sudargas (Li),,,Sudargi (P),Suwałki,55° 3',22° 38',80,WNW,Kaunas,/SUDA'RG/,--,סודאַרג
Surviliškis (Li),,,Survilishki? (R),northern Lithuania,55° 27',24° 2',35,SSW,Panevėžys,/SURVI'LIShOK/,--,סורווילישאָק
Suvainiškis (Li),,,Suveynishki? (R),northern Lithuania,56° 10',25° 17',65,NE,Panevėžys,/SUVI'NIShOK/,--,סוּווינישאָק
Svėdasai (Li),,,?,northern Lithuania,55° 41',25° 22',60,E,Panevėžys,/SVADO'ShTSh/,--,סוואַדאָשטש
Švėkšna (Li),,,Shvekshna (R),northern Lithuania,55° 31',21° 37',35,SE,Klaipėda,/ShVEKSNE/,שלמה שטיינבערג,שוועקסנע
Švenčioneliai (Li),,Nowo? Święciany (P),?,southern Lithuania,55° 10',26° 0',65,NE,Vilnius,"/NAy-SVENTSyA'N/, /SVENTSyANKE/",---,"נײַ־סווענציאַן, סווענציאַנקע"
Švenčionys (Li),,Święciany (P),?,southern Lithuania,55° 9',26° 10',70,NE,Vilnius,/(ALT-)SVENTSyA'N/,"אַבֿרהם־לייב גאָרין־ גערמאַנישסקי, העשל גורוויש, מאָטל גילינסקי, מיכאל נאַטיש, לאה סווירסקי, יעקבֿ פּעטערזײַל, מוליע קאַהאַן, הערץ קאָוואַרסקי, מעינקע קאַץ, אַרקאַדי קרעמער, משה שוטאַן",(אַלט־)סווענציאַן
Taujėnai (Li),,,Tovyany (R),northern Lithuania,55° 21',24° 16',45,ESE,Panevėžys,/TAVYA'N/,--,טאַוויאַן
Tauragė (Li),,,?,northern Lithuania,55° 15',22° 17',85,SE,Klaipėda,/TAVRIK/,"יצחק־לייב ברוך, בייניש עפּשטיין",טאַווריק
Tauragnai (Li),,,?,northern Lithuania,55° 27',25° 49',90,NNE,Vilnius,/TORAGIN/,--,טאָראַגין
Telšiai (Li),,,Tel'shy? (R),northern Lithuania,55° 59',22° 15',60,WNW,Šiauliai,/TELDZ/,"לאה בענסאָן־רינק, בערל כּהן, מאיר־גרשון פּופּס, משה קריין, יעקבֿ ראַבינאָוויטש",טעל(ד)ז
Tirkšliai (Li),,,Tirkshly? (R),northern Lithuania,56° 16',22° 19',70,NW,Šiauliai,/TIRKShLE/,--,טירקשלע
Trakai (Li),,Troki (P),Troki? (R),southern Lithuania,54° 38',24° 56',20,W,Vilnius,/TROK/,־־,טראָק
Troškūnai (Li),,,Troshkuny (R),northern Lithuania,55° 36',24° 51',35,ESE,Panevėžys,/TRAShKU'N/,--,טראַשקון
Tryškiai (Li),,,Trishki (R),northern Lithuania,56° 4',22° 35',45,WNW,Šiauliai,/TRIShIK/,"דבֿ־בער גאָלדבערג, משה־יצחק סעוויץ",טרישיק
Tverai (Li),,,?,northern Lithuania,55° 44',22° 9',60,E,Klaipėda,/TVER/,--,טווער
Tytuvėnai (Li),,,Tsitovyany (R),northern Lithuania,55° 36',23° 12',35,SSW,Šiauliai,/TsITEVYA'N/,--,ציטעוויאַן
Ukmergė (Li),,,Vilkomir (R),northern Lithuania,55° 15',24° 45',55,SSE,Panevėžys,/VALKEMI'R/,"רבֿקה באַסמאַן, מאיר־אַלטער גאָנצער, הערש דובינסקי, אליהו־דבֿ הײַלפּערין, משה זייפֿערט, אַלעקסאַנדער־סענדער (סערגיי) זעלדאָוו־ ניעמאַנסקי, משה זעלדאָוו, צבֿי טאַבאָרי, מאָריס טוביאַש, יעקבֿ הלוי ליפּשיץ, ד. וו. מאיראָוויטש, אַבֿרהם (גליעב) מוטניק, ישׂראל מרדכי פּייפּערט, כאַצקל פֿראַקער","וואַלקעמיר, ווילקאָמיר"
Upyna (Li),,,Upina (R),northern Lithuania,55° 56',22° 39',35,SW,Šiauliai,/UPINE/ (stress?),"באָריס (דבֿ־בער) גערשמאַן, אַבֿרהם יפֿה, ישׂראל פֿריינקעל",אופּינע
Utėna? (Li),,,Utyany? (R),northern Lithuania,55° 30',25° 36',80,ESE,Panevėžys,/UTYyA'N/,"אַהרן ברעסטאָוויצקי, יעקבֿ־מאיר לערינמאַן",אוטיאַן
Užpaliai (Li),,,Ushpol (R),northern Lithuania,55° 39',25° 35',75,ESE,Panevėžys,/UZhPOL/ (stress?),--,אוזשפּאָל
Užventis (Li),,,Uzhventy? (R),northern Lithuania,55° 47',22° 39',40,WSW,Šiauliai,/UZVE'?NT/,--,אוזווענט
Vabalninkas (Li),,,Vobol'niki (R),northern Lithuania,55° 58',24° 45',35,NE,Panevėžys,/VABOLNIK/,שמואל־יעקבֿ יאַצקאַן,וואַבאָלניק
Vaiguva (Li),,,Vaygova? (R),northern Lithuania,55° 42',22° 45',40,SW,Šiauliai,/VA'yGEVE/,--,ווײַגעווע
Vainutas (Li),,,Voynuty? (R),northern Lithuania,55° 22',21° 50',60,SE,Klaipėda,/VAyNUTE/,--,ווײַנוטע
Valkininkai (Li),,Olkieniki (P),Ol'keniki (R),southern Lithuania,54° 21',24° 50'???,45,SW,Vilnius,/O'?LKENIK/,לייזער וואָרמאַן,אָלקעניק
Vandžiogala (Li),,,Vendzyagola (R),northern Lithuania,55° 7',23° 58',20,N,Kaunas,/VENDZIGOLE/,--,ווענדזיגאָלע
Varėna (Li),,,Orany (R),northern Lithuania,54° 15',24° 33',65,SW,Vilnius,"/ORA'N/, /ARA'N/",--,"אָראַן, אַראַן"
Varniai (Li),,formerly Medininkai (Li),Vorna? (R),northern Lithuania,55° 45',22° 22,60,WSW,Šiauliai,/VORNE/,"יהודה־לייב לאַזאַראָוו, זלמן־פּנחס נאַטהאַנס, יעקבֿ־דוד קאַמזאָן",וואָרנע
Vaškai? (Li),,,Vashki? (R),northern Lithuania,56° 10',24° 12',45,NNW,Panevėžys,/VAShKI/ (stress?),--,וואַשקי
Vegeriai (Li),,,?,northern Lithuania,56° 24',22° 57',55,NNW,Šiauliai,/VEGER/,--,וועגער
Veisiejai (Li),,,Wiejsieje (P),Suwałki,54° 6',23° 42',85,SSW,Kaunas,/VIShE'y/,--,ווישיי
Veiveriai (Li),,,Wejwery (P),Suwałki,54° 46',23° 43',20,SW,Kaunas,/VEyVER/,--,ווייווער
Veiviržėnai? (Li),,,Vevirzhany (R),northern Lithuania,55° 36',21° 36',30,ESE,Klaipėda,/VARZhA'N/,רחל לוריע,וואַרזשאַן
Veliuona (Li),,,Vileny? (R),northern Lithuania,55° 5',23° 17',40,WNW,Kaunas,/VILO'N/,--,ווילאָן
Vepriai (Li),,,Vepry? (R),northern Lithuania,55° 9',24° 34',45,NE,Kaunas,/VEPER/,משה גוטמאַן,וועפּער
Viduklė (Li),,,Vidukli (R),northern Lithuania,55° 24',22° 54',55,SSW,Šiauliai,/VIDUKLE/,--,ווידוקלע
Viekšniai (Li),,,Vekshnya (R),northern Lithuania,56° 14',22° 31',55,NW,Šiauliai,/VEKShNE/,"אַבֿרהם אידעלסאָן, אַהרן־יצחק גראָדזענסקי, יהודה ווײַנבערג, זלמן יעפֿרויקין, ישראל יעפֿרויקין",וועקשנע
Viešintos (Li),,,Veshinty (R),northern Lithuania,55° 42',24° 59',40,E,Panevėžys,/VIShINTE/,---,ווישינטע
Vievis (Li),,,Yev'ye (R),northern Lithuania,54° 46',24° 48',30,WNW,Vilnius,"/YEVYE/, /VEVYE/","לעאָן (לייב) האַלפּערן, י.א. מעריסאָן","יעוויע, וועוויע"
Vilijampolė? (Li),,,?,northern Lithuania,54° 55',23° 53',,,part of Kaunas?,/SLABODKE/? /VILyAMPOLyE/?,"שלום־יוסף זילבערשטיין, קלמן זינגמאַן, מרדכי יאַטקונסקי, נטע־הלוי ליפּשיץ, צבֿי מיליאַווסקי, קאַרל פֿאָרנבערג, חיים קושעלעוויטש",סלאָבאָדקע? וויליאַמפּאָליע?
Vilkaviškis (Li),,,"Wołkowyszki, Wyłkowyszki (P)",Suwałki,54° 39',23° 2',60,WSW,Kaunas,/VILKA?VI'S(h)K/,"מ. דעמבאָווסקי, חיים וואַרשאַווסקי, שמואל לעווין, שמואל־משה מלמד, יעקבֿ סאַפּיראָ, אליהו סינטאָווסקי, צבֿי פּוסטאָפּעדסקי","ווילקאָוויסק, ווילקאָווישק"
Vilkija (Li),,,Vilki (R),northern Lithuania,55° 3',23° 35',25,NW,Kaunas,/VILKI'?/,משה־חיים פֿרענק,ווילקי
Vilnius (Li),,Wilno (P),Vil'na (R) [Vilna (E)],southern Lithuania,54° 41',25° 19',,,,/VILNE/,"ה[ירש] אוטיאַן, מאַרק אידעלסאָן, טובֿיה־ברוך אייגעס, יוסף אַלבירט, לייב אַלטשולער, חיים־זלמן אַליאָשעוויטש, בן־ציון אַלפֿס, י. אַנטאָקאָלעץ, פּאַוועל אַנמאַן־ראָזענטאַל, יאַנקל אַס, לייב אָפּעסקין, יוסף אַראָנאָוויטש, מרדכי אָרלין, אפֿרים אָשרי, שאָול? באַדאַנעס, אַהרן באַסטאָמסקי, שלמה באַסטאָמסקי, אַבֿרהם בולקין, שלמה (בעליס־לעגיס) בייליס, צפּורה בירמאַן, שיינע־פֿייגל בלאָנד, חנה בלאַנקשטיין, אַבֿרהם בלום, א.א. בן־גור, בן־יעקבֿ, חיים בעז, א.־י. בענענסאָן, בערטאַ בענקענשטאַדט, מלכּה בערלאַנד, שואל בראָן, כּתריאל ברוידאָ, יצחק ברוידעס, ראובֿן־אָשר ברוידעס, אַהרן־מיכל ברוכאָוו, עמנואל גאָלאָמב, אײַזיק גאָלדבורט, עמנואל גאָלדשמידט, אַבֿרהם גאָרדאָן, יהודה־לייב גאָרדאָן, יעקבֿ גאָרדאָן, מ. גאָרדאָן, מיכל גאָרדאָן, שואל גאָרדאָן, משה גורין, אַהרן גורלאַנד, משה גירשאָוויטש, אליהו גלאָבוס, מאיר גליאָט, הירש גליק, אַריה (לעאָן) גלעזער, יהודה גענזעל, אידע גראָדזיאַנאָווסקי, חיים גראַדע, צבֿי־הירש (הענרי גערסאָני) גרשוני, אליהו דאַווידזאָן, יצחק דגים, ישׂראל דובאָווסקי, לעאָן דושמאַ,ן אײַזיק־מאיר דיק, מרדכי־יעקבֿ האָבער, יצחק־בער האָנעס, נתן האָראָוויץ, משה־לייב האַשקעס (האַנציג), יצחק־אײַזיק הלוי הורוויטש, שמואל הורוויטש, יחיאל־מיכאל העלפּערין, פֿישל העלערשטיין, אלחנן וואָגלער, משה וואָלאָזשינסקי, לאה וואַלט, לייזער וואָלף, היערש וואַנעל, קלמן וואַפּנער, דוד ווײַנטרויב, אוריאל ווײַנרײַך, אַהרן (רחמיאל) ווײַנשטיין, אַריה־לייב ווײַנשטיין, בתיה (בערטאַ) וויערניק, פּרץ וויערניק, אַבֿרהם ווירשובסקי, עליע ווערבלון, שפֿרה ווערבער, שמואל ווערסעס, לעאָן זאָלאָטקאָף, בנימין זאַלמאַנאָוויטש, פּנינה זאַלצמאַן, חאיר זײַדשנור, יאַשע זעלדין, שלום זשירמאַן, ישׂראל חדש, מנחם חפֿץ, חיים טאָבריס, שמשון טאַפּואַך, לייב טורבאָוויטש, דוד טראָצקי, פֿײַוול טריפּיאַנסקי, יוסף־אליהו טריוווּש, ש.י. טשאַרנאָ, ב. (בח""יי) יאָגיכעס, חיים יאַוויטש, יהונתן יאָנאַטהאַנזאָן, אליהו יאָנעס, דינה (נאַדיעזשדאַ) יאַפֿע, מרדכי יאָפֿע, דרישאַ? (גרשון) יאַשונסקי, שואל ידידאָוויטש, איסאַי (ישעיה) יודין־אײַזענשטאַדט, י.כ. יודעלעוויטש, דוד יוטאַן, יהודה יולין, דוד יעדוואַבניק, שלמה יצחקי, יעפֿים (חיים) ישורון, גאונה כּהן, יהודה־לייב כּהן, ראובֿן כּהן, חבֿל כּץ, לאַזאַר לאָזאָווסקי, ברוך לובאָצקי, לעווין אַבראַם (אַריה־לייב) ליאָן ד'אָר, אַלעקסאַנדער ליבאָ, יואל ליבאָוויטש, מאַרק ליבער, שלמה לידער, אַ. ליטוואַק, חיים־גרשון לייבאָוויטש, יוסף לייקין, מרדכי ליפֿשיץ, לילקע לעווין, משה (בער סאָרין) לעווין, שא?ול לעווין, יחזקאל־יעקבֿ לעטאַבלע, אַלעקסאַנדער (סענדער) מאַץ, צבֿי־הירש מאַץ (מ""ץ), אַבֿרהם מאָרעווסקי, מרדכי מאַרקעלעס, דוד (ראובֿן) מגיד, חנה (צבֿיה) מגיד, יצחק מילאַקאָווסקי, לואיס? ע. מיללער, חנן־יעקבֿ מיניקעס, מאָטל מינקאָוו, פּרץ מיראַנסקי, אַהרן נאַגער, מאַקס נאַדעל, רבֿקה נאָטיק, משה סאָלאָוויי, אַבא סאַפּיר, שא?ול סאַפּיר, במינין סאַראַבסקי, יהושע סטאָליצקי, לייב סטאָצקי, פּאַטי (מאַטלע) סרעדניצקי (קרעמער), יצחק עגן (ניצבערג), חיים (הערמאַן) עליאַשאָוו), לאַזאַר עפּשטיין, חיהלע פּאָזנאַנסקי, אַבא פּאַסוועל, הירש פּאָרודאָמינסקי, חיים פּופּקאָ, גרשון פּלודערמאַכער, יעקבֿ פּעסקין, שמואל פּעסקין, אַבֿרהם פּעקלער, מישאַ פּערסאַ?ל, סואבֿן? פֿאַלק, י.ל. פֿאַקס, בת־שבֿע פֿײַ?גענבערג, חנה פֿײַ?גענבערג, דניאל פֿײַנשטיין, שולמית פֿישער, אליקום צונזער, פּרץ(־אַלטער) צונזער, ב. צוקערמאַן, יצחק צוקערמאַן, נחמה ציא?נסאָן, חיים־בונים צימבלער, ש. צעפּעלעוויטש",ווילנע
Virbalis (Li),,,"Wierzbołów, Wierzbołowo (P) [Wirballen (G)]",Suwałki,54° 38',22° 49',75,WSW,Kaunas,/VE'R(Zh)BELOVE/,"יהואש, מרדכי־מענדל לעווין (ממ""ל)",ווער(זש)בעלאָווע
Višakio Rūda? (Li),,,?,Suwałki,54° 48',23° 26',30,WSW,Kaunas,/VISOKERUDE/,--,וויסאָקע־רודע
Vištytis (Li),,,Wisztyniec (P),Suwałki,54° 27',22° 43',85,WSW,Kaunas,/VI'?ShTINITs/,"אַבֿרהם־חיים חרל""פּ, מענדל סודאַרסקי","וויסטיניץ?, ווישטיניץ?"
Vyžuonos (Li),,,Vizhuny (R),northern Lithuania,55° 36',25° 30',70,ESE,Panevėžys,/VIZhU'N/,--,וויזשון
Ylakiai (Li),,,Iloki? (R),northern Lithuania,56° 17',21° 51',75,NE,Klaipėda,/YELO'K/,--,יעלאָק
Žagarė (Li),,,Zagory (R),northern Lithuania,56° 21',23° 15',40,N,Šiauliai,"/ZAGER/, /NAy-ZAGER/","יהודה בלידין, יעקבֿ דינעזאָן, אַבֿרהם־שׂמחה זאַקס, יהודה־לייב יאָסעלאָוויץ, ישׂראל לעווי, יצחק־אײַזיק לעוויטאַץ?, יהושע הלוי מזח, יחזקאל סויבער, חיה פּעדלער, מאַרק ראַזומני","זאַגער, נײַ־זאַגער"
