kima_id	kima_rom	variant	source	attestations	contexts	wikidata_qid	notes
6916	Stremil'che (Ukraine)	סטרזשעמילצע	Zylbercweig lexicon (Maaty reconciliation)	3-facs_272_tr_1755674151	birth	Q4443856	match_status:NAME_EXACT
451	Rzeszów (Poland)	רזשעקאַ	Zylbercweig lexicon (Maaty reconciliation)	3-facs_274_tr_1755674141	birth	Q598	match_status:WIKIDATA
962	Zamość (Poland)	זאַמושסץ	Zylbercweig lexicon (Maaty reconciliation)	3-facs_276_tr_1755674164	birth	Q145972	match_status:WIKIDATA
79981	Berezino (Minskai︠a︡ voblastsʹ, Belarus)	בערעזיין	Zylbercweig lexicon (Maaty reconciliation)	3-facs_281_tr_1755674196	birth	Q200833	match_status:WIKIDATA
23180	Zarichanka (Ukraine)	לאַנצקאָריניע	Zylbercweig lexicon (Maaty reconciliation)	3-facs_289_tr_1755803006	birth	Q4187201	match_status:NAME_EXACT
895	Dubno (Ukraine)	דובנע	Zylbercweig lexicon (Maaty reconciliation)	3-facs_312_tr_1756043047	birth	Q932184	match_status:WIKIDATA
23888	Szydłów (Województwo Świętokrzyskie, Poland)	שיידלאָוו	Zylbercweig lexicon (Maaty reconciliation)	3-facs_317_tr_1756045223	birth	Q787968	match_status:WIKIDATA
23863	Krynki (Poland)	קריניק	Zylbercweig lexicon (Maaty reconciliation)	3-facs_326_tr_1756057712	birth	Q286696	match_status:WIKIDATA
11264	Chełm (Lublin, Poland)	כעלם	Zylbercweig lexicon (Maaty reconciliation)	3-facs_331_tr_1756058522	birth	Q234184	match_status:WIKIDATA
528	Bielsk Podlaski (Poland)	ביעלסק-פּאָדלאָסקאַ	Zylbercweig lexicon (Maaty reconciliation)	3-facs_359_tr_1755856144	birth	Q850714	match_status:WIKIDATA
10034	Sandomierz (Poland)	סאַנדאָמיר (צויזמער)	Zylbercweig lexicon (Maaty reconciliation)	3-facs_372_r_4	birth	Q193177	match_status:WIKIDATA
10546	Bydgoszcz (Poland)	בידגאשטש	Zylbercweig lexicon (Maaty reconciliation)	3-facs_399_tr_1755856127	birth	Q41252	match_status:WIKIDATA
16227	Krasnystaw (Poland)	קראַסניסטאָוו	Zylbercweig lexicon (Maaty reconciliation)	3-facs_399_tr_1755856125	birth	Q155088	match_status:WIKIDATA
525	Biłgoraj (Poland)	בילגאָריי	Zylbercweig lexicon (Maaty reconciliation)	3-facs_401_tr_1755856142	birth	Q319445	match_status:WIKIDATA
436	Kalisz (Poland)	קאָליש	Zylbercweig lexicon (Maaty reconciliation)	5-facs_75_tr_1733059379	birth	Q52842	match_status:WIKIDATA
23506	Sadhora (Chernivtsi, Ukraine)	סאַדאַגורע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_89_tr_1733059485	birth	Q2005381	match_status:WIKIDATA
175	Końskowola (Poland)	קאָנסקאָ-וואָליאַ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_91_tr_1733059445	birth	Q1959	match_status:WIKIDATA
22488	Lahoysk (Belarus)	לאָהויסק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_126_tr_1733832829	birth	Q200968	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָהילעוו-פּאַדאָלסק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_165_tr_1735652613	birth	Q997469	match_status:WIKIDATA
14451	Švenčionys (Lithuania)	אַלטסווענציאַן	Zylbercweig lexicon (Maaty reconciliation)	5-facs_240_tr_1739222482	birth	Q137863	match_status:WIKIDATA
16227	Krasnystaw (Poland)	קראַסנאָסטאַוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_242_tr_1739221237	birth	Q155088	match_status:WIKIDATA
18080	Lipno (Włocławek, Poland)	ליפנע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_250_tr_1739221688	birth	Q324922	match_status:WIKIDATA
10740	Kazanʹ (Russia)	קאַזאַן	Zylbercweig lexicon (Maaty reconciliation)	5-facs_270_tr_1739220577	birth	Q900	match_status:WIKIDATA
8525	Biała Podlaska (Poland)	ביאַלאַ-פּאָדלאַסק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_276_tr_1739221992	birth	Q209932	match_status:WIKIDATA
16772	Fălești (Moldova)	פֿאַלעשטי	Zylbercweig lexicon (Maaty reconciliation)	5-facs_281_tr_1739220611	birth	Q2078085	match_status:WIKIDATA
962	Zamość (Poland)	מזרח-פּוילן	Zylbercweig lexicon (Maaty reconciliation)	5-facs_324_tr_1739221845	birth	Q145972	match_status:WIKIDATA
23603	Viekšniai (Lithuania)	וועקשנע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_331_tr_1739222376	birth	Q379669	match_status:NAME_EXACT
83617	Słomniki (Poland)	סלאָמניקי	Zylbercweig lexicon (Maaty reconciliation)	5-facs_353_r	birth	Q1281172	match_status:WIKIDATA
386	Konin (Konin, Poland)	קאָנין	Zylbercweig lexicon (Maaty reconciliation)	5-facs_358_tr_1739221627	birth	Q52845	match_status:WIKIDATA
352	Bohuslav (Ukraine)	באָגוסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_421_tr_1739222380	birth	Q1936339	match_status:WIKIDATA
442	Romny (Ukraine)	ראָמנע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_434_tr_1739221693	birth	Q161994	match_status:WIKIDATA
18497	Gostynin (Poland)	גאָסטינין	Zylbercweig lexicon (Maaty reconciliation)	5-facs_441_tr_1739220583	birth	Q983735	match_status:WIKIDATA
13372	Ventspils (Latvia)	ווינדאָו	Zylbercweig lexicon (Maaty reconciliation)	5-facs_442_tr_1739222531	birth	Q104036	match_status:NAME_EXACT
81438	Tulʹchyn (Ukraine)	טולטשין	Zylbercweig lexicon (Maaty reconciliation)	5-facs_483_tr_1739222529	birth	Q997568	match_status:WIKIDATA
16772	Fălești (Moldova)	פֿאָלעשטיי	Zylbercweig lexicon (Maaty reconciliation)	5-facs_538_tr_1739221977	birth	Q2078085	match_status:WIKIDATA
15981	Rawa Mazowiecka (Poland)	ראַוואַ מאַזאָוויעצקאַ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_561_tr_1739222221	birth	Q149059	match_status:WIKIDATA
765	Tarnów (Poland)	טאָרנע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_570_tr_1739221417	birth	Q106281	match_status:WIKIDATA
12619	Roz︠h︡yshche (Ukraine)	ראָזשישטש	Zylbercweig lexicon (Maaty reconciliation)	5-facs_587_tr_1739221101	birth	Q148896	match_status:NAME_EXACT
86925	Žydų gatvė (Vilnius, Lithuania)	ווילנער	Zylbercweig lexicon (Maaty reconciliation)	5-facs_592_r_26	birth	Q707539	match_status:WIKIDATA
7033	Mexico City (Mexico)	מעקסיקע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_595_tr_1739220497|5-facs_607_tr_1739222280	birth	Q1489	match_status:WIKIDATA
6463	London (Ont.)	קאָנאָדע	Zylbercweig lexicon (Maaty reconciliation)	5-facs_598_tr_1739222545	birth	Q92561	match_status:WIKIDATA
17474	Włoszczowa (Poland)	וולאַשטשאווא	Zylbercweig lexicon (Maaty reconciliation)	5-facs_602_tr_1739222225	birth	Q611784	match_status:WIKIDATA
34	Nasielsk (Poland)	נאָשעלסק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_609_r_249	birth	Q1579038	match_status:WIKIDATA
8268	Steyr (Austria)	עסטרייך	Zylbercweig lexicon (Maaty reconciliation)	5-facs_610_r_145	birth	Q260320	match_status:WIKIDATA
16554	Sierpc (Poland : Powiat)	שערפּץ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_615_r_7	birth	Q928392	match_status:NAME_EXACT
81	Fălticeni (Romania)	פֿאַלטיטשען	Zylbercweig lexicon (Maaty reconciliation)	6-facs_18_tr_1747746220	birth	Q303015	match_status:WIKIDATA
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פּעריאָסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_18_tr_1747746206	birth	Q639839	match_status:WIKIDATA
20470	Kudirkos Naumiestis (Lithuania)	וולאַדיסלאַוואָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_19_tr_1747746110	birth	Q985366	match_status:NAME_EXACT
26098	Khodorkiv (Zhytomyr oblast, Ukraine)	כאַדאָרקאָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_20_tr_1747746136	birth	Q4498775	match_status:WIKIDATA
17642	Siemiatycze (Poland)	סעמיאַטיטש	Zylbercweig lexicon (Maaty reconciliation)	6-facs_41_tr_1747746160	birth	Q218980	match_status:WIKIDATA
23503	Rîmnicu Sărat (Romania)	רעמניקו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_41_tr_1747746159	birth	Q617624	match_status:WIKIDATA
9128	Piatra Neamt (Romania)	פּיאַטראנעאַמץ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_43_tr_1747746166	birth	Q187945	match_status:NAME_EXACT
11673	Novoselyt︠s︡i︠a︡ (Chernivet︠s︡ʹka oblastʹ, Ukraine)	נאָוואָסעליץ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_50_tr_1747746193	birth	Q149030	match_status:WIKIDATA
17247	Radomsko (Poland)	דאָדאָמסק	Zylbercweig lexicon (Maaty reconciliation)	6-facs_60_tr_1747746188	birth	Q158796	match_status:WIKIDATA
15022	Mokotów (Warsaw, Poland)	מאָקאָטאָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_62_tr_1747746121	birth	Q1634585	match_status:WIKIDATA
576	Brest (Belarus)	בריסק דליטע	Zylbercweig lexicon (Maaty reconciliation)	6-facs_97_tr_1747746189|6-facs_185_tr_1747825159|7-facs_71_r	birth	Q140147	match_status:WIKIDATA
683	Botosani (Romania)	באַטאָשאַן	Zylbercweig lexicon (Maaty reconciliation)	6-facs_98_r	birth	Q178855	match_status:WIKIDATA
669	Iași (Romania)	יאָס	Zylbercweig lexicon (Maaty reconciliation)	6-facs_108_r|6-facs_417_tr_1747930464|6-facs_641_tr_1747930520	birth	Q46852	match_status:WIKIDATA
16672	Bilhorod-Dnistrovsʹkyĭ (Ukraine)	אַקערמאַן	Zylbercweig lexicon (Maaty reconciliation)	6-facs_108_r_4	birth	Q672990	match_status:WIKIDATA
846	Slavuta (Ukraine)	סלאַוואַטאַ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_118_tr_1747825157	birth	Q856018	match_status:WIKIDATA
20403	Radoszyna (Poland)	ראַדאָשיין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_119_r_50	birth	Q5173615	match_status:WIKIDATA
658	Kremenets (Ukraine)	קרעמענעץ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_125_tr_1747825044	birth	Q849116	match_status:WIKIDATA
15757	Moisés Ville (Argentina)	מאָזעסווייל	Zylbercweig lexicon (Maaty reconciliation)	6-facs_140_tr_1747825131	birth	Q2916085	match_status:WIKIDATA
14894	Dzi︠a︡rzhynsk (Belarus)	קאַידאַנאָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_144_tr_1747825158	birth	Q200891	match_status:NAME_EXACT
19134	Starokosti︠a︡ntyniv (Ukraine)	אַלט-קאָנסטאַנטין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_153_tr_1747825076	birth	Q997429	match_status:WIKIDATA
12861	Raseiniai (Lithuania)	ראָסיין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_157_tr_1747825067	birth	Q658562	match_status:WIKIDATA
72390	Lyuban (Belarus)	ליובאַן	Zylbercweig lexicon (Maaty reconciliation)	6-facs_159_tr_1747825090	birth	Q200991	match_status:WIKIDATA
85189	Liubar (Ukraine)	ליובאָר	Zylbercweig lexicon (Maaty reconciliation)	6-facs_165_tr_1747825090	birth	Q2652151	match_status:WIKIDATA
30	Suwałki (Poland)	סווואַלק	Zylbercweig lexicon (Maaty reconciliation)	6-facs_171_tr_1747825169	birth	Q236083	match_status:WIKIDATA
105	Smorgon (Belarus)	סמאַרגאָן	Zylbercweig lexicon (Maaty reconciliation)	6-facs_176_tr_1747825145	birth	Q958617	match_status:WIKIDATA
7773	Brest (France)	בריסק ליטאָווסק	Zylbercweig lexicon (Maaty reconciliation)	6-facs_181_tr_1747825054	birth	Q12193	match_status:WIKIDATA
23506	Sadhora (Chernivtsi, Ukraine)	סאַדיגוראַ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_193_tr_1747825032	birth	Q2005381	match_status:WIKIDATA
20519	Anykščiai (Lithuania)	אָניקשט	Zylbercweig lexicon (Maaty reconciliation)	6-facs_202_tr_1747928985	birth	Q505416	match_status:WIKIDATA
18926	Wola (Warsaw, Poland)	וואָליאַ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_210_tr_1747928994	birth	Q1020136	match_status:NAME_EXACT
528	Bielsk Podlaski (Poland)	בעלסק	Zylbercweig lexicon (Maaty reconciliation)	6-facs_224_tr_1747929007	birth	Q816185	match_status:NAME_EXACT
13452	Rz︠h︡yshchiv (Ukraine)	רזשיטשעוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_260_tr_1747928893	birth	Q4394270	match_status:NAME_EXACT
8760	Focsani (Romania)	פֿאָקשאַניי	Zylbercweig lexicon (Maaty reconciliation)	6-facs_263_tr_1747928942	birth	Q192265	match_status:WIKIDATA
19134	Starokosti︠a︡ntyniv (Ukraine)	ניי-קאָנסטאַנטין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_264_tr_1747928896	birth	Q997429	match_status:WIKIDATA
27168	Nemyriv (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	נעמיראָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_271_r_1	birth	Q997335	match_status:WIKIDATA
84	Poznań (Poland)	פּאָזען	Zylbercweig lexicon (Maaty reconciliation)	6-facs_602_tr_1747930296	birth	Q268	match_status:WIKIDATA
27167	Malyn (Rivnensʹka oblastʹ, Ukraine)	מאַלין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_611_r_33	birth	Q148997	match_status:WIKIDATA
19211	Chyhyryn (Cherkasʹka oblastʹ, Ukraine)	טשיגרין	Zylbercweig lexicon (Maaty reconciliation)	6-facs_639_tr_1747930195	birth	Q161980	match_status:NAME_EXACT
21649	Balta (Ukraine)	באַלטע	Zylbercweig lexicon (Maaty reconciliation)	6-facs_648_tr_1747930309	birth	Q805554	match_status:WIKIDATA
17745	Sokołów Podlaski (Poland)	סאָקאָלאָוו פּאָדלאָסקי	Zylbercweig lexicon (Maaty reconciliation)	6-facs_652_tr_1747931529	birth	Q1613105	match_status:WIKIDATA
8525	Biała Podlaska (Poland)	ביאלאַ פּאָדלאַסקאַ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_662_tr_1747931525	birth	Q209932	match_status:WIKIDATA
962	Zamość (Poland)	זאָמאָשטש	Zylbercweig lexicon (Maaty reconciliation)	6-facs_663_r_1	birth	Q145972	match_status:WIKIDATA
72099	Skidzelʹ (Belarus)	סקידעל	Zylbercweig lexicon (Maaty reconciliation)	6-facs_665_r_1	birth	Q958847	match_status:WIKIDATA
9052	Rostov-na-Donu (Russia)	ראָסטאָוו ביים דאָן	Zylbercweig lexicon (Maaty reconciliation)	7-facs_8_r_3	birth	Q908	match_status:WIKIDATA
26098	Khodorkiv (Zhytomyr oblast, Ukraine)	כאָדערקאָוו	Zylbercweig lexicon (Maaty reconciliation)	7-facs_11_r_2	birth	Q4498775	match_status:WIKIDATA
69933	Mokhnivka (Ukraine)	מאַכנאָווקע	Zylbercweig lexicon (Maaty reconciliation)	7-facs_14_r_5	birth	Q2511152	match_status:WIKIDATA
920	Gdańsk (Poland)	דאַנציג	Zylbercweig lexicon (Maaty reconciliation)	7-facs_17_tr_1756390458	birth	Q1792	match_status:WIKIDATA
436	Kalisz (Poland)	קאַליש	Zylbercweig lexicon (Maaty reconciliation)	7-facs_47_tr_1756359790	birth	Q52842	match_status:WIKIDATA
797	Khmelnytskyi (Ukraine)	פּראָסקוראָוו	Zylbercweig lexicon (Maaty reconciliation)	7-facs_48_tr_1756359790	birth	Q156717	match_status:WIKIDATA
82089	Telenești (Moldova)	טעלענעשט	Zylbercweig lexicon (Maaty reconciliation)	7-facs_53_tr_1756359804	birth	Q647051	match_status:WIKIDATA
71242	Pidkamin (Ukraine)	פּאָדקאָמיין	Zylbercweig lexicon (Maaty reconciliation)	7-facs_73_r	birth	Q2509983	match_status:WIKIDATA
18284	Dyatlovo (Belarus)	זשעטל	Zylbercweig lexicon (Maaty reconciliation)	7-facs_75_r_1	birth	Q1025883	match_status:WIKIDATA
30	Suwałki (Poland)	סיוואָלק	Zylbercweig lexicon (Maaty reconciliation)	7-facs_76_r_2	birth	Q236083	match_status:WIKIDATA
17006	Polatsk (Belarus)	פּאָלאָצק	Zylbercweig lexicon (Maaty reconciliation)	7-facs_106_tr_1757328790	birth	Q200797	match_status:WIKIDATA
552	Opatów (Tarnobrzeg, Poland)	אָפּט (אָפּאַטאָוו)	Zylbercweig lexicon (Maaty reconciliation)	4-facs_613_tr_1755030200	birth	Q981742	manual_review; match_status:FUZZY
8141	Ni︠a︡sviz︠h︡ (Belarus)	ניעסוויזש	Zylbercweig lexicon (Maaty reconciliation)	1-facs_379_r_2	birth	Q201230	manual_review; match_status:FUZZY
846	Slavuta (Ukraine)	סלאָוויטע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_383_tr_1739715273	birth	Q1023004	manual_review; match_status:FUZZY
8141	Ni︠a︡sviz︠h︡ (Belarus)	נעסוויזש	Zylbercweig lexicon (Maaty reconciliation)	2-facs_157_tr_1744279097|3-facs_250_r|3-facs_310_tr_1755973672	birth	Q201230	manual_review; match_status:FUZZY
2094	Santa Catalina Island (Calif.)	דער קאָלאָניע סאַנטאַ קאַטאָלינאַ	Zylbercweig lexicon (Maaty reconciliation)	3-facs_341_tr_1756106971	birth	Q2096227	manual_review; match_status:FUZZY
8141	Ni︠a︡sviz︠h︡ (Belarus)	נייעסוויעזש	Zylbercweig lexicon (Maaty reconciliation)	5-facs_535_tr_1739222170	birth	Q201230	manual_review; match_status:FUZZY
