current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Kozelets' (U),Kozelets (R),,,eastern Ukraine,50° 55',31° 7',60,SSW,Chernihiv,/KO'ZELITs/,יהודה־לייב צירלסאָן,קאָזעליץ,Ukraine,50.9167,31.1167,Ukraine,50.9167,31.1167
Kozliv (U),Kozlov (R),Kozłów (P),,east Galicia,49° 58',24° 32',15,W,Ternopil',/KOZLEV/?,־־,קאָזלעוו?,Ukraine,49.9667,24.5333,Ukraine,49.9667,24.5333
Kozova (U),Kozova (R),Kozowa (P),,east Galicia,49° 26',25° 9',35,SW,Ternopil',/KO'ZEVE/,־־,קאָזעווע,Ukraine,49.4333,25.1500,Ukraine,49.4333,25.1500
Kozyn (U),Kozin (R),,,Volhynia,50° 16',25° 28',60,SW,Rivne,/KOZIN/ (initial stress),־־,קאָזין,Ukraine,50.2667,25.4667,Ukraine,50.2667,25.4667
Krachkivka (U),?,,,eastern Ukraine,49° 2',30° 26',115,SW,Cherkasy,/KRATShKIFKE/(stress?),־־,קראַטשקיווקע,Ukraine,49.0333,30.4333,Ukraine,49.0333,30.4333
Krasna (U),Krasnaya (R),Krásná Hora? (Cz),Tarackraszna (H),Transcarpathia,48° 14',23° 57',90,SE,Mukacheve,/KRASNE/,---,קראַסנע,Ukraine,48.2333,23.9500,Ukraine,48.2333,23.9500
Krasne (U),Krasnoye (R),?,,east Galicia,49° 55',24° 37',35,E,L'viv?,/KRASNE/,--,קראַסנע,Ukraine,49.9167,24.6167,Ukraine,49.9167,24.6167
Krasne (U),Krasnoye (R),,,eastern Ukraine,48° 54',28° 25',35,S,Vinnytsya?,/KROSNE/,שיקע דריז,קראָסנע,Ukraine,48.9000,28.4167,Ukraine,48.9000,28.4167
Krasnohrad (U),Krasnograd (R),,,eastern Ukraine,49° 22',35° 27',60,ESE,Poltava,/KRASNOGRAD/?,־־,קראַסנאָגראַד,Ukraine,49.3667,35.4500,Ukraine,49.3667,35.4500
Krasnopil' (U),Krasnopol' (R),,,eastern Ukraine,49° 50',28° 3',60,SW,Zhytomyr,/KRASNEPOLyE/,־־,קראַסנעפּאָליע,Ukraine,49.8333,28.0500,Ukraine,49.8333,28.0500
Krasnopilka (U),Krasnopolka (R),,,eastern Ukraine,48° 48',29° 44',90,N,Balta,/KRASNEPOLKE/,־־,קראַסנעפּאָלקע,Ukraine,48.8000,29.7333,Ukraine,48.8000,29.7333
Krasnosilka (U),Krasnosyolka (R),,,eastern Ukraine,49° 59',28° 0',35,WNW,Zhytomyr?,?,־־,קראַסנאָסעלקע?,Ukraine,49.9833,28.0000,Ukraine,49.9833,28.0000
Krasyliv (U),Krasilov (R),,,eastern Ukraine,49° 39',26° 58',20,N,Khmel'nyts'kyy,/KRESILEV/,"ברוך־יוסף ז""ק",קרעסילעוו,Ukraine,49.6500,26.9667,Ukraine,49.6500,26.9667
Krekhovychi (U),Krekhovichi (R),Krechowce (P),,east Galicia,49° 00',24° 9',35,WNW,Ivano-Frankivs'k,/KRE'KhOVITs/?,־־,קרעכאָוויץ?,Ukraine,49.0000,24.1500,Ukraine,49.0000,24.1500
Kremenchuk (U),Kremenchug (R),,,eastern Ukraine,49° 4',33° 25',85,SW,Poltava,/KRIMENTShU'K/,"עלבערט איידלען־טראָמער, אליהו גאַלאַצקי, הלל זלאַטאָפּאָלסקי, אַבֿרהם זלאַטין, יוסף ליטיטשעווסקי, חיים ספּיוואַק, עמנואל קאַזאַקעוויטש, מאיר קושנער, טשאַרלס ראַיעווסקי, נתן שאַכנאָווסקי",קרימענטשוק,Ukraine,49.0667,33.4167,Ukraine,49.0667,33.4167
Kremenets' (U),Kremenets (R),Krzemieniec (P),Kremenets? (R),Volhynia,50° 6',25° 43',55,NNE,Ternopil',/KRE'MENITs/,"מאיר גאָלדרינג, פֿייגע האָפֿשטיין, בנימין לאַנדסבערג, מאיר ליטוואַק, יצחק־בער (ריב""ל), נחמן פּרילוצקי, צבֿי(־שלום) פּרילוצקי, דןד ראַפּאַפּאָרט, דוד רויכעל, יעקבֿ שייפֿער",קרעמעניץ,Ukraine,50.1000,25.7167,Ukraine,50.1000,25.7167
Krolevets' (U),Krolevets (R),,,eastern Ukraine,51° 33',33° 23',110,NW,Sumy?,/KROLOVETs/?,"אַהרן גורשטיין, שלמה־יעקבֿ ניעפּאָמניאַשטשי",קראָלאָוועץ?,Ukraine,51.5500,33.3833,Ukraine,51.5500,33.3833
Kropyvna? (U),Kropivnya (R),,,eastern Ukraine,50° 34',27° 509',60,NW,Zhytomyr,/KROPIVNE/,־־,קראָפּיוונע,Ukraine,50.5667,35.4833,Ukraine,50.5667,35.4833
Kruti (U),?,,,eastern Ukraine,47° 58',29° 12',30,WNW,Balta,/KRUTI'/,־־,קריטי,Ukraine,47.9667,29.2000,Ukraine,47.9667,29.2000
Krykhivtsi? (U),"Krekhovtse, Krekhovtsy? (R)",Krechowce? (P),,east Galicia,48° 54',24° 40',5,SW,Ivano-Frankivs'k?,/KRIVITs/,בערל לאַקער,קריוויץ?,Ukraine,48.9000,24.6667,Ukraine,48.9000,24.6667
Kryukiv? (U),Kryukov (R),,,eastern Ukraine,49° 2',33° 26',,,part of Kremenchuk?,/KRYUKEV/?,בן־ציון רובשטיין,קריוקעוו?,Ukraine,49.0333,33.4333,Ukraine,49.0333,33.4333
Kryva (U),Kryva? (R),Křivé? (Cz),Tiszakirva (H),Transcarpathia,48° 10',23° 15',50,SE,Mukacheve?,/GROyS-KRIVE/,---,גרויס־קריווע,Ukraine,48.1667,23.2500,Ukraine,48.1667,23.2500
Kryve Ozero (U),Krivoye Ozero (R),,,eastern Ukraine,47° 56',30° 21',45,E,Balta,/KRIVOZER/,"אלימלך וועקסלער, בן־ציון מײַמאָן, יחזקאל שוחט",קריוואָזער,Ukraine,47.9333,30.3500,Ukraine,47.9333,30.3500
Kryvyy Rih (U),Krivoy Rog (R),,,eastern Ukraine,47° 55',33° 21',95,SE,Kirovohrad,/KRIVORO'G/?,־־,קריוואָראָג,Ukraine,47.9167,33.3500,Ukraine,47.9167,33.3500
Kryzhopil' (U),Kryzhopol' (R),,,eastern Ukraine,48° 23',28° 53',65,ESE,Mohyliv,/KRIZhOPOL/?,סידאָר בעלאַרסקי?,קריזשאָפּאָל?,Ukraine,48.3833,28.8833,Ukraine,48.3833,28.8833
Ksaveriv (U),Ksaverov (R),,,eastern Ukraine,50° 58',29° 9',80,NNE,Zhytomyr,/KSAVEROV/ (stress?),־־,קסאַוועראָוו?,Ukraine,50.9667,29.1500,Ukraine,50.9667,29.1500
Kudryntsi (U),Kudrintsy (R),Kudryńce (P),,east Galicia,48° 37',26° 18',35,NW,Chernivtsi,/KI'DRINITs/,־־,קידריניץ,Ukraine,48.6167,26.3000,Ukraine,48.6167,26.3000
Kukhari (U),Kukhari (R),,,eastern Ukraine,50° 49',29° 36',65,NW,Kyiv,/KUKhARI/?,־־,קוכאַרי,Ukraine,50.8167,29.6000,Ukraine,50.8167,29.6000
Kukuriky (U),Kukuriki (R),Kukuryki (P),,Volhynia,51° 21',24° 17',95,NW,Luts'k,/KUKERIKE/,־־,קוקעריקע,Ukraine,51.3500,24.2833,Ukraine,51.3500,24.2833
Kul'chyn (U),Kul'chin (R),Kulczyn (P),,Volhynia,50° 49',25° 19',5,N,Luts'k?,/KOLTShI'N/,בערל רודמאַן,קאָלטשין,Ukraine,50.8167,25.3167,Ukraine,50.8167,25.3167
Kul'parkiv? (U),Kul'parkov? (R),Kulparków? (P),,east Galicia,,,,,part of L'viv?,?,־־,קולפּאַרקיוו?,Ukraine,,,Ukraine,,
Kulykiv (U),Kulikov (R),Kulików (P),,east Galicia,49° 59',24° 5',10,N,L'viv,/KI'LIKI'V/,"נח־שלמה גריס, אַביש מײַזעלס",קיליקעוו,Ukraine,49.9833,24.0833,Ukraine,49.9833,24.0833
Kuniv (U),Kunyov (R),,,eastern Ukraine,50° 15',26° 22',40,SSE,Rivne,/KINyEV/,־־,קיניעוו,Ukraine,50.2500,26.3667,Ukraine,50.2500,26.3667
Kup'yans'k (U),Kupyansk (R),,,eastern Ukraine,49° 42',37° 38',85,ESE,Kharkiv,/KUPYA'NSK/,־־,קופּיאַנסק,Ukraine,49.7000,37.6333,Ukraine,49.7000,37.6333
Kupil' (U),Kupel' (R),,,eastern Ukraine,49° 36',26° 31',35,NW,Khmel'nyts'kyy,/KIPELy/,"חיים ביידער, שמשון גאָלדענבערג","קיפּעל, קופּעל",Ukraine,49.6000,26.5167,Ukraine,49.6000,26.5167
Kupychiv (U),Kupichov (R),Kupiczów (P),,Volhynia,51° 0',24° 43',45,NW,Luts'k,/KI'PITShEV/,־־,קיפּיטשעוו,Ukraine,51.0000,24.7167,Ukraine,51.0000,24.7167
Kupyn (U),Kupin (R),,,eastern Ukraine,49° 6',26° 35',40,SW,Khmel'nyts'kyy,/KIPEN/?,־־,קיִפּען,Ukraine,49.1000,26.5833,Ukraine,49.1000,26.5833
Kurylivtsi (U),Kurilovtsy (R),,,eastern Ukraine,49° 10',27° 59',25,WSW,Vinnytsya?,/KRI'LEVITs/,־־,קרילעוויץ,Ukraine,49.1667,27.9833,Ukraine,49.1667,27.9833
Kushnytsya (U),Kushnitsa (R),Kušnice? (Cz),Kovácsrét (H),Transcarpathia,48° 27',23° 15',35,E,Mukacheve,/KI'ShNITsE/,---,קישניצע,Ukraine,48.4500,23.2500,Ukraine,48.4500,23.2500
Kuty (U),Kuty (R),Kuty (P),,east Galicia,48° 16',25° 11',50,W,Chernivtsi,/KITEV/,"אײַזיק פהוזען, מלכּה לאָקער",קיטעוו,Ukraine,48.2667,25.1833,Ukraine,48.2667,25.1833
Kuz'myn (U),Kuz'min (R),,,eastern Ukraine,49° 15',26° 31',35,SW,Khmel'nyts'kyy,/KUZMI'N/,ל. לערנער,קוזמין,Ukraine,49.2500,26.5167,Ukraine,49.2500,26.5167
Kuz'myn (U),Kuz'min (R),,,eastern Ukraine,49° 42',27° 5',25,NNE,Khmel'nyts'kyy,/KOZMI'N/,--,קאָזמין,Ukraine,49.7000,27.0833,Ukraine,49.7000,27.0833
Kuz'myna Hreblya (U),Kuz'mina Greblya (R),,,eastern Ukraine,48° 40',30° 3',85,NNE,Balta,/KUZMINEHREBLE/,־־,קוזמינעהרעבלע,Ukraine,48.6667,30.0500,Ukraine,48.6667,30.0500
Kvasovo? (U),Kvasov? (R),Kvasov? (Cz),Kovászó (H),Transcarpathia,48° 11',22° 46',30,S,Mukacheve,/KVASEV/,---,קוואַסעוו,Ukraine,48.1833,22.7667,Ukraine,48.1833,22.7667
Kvasy (U),Kvasy (R),Kvasy (Cz),Tiszaborkút (H),Transcarpathia,48° 8',24° 17',115,SE,Mukacheve,/KVASI'/,---,קוואַסי,Ukraine,48.1333,24.2833,Ukraine,48.1333,24.2833
Kydrasivka (U),Kidrasovka (R),,,eastern Ukraine,48° 16',29° 44',35,NNE,Balta,/KEDRA'SOFKE/?,־־,קעדראַסאָווקע?,Ukraine,48.2667,29.7333,Ukraine,48.2667,29.7333
Kyiv (U),"Kiev, Kiyev (R)",,,eastern Ukraine,50° 26',30° 31',,,,/KIV/,"שמואל־מרדכי אָסטראָווסקי, חיים באָראָדיאַנסקי, אָשר ביילין, בוזי גאָלדענבערג, אַבֿרהם גאָלדשטיין, שניאור גאָלוביצקי, ש. גולקאַ, אליהו־מאיר גלאָט, לייב גלאַנץ, יאָזעף גראָס, מאַרק האַנאָפּ?לסקי, א. הורוויטש, יהושע וואַגמאַן, אַבֿרהם א. ווײַנער, דוד זאַסלאַווסקי, שמואל חורטשין, אַהרן יערוסאַלימסקי, דבֿרוה כאָר?אָל, מיכל ג. לאַנדאָ, זאבֿ־וואָלף לאַצקי־בערטאָלדי, שלום לוריא, הערש־בער ליסקער, אַבֿרהם־חיים מוראַווטשיק, רחל מוראַווטשיק, גיטל מײַזיל, יעקבֿ מײַזיל, נחמן מײַזיל, פּסח סאַגאַלאָוו, שמואל פּאָלאָנסקי, יצחק פּוגאַטש, יוסף פֿרענקעל, מאַקסים צע, שײַע קאָזינסקי, עזרא קאָרמאַן, מאַרק באָריסאָוויטש ראַטנער, משה־אַהרן ראַפֿאַלסקי, יהושע ריווין, בצלאל שערמאַן, שמואל שׂגיבֿ?","קיוו, קיִעוו",Ukraine,50.4333,30.5167,Ukraine,50.4333,30.5167
Kyseliv (U),Kiselyov (R),?,,north Bukovina,48° 35',25° 40',30,NNW,Chernivtsi,/KI'SELEV/,־־,קיסעלעוו,Ukraine,48.5833,25.6667,Ukraine,48.5833,25.6667
Kyshyn (U),Kishin (R),,,eastern Ukraine,51° 8',27° 41',105,NW,Zhytomyr,/KIShIN/ (stress?),־־,קישין,Ukraine,51.1333,27.6833,Ukraine,51.1333,27.6833
Kysylyn (U),Kiselin (R),Kisielin (P),,Volhynia,50° 52',24° 49',35,WNW,Luts'k,/KISELIN/,אַהרן פּיודיק?,קיסעלין,Ukraine,50.8667,24.8167,Ukraine,50.8667,24.8167
Kytayhorod (U),Kitaygorod (R),,,eastern Ukraine,48° 39',26° 48',65,NE,Chernivtsi?,/KITARED/,מנחם קאַפּעליוק,קיטאַרעד,Ukraine,48.6500,26.8000,Ukraine,48.6500,26.8000
Kytayhorod (U),Kitaygorod (R),,,eastern Ukraine,48° 58',29° 30',70,ESE,Vinnytsya?,/KITARED/,בען גילמאַן,קיטאַרעד,Ukraine,48.9667,29.5000,Ukraine,48.9667,29.5000
L'viv (U),L'vov (R),Lwów (P),Lemberg (G) [earlier Löwenburg],east Galicia,49° 50',24° 0',,,,/LE'MB(E)RIK/,"קאַראָל איינאויגלער, מאיר־שמואל באַלאַבאַן, נתן בוקסבוים, צבֿי ביקעלס־ שפּיצער, יצחק־אײַזיק בלינד, נחמן בליץ, הײַנריך (צבֿי) גאַבעל), יהושע־אָזיאַס גייער, מאיר גייער, נתן־מיכל געלבער, יצחק־יונה גרינעס, לייבוש־לעאָן דרייקורס, לעאָן מ. הערבערט, יצחק־לייב הערצער, מאַרק ווײַסבאַרד, יחיאל־מיכל ווירט(ה), אַבֿרהם זילבערשײַן, מנחם־מענדל זעגעל, יהושע טהאָן, אָסקאַר טוניס, יוסף כּהן־צדק, משה־חיים לויא, דוד ליכט, יעקבֿ ליפֿשיץ, אַבֿרהם־מענדל מאָהר, דוד מאַלץ, פֿיליפּ מאַנש, (אליעזר־)יוסף מאַרגאָשעס, ישׂשׂכר מדפֿיס, וואָלף מערקור, יעקבֿ־יצחק ניעמיראָווער,אורי־וואָלף סאַלאַט, משה־בער סאַמוא?ילאָוו, מרדכי ע(ה)רענפּרײַז, דבֿורה פֿאָגעל, ווילהעלם פֿאַלעק, ז(אבֿ) פֿ. פֿינקעלשטיין, פֿיליפּ פֿרידמאַן, דוד קלינגהאָפֿער, שמואל קערנער, צבֿי־הירש רובינשטיין, משה שימעל, בער שנאַפּער",לעמב(ע)ריק,Ukraine,49.8333,24.0000,Ukraine,49.8333,24.0000
L'vove (U),L'vovo (R),,,eastern Ukraine,46° 47',33° 10',35,ENE,Kherson,/LVOVE/,־־,לוואָווע,Ukraine,46.7833,33.1667,Ukraine,46.7833,33.1667
Ladyhy (U),Ladygi (R),,,eastern Ukraine,49° 45',27° 28',45,NE,Khmel'nyts'kyy,/LADI'?/,־־,לאַדי,Ukraine,49.7500,27.4667,Ukraine,49.7500,27.4667
Ladyzhyn (U),Ladyzhin (R),,,eastern Ukraine,48° 40',29° 15',65,SE,Vinnytsya,/LADIZhIN/,־־,לאַדיזשין,Ukraine,48.6667,29.2500,Ukraine,48.6667,29.2500
Ladyzhynka (U),Ladyzhinka (R),,,eastern Ukraine,48° 33',30° 15',75,NNE,Balta,/LADI'ZhENKE/,סעם האָפֿמאַן,לאַדיזשענקע,Ukraine,48.5500,30.2500,Ukraine,48.5500,30.2500
Lanivtsi (U),"Lanovtse, Lanovtsy? (R)",Łanowce (P),,Volhynia,49° 52',26° 5',40,NE,Ternopil',/LU?'NEVITs/,"ל. מילער, חיים ראַבין?",לאָנעוויץ,Ukraine,49.8667,26.0833,Ukraine,49.8667,26.0833
Lanovichi? (U),Lanovichi (R),Łanowice (P),,east Galicia,49° 35',23° 14',50,SW,L'viv,?,רחל אויערבאַך,לאָנעוויץ,Ukraine,49.5833,23.2333,Ukraine,49.5833,23.2333
Laskivtsi (U),Laskovtsy (R),Łaskowce (P),,east Galicia,49° 9',25° 34',35,S,Ternopil',/LA'Sh?KEVITs/,ישׂראל כּהן,לאַש?קעוויץ,Ukraine,49.1500,25.5667,Ukraine,49.1500,25.5667
Lavochne (U),Lavochne (R),Ławoczne (P),,east Galicia,48° 49',23° 22',55,NE,Mukacheve,/LEVOTShE/,---,לעוואָטשע,Ukraine,48.8167,23.3667,Ukraine,48.8167,23.3667
Lazeshchyna (U),Lazeshchina (R),?,Mezőhát (H),Transcarpathia,48° 16',24° 25',65,SW,Ivano-Frankivs'k,/ZEMI'?R/,---,זעמיר,Ukraine,48.2667,24.4167,Ukraine,48.2667,24.4167
Lebedyn (U),Lebedin (R),,,eastern Ukraine,50° 35',34° 29',35,SSW,Sumy,/LEBEDI'N/,־־,לעבעדין,Ukraine,50.5833,34.4833,Ukraine,50.5833,34.4833
Lebedyn? (U),,,,eastern Ukraine,,,,,,/LEBZIN/?,נחום בנאַרי,לעבזין,Ukraine,,,Ukraine,,
Lenkivtsi (U),Lenkovtsy (R),,,north Bessarabia,48° 30',26° 45',60,NE,Chernivtsi,/LE'?NKEVITs/,־־,לענקעוויץ?,Ukraine,48.5000,26.7500,Ukraine,48.5000,26.7500
Leshniv (U),Leshnev (R),Leszniów (P),,east Galicia,50° 14',25° 5',55,SSW,Luts'k,/LEShNEV/,--,לעשנעוו,Ukraine,50.2333,25.0833,Ukraine,50.2333,25.0833
Letychiv (U),Letichev (R),,,eastern Ukraine,49° 23',27° 37',40,ESE,Khmel'nyts'kyy,/LE'(TI)TShEV/,משה ברינד,לע(טי)טשעוו,Ukraine,49.3833,27.6167,Ukraine,49.3833,27.6167
Levkiv (U),Levkov (R),,,eastern Ukraine,50° 15',28° 50',10,ESE,Zhytomyr,/LEFKEV/?,יצחק־אײַזיק קאַמינער,לעווקעוו?,Ukraine,50.2500,28.8333,Ukraine,50.2500,28.8333
Levkovychi (U),Levkovichi (R),,,eastern Ukraine,51° 22',28° 28',115,NNW,Zhytomyr,/LE'FKOVITSh/,־־,לעווקאָוויטש,Ukraine,51.3667,28.4667,Ukraine,51.3667,28.4667
Lishchyn? (U),Leshchin (R),,,eastern Ukraine,50° 9',28° 51',15,SE,Zhytomyr?,"/LIShTIN/, /LEShTShIN/ (stress?)",יעקבֿ בראָדסקי,לישטין,Ukraine,50.1500,28.8500,Ukraine,50.1500,28.8500
Lityn (U),Litin (R),,,eastern Ukraine,49° 20',28° 4',15,NW,Vinnytsya,/LITIN/,יונה־זיידל טרובניק,ליטין,Ukraine,49.3333,28.0667,Ukraine,49.3333,28.0667
Lobyn' (U),,,,eastern Ukraine,,,,,,/LOBIN/?,פֿראַנק ראָזענבלאַט,לאָבין,Ukraine,,,Ukraine,,
Lokachi (U),Lokachi (R),Łokacze (P),,Volhynia,50° 44',24° 39',40,W,Luts'k,/L(E)KA'TSh/,יהודה־לייב בינשטאָק,ל(ע)קאַטש,Ukraine,50.7333,24.6500,Ukraine,50.7333,24.6500
Lokhovo (U),Lokhovo? (R),?,Beregszőlős (H),Transcarpathia,48° 30',22° 41',5,NNW,Mukacheve,/LOKhEV/,---,לאָכעוו,Ukraine,48.5000,22.6833,Ukraine,48.5000,22.6833
Lokhvytsya (U),Lokhvitsa (R),,,eastern Ukraine,50° 22',33° 16',110,NW,Poltava,/LO'Kh(E)VITs/,שמריהו גאָרעליק,לאָכ(ע)וויץ,Ukraine,50.3667,33.2667,Ukraine,50.3667,33.2667
Lomachyntsi (U),Lomachintsy (R),,,eastern Ukraine?,48° 58',27° 18',50,SSE,Khmel'nyts'kyy?,/LOMA'TShENITs/,־־,לאָמאַטשעניץ,Ukraine,48.9667,27.3000,Ukraine,48.9667,27.3000
Lopatyn (U),Lopatin (R),Łopatyn (P),,east Galicia,50° 13',24° 51',60,NE,L'viv,/LOPATIN/?,אָשר באַראַש,לאָפּאַטין,Ukraine,50.2167,24.8500,Ukraine,50.2167,24.8500
Lopushna? (U),Lopushna (R),Łopuszna (P),,east Galicia,49° 23',24° 46',50,NNE,Ivano-Frankivs'k?,/LOPUShNE/?,בנימין־וואָלף זעגעל,לאָפּושנע,Ukraine,49.3833,24.7667,Ukraine,49.3833,24.7667
Lovyn' (U),"Lovyn', Lovin'? (R)",,,eastern Ukraine,51° 53',31° 11',35,NNW,Chernihiv,/LOVIN/,־־,לאָווין,Ukraine,51.8833,31.1833,Ukraine,51.8833,31.1833
Lozuvata (U),Lozovataya (R),,,eastern Ukraine,49° 15',28° 50',15,E,Vinnytsya,/LOZOVATE/?,־־,לאָזאָוואַטע,Ukraine,49.2500,28.8333,Ukraine,49.2500,28.8333
Lubny (U),Lubny (R),,,eastern Ukraine,50° 01',33° 00',80,NE,Cherkasy,/LUBEN/?,טשאַרלז לאַזאַר,לובען?,Ukraine,50.0167,33.0000,Ukraine,50.0167,33.0000
Luchynets' (U),Luchinets (R),,,eastern Ukraine,48° 43',27° 50',25,NNE,Mohyliv,/LITShINITs/,־־,ליטשיניץ,Ukraine,48.7167,27.8333,Ukraine,48.7167,27.8333
Luhans'k (U),Voroshilovgrad? (R),Lugansk (R),,eastern Ukraine,48° 34',39° 20',,,,/LUGA'?NSK/,־־,לוגאַנסק,Ukraine,48.5667,39.3333,Ukraine,48.5667,39.3333
Luhyny (U),Luginy (R),,,eastern Ukraine,51° 5',28° 24',85,NNW,Zhytomyr,/LUHI'N/,"חנא ווײַנערמאַן, צדוק טוזמאַן",לוהין,Ukraine,51.0833,28.4000,Ukraine,51.0833,28.4000
Lukashivka (U),Lukashyovka (R),,,eastern Ukraine,48° 39',29° 12',80,NNW,Balta,/LAKEShIFKE/,־־,לאַקעשיווקע,Ukraine,48.6500,29.2000,Ukraine,48.6500,29.2000
Lukashivka (U),Lukashyovka (R),,,eastern Ukraine,49° 10',29° 45',80,ESE,Vinnytsya?,/LAKEShIFKE/,־־,לאַקעשיווקע,Ukraine,49.1667,29.7500,Ukraine,49.1667,29.7500
Lukashivka (U),Lukashyovka (R),,,eastern Ukraine,49° 17',28° 16',10,WNW,Vinnytsya?,/LAKEShIFKE/,־־,לאַקעשיווקע,Ukraine,49.2833,28.2667,Ukraine,49.2833,28.2667
Lukiv (U),Lukov (R),Maciejów (P),,Volhynia,51° 13',24° 20',80,NW,Luts'k,/MATs(h)EV/,--,"מאַטשעוו, מאַצעוו?",Ukraine,51.2167,24.3333,Ukraine,51.2167,24.3333
Lukovytsya (U),Lukovitsa (R),Lucăuţi (Rm),,Hertsa?,48° 12',26° 5',10,SSE,Chernivtsi,/LUKAVITs/,־־,לוקאַוויץ,Ukraine,48.2000,26.0833,Ukraine,48.2000,26.0833
Luts'k (U),Lutsk (R),Łuck (P),Lutsk (R),Volhynia,50° 45',25° 20',,,,/LOyTsK/,"אַבֿרהם אַבטשוק, אורי גליקלעך, משה גליקלעך, לייבוש זינגער, מאיר טשודנער, יוסף כאַזאַן, שמואל כאַזאַן, נחום מירער, זלמן (זעני) עלבירט, יואל פּערל, משה פֿערדמאַן, שואל פֿערדמאַן, משה פּריזאַמענט, אַבא קליגער, זשאַק ריווין, נחום שרון",לויצק,Ukraine,50.7500,25.3333,Ukraine,50.7500,25.3333
Luzhany (U),Luzhany (R),Lujani (Rm),,north Bukovina,48° 22',25° 47',10,WNW,Chernivtsi,/LUZhAN/,־־,לוזשאַן,Ukraine,48.3667,25.7833,Ukraine,48.3667,25.7833
Lyakhivtsi (U),Lemkovtsy? (R),?,Lehóc (H),Transcarpathia,48° 33',22° 29',15,E,Uzhhorod,/LE'KhEVITs/?,הערש־לייב יונג,לעַכעוויץ?,Ukraine,48.5500,22.4833,Ukraine,48.5500,22.4833
Lypcha (U),Lipsha (R),Lipče? (Cz),Lipcse (H),Transcarpathia,48° 16',23° 23',50,SE,Mukacheve,/LIPShE/,---,ליפּשע,Ukraine,48.2667,23.3833,Ukraine,48.2667,23.3833
Lypchany (U),Lipchany (R),,,eastern Ukraine,48° 32',27° 29',20,WNW,Mohyliv,/LIPTShO'N/,־־,ליפּטשאָן,Ukraine,48.5333,27.4833,Ukraine,48.5333,27.4833
Lypets'ka Polyana (U),Lipetskaya Polyana? (R),Lipecká Polana? (Cz),Lipcsemező (H),Transcarpathia,48° 20',23° 22',50,SE,Mukacheve,/LIPN-POLyAN/?,---,ליפּן־פּאָליאַן?,Ukraine,48.3333,23.3667,Ukraine,48.3333,23.3667
Lypnyky (U),Lipniki (R),,,eastern Ukraine,51° 10',28° 27',95,NNW,Zhytomyr,/LIPNIK/,"פּסח גינזבורג, שמעון גינזבורג, יקותיאל גינצבורג",ליפּניק,Ukraine,51.1667,28.4500,Ukraine,51.1667,28.4500
Lypovets' (U),Lipovets (R),,,eastern Ukraine,49° 48',30° 54',65,SE,Kyiv,/LI'PEVITs/,ראובֿן לודוויג,ליפּעוויץ,Ukraine,49.8000,30.9000,Ukraine,49.8000,30.9000
Lysa Hora? (U),Lysaya Gora (R),,,eastern Ukraine,48° 10',31° 6',80,SW,Kirovohrad,/LISORE/,־־,ליסאָרע,Ukraine,48.1667,31.1000,Ukraine,48.1667,31.1000
Lysets' (U),Lisets (R),Łysiec (P),,east Galicia,48° 52',24° 36',5,SW,Ivano-Frankivs'k,/LISITs/,־־,ליסיץ,Ukraine,48.8667,24.6000,Ukraine,48.8667,24.6000
Lysyanka (U),Lysyanka (R),,,eastern Ukraine,49° 15',30° 50',80,WSW,Cherkasy,/LI'SINKE/,־־,ליסינקע,Ukraine,49.2500,30.8333,Ukraine,49.2500,30.8333
Lytvyniv (U),?,Litwinów (P),,east Galicia,49° 17',25° 09',40,NE,Ivano-Frankivs'k,/LITVINEV/ (stress?),־־,ליטווינעוו?,Ukraine,49.2833,25.1500,Ukraine,49.2833,25.1500
Lyubar (U),Lyubar (R),,,eastern Ukraine,49° 55',27° 45',65,SW,Zhytomyr,/LUBER/,"אידאַ גלאַזער, אַבראַשאַ ווײַנער, אַהרן ווערגעליס, יחיאל פֿאַליקמאַן, משה פֿעלדמאַן, יעקבֿ־הירש קאָלטון, מנשה קאָנסטאַנטינאָווסקי, משה קאָנסטאַנטינאָווסקי",לובער,Ukraine,49.9167,27.7500,Ukraine,49.9167,27.7500
Lyubashivka (U),Lyubashyovka (R),,,eastern Ukraine,47° 51',30° 15',40,ESE,Balta,/BATShI'FKE/,־־,באַטשיווקע,Ukraine,47.8500,30.2500,Ukraine,47.8500,30.2500
Lyubeshiv (U),Lyubeshov (R),Lubieszów (P),,Volhynia,51° 45',25° 31',105,NNE,Luts'k,/LIBIShO'yV/? /LIBIShE'y/?,א.מ. מאַנדעלבוים,ליבישויוו? ליבישיי?,Ukraine,51.7500,25.5167,Ukraine,51.7500,25.5167
