UID,EngName,Latitude,Longitude,HebName,blank5,Rishon,YS_id,IsWord,Notes,Sourcing,KaganID,JGenID,AltEng,USBGN,EngClean
HU-00358,"Nyírbéltek, Hungary",47.7,22.1333333333333,בעלטעק,,,,,,Kagan,1354,5197,"Nyírbéltek [Hun], Beltik [Yid], Nyírbetek",-863009,Nyírbéltek
HU-00358,"Nyírbéltek, Hungary",47.7,22.1333333333333,נירבעלטעג,,,,,,Kagan,5368,5197,"Nyírbéltek [Hun], Beltik [Yid], Nyírbetek",-863009,Nyírbéltek
HU-00358,"Nyírbéltek, Hungary",47.7,22.1333333333333,נירבעלטעק,,,,,,Kagan,5368,5197,"Nyírbéltek [Hun], Beltik [Yid], Nyírbetek",-863009,Nyírbéltek
HU-00359,"Nyírbogdány, Hungary",48.05,21.8833333333333,באגדאן,,,,,,JGen,5365,5198,"Nyírbogdány [Hun], Bogdan [Yid], Szolnokbogdány",-863012,Nyírbogdány
HU-00359,"Nyírbogdány, Hungary",48.05,21.8833333333333,נ' באגדאני,,,,,,Kagan,5365,5198,"Nyírbogdány [Hun], Bogdan [Yid], Szolnokbogdány",-863012,Nyírbogdány
HU-00359,"Nyírbogdány, Hungary",48.05,21.8833333333333,נירבאגדאן,,,,,,Kagan,5365,5198,"Nyírbogdány [Hun], Bogdan [Yid], Szolnokbogdány",-863012,Nyírbogdány
HU-00359,"Nyírbogdány, Hungary",48.05,21.8833333333333,נירבאגדאני,,,,,,Kagan,5365,5198,"Nyírbogdány [Hun], Bogdan [Yid], Szolnokbogdány",-863012,Nyírbogdány
HU-00360,"Nyírcsaholy, Hungary",47.9,22.3333333333333,,,,,,,JGen,,5199,Nyírcsaholy [Hun],-863014,Nyírcsaholy
HU-00361,"Nyírgyulaj, Hungary",47.8833333333333,22.1,ניר דיולאי,,,,,,Added to Kagan,5371,5200,"Nyírgyulaj [Hun], Gyulaj",-863044,Nyírgyulaj
HU-00361,"Nyírgyulaj, Hungary",47.8833333333333,22.1,נירדיוליי,,,,,,Kagan,5371,5200,"Nyírgyulaj [Hun], Gyulaj",-863044,Nyírgyulaj
HU-00362,"Nyírmártonfalva, Hungary",47.5833333333333,21.9,קורסאק,,,,,,Kagan,7475,5202,"Nyírmártonfalva [Hun], Mártonfalva",-863071,Nyírmártonfalva
HU-00363,"Nyírmeggyes, Hungary",47.9166666666667,22.2666666666666,מעדיש,,,,,,Added to Kagan,5377,5203,"Nyírmeggyes [Hun], Nyirmegyes",-863074,Nyírmeggyes
HU-00363,"Nyírmeggyes, Hungary",47.9166666666667,22.2666666666666,נ' מעדיעש,,,,,,Kagan,5377,5203,"Nyírmeggyes [Hun], Nyirmegyes",-863074,Nyírmeggyes
HU-00363,"Nyírmeggyes, Hungary",47.9166666666667,22.2666666666666,ניר מעדיש,,,,,,Added to Kagan,5377,5203,"Nyírmeggyes [Hun], Nyirmegyes",-863074,Nyírmeggyes
HU-00363,"Nyírmeggyes, Hungary",47.9166666666667,22.2666666666666,נירמעגעש,,,,,,Kagan,5377,5203,"Nyírmeggyes [Hun], Nyirmegyes",-863074,Nyírmeggyes
HU-00363,"Nyírmeggyes, Hungary",47.9166666666667,22.2666666666666,נירמעדיעש,,,,,,JGen,5377,5203,"Nyírmeggyes [Hun], Nyirmegyes",-863074,Nyírmeggyes
HU-00364,Nyírmihálydi,47.7363,21.96326,מהאלדע,,,,,,Prenum 131,4842,5204,"Nyírmihálydi [Hun], Mihálydi",-863076,Nyírmihálydi
HU-00364,Nyírmihálydi,47.7363,21.96326,מיהאלדא,,,,,,Added to Kagan,4842,5204,"Nyírmihálydi [Hun], Mihálydi",-863076,Nyírmihálydi
HU-00364,Nyírmihálydi,47.7363,21.96326,מיהאלדי,,,,,,Hungarian Yeshivot,4842,5204,"Nyírmihálydi [Hun], Mihálydi",-863076,Nyírmihálydi
HU-00364,Nyírmihálydi,47.7363,21.96326,מיהאלדע,,,,,,Kagan,4842,5204,"Nyírmihálydi [Hun], Mihálydi",-863076,Nyírmihálydi
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,ג' דאבאש,,,,,,Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,גראס דאבאש,,,,,,Added to Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,גרויס דאבאש,,,,,,Added to Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,גרויסדאבאש,,,,,,Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,דאביש גדול,,,,,,Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,נאדידאבאש,,,,,,Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00365,"Nagydobos, Hungary",48.05,22.3166666666667,ני דאבאש,,,,,,Kagan,1806,5272,Nagydobos [Hun],-862055,Nagydobos
HU-00366,"Nagydorog, Hungary",46.6333333333333,18.6666666666667,נ’ דאראג,,,,,,Kagan,5108,5273,Nagydorog [Hun],-862059,Nagydorog
HU-00366,"Nagydorog, Hungary",46.6333333333333,18.6666666666667,נאדידאראג,,,,,,Kagan,5108,5273,Nagydorog [Hun],-862059,Nagydorog
HU-00367,"Nagykáta, Hungary",47.4166666666667,19.75,,,,,,,JGen,,5275,Nagykáta [Hun],-862282,Nagykáta
HU-00368,"Nagyrábé, Hungary",47.2,21.3333333333333,ארבא,,,,,,Katzav3,,5276,Nagyrábé [Hun],-862472,Nagyrábé
HU-00370,"Kiskunlacháza, Hungary",47.2,19.0166666666666,,,,,,,JGen,,5279,"Kiskunlacháza [Hun], Kiskunlaczháza",-858434,Kiskunlacháza
HU-00371,"Kiskunmajsa, Hungary",46.4833333333333,19.7333333333333,ק' מיישא,,,,,,Kagan,7456,5280,Kiskunmajsa [Hun],-858438,Kiskunmajsa
HU-00371,"Kiskunmajsa, Hungary",46.4833333333333,19.7333333333333,קונמיישע,,,,,,Kagan,7456,5280,Kiskunmajsa [Hun],-858438,Kiskunmajsa
HU-00371,"Kiskunmajsa, Hungary",46.4833333333333,19.7333333333333,קונמישע,,,,,,Kagan,7456,5280,Kiskunmajsa [Hun],-858438,Kiskunmajsa
HU-00371,"Kiskunmajsa, Hungary",46.4833333333333,19.7333333333333,קישקונמשע,,,,,,Kagan,7605,5280,Kiskunmajsa [Hun],-858438,Kiskunmajsa
HU-00372,"Kisléta, Hungary",47.8333333333333,22.0166666666666,ק' לעטע,,,,,,Kagan,7593,5281,Kisléta [Hun],-858464,Kisléta
HU-00372,"Kisléta, Hungary",47.8333333333333,22.0166666666666,קיש לעטי,,,,,,Added to Kagan,7593,5281,Kisléta [Hun],-858464,Kisléta
HU-00372,"Kisléta, Hungary",47.8333333333333,22.0166666666666,קישלעטע,,,,,,Kagan,7593,5281,Kisléta [Hun],-858464,Kisléta
HU-00373,"Kistelek, Hungary",46.4666666666667,19.9833333333333,ק' טעלעק,,,,,,Kagan,7589,5282,Kistelek [Hun],-858734,Kistelek
HU-00373,"Kistelek, Hungary",46.4666666666667,19.9833333333333,קישטעלעק,,,,,,Kagan,7589,5282,Kistelek [Hun],-858734,Kistelek
HU-00374,"Bátonyterenye, Hungary",47.9666666666667,19.8333333333333,,,,,,,JGen,,5283,"Bátonyterenye [Hun], Kisterenye, Nagybátony, Szúpatak",-849424,Bátonyterenye
HU-00375,"Kisújszállás, Hungary",47.2166666666667,20.7666666666666,ק' א' סאלאש,,,,,,Kagan,7572,5284,Kisújszállás [Hun],-858782,Kisújszállás
HU-00375,"Kisújszállás, Hungary",47.2166666666667,20.7666666666666,קישאויסאלאש,,,,,,Kagan,7572,5284,Kisújszállás [Hun],-858782,Kisújszállás
HU-00376,"Tiszakécske, Hungary",46.9333333333333,20.1,,,,,,,JGen,,5289,"Tiszakécske [Hun], Okecie, Ókécske, Ókeske, Újkécske",-868577,Tiszakécske
HU-00377,"Dabas, Hungary",47.1833333333333,19.3166666666667,דאבאש,,,,,,Kagan,1843,5290,"Dabas [Hun], Alsódabas, Felsödabas, Gyón, Sári",-851851,Dabas
HU-00378,"Felsőgalla, Hungary",47.55,18.45,,,,,,,JGen,,5306,"Felsőgalla [Hun], Obergalla [Ger]",-853406,Felsőgalla
HU-00379,"Felsőzsolca, Hungary",48.1,20.8666666666667,פ' זאלצא,,,,,,Kagan,6890,5307,"Felsőzsolca [Hun], Felsözsolcza",-853650,Felsőzsolca
HU-00379,"Felsőzsolca, Hungary",48.1,20.8666666666667,פעלשעזאלצא,,,,,,Kagan,6890,5307,"Felsőzsolca [Hun], Felsözsolcza",-853650,Felsőzsolca
HU-00380,"Fényeslitke, Hungary",48.2666666666667,22.1,לידקע,,,,,,Added to Kagan,4410,5308,Fényeslitke [Hun],-853672,Fényeslitke
HU-00380,"Fényeslitke, Hungary",48.2666666666667,22.1,ליטקע,,,,,,Kagan,4410,5308,Fényeslitke [Hun],-853672,Fényeslitke
HU-00380,"Fényeslitke, Hungary",48.2666666666667,22.1,פעניעשליטקע,,,,,,Kagan,6903,5308,Fényeslitke [Hun],-853672,Fényeslitke
HU-00381,"Jármi, Hungary",47.9666666666667,22.25,יארמי,,,,,,Kagan,4026,5329,Jármi [Hun],-856632,Jármi
HU-00381,"Jármi, Hungary",47.9666666666667,22.25,יארמע,,,,,,Kagan,4026,5329,Jármi [Hun],-856632,Jármi
HU-00382,"Mélykút, Hungary",46.2166666666667,19.3833333333333,,,,,,,JGen,,5330,"Mélykút [Hun], Melkut, Miljkut",-861318,Mélykút
HU-00383,"Orosháza, Hungary",46.5666666666667,20.6666666666667,,,,,,,JGen,,5331,"Orosháza [Hun], Orosházi",-863594,Orosháza
HU-00384,"Rakamaz, Hungary",48.1333333333333,21.4666666666666,ראקאמאז,,,,,,Kagan,8097,5332,Rakamaz [Hun],-865035,Rakamaz
HU-00384,"Rakamaz, Hungary",48.1333333333333,21.4666666666666,ראקאמעז,,,,,,Kagan,8098,5332,Rakamaz [Hun],-865035,Rakamaz
HU-00384,"Rakamaz, Hungary",48.1333333333333,21.4666666666666,ראקמאז,,,,,,Kagan,8097,5332,Rakamaz [Hun],-865035,Rakamaz
HU-00385,"Szabadszállás, Hungary",46.8666666666666,19.2166666666666,ס' סאלאש,,,,,,Kagan,5477,5334,Szabadszállás [Hun],-866608,Szabadszállás
HU-00385,"Szabadszállás, Hungary",46.8666666666666,19.2166666666666,סאבאדסאלאש,,,,,,Kagan,5477,5334,Szabadszállás [Hun],-866608,Szabadszállás
HU-00385,"Szabadszállás, Hungary",46.8666666666666,19.2166666666666,סאבאדסאללאש,,,,,,Kagan,5477,5334,Szabadszállás [Hun],-866608,Szabadszállás
HU-00386,"Szamosszeg, Hungary",48.05,22.3666666666667,ס' סעג,,,,,,Kagan,5575,5335,Szamosszeg [Hun],-866787,Szamosszeg
HU-00386,"Szamosszeg, Hungary",48.05,22.3666666666667,סאמאש סעג,,,,,,Prenum 2292,5575,5335,Szamosszeg [Hun],-866787,Szamosszeg
HU-00386,"Szamosszeg, Hungary",48.05,22.3666666666667,סאמאשסעג,,,,,,Kagan,5575,5335,Szamosszeg [Hun],-866787,Szamosszeg
HU-00387,"Szil, Hungary",47.5,17.2333333333333,,,,,,,JGen,,5336,Szil [Hun],-867520,Szil
HU-00388,"Tápiószele, Hungary",47.3333333333333,19.8833333333333,טאפיאסעלע,,,,,,Kagan,3383,5337,Tápiószele [Hun],-868102,Tápiószele
HU-00388,"Tápiószele, Hungary",47.3333333333333,19.8833333333333,סעלא,,,,,,Kagan,5978,5337,Tápiószele [Hun],-868102,Tápiószele
HU-00388,"Tápiószele, Hungary",47.3333333333333,19.8833333333333,סעלה,,,,,,Prenum 670,5978,5337,Tápiószele [Hun],-868102,Tápiószele
HU-00388,"Tápiószele, Hungary",47.3333333333333,19.8833333333333,סעלי,,,,,,Kagan,5981,5337,Tápiószele [Hun],-868102,Tápiószele
HU-00388,"Tápiószele, Hungary",47.3333333333333,19.8833333333333,סעלע,,,,,,Katzav,5978,5337,Tápiószele [Hun],-868102,Tápiószele
HU-00389,"Tibolddaróc, Hungary",47.9166666666667,20.6333333333333,ט' דאראץ,,,,,,Kagan,3503,5338,"Tibolddaróc [Hun], Tibolddarócz, Tybolddarócz",-868481,Tibolddaróc
HU-00389,"Tibolddaróc, Hungary",47.9166666666667,20.6333333333333,טיבאלדדאראץ,,,,,,Kagan,3503,5338,"Tibolddaróc [Hun], Tibolddarócz, Tybolddarócz",-868481,Tibolddaróc
HU-00390,"Keszthely, Hungary",46.7666666666667,17.25,קעסטהעל,,,,,,Kagan,7754,5340,"Keszthely [Hun], Kesthell [Ger], Kestel [Croa], Keszthelyi",-857875,Keszthely
HU-00390,"Keszthely, Hungary",46.7666666666667,17.25,קעסטעל,,,,,,Kagan,7754,5340,"Keszthely [Hun], Kesthell [Ger], Kestel [Croa], Keszthelyi",-857875,Keszthely
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קאטאי,,,,,,Kagan,7090,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קאטי,,,,,,Katzav3,7090,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קאטי',,,,,,Added to Kagan,7090,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קאטיי,,,,,,Kagan,7090,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קויטאי,,,,,,Kagan,7090,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00391,"Kótaj, Hungary",48.05,21.7166666666666,קערעסטוט,,,,,,Kagan,7781,5391,"Kótaj [Hun], Keresztút",-859387,Kótaj
HU-00392,"Őr, Hungary",47.9833333333333,22.2,אורבא,,,,,,Kagan,373,5421,"Őr [Hun], Eör, Nyir-ör",,Őr
HU-00392,"Őr, Hungary",47.9833333333333,22.2,אורבע,,,,,,Kagan,373,5421,"Őr [Hun], Eör, Nyir-ör",,Őr
HU-00392,"Őr, Hungary",47.9833333333333,22.2,אירבא,,,,,,Katzav3,373,5421,"Őr [Hun], Eör, Nyir-ör",-863300,Őr
HU-00392,"Őr, Hungary",47.9833333333333,22.2,אירבע,,,,,,Kagan,373,5421,"Őr [Hun], Eör, Nyir-ör",,Őr
HU-00393,"Örkény, Hungary",47.1333333333333,19.4333333333333,אירקעני,,,,,,Kagan,6242,5428,"Örkény [Hun], Eörkény",-863556,Örkény
HU-00393,"Örkény, Hungary",47.1333333333333,19.4333333333333,אריקאן,,,,,,Kagan,6242,5428,"Örkény [Hun], Eörkény",-863556,Örkény
HU-00393,"Örkény, Hungary",47.1333333333333,19.4333333333333,ארקעני,,,,,,Kagan,6242,5428,"Örkény [Hun], Eörkény",-863556,Örkény
HU-00393,"Örkény, Hungary",47.1333333333333,19.4333333333333,ערקעני,,,,,,Kagan,6242,5428,"Örkény [Hun], Eörkény",-863556,Örkény
HU-00394,"Ozora, Hungary",46.75,18.4,,,,,,,JGen,,5445,"Ozora [Hun], Ozors",-863757,Ozora
HU-00395,"Anarcs, Hungary",48.1833333333333,22.1166666666667,אנארטש,,,,,,Kagan,497,5470,Anarcs [Hun],-848329,Anarcs
HU-00396,"Apagy, Hungary",47.9666666666667,21.9333333333333,אופאד,,,,,,Kagan,568,5482,Apagy [Hun],-848428,Apagy
HU-00396,"Apagy, Hungary",47.9666666666667,21.9333333333333,אפאד,,,,,,Kagan,568,5482,Apagy [Hun],-848428,Apagy
HU-00396,"Apagy, Hungary",47.9666666666667,21.9333333333333,אפאדי,,,,,,Kagan,568,5482,Apagy [Hun],-848428,Apagy
HU-00396,"Apagy, Hungary",47.9666666666667,21.9333333333333,אפאיד,,,,,,Added to Kagan,568,5482,Apagy [Hun],-848428,Apagy
HU-00397,"Apc, Hungary",47.8,19.7,אפץ,,,,,,Kagan,584,5484,"Apc [Hun], Apcz",-848450,Apc
HU-00399,"Babócsa, Hungary",46.0333333333333,17.3666666666667,,,,,,,JGen,,5507,Babócsa [Hun],-848665,Babócsa
HU-00400,"Bagamér, Hungary",47.45,22.0,באגאמיר,,,,,,Kagan,819,5529,"Bagamér [Hun], Bagomér, Bogomer",-848736,Bagamér
HU-00401,"Balatonboglár, Hungary",46.7666666666667,17.6666666666667,באגלאר,,,,,,Kagan,828,5532,"Balatonboglár [Hun], Boglár",-848942,Balatonboglár
HU-00402,"Balatonszemes, Hungary",46.8166666666667,17.7833333333333,באלאטאנסעמעש,,,,,,Added to Kagan,,5533,"Balatonszemes [Hun], Szemesfalu [Hun, until 1912]",-848994,Balatonszemes
HU-00403,"Bátaszék, Hungary",46.1833333333333,18.7333333333333,,,,,,,JGen,,5542,"Bátaszék [Hun], Badeseck [Ger], Báttaszék",-849404,Bátaszék
HU-00404,"Békásmegyer, Hungary",47.6,19.05,,,,,,,JGen,,5553,"Békásmegyer [Hun], Krottendorf [Ger], Békésmegyer",-849513,Békásmegyer
HU-00405,"Békésszentandrás, Hungary",46.8666666666666,20.4833333333333,ס' אנדראש,,,,,,Kagan,6012,5554,"Békésszentandrás [Hun], Békésszentadrás, Szentandrás, Szent Andreas",-849543,Békésszentandrás
HU-00405,"Békésszentandrás, Hungary",46.8666666666666,20.4833333333333,סענטאנדראש,,,,,,Kagan,6012,5554,"Békésszentandrás [Hun], Békésszentadrás, Szentandrás, Szent Andreas",-849543,Békésszentandrás
HU-00406,"Berekböszörmény, Hungary",47.0666666666667,21.6833333333333,,,,,,,JGen,,5568,"Berekböszörmény [Hun], Beregböszörmény",-849737,Berekböszörmény
HU-00407,"Boldva, Hungary",48.22042,20.78034,באדווא,,,,,,Kagan,839,5627,"Boldva [Hun], Bódva",-850238,Boldva
HU-00407,"Boldva, Hungary",48.22042,20.78034,באדווע,,,,,,Katzav3,839,5627,"Boldva [Hun], Bódva",-850238,Boldva
HU-00407,"Boldva, Hungary",48.22042,20.78034,באלדווע,,,,,,Kagan,943,5627,"Boldva [Hun], Bódva",-850238,Boldva
HU-00409,"Bugyi, Hungary",47.2166666666667,19.15,,,,,,,JGen,,5682,Bugyi [Hun],-850603,Bugyi
HU-00410,"Buj, Hungary",48.1,21.65,,,,,,,JGen,,5683,Buj [Hun],-850613,Buj
HU-00411,"Aba, Hungary",47.0333333333333,18.5166666666666,,,,,,,JGen,,5700,Aba [Hun],-847699,Aba
HU-00412,"Abádszalók, Hungary",47.4666666666667,20.6,אבאדסאלאק,,,,,,Kagan,12,5701,"Abádszalók [Hun], Tiszaszalók [Hun, before 1896]",-847701,Abádszalók
HU-00412,"Abádszalók, Hungary",47.4666666666667,20.6,ט' אבאדסאלאק,,,,,,Kagan,3538,5701,"Abádszalók [Hun], Tiszaszalók [Hun, before 1896]",-847701,Abádszalók
HU-00412,"Abádszalók, Hungary",47.4666666666667,20.6,טיסאאבאדסאלאק,,,,,,Kagan,3538,5701,"Abádszalók [Hun], Tiszaszalók [Hun, before 1896]",-847701,Abádszalók
HU-00414,"Adony, Hungary",47.1166666666666,18.8666666666667,אדאן,,,,,,Kagan,61,5707,"Adony [Hun], Duna-Adony, Rác-Adony",-847763,Adony
HU-00414,"Adony, Hungary",47.1166666666666,18.8666666666667,אדאני,,,,,,Kagan,61,5707,"Adony [Hun], Duna-Adony, Rác-Adony",-847763,Adony
HU-00415,"Ajak, Hungary",48.1833333333333,22.0666666666667,איאק,,,,,,Kagan,241,5713,Ajak [Hun],-847839,Ajak
HU-00416,"Albertfalva, Hungary",47.45,19.0333333333333,,,,,,,JGen,,5714,"Albertfalva [Hun], Sachsenfeld [Ger]",-847896,Albertfalva
HU-00417,"Alsózsolca, Hungary",48.0666666666667,20.8833333333333,אלשאזשאלצא,,,,,,Kagan,468,5736,"Alsózsolca [Hun], Alsózsolcza",-848308,Alsózsolca
HU-00418,"Csány, Hungary",47.65,19.8333333333333,טשאני,,,,,,Kagan,3757,5798,Csány [Hun],-850941,Csány
HU-00419,"Csepel, Hungary",47.4166666666667,19.0833333333333,,,,,,,JGen,,5799,"Csepel [Hun], Tschepele [Ger], Čepelj [Serb, Croa], Čepel",-851157,Csepel
HU-00420,"Csepreg, Hungary",47.4,16.7166666666666,,,,,,,JGen,,5800,"Csepreg [Hun], Tschapring [Ger], Csepregh",-851166,Csepreg
HU-00421,"Devecser, Hungary",47.1,17.4333333333333,דאוועטשער,,,,,,MASZ,2128,5837,"Devecser [Hun], Deveczer",,Devecser
HU-00421,"Devecser, Hungary",47.1,17.4333333333333,דוועטשער,,,,,,Added to Kagan,2128,5837,"Devecser [Hun], Deveczer",-852087,Devecser
HU-00421,"Devecser, Hungary",47.1,17.4333333333333,דעוועטש,,,,,,Kagan,2127,5837,"Devecser [Hun], Deveczer",-852087,Devecser
HU-00421,"Devecser, Hungary",47.1,17.4333333333333,דעוועטשער,,,,,,Kagan,2128,5837,"Devecser [Hun], Deveczer",-852087,Devecser
HU-00423,"Dömsöd, Hungary",47.0833333333333,19.0,דעמשעד,,,,,,Kagan,2156,5874,Dömsöd [Hun],-852321,Dömsöd
HU-00424,"Dunaharaszti, Hungary",47.35,19.0833333333333,,,,,,,JGen,,5906,"Dunaharaszti [Hun], Haraszti, Harast [Ger]",-852454,Dunaharaszti
HU-00425,"Dunapataj, Hungary",46.6333333333333,19.0,,,,,,,JGen,,5907,Dunapataj [Hun],-852480,Dunapataj
HU-00426,"Dunavecse, Hungary",46.9166666666667,18.9833333333333,,,,,,,JGen,,5909,Dunavecse [Hun],-852507,Dunavecse
HU-00427,"Egyek, Hungary",47.6333333333333,20.9,עדיעק,,,,,,Kagan,6151,5915,Egyek [Hun],-852637,Egyek
HU-00428,"Emőd, Hungary",47.9333333333333,20.8166666666667,עמוד,,,,YES,,Added to Kagan,6183,5929,Emőd [Hun],-852731,Emőd
HU-00428,"Emőd, Hungary",47.9333333333333,20.8166666666667,עמעד,,,,,,Kagan,6183,5929,Emőd [Hun],-852731,Emőd
HU-00429,"Encs, Hungary",48.3333333333333,21.1333333333333,ענטש,,,,,,Kagan,6191,5930,Encs [Hun],-852736,Encs
HU-00430,"Encsencs, Hungary",47.7333333333333,22.1166666666667,ענטשענטש,,,,,,Kagan,6192,5931,Encsencs [Hun],-852737,Encsencs
HU-00431,"Endrőd, Gyomaendrőd, Hungary",46.9333333333333,20.8333333333333,ענדרעד,,,,,,Hungarian Yeshivot,2022,5932,"Gyomaendrőd [Hun], Endrőd, Gyoma",-854794,Endrőd
HU-00432,"Enying, Hungary",46.9333333333333,18.25,,,,,,,JGen,,5934,"Enying [Hun], Enyéng",-852750,Enying
HU-00433,"Ercsi, Hungary",47.25,18.9,,,,,,,JGen,,5938,"Ercsi [Hun], Ercs, Ercsény",-852778,Ercsi
HU-00434,"Érd, Hungary",47.3666666666666,18.9333333333333,,,,,,,JGen,,5939,"Érd [Hun], Hanselbeck [Ger], Andzabeg [Croa], Hamzabey [Turk], Hanselböck, Hamzsabég",-852780,Érd
HU-00435,"Farád, Hungary",47.6,17.2,,,,,,,JGen,,5955,Farád [Hun],-853055,Farád
HU-00436,Fegyvernek,47.2666666666667,20.5333333333333,פעדווערניק,,,,,,Kagan,6865,5958,Fegyvernek [Hun],-853151,Fegyvernek
HU-00436,Fegyvernek,47.2666666666667,20.5333333333333,פעדווערנעק,,,,,,Added to Kagan,6865,5958,Fegyvernek [Hun],-853151,Fegyvernek
HU-00437,"Göd, Hungary",47.7,19.1333333333333,,,,,,,JGen,,5960,"Göd [Hun], Felsőgöd, Alsógöd",-854445,Göd
HU-00439,"Fülesd, Hungary",48.0166666666667,22.6833333333333,פילעשד,,,,,,Kagan,6843,5995,Fülesd [Hun],-853972,Fülesd
HU-00440,"Fülöpszállás, Hungary",46.8166666666667,19.2333333333333,פילעפסאלאש,,,,,,Kagan,6840,5996,"Fülöpszállás [Hun], Fulupszallas",-853984,Fülöpszállás
HU-00441,"Gergelyi, Gergelyiugornya, Hungary",48.1333333333333,22.35,גערגוי,,,,,,Hungarian Yeshivot,1762,6025,"Gergelyiugornya [Hun], Gergelyi, Ugornya, Gergelyi-Ugornya",-854357,Gergelyi
HU-00441,"Gergelyi, Gergelyiugornya, Hungary",48.1333333333333,22.35,גערגעל,,,,,,Katzav3,1762,6025,"Gergelyiugornya [Hun], Gergelyi, Ugornya, Gergelyi-Ugornya",-854357,Gergelyi
HU-00441,"Gergelyi, Gergelyiugornya, Hungary",48.1333333333333,22.35,גערגעלי,,,,,,Kagan,1762,6025,"Gergelyiugornya [Hun], Gergelyi, Ugornya, Gergelyi-Ugornya",-854357,Gergelyi
HU-00442,"Gesztely, Hungary",48.1,20.9666666666666,גאסטל,,,,,,Added to Kagan,1752,6033,"Gesztely [Hun], Geszthely",-854375,Gesztely
HU-00442,"Gesztely, Hungary",48.1,20.9666666666666,געסטעלי,,,,,,Kagan,1752,6033,"Gesztely [Hun], Geszthely",-854375,Gesztely
HU-00443,"Göncruszka, Hungary",48.45,21.25,גינזרוסקא,,,,,,Kagan,1749,6050,Göncruszka [Hun],-854525,Göncruszka
HU-00443,"Göncruszka, Hungary",48.45,21.25,גענצרוסקא,,,,,,Kagan,1749,6050,Göncruszka [Hun],-854525,Göncruszka
HU-00444,"Gyömrő, Hungary",47.4166666666667,19.4,דיעמרע,,,,,,Kagan,2082,6088,Gyömrő [Hun],-854799,Gyömrő
HU-00445,"Hahót, Hungary",46.65,16.9166666666667,,,,,,,JGen,,6097,"Hahót [Hun], Alsó-Hahót, Felső-Hahót",-855007,Hahót
HU-00446,"Hajdubagos, Hungary",47.4,21.6666666666667,ה' באגאש,,,,,,Kagan,2255,6101,Hajdubagos [Hun],-855024,Hajdubagos
HU-00446,"Hajdubagos, Hungary",47.4,21.6666666666667,האידובאגאש,,,,,,Kagan,2255,6101,Hajdubagos [Hun],-855024,Hajdubagos
HU-00447,"Halmaj, Hungary",48.25,21.0,האלמאשד,,,,,,Kagan,2284,6104,Halmaj [Hun],-855172,Halmaj
HU-00448,"Harsány, Hungary",47.9666666666667,20.75,ב' הארשאני,,,,,,Kagan,1105,6117,Harsány [Hun],-855383,Harsány
HU-00448,"Harsány, Hungary",47.9666666666667,20.75,בארשאדהארשאני,,,,,,Kagan,1105,6117,Harsány [Hun],-855383,Harsány
HU-00448,"Harsány, Hungary",47.9666666666667,20.75,הארשאן,,,,,,Kagan,2391,6117,Harsány [Hun],-855383,Harsány
HU-00449,"Hencida, Hungary",47.25,21.7,,,,,,,JGen,,6135,"Hencida [Hun], Henczida",-855626,Hencida
HU-00450,"Hernádnémeti, Hungary",48.0666666666667,20.9833333333333,הערנאדנעמעט,,,,,,Kagan,2508,6142,Hernádnémeti [Hun],-855686,Hernádnémeti
HU-00451,"Hernádvécse, Hungary",48.45,21.1666666666667,,,,,,,JGen,,6143,Hernádvécse [Hun],-855693,Hernádvécse
HU-00452,"Heves, Hungary",47.6,20.2833333333333,העוועש,,,,,,Kagan,2473,6151,Heves [Hun],-855726,Heves
HU-00452,"Heves, Hungary",47.6,20.2833333333333,העוועש,,,,,,Kagan,2473a,6151,Heves [Hun],-855726,Heves
HU-00453,"Mór, Hungary",47.3833333333333,18.2,מאאר,,,,,,Kagan,4741,6202,"Mór [Hun], Moor [Ger], Moór",-861780,Mór
HU-00453,"Mór, Hungary",47.3833333333333,18.2,מאר,,,,,,Kagan,4741,6202,"Mór [Hun], Moor [Ger], Moór",-861780,Mór
