qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,n_attestations,n_person,n_org,n_flagged_mentions,fields,n_variants,variants,corpora,external_sources
Q148923,Borshchiv,באָרשטשעוו,Q12131624,settlement,,,,,,1,1,0,0,place,1,באָרשטשאָוו,person,wikidata
Q148966,Solomon Islands,,"archipelago, island group",other,,,,,,3,3,0,3,place,3,"זשעשאָוו;רזשעשאָוו (ריישע);רזשעשאָוו, (ריישע)",person,wikidata
Q148997,Malyn,מאלין,city of regional significance of Ukraine,settlement,27167,"Malyn (Rivnensʹka oblastʹ, Ukraine)",מאלין (אוקראינה),,,1,1,0,0,place,1,מאַלין,person,wikidata;kima
Q149024,Zviahel,זוועהיל,city of regional significance of Ukraine,settlement,19544,Novohrad-Volynsʹkyĭ (Ukraine),נובוהרד-ולינסקי (אוקראינה),,,2,2,0,0,place,2,נאָוואָגראָדוואָלינסק (זוויהיל);נאָווגאָראָד-וואָלינסק (זוויהיל),person,wikidata;kima
Q149030,Novoselytsia,,city in Ukraine,settlement,11673,"Novoselyt︠s︡i︠a︡ (Chernivet︠s︡ʹka oblastʹ, Ukraine)","נובוסליצה (מחוז צ'רניביאטסקאיה, אוקראינה)",48.216667,26.266667,3,1,2,0,place;settlements,1,נאָוואָסעליץ,org;person,wikidata;kima
Q149059,Rawa Mazowiecka,,"urban municipality of Poland, Royal city in Polish-Lithuanian Commonwealth",settlement,15981,Rawa Mazowiecka (Poland),ראווה מאזובייצקה (פולין),,,1,1,0,0,place,1,ראַוואַ מאַזאָוויעצקאַ,person,wikidata;kima
Q149060,Pochaiv,,city in Ukraine,settlement,9177,Pochaïv (Ukraine),פיטשיב (אוקראינה),,,1,1,0,0,place,1,פּיטשאַיעוו,person,wikidata;kima
Q149173,Sokyriany,,Q12131624;Q2514025;Q2989457;Q532,settlement,,,,,,2,2,0,0,place,2,סעקורען;סעקורעני,person,wikidata
Q149201,Ichnia,,city in Ukraine,settlement,,,,,,1,1,0,0,place,1,איטשנע,person,wikidata
Q14960,Brno (Czech Republic),,,settlement,7728,Brno (Czech Republic),ברנו (צ'כיה),49.195277777778,16.608333333333,1,0,1,0,settlements,1,ברין,org,wikidata;kima
Q15,Africa,,,settlement,,,,,,1,0,1,0,countries,1,אפריקע,org,wikidata
Q15180,Soviet Union,סאוועטן פארבאנד,"federal republic, socialist state, historical country, sovereign state, communist state, transcontinental country, supranational union, member states of the United Nations, permanent members of the United Nations Security Council, cratonym, state, counterintelligence state, country",country,9562,Soviet Union,ברית המועצות,,,10,3,7,0,countries;country;venues,5,סאָוויעט רוסלאַנד;סאָוויעט-רוסלאַנד;סאָוויעטנפֿאַרבאַנד;סאָוויעטרוסלאַנד;סאָוועטן-פאַרבאַנד,org;person,wikidata;kima
Q152010,Treblinka extermination camp,טרעבלינקע,"extermination camp, Nazi concentration camp, architectural heritage monument",death_site,,,,,,31,31,0,30,place,2,טרעבלינקע;טרעבלינקע גאַז אויוונס,person,wikidata
Q152112,Łomazy,לאָמאַז,village of Poland,settlement,18363,Łomazy (Poland),לומז (פולין),,,1,1,0,0,place,1,לאָמאזי,person,wikidata;kima
Q152374,Kiryat Bialik (Israel),,,settlement,866,Kiryat Bialik (Israel),קרית ביאליק (ישראל),32.833055555,35.066388888,1,0,1,0,settlements,1,קרית-ביאליק,org,wikidata;kima
Q152396,Dimona,,,settlement,921,Dimona (Israel),דימונה (ישראל),31.07,35.03,2,0,2,0,settlements,1,דימונה,org,wikidata;kima
Q1524,Athens,,,settlement,,,,,,1,0,1,0,settlements,1,אָטען,org,wikidata
Q152406,Kiryat Gat,קרית גת,"city, city council",settlement,478,Kiryat Gat (Israel),קרית גת (ישראל),31.606111,34.771667,2,1,1,1,place;settlements,2,אָסוויע;קרית גת,org;person,wikidata;kima
Q152501,Kiryat Ono (Israel),,,settlement,476,Kiryat Ono (Israel),קרית אונו (ישראל),32.063611111111,34.855277777778,1,0,1,0,settlements,1,קרית אונו,org,wikidata;kima
Q1525048,Suwałki Governorate,,,settlement,,,,,,5,5,0,0,province,2,סווואָלקער גוב.;סווואָלקער געגנט,person,wikidata
Q1527795,Lakhva,לאכװע,village in Belarus,settlement,19050,Lakhva (Belarus),לחוה (בלארוס),,,1,1,0,0,place,1,לאַכווע,person,wikidata;kima
Q1529447,Savran,,"town, village, urban-type settlement in Ukraine, rural settlement in Ukraine",settlement,23399,Svaryn (Ukraine),סאווראן (אוקראינה),,,1,1,0,0,place,1,סאָווראַן,person,wikidata;kima
Q152978,,,asteroid,other,,,,,,2,2,0,2,place,1,שטוטהאָף,person,wikidata
Q153324,Condor Legion,,military unit,other,,,,,,11,10,1,10,place;venues,3,מאַידאַנעק;מאידאַנעק;מיידאַנעק,org;person,wikidata
Q153336,Minsk Ghetto,,"ghetto in Nazi-occupied Europe, Jewish ghetto",death_site,,,,,,8,8,0,0,place,1,מינסקער געטאָ,person,wikidata
Q1537,Wisconsin,,,settlement,,,,,,1,1,0,0,province,1,וויסקאָנסין,person,wikidata
Q153715,Klintsy,,city or town,settlement,19618,"Klint︠s︡y (Bri︠a︡nskai︠a︡ oblastʹ, Russia)",קלינצי (רוסיה),,,1,1,0,1,place,1,קלינצי,person,wikidata;kima
Q1540289,Kherson Governorate,,,settlement,,,,,,17,17,0,0,province,5,"כערסאַנער גוב.;כערסאָנער גוב;כערסאָנער גוב.;כערסאָנער גובערניע;קרעמענטשוגער אויעזד, כערסאָנער גוב.",person,wikidata
Q1540300,Kovno Governorate,,,settlement,,,,,,19,18,1,0,province;venues,3,קאָוונער גוב.;קאָוונער גובערניע;קאָוונער געגנט,org;person,wikidata
Q154607,Warsaw Ghetto,וואַרשע געטא,"ghetto in Nazi-occupied Europe, Jewish ghetto",death_site,,,,,,80,38,42,0,place;province;settlements;venues,3,אומשלאַג-פּלאַץ;אומשלאַגפּלאַץ;וואַרשעווער געטאָ,org;person,wikidata
Q154835,Mogilev,מאָהליב,"city of oblast subordinance, big city",settlement,10965,Mahili︠o︡ŭ (Belarus),מוהילב (בלארוס),53.908940,30.342960,3,3,0,0,place,3,מאָהיליעוו אויפֿן דניעפר;מאָהילעוו;מאָהילעוו ביים דניעפר,person,wikidata;kima
Q155,Brazil,בראזיל,"sovereign state, secular state, country, federal republic",country,7255,Brazil,ברזיל,-14.0,-53.0,17,7,10,0,countries;country;place;venues,4,בראַזיל;בראַזיליע;בראָזיל;בראָזיליע,org;person,wikidata;kima
Q155088,Krasnystaw,,urban municipality of Poland,settlement,16227,Krasnystaw (Poland),קרסניסטב (פולין),,,2,2,0,0,place,2,קראַסנאָסטאַוו;קראַסניסטאָוו,person,wikidata;kima
Q155281,Kuldīga (Latvia),,,settlement,14895,Kuldīga (Latvia),קולדיגה (לטביה),56.967222222222,21.97,6,4,2,0,place;settlements,1,גאָלדינגען,org;person,wikidata;kima
Q155321,Land of Israel,ארץ ישראל,"region, historical region, biblical concept, term, endonym",province,2501,Eretz Israel,ארץ ישראל,31.0,35.0,36,5,31,0,countries;province;settlements;venues,6,אַרץ ישראל;אַרץ-ישראל;אַרץישראל;אָרץ-ישראל;ארץ ישראל;ארץ-ישראל,org;person,wikidata;kima
Q1563,Havana,,,settlement,7527,Havana (Cuba),הוואנה (קובה),23.136666666667,-82.358888888889,4,0,4,0,settlements,2,האַוואַנאַ;האָוואַנאַ,org,wikidata;kima
Q156565,Belz,בעלז,city in Ukraine,settlement,18727,Belz (Ukraine),בלז (אוקראינה),,,3,3,0,1,place,1,בעלז,person,wikidata;kima
Q156588,Tysmenytsia,,Q1549591,settlements,671,Tysmenyt︠s︡i︠a︡ (Ukraine),טיסמניץ (אוקראינה),,,1,1,0,0,place,1,טישמיעניץ,person,wikidata;kima
Q156593,Sambir,סאמבאר,"city of regional significance of Ukraine, human settlement",settlement,,,,,,1,1,0,1,place,1,סאַמבאָר,person,wikidata
Q156704,Kovelʹ (Ukraine),,,settlement,17237,Kovelʹ (Ukraine),קובל (אוקראינה),51.216666666667,24.716666666667,1,0,1,0,settlements,1,קאָוועל,org,wikidata;kima
Q156711,Uzhhorod,אונגוואר,"city of regional significance of Ukraine, border city, big city",settlement,1718,Uz︠h︡horod (Ukraine),אונגור (אוקראינה),,,1,1,0,0,place,1,אונגוואַר,person,wikidata;kima
Q156713,Zhytomyr,זשיטאמיר,city of regional significance of Ukraine,settlement,957,Zhytomyr (Ukraine),זיטומיר (אוקראינה),50.254444,28.657778,33,13,20,0,place;settlements,3,זשיטאָמיר;זשיטאָמיר [?];זשיטאמיר,org;person,wikidata;kima
Q156717,Khmelnytskyi,פּראָסקוראָוו,"centre of oblast, city of regional significance of Ukraine",settlement,797,Khmelnytskyi (Ukraine),חמלניצקי (אוקראינה),49.420000,27.000000,2,1,1,0,place;settlements,1,פּראָסקוראָוו,org;person,wikidata;kima
Q156724,Kremenchuk,,city of regional significance of Ukraine,settlement,13843,"Kremenchuk (Poltavsʹka oblastʹ, Ukraine)","קרמנצ'וג (מחוז פולטבה, אוקראינה)",49.063056,33.403889,27,9,18,1,place;settlements,2,אַ דאַרף ביי קרעמענטשוג;קרעמענטשוג,org;person,wikidata;kima
Q156726,Ivano-Frankivsk,סטאניסלאװ,"city of regional significance of Ukraine, city or town, big city",settlement,526,Stanislav (Ukraine),סטניסלב (אוקראינה),48.922778,24.710556,33,22,11,14,country;place;settlements,10,הינטער סטאַניסלאַוואָוו;סטאַניסלאַוו;סטאַניסלאַוואָוו;סטאַניסלאָוו;סטאָניסלאַוואָוו;סטאָניסלאַוואוו;סטאָניסלאָוו;סטאָניסלאָוואָוו;סטאָניסלאוו;סטאניסלאַוואָוו,org;person,wikidata;kima
Q156732,Kherson,,"city of regional significance of Ukraine, city in Ukraine",settlement,13994,Kherson (Ukraine),חרסון (אוקראינה),46.642500,32.625000,22,10,12,0,place;province;settlements,1,כערסאָן,org;person,wikidata;kima
Q156733,Landsknecht,,,other,,,,,,2,2,0,2,place,2,טשערקאַס;טשערקאָס,person,wikidata
Q156737,Kiel University,,"public university, local Internet registry, comprehensive university",other,,,,,,10,10,0,10,place,3,מיקאָלייווע;ניקאָלאַיעוו;ניקאָלאָיעוו,person,wikidata
Q156739,Rivne,ראוונע,city of regional significance of Ukraine,settlement,1728,"Rivne (Rivnensʹka oblastʹ, Ukraine)","רובנו (מחוז רובנו, אוקראינה)",50.619722,26.251389,10,6,4,1,place;settlements,2,ראָוונע;רווינסק,org;person,wikidata;kima
Q156743,Ternopil,טארנאפאל,city of regional significance of Ukraine,settlement,11525,Ternopilʹ (Ukraine),טרנופול (אוקראינה),49.566667,25.600000,28,19,9,5,place;settlements,3,טאַרנאַפּאָל;טאַרנאָפּאָל;טאָרנאָפּאָל,org;person,wikidata;kima
Q156747,Poltava,,,settlement,511,Poltava (Ukraine),פולטבה (אוקראינה),49.5894444444444,34.5513888888889,19,0,19,0,settlements,6,פּאָלטאַווע;פּאָלטאָוואַ;פּאָלטאָוואָ;פּאָלטאָווע;פּאָלטאווע;פֿאָלטאַווע,org,wikidata;kima
Q156752,Sumy,,"city of regional significance of Ukraine, centre of oblast",settlement,9193,Sumy (Ukraine),סומי (אוקראינה),,,1,1,0,0,place,1,סומי,person,wikidata;kima
Q156758,,,asteroid,other,,,,,,7,7,0,7,place,3,קאָלאָמעא;קאָלאָמעאַ;קאָלאָמעאָ,person,wikidata
Q156760,Nikopol,,"city of regional significance of Ukraine, big city, human settlement, Hero City of Ukraine",settlement,13375,Nikopol (Bulgaria),ניקופול (בולגריה),,,3,3,0,0,place,1,ניקאָפּאָל,person,wikidata;kima
Q156812,Uhniv,,city in Ukraine,settlement,13189,Uhniv (Ukraine),היבניב (אוקראינה),,,2,2,0,2,place,2,אָוהאַנאָוו (היבינעוו);אוהאַנאָוו,person,wikidata;kima
Q156818,Sniatyn,סניאטין,city in Ukraine,settlement,1738,Sni︠a︡tyn (Ukraine),שניאטין (אוקראינה),,,1,1,0,1,place,1,סניאטין,person,wikidata;kima
Q156820,Nadvirna (Ukraine),,,settlement,1640,Nadvirna (Ukraine),נדבורנה (אוקראינה),,,1,1,0,0,place,1,נאָדוואורנאַ,person,wikidata;kima
Q156825,Sheptytskyi,קריסניפאליע,city in Ukraine,settlement,19848,Chervonohrad (Ukraine),קריסנפוליו (אוקראינה),,,1,1,0,1,place,1,קריסטאָפּאָל,person,wikidata;kima
Q157053,Chernihiv,,city of regional significance of Ukraine,settlement,9159,Chernihiv (Ukraine),צ'רנייב (אוקראינה),,,1,1,0,0,place,1,טשערניכאָוו,person,wikidata;kima
Q157144,Vinnytsia,וויניצע,"centre of oblast, city of regional significance of Ukraine, big city, city or town",settlement,946,Vinnyt︠s︡i︠a︡ (Ukraine),ויניצה (אוקראינה),49.237222,28.467222,14,5,9,0,place;settlements,1,וויניצע,org;person,wikidata;kima
Q157472,Dolyna,דאלינע,city in Ukraine,settlement,,,,,,1,1,0,1,place,1,דאָלינע,person,wikidata
Q157645,Deutsche Post AG,,"postal service, business, public company, enterprise",other,,,,,,2,2,0,2,place,1,אַטלאַנטיק סיטי,person,wikidata
Q157720,Capoliveri,,comune of Italy,other,,,,,,1,1,0,1,place,1,פלינסק,person,wikidata
Q157725,Chernivtsi,טשערנאוויץ,"city of regional significance of Ukraine, big city",settlement,6918,Chernivt︠s︡i (Ukraine),צ'רנוביץ (אוקראינה),48.290833,25.934444,76,26,50,0,place;province;settlements,2,טשערנאָוויץ;טשערנאוויץ,org;person,wikidata;kima
Q157835,Zaporizhzhia,זאפאראזשיע,"big city, city of regional significance of Ukraine",settlement,10765,Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine),זאפוריז'ז'יה (אוקראינה),,,2,2,0,0,place,2,אַלעקסאַנדראָווסק;אַלעקסאַנדראָווסק (איצט — זאַפּאָראָזשיע),person,wikidata;kima
Q1579038,Nasielsk,,city,settlement,34,Nasielsk (Poland),נאשלסק (פולין),52.589722,20.804167,2,1,1,0,place;settlements,1,נאָשעלסק,org;person,wikidata;kima
Q157992,Bełchatów,,"city or town, urban municipality of Poland",settlement,15758,Bełchatów (Poland),בלכטוב (פולין),,,1,1,0,1,place,1,באַלטרעמאַנץ,person,wikidata;kima
Q157994,Tomaszów Mazowiecki,טאָמעשעוו,urban municipality of Poland,settlement,10105,Tomaszów Mazowiecki (Poland),טומשוב מזוביצק (פולין),,,1,1,0,0,place,1,טאָמאַשאָוו מאַזאָוויעצק,person,wikidata;kima
Q158004,Piotrków Trybunalski,פיעטרקאוו,"city with powiat rights in Poland, city",settlement,250,Piotrkow Trybunalski (Poland),פיוטרקוב (פולין),51.400000,19.683333,11,9,2,2,place;settlements,4,פּיעטראָקאָוו;פּיעטריקאָוו;פּיעטריקאָוו טריבונאַלני;פּעטריקאָוו,org;person,wikidata;kima
Q1581,Missouri,,,settlement,6323,Missouri,מיזורי,38.5,-92.5,1,1,0,0,province,1,מיזורי,person,wikidata;kima
Q158292,Kropyvnytskyi,יעליסאוועטגראד,"centre of oblast, city of regional significance of Ukraine",settlement,14587,Kirovohrad (Ukraine),קירובגרד (אוקראינה),48.510278,32.266667,15,9,6,0,place;settlements;venues,6,אויפֿן וועג קיין יעליסאַוועטגראָד;יעליסאַ וועטגראַד;יעליסאַוועטגראַד;יעליסאַוועטגראָד;יעליסאַוועטגראד;יעליסאָוועטגראָד,org;person,wikidata;kima
Q158589,Pabianice (Poland),,,settlement,82,Pabianice (Poland),פביניץ (פולין),51.6641666666667,19.35,1,0,1,0,settlements,1,פּאַביאַניץ,org,wikidata;kima
Q158796,Radomsko,ראדאמסק,"urban municipality of Poland, Royal city in Polish-Lithuanian Commonwealth",settlement,17247,Radomsko (Poland),רדומסק (פולין),,,2,2,0,0,place,2,דאָדאָמסק;ראַדאָמסק,person,wikidata;kima
Q158799,Berdychiv,בערדיטשעוו,"city of regional significance of Ukraine, miasteczko",settlement,571,Berdychiv (Ukraine),ברדיצ'ב (אוקראינה),49.891944,28.600000,32,21,11,20,place;settlements,4,באַרדיטשעוו;בערדיטשעוו;בערדייטשעוו;ברדיטשוב,org;person,wikidata;kima
Q158821,Drohobych,דראהביטש,"city of regional significance of Ukraine, human settlement",settlement,977,Drohobych (Ukraine),דרוהוביץ (אוקראינה),54.915,33.29722,2,1,1,0,place;settlements,1,דראָהאָביטש,org;person,wikidata;kima
Q158923,Stryi,סטרי,"city of regional significance of Ukraine, human settlement",settlement,1743,Stryĭ (Ukraine),סטריי (אוקראינה),49.25,23.85,3,1,2,1,place;settlements,1,סטרי,org;person,wikidata;kima
Q159,Russia,רוסלאנד,"sovereign state, secular state, country, transcontinental country, federation, successor state",country,10740,Kazanʹ (Russia),קאזאן (רוסיה),,,193,55,138,1,countries;country;place;venues,3,רוס לאַנד;רוסלאַנד;רוסלאנד,org;person,wikidata;kima
Q159139,Mozhaysk,,city or town,settlement,9158,Mozhaĭsk (Russia),מוז'יסק (רוסיה),,,1,1,0,0,place,1,מאַזשיאָסק,person,wikidata;kima
Q15914,Ruše,,Q515,settlement,,,,,,1,1,0,0,place,1,רושטשוק,person,wikidata
Q159288,Santa Barbara,,"city in the United States, charter city, county seat",settlement,7837,Santa Barbara (Calif.),סנטה ברברה (קליפורניה),,,1,1,0,1,place,1,האַנטינגטאָן,person,wikidata;kima
