UID	name	kima_id	method	orig_status	dist_km
AT-00011	באדן ביי ווין	7918	exact_geoverified	name_exact	0.7
AT-00011	באדען	7918	exact_geoverified	name_exact	0.7
AT-00012	ציילעם	18516	exact_geoverified	name_exact	0.3
AT-00012	צילם	18516	exact_geoverified	name_exact	0.3
AT-00012	צלים	18516	exact_geoverified	name_exact	0.3
AT-00012	צלם	18516	exact_geoverified	name_exact	0.3
AT-00012	צע לעם	18516	exact_geoverified	name_exact	0.3
AT-00012	צעהלים	18516	exact_geoverified	name_exact	0.3
AT-00012	צעהלם	18516	exact_geoverified	name_exact	0.3
AT-00012	צעהלעם	18516	exact_geoverified	name_exact	0.3
AT-00012	צעלים	18516	exact_geoverified	name_exact	0.3
AT-00012	צעלם	18516	exact_geoverified	name_exact	0.3
AT-00012	צעלעם	18516	exact_geoverified	name_exact	0.3
AT-00013	"א""ש"	654	coord_rearbitrated	fuzzy	0.4
AT-00013	אייזינשטאט	654	coord_rearbitrated	fuzzy	0.4
AT-00013	אייזנשטאט	654	coord_rearbitrated	fuzzy	0.4
AT-00013	אייזענשטאדט	654	exact_geoverified	name_exact	0.4
AT-00013	אייזענשטאט	654	coord_rearbitrated	fuzzy	0.4
AT-00014	"פ""ק"	20277	exact_geoverified	name_exact	0.8
AT-00014	פרויא קירכען	20277	exact_geoverified	name_exact	0.8
AT-00014	פרויענקירכן	20277	exact_geoverified	name_exact	0.8
AT-00014	פרויענקירכען	20277	exact_geoverified	name_exact	0.8
AT-00014	פרויקירכען	20277	exact_geoverified	name_exact	0.8
AT-00014	פרונקירכן	20277	exact_geoverified	name_exact	0.8
AT-00015	גיסונג	17715	exact_geoverified	name_exact	0.1
AT-00015	גיסינג	17715	exact_geoverified	name_exact	1.1
AT-00016	קוצע	22424	exact_geoverified	name_exact	3.0
AT-00016	קיטטזעע	22424	exact_geoverified	name_exact	3.0
AT-00016	קיטצע	22424	exact_geoverified	name_exact	3.0
AT-00016	קיצע	22424	exact_geoverified	name_exact	3.0
AT-00017	"ק""ד"	22440	exact_geoverified	name_exact	0.1
AT-00017	קאבירשדורף	22440	exact_geoverified	name_exact	0.1
AT-00017	קאבעלסדארף	22440	exact_geoverified	name_exact	0.1
AT-00017	קאבעסדארף	22440	exact_geoverified	name_exact	0.1
AT-00017	קאבערסדארף	22440	exact_geoverified	name_exact	0.1
AT-00017	"קב""ד"	22440	exact_geoverified	name_exact	0.1
AT-00017	"קו""ד"	22440	exact_geoverified	name_exact	0.1
AT-00017	קובלסדארף	22440	exact_geoverified	name_exact	0.1
AT-00018	"ל""ב"	20680	exact_geoverified	name_exact	0.4
AT-00018	לאקינבאך	20680	exact_geoverified	name_exact	0.4
AT-00018	לאקנבאך	20680	exact_geoverified	name_exact	0.4
AT-00018	לאקענבאך	20680	exact_geoverified	name_exact	0.4
AT-00018	לאקענבוך	20680	exact_geoverified	name_exact	0.4
AT-00018	לאקענבך	20680	exact_geoverified	name_exact	0.7
AT-00018	לאקענפאק	20680	exact_geoverified	name_exact	0.4
AT-00018	"לק""ב"	20680	exact_geoverified	name_exact	0.4
AT-00019	"מ""ד"	15413	exact_geoverified	name_exact	0.2
AT-00019	מאדרסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטטערסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטיסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטעסבורג	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטעסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטערסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטערסדרף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטרסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטרשדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	מאטרשטורף	15413	exact_geoverified	name_exact	0.2
AT-00019	מוטערסדארף	15413	exact_geoverified	name_exact	0.2
AT-00019	"מט""ד"	15413	exact_geoverified	name_exact	0.2
AT-00020	אבערדארעף	85239	coord_rearbitrated	fuzzy	7.0
AT-00020	אבערדארף	85239	coord_rearbitrated	fuzzy	7.0
AT-00021	רעכניטץ	18925	exact_geoverified	name_exact	0.3
AT-00021	רעכניץ	18925	exact_geoverified	name_exact	0.3
AT-00022	"ש""ד"	27129	coord_rearbitrated	fuzzy	48.2
AT-00022	שאטלסדארף	27129	coord_rearbitrated	fuzzy	48.2
AT-00022	שאטעלסדארף	27129	coord_rearbitrated	fuzzy	48.2
AT-00022	שוטלסדארף	27129	coord_rearbitrated	fuzzy	48.2
AT-00023	שלייניג	19239	exact_geoverified	name_exact	0.0
AT-00023	שליינינג	19239	exact_geoverified	name_exact	0.0
AT-00023	שליינק	19239	exact_geoverified	name_exact	0.0
AT-00025	קרימזא	8364	exact_geoverified	name_exact	1.2
AT-00025	קרימש	8364	exact_geoverified	name_exact	1.2
AT-00025	קרמש	8364	exact_geoverified	name_exact	1.2
AT-00025	קרעמז	8364	exact_geoverified	name_exact	1.2
AT-00026	האהענעמס	9550	exact_geoverified	name_exact	1.6
AT-00026	האכנעמס	9550	exact_geoverified	name_exact	1.6
AT-00026	הויכע עמס	9550	exact_geoverified	name_exact	1.6
AT-00026	הוכין עמס	9550	exact_geoverified	name_exact	1.6
AT-00026	הוכינעמס	9550	exact_geoverified	name_exact	1.6
AT-00031	וינר-נוישטט	8778	coord_rearbitrated	fuzzy	2.0
AT-00031	נאוישטט	8778	coord_rearbitrated	fuzzy	2.0
AT-00031	נוישטט	8778	exact_geoverified	name_exact	2.0
AT-00031	ניאושטט	8778	exact_geoverified	name_exact	2.0
AT-00031	"ענ""ש"	8778	exact_geoverified	name_exact	2.0
AT-00031	"עני""ש"	8778	exact_geoverified	name_exact	2.0
AT-00032	גראץ	7900	exact_geoverified	name_exact	0.1
AT-00032	גרעץ	7900	exact_geoverified	name_exact	0.1
AT-00033	מאדלינג	9467	exact_geoverified	name_exact	0.4
AT-00033	מיידלינג	9467	exact_geoverified	name_exact	0.4
AT-00033	מעדלינג	9467	exact_geoverified	name_exact	0.4
AT-00033	מרחץ מיידלינג	9467	exact_geoverified	name_exact	0.4
AT-00034	זלצבורג	8921	exact_geoverified	name_exact	1.3
AT-00034	זלצפורק	8921	exact_geoverified	name_exact	1.3
AT-00035	שטיירמרק	6993	exact_geoverified	name_exact	53.9
AT-00038	בורגנלאנד	7463	coord_rearbitrated	fuzzy	0.0
AT-00041		7771	exact_geoverified	name_exact	0.5
AT-00042		8321	exact_geoverified	name_exact	1.2
AT-00043		8268	exact_geoverified	name_exact	0.0
AT-00044		81403	coord_rearbitrated	fuzzy	0.7
AT-00045		8839	exact_geoverified	name_exact	0.5
AT-00046		16378	exact_geoverified	name_exact	0.7
AT-00047		80690	coord_rearbitrated	fuzzy	0.0
AT-00049		11412	exact_geoverified	name_exact	1.9
AT-00050		7349	exact_geoverified	name_exact	1.4
AT-00051		16071	exact_geoverified	name_exact	0.5
AT-00052		16637	exact_geoverified	name_exact	0.5
AT-00053	אבערהאלאברון	21481	exact_geoverified	name_exact	2.9
AT-00055		9982	exact_geoverified	name_exact	1.2
AT-00056	קלאגנפורט	9996	exact_geoverified	name_exact	0.0
AT-00057		16323	coord_rearbitrated	fuzzy	0.0
AT-00058		15144	exact_geoverified	name_exact	0.5
AT-00059		19161	exact_geoverified	name_exact	510.7
AT-00060		16073	exact_geoverified	name_exact	1.6
AT-00067	רייכענוי	15213	exact_geoverified	name_exact	0.2
AT-00070	גאטנדארף	27129	exact_geoverified	name_exact	1.3
AT-00070	קאטענדארף	27129	exact_geoverified	name_exact	1.3
AT-00070	קטן דארף	27129	exact_geoverified	name_exact	1.3
AT-00071	ווייץ	85687	coord_rearbitrated	fuzzy	0.3
AT-00072	העניגסבערג	23690	exact_geoverified	name_exact	0.2
AT-00074	קרומבאך	18597	exact_geoverified	name_exact	0.3
AT-00081	מדינת קערנטן	7304	exact_geoverified	name_exact	24.5
AT-00081	קערנטן	7304	exact_geoverified	name_exact	24.5
AT-00082	דארנבאך	71990	coord_rearbitrated	fuzzy	636.9
AT-00084	לאנדשטראססע	18202	exact_geoverified	name_exact	0.0
AU-00000	אוסטרליא	6306	exact_geoverified	name_exact	83.8
AU-00000	אוסטרליה	6306	exact_geoverified	name_exact	83.8
AU-00003	מלבורן	632	exact_geoverified	name_exact	0.1
AU-00003	מעלבארן	632	exact_geoverified	name_exact	0.1
AZ-00001	באקו	507	exact_geoverified	name_exact	5.5
AZ-00011		80943	coord_rearbitrated	fuzzy	0.4
AZ-00012		18742	exact_geoverified	name_exact	0.8
BA-00001	סאראיי	8286	exact_geoverified	name_exact	2.5
BA-00001	סאראיעווע	8286	exact_geoverified	name_exact	2.5
BA-00001	סעראיעווא	8286	exact_geoverified	name_exact	2.5
BA-00001	שאראי	8286	exact_geoverified	name_exact	2.5
BA-00001	שאראיי	8286	exact_geoverified	name_exact	2.5
BA-00001	שראי דמי בושנה	8286	exact_geoverified	name_exact	2.5
BA-00010	טראבניק	12285	exact_geoverified	name_exact	0.0
BA-00010	טראווניק	12285	exact_geoverified	name_exact	0.0
BA-00010	טראפניק	12285	exact_geoverified	name_exact	0.0
BA-00012	דאלנא טוזלע	70692	coord_rearbitrated	fuzzy	1.5
BA-00013	באניא לוקא	8930	exact_geoverified	name_exact	1.4
BA-00013	באנייאלוקה	8930	exact_geoverified	name_exact	1.4
BA-00014		12188	exact_geoverified	name_exact	0.9
BA-00015	בילינא	86699	coord_rearbitrated	fuzzy	0.7
BA-00015	ביעלינא	86699	coord_rearbitrated	fuzzy	0.7
BA-00016		70989	coord_rearbitrated	fuzzy	3.9
BA-00017		19104	exact_geoverified	name_exact	2.3
BA-00018	ביהאץ	73027	coord_rearbitrated	fuzzy	0.0
BA-00018	ביחאץ	73027	coord_rearbitrated	fuzzy	0.0
BA-00021		16997	exact_geoverified	name_exact	68.8
BE-00001	ברוסיל	575	coord_rearbitrated	fuzzy	0.4
BE-00001	בריסל	575	exact_geoverified	name_exact	0.4
BE-00001	בריססיל	575	coord_rearbitrated	fuzzy	0.4
BE-00001	בריססעל	575	exact_geoverified	name_exact	0.4
BE-00002	אנווער	7032	exact_geoverified	name_exact	1.0
BE-00002	אנוערבין	7032	exact_geoverified	name_exact	1.0
BE-00002	אנטווערבין	7032	exact_geoverified	name_exact	1.0
BE-00002	אניווערס	7032	exact_geoverified	name_exact	1.0
BE-00002	ענטווערפען	7032	exact_geoverified	name_exact	1.0
BE-00003	גענט	6307	exact_geoverified	name_exact	0.7
BE-00013		77522	coord_rearbitrated	fuzzy	1.2
BE-00015		8803	exact_geoverified	name_exact	0.8
BE-00018	ליטיך	10512	exact_geoverified	name_exact	0.0
BE-00019		7119	exact_geoverified	name_exact	1.4
BE-00020		7117	exact_geoverified	name_exact	1.0
BE-00021		6171	exact_geoverified	name_exact	0.0
BE-00022		11904	exact_geoverified	name_exact	1.2
BE-90001	פלאנדיש	1435	coord_rearbitrated	name_ambiguous	54.1
BE-90001	פראנדיש	1435	coord_rearbitrated	name_ambiguous	54.1
BG-00000	בולגאריע	9368	exact_geoverified	name_exact	49.3
BG-00001	סאפיע	668	coord_rearbitrated	fuzzy	0.0
BG-00001	סופיא	668	exact_geoverified	name_exact	0.0
BG-00001	סופיאה	668	exact_geoverified	name_exact	0.0
BG-00001	סופיע	668	coord_rearbitrated	fuzzy	0.0
BG-00001	צופיאה	668	coord_rearbitrated	fuzzy	0.0
BG-00001	שופיאה	668	coord_rearbitrated	fuzzy	0.0
BG-00011	בודון	8382	exact_geoverified	name_exact	1.0
BG-00011	ווידין	8382	exact_geoverified	name_exact	1.0
BG-00011	וידין	8382	exact_geoverified	name_exact	1.0
BG-00012	ניקופול	13375	exact_geoverified	name_exact	0.4
BG-00013	פיליבע	412	coord_rearbitrated	fuzzy	0.8
BG-00013	פיליפאפאל	412	coord_rearbitrated	fuzzy	0.8
BG-00013	פיליפופול	412	exact_geoverified	name_exact	0.8
BG-00014	פליבנה	12685	exact_geoverified	name_exact	0.9
BG-00014	פלעוונע	12685	exact_geoverified	name_exact	0.9
BG-00014	פניבנה	12685	exact_geoverified	name_exact	0.9
BG-00015	דולייא	74741	coord_rearbitrated	fuzzy	0.0
BG-00016	שומנא	10723	exact_geoverified	name_exact	0.7
BG-00019	אורוסג'וק	444	exact_geoverified	name_exact	1.3
BG-00019	רוסטשוק	444	coord_rearbitrated	fuzzy	1.3
BG-00020		7147	exact_geoverified	name_exact	0.7
BG-00021	באזארג'יק	80	coord_rearbitrated	fuzzy	0.7
BG-00021	באזארדזשיק	80	coord_rearbitrated	fuzzy	0.7
BG-00022	סליוונע	8299	exact_geoverified	name_exact	1.5
BG-00023	יאמבול	768	exact_geoverified	name_exact	0.3
BG-00024		9618	exact_geoverified	name_exact	0.5
BG-00025	בארגאז	518	coord_rearbitrated	fuzzy	0.4
BG-00026		9921	exact_geoverified	name_exact	0.5
BG-00027		8998	exact_geoverified	name_exact	1.0
BG-00028		80406	coord_rearbitrated	fuzzy	1.2
BG-00029		9323	exact_geoverified	name_exact	0.2
BG-00030	סאמקוב	13238	exact_geoverified	name_exact	1.0
BR-00000	בראזיל	7255	exact_geoverified	name_exact	457.9
BR-00011	ריסיפי	7800	exact_geoverified	name_exact	2.2
BR-00011	מוריסיה	7800	exact_geoverified	name_exact	2.2
BY-00000	בלארוס	17986	exact_geoverified	name_exact	21.1
BY-00000	בעלארוס	17986	exact_geoverified	name_exact	21.1
BY-00000	ווייסרוסלאנד	17986	exact_geoverified	name_exact	21.1
BY-00000	רוסיאה	17986	exact_geoverified	name_exact	21.1
BY-00000	רוסייא	17986	exact_geoverified	name_exact	21.1
BY-00001	מינסק	248	exact_geoverified	name_exact	0.3
BY-00001	מינצק	248	exact_geoverified	name_exact	0.3
BY-00002	האמי'	10963	coord_rearbitrated	fuzzy	0.9
BY-00002	האמל	10963	coord_rearbitrated	fuzzy	0.9
BY-00002	האמליע	10963	coord_rearbitrated	fuzzy	0.9
BY-00002	האמלע	10963	coord_rearbitrated	fuzzy	0.9
BY-00002	האמעל	10963	exact_geoverified	name_exact	0.9
BY-00003	מאהלוב	10965	exact_geoverified	name_exact	1.2
BY-00003	מאהליב	10965	exact_geoverified	name_exact	1.2
BY-00004	וויטעבסק	942	exact_geoverified	name_exact	2.7
BY-00004	וויטעפסק	942	exact_geoverified	name_exact	2.7
BY-00005	גראדנא	882	exact_geoverified	name_exact	0.4
BY-00005	גראדנע	882	exact_geoverified	name_exact	0.4
BY-00005	הוראדנא	882	exact_geoverified	name_exact	0.4
BY-00005	הוראדני	882	exact_geoverified	name_exact	0.4
BY-00005	הורדנא	882	exact_geoverified	name_exact	0.4
BY-00006	בריסק	576	exact_geoverified	name_exact	5.5
BY-00006	בריסק דליטא	576	exact_geoverified	name_exact	5.5
BY-00007	באבראייסק	512	exact_geoverified	name_exact	0.0
BY-00007	באברויסק	512	exact_geoverified	name_exact	0.0
BY-00007	באברוסק	512	exact_geoverified	name_exact	0.0
BY-00007	בברויסק	512	exact_geoverified	name_exact	0.0
BY-00007	בברוסק	512	exact_geoverified	name_exact	0.0
BY-00008	בא ראניוויטש	11689	exact_geoverified	name_exact	2.0
BY-00008	באראנאוויטש	11689	exact_geoverified	name_exact	2.0
BY-00008	באראנאוויץ	11689	exact_geoverified	name_exact	2.0
BY-00008	באראנוויץ	11689	exact_geoverified	name_exact	2.0
BY-00008	באראנעוויץ	11689	exact_geoverified	name_exact	2.0
BY-00008	בראנוויטיש	11689	exact_geoverified	name_exact	2.0
BY-00014	קארלין	10484	exact_geoverified	name_exact	22.1
BY-00014	קארלין-פינסק	10484	exact_geoverified	name_exact	22.1
BY-00014	קארלן	10484	exact_geoverified	name_exact	22.1
BY-00017	מיר	12124	exact_geoverified	name_exact	0.2
BY-00017	מיר	12124	exact_geoverified	name_exact	0.2
BY-00017	מירא	12124	exact_geoverified	name_exact	0.2
BY-00019	פינסק	409	exact_geoverified	name_exact	2.7
BY-00019	פינסק	409	exact_geoverified	name_exact	2.7
BY-00019	פינסק-קארלין	409	exact_geoverified	name_exact	2.7
BY-00021	סלוטצק	104	exact_geoverified	name_exact	0.6
BY-00021	סלוצק	104	exact_geoverified	name_exact	0.6
BY-00021	סליצק	104	exact_geoverified	name_exact	0.6
BY-00024	קאסטוקאוויטש	22493	exact_geoverified	name_exact	0.8
BY-00024	קאסטוקאוויץ	22493	exact_geoverified	name_exact	0.8
BY-00026	דווייא	9176	exact_geoverified	name_exact	1.3
BY-00026	דרויא	9176	exact_geoverified	name_exact	1.3
BY-00026	דרויע	9176	exact_geoverified	name_exact	0.7
BY-00028	הארקי	15185	exact_geoverified	name_exact	0.5
BY-00031	סאולוביצ'ה	26067	coord_rearbitrated	fuzzy	0.4
BY-00031	סטאלאוויץ	26067	coord_rearbitrated	fuzzy	0.4
BY-00031	סטולוביץ	26067	exact_geoverified	name_exact	0.4
BY-00032	נאוואגרודעק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאוואהאראדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאוואראדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאווארדאק	41	exact_geoverified	name_exact	1.7
BY-00032	נאווארידאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאווארעדאק	41	coord_rearbitrated	fuzzy	2.2
BY-00032	נאווהראדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאווהרדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נאווהרדק	41	exact_geoverified	name_exact	1.7
BY-00032	נאי וואהרדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00032	נוורדאק	41	coord_rearbitrated	fuzzy	1.7
BY-00034	סטוטשין	17140	exact_geoverified	name_exact	0.1
BY-00034	שטוצין	17140	exact_geoverified	name_exact	0.1
BY-00034	שטשוטשין	17140	exact_geoverified	name_exact	1.5
BY-00034	שצ'וצ'ין	17140	exact_geoverified	name_exact	1.5
BY-00034	שצוצין	17140	exact_geoverified	name_exact	0.1
BY-00036	ליסקאווא	73290	coord_rearbitrated	fuzzy	1360.4
BY-00036	ליסקאווע	73290	coord_rearbitrated	fuzzy	1360.4
BY-00036	ליסקיווע	73290	coord_rearbitrated	fuzzy	1360.4
BY-00042	דיסנא	21312	exact_geoverified	name_exact	0.8
BY-00043	אושאטש	22452	exact_geoverified	name_exact	1.1
BY-00043	אושאץ	22452	exact_geoverified	name_exact	0.5
BY-00043	אישחאציק	22452	exact_geoverified	name_exact	0.5
BY-00043	אישחציק	22452	exact_geoverified	name_exact	0.5
BY-00045	לאחוביץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לאחוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לאחיוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לאכוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	ליאחאוויטץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעחוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעחיוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעחעוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעכאוויטש	22491	exact_geoverified	name_exact	0.7
BY-00045	לעכאוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעכוויץ	22491	exact_geoverified	name_exact	0.7
BY-00045	לעכעוויטש	22491	exact_geoverified	name_exact	0.7
BY-00045	לעכעוויץ	22491	exact_geoverified	name_exact	0.7
BY-00046	אנטופול	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאלא	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאלי	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאליא	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאליה	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאליע	659	exact_geoverified	name_exact	0.5
BY-00046	אנטיפאלע	659	exact_geoverified	name_exact	0.5
BY-00046	אנטעפאליע	659	exact_geoverified	name_exact	0.5
BY-00046	אנטפאלי	659	exact_geoverified	name_exact	0.5
BY-00049	דארהיטשין	18293	exact_geoverified	name_exact	0.0
BY-00049	דערהטשין	18293	exact_geoverified	name_exact	0.0
BY-00049	דראהיטשין	18293	exact_geoverified	name_exact	0.0
BY-00050	דאנילאוויטש	83629	coord_rearbitrated	fuzzy	1.1
BY-00050	דונילאוויטש	83629	coord_rearbitrated	fuzzy	1.1
BY-00050	דונילוביצ'ה	83629	coord_rearbitrated	fuzzy	1.1
BY-00050	דונילעוויטש	83629	coord_rearbitrated	fuzzy	1.1
BY-00051	זיטיל	18284	coord_rearbitrated	fuzzy	1.9
BY-00051	זיטל	18284	coord_rearbitrated	fuzzy	1.9
BY-00051	זיעטיל	18284	coord_rearbitrated	fuzzy	1.9
BY-00052	גלובאק	26677	exact_geoverified	name_exact	0.7
BY-00052	האלובאקי	26677	exact_geoverified	name_exact	0.7
BY-00052	הלובא קע	26677	exact_geoverified	name_exact	0.7
BY-00052	הלובאקא	26677	exact_geoverified	name_exact	0.7
BY-00052	הלובאקי	26677	exact_geoverified	name_exact	0.7
BY-00052	לובאקי	26677	exact_geoverified	name_exact	0.7
BY-00054	איוואניץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איוויינייץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איווינץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איווניטץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איווניץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איוועניץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00054	איועניץ	20825	coord_rearbitrated	fuzzy	0.9
BY-00055	איוויא	14862	exact_geoverified	name_exact	0.4
BY-00055	איוויה	14862	exact_geoverified	name_exact	0.4
BY-00055	איוויע	14862	exact_geoverified	name_exact	0.4
BY-00055	אייוויע	14862	exact_geoverified	name_exact	0.4
BY-00057	קאברין	383	exact_geoverified	name_exact	0.8
BY-00058	מאטילע	12594	exact_geoverified	name_exact	1.0
BY-00058	מאטעלע	12594	exact_geoverified	name_exact	1.0
BY-00058	מוטול	12594	exact_geoverified	name_exact	1.0
BY-00058	מוטלה	12594	exact_geoverified	name_exact	1.0
BY-00060	פרוזאן	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזאניע	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזיאנע	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזין	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזינא	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזינאי	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזינע	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזנא	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזנאי	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזען	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזעני	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזשען	12553	exact_geoverified	name_exact	0.8
BY-00060	פרוזשענע	12553	exact_geoverified	name_exact	0.8
BY-00060	פרויזען	12553	exact_geoverified	name_exact	0.8
BY-00060	פריזינע	12553	exact_geoverified	name_exact	0.8
BY-00061	ראדאשקעוויטש	19300	exact_geoverified	name_exact	0.0
BY-00061	ראדעשקעוויץ	19300	exact_geoverified	name_exact	0.0
BY-00061	רארישקאוויץ	19300	exact_geoverified	name_exact	0.0
BY-00061	רדשקוביצ'י	19300	exact_geoverified	name_exact	0.0
BY-00063	ראזיינע	20849	exact_geoverified	name_exact	0.6
BY-00063	ראזינאי	20849	exact_geoverified	name_exact	0.6
BY-00063	ראזנאי	20849	exact_geoverified	name_exact	0.6
BY-00063	ראזניע	20849	exact_geoverified	name_exact	0.6
BY-00063	ראזשינאי	20849	exact_geoverified	name_exact	0.6
BY-00064	סלאנים	102	exact_geoverified	name_exact	0.0
BY-00064	סלאנימא	102	exact_geoverified	name_exact	0.0
BY-00065	סמארגאן	105	exact_geoverified	name_exact	0.0
BY-00065	סמורגון	105	exact_geoverified	name_exact	0.0
BY-00065	שמארגאן	105	exact_geoverified	name_exact	0.0
BY-00066	סאפאטקין	26642	exact_geoverified	name_exact	0.6
BY-00066	סאפעטקין	26642	exact_geoverified	name_exact	0.6
BY-00066	סעפעטקין	26642	exact_geoverified	name_exact	0.6
BY-00067	טעלעכאן	26904	exact_geoverified	name_exact	0.5
BY-00068	וויסנאווע	20126	exact_geoverified	name_exact	1.3
BY-00068	ווישניווע	20126	exact_geoverified	name_exact	1.3
BY-00068	ווישנעווא	20126	exact_geoverified	name_exact	1.3
BY-00068	ווישנעווע	20126	exact_geoverified	name_exact	1.3
BY-00068	וישנבה	20126	exact_geoverified	name_exact	1.3
BY-00069	וואלקאוויסק	941	exact_geoverified	name_exact	2.2
BY-00069	וואלקאווישק	941	exact_geoverified	name_exact	2.2
BY-00069	וואלקאויסק	941	exact_geoverified	name_exact	2.2
BY-00069	וואלקוויסק	941	exact_geoverified	name_exact	2.2
BY-00069	וואלקויסק	941	exact_geoverified	name_exact	2.2
BY-00069	וואלקעוויסק	941	exact_geoverified	name_exact	2.2
