UID	name	kima_id	method	orig_status	dist_km
HU-00042	מאקעוו	9581	exact_geoverified	name_exact	0.3
HU-00042	מאקעווא	9581	exact_geoverified	name_exact	0.3
HU-00042	מאקעווע	9581	exact_geoverified	name_exact	0.3
HU-00042	מאקקא	9581	exact_geoverified	name_exact	0.3
HU-00042	מקאווע	9581	exact_geoverified	name_exact	0.3
HU-00043	מישקאטץ	10567	exact_geoverified	name_exact	5.7
HU-00043	מישקאלטץ	10567	exact_geoverified	name_exact	5.7
HU-00043	מישקאליטץ	10567	exact_geoverified	name_exact	5.7
HU-00043	מישקאליץ	10567	exact_geoverified	name_exact	5.7
HU-00043	מישקאץ	10567	exact_geoverified	name_exact	5.7
HU-00044	נ' אודוואר	9598	exact_geoverified	name_exact	1.1
HU-00044	נאדאדוואר	9598	exact_geoverified	name_exact	1.1
HU-00044	נאדאודוואר	9598	exact_geoverified	name_exact	1.1
HU-00044	נאדידוואר	9598	exact_geoverified	name_exact	1.1
HU-00045	אטהאט	8847	exact_geoverified	name_exact	0.7
HU-00045	נ’ אטאד	8847	exact_geoverified	name_exact	0.7
HU-00045	נאדיאטאד	8847	exact_geoverified	name_exact	0.7
HU-00046	גראס קאללוי	17477	exact_geoverified	name_exact	1.0
HU-00046	נאדי קאלוב	17477	exact_geoverified	name_exact	1.0
HU-00046	נאדיקאללע	17477	exact_geoverified	name_exact	1.0
HU-00046	ניודי קאללא	17477	exact_geoverified	name_exact	1.0
HU-00046	קאהלוב	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלאף	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלוב	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלוף	17477	exact_geoverified	name_exact	1.0
HU-00046	קאליב	17477	exact_geoverified	name_exact	1.0
HU-00046	קאליף	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלעב	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלעוו	17477	exact_geoverified	name_exact	1.0
HU-00046	קאלעף	17477	exact_geoverified	name_exact	1.0
HU-00050	פאקש	16803	exact_geoverified	name_exact	1.8
HU-00051	פאפא	14397	exact_geoverified	name_exact	0.6
HU-00051	פאפע	14397	exact_geoverified	name_exact	0.6
HU-00052	פאסטא	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטאכא	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטאכי	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטאכיף	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטאכע	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטהא	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטהויא	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטו	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטוי	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטוכאבא	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטכוי	15650	exact_geoverified	name_exact	0.8
HU-00052	פאסטעכע	15650	exact_geoverified	name_exact	0.8
HU-00053	פעצל	23532	exact_geoverified	name_exact	0.3
HU-00054	גירבא	77362	coord_rearbitrated	fuzzy	0.2
HU-00054	פינצעהעל	77362	coord_rearbitrated	fuzzy	0.2
HU-00057	ס. פעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	ס' פעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	ס' פעטר	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	"ס""פ"	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סאיא סט. פעטאר	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סאמפעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סנאפעטר	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סעמפעטער	83176	coord_rearbitrated	fuzzy	0.1
HU-00057	סענט פעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סענטפעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סענפעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	סענפעטר	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	ש' ס' פעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	ש' סענטפעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	"ש""ס פעטער"	83176	coord_rearbitrated	fuzzy	0.7
HU-00057	שאיאסענטפעטער	83176	coord_rearbitrated	fuzzy	0.7
HU-00058	פאטאק	14915	exact_geoverified	name_exact	0.2
HU-00058	פאטיק	14915	exact_geoverified	name_exact	0.2
HU-00058	ש. פאטאק	14915	exact_geoverified	name_exact	0.2
HU-00058	ש' פאטאק	14915	exact_geoverified	name_exact	0.2
HU-00058	שאראשפאטאק	14915	exact_geoverified	name_exact	1.3
HU-00059	שארוואר	11595	exact_geoverified	name_exact	0.5
HU-00059	שארעוואר	11595	exact_geoverified	name_exact	0.5
HU-00060	אוהיל	12284	exact_geoverified	name_exact	0.2
HU-00060	אוהל	12284	exact_geoverified	name_exact	0.2
HU-00060	אוהעל	12284	exact_geoverified	name_exact	0.2
HU-00060	אוהעלי	12284	exact_geoverified	name_exact	0.2
HU-00060	אוהעלך	12284	exact_geoverified	name_exact	0.2
HU-00060	אויהעל	12284	exact_geoverified	name_exact	0.2
HU-00060	אויהעלי	12284	exact_geoverified	name_exact	0.2
HU-00060	איהעל	12284	exact_geoverified	name_exact	0.2
HU-00060	ש' א' אויהעלי	12284	exact_geoverified	name_exact	0.2
HU-00060	ש' אוהעלי	12284	exact_geoverified	name_exact	0.2
HU-00060	ש' אויהעל	12284	exact_geoverified	name_exact	0.2
HU-00060	שאטאראליאאיהעל	12284	exact_geoverified	name_exact	0.2
HU-00062	סוקסא	14766	exact_geoverified	name_exact	1.3
HU-00062	סיחס	14766	exact_geoverified	name_exact	1.3
HU-00062	סיקס	14766	exact_geoverified	name_exact	1.3
HU-00062	סיקסא	14766	exact_geoverified	name_exact	1.3
HU-00062	סיקסוי	14766	exact_geoverified	name_exact	1.3
HU-00062	סעטשע	14766	exact_geoverified	name_exact	1.3
HU-00064	טאב	16797	exact_geoverified	name_exact	0.2
HU-00066	טארצאל	82473	coord_rearbitrated	fuzzy	0.1
HU-00066	טערצאהל	82473	coord_rearbitrated	fuzzy	0.1
HU-00066	טערצאל	82473	coord_rearbitrated	fuzzy	0.1
HU-00066	טערצעל	82473	coord_rearbitrated	fuzzy	0.1
HU-00067	דאטיס	13463	exact_geoverified	name_exact	1.1
HU-00067	טאטוס	13463	exact_geoverified	name_exact	1.1
HU-00067	טאטים	13463	exact_geoverified	name_exact	1.1
HU-00067	טאטיס	13463	exact_geoverified	name_exact	1.1
HU-00067	טאטעס	13463	exact_geoverified	name_exact	1.1
HU-00067	טטה	13463	exact_geoverified	name_exact	0.0
HU-00068	טהעט	18624	exact_geoverified	name_exact	0.6
HU-00068	טעהט	18624	exact_geoverified	name_exact	0.6
HU-00068	טעט	18624	exact_geoverified	name_exact	0.6
HU-00068	טעטה	18624	exact_geoverified	name_exact	0.6
HU-00069	טיסאבוא	72496	coord_rearbitrated	fuzzy	0.9
HU-00069	טיסאבוי	72496	coord_rearbitrated	fuzzy	0.9
HU-00069	טיסבוא	72496	coord_rearbitrated	fuzzy	0.9
HU-00070	ט' עסלאר	9777	exact_geoverified	name_exact	1.6
HU-00070	טיסאעסלאר	9777	exact_geoverified	name_exact	1.6
HU-00070	טעלסעראצע	9777	exact_geoverified	name_exact	1.6
HU-00070	עסלאהר	9777	exact_geoverified	name_exact	1.6
HU-00070	עסלאר	9777	exact_geoverified	name_exact	1.6
HU-00071	ט' ליק	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסא לאק	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסא ליק	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסאלוג	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסאלוק	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסאלוקיה	14194	exact_geoverified	name_exact	0.4
HU-00071	טיסאליק	14194	exact_geoverified	name_exact	0.4
HU-00071	לוג	14194	exact_geoverified	name_exact	0.4
HU-00071	לוק	14194	exact_geoverified	name_exact	0.4
HU-00071	ליק	14194	exact_geoverified	name_exact	0.4
HU-00072	טאקאי	10881	exact_geoverified	name_exact	0.3
HU-00072	טאקיי	10881	exact_geoverified	name_exact	0.3
HU-00072	טאקייא	10881	exact_geoverified	name_exact	0.3
HU-00072	טוקאי	10881	exact_geoverified	name_exact	0.3
HU-00073	טאלטשווע	810	coord_rearbitrated	fuzzy	0.2
HU-00073	טאלטשיווא	810	coord_rearbitrated	fuzzy	0.2
HU-00075	אויפעהערטו	17358	exact_geoverified	name_exact	0.4
HU-00075	אויפעהערטוי	17358	exact_geoverified	name_exact	0.4
HU-00075	אופערטי	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערד	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערד	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערדע	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערט	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערטא	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערטה	17358	exact_geoverified	name_exact	0.4
HU-00075	ראצפערטע	17358	exact_geoverified	name_exact	0.4
HU-00075	רייצפעלד	17358	exact_geoverified	name_exact	0.4
HU-00076	ואץ	13240	exact_geoverified	name_exact	1.0
HU-00076	וואטצען	13240	exact_geoverified	name_exact	1.0
HU-00076	וואיטען	13240	exact_geoverified	name_exact	1.0
HU-00076	וואיטצען	13240	exact_geoverified	name_exact	1.0
HU-00076	וואיצען	13240	exact_geoverified	name_exact	1.0
HU-00076	וואץ	13240	exact_geoverified	name_exact	1.0
HU-00076	וואציען	13240	exact_geoverified	name_exact	1.0
HU-00076	וואצן	13240	exact_geoverified	name_exact	1.0
HU-00076	וויטעצן	13240	exact_geoverified	name_exact	1.0
HU-00076	ווייטצין	13240	exact_geoverified	name_exact	1.0
HU-00076	ווייטצן	13240	exact_geoverified	name_exact	1.0
HU-00076	ווייטצען	13240	exact_geoverified	name_exact	1.0
HU-00076	ווייצן	13240	exact_geoverified	name_exact	1.0
HU-00076	ווייצען	13240	exact_geoverified	name_exact	1.0
HU-00076	וייטצען	13240	exact_geoverified	name_exact	1.0
HU-00076	וייצען	13240	exact_geoverified	name_exact	1.0
HU-00077	ווערפלוט	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפלט	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפלטה	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפליט	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפלע	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפעלט	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפעליד	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפעליט	23601	exact_geoverified	name_exact	0.2
HU-00077	ווערפעלעט	23601	exact_geoverified	name_exact	0.2
HU-00078	זאלאעגערסעג	13643	exact_geoverified	name_exact	0.8
HU-00078	עגערזע	13643	exact_geoverified	name_exact	0.8
HU-00078	עגערסוג	13643	exact_geoverified	name_exact	0.8
HU-00078	עגערסעג	13643	exact_geoverified	name_exact	0.8
HU-00078	עגרזע	13643	exact_geoverified	name_exact	0.8
HU-00078	עגריזע	13643	exact_geoverified	name_exact	0.8
HU-00078	עגרעזע	13643	exact_geoverified	name_exact	0.8
HU-00078	עגרעסע	13643	exact_geoverified	name_exact	0.8
HU-00078	עקרעזע	13643	exact_geoverified	name_exact	0.8
HU-00078	עקרעסע	13643	exact_geoverified	name_exact	0.8
HU-00080	סאנגרוהד	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סאנגרוט	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סאנגרוטה	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סנגרוהט	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סנגרוט	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סננרהוט	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סענגרוד	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סענגרוט	89474	coord_rearbitrated	fuzzy	0.5
HU-00080	סענטגרוט	89474	coord_rearbitrated	fuzzy	0.5
HU-00081	דעריטשקע	13795	exact_geoverified	name_exact	0.4
HU-00081	דערעדטשקא	13795	exact_geoverified	name_exact	0.4
HU-00081	דערעטשקא	13795	exact_geoverified	name_exact	0.4
HU-00081	דערעטשקי	13795	exact_geoverified	name_exact	0.4
HU-00081	דערעטשקע	13795	exact_geoverified	name_exact	0.4
HU-00083	דאראג	15428	exact_geoverified	name_exact	0.1
HU-00083	דאראק	15428	exact_geoverified	name_exact	0.1
HU-00083	ה' דאראג	15428	exact_geoverified	name_exact	0.1
HU-00083	האידודאראג	15428	exact_geoverified	name_exact	0.1
HU-00084	קארצאג	13982	exact_geoverified	name_exact	1.1
HU-00084	קארצוג	13982	exact_geoverified	name_exact	1.1
HU-00084	קארציג	13982	exact_geoverified	name_exact	1.1
HU-00084	קהרציג	13982	exact_geoverified	name_exact	1.1
HU-00085	קעמטשע	26688	exact_geoverified	name_exact	0.3
HU-00085	קעמיטש	26688	exact_geoverified	name_exact	0.3
HU-00085	קעמיש	26688	exact_geoverified	name_exact	0.3
HU-00085	קעמעטש	26688	exact_geoverified	name_exact	0.3
HU-00085	קעמעטשע	26688	exact_geoverified	name_exact	0.3
HU-00086	האלאס	13563	exact_geoverified	name_exact	0.5
HU-00086	האלאש	13563	exact_geoverified	name_exact	0.5
HU-00086	האללאס	13563	exact_geoverified	name_exact	0.5
HU-00086	האללאש	13563	exact_geoverified	name_exact	0.5
HU-00086	האללעס	13563	exact_geoverified	name_exact	0.5
HU-00086	"ק""ק האלאש"	13563	exact_geoverified	name_exact	0.5
HU-00086	קישקונהאלאש	13563	exact_geoverified	name_exact	0.5
HU-00088	ווייסענבורג	8265	exact_geoverified	name_exact	1.6
HU-00088	ווייסענבערג	8265	exact_geoverified	name_exact	1.6
HU-00088	סעקעשפעהערוואר	8265	exact_geoverified	name_exact	1.6
HU-00088	"שטוהל וו""ב"	8265	exact_geoverified	name_exact	1.6
HU-00088	שטוהלווייסנבורג	8265	exact_geoverified	name_exact	1.6
HU-00088	שטוהלווייסענ בערג	8265	exact_geoverified	name_exact	1.6
HU-00088	שטוהלוויסבורג	8265	exact_geoverified	name_exact	1.6
HU-00088	שטולווייסנבורג	8265	exact_geoverified	name_exact	1.6
HU-00088	שטולווייסענבורג	8265	exact_geoverified	name_exact	1.6
HU-00089	יאנאשהאלמא	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאוואטי	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאוואטץ	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאוואץ	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאוויטץ	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאוויץ	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאווצע	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקאטי	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקוט	17280	exact_geoverified	name_exact	0.2
HU-00089	יאנקעט	17280	exact_geoverified	name_exact	0.2
HU-00090	ה. נאנאש	12814	exact_geoverified	name_exact	1.0
HU-00090	ה' נאנאש	12814	exact_geoverified	name_exact	1.0
HU-00090	היידונאנאש	12814	exact_geoverified	name_exact	1.0
HU-00090	נאנאש	12814	exact_geoverified	name_exact	1.0
HU-00090	נאנוש	12814	exact_geoverified	name_exact	1.0
HU-00090	נאניש	12814	exact_geoverified	name_exact	1.0
HU-00090	נאנעש	12814	exact_geoverified	name_exact	1.0
HU-00091	סאמבאטהעל	10779	exact_geoverified	name_exact	0.9
HU-00091	סאמבאטהעלי	10779	exact_geoverified	name_exact	0.9
HU-00091	"שט""מ"	10779	exact_geoverified	name_exact	0.9
HU-00091	שטאנעמאנגער	10779	exact_geoverified	name_exact	1.3
HU-00091	שטייןאםאנגער	10779	exact_geoverified	name_exact	0.9
HU-00091	שטיינאמאנגער	10779	exact_geoverified	name_exact	0.9
HU-00091	שטיינאמאנגר	10779	exact_geoverified	name_exact	0.9
HU-00091	שטיינמאנגער	10779	exact_geoverified	name_exact	0.9
HU-00091	שטיינעמאנגער	10779	exact_geoverified	name_exact	0.9
HU-00091	שטיינענמאנגער	10779	exact_geoverified	name_exact	0.9
HU-00091	שטענגער	10779	exact_geoverified	name_exact	0.9
HU-00092	ב' סעמיהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	בידסעמיהאל	9748	exact_geoverified	name_exact	1.1
HU-00092	בידסענטמיהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	בידסענטמיהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	סמיהלי	9748	exact_geoverified	name_exact	1.1
HU-00092	סעמהאל	9748	exact_geoverified	name_exact	1.1
HU-00092	סעמיהאל	9748	exact_geoverified	name_exact	1.1
HU-00092	סעמיהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	סעמעהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	סענטמיהאלי	9748	exact_geoverified	name_exact	1.1
HU-00092	סענמי האל	9748	exact_geoverified	name_exact	1.1
HU-00094	ה-האדהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	ה. האדהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	ה' האדהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	האדאס	19479	exact_geoverified	name_exact	0.4
HU-00094	האדהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	האדיוס	19479	exact_geoverified	name_exact	0.4
HU-00094	האדעס	19479	exact_geoverified	name_exact	0.4
HU-00094	האט האז	19479	exact_geoverified	name_exact	0.4
HU-00094	האטהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	האטהארז	19479	exact_geoverified	name_exact	0.4
HU-00094	האידוהאדהאז	19479	exact_geoverified	name_exact	0.4
HU-00094	הדיוס	19479	exact_geoverified	name_exact	0.4
HU-00099	וואראשוואר	20559	exact_geoverified	name_exact	0.4
HU-00099	ווערעשוואהר	20559	exact_geoverified	name_exact	0.4
HU-00099	ווערשוואר	20559	exact_geoverified	name_exact	0.4
HU-00100	אבאנא	7126	exact_geoverified	name_exact	0.3
HU-00100	אבאני	7126	exact_geoverified	name_exact	0.3
HU-00100	אבאניע	7126	exact_geoverified	name_exact	0.3
HU-00101	באגארד	16339	exact_geoverified	name_exact	1.0
HU-00101	באגארדע	16339	exact_geoverified	name_exact	1.0
HU-00101	שארבאגארד	16339	exact_geoverified	name_exact	1.0
HU-00102	ה' שאמשאן	23498	exact_geoverified	name_exact	0.8
HU-00102	האידושאמשאן	23498	exact_geoverified	name_exact	0.8
HU-00102	שאמשאן	23498	exact_geoverified	name_exact	0.8
HU-00102	שאמשון	23498	exact_geoverified	name_exact	0.8
HU-00102	שאמשן	23498	exact_geoverified	name_exact	0.8
HU-00102	שמשם	23498	exact_geoverified	name_exact	0.8
HU-00103	וואשוואר	17478	exact_geoverified	name_exact	0.3
HU-00103	וואשווואר	17478	exact_geoverified	name_exact	0.3
HU-00103	וואשער	17478	exact_geoverified	name_exact	0.3
HU-00104	טשארנא	77598	coord_rearbitrated	fuzzy	0.8
HU-00104	טשארני	77598	coord_rearbitrated	fuzzy	0.8
HU-00104	טשארנע	77598	coord_rearbitrated	fuzzy	0.8
HU-00105	סערינט	10575	exact_geoverified	name_exact	0.4
HU-00105	סערענטש	10575	exact_geoverified	name_exact	0.4
HU-00105	סערענעש	10575	exact_geoverified	name_exact	0.4
HU-00105	סערענש	10575	exact_geoverified	name_exact	0.4
HU-00109	סעטשיהן	14288	exact_geoverified	name_exact	0.1
HU-00109	סעטשין	14288	exact_geoverified	name_exact	0.1
HU-00109	סעטשעני	14288	exact_geoverified	name_exact	0.1
HU-00109	שעטשען	14288	exact_geoverified	name_exact	0.1
HU-00110	סילאש	23537	exact_geoverified	name_exact	0.7
HU-00110	סילאש	23537	exact_geoverified	name_exact	0.7
HU-00110	סילאש באלהאש	23537	exact_geoverified	name_exact	0.7
HU-00110	סילאשבאלהאש	23537	exact_geoverified	name_exact	0.7
HU-00113	ב' מ' קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	ב' קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	מ’ קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	מעזא-קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	מעזעקערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	ני' קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00113	קערעסטעש	72283	coord_rearbitrated	fuzzy	0.0
HU-00115	זשאמבעק	17459	exact_geoverified	name_exact	0.2
HU-00115	שאמביק	17459	exact_geoverified	name_exact	0.2
HU-00115	שאמבעק	17459	exact_geoverified	name_exact	0.2
HU-00117	יאסבערין	87138	coord_rearbitrated	fuzzy	0.8
HU-00117	יאסברין	87138	coord_rearbitrated	fuzzy	0.8
HU-00119	דיולא	70229	coord_rearbitrated	fuzzy	0.4
HU-00119	דיולן	70229	coord_rearbitrated	fuzzy	0.4
HU-00121	לאדאן	6022	exact_geoverified	name_exact	0.4
HU-00121	פ' לאדאני	6022	exact_geoverified	name_exact	0.4
HU-00121	פ' לאנדאן	6022	exact_geoverified	name_exact	0.4
HU-00121	"פ""ל"	6022	exact_geoverified	name_exact	0.4
HU-00121	פישפוק לאדאן	6022	exact_geoverified	name_exact	0.4
HU-00121	פישפיקלאדאן	6022	exact_geoverified	name_exact	0.4
HU-00121	פישפיקלאדאני	6022	exact_geoverified	name_exact	0.4
HU-00121	פישפיקלודיין	6022	exact_geoverified	name_exact	0.4
HU-00121	פישפעקלאדאני	6022	exact_geoverified	name_exact	0.4
HU-00122	ק' קערעש	8848	exact_geoverified	name_exact	0.4
HU-00122	קיש קאראש	8848	exact_geoverified	name_exact	0.4
HU-00122	קיש קורעש	8848	exact_geoverified	name_exact	0.4
HU-00122	קישקורוש	8848	exact_geoverified	name_exact	0.4
HU-00122	קישקיריש	8848	exact_geoverified	name_exact	0.4
HU-00122	קישקערויש	8848	exact_geoverified	name_exact	0.4
HU-00122	קישקעריש	8848	exact_geoverified	name_exact	0.4
HU-00122	קישקערעש	8848	exact_geoverified	name_exact	0.4
HU-00123	אסאד	6084	exact_geoverified	name_exact	0.4
HU-00125	באיא	11784	exact_geoverified	name_exact	0.2
HU-00125	באיי	11784	exact_geoverified	name_exact	0.2
HU-00125	באייא	11784	exact_geoverified	name_exact	0.2
HU-00125	באיע	11784	exact_geoverified	name_exact	0.2
HU-00125	ביאה	11784	exact_geoverified	name_exact	0.2
HU-00125	בייא	11784	exact_geoverified	name_exact	0.2
HU-00125	בייע	11784	exact_geoverified	name_exact	0.2
HU-00126	א' סאנטוי	14548	exact_geoverified	name_exact	0.1
HU-00126	א' סאנטעוו	14548	exact_geoverified	name_exact	0.1
HU-00126	אבויסאניטויא	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטא	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטאב	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטאוו	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטאף	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטוב	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטוי	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטוף	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטיף	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטע	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטעב	14548	exact_geoverified	name_exact	0.1
HU-00126	סאנטעוו	14548	exact_geoverified	name_exact	0.1
HU-00126	סענטא	14548	exact_geoverified	name_exact	0.1
HU-00126	סענטע	14548	exact_geoverified	name_exact	0.1
HU-00128	אפאשטאג	84148	coord_rearbitrated	fuzzy	0.4
HU-00128	אפאשטאק	84148	coord_rearbitrated	fuzzy	0.4
HU-00130	"וו""ב"	7760	exact_geoverified	name_exact	0.6
HU-00130	וועסברין	7760	exact_geoverified	name_exact	0.6
HU-00130	וועסברק	7760	exact_geoverified	name_exact	0.6
HU-00130	וועספרים	7760	exact_geoverified	name_exact	0.6
HU-00130	וועספרעם	7760	exact_geoverified	name_exact	0.6
HU-00132	טאהלי	74500	coord_rearbitrated	fuzzy	0.6
HU-00132	שאהל	74500	coord_rearbitrated	fuzzy	0.6
HU-00132	שאי	74500	coord_rearbitrated	fuzzy	0.6
HU-00132	שאל	74500	coord_rearbitrated	fuzzy	0.6
HU-00132	שאללי	74500	coord_rearbitrated	fuzzy	0.6
HU-00132	שאללי בארשאדער קאמידאט	74500	coord_rearbitrated	fuzzy	0.6
HU-00134	ט' סאלאש	15704	exact_geoverified	name_exact	0.9
HU-00134	ט' פירעד	15704	exact_geoverified	name_exact	0.9
HU-00134	ט' פירעד	15704	exact_geoverified	name_exact	0.9
HU-00134	"ט""פ"	15704	exact_geoverified	name_exact	0.9
HU-00134	טיסאסאלאש	15704	exact_geoverified	name_exact	0.9
HU-00134	טיסאפירעד	15704	exact_geoverified	name_exact	0.9
HU-00139	א' וו	8479	exact_geoverified	name_exact	0.7
HU-00139	אויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	אוילווארש	8479	exact_geoverified	name_exact	0.7
HU-00139	אלמאאויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	ב-אויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	ב' אויואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	ב' אויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	ב' אויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00139	ב' אויווארוש	8479	exact_geoverified	name_exact	0.7
HU-00139	באלמאז אויווארוש	8479	exact_geoverified	name_exact	0.7
HU-00139	באלמאזאויוואראש	8479	exact_geoverified	name_exact	0.7
HU-00141	באטאר	13648	exact_geoverified	name_exact	0.4
HU-00141	באטור	13648	exact_geoverified	name_exact	0.4
HU-00141	באטיר	13648	exact_geoverified	name_exact	0.4
HU-00141	באטער	13648	exact_geoverified	name_exact	0.3
HU-00141	נ. באטיר	13648	exact_geoverified	name_exact	0.4
HU-00141	נ' באטאר	13648	exact_geoverified	name_exact	0.4
HU-00141	ניר באטאר	13648	exact_geoverified	name_exact	0.4
HU-00141	ניר באטור	13648	exact_geoverified	name_exact	0.4
HU-00141	נירבאטאר	13648	exact_geoverified	name_exact	0.4
HU-00141	נירבאטור	13648	exact_geoverified	name_exact	0.4
HU-00141	נירבאטיו	13648	exact_geoverified	name_exact	0.4
HU-00142	אראש	8615	exact_geoverified	name_exact	0.6
HU-00142	ארוש	8615	exact_geoverified	name_exact	0.6
HU-00142	נ' האזי	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעדהאז	8615	exact_geoverified	name_exact	0.0
HU-00142	נירעדהאז	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעדהאזא	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעדהאזא	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעדיהאז	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעדיהאזא	8615	exact_geoverified	name_exact	0.6
HU-00142	נירעטהאז	8615	exact_geoverified	name_exact	0.6
HU-00143	נ' לוגאש	14006	exact_geoverified	name_exact	0.2
HU-00143	ניר לוגאש	14006	exact_geoverified	name_exact	0.2
HU-00143	נירלוגאש	14006	exact_geoverified	name_exact	0.2
HU-00145	פאטנאק	14249	exact_geoverified	name_exact	0.2
