UID,EngName,Latitude,Longitude,HebName,blank5,Rishon,YS_id,IsWord,Notes,Sourcing,KaganID,JGenID,AltEng,USBGN,EngClean,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
AT-00017,Kobersdorf,47.5960798,16.3909779,"ק""ד",,,,YES,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבירשדורף,,,,,,NBY,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבעלסדארף,,,,,,Kagan,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבעסדארף,,,,,,Prenum 1027,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבערסדארף,,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,"קב""ד",,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,"קו""ד",,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00017,Kobersdorf,47.5960798,16.3909779,קובלסדארף,,,,,,Kagan,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf,name_exact,name_exact,A_autolink,0.95,True,,22440,Kobersdorf (Austria),קויברסדורף (אוסטריה),0.1,22440
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,"ל""ב",,,,YES,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקינבאך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקנבאך,,,,,,Kagan,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענבאך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענבוך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.5833333333333,16.4666666666666,לאקענבך,,,,,,JGen,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.7,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענפאק,,,,,,Kagan,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,"לק""ב",,,,Y,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach,name_exact,name_exact,A_autolink,0.95,True,,20680,Lackenbach (Austria),לקנבך (אוסטריה),0.4,20680
AT-00019,Mattersburg,47.73625,16.39663,"מ""ד",,,,YES,Disambiguate,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאדרסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטטערסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטיסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטעסבורג,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטעסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
AT-00019,Mattersburg,47.73625,16.39663,מאטערסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg,name_exact,name_exact,A_autolink,0.95,True,,15413,Mattersburg (Austria),מטרסדורף (אוסטריה),0.2,15413
