kima_id	kima_rom	variant	variant_norm	n_datasets	datasets	sources	provenance
16093	Czarnków (Poland)	טשארניקוי	טשארניקוי	1	Fischer	Fischer:PL-00832	exact_geoverified
16093	Czarnków (Poland)	טשארנקאווי	טשארנקאווי	1	Fischer	Fischer:PL-00832	exact_geoverified
16093	Czarnków (Poland)	טשארנקווי	טשארנקווי	1	Fischer	Fischer:PL-00832	exact_geoverified
16120	Maḥallah al-Kubrá (Egypt)	אלמחלה	אלמחלה	1	Fischer	Fischer:EG-00023	coord_rearbitrated
16137	Kokand (Uzbekistan)	קוקאנד	קוקאנד	1	Fischer	Fischer:UZ-00014	exact_geoverified
16146	Derbent (Russia)	דערבענט	דערבענט	1	Fischer	Fischer:RU-00170	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	לובבנא	לובבנא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	לוביוונא	לוביוונא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	לוביינע	לוביינע	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	לובמלא	לובמלא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	לומבלא	לומבלא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליבובנא	ליבובנא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליבוונא	ליבוונא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליביבנא	ליביבנא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליביוונא	ליביוונא	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליביווני	ליביווני	1	Fischer	Fischer:UA-00436	exact_geoverified
16161	Li︠u︡bomlʹ (Ukraine)	ליבעוונע	ליבעוונע	1	Fischer	Fischer:UA-00485	exact_geoverified
16166	Mazyr (Homelʹskai︠a︡ voblastsʹ, Belarus)	מאזשיר	מאזשיר	1	Fischer	Fischer:BY-00241	exact_geoverified
16167	Praga (Warsaw, Poland)	פראגא	פראגא	1	Fischer	Fischer:PL-00381	exact_geoverified
16167	Praga (Warsaw, Poland)	פראגא הסמוך לעיר המלוכה ווארשא	פראגאהסמוךלעירהמלוכהווארשא	1	Fischer	Fischer:PL-00381	exact_geoverified
16167	Praga (Warsaw, Poland)	פראגויא בייא ווארשויא	פראגויאבייאווארשויא	1	Fischer	Fischer:PL-00381	exact_geoverified
16167	Praga (Warsaw, Poland)	פראגע	פראגע	1	Fischer	Fischer:PL-00381	exact_geoverified
16171	Radunʹ (Belarus)	ראדון	ראדון	1	Fischer	Fischer:BY-00413	coord_rearbitrated
16171	Radunʹ (Belarus)	ראדן	ראדן	1	Fischer	Fischer:BY-00413	coord_rearbitrated
16211	Prestwich (England)	פרעסטוויטש	פרעסטוויטש	1	Fischer	Fischer:GB-00035	exact_geoverified
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קאימעניץ דליטא	קאימעניץדליטא	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קאמיניץ	קאמיניץ	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קאמינעץ	קאמינעץ	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קאמעניץ	קאמעניץ	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קאמענעץ ליטאווסק	קאמענעץליטאווסק	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16219	Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ, Belarus)	קמניץ דליטא	קמניץדליטא	1	Fischer	Fischer:BY-00095	coord_rearbitrated
16222	Butrimonys (Lithuania)	באלטערמאנץ	באלטערמאנץ	1	Fischer	Fischer:LT-00069	exact_geoverified
16222	Butrimonys (Lithuania)	באלטרומאנץ	באלטרומאנץ	1	Fischer	Fischer:LT-00069	exact_geoverified
16222	Butrimonys (Lithuania)	באלטרימאנץ	באלטרימאנץ	1	Fischer	Fischer:LT-00069	exact_geoverified
16222	Butrimonys (Lithuania)	באלטרעמאנץ	באלטרעמאנץ	1	Fischer	Fischer:LT-00069	exact_geoverified
16222	Butrimonys (Lithuania)	בוטרימאנץ	בוטרימאנץ	1	Fischer	Fischer:LT-00069	exact_geoverified
16227	Krasnystaw (Poland)	קראַסנאָסטאַוו	קראסנאסטאוו	1	Zylbercweig	Zylbercweig:Q155088	5-facs_242_tr_1739221237
16227	Krasnystaw (Poland)	קראסנימטאב	קראסנימטאב	1	Fischer	Fischer:PL-00484	exact_geoverified
16227	Krasnystaw (Poland)	קראסניסטאב	קראסניסטאב	1	Fischer	Fischer:PL-00484	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סארדאק	סארדאק	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סורדאק	סורדאק	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סורדעק	סורדעק	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סטרומטערע	סטרומטערע	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סטרימטערי	סטרימטערי	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סטרימטערע	סטרימטערע	1	Fischer	Fischer:RO-00236	exact_geoverified
16230	Strîmtura (Maramureș, Romania)	סטרעמטירי	סטרעמטירי	1	Fischer	Fischer:RO-00236	exact_geoverified
16231	Babadağ (Turkey)	באבאדאק	באבאדאק	1	Fischer	Fischer:RO-00296	exact_geoverified
16242	Novo mesto (Slovenia)	ניישטאָט	ניישטאט	1	Zylbercweig	Zylbercweig:Q5266	2-facs_53_r_6
16242	Novo mesto (Slovenia)	העיר החדשה	העירהחדשה	1	Fischer	Fischer:SI-00014	exact_geoverified
16242	Novo mesto (Slovenia)	נייא שטעטיל	נייאשטעטיל	1	Fischer	Fischer:SI-00014	exact_geoverified
16242	Novo mesto (Slovenia)	נייאשטעדטל	נייאשטעדטל	1	Fischer	Fischer:SI-00014	exact_geoverified
16242	Novo mesto (Slovenia)	נישטעטל	נישטעטל	1	Fischer	Fischer:SI-00014	exact_geoverified
16248	Zelów (Poland)	זעלאוו	זעלאוו	1	Fischer	Fischer:PL-00290	exact_geoverified
16248	Zelów (Poland)	זעלוב	זעלוב	1	Fischer	Fischer:PL-00290	exact_geoverified
16248	Zelów (Poland)	זעליב	זעליב	1	Fischer	Fischer:PL-00290	exact_geoverified
16248	Zelów (Poland)	זעלעוו	זעלעוו	1	Fischer	Fischer:PL-00290	exact_geoverified
16248	Zelów (Poland)	זעלעווי	זעלעווי	1	Fischer	Fischer:PL-00290	exact_geoverified
16250	Trnava (Západoslovenský kraj, Slovakia)	טארנע	טארנע	1	Fischer	Fischer:SK-00061	exact_geoverified
16250	Trnava (Západoslovenský kraj, Slovakia)	טורני	טורני	1	Fischer	Fischer:SK-00061	exact_geoverified
16250	Trnava (Západoslovenský kraj, Slovakia)	טרנוי	טרנוי	1	Fischer	Fischer:SK-00061	exact_geoverified
16258	Silivri (Turkey)	סילביריא	סילביריא	1	Fischer	Fischer:TR-00022	exact_geoverified
16268	Rheinberg (Germany)	ריינבערג	ריינבערג	1	Fischer	Fischer:DE-01354	exact_geoverified
16274	Baranivka (Z︠H︡ytomyrsʹka oblastʹ, Ukraine)	באראנאווקע	באראנאווקע	1	Fischer	Fischer:UA-00518	exact_geoverified
16274	Baranivka (Z︠H︡ytomyrsʹka oblastʹ, Ukraine)	באראנעווקע	באראנעווקע	1	Fischer	Fischer:UA-00518	exact_geoverified
16274	Baranivka (Z︠H︡ytomyrsʹka oblastʹ, Ukraine)	בראנאווקע	בראנאווקע	1	Fischer	Fischer:UA-00518	exact_geoverified
16287	Hunedoara (Romania)	וו' הוניאד	ווהוניאד	1	Fischer	Fischer:RO-00593	exact_geoverified
16287	Hunedoara (Romania)	וואידאהוניאד	וואידאהוניאד	1	Fischer	Fischer:RO-00593	exact_geoverified
16317	Šabac (Serbia)	שאפצה	שאפצה	1	Fischer	Fischer:RS-00068	exact_geoverified
16322	Dusetos (Lithuania)	דוסאט	דוסאט	1	Fischer	Fischer:LT-00040	exact_geoverified
16322	Dusetos (Lithuania)	דושאט	דושאט	1	Fischer	Fischer:LT-00040	exact_geoverified
1633	Michalovce (Slovakia)	מהאלאוויטץ	מהאלאוויטץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מהאלוויץ	מהאלוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מהאליוויץ	מהאליוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלאוויטץ	מיהאלאוויטץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלאווצע	מיהאלאווצע	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלוויטץ	מיהאלוויטץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלוויץ	מיהאלוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאליוויץ	מיהאליוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלעוויטש	מיהאלעוויטש	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיהאלעוויץ	מיהאלעוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיכאלאוויטש	מיכאלאוויטש	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיכאלובצה	מיכאלובצה	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	מיכאלעוויץ	מיכאלעוויץ	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	נ' מיהאלי	נמיהאלי	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	נאדימיהאלי	נאדימיהאלי	1	Fischer	Fischer:SK-00033	coord_rearbitrated
1633	Michalovce (Slovakia)	בערעזנא ג'	בערעזנאג	1	Fischer	Fischer:UA-00276	coord_rearbitrated
1633	Michalovce (Slovakia)	ברעזנא גדול	ברעזנאגדול	1	Fischer	Fischer:UA-00276	coord_rearbitrated
16333	Busko-Zdrój (Poland)	בוסקו	בוסקו	1	Fischer	Fischer:PL-00623	exact_geoverified
16333	Busko-Zdrój (Poland)	ביסק	ביסק	1	Fischer	Fischer:PL-00623	exact_geoverified
16339	Sárbogárd (Hungary)	באגארד	באגארד	1	Fischer	Fischer:HU-00101	exact_geoverified
16339	Sárbogárd (Hungary)	באגארדע	באגארדע	1	Fischer	Fischer:HU-00101	exact_geoverified
16339	Sárbogárd (Hungary)	שארבאגארד	שארבאגארד	1	Fischer	Fischer:HU-00101	exact_geoverified
16339	Sárbogárd (Hungary)	פוסטאעגרעש	פוסטאעגרעש	1	Fischer	Fischer:HU-00148	exact_geoverified
16339	Sárbogárd (Hungary)	שארבאגאדי	שארבאגאדי	1	Fischer	Fischer:HU-00148	exact_geoverified
16342	Mondovì (Italy)	מונדיבי	מונדיבי	1	Fischer	Fischer:IT-00047	exact_geoverified
16343	Verkhovyna (Ukraine)	ז'אביה	זאביה	1	Fischer	Fischer:UA-00207	exact_geoverified
16343	Verkhovyna (Ukraine)	זאביע	זאביע	1	Fischer	Fischer:UA-00207	exact_geoverified
16343	Verkhovyna (Ukraine)	זעביא	זעביא	1	Fischer	Fischer:UA-00207	exact_geoverified
16377	Wittelshofen (Germany)	ווידלסהויפן	ווידלסהויפן	1	Fischer	Fischer:DE-00756	exact_geoverified
16377	Wittelshofen (Germany)	ווידלסהויפען	ווידלסהויפען	1	Fischer	Fischer:DE-00756	exact_geoverified
16377	Wittelshofen (Germany)	ווידעלסהאפען	ווידעלסהאפען	1	Fischer	Fischer:DE-00756	exact_geoverified
16377	Wittelshofen (Germany)	וויטטעלזהאפען	וויטטעלזהאפען	1	Fischer	Fischer:DE-00756	exact_geoverified
1638	Mukacheve (Ukraine)	מאנקאטש	מאנקאטש	1	Fischer	Fischer:UA-00117	coord_rearbitrated
1638	Mukacheve (Ukraine)	מונקאש	מונקאש	1	Fischer	Fischer:UA-00117	coord_rearbitrated
1638	Mukacheve (Ukraine)	מינקאטש	מינקאטש	1	Fischer	Fischer:UA-00117	coord_rearbitrated
16385	Hamm (Koblenz, Germany)	האם	האם	1	Fischer	Fischer:DE-00141	exact_geoverified
1640	Nadvirna (Ukraine)	נאדאוורנא	נאדאוורנא	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדבורנה	נאדבורנה	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדבערנא	נאדבערנא	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווארנא	נאדווארנא	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווארני	נאדווארני	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווארנע	נאדווארנע	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווערנא	נאדווערנא	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווערני	נאדווערני	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נאדווערנע	נאדווערנע	1	Fischer	Fischer:UA-00120	coord_rearbitrated
1640	Nadvirna (Ukraine)	נדבורנה	נדבורנה	1	Fischer	Fischer:UA-00120	coord_rearbitrated
16406	Windsbach (Germany)	ווינשבאך	ווינשבאך	1	Fischer	Fischer:DE-00755	exact_geoverified
1644	Niz︠h︡yn (Ukraine)	ניעזשין	ניעזשין	1	Fischer	Fischer:UA-00633	coord_rearbitrated
1644	Niz︠h︡yn (Ukraine)	נעזשין	נעזשין	1	Fischer	Fischer:UA-00633	coord_rearbitrated
1644	Niz︠h︡yn (Ukraine)	ניזען	ניזען	1	Fischer	Fischer:UA-00633	coord_rearbitrated
1645	Olyka (Ukraine)	אוליקא	אוליקא	1	Fischer	Fischer:UA-00489	coord_rearbitrated
1646	Orsova (Romania)	ג' ארשיעווע	גארשיעווע	1	Fischer	Fischer:RO-00190	coord_rearbitrated
1646	Orsova (Romania)	ארשעווע	ארשעווע	1	Fischer	Fischer:RO-00950	coord_rearbitrated
165	Chrzanów (Poland)	כזשאנאוו	כזשאנאוו	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קראשאנאב	קראשאנאב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קראשנוב	קראשנוב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קרשאנאב	קרשאנאב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קרשאנאוו	קרשאנאוו	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קרשאנאוו גאליציאן	קרשאנאווגאליציאן	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קרשאניב	קרשאניב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאנאוו	קשאנאוו	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאנב	קשאנב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאנוב	קשאנוב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאניב	קשאניב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאנעב	קשאנעב	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	קשאנעוו	קשאנעוו	1	Fischer	Fischer:PL-00026	coord_rearbitrated
165	Chrzanów (Poland)	חז'אנוב	חזאנוב	1	Fischer	Fischer:PL-01456	coord_rearbitrated
165	Chrzanów (Poland)	חשנוב	חשנוב	1	Fischer	Fischer:PL-01456	coord_rearbitrated
16503	Timkovichi (Byelorussian S.S.R.)	טימקאוויץ	טימקאוויץ	1	Fischer	Fischer:BY-00248	exact_geoverified
16505	Komarno (Ukraine)	קאמארנא	קאמארנא	1	Fischer	Fischer:UA-00084	exact_geoverified
16505	Komarno (Ukraine)	קאמארנע	קאמארנע	1	Fischer	Fischer:UA-00084	exact_geoverified
16505	Komarno (Ukraine)	קאמרנא	קאמרנא	1	Fischer	Fischer:UA-00084	exact_geoverified
16505	Komarno (Ukraine)	קומארנו	קומארנו	1	Fischer	Fischer:UA-00084	exact_geoverified
16505	Komarno (Ukraine)	קמארנא	קמארנא	1	Fischer	Fischer:UA-00084	exact_geoverified
1651	Pavlivka (Ukraine)	פאריציק	פאריציק	1	Fischer	Fischer:UA-00136	coord_rearbitrated
1651	Pavlivka (Ukraine)	פוריסק	פוריסק	1	Fischer	Fischer:UA-00136	coord_rearbitrated
1651	Pavlivka (Ukraine)	פריצק	פריצק	1	Fischer	Fischer:UA-00136	coord_rearbitrated
16510	Flatbush (New York, N.Y.)	פלאטבוש	פלאטבוש	1	Fischer	Fischer:US-00364	exact_geoverified
16510	Flatbush (New York, N.Y.)	פלעטבוש	פלעטבוש	1	Fischer	Fischer:US-00364	exact_geoverified
16512	Kostrzyn (Województwo Lubuskie, Poland)	קיסטריהן	קיסטריהן	1	Fischer	Fischer:PL-01384	exact_geoverified
16512	Kostrzyn (Województwo Lubuskie, Poland)	קיסטרין	קיסטרין	1	Fischer	Fischer:PL-01384	exact_geoverified
16514	Brzesko (Poland)	ברוגיל	ברוגיל	1	Fischer	Fischer:PL-00021	exact_geoverified
16514	Brzesko (Poland)	בריגיל	בריגיל	1	Fischer	Fischer:PL-00021	exact_geoverified
16514	Brzesko (Poland)	בריגל	בריגל	1	Fischer	Fischer:PL-00021	exact_geoverified
16514	Brzesko (Poland)	בריגעל	בריגעל	1	Fischer	Fischer:PL-00021	exact_geoverified
16527	Borough Park (New York, N.Y.)	ב.פ.	בפ	1	Fischer	Fischer:US-00234	exact_geoverified
16527	Borough Park (New York, N.Y.)	בארא פארק	באראפארק	1	Fischer	Fischer:US-00234	exact_geoverified
16527	Borough Park (New York, N.Y.)	באראה פארק	באראהפארק	1	Fischer	Fischer:US-00234	exact_geoverified
16527	Borough Park (New York, N.Y.)	בורא פארק	בוראפארק	1	Fischer	Fischer:US-00234	exact_geoverified
16527	Borough Park (New York, N.Y.)	בורה-פארק	בורהפארק	1	Fischer	Fischer:US-00234	exact_geoverified
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פעריסלאוו	פעריסלאוו	1	Fischer	Fischer:UA-00261	coord_rearbitrated
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פערעייאסלאוו	פערעייאסלאוו	1	Fischer	Fischer:UA-00261	coord_rearbitrated
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פריאסלאוו	פריאסלאוו	1	Fischer	Fischer:UA-00261	coord_rearbitrated
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פרעיאסלאוו	פרעיאסלאוו	1	Fischer	Fischer:UA-00261	coord_rearbitrated
1653	Pereiaslav-Khmelnytskyi (Ukraine)	פרעיאסלעוו	פרעיאסלעוו	1	Fischer	Fischer:UA-00261	coord_rearbitrated
16530	Sommerhausen (Germany)	זאממער הויזן	זאממערהויזן	1	Fischer	Fischer:DE-01246	exact_geoverified
16530	Sommerhausen (Germany)	זאממערהויזען	זאממערהויזען	1	Fischer	Fischer:DE-01246	exact_geoverified
16530	Sommerhausen (Germany)	זאמערהויזן	זאמערהויזן	1	Fischer	Fischer:DE-01246	exact_geoverified
16534	Chuhuïv (Ukraine)	טשוהויעוו	טשוהויעוו	1	Fischer	Fischer:UA-01365	coord_rearbitrated
16549	Novhorod-Siversʹkyĭ (Ukraine)	נאווגאראד סעווערסק	נאווגאראדסעווערסק	1	Fischer	Fischer:UA-00703 | Fischer:UA-00703	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרומישליאן	פרומישליאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרי מישלאן	פרימישלאן	1	Fischer	Fischer:UA-00138 | Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרימישליאן	פרימישליאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמושלאן	פרעמושלאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמושליאן	פרעמושליאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמיסלע	פרעמיסלע	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמישלאיין	פרעמישלאיין	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמישלאנא	פרעמישלאנא	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמישליאן	פרעמישליאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמישליין	פרעמישליין	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמישלין	פרעמישלין	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמסלא	פרעמסלא	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמשילאן	פרעמשילאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמשלאן	פרעמשלאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמשליאן	פרעמשליאן	1	Fischer	Fischer:UA-00138	coord_rearbitrated
1655	Peremyshli︠a︡ny (Ukraine)	פרעמשליין	פרעמשליין	1	Fischer	Fischer:UA-00138	coord_rearbitrated
16553	Orsha (Belarus)	אורשע	אורשע	1	Fischer	Fischer:BY-00179	exact_geoverified
16553	Orsha (Belarus)	ארשע	ארשע	1	Fischer	Fischer:BY-00179	exact_geoverified
16554	Sierpc (Poland : Powiat)	סערעפעץ	סערעפעץ	1	Fischer	Fischer:PL-00449	exact_geoverified
16555	Ciechanowiec (Poland)	טשעחינאווצא	טשעחינאווצא	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעחינאווצע	טשעחינאווצע	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעחנאווצע	טשעחנאווצע	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכאנאוויץ	טשעכאנאוויץ	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכאנאווצי	טשעכאנאווצי	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכאנאווצע	טשעכאנאווצע	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכינאווי צע	טשעכינאוויצע	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכינאוויץ	טשעכינאוויץ	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכנאווצי	טשעכנאווצי	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	טשעכענאווצע	טשעכענאווצע	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	משעכ נאוויץ	משעכנאוויץ	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	צ'ייחאנוביץ	צייחאנוביץ	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	צעכנאווצי	צעכנאווצי	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	צעכענאווצי	צעכענאווצי	1	Fischer	Fischer:PL-00296	exact_geoverified
16555	Ciechanowiec (Poland)	רודלשטאט	רודלשטאט	1	Fischer	Fischer:PL-00296	exact_geoverified
16566	Lambsheim (Germany)	לאמבסהיים	לאמבסהיים	1	Fischer	Fischer:DE-00434	exact_geoverified
1657	Lokhvyt︠s︡i︠a︡ (Ukraine)	לאכוויץ	לאכוויץ	1	Fischer	Fischer:UA-00774	coord_rearbitrated
16575	Edineț (Moldova : Raionul)	ידיניץ	ידיניץ	1	Fischer	Fischer:MD-00042	exact_geoverified
16575	Edineț (Moldova : Raionul)	יעדיניץ	יעדיניץ	1	Fischer	Fischer:MD-00042	exact_geoverified
16575	Edineț (Moldova : Raionul)	יעדינעץ	יעדינעץ	1	Fischer	Fischer:MD-00042	exact_geoverified
16575	Edineț (Moldova : Raionul)	יעדניץ	יעדניץ	1	Fischer	Fischer:MD-00042	exact_geoverified
1658	Jastrząb (Powiat Szydłowiecki, Poland)	יסטשונב	יסטשונב	1	Fischer	Fischer:PL-01053	coord_rearbitrated
1659	Jihlava (Czech Republic)	איגלויא	איגלויא	1	Fischer	Fischer:CZ-00156	exact_geoverified
1659	Jihlava (Czech Republic)	ייגלאווע	ייגלאווע	1	Fischer	Fischer:CZ-00156	exact_geoverified
1659	Jihlava (Czech Republic)	ייהלבה	ייהלבה	1	Fischer	Fischer:CZ-00156	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	וואג אויהעל	וואגאויהעל	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	וואג ניא שטאדטעל	וואגניאשטאדטעל	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	וואגניישטאדטיל	וואגניישטאדטיל	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	"נ""ש"	נש	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	נאווע-מעסטא	נאוועמעסטא	1	Fischer	Fischer:SK-00040 | Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	נאוועמעסטצי	נאוועמעסטצי	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	נייאשטאט	נייאשטאט	1	Fischer	Fischer:SK-00040	exact_geoverified
16594	Nové Mesto nad Váhom (Slovakia)	ניישטאט	ניישטאט	1	Fischer	Fischer:SK-00040	exact_geoverified
