kima_id	kima_rom	variant	variant_norm	n_datasets	datasets	sources	provenance
105	Smorgon (Belarus)	סמאָרגאָן	סמארגאן	2	Fischer;Zylbercweig	Zylbercweig:Q958617 | Zylbercweig:Q958617 | Fischer:BY-00065	1-facs_389_tr_1739715084 | 6-facs_176_tr_1747825145 | exact_geoverified
10603	Naraïv (Ukraine)	נאַראַיעוו	נאראיעוו	2	Fischer;Zylbercweig	Zylbercweig:Q4313044 | Fischer:UA-00121	2-facs_303_tr_1744365806 | exact_geoverified
11031	Zabrze (Poland)	זאַבזשע	זאבזשע	2	Fischer;YIVO	YIVO:Zabrze | Fischer:PL-00794	exact_geoverified
11652	Starai︠a︡ Russa (Russia)	סטאַראַיאַ רוסאַ	סטאראיארוסא	2	Fischer;Zylbercweig	Zylbercweig:Q196479 | Fischer:RU-00070	5-facs_442_tr_1739222531 | exact_geoverified
11673	Novoselyt︠s︡i︠a︡ (Chernivet︠s︡ʹka oblastʹ, Ukraine)	נאָוואָסעליץ	נאוואסעליץ	2	Fischer;Zylbercweig	Zylbercweig:Q149030 | Fischer:UA-00125	6-facs_50_tr_1747746193 | coord_rearbitrated
11953	New Rochelle (N.Y.)	ניו-ראָשעל	ניוראשעל	2	Fischer;Zylbercweig	Zylbercweig:Q744948 | Fischer:US-00091	3-facs_415_tr_1755856164 | exact_geoverified
12047	Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)	זבאַראָזש	זבאראזש	2	Fischer;Zylbercweig	Zylbercweig:Q1019899 | Fischer:UA-00229	1-facs_395_r_6 | exact_geoverified
12357	Brownsville (New York, N.Y.)	בראַנזוויל	בראנזוויל	2	Fischer;Zylbercweig	Zylbercweig:Q991279 | Fischer:US-00054	1-facs_93_tr_1740521079 | exact_geoverified
12619	Roz︠h︡yshche (Ukraine)	ראָזשישטש	ראזשישטש	2	Fischer;Zylbercweig	Zylbercweig:Q148896 | Fischer:UA-00492	5-facs_587_tr_1739221101 | exact_geoverified
12816	Astrakhan (Russia)	אַסטראַכאַן	אסטראכאן	2	Fischer;Zylbercweig	Zylbercweig:Q3927 | Fischer:RU-00057	5-facs_248_tr_1739220762 | exact_geoverified
13145	Staszów (Tarnobrzeg, Poland)	סטאַשעוו	סטאשעוו	2	Fischer;Zylbercweig	Zylbercweig:Q324892 | Fischer:PL-00138	2-facs_320_tr_1744365787 | exact_geoverified
13292	Łuków (Siedlce, Poland)	לוקאָוו	לוקאוו	2	Fischer;Zylbercweig	Zylbercweig:Q384244 | Fischer:PL-00081	2-facs_251_r_13|3-facs_314_tr_1756043870|7-facs_42_tr_1756359776 | exact_geoverified
13375	Nikopol (Bulgaria)	ניקאָפּאָל	ניקאפאל	2	Fischer;Zylbercweig	Zylbercweig:Q156760 | Fischer:UA-00245	1-facs_35_tr_1740520972|2-facs_274_tr_1744280822|5-facs_556_tr_1739222579 | exact_geoverified
13843	Kremenchuk (Poltavsʹka oblastʹ, Ukraine)	קרעמענטשוג	קרעמענטשוג	2	Fischer;Zylbercweig	Zylbercweig:Q156724 | Fischer:UA-00631	2-facs_324_tr_1744365762|4-facs_322_tr_1754998441|1-facs_265_tr_1741260298|1-facs_270_r|1-facs_286_TextRegion_1711970562971_196|1-facs_72_r_5|1-facs_141_tr_1740521086 | exact_geoverified
13994	Kherson (Ukraine)	כערסאָן	כערסאן	2	Fischer;Zylbercweig	Zylbercweig:Q156732 | Fischer:UA-00355	6-facs_92_r|1-facs_376_tr_1741260448|2-facs_305_tr_1744365746|2-facs_324_tr_1744365762|2-facs_360_tr_1744365774|5-facs_423_r_4|6-facs_126_tr_1747825032|6-facs_237_tr_1747928923|7-facs_60_tr_1756359809 | exact_geoverified
14818	Wyszogród (Poland)	ווישעגראָד	ווישעגראד	2	Fischer;Zylbercweig	Zylbercweig:Q569804 | Fischer:PL-00254	2-facs_115_tr_1744279181 | exact_geoverified
15533	Ungheni (Moldova)	אונגעני	אונגעני	2	Fischer;Zylbercweig	Zylbercweig:Q858713 | Fischer:MD-00036	2-facs_277_tr_1744280835 | exact_geoverified
16166	Mazyr (Homelʹskai︠a︡ voblastsʹ, Belarus)	מאָזיר	מאזיר	2	Fischer;Zylbercweig	Zylbercweig:Q386487 | Fischer:BY-00241	1-facs_258_tr_1741260285 | exact_geoverified
16227	Krasnystaw (Poland)	קראַסניסטאָוו	קראסניסטאוו	2	Fischer;Zylbercweig	Zylbercweig:Q155088 | Fischer:PL-00484	3-facs_399_tr_1755856125 | exact_geoverified
16554	Sierpc (Poland : Powiat)	שערפּץ	שערפץ	2	Fischer;Zylbercweig	Zylbercweig:Q928392 | Fischer:PL-00449	5-facs_615_r_7 | exact_geoverified
16556	Rėchytsa (Belarus)	רעטשיצע	רעטשיצע	2	Fischer;Zylbercweig	Zylbercweig:Q909612 | Fischer:BY-00240	2-facs_213_r_10 | exact_geoverified
16672	Bilhorod-Dnistrovsʹkyĭ (Ukraine)	אַקערמאַן	אקערמאן	2	Fischer;Zylbercweig	Zylbercweig:Q672990 | Fischer:UA-00023	6-facs_108_r_4 | exact_geoverified
167	Fürth (Germany)	פירט	פירט	2	Fischer;Zylbercweig	Zylbercweig:Q3075 | Fischer:DE-00025	1-facs_334_tr_1741260429 | exact_geoverified
16772	Fălești (Moldova)	פֿאַלעשט	פאלעשט	2	Fischer;Zylbercweig	Zylbercweig:Q2078085 | Fischer:MD-00014	4-facs_101_r_1|1-facs_251_tr_1741260232 | exact_geoverified
17006	Polatsk (Belarus)	פּאָלאָצק	פאלאצק	2	Fischer;Zylbercweig	Zylbercweig:Q200797 | Fischer:BY-00173	7-facs_106_tr_1757328790 | exact_geoverified
17123	Błonie (Warsaw, Poland)	בלוינע	בלוינע	2	Fischer;Zylbercweig	Zylbercweig:Q608376 | Fischer:PL-00792	1-facs_365_tr_1741260391 | exact_geoverified
1722	Pryluky (Ukraine)	פּרילוקי	פרילוקי	2	Fischer;Zylbercweig	Zylbercweig:Q1000404 | Fischer:UA-00543	1-facs_376_tr_1741260445|2-facs_379_tr_1744366858 | coord_rearbitrated
17247	Radomsko (Poland)	ראַדאָמסק	ראדאמסק	2	Fischer;Zylbercweig	Zylbercweig:Q158796 | Fischer:PL-00121	1-facs_58_tr_1740521133 | exact_geoverified
17642	Siemiatycze (Poland)	סעמיאַטיטש	סעמיאטיטש	2	Fischer;Zylbercweig	Zylbercweig:Q218980 | Fischer:PL-00351	6-facs_41_tr_1747746160 | exact_geoverified
17744	Pidvolochysʹk (Ukraine)	פּאָדוואָלאָטשיסק	פאדוואלאטשיסק	2	Fischer;Zylbercweig	Zylbercweig:Q2092533 | Fischer:UA-00457	3-facs_133_tr_1755157303 | coord_rearbitrated
18080	Lipno (Włocławek, Poland)	ליפנע	ליפנע	2	Fischer;Zylbercweig	Zylbercweig:Q324922 | Fischer:PL-00220	5-facs_250_tr_1739221688 | exact_geoverified
18119	Ozorków (Poland)	אַזאָרקאָוו	אזארקאוו	2	Fischer;Zylbercweig	Zylbercweig:Q628460 | Zylbercweig:Q628460 | Zylbercweig:Q628460 | Fischer:PL-00243	4-facs_79_tr_1753938275|1-facs_264_tr_1741260321|1-facs_42_tr_1740520980 | 1-facs_408_TextRegion_1710064929131_307|2-facs_356_tr_1744365750|6-facs_30_tr_1747746174 | 1-facs_105_tr_1740521100|2-facs_287_tr_1744280761|3-facs_373_tr_1755856139
18245	Teofipolʹ (Ukraine)	טשאַן	טשאן	2	Fischer;Zylbercweig	Zylbercweig:Q2637331 | Fischer:UA-00184	4-facs_35_r_2 | coord_rearbitrated
18336	Dębica (Poland)	דעמביץ	דעמביץ	2	Fischer;Zylbercweig	Zylbercweig:Q947404 | Fischer:PL-00367	2-facs_137_r_4 | exact_geoverified
18497	Gostynin (Poland)	גאָסטינין	גאסטינין	2	Fischer;Zylbercweig	Zylbercweig:Q983735 | Fischer:PL-00228	5-facs_441_tr_1739220583 | exact_geoverified
18655	Skvyra (Ukraine)	סקוויראַ	סקווירא	2	Fischer;Zylbercweig	Zylbercweig:Q70598 | Fischer:UA-00639	1-facs_291_tr_1741260453 | exact_geoverified
18683	Vetka (Belarus)	וויעטקע	וויעטקע	2	Fischer;Zylbercweig	Zylbercweig:Q518559 | Fischer:BY-00256	2-facs_408_tr_1744366806 | coord_rearbitrated
18919	Bershadʹ (Ukraine)	בערשאַד	בערשאד	2	Fischer;Zylbercweig	Zylbercweig:Q827229 | Fischer:UA-00336	4-facs_398_tr_1755030162 | coord_rearbitrated
19050	Lakhva (Belarus)	לאַכווע	לאכווע	2	Fischer;Zylbercweig	Zylbercweig:Q1527795 | Fischer:BY-00071	4-facs_380_tr_1755030217 | exact_geoverified
19112	Żychlin (Konin, Poland)	זשיכלין	זשיכלין	2	Fischer;Zylbercweig	Zylbercweig:Q393228 | Fischer:PL-00529	1-facs_98_tr_1740520995|2-facs_318_tr_1744365811 | exact_geoverified
20082	Ukmerge (Lithuania)	ווילקאָמיר	ווילקאמיר	2	Fischer;Zylbercweig	Zylbercweig:Q213127 | Fischer:LT-00107	1-facs_402_tr_1739715076 | exact_geoverified
20206	Suchowola (Poland)	סוכאָוואָליע	סוכאוואליע	2	Fischer;Zylbercweig	Zylbercweig:Q547381 | Fischer:PL-00450	3-facs_147_tr_1754213836 | exact_geoverified
20619	Ashmi︠a︡ny (Belarus)	אָשמענע	אשמענע	2	Fischer;Zylbercweig	Zylbercweig:Q722836 | Fischer:BY-00409	5-facs_89_tr_1733059487 | exact_geoverified
20619	Ashmi︠a︡ny (Belarus)	אָשמינע	אשמינע	2	Fischer;Zylbercweig	Zylbercweig:Q722836 | Fischer:BY-00409	2-facs_215_tr_1744280695 | exact_geoverified
20754	Rakaŭ (Belarus)	ראָקאָוו	ראקאוו	2	Fischer;Zylbercweig	Zylbercweig:Q2500789 | Fischer:BY-00161	1-facs_76_tr_1740520957 | exact_geoverified
21486	Tarashcha (Ukraine)	טאַראשטשע	טאראשטשע	2	Fischer;Zylbercweig	Zylbercweig:Q65380 | Fischer:UA-00672	2-facs_28_tr_1744131420 | exact_geoverified
21649	Balta (Ukraine)	באַלטע	באלטע	2	Fischer;Zylbercweig	Zylbercweig:Q805554 | Fischer:UA-00011	6-facs_648_tr_1747930309 | exact_geoverified
22157	Šeduva (Lithuania)	שאדאָווע	שאדאווע	2	Fischer;Zylbercweig	Zylbercweig:Q2356396 | Fischer:LT-00137	2-facs_221_r_16 | exact_geoverified
22390	Z︠H︡vanet︠s︡' (Ukraine)	זוואניץ	זוואניץ	2	Fischer;Zylbercweig	Zylbercweig:Q4178401 | Fischer:UA-00555	2-facs_392_r_2 | exact_geoverified
22428	Chėrvenʹ (Belarus)	איהומען	איהומען	2	Fischer;Zylbercweig	Zylbercweig:Q201458 | Fischer:BY-00166	2-facs_138_tr_1744279171 | exact_geoverified
22488	Lahoysk (Belarus)	לאָהויסק	לאהויסק	2	Fischer;Zylbercweig	Zylbercweig:Q200968 | Fischer:BY-00274	5-facs_126_tr_1733832829 | exact_geoverified
23506	Sadhora (Chernivtsi, Ukraine)	סאַדיגוראַ	סאדיגורא	2	Fischer;Zylbercweig	Zylbercweig:Q2005381 | Fischer:UA-00155	6-facs_193_tr_1747825032 | exact_geoverified
23603	Viekšniai (Lithuania)	וועקשנע	וועקשנע	2	Fischer;Zylbercweig	Zylbercweig:Q379669 | Fischer:LT-00191	5-facs_331_tr_1739222376 | exact_geoverified
23863	Krynki (Poland)	קריניק	קריניק	2	Fischer;Zylbercweig	Zylbercweig:Q286696 | Fischer:PL-01178	3-facs_326_tr_1756057712 | exact_geoverified
27168	Nemyriv (Vinnyt︠s︡ʹka oblastʹ, Ukraine)	נעמיראָוו	נעמיראוו	2	Fischer;Zylbercweig	Zylbercweig:Q997335 | Fischer:UA-00123	6-facs_271_r_1 | exact_geoverified
383	Kobryn (Belarus)	קאָברין	קאברין	2	Fischer;Zylbercweig	Zylbercweig:Q955992 | Fischer:BY-00057	3-facs_155_tr_1754213834 | exact_geoverified
525	Biłgoraj (Poland)	בילגאָריי	בילגאריי	2	Fischer;Zylbercweig	Zylbercweig:Q319445 | Fischer:PL-00227	3-facs_401_tr_1755856142 | coord_rearbitrated
576	Brest (Belarus)	בריסק-דליטאָ	בריסקדליטא	2	Fischer;Zylbercweig	Zylbercweig:Q140147 | Fischer:BY-00006	1-facs_258_r_1 | exact_geoverified
645	Mainz (Rhineland-Palatinate, Germany)	מיינץ	מיינץ	2	Fischer;Zylbercweig	Zylbercweig:Q1720 | Fischer:DE-00039	1-facs_139_tr_1740521046 | coord_rearbitrated
6476	Canada	קאָנאָדע	קאנאדע	2	Fischer;Zylbercweig	Zylbercweig:Q16 | Fischer:CA-00000	5-facs_598_tr_1739222545 | exact_geoverified
658	Kremenets (Ukraine)	קרעמענעץ	קרעמענעץ	2	Fischer;Zylbercweig	Zylbercweig:Q849116 | Fischer:UA-00094	6-facs_125_tr_1747825044 | coord_rearbitrated
666	Góra Kalwaria (Poland)	גער	גער	2	Fischer;Zylbercweig	Zylbercweig:Q985642 | Fischer:PL-00168	3-facs_17_tr_1752653007 | coord_rearbitrated
6915	Kelme (Lithuania)	קעלעם	קעלעם	2	Fischer;Zylbercweig	Zylbercweig:Q658230 | Fischer:LT-00029	2-facs_180_r_2 | exact_geoverified
73134	Wolbrom (Poland)	וואָלבראָם	וואלבראם	2	Fischer;Zylbercweig	Zylbercweig:Q1906323 | Fischer:PL-00285	2-facs_132_tr_1744279070 | coord_rearbitrated
7508	Pittsburgh (Pa.)	פּיטסבורג	פיטסבורג	2	Fischer;Zylbercweig	Zylbercweig:Q1342 | Fischer:US-00012	1-facs_131_tr_1740521178|2-facs_35_tr_1744131361 | exact_geoverified
7537	Romania	רומעניע	רומעניע	2	Fischer;Zylbercweig	Zylbercweig:Q218 | Fischer:RO-00000	1-facs_252_tr_1741260224|1-facs_48_tr_1740521128|2-facs_221_r_10|2-facs_298_tr_1744280754|2-facs_352_r_2|2-facs_363_tr_1744366852|2-facs_371_tr_1744366831|5-facs_295_tr_1739221311|5-facs_333_tr_173922 | exact_geoverified
767	Tashkent (Uzbekistan)	טאָשקענט	טאשקענט	2	Fischer;Zylbercweig	Zylbercweig:Q269 | Zylbercweig:Q269 | Fischer:UZ-00001	3-facs_313_tr_1756043369|5-facs_70_tr_1733059368 | 5-facs_213_tr_1739221756|5-facs_247_tr_1739222205|5-facs_356_tr_1739222186|5-facs_372_tr_1739222351|5-facs_589_tr_1739220595|6-facs_35_tr_1747746200 | exact_geoverified
797	Khmelnytskyi (Ukraine)	פּראָסקוראָוו	פראסקוראוו	2	Fischer;Zylbercweig	Zylbercweig:Q156717 | Fischer:UA-00271	7-facs_48_tr_1756359790 | coord_rearbitrated
813	Johannesburg (South Africa)	יאָהאַניסבורג	יאהאניסבורג	2	Fischer;Zylbercweig	Zylbercweig:Q34647 | Fischer:ZA-00002	4-facs_97_tr_1753602022 | exact_geoverified
8353	Arad (Romania)	אַראָד	אראד	2	Fischer;Zylbercweig	Zylbercweig:Q173591 | Fischer:RO-00012	2-facs_112_tr_1744279063|2-facs_112_tr_1744279063 | exact_geoverified
8525	Biała Podlaska (Poland)	ביאַלע	ביאלע	2	Fischer;Zylbercweig	Zylbercweig:Q209932 | Fischer:PL-00274	4-facs_98_r_2 | exact_geoverified
862	Jarosław (Poland)	יאָראָסלאָוו	יאראסלאוו	2	Fischer;Zylbercweig	Zylbercweig:Q721928 | Fischer:PL-00048	7-facs_62_tr_1756359788 | coord_rearbitrated
87632	Dnipro (Ukraine)	יעקאַטערינאָסלאָוו	יעקאטערינאסלאוו	2	Fischer;Zylbercweig	Zylbercweig:Q48256 | Zylbercweig:Q48256 | Zylbercweig:Q48256 | Zylbercweig:Q48256 | Fischer:UA-00250	1-facs_105_tr_1740521096|2-facs_299_tr_1744280815|4-facs_333_tr_1754998452|1-facs_254_tr_1741260246|1-facs_288_tr_1741260218|1-facs_289_r_3|1-facs_62_tr_1740520958|1-facs_68_tr_1740521054|2-facs_182_t | 2-facs_56_tr_1744131366|4-facs_130_r_2|2-facs_90_tr_1744131429 | 1-facs_413_tr_1739715085
888	Dallas (Tex.)	דאָלאָס	דאלאס	2	Fischer;Zylbercweig	Zylbercweig:Q16557 | Fischer:US-00024	7-facs_37_r_9 | exact_geoverified
89923	Teplyk (Ukraine)	טעפּליק	טעפליק	2	Fischer;Zylbercweig	Zylbercweig:Q2473433 | Fischer:UA-00499	1-facs_401_r_5_1 | coord_rearbitrated
9129	Umanʹ (Ukraine)	אומאַן	אומאן	2	Fischer;Zylbercweig	Zylbercweig:Q208499 | Fischer:UA-00198	1-facs_250_tr_1741260262|1-facs_363_TextRegion_1710854112959_462|1-facs_392_tr_1739715078|1-facs_112_tr_1740521163|2-facs_40_r|3-facs_28_tr_1752653010|5-facs_81_tr_1733059413|5-facs_196_tr_1736589003| | coord_rearbitrated
9177	Pochaïv (Ukraine)	פּיטשאַיעוו	פיטשאיעוו	2	Fischer;Zylbercweig	Zylbercweig:Q149060 | Fischer:UA-00270	2-facs_403_tr_1744366821 | exact_geoverified
968	Hartford (Conn.)	האַרטפאָרד	הארטפארד	2	Fischer;Zylbercweig	Zylbercweig:Q33486 | Fischer:US-00021	3-facs_318_tr_1756045383 | exact_geoverified
10	Nuremberg (Germany)	נוערבערק	נוערבערק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נורבערג	נורבערג	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נורנבערג	נורנבערג	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נורנבערק	נורנבערק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נורענבערק	נורענבערק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נורענברק	נורענברק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נירנבערק	נירנבערק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נירנברג	נירנברג	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נירענבערג	נירענבערג	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10	Nuremberg (Germany)	נרבורק	נרבורק	1	Fischer	Fischer:DE-00045	coord_rearbitrated
10010	Elmira (N.Y.)	עלמיירא	עלמיירא	1	Fischer	Fischer:US-00282	exact_geoverified
10013	Kerch (Ukraine)	כירץ	כירץ	1	Fischer	Fischer:UA-00732	exact_geoverified
10013	Kerch (Ukraine)	כרץ	כרץ	1	Fischer	Fischer:UA-00732	exact_geoverified
10013	Kerch (Ukraine)	קערטץ	קערטץ	1	Fischer	Fischer:UA-00732	exact_geoverified
10021	Sudbury (Ont.)	סאדבורי	סאדבורי	1	Fischer	Fischer:CA-00028	coord_rearbitrated
10025	Buzău (Romania : Județ)	באזא	באזא	1	Fischer	Fischer:RO-00014	exact_geoverified
10025	Buzău (Romania : Județ)	באזוי	באזוי	1	Fischer	Fischer:RO-00014	exact_geoverified
10025	Buzău (Romania : Județ)	באזויא	באזויא	1	Fischer	Fischer:RO-00014	exact_geoverified
10025	Buzău (Romania : Județ)	באזע	באזע	1	Fischer	Fischer:RO-00014	exact_geoverified
10034	Sandomierz (Poland)	סאנדא מירוש	סאנדאמירוש	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	סאנדימורש	סאנדימורש	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צוזמר	צוזמר	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צויאזמיר	צויאזמיר	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צויזמר	צויזמר	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צויזמיר	צויזמיר	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צויזמער	צויזמער	1	Fischer	Fischer:PL-00531	exact_geoverified
10034	Sandomierz (Poland)	צויזמור	צויזמור	1	Fischer	Fischer:PL-00531	exact_geoverified
10035	Český Krumlov (Czech Republic)	קרומלוי	קרומלוי	1	Fischer	Fischer:CZ-00278	exact_geoverified
10036	České Budějovice (Czech Republic)	בודווייזא	בודווייזא	1	Fischer	Fischer:CZ-00073	exact_geoverified
10070	Opava (Czech Republic)	טראפוי	טראפוי	1	Fischer	Fischer:CZ-00149	exact_geoverified
10071	Lyon (France)	ליאן	ליאן	1	Fischer	Fischer:FR-00003	exact_geoverified
101	Simferopol (Ukraine)	אקמג'ט	אקמגט	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	אקמיג'יד	אקמיגיד	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	אקמעטשעט	אקמעטשעט	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	סומפעראפל	סומפעראפל	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	סימפאראפאל	סימפאראפאל	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	סימפירופיל	סימפירופיל	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	סענפיראפאל	סענפיראפאל	1	Fischer	Fischer:UA-00642	exact_geoverified
101	Simferopol (Ukraine)	סימפיראפאל	סימפיראפאל	1	Fischer	Fischer:UA-00642	exact_geoverified
10105	Tomaszów Mazowiecki (Poland)	טאָמאַשאָוו מאַזאָוויעצק	טאמאשאוומאזאוויעצק	1	Zylbercweig	Zylbercweig:Q157994	4-facs_625_tr_1755029931
10105	Tomaszów Mazowiecki (Poland)	טאמאשאוו	טאמאשאוו	1	Fischer	Fischer:PL-00293	exact_geoverified
10105	Tomaszów Mazowiecki (Poland)	טאמעשעוו	טאמעשעוו	1	Fischer	Fischer:PL-00293	exact_geoverified
10105	Tomaszów Mazowiecki (Poland)	טאמשוב	טאמשוב	1	Fischer	Fischer:PL-00293	exact_geoverified
10105	Tomaszów Mazowiecki (Poland)	טומאשוב מאזובייצקי	טומאשובמאזובייצקי	1	Fischer	Fischer:PL-00293	exact_geoverified
10141	Wuppertal (Germany)	עלבערפעלד	עלבערפעלד	1	Fischer	Fischer:DE-00222	exact_geoverified
10142	Hechingen (Germany)	העכינגן	העכינגן	1	Fischer	Fischer:DE-00065	exact_geoverified
10149	Kansas City (Kan.)	קענזעס סיטי	קענזעססיטי	1	Fischer	Fischer:US-00114	exact_geoverified
10149	Kansas City (Kan.)	קענזעס סיטע	קענזעססיטע	1	Fischer	Fischer:US-00114	exact_geoverified
10174	Szolnok (Hungary)	סאלנאק	סאלנאק	1	Fischer	Fischer:HU-00265	exact_geoverified
10185	Limoges (France)	לימורגש	לימורגש	1	Fischer	Fischer:FR-00287	exact_geoverified
10192	Kolín (Czech Republic)	קאלאן	קאלאן	1	Fischer	Fischer:CZ-00026	exact_geoverified
10192	Kolín (Czech Republic)	קאללין	קאללין	1	Fischer	Fischer:CZ-00026	exact_geoverified
10192	Kolín (Czech Republic)	קעללין	קעללין	1	Fischer	Fischer:CZ-00026	exact_geoverified
10201	Laupheim (Germany)	לויבהיים	לויבהיים	1	Fischer	Fischer:DE-00035	exact_geoverified
10201	Laupheim (Germany)	לויפהיים	לויפהיים	1	Fischer	Fischer:DE-00035	exact_geoverified
10206	Bad Reichenhall (Germany)	רייכענהאל	רייכענהאל	1	Fischer	Fischer:DE-00082	exact_geoverified
10215	Turov (Belarus)	טוראוו	טוראוו	1	Fischer	Fischer:BY-00163	exact_geoverified
10215	Turov (Belarus)	טורעוו	טורעוו	1	Fischer	Fischer:BY-00163	exact_geoverified
10220	Jülich (Germany)	גוולך	גוולך	1	Fischer	Fischer:DE-00098	exact_geoverified
10220	Jülich (Germany)	גויילך	גויילך	1	Fischer	Fischer:DE-00098	exact_geoverified
10220	Jülich (Germany)	ייליך	ייליך	1	Fischer	Fischer:DE-00098	exact_geoverified
10230	Deutz (Cologne, Germany)	דייטץ	דייטץ	1	Fischer	Fischer:DE-00165	exact_geoverified
10243	Reims (France)	חמש	חמש	1	Fischer	Fischer:FR-00174	exact_geoverified
10243	Reims (France)	רומס	רומס	1	Fischer	Fischer:FR-00174	exact_geoverified
10243	Reims (France)	רומש	רומש	1	Fischer	Fischer:FR-00174	exact_geoverified
10243	Reims (France)	ריימש	ריימש	1	Fischer	Fischer:FR-00174	exact_geoverified
10243	Reims (France)	ריינש	ריינש	1	Fischer	Fischer:FR-00174	exact_geoverified
10243	Reims (France)	רימש	רימש	1	Fischer	Fischer:FR-00174	exact_geoverified
10255	Aurich (Lower Saxony, Germany)	אויעריך	אויעריך	1	Fischer	Fischer:DE-00143	exact_geoverified
10255	Aurich (Lower Saxony, Germany)	אויריך	אויריך	1	Fischer	Fischer:DE-00143	exact_geoverified
10265	Valletta (Malta)	מאלטא	מאלטא	1	Fischer	Fischer:MT-00001	exact_geoverified
103	Thessalonikē (Greece)	סאלאניק	סאלאניק	1	Fischer	Fischer:GR-00014	exact_geoverified
103	Thessalonikē (Greece)	סאלאניקא	סאלאניקא	1	Fischer	Fischer:GR-00014	exact_geoverified
10301	Colchester (Conn.)	קאלטשעסטער	קאלטשעסטער	1	Fischer	Fischer:US-00264	exact_geoverified
10310	Pskov (Russia)	דרום-רוסלאַנד	דרוםרוסלאנד	1	Zylbercweig	Zylbercweig:Q2214	1-facs_362_r_17
10310	Pskov (Russia)	פסקאוו	פסקאוו	1	Fischer	Fischer:RU-00041	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמאשץ	זאמאשץ	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמושט	זאמושט	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמושטץ	זאמושטץ	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמושטש חדש	זאמושטשחדש	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמושץ	זאמושץ	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמיסץ	זאמיסץ	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמישט	זאמישט	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמישטש	זאמישטש	1	Fischer	Fischer:PL-00377	exact_geoverified
10320	Zamosc (Poland : Voivodeship)	זאמישץ	זאמישץ	1	Fischer	Fischer:PL-00377	exact_geoverified
10331	Kaiserslautern (Germany)	קייזערסלויטערן	קייזערסלויטערן	1	Fischer	Fischer:DE-00236	exact_geoverified
10340	Lübeck (Germany)	ליבעק	ליבעק	1	Fischer	Fischer:DE-00037	exact_geoverified
10341	Frankfurt an der Oder (Germany)	"פ""דא"	פדא	1	Fischer	Fischer:DE-00023 | Fischer:DE-00023	coord_rearbitrated
10341	Frankfurt an der Oder (Germany)	"פ""פ אן דער אדר"	פפאןדעראדר	1	Fischer	Fischer:DE-00023	coord_rearbitrated
10341	Frankfurt an der Oder (Germany)	"פ""פ דאדרא"	פפדאדרא	1	Fischer	Fischer:DE-00023	coord_rearbitrated
10341	Frankfurt an der Oder (Germany)	"פ""פד"	פפד	1	Fischer	Fischer:DE-00023	coord_rearbitrated
10341	Frankfurt an der Oder (Germany)	פראנקפורט אדער	פראנקפורטאדער	1	Fischer	Fischer:DE-00023 | Fischer:DE-00023	coord_rearbitrated
