kima_id	kima_rom	id_type	id_value	fischer_uid	source	note
10	Nuremberg (Germany)	us_bgn_id	-1835238	DE-00045	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10001	Bockenheim (Frankfurt am Main, Germany)	us_bgn_id	-1793901	DE-00529	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10001	Bockenheim (Frankfurt am Main, Germany)	us_bgn_id	-1807092	DE-00773	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10013	Kerch (Ukraine)	us_bgn_id	-1041277	UA-00732	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10017	Nonnenweier (Germany)	us_bgn_id	-1834700	DE-00453	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10025	Buzău (Romania : Județ)	us_bgn_id	-1154334	RO-00014	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10033	Ibbenbüren (Germany)	us_bgn_id	-1799954	DE-01142	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10034	Sandomierz (Poland)	us_bgn_id	-527250	PL-00531	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10035	Český Krumlov (Czech Republic)	us_bgn_id	-542911	CZ-00278	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10036	České Budějovice (Czech Republic)	us_bgn_id	-542884	CZ-00073	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10056	Gouda (Netherlands)	us_bgn_id	-2144863	NL-00068	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10069	Tilburg (Netherlands)	us_bgn_id	-2153993	NL-00116	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10070	Opava (Czech Republic)	us_bgn_id	-551934	CZ-00149	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10071	Lyon (France)	us_bgn_id	-1448468	FR-00003	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10079	Gargždai (Lithuania)	us_bgn_id	-2614231	LT-00042	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
101	Simferopol (Ukraine)	us_bgn_id	-1054041	UA-00642	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10105	Tomaszów Mazowiecki (Poland)	us_bgn_id	-532973	PL-00293	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10139	Boulogne-Billancourt (France)	us_bgn_id	-1414197	FR-00234	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10141	Wuppertal (Germany)	us_bgn_id	-1891347	DE-00222	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10142	Hechingen (Germany)	us_bgn_id	-1788242	DE-00065	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10143	Hemer (Germany)	us_bgn_id	-1790146	DE-01089	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10144	Herne (Arnsberg, Germany)	us_bgn_id	-1790852	DE-00712	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10146	Hofheim am Taunus (Germany)	us_bgn_id	-1794220	DE-01119	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10150	Bayonne (France)	us_bgn_id	-1410844	FR-00054	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10167	Riazanskaia oblast (Russia)	us_bgn_id	-2994531	RU-00059	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10174	Szolnok (Hungary)	us_bgn_id	-867774	HU-00265	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
10192	Kolín (Czech Republic)	us_bgn_id	-547460	CZ-00026	Fischer gazetteer (Expanded-Gaz-TENTATIVE)	Kima does not currently track this id-type (live API 2026-05-22 exposes only MAZAL/NAF/VIAF/GeoNames/WikiData) — proposed new external-id type | WARNING: negative value — likely sign/encoding artifact in Fischer source, verify before use
