unlinked_id,label_yi,label_en,qid,lat,lon,occurrences,fields,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
U1856,וואַרשעווער יידישער דראַמאַטישער שול,,,,,1,venues,no_match,,0.0,,,,,
U1857,וואַרשעווער יידישער טעאַטער-סטודיע,,,,,1,venues,no_match,,0.0,,,,,
U1858,וואַרשעווער כאָרשול,,,,,1,venues,no_match,,0.0,,,,,
U1859,וואַרשעווער ליטעראַטן- פאַריין,,,,,1,venues,no_match,,0.0,,,,,
U1860,וואַרשעווער מוראַנאָווער טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1861,וואַרשעווער סינאַגאָגע,,,,,1,venues,no_match,,0.0,,,,,
U1862,וואַרשעווער סקאָלאָ,,,,,1,venues,no_match,,0.0,,,,,
U1863,וואַרשעווער סקאָלאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1864,וואַרשעווער סקאָלאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1865,וואַרשעווער סקאלא-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1866,וואַרשעווער עלדאָראַדאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1867,וואַרשעווער עליזעאום טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1868,וואַרשעווער פּאַוויאַק,,,,,1,place,no_match,,0.0,,,,,
U1869,וואַרשעווער פּוילישער דראָמאַטישער שול,,,,,1,venues,no_match,,0.0,,,,,
U1870,וואַרשעווער פֿאַרשטאָט,,,,,1,province,no_match,,0.0,,,,,
U1871,וואַרשעווער צענטראַל-טעאטער,,,,,1,venues,no_match,,0.0,,,,,
U1872,וואַרשעווער צענטראָל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1873,וואַרשעווער קאַמינסקי טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1874,וואַרשעווער קאָנסערוואַטאָריע,,,,,1,venues,no_match,,0.0,,,,,
U1875,וואַרשעווער קאמינסקי-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1876,וואַרשעווער קונסט-אַקאַדעמיע,,,,,1,venues,no_match,,0.0,,,,,
U1877,וואַרשעווער קונסט-שול,,,,,1,venues,no_match,,0.0,,,,,
U1878,וואַרשעווער רעגירונגס-אָפּערע,,,,,1,venues,no_match,,0.0,,,,,
U1879,וואַרשעווער רעגירונגס-טעאַטערס,,,,,1,venues,no_match,,0.0,,,,,
U1880,וואַרשעווער „הזמיר“,,,,,1,venues,no_match,,0.0,,,,,
U1881,"וואַרשעווער „זשאַרדען ד'היווער""",,,,,1,venues,no_match,,0.0,,,,,
U1882,וואַרשעווער „מוראַנאָווער טעאַטער“,,,,,1,venues,no_match,,0.0,,,,,
U1883,"וואַרשעווער „נאַוואַשטשי""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U1884,"וואַרשעווער „נאָוואָשטשי""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U1885,וואַרשעווער „נאָוואָשטשי'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1886,וואַרשעווער „סמבטיון“,,,,,1,venues,no_match,,0.0,,,,,
U1887,וואַרשעווער „סקאָלאַ“,,,,,1,venues,no_match,,0.0,,,,,
U1888,וואַרשעווער „פּאָוויליאָן-טעאַטער“,,,,,1,venues,no_match,,0.0,,,,,
U1889,"וואַרשעווער „פֿריינד""",,,,,1,venues,no_match,,0.0,,,,,
U1890,"וואַרשעווער „צענטראַל""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U1891,וואַרשעווער „קאַמינסקי-טעאַטער“,,,,,1,venues,no_match,,0.0,,,,,
U1892,וואַרשעווער פֿאַרלאַג,,,,,1,venues,no_match,,0.0,,,,,
U1893,וואַשילישאָק,,,,,1,settlements,fuzzy,fuzzy,0.667,,,,,20018
U1894,וואַשינגטאָן עוועניו און 12-טע גאָס,,,,,1,addresses,no_match,,0.0,,,,,
U1895,"וואַשינגטאָן, ד. ק.",,,,,1,settlements,no_match,,0.0,,,,,
U1896,וואָדיאַנקאַ,,,,,1,addresses,no_match,,0.0,,,,,
U1897,וואָלאָזשינער ישיבה,,,,,1,venues,no_match,,0.0,,,,,
U1898,וואָלבזשיך,,,,,1,settlements,no_match,,0.0,,,,,
U1899,וואָלטער דעמראָש מוזיק אינסטיטוט,,,,,1,venues,no_match,,0.0,,,,,
U1900,וואָליר גוב.,,,,,1,province,no_match,,0.0,,,,,
U1901,וואָלנאַט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1902,וואָלסק,,,,,1,settlements,no_match,,0.0,,,,,
U1903,וואָלף ליטוואַקס גאָרטן,,,,,1,venues,no_match,,0.0,,,,,
U1904,וואָלף ליטוואָקס גאָרטן,,,,,1,venues,no_match,,0.0,,,,,
U1905,וואָלף ליטוואָקס גערטנדל,,,,,1,venues,no_match,,0.0,,,,,
U1906,וואָלפּער-שול,,,,,1,venues,no_match,,0.0,,,,,
U1907,"וואָלקאָוויסקער קרייז, גראָדנער גובערניע",,,,,1,province,no_match,,0.0,,,,,
U1908,וואָסילקאָוו,,,,,1,settlements,no_match,,0.0,,,,,
U1909,וואָסלויאי,,,,,1,settlements,no_match,,0.0,,,,,
U1910,וואָריעטע-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1911,וואָרעוויל-הויז,,,,,1,venues,no_match,,0.0,,,,,
U1912,וואָרשעווער חיים סאַלאָמאָן האום און שול,,,,,1,venues,no_match,,0.0,,,,,
U1913,וואָרששע,,,,,1,settlements,no_match,,0.0,,,,,
U1914,וואודלאַנד פאָבליק לייברערי,,,,,1,venues,no_match,,0.0,,,,,
U1915,וואודלאָן-כית-עולם,,,,,1,place,no_match,,0.0,,,,,
U1916,וואונדערלענד,,,,,1,venues,no_match,,0.0,,,,,
U1917,ווארשע,,,,,1,settlements,name_exact,name_exact,0.95,953,Warsaw (Poland),ורשה (פולין),,
U1918,ווהיטני מוזעאום,,,,,1,venues,no_match,,0.0,,,,,
U1919,וווין-בריין,,,,,1,settlements,no_match,,0.0,,,,,
U1920,וויגאַנקאָ,,,,,1,place,no_match,,0.0,,,,,
U1921,וויגאָדאָ,,,,,1,venues,no_match,,0.0,,,,,
U1922,וויטעבסקער רוסישן שטאָטישן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1923,וויטעבק,,,,,1,settlements,no_match,,0.0,,,,,
U1924,ווייאמינג עוועניו,,,,,1,venues,no_match,,0.0,,,,,
U1925,ווייטעבּסק,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,8459|942
U1926,ווייטעבסק,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,8459|942
U1927,ווייטערסק,,,,,1,settlements,no_match,,0.0,,,,,
U1928,ווייטשעפּעל,,,,,1,settlements,no_match,,0.0,,,,,
U1929,וויין,,,,,1,settlements,name_exact,name_exact,0.95,12896,Wayne (N.J.),וויין (ניו ג'רזי),,
U1930,וויינקאָרט-האָל,,,,,1,venues,no_match,,0.0,,,,,
U1931,וויינקעלער פֿון מאיר יענטשעס,,,,,1,venues,no_match,,0.0,,,,,
U1932,ווייספעלדס יידיש טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1933,ווייסרוסישן,,,,,1,country,no_match,,0.0,,,,,
U1934,ווייסרוסישן הויך אינסטיטוט פֿון טעאַטראַלער קונסט,,,,,1,venues,no_match,,0.0,,,,,
U1935,ווייסרוסישן טעאַטער-אינסטיטוט,,,,,1,venues,no_match,,0.0,,,,,
U1936,ווייסרוסישן יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1937,ווייסרוסישן יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1938,ווייסרוסלאַנד און אוקראַאינע,,,,,1,country,no_match,,0.0,,,,,
U1939,ווילאַ זשאָטקינאַ,,,,,1,venues,no_match,,0.0,,,,,
U1940,ווילדזש טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1941,וויליאַמסבורגער,,,,,1,settlements,fuzzy,fuzzy,0.75,,,,,80359|7707|70035
U1942,וויליאַמסבורגער 'ליריק'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1943,וויליאַמסבורגער אַמפיאָן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1944,וויליאַמסבורגער ליריק-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1945,"וויליאַמסבורגער קאָאָפּעראַטיוון „ליריק""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U1946,וויליאַמסבורגער „ליריק טעאַטער“,,,,,1,venues,no_match,,0.0,,,,,
U1947,וויליאָמסבורגער,,,,,1,settlements,fuzzy,fuzzy,0.75,,,,,80359|7707|70035
U1948,וויליאָמסבורגער ליריק-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1949,ווילנא,,,,,1,settlements,name_exact,name_exact,0.95,943,Vilnius (Lithuania),וילנה (ליטא),,
U1950,ווילנאַ,,,,,1,settlements,name_exact,name_exact,0.95,943,Vilnius (Lithuania),וילנה (ליטא),,
U1951,ווילנע-וואַרשע,,,,,1,settlements,no_match,,0.0,,,,,
U1952,ווילנער 'גמנסיה עברית',,,,,1,venues,no_match,,0.0,,,,,
U1953,ווילנער אוניווערזיטעט,,,,,1,venues,no_match,,0.0,,,,,
U1954,ווילנער בית עולם,,,,,1,place,no_match,,0.0,,,,,
U1955,ווילנער גימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U1956,ווילנער גרויסער שול,,,,,1,venues,no_match,,0.0,,,,,
U1957,ווילנער דרוקער-פאַריין,,,,,1,venues,no_match,,0.0,,,,,
U1958,ווילנער העברעאישער גימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U1959,ווילנער זאַרעטשער בית עולם,,,,,1,place,no_match,,0.0,,,,,
U1960,ווילנער טאַנץ-סטודיע,,,,,1,venues,no_match,,0.0,,,,,
U1961,ווילנער טעאַטער „פאלאס“,,,,,1,venues,no_match,,0.0,,,,,
U1962,ווילנער טעאַטער-געזעלשאַפֿט,,,,,1,venues,no_match,,0.0,,,,,
U1963,ווילנער טרופּע,,,,,1,venues,no_match,,0.0,,,,,
U1964,ווילנער יודישן לערער-אינסטיטוט,,,,,1,venues,no_match,,0.0,,,,,
U1965,ווילנער יידישן אָפּערעטן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1966,ווילנער יידישן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1967,ווילנער יידישן לערער-אינסטיטוט,,,,,1,venues,no_match,,0.0,,,,,
U1968,ווילנער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1969,ווילנער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1970,ווילנער יידישן קינסטלערישן קאָלעקטיוו,,,,,1,venues,no_match,,0.0,,,,,
U1971,ווילנער יידישער רעאַל-גימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U1972,ווילנער כאָר-שול,,,,,1,venues,no_match,,0.0,,,,,
U1973,ווילנער מאַריאָנעטן-טעאַטער 'מיידים',,,,,1,venues,no_match,,0.0,,,,,
U1974,ווילנער מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1975,ווילנער סאַניטאַרעווצקיאַציע-פּונקט,,,,,1,venues,no_match,,0.0,,,,,
U1976,ווילנער סאַנייטאָר-עוואַקוואַציעפּונקט,,,,,1,venues,no_match,,0.0,,,,,
U1977,ווילנער פּאַלאַס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1978,ווילנער קאָנצערט-זאַל,,,,,1,venues,no_match,,0.0,,,,,
U1979,ווילנער קונסטגעזעלשאַפֿט,,,,,1,venues,no_match,,0.0,,,,,
U1980,ווילנער רוסישן שטאָטטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1981,ווילנער רעאַל-גימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U1982,ווילנער שטאָט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1983,ווילנער שטאָט-שול,,,,,1,venues,no_match,,0.0,,,,,
U1984,ווילנער „פֿאָלקס טעאַטער“,,,,,1,venues,no_match,,0.0,,,,,
U1985,ווילנער פֿאַרלאַג פֿוּן בּ. א. קלעצקין,,,,,1,venues,no_match,,0.0,,,,,
U1986,ווילנער פֿאַרלאַג פֿון ב. קלעצקין,,,,,1,venues,no_match,,0.0,,,,,
U1987,ווילנער פֿאַרלאָג,,,,,1,venues,no_match,,0.0,,,,,
U1988,ווילנער פֿאָלקס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1989,ווילקאָווישקי,,,,,1,settlements,name_exact,name_exact,0.95,944,Vilkaviškis (Lithuania),וילקובישק (ליטא),,
U1990,ווילקאָמיר,,,,,1,settlements,no_match,,0.0,,,,,
U1991,ווילקאמיר,,,,,1,settlements,no_match,,0.0,,,,,
U1992,ווילקער ביתאמדרש,,,,,1,venues,no_match,,0.0,,,,,
U1993,ווילשייער איבעל טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1994,ווילשעיר איבעל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1995,ווינדזאָר,,,,,1,venues,no_match,,0.0,,,,,
U1996,ווינדזאָר טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1997,ווינדזאָר עדעלשטיינס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U1998,ווינדזאָר-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U1999,ווינדזאָר-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2000,ווינדזאָרטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2001,ווינטערגאַרטן,,,,,1,venues,no_match,,0.0,,,,,
U2002,וויניפּעגער,,,,,1,venues,fuzzy,fuzzy,0.75,,,,,7823
U2003,וויניצער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2004,וויניצער שטאָט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2005,וויניצער-זשיטאמירער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2006,וויניק,,,,,1,venues,fuzzy,fuzzy,0.8,,,,,24001|74172|15196
U2007,ווינער אָפּערע,,,,,1,venues,no_match,,0.0,,,,,
U2008,ווינער באַנק,,,,,1,venues,no_match,,0.0,,,,,
U2009,ווינער דייטשן פאָלקס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2010,ווינער יידישן טעאַטער רעקלאָם,,,,,1,venues,no_match,,0.0,,,,,
U2011,ווינער יידישע ביהנע,,,,,1,venues,no_match,,0.0,,,,,
U2012,ווינער קאַרלטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2013,ווינער קאָנסערוואַטאָריע,,,,,1,venues,no_match,,0.0,,,,,
U2014,ווינער קאָרל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2015,ווינער קייזער-קעניגלעכער קאָנסערוואַטאָריע,,,,,1,venues,no_match,,0.0,,,,,
U2016,ווינער קייזערלעכן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2017,ווינער „פרייער פֿאָלקסבינע“,,,,,1,venues,no_match,,0.0,,,,,
U2018,וויסקאָנסין,,,,,1,province,no_match,,0.0,,,,,
U2019,וויקט,,,,,1,venues,no_match,,0.0,,,,,
U2020,וויקטאָריאַ,,,,,1,venues,no_match,,0.0,,,,,
U2021,וויקטאָריאַ מיוזיק-האָל,,,,,1,venues,no_match,,0.0,,,,,
U2022,וויקטאָריאַ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2023,ווירצבורג,,,,,1,settlements,name_exact,name_exact,0.95,9880,Würzburg (Germany),וירצבורג (גרמניה),,
U2024,ווירצבורגער אוניווערסיטעט,,,,,1,venues,no_match,,0.0,,,,,
U2025,וולאָדאַווע,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,15948|9453|77175
U2026,וולאָצלאַוועק,Włocławek,Q146521,,,1,settlements,name_exact,name_exact,0.95,15730,Włocławek (Poland),ולוצלאווק (פולין),,
U2027,וולאָצלאַווקער,,,,,1,settlements,no_match,,0.0,,,,,
U2028,וולאָצלאַווקער געגנט,,,,,1,province,no_match,,0.0,,,,,
U2029,ווני'ט,,,,,1,venues,no_match,,0.0,,,,,
U2030,וועין אוניווערזיטעט,,,,,1,venues,no_match,,0.0,,,,,
U2031,וועין סטעיט יוניוואוירסיטי פרעס,,,,,1,venues,no_match,,0.0,,,,,
U2032,וועליש,,,,,1,settlements,fuzzy,fuzzy,0.6,,,,,18374
U2033,ווענוס,,,,,1,venues,fuzzy,fuzzy,1.0,,,,,36|949|7030
U2034,ווענוס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2035,ווענוסטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2036,וועסט סייד אוידיטאָריום,,,,,1,venues,no_match,,0.0,,,,,
U2037,וועסט ענד דראַמאָטיק קלוב,,,,,1,venues,no_match,,0.0,,,,,
U2038,וועסט ענד-האָל,,,,,1,venues,no_match,,0.0,,,,,
U2039,וועסטסייד אוידיטאָריום,,,,,1,venues,no_match,,0.0,,,,,
U2040,וועסטסייד יידישן צענטער,,,,,1,venues,no_match,,0.0,,,,,
U2041,וועסטסייד קאַמיוניטי סענטער,,,,,1,venues,no_match,,0.0,,,,,
U2042,וועסרוסלאַנד,,,,,1,country,fuzzy,fuzzy,0.667,,,,,4490
U2043,וועראַ,,,,,1,place,no_match,,0.0,,,,,
U2044,ווערטהיימ'ס וואַריעטע,,,,,1,venues,no_match,,0.0,,,,,
U2045,ווערטהיימער,,,,,1,venues,no_match,,0.0,,,,,
U2046,ווראַצלאָוו,,,,,1,settlements,name_exact,name_exact,0.95,951,Wrocław (Poland),ורוצלב (פולין),,
U2047,זאַבלודאָווסקיס שול,,,,,1,venues,no_match,,0.0,,,,,
U2048,זאַגער,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,3620|20915|16486
U2049,זאַכענטאַ,,,,,1,venues,no_match,,0.0,,,,,
U2050,זאַל פון „הזמיר,,,,,1,venues,no_match,,0.0,,,,,
U2051,זאַל פונעם יידישן שפּיטאָל,,,,,1,venues,no_match,,0.0,,,,,
U2052,זאַל פֿון דער באַרימטער יידישער רעאַלגימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U2053,זאַמד-בערג ביי ליטשאַקאָוו,,,,,1,place,no_match,,0.0,,,,,
U2054,זאַנדבערגן,,,,,1,venues,no_match,,0.0,,,,,
U2055,זאַנדבערגס גרויסעס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2056,זאַנדבערגס גרויסעס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2057,זאַנדבערגס לאָדזשער גרויסן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2058,זאַנדבערגס לאָדזשער גרויסען טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2059,זאַץס פאָלקס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2060,זאַקס פאָלקס-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2061,זאָווילס שול,,,,,1,venues,no_match,,0.0,,,,,
U2062,זאָל האַרמאָניא,,,,,1,venues,no_match,,0.0,,,,,
U2063,זאָל קאָלאָסעאום,,,,,1,venues,no_match,,0.0,,,,,
U2064,זאָל „קולטוראַ“,,,,,1,venues,no_match,,0.0,,,,,
U2065,זאָל פֿון די האַנטווערקער,,,,,1,venues,no_match,,0.0,,,,,
U2066,זאָל פֿון קולטור-פּאַלאַץ פֿון די פּראָפעסיאנעלע פֿאַראיינען,,,,,1,venues,no_match,,0.0,,,,,
U2067,זאָל פֿונעם בוקאַרעשטער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2068,זאל ביי דער טאַבאָר-שטראַסע,,,,,1,venues,no_match,,0.0,,,,,
U2069,זאמאָשטש,,,,,1,place,name_exact,name_exact,0.95,962,Zamość (Poland),זמושץ' (פולין),,
U2070,זגערזשער גאַס 117,,,,,1,addresses,no_match,,0.0,,,,,
U2071,זולועטאָ 37,,,,,1,addresses,no_match,,0.0,,,,,
U2072,זומער-טעאַטער פון דייטשן קלוב,,,,,1,venues,no_match,,0.0,,,,,
U2073,זומער-טעאַטער 'רוסאַלקאַ',,,,,1,venues,no_match,,0.0,,,,,
U2074,זומער-סעזאָן,,,,,1,venues,no_match,,0.0,,,,,
U2075,זיין טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2076,זיין פֿאָרם,,,,,1,place,no_match,,0.0,,,,,
U2077,זילבערטס דריטער סטריט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2078,זימין אָפּערע,,,,,1,venues,no_match,,0.0,,,,,
U2079,זימינס אָפּערעטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2080,זינאָוויאָווסק,,,,,1,settlements,no_match,,0.0,,,,,
U2081,זיצונגס-זאַל,,,,,1,venues,no_match,,0.0,,,,,
U2082,זכרון יעקב,,,,,1,settlements,name_exact,name_exact,0.95,8254,Zikhron Ya'akov (Israel),זכרון יעקב (ישראל),,
U2083,זלאַטאָפּאָל,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,26112|26638
U2084,זלאטאָפּאָליע,,,,,1,settlements,fuzzy,fuzzy,0.75,,,,,26112
U2085,זעלינס גאָרטן,,,,,1,venues,no_match,,0.0,,,,,
U2086,זעמבין,,,,,1,settlements,no_match,,0.0,,,,,
U2087,זשאַלודאָק,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,22180
U2088,זשאַרדן ד' היווער,,,,,1,venues,no_match,,0.0,,,,,
U2089,זשאָבאָטינסקיס גימנאָזיע,,,,,1,venues,no_match,,0.0,,,,,
U2090,זשארדן ד'היווער,,,,,1,venues,no_match,,0.0,,,,,
U2091,זשיגניצאַ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2092,זשיגניצאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2093,זשיגניצאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2094,זשיגניצאָטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2095,זשיגניצע טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2096,זשיגניצע-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2097,זשיטאָמ. גוב.,,,,,1,province,no_match,,0.0,,,,,
U2098,זשיטאָמירסקיס טרופּע,,,,,1,venues,no_match,,0.0,,,,,
U2099,זשיטאָמירער,,,,,1,venues,no_match,,0.0,,,,,
U2100,זשיטאָמירער גוב.,,,,,1,province,no_match,,0.0,,,,,
U2101,זשיטאָמירער געגנטלעכן אָפּטייל פֿאַר קונסט,,,,,1,venues,no_match,,0.0,,,,,
U2102,זשיטאָמירער געגענט,,,,,1,province,no_match,,0.0,,,,,
U2103,זשיטאָמירער יידישן מלוכה-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2104,זשיטאָמירער ראָבינער-שול,,,,,1,venues,no_match,,0.0,,,,,
U2105,זשינניצע,,,,,1,venues,no_match,,0.0,,,,,
U2106,זשיראַרד-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2107,זשיראַרדאָוו,,,,,1,settlements,no_match,,0.0,,,,,
U2108,זשמערינקער געטאָ,,,,,1,place,no_match,,0.0,,,,,
U2109,זשעזשאַני,,,,,1,place,no_match,,0.0,,,,,
U2110,זשעטל,,,,,1,settlements,no_match,,0.0,,,,,
U2111,ח. בזשאָזא,,,,,1,venues,no_match,,0.0,,,,,
U2112,חדרה,,,,,1,settlements,name_exact,name_exact,0.95,858,Hadera (Israel),חדרה (ישראל),,
U2113,חיים סאַנדלערס 'שאַפּ',,,,,1,venues,no_match,,0.0,,,,,
U2114,חיפה,,,,,1,settlements,name_exact,name_exact,0.95,791,Haifa (Israel),חיפה (ישראל),,
U2115,טאַווריטשעסקער גוּבּ,,,,,1,province,no_match,,0.0,,,,,
U2116,טאַווריטשער גוב.,,,,,1,province,no_match,,0.0,,,,,
U2117,טאַוורישער גוב.,,,,,1,province,no_match,,0.0,,,,,
U2118,טאַליא- טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2119,טאַליאַ מוזיק האָל,,,,,1,venues,no_match,,0.0,,,,,
U2120,טאַליאַ מוזיק-האָל,,,,,1,venues,no_match,,0.0,,,,,
U2121,טאַליאַ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2122,טאַליאַ-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U2123,טאַליאָ טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2124,טאַמבאָווער גוב.,,,,,1,province,no_match,,0.0,,,,,
U2125,טאַראַנטע,,,,,1,settlements,name_exact,name_exact,0.95,753,Toronto (Ont.),טורונטו (אונטריו),,
U2126,טאַראַנטער אוניווערזיטעט,,,,,1,venues,no_match,,0.0,,,,,
U2127,טאַרנאַפּאָל,,,,,1,settlements,name_exact,name_exact,0.95,11525,Ternopilʹ (Ukraine),טרנופול (אוקראינה),,
U2128,טאָבאָר שטר. 12,,,,,1,addresses,no_match,,0.0,,,,,
U2129,טאָג,,,,,1,venues,no_match,,0.0,,,,,
U2130,טאָווריטש. גוב.,,,,,1,province,no_match,,0.0,,,,,
U2131,טאָליאַ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2132,טאָליאָ,,,,,1,venues,no_match,,0.0,,,,,
U2133,טאָליאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2134,טאָמאַשעווסקיס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2135,טאָמאָשעווסקין,,,,,1,venues,no_match,,0.0,,,,,
U2136,טאָמאָשעווסקיס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2137,טאָראַָטאָ,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,84175|87892|75477|74717|7719
U2138,טאָראַנטער,,,,,1,venues,fuzzy,fuzzy,0.833,,,,,753
U2139,טאָראָלס און עגנעס,,,,,1,venues,no_match,,0.0,,,,,
U2140,טאָראָׁנטאָ,,,,,1,settlements,name_exact,name_exact,0.95,753,Toronto (Ont.),טורונטו (אונטריו),,
U2141,טאָרלא,,,,,1,venues,fuzzy,fuzzy,1.0,,,,,7332|20069|72323|7658|9648
U2142,טאָרנע,,,,,1,settlements,name_exact,name_exact,0.95,765,Tarnów (Poland),טרנוב (פולין),,
U2143,טאָרנער געגנט,,,,,1,province,no_match,,0.0,,,,,
U2144,טאָרף-לאַגער,,,,,1,venues,no_match,,0.0,,,,,
U2145,טאָׁראָנטאָ,,,,,1,settlements,name_exact,name_exact,0.95,753,Toronto (Ont.),טורונטו (אונטריו),,
U2146,טאבאר שטראַסע,,,,,1,addresses,no_match,,0.0,,,,,
U2147,טאוואָרעק,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,19908|18268
U2148,טאמבאָווער גוב.,,,,,1,province,no_match,,0.0,,,,,
U2149,טאראנטא,,,,,1,settlements,name_exact,name_exact,0.95,753,Toronto (Ont.),טורונטו (אונטריו),,
U2150,טוואַרדע גאַס,,,,,1,addresses,no_match,,0.0,,,,,
U2151,טווערער גובערניע,,,,,1,place,no_match,,0.0,,,,,
U2152,טויבענהאַלע,,,,,1,venues,no_match,,0.0,,,,,
U2153,טוירט ענד גרין סטריט,,,,,1,addresses,no_match,,0.0,,,,,
U2154,טוירט ענד גרין סטריט טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U2155,טוקום,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,18647|120
