unlinked_id,label_yi,label_en,qid,lat,lon,occurrences,fields
U2076,זיין פֿאָרם,,,,,1,place
U2077,זילבערטס דריטער סטריט-טעאַטער,,,,,1,venues
U2078,זימין אָפּערע,,,,,1,venues
U2079,זימינס אָפּערעטעאַטער,,,,,1,venues
U2080,זינאָוויאָווסק,,,,,1,settlements
U2081,זיצונגס-זאַל,,,,,1,venues
U2082,זכרון יעקב,,,,,1,settlements
U2083,זלאַטאָפּאָל,,,,,1,settlements
U2084,זלאטאָפּאָליע,,,,,1,settlements
U2085,זעלינס גאָרטן,,,,,1,venues
U2086,זעמבין,,,,,1,settlements
U2087,זשאַלודאָק,,,,,1,settlements
U2088,זשאַרדן ד' היווער,,,,,1,venues
U2089,זשאָבאָטינסקיס גימנאָזיע,,,,,1,venues
U2090,זשארדן ד'היווער,,,,,1,venues
U2091,זשיגניצאַ-טעאַטער,,,,,1,venues
U2092,זשיגניצאָ-טעאַטער,,,,,1,venues
U2093,זשיגניצאָ-טעאַטער,,,,,1,venues
U2094,זשיגניצאָטעאַטער,,,,,1,venues
U2095,זשיגניצע טעאַטער,,,,,1,venues
U2096,זשיגניצע-טעאַטער,,,,,1,venues
U2097,זשיטאָמ. גוב.,,,,,1,province
U2098,זשיטאָמירסקיס טרופּע,,,,,1,venues
U2099,זשיטאָמירער,,,,,1,venues
U2100,זשיטאָמירער גוב.,,,,,1,province
U2101,זשיטאָמירער געגנטלעכן אָפּטייל פֿאַר קונסט,,,,,1,venues
U2102,זשיטאָמירער געגענט,,,,,1,province
U2103,זשיטאָמירער יידישן מלוכה-טעאַטער,,,,,1,venues
U2104,זשיטאָמירער ראָבינער-שול,,,,,1,venues
U2105,זשינניצע,,,,,1,venues
U2106,זשיראַרד-טעאַטער,,,,,1,venues
U2107,זשיראַרדאָוו,,,,,1,settlements
U2108,זשמערינקער געטאָ,,,,,1,place
U2109,זשעזשאַני,,,,,1,place
U2110,זשעטל,,,,,1,settlements
U2111,ח. בזשאָזא,,,,,1,venues
U2112,חדרה,,,,,1,settlements
U2113,חיים סאַנדלערס 'שאַפּ',,,,,1,venues
U2114,חיפה,,,,,1,settlements
U2115,טאַווריטשעסקער גוּבּ,,,,,1,province
U2116,טאַווריטשער גוב.,,,,,1,province
U2117,טאַוורישער גוב.,,,,,1,province
U2118,טאַליא- טעאַטער,,,,,1,venues
U2119,טאַליאַ מוזיק האָל,,,,,1,venues
U2120,טאַליאַ מוזיק-האָל,,,,,1,venues
U2121,טאַליאַ-טעאַטער,,,,,1,venues
U2122,טאַליאַ-טעאָטער,,,,,1,venues
U2123,טאַליאָ טעאַטער,,,,,1,venues
U2124,טאַמבאָווער גוב.,,,,,1,province
U2125,טאַראַנטע,,,,,1,settlements
U2126,טאַראַנטער אוניווערזיטעט,,,,,1,venues
U2127,טאַרנאַפּאָל,,,,,1,settlements
U2128,טאָבאָר שטר. 12,,,,,1,addresses
U2129,טאָג,,,,,1,venues
U2130,טאָווריטש. גוב.,,,,,1,province
U2131,טאָליאַ-טעאַטער,,,,,1,venues
U2132,טאָליאָ,,,,,1,venues
U2133,טאָליאָ-טעאַטער,,,,,1,venues
U2134,טאָמאַשעווסקיס טעאַטער,,,,,1,venues
U2135,טאָמאָשעווסקין,,,,,1,venues
U2136,טאָמאָשעווסקיס טעאַטער,,,,,1,venues
U2137,טאָראַָטאָ,,,,,1,settlements
U2138,טאָראַנטער,,,,,1,venues
U2139,טאָראָלס און עגנעס,,,,,1,venues
U2140,טאָראָׁנטאָ,,,,,1,settlements
U2141,טאָרלא,,,,,1,venues
U2142,טאָרנע,,,,,1,settlements
U2143,טאָרנער געגנט,,,,,1,province
U2144,טאָרף-לאַגער,,,,,1,venues
U2145,טאָׁראָנטאָ,,,,,1,settlements
U2146,טאבאר שטראַסע,,,,,1,addresses
U2147,טאוואָרעק,,,,,1,settlements
U2148,טאמבאָווער גוב.,,,,,1,province
U2149,טאראנטא,,,,,1,settlements
U2150,טוואַרדע גאַס,,,,,1,addresses
U2151,טווערער גובערניע,,,,,1,place
U2152,טויבענהאַלע,,,,,1,venues
U2153,טוירט ענד גרין סטריט,,,,,1,addresses
U2154,טוירט ענד גרין סטריט טעאַטער,,,,,1,venues
U2155,טוקום,,,,,1,settlements
U2156,טוראַ-סינאַגאָג,,,,,1,venues
U2157,טורקעמניע,,,,,1,province
U2158,טלאָמאַצקאַ,,,,,1,addresses
U2159,טלאָמאַצקאַ 5,,,,,1,addresses
U2160,טלאָמאַצקע 5,,,,,1,addresses
U2161,טלאָמאַצקער שול,,,,,1,venues
U2162,טלאמאצקער סינאגאגע,,,,,1,venues
U2163,"טעאַטער ""עליזעום“",,,,,1,venues
U2164,טעאַטער 'באַגאַטעלאַ',,,,,1,venues
U2165,טעאַטער 'האַרמאָניע',,,,,1,venues
U2166,טעאַטער 'עליזעום',,,,,1,venues
U2167,טעאַטער 'פילהאַרמאָניע',,,,,1,venues
U2168,טעאַטער אַמבּיני,,,,,1,venues
U2169,טעאַטער אַמבאַ,,,,,1,venues
U2170,טעאַטער אַרגענטינא,,,,,1,venues
U2171,טעאַטער אַרגענטינע,,,,,1,venues
U2172,טעאַטער אַרקאַדיאַ,,,,,1,venues
U2173,טעאַטער אָלימפּיא,,,,,1,venues
U2174,טעאַטער אָלימפּיאַ,,,,,1,venues
U2175,טעאַטער אָלקאָזאָר,,,,,1,venues
U2176,טעאַטער אויף בוכענסקאַ,,,,,1,venues
U2177,טעאַטער אויף דער אַריאַנ בורגער שטראַסע,,,,,1,venues
U2178,טעאַטער אויף דער דריטער עוועניו,,,,,1,venues
U2179,טעאַטער אויף טשאַקאָבוקאָ,,,,,1,venues
U2180,טעאַטער באַטאָגליאַ,,,,,1,venues
U2181,טעאַטער באָגאָטעלאָ,,,,,1,venues
U2182,טעאַטער בערגאַניע,,,,,1,venues
U2183,טעאַטער דע טאַמפּל,,,,,1,venues
U2184,טעאַטער ווענוס,,,,,1,venues
U2185,טעאַטער זשיגניצע,,,,,1,venues
U2186,טעאַטער ליבערטאָך,,,,,1,venues
U2187,טעאַטער מוטואַליטע,,,,,1,venues
U2188,טעאַטער מיטרע,,,,,1,venues
U2189,טעאַטער נאָווי,,,,,1,venues
U2190,טעאַטער עלדאָראַדאָ,,,,,1,venues
U2191,טעאַטער עלדאָראָדאָ,,,,,1,venues
U2192,טעאַטער עליזעאום,,,,,1,venues
U2193,טעאַטער עקסעלסיאָר,,,,,1,venues
U2194,טעאַטער ערמיטאַזש,,,,,1,venues
U2195,טעאַטער פּאַנטעאָן,,,,,1,venues
U2196,טעאַטער פאַנטאַזיע פּאַריזיען,,,,,1,venues
U2197,טעאַטער פעמינאַ,,,,,1,venues
U2198,טעאַטער צו גימפּעלן,,,,,1,venues
U2199,טעאַטער צענטראַל,,,,,1,venues
U2200,טעאַטער צענטראָל,,,,,1,venues
U2201,טעאַטער קאַרלאָס גאַמעס,,,,,1,venues
U2202,טעאַטער קאָמיקאַ,,,,,1,venues
U2203,טעאַטער קרולעווסקי,,,,,1,venues
U2204,טעאַטער „אַמבאַ“,,,,,1,venues
U2205,טעאַטער „אַמבו״,,,,,1,venues
U2206,טעאַטער „אַקאַדעמי“,,,,,1,venues
U2207,טעאַטער „אָלימפּאָ“,,,,,1,venues
U2208,"טעאַטער „דע לאַנקרי""",,,,,1,venues
U2209,טעאַטער „זשיגניצע״,,,,,1,venues
U2210,טעאַטער „מיטרע“,,,,,1,venues
U2211,טעאַטער „מיידים“,,,,,1,venues
U2212,טעאַטער „סקאַלאַ“,,,,,1,venues
U2213,טעאַטער „עקסעלסיאָר“,,,,,1,venues
U2214,טעאַטער „פּיאַט“,,,,,1,venues
U2215,"טעאַטער „פּיאָט""",,,,,1,venues
U2216,"טעאַטער „פעמינאַ""",,,,,1,venues
U2217,טעאַטער „קאָמעדיע“,,,,,1,venues
U2218,טעאַטער „קוראַזש“,,,,,1,venues
U2219,טעאַטער „ריוואָדאָוויא“,,,,,1,venues
U2220,טעאַטער פֿון קרעסטאָווסקיס גאָרטן,,,,,1,venues
U2221,טעאַטער-ביוראָ,,,,,1,venues
U2222,טעאַטער-געזעלשאַפֿט,,,,,1,venues
U2223,טעאַטער-זאַל 'דען',,,,,1,venues
U2224,טעאַטער-מוּזיי,,,,,1,venues
U2225,טעאַטער-מוזיי,,,,,1,venues
U2226,טעאַטער-שפּיגעל,,,,,1,venues
U2227,טעאַטערבנין,,,,,1,venues
U2228,טעאַטערס טאָליאָ,,,,,1,venues
U2229,טעאַטראָלן אינסטיטוט,,,,,1,venues
U2230,טעאַטרול נאָו,,,,,1,venues
U2231,טעאַליט,,,,,1,venues
U2232,"טעאַסער „אַרכענטינע""",,,,,1,venues
U2233,טעאָטער „אונזער ווינקל“,,,,,1,venues
U2234,טעילאָר סטריט,,,,,1,addresses
U2235,טעכניקום,,,,,1,venues
U2236,טעכנישע שול,,,,,1,venues
U2237,טעכנישער שול פֿון וואַוועלבערג און ראָטוואַנד,,,,,1,venues
U2238,טעלז,,,,,1,settlements
U2239,טעמפּל א'ל,,,,,1,venues
U2240,טעמפּל „איזראַעל',,,,,1,venues
U2241,טעקניקל קאָלעדזש-טעאַטער,,,,,1,venues
U2242,טעקסאַס,,,,,1,province
U2243,טעקסטיל-פֿאָבריק,,,,,1,venues
U2244,טעראַסע פֿון אַ הויז,,,,,1,venues
U2245,טעראָס-גאָרדען-טעאַטער,,,,,1,venues
U2246,טערעס גאַרדן,,,,,1,venues
U2247,"טעאַטער ""עקסעלסיאָר“",,,,,1,venues
U2248,טעאַטער 'בולגאַראָוו',,,,,1,venues
U2249,טעאַטער אַלהאַמבראַ,,,,,1,venues
U2250,טעאַטער אויף סימאָנס פּאַסאַזש,,,,,1,venues
U2251,טעאַטער אויף קאַראַווע 18,,,,,1,venues
U2252,טעאַטער בוף,,,,,1,venues
U2253,טעאַטער דע טאַמפּל,,,,,1,venues
U2254,טעאַטער זשיננוצא,,,,,1,venues
U2255,טעאַטער ליריק,,,,,1,venues
U2256,טעאַטער סאָלאָווצאָוו,,,,,1,venues
U2257,טעאַטער פילהאַרמאָניע,,,,,1,venues
U2258,"טעאַטער „צענטראַל""",,,,,1,venues
U2259,טעאַטער „קאָמעטא“,,,,,1,venues
U2260,טעאַטער פֿון וו. פֿ. קאָמיסאַר-זשעווסקי,,,,,1,venues
U2261,טעאַטער פֿרינטאַנע,,,,,1,venues
U2262,טעאַטער- אַטעליע פֿון הוגאָ באַרוך,,,,,1,venues
U2263,טעאַטער-סינדיקאַט,,,,,1,venues
U2264,טראַנסניסטריאַ,,,,,1,place
U2265,טראָי,,,,,1,settlements
U2266,טרופּע פֿון אַלבערט סעגאַלעסקאָ,,,,,1,venues
U2267,טריער,,,,,1,settlements
U2268,טרעבלינקאָ,,,,,1,place
U2269,טרעסקינס ווילנער מוזיק-שול,,,,,1,venues
U2270,טרעסקינס מוזיק-שול,,,,,1,venues
U2271,טשאַקאָבוקאָ,,,,,1,addresses
U2272,טשולי,,,,,1,countries
U2273,טשיגרין,,,,,1,settlements
U2274,טשיין,,,,,1,venues
U2275,טשילי,,,,,1,countries
U2276,טשעטהעם סקווער,,,,,1,venues
U2277,טשעטהעם-סקווער,,,,,1,addresses
U2278,טשעטשעלניק,,,,,1,settlements
U2279,טשעכאָ-סלאָוואָקייע,,,,,1,countries
U2280,טשעכאָסלאָוואַקיישן יידישן טעאַטער,,,,,1,venues
U2281,טשעכאָסלאָוואָקייע,,,,,1,countries
U2282,טשעלונקינסקאָיע,,,,,1,place
U2283,טשעלסי טעאַטער,,,,,1,venues
U2284,טשעלסי-טעאַטער,,,,,1,venues
U2285,טשעראָוויץ,,,,,1,settlements
U2286,טשערנאָוויץ ביי אַקסעלראָד,,,,,1,venues
U2287,טשערנאָוויצער יידישן טעאַטער,,,,,1,venues
U2288,טשערנאָוויצער יידישן מלוכה טעאַטער,,,,,1,venues
U2289,טשערנאָוויצער יידישן שפּיטאָל,,,,,1,place
U2290,טשערנאָוויצער יידישער מלוכה-טעאַטער,,,,,1,venues
U2291,טשערנאָוויצער כאָר-שול,,,,,1,venues
U2292,טשערנאָוויצער פילהאַרמאָניע,,,,,1,venues
U2293,טשערנאָוויצער קליינקונס-אַנסאַמבל,,,,,1,venues
U2294,טשערנאָוויצער רעאַל-שול,,,,,1,venues
U2295,טשערנאָוויצער שטאָט-טעאַטער,,,,,1,venues
U2296,טשערנאָוויצער שטאָטטעאַטער,,,,,1,venues
U2297,טשערנאָוויצער שניידער-זאַל,,,,,1,venues
U2298,טשערנאוויץ,,,,,1,settlements
U2299,טשערניגאָווער גוב,,,,,1,province
U2300,טשערניגאָווער גובערניע,,,,,1,province
U2301,טשערנינאָווער גוב.,,,,,1,province
U2302,טשערנינאָווער גובערניע,,,,,1,province
U2303,טשערפּאַנאָוו,,,,,1,settlements
U2304,טשערקאָס,,,,,1,settlements
U2305,טשקאַלאָוו,,,,,1,place
U2306,יאַגעלאָנסקי-אוניווערזיטעט,,,,,1,venues
U2307,יאַנאָווער וואַלד,,,,,1,place
U2308,יאַנאָווער לאַגער,,,,,1,venues
U2309,יאַסי-פּאָדאָלאָי,,,,,1,place
U2310,יאַסער יידישן שפּיטאָל,,,,,1,venues
U2311,יאַסער פּאָמול ווערדע,,,,,1,venues
U2312,יאַסער קולטור-ליגע,,,,,1,venues
U2313,יאַראָטשינסקיס תלמוד תורה,,,,,1,venues
U2314,יאַראָנטשינסקיס שול,,,,,1,venues
U2315,יאָגאָלאַנסקי אוניווערזיטעט,,,,,1,venues
U2316,יאָהאַניסבורג,,,,,1,settlements
U2317,יאָהאָניסבורגער,,,,,1,settlements
U2318,יאָלדען-טעאַטער,,,,,1,venues
U2319,יאָנג מענס דראַמאַטישער קלאָב,,,,,1,venues
U2320,יאָסער טויבנהאַלע,,,,,1,venues
U2321,"יאָסער יידישן גאָרטן-טעאַטער „פּּאָמול ווערדע""",,,,,1,venues
U2322,יאָק וויפּאַריזשו,,,,,1,venues
U2323,יאָראָסלאָוול,,,,,1,settlements
U2324,יאָרוגע,,,,,1,place
U2325,יאָשליקאָוו,,,,,1,place
U2326,יאָשע שענקערס בירשענק,,,,,1,venues
U2327,יבנה,,,,,1,venues
U2328,יהודה בלייך מעמאָריאָל אינסטיטוט,,,,,1,venues
U2329,יוגנט-פֿאַראיין,,,,,1,venues
U2330,יודיש קינצלער קאָבאַרעט,,,,,1,venues
U2331,יודען-ראַט,,,,,1,venues
U2332,יוזעפקא,,,,,1,settlements
U2333,יוזעפקאַ,,,,,1,settlements
U2334,יונג טעאַטער,,,,,1,venues
U2335,יונגוואַרג,,,,,1,venues
U2336,יונגען קינסטלערישן טעאַטער,,,,,1,venues
U2337,יוניאָן טעאַטער,,,,,1,venues
U2338,יוניאָן פֿילד,,,,,1,place
U2339,יוניאָןטעאַטער,,,,,1,venues
U2340,יוניוואוירסיטי און עלעם סטריט,,,,,1,venues
U2341,יוניע-טרופּע,,,,,1,venues
U2342,יוניענפעלד בית-עולם,,,,,1,place
U2343,יוניפעלד סעמעטער,,,,,1,place
U2344,יוסף פּערל-שול,,,,,1,venues
U2345,ייִדישן טעאטער ביי קאָמינסקין,,,,,1,venues
U2346,ייִדישע וואַריעטע-טעאַטערס,,,,,1,venues
U2347,ייד. טעאַטער אין דעטראָיט,,,,,1,venues
U2348,יידייכער מיטלשול,,,,,1,venues
U2349,יידיש,,,,,1,venues
U2350,יידיש נאַציאָנאַלן אַרבעטער-פֿאַרבאַנד,,,,,1,venues
U2351,יידיש פאַוויליאָן טעאַטער,,,,,1,venues
U2352,יידיש קונסט-טעאַטער,,,,,1,venues
U2353,יידיש-וועלטלעכער שול,,,,,1,venues
U2354,יידיש-ליטעראַרישן קרייז,,,,,1,venues
U2355,יידיש-ענגליש וואָדעוויל-טעאַטער,,,,,1,venues
U2356,יידיש-רומענישער שול,,,,,1,venues
U2357,יידישן אַנסאַמבּל-קוּנסט-טעאַטער,,,,,1,venues
U2358,יידישן אַקאַדעמישן הויז,,,,,1,venues
U2359,יידישן אַקטיאָרן-פֿאַראיין,,,,,1,venues
U2360,יידישן אַרבעטער קולטור קלוב,,,,,1,venues
U2361,יידישן אַרבעטער-הויז,,,,,1,venues
U2362,"יידישן אַרבעטער-קלוב „קאָמוניסט""",,,,,1,venues
U2363,יידישן אַרטיסטן-פאַראיין,,,,,1,venues
U2364,יידישן אַרטיסטן-פאַריין,,,,,1,venues
U2365,יידישן אָפּערעטןטעאַטער,,,,,1,venues
U2366,יידישן בית עולם אין מעקסיקאָ סיטי,,,,,1,place
U2367,יידישן דזשעראַרד-טעאַטער,,,,,1,venues
U2368,יידישן דראַמאַטישן טעאַטער,,,,,1,venues
U2369,יידישן הויז,,,,,1,venues
U2370,יידישן וואַריעטע,,,,,1,venues
U2371,יידישן וואָרעוויל- טעאַטער,,,,,1,venues
U2372,יידישן וואָרעוויל-טעאַטער,,,,,1,venues
U2373,יידישן וויסנשאַפטלעכן אינסטיטוט,,,,,1,venues
U2374,יידישן טעאַטער אין טשעלסי,,,,,1,venues
U2375,יידישן טעאַטער אין נואַרק,,,,,1,venues
U2376,יידישן טעאַטער ביי זאַנדבערגן,,,,,1,venues
U2377,יידישן טעאַטער רעקלאָם,,,,,1,venues
U2378,יידישן טעאַטער פֿון אַרבעטער-יוגנט,,,,,1,venues
U2379,יידישן טעאַַטער,,,,,1,venues
U2380,יידישן טעאַטער-מוּזיי,,,,,1,venues
U2381,יידישן ליטעראַטן און זשורנאַליסטן-פֿאַראיין,,,,,1,venues
U2382,יידישן לעגיאָן,,,,,1,venues
U2383,יידישן לערער-סעמינאַר,,,,,1,venues
U2384,יידישן מוזיק-פאַרלאַג אין בערלין,,,,,1,venues
U2385,יידישן מוזיקאַלישן אינסטיטוט,,,,,1,venues
U2386,יידישן מלוכה טעאַטער,,,,,1,venues
U2387,יידישן מלוכהטעאַטער,,,,,1,venues
U2388,יידישן מעוטים טעאַטער,,,,,1,venues
U2389,יידישן מעטראָפּאָליטאָן-טעאַטער,,,,,1,venues
U2390,יידישן נאַציאָנאַלן אַרבעטער-פאַרבאַנד,,,,,1,venues
U2391,יידישן סטודענטן-פאַראיין,,,,,1,venues
U2392,יידישן סענטער,,,,,1,venues
U2393,יידישן פּאַוויליאָן-טעאַטער,,,,,1,venues
U2394,יידישן פּאָוויליאָן-טעאַטער,,,,,1,venues
U2395,יידישן פּראָספּעקט-טעאַטער,,,,,1,venues
U2396,יידישן פאָלקס-טעאַטער,,,,,1,venues
U2397,יידישן קאָמיוניט סענטער,,,,,1,venues
U2398,יידישן קאָמיוניטי סענטער,,,,,1,venues
U2399,יידישן קאָמעדיע-און אָפּערעטעס-טעאַטער,,,,,1,venues
U2400,יידישן קונסט טעאַטער,,,,,1,venues
U2401,יידישן קונסט טעאַטער,,,,,1,venues
U2402,יידישן קונסט-טעאטער,,,,,1,venues
U2403,יידישן קונסטטעאַטער,,,,,1,venues
U2404,יידישן קינדער-טעאַטער,,,,,1,venues
U2405,יידישן פֿאָלקס-טעאַטער,,,,,1,venues
U2406,יידישן פֿאָלקסטעאַטער,,,,,1,venues
U2407,יידישע בינע,,,,,1,venues
U2408,יידישע דראַמאַטישע שול,,,,,1,venues
U2409,יידישע דרוקעריי,,,,,1,venues
U2410,יידישע וואַריעטע-טעאַטערס,,,,,1,venues
U2411,יידישע וואָדעוויל-הייזער,,,,,1,venues
U2412,יידישע וואָדעוויל-טעאַטער,,,,,1,venues
U2413,יידישע וואָרעוויל-הייזער,,,,,1,venues
U2414,יידישע נאַציאָנאַלע טעאַטער,,,,,1,venues
U2415,יידישע פֿאָלקסשולן,,,,,1,venues
U2416,יידישע פאָלקס-טעאַטער,,,,,1,venues
U2417,יידישע קולטור-געזעלשאַפט,,,,,1,venues
U2418,יידישע קונסט טעאַטער,,,,,1,venues
U2419,יידישע קונסט-טעאַטער,,,,,1,venues
U2420,יידישע פֿאָלקס בינע,,,,,1,venues
U2421,יידישע פֿאָלקס-טעאַטער,,,,,1,venues
U2422,יידישע פֿאָלקסשול,,,,,1,venues
U2423,יידישער אַקטיאָרן יוניאָן,,,,,1,venues
U2424,יידישער אַקטיאָרן-יוניע,,,,,1,venues
U2425,יידישער אַקטיאָרןיוניע,,,,,1,venues
U2426,יידישער בינע אין ווין,,,,,1,venues
U2427,יידישער גאָס,,,,,1,addresses
U2428,יידישער טעאַטער געזעלשאַפט,,,,,1,venues
U2429,יידישער טעאַטערגעזעלשאַפֿט,,,,,1,venues
U2430,יידישער טעאַטער,,,,,1,venues
U2431,יידישער טרופּע,,,,,1,venues
U2432,יידישער טרופּע א'א פֿון מייערסאָן,,,,,1,venues
U2433,יידישער מלוכה-טעאַטער,,,,,1,venues
U2434,יידישער קאָלאָניע,,,,,1,place
U2435,יידישער קהלה,,,,,1,venues
U2436,יידישער קונסט טעאַטער,,,,,1,venues
U2437,יידישער קונסט טעאַטער,,,,,1,venues
U2438,יידישער קינסטלער-טעאַטער,,,,,1,venues
U2439,יידישער ראַדיאָ,,,,,1,venues
U2440,יידישער רעגירונגס-שול,,,,,1,venues
U2441,יידישער שול,,,,,1,venues
U2442,יידישער שול פֿון טשאָצקי,,,,,1,venues
U2443,יידישער שלום-עליכם-אָוונט שול,,,,,1,venues
U2444,"ייוו""א",,,,,1,venues
U2445,ייוו'אַ,,,,,1,venues
U2446,ייקוט,,,,,1,venues
U2447,ים,,,,,1,place
U2448,ינחלת נאָשעלסק,,,,,1,settlements
U2449,יעוורעיסקאָיע קאַזיאָנאָיע אוטשילישטשע,,,,,1,venues
U2450,יעוורעיסקי טעאַטער,,,,,1,venues
U2451,יעל אוניווערזיטעט,,,,,1,venues
U2452,יעליסאַ וועטגראַד,,,,,1,settlements
U2453,יעליסאַוועטגראד,,,,,1,settlements
U2454,יעקאַטערינאָסלאַווער גובערניע,,,,,1,province
U2455,יעקאַטערינאָסלאַווער מוזיק-שול,,,,,1,venues
U2456,יעקאַטערינאסלאַווער גוב.,,,,,1,province
U2457,יעקאַטערינבורג,,,,,1,settlements
U2458,יעקאָטעדינאָסלאָוו,,,,,1,settlements
U2459,ירושלים ד'ליטע,,,,,1,province
U2460,ירושלים ליטע,,,,,1,province
U2461,"ישיבה „חפץ חיים""",,,,,1,venues
U2462,"ישיבה „לשכת הרבנים""",,,,,1,venues
U2463,"ישיבה „משכן ישראל""",,,,,1,venues
U2464,ישיבות,,,,,1,venues
U2465,ישיבת רבנו יעקב יוסף,,,,,1,venues
U2466,כאַרקאַוו,,,,,1,settlements
U2467,"כאַרקאָוו, יעקאַטערינאָסלאָוו, יעליסאַוועטגראַד, באַקן, מאָסקווע, פּעטערבורג און ריגע",,,,,1,venues
U2468,כאַרקאָווער,,,,,1,venues
U2469,כאַרקאָווער אוניווערזיטעט,,,,,1,venues
U2470,כאַרקאָווער יידישן אַרבעטער-קלוב,,,,,1,venues
U2471,כאַרקאָווער יידישן טעאַטער פֿון אַרבעטער יוגנט,,,,,1,venues
U2472,כאַרקאָווער יידישן מלוכה טעאַטער,,,,,1,venues
U2473,כאַרקאָווער יידישן מלוכה-טעאַטער,,,,,1,venues
U2474,כאַרקאָווער יידישער טעאַטער,,,,,1,venues
U2475,כאַרקאָווער כאָר-שול,,,,,1,venues
U2476,כאַרקאָווער קלוב,,,,,1,venues
U2477,כאַרקאָווער „אונזער ווינקל“,,,,,1,venues
U2478,כאָטין,,,,,1,settlements
U2479,כאָראָן הירש בית-עולם אין סטעטען איילענד,,,,,1,place
U2480,כאָרקאָווער-ניקאָלאַיעווער באַן-ליניע,,,,,1,venues
U2481,כאָרשול,,,,,1,venues
U2482,כהנס גימנאַזיע,,,,,1,venues
U2483,כודאָפּעסט,,,,,1,settlements
U2484,כוואַליעס פון באַלטישן ים,,,,,1,place
U2485,כוקאָרעסט,,,,,1,settlements
U2486,כיטי קאָלעדזש,,,,,1,venues
U2487,כמיעלנע 9,,,,,1,addresses
U2488,כמעלניאַ 9,,,,,1,addresses
U2489,כמעלניק,,,,,1,settlements
U2490,כערגען-כעלזען,,,,,1,settlements
U2491,כערסאָנער טעאַטער,,,,,1,venues
U2492,כפר חבד,,,,,1,settlements
U2493,ל. א.,Los Angeles,Q65,,,1,settlements
U2494,ל. א. יידישן קולטור-קלוב,,,,,1,venues
U2495,ל. א. פאָלקסבינע,,,,,1,venues
U2496,לאַגעדע,,,,,1,place
U2497,לאַגער,,,,,1,venues
U2498,לאַגער וויזעלבורג,,,,,1,venues
U2499,לאַגער פעלדאַפינג,,,,,1,venues
U2500,לאַגער קיוויאָלי,,,,,1,place
U2501,לאַגערן פֿאַר פליכטלינגע,,,,,1,venues
U2502,לאַגערן פֿון פעלדאַנפונג. מינכען. שטוטגאַרט,,,,,1,settlements
U2503,לאַנגאיילאַנד,,,,,1,province
U2504,לאַנדאָ-טעאַטער,,,,,1,venues
U2505,לאַנדויס טעאַטער,,,,,1,venues
U2506,לאַנדייל טעאַטער,,,,,1,venues
U2507,לאַנדייל-טעאַטער,,,,,1,venues
U2508,לאַנדייל-טעאַטער,,,,,1,venues
U2509,לאַנדיילטעאַטער,,,,,1,venues
U2510,לאַס אַנדזשעלעס,,,,,1,settlements
U2511,לאַס פּאַלמאַס טעאַטער,,,,,1,venues
U2512,לאָדושער גרויסן טעאַטער,,,,,1,venues
U2513,לאָדזער,,,,,1,settlements
U2514,לאָדזער סקאָלאָ-טעאַטער,,,,,1,venues
U2515,לאָדזער פֿאָלקסבלאַט,,,,,1,venues
U2516,לאָדזשער,,,,,1,settlements
U2517,לאָדזשער 'אָפּאָלאַ'-טעאַטער,,,,,1,venues
U2518,לאָדזשער 'סקאַלאַ'-טעאַטער,,,,,1,venues
U2519,לאָדזשער 'סקאָלאַ'-טעאָטער,,,,,1,venues
U2520,לאָדזשער 'פּוילישער טעאַטער',,,,,1,venues
U2521,לאָדזשער 'פילהאַרמאָניע'-זאַל,,,,,1,venues
U2522,לאָדזשער 'פילהאַרמאָניע-טעאַטער',,,,,1,venues
U2523,לאָדזשער גרויסן טעאַטער,,,,,1,venues
U2524,לאָדזשער גרויסן טעאַטער,,,,,1,venues
U2525,לאָדזשער גרויסעס טעאַטער,,,,,1,venues
U2526,לאָדזשער דייטשער סינאַגאָגע,,,,,1,venues
U2527,לאָדזשער דראָמאָטישן טעאַטער,,,,,1,venues
U2528,לאָדזשער טאָליאָ,,,,,1,venues
U2529,לאָדזשער יידישן אַרטיסטן-פֿאַראיין,,,,,1,venues
U2530,לאָדזשער יידישן בית עולם,,,,,1,place
U2531,לאָדזשער יידישן דראַמאַטישן טעאַטער,,,,,1,venues
U2532,לאָדזשער יידישן דראָמאָטישן טעאַטער,,,,,1,venues
U2533,לאָדזשער יידישן טעאַטער,,,,,1,venues
U2534,לאָדזשער יידישע וואָרעווייל-הייזער,,,,,1,venues
U2535,לאָדזשער סקאָלאָ-טעאַטער,,,,,1,venues
U2536,לאָדזשער סקאָלאָ-טעאַטער,,,,,1,venues
U2537,לאָדזשער פּוילישן טעאָטער,,,,,1,venues
U2538,לאָדזשער פילהאַרמאָניע,,,,,1,venues
U2539,לאָדזשער פילהאַרמאָניעטעאַטער,,,,,1,venues
U2540,לאָדזשער צירק,,,,,1,venues
U2541,לאָדזשער צירקבנין,,,,,1,venues
U2542,לאָדזשער קאָלאָסעאום,,,,,1,venues
U2543,"לאָדזשער „סקאַלאַ""-טעאַטער",,,,,1,venues
U2544,לאָדזשער „סקאָלאַ'-טעאַטער,,,,,1,venues
U2545,"לאָדזשער „פֿאַראייניקטע טרופּע""",,,,,1,venues
U2546,לאָדזשער פֿאַראייניקטער טרופּע,,,,,1,venues
U2547,לאָדזשער פֿאַרוואַלטונג,,,,,1,venues
U2548,לאָוויטש,,,,,1,settlements
