unlinked_id,label_yi,label_en,qid,lat,lon,occurrences,fields
U1113,אין וואַגאָן,,,,,1,place
U1114,אין שטוב,,,,,1,place
U1115,אינדעפּענדענס האָל,,,,,1,venues
U1116,אינזל סאָן-פֿראַנציסקאָ,,,,,1,place
U1117,אינטים יידיש קוּנסטטעאַטער,,,,,1,venues
U1118,אינטימייד טעאַטער,,,,,1,venues
U1119,אינטימייד-טעאַטער,,,,,1,venues
U1120,אינטימעד טעאַטער,,,,,1,venues
U1121,אינסברוק,,,,,1,settlements
U1122,אינסטיטוט,,,,,1,venues
U1123,אינסטיטוט פאַר יידישער דערצואונג,,,,,1,venues
U1124,אינסטיטוט פֿאַר יידישער דערציאונג,,,,,1,venues
U1125,אינסטיטיט פֿאַר יידישער דערציאונג,,,,,1,venues
U1126,איסט סיידער נאַציאָנאַל-ראָדיקאַלע שול,,,,,1,venues
U1127,איסט קאַסינאָ טעאַטער,,,,,1,venues
U1128,איסטהעם מענערפּאַרק בית-עולם,,,,,1,place
U1129,איסטהעם-בית עולם,,,,,1,place
U1130,איעווער גוב.,,,,,1,province
U1131,איפט,,,,,1,venues
U1132,איקוט,,,,,1,venues
U1133,איראַן פּריפּעריטאָרי סקול,,,,,1,venues
U1134,אלטשעווסק,,,,,1,settlements
U1135,אליקא,,,,,1,place
U1136,אסתר רחל קאמינסקאַס טרופּע,,,,,1,venues
U1137,אפריקע,,,,,1,countries
U1138,ארטייקער גרויסער כאָר-שול,,,,,1,venues
U1139,ארטש סטריט טעאַטער,,,,,1,venues
U1140,ארטש סטריט טעאטער,,,,,1,venues
U1141,ארטש סטריט טעאַטער,,,,,1,venues
U1142,ארטש סטריט-טעאַטער,,,,,1,venues
U1143,ארטש סטריט-טעאטער,,,,,1,venues
U1144,ארטש. סטריט-טעאַטער,,,,,1,venues
U1145,ב'א,,,,,1,settlements
U1146,ב'אַ,,,,,1,settlements
U1147,ב. א.,Buenos Aires,Q1486,,,1,settlements
U1148,בּוּקאַרעסט,,,,,1,settlements
U1149,בּויערי,,,,,1,addresses
U1150,בּוכהאַנדלונג,,,,,1,venues
U1151,בּוקאַרעסטער,,,,,1,venues
U1152,בּיי דער פּויליש-פּרייסישער גרענעץ,,,,,1,province
U1153,בּעסאַראַבּיע,,,,,1,province
U1154,בּראָנקס-קונסט-טעאַטער,,,,,1,venues
U1155,בּרוּקלינער ליבּערטיטעאַטער,,,,,1,venues
U1156,בּרוּקלינער ליריק-טעאַטער,,,,,1,venues
U1157,באַגאַטעלע,,,,,1,venues
U1158,באַוואָריע [טיי-הויז],,,,,1,venues
U1159,באַוועגלעכן יידישן מלוכהטעאַטער,,,,,1,venues
U1160,באַווער,,,,,1,addresses
U1161,באַוערי,,,,,1,addresses
U1162,באַזעל,,,,,1,settlements
U1163,באַטאָשאַן,,,,,1,settlements
U1164,באַלטימאַר,,,,,1,settlements
U1165,"באַלטימאָרער „פאָלי טעאַטער""",,,,,1,venues
U1166,באַלטישן געגנט,,,,,1,venues
U1167,באַמבערג,,,,,1,settlements
U1168,באַמבערגער לאַגער,,,,,1,venues
U1169,באַנאַטעלאַ,,,,,1,venues
U1170,באַסטאָן ראָוד און 180טע סטריט,,,,,1,addresses
U1171,באַקוו,,,,,1,settlements
U1172,באַקוויער דיסטריקט,,,,,1,province
U1173,באַקווער,,,,,1,venues
U1174,באַקווער יידישן מלוכה-טעאַטער,,,,,1,venues
U1175,באַקי,,,,,1,settlements
U1176,באַראַן הירש-שול,,,,,1,venues
U1177,באַראַק פֿון פּועלי ציוניסטישן קלוב,,,,,1,venues
U1178,באַראָן הירשס אַ קאָלאָניע,,,,,1,venues
U1179,באַראָן הירשס קאָלאָניעס,,,,,1,venues
U1180,באַרקאָוו,,,,,1,settlements
U1181,באָזעל,,,,,1,settlements
U1182,באָזעלער אוניווערזיטעט,,,,,1,venues
U1183,באָטאָשאן,,,,,1,settlements
U1184,באָכענסקע-גאָס,,,,,1,venues
U1185,באָלגאַראָוו-טעאַטער,,,,,1,venues
U1186,באָלגאַראָוואַ,,,,,1,venues
U1187,באָלגאַראָווס טעאָטער,,,,,1,venues
U1188,באָלטאָ,,,,,1,settlements
U1189,באָלטימאָרער,,,,,1,settlements
U1190,באָלטימאָרער פֿאָליטעאַטער,,,,,1,venues
U1191,באָלטע,,,,,1,settlements
U1192,באָלעסלאַווסקיס דראַמאַטישער סטודיע,,,,,1,venues
U1193,באָלשאָי טעאַטר,,,,,1,venues
U1194,באָמבאַכס שענק,,,,,1,venues
U1195,באָסטאַנער יידישן טעאַטער,,,,,1,venues
U1196,באָסטאָן מיוזיק האָל,,,,,1,venues
U1197,באָסטאָן מיוזיק-האָל,,,,,1,venues
U1198,באָסטאָנע יידישן טעאַטער,,,,,1,venues
U1199,באָסטאָנער יידישן טעאַטער,,,,,1,venues
U1200,באָסטאָנער נרענד-אָפּערע-הויז,,,,,1,venues
U1201,באָסלעוו,,,,,1,settlements
U1202,באָסקאָוויץ,,,,,1,settlements
U1203,באָר-שול,,,,,1,venues
U1204,באָראַ פּאַרק,,,,,1,settlements
U1205,באָראָ-פּאַרק,,,,,1,settlements
U1206,באָראָכאָוו-היים,,,,,1,venues
U1207,באָראָן הירש-שול,,,,,1,venues
U1208,באָפֿאָלאָ,,,,,1,settlements
U1209,באׁסטאָן,,,,,1,settlements
U1210,באאליטק,,,,,1,place
U1211,באטשע הויז,,,,,1,venues
U1212,באנימאָלאָוואָווז,,,,,1,place
U1213,באקאו,,,,,1,settlements
U1214,בברדיטשוב,,,,,1,venues
U1215,בדפוס רי יצחק ראָטהער,,,,,1,venues
U1216,בוּענאָס-איירעס,,,,,1,settlements
U1217,בודאַפּעסט,,,,,1,settlements
U1218,בודאַפּעשט,,,,,1,settlements
U1219,בוטאַנטאן-בית עולם,,,,,1,place
U1220,בוטשאַטש,,,,,1,province
U1221,בויסק,,,,,1,settlements
U1222,בויער,,,,,1,addresses
U1223,בויערי און ריווינגטאָן סטריט,,,,,1,addresses
U1224,בויערי גאַרדען,,,,,1,venues
U1225,בוכהאַנדלונג שאַפּיראָ,,,,,1,venues
U1226,בוכהאָנדלונג,,,,,1,venues
U1227,בוכענוואָלד,,,,,1,place
U1228,בוכענסקאַ,,,,,1,addresses
U1229,בולאַנטאַנער יידישן בית עולם,,,,,1,place
U1230,בולגאָריע,,,,,1,countries
U1231,בונקער,,,,,1,venues
U1232,בוען יוננוויץ און בעזמאָן,,,,,1,venues
U1233,בוענאָס אַיירעס,,,,,1,settlements
U1234,בוענאָס אַרעס,,,,,1,settlements
U1235,בוענאָס-אַרעס,,,,,1,settlements
U1236,בוענאָס-איידעס,,,,,1,settlements
U1237,בוקאַווינע,,,,,1,province
U1238,בוקאַרעסטער זשיגניצא,,,,,1,venues
U1239,בוקאַרעסטער רעפאָרם-טעמפּל,,,,,1,venues
U1240,בוקאַרעשטער אינסטיטוט פֿאַר טעאַַטער און קינאָ,,,,,1,venues
U1241,"בוקאַרעשטער בית עולם „פילענטראָפּיע""",,,,,1,place
U1242,בוקאַרעשטער יידישן מלוכה-טעאַטער,,,,,1,venues
U1243,בורג-טעאַטער,,,,,1,venues
U1244,בורג-טעאַטער,,,,,1,venues
U1245,בושוויק און דזשאָמייקאַ עוועניו,,,,,1,addresses
U1246,ביאַליסטאָקער,,,,,1,settlements
U1247,ביאַליסטאָקער גימנאַזיע,,,,,1,venues
U1248,ביאַליסטאָקער געגנט,,,,,1,province
U1249,ביאַליסטאָקער יידישן מלוכה-טעאַטער,,,,,1,venues
U1250,ביאַליסטאָקער יידישע מלוכה-טעאַטער,,,,,1,venues
U1251,ביאָליסטאָק,,,,,1,settlements
U1252,ביאלאַ פּאָדלאַסקאַ,,,,,1,settlements
U1253,ביבליאָטעק,,,,,1,venues
U1254,"ביבליאָטעק פון „קאָלעדזש פֿאַר דזשואיש סטאַדיס""",,,,,1,venues
U1255,בידזשן-טעאַטער,,,,,1,venues
U1256,ביום גאָלדענען ווידער,,,,,1,venues
U1257,ביוראָ אין צענטער שטאָט,,,,,1,venues
U1258,ביוראָ פֿון דער אָרגאַניזאַציע,,,,,1,venues
U1259,ביז לעמבערג,,,,,1,province
U1260,ביי אָדעס,,,,,1,province
U1261,ביי אָנער,,,,,1,venues
U1262,ביי באָברויסק,,,,,1,province
U1263,ביי ביאַליסטאָק,,,,,1,province
U1264,ביי ביאָליסטאָק,,,,,1,province
U1265,ביי בראָדי,,,,,1,province
U1266,ביי גראָדנע,,,,,1,province
U1267,ביי ווילנע,,,,,1,province
U1268,ביי זאַמאַשטש,,,,,1,province
U1269,"ביי יאָר, אין קיעוו",,,,,1,place
U1270,ביי לאָדזש,,,,,1,province
U1271,ביי ניו-יאָרק,,,,,1,venues
U1272,ביי סטאָניסלאָוואָוו,,,,,1,country
U1273,ביי סמיטן,,,,,1,venues
U1274,ביי פשעמישל,,,,,1,province
U1275,ביי קאָוונע,,,,,1,province
U1276,ביי ראָוואַ רוסקאַ,,,,,1,province
U1277,ביי רעוועל,,,,,1,province
U1278,ביי שטרעמערן,,,,,1,venues
U1279,בייערישן הויף,,,,,1,venues
U1280,ביירוט,,,,,1,settlements
U1281,ביעלאַ-צערקאָוו,,,,,1,settlements
U1282,ביעלאַנסקאַ 7,,,,,1,addresses
U1283,ביעלאַנסקאַ גאָס,,,,,1,addresses
U1284,ביעלאַצערקאָוו,Bila Tserkva,Q33529,,,1,settlements
U1285,ביעלאַצערקאָווער,,,,,1,venues
U1286,ביעלאָ צערקאָוו,,,,,1,settlements
U1287,ביעלאָצערקאָווער,,,,,1,venues
U1288,ביעליינסקע 16,,,,,1,addresses
U1289,ביר האלעס,,,,,1,venues
U1290,ביראַ בידזשאַן,,,,,1,settlements
U1291,ביראָ ביאָזשאַנער יידישן מלוכה-טעאַטער,,,,,1,venues
U1292,ביראָ בידזשאַנער,,,,,1,settlements
U1293,ביראָ בידזשאָן,,,,,1,settlements
U1294,ביראָבידזשאָן,Birobidzhan,Q5717,,,1,settlements
U1295,בירגער און קאָרל-טעאַטער,,,,,1,venues
U1296,בירגער-און קאַרל-טעאַטער,,,,,1,venues
U1297,בירגער-שול,,,,,1,venues
U1298,בית אל,,,,,1,venues
U1299,בית בערל,,,,,1,venues
U1300,בית דוד בית עולם,,,,,1,place
U1301,"בית ישראל"" האָספּיטאָל",,,,,1,place
U1302,בית עולם אין חולון,,,,,1,place
U1303,בית עולם אין מעספיט,,,,,1,place
U1304,בית עולם באָניע,,,,,1,place
U1305,בית עולם פון דער מאָגעלניצער סאָסייעט,,,,,1,venues
U1306,"בית עולם פון „אַרבייטער רינג""",,,,,1,venues
U1307,בית עולם פֿון די יידישע טעאַטריקל ליינס,,,,,1,province
U1308,בית עולם פֿון די יידישע טעאַטריקל עלייענס,,,,,1,venues
U1309,בית עולם פֿון דער היברו סיק בענעפיט אַסאָסיישאָן,,,,,1,place
U1310,בית עלמין,,,,,1,place
U1311,בית קאַליש,,,,,1,venues
U1312,בית-דוד ישיבה,,,,,1,venues
U1313,בית-החיים,,,,,1,venues
U1314,בית-החיים פֿון די יידישע טעאַטריקל עליינס,,,,,1,province
U1315,בית-המדרש פֿון רי שמעון צוקערמאַן,,,,,1,venues
U1316,בית-מדרש,,,,,1,venues
U1317,בית-משכן-ישראל-ישיבה,,,,,1,venues
U1318,בית-ספר לבנות,,,,,1,venues
U1319,בית-עולם כאַרבין,,,,,1,place
U1320,בית-עולם פון אַ ווייטער שטאָט,,,,,1,place
U1321,בית-עולם פֿון די יידישע טעאַטריקל-עליינס,,,,,1,venues
U1322,בית-עולם פֿין אַרבעטער-רינג (הר הכרמל),,,,,1,venues
U1323,"בית-עלמין פון „אַרבעטער-רינג""",,,,,1,venues
U1324,ביתאַל-טעמפּל,,,,,1,venues
U1325,בלומענטאָלן,,,,,1,venues
U1326,בלעקסטאָון ריטייערמענט רעזידענץ,,,,,1,venues
U1327,בן-שמן,,,,,1,venues
U1328,בני ישורון,,,,,1,venues
U1329,בנין פון דער יודאַאיסטישער ביבליאָטעק,,,,,1,venues
U1330,בנין פון יס'אַ,,,,,1,venues
U1331,בנין פון צירק-טעאַטער,,,,,1,venues
U1332,בנין פֿון דער יידישער אַקטיאָרן-יוניע,,,,,1,venues
U1333,"בנין פֿון ייוו""א",,,,,1,venues
U1334,בעזמאָנען,,,,,1,venues
U1335,בעיאָן,,,,,1,settlements
U1336,בעל[זשיץ,,,,,1,place
U1337,בעלאַסקאָ-טעאַטער,,,,,1,venues
U1338,בעלאָסקאַ-טעאַטער,,,,,1,venues
U1339,בעלצער ישיבה,,,,,1,venues
U1340,בעלראָוז דזשואיש סענטער,,,,,1,venues
U1341,בעמישן האָף,,,,,1,venues
U1342,בען,,,,,1,place
U1343,בענסענהויסטער ישיבה,,,,,1,venues
U1344,בעסאַראַביע און דרום- רוסלאַנד,,,,,1,venues
U1345,בעסאַראַציע,,,,,1,province
U1346,בעסאַראביער גוב.,,,,,1,province
U1347,בעסאַרביע,,,,,1,province
U1348,בעסאָיאָביע,,,,,1,province
U1349,בעסאָראַביע,,,,,1,province
U1350,בעסי טאָמאַשעווסקיס פּיפּלס-טעאטער,,,,,1,venues
U1351,בעקערס פּראָגימנאָזיע,,,,,1,venues
U1352,בערדיטשעווער אַרבעטערקלוב,,,,,1,venues
U1353,בערטהאָלד לעווי פֿאַרלאָג,,,,,1,venues
U1354,בערלאָד,,,,,1,settlements
U1355,בערלאד,,,,,1,settlements
U1356,בערליינער יידישן טעאַטער,,,,,1,venues
U1357,"בערלינער ""די פי""-לאַגער",,,,,1,venues
U1358,בערלינער אוניווערזיטעט,,,,,1,venues
U1359,בערלינער דייטשן לעסינג-טעאַטער,,,,,1,venues
U1360,בערלינער דייטשן שטאָט-טעאַטער,,,,,1,venues
U1361,בערלינער זאָל,,,,,1,venues
U1362,בערלינער יידישן טעאַטער,,,,,1,venues
U1363,בערלינער נייער בינע,,,,,1,venues
U1364,בערלינער קאָמישער אָפּערע,,,,,1,venues
U1365,בערלינער פֿאָלקס-בינע,,,,,1,venues
U1366,בערנער אוניווערזיטעט,,,,,1,venues
U1367,בערנער סטריט,,,,,1,venues
U1368,בערנשטייןס יידישן וואָדעווייל,,,,,1,venues
U1369,בערעזאָווקע,,,,,1,settlements
U1370,בערעזיין,,,,,1,settlements
U1371,בערעזיין און מיר,,,,,1,venues
U1372,בערעזין,,,,,1,settlements
U1373,בערעזינער ישיבה,,,,,1,venues
U1374,בצלאל,,,,,1,venues
U1375,בראַאילא,,,,,1,settlements
U1376,בראַאילאַ,,,,,1,settlements
U1377,בראַזיליע,,,,,1,countries
U1378,בראַנוויל,,,,,1,settlements
U1379,בראַנווילער,,,,,1,settlements
U1380,בראַנזווייל,Brownsville,Q991279,,,1,settlements
U1381,בראַנזווילער ליבערטי-טעאָטער,,,,,1,venues
U1382,בראַנסקער,Bronx,Q18426,,,1,settlements
U1383,בראַנסקער פּראָספּעקט-טעאַטער,,,,,1,venues
U1384,בראַנסקער פּראָספּעקט-טעאַטער,,,,,1,venues
U1385,בראַנקס אַרט טעאַטער,,,,,1,venues
U1386,בראַנקס אַרט-טעאַטער,,,,,1,venues
U1387,בראַנקס אָרט טעאַטער,,,,,1,venues
U1388,בראַנקס אָרט-טעאַטער,,,,,1,venues
U1389,"בראַנקס, נ. י.",,,,,1,venues
U1390,"בראַנקס, ניו-יאָרק",,,,,1,settlements
U1391,בראַנקסער פּראָספּעקט-טעאַטער,,,,,1,venues
U1392,"בראַנקסער „וויי, עם, ציטש, עי""",,,,,1,venues
U1393,"בראַנקסער „פּראָספּעקט""-טעאַטער",,,,,1,venues
U1394,בראָדוויי-טעאַטער,,,,,1,venues
U1395,בראָדוויי-מיוזיקאָל-האָל,,,,,1,venues
U1396,בראָדווע,,,,,1,venues
U1397,בראָדסקיס סינאָגאַגע,,,,,1,venues
U1398,בראָדער שפּיטאָל,,,,,1,place
U1399,בראָזיל,,,,,1,countries
U1400,בראָזיליאַנער בינע,,,,,1,venues
U1401,בראָזיליע,,,,,1,countries
U1402,בראָנזווייל,Brownsville,Q991279,,,1,settlements
U1403,בראָנזוויל,,,,,1,settlements
U1404,בראָנזווילער האָפּקינסאָן-טעאַטער,,,,,1,venues
U1405,בראָנסקער,Bronx,Q18426,,,1,settlements
U1406,בראָנסקער מעקינלי-סקווער-טעאַטער,,,,,1,venues
U1407,"בראָנקס, ניו-יאָרק",,,,,1,settlements
U1408,בראָנקסער טעאַטער,,,,,1,venues
U1409,בראָנקסער פּראָספּעקט-טעאַטער,,,,,1,venues
U1410,בראָסלעווער קרייז,,,,,1,province
U1411,בראד-סטריט-טעאטער,,,,,1,venues
U1412,בראנסק,,,,,1,settlements
U1413,בראנקסער אָרדן-מיטלשול,,,,,1,venues
U1414,בראנקסער מעקינלי סקווער טעאַטער,,,,,1,venues
U1415,ברדיטשוב,,,,,1,settlements
U1416,ברום סטריט,,,,,1,addresses
U1417,ברוקליין,,,,,1,settlements
U1418,ברוקליינער,,,,,1,settlements
U1419,ברוקלין אַקאַדעמי אוו מיוזיק,,,,,1,venues
U1420,ברוקלין מוזעאום,,,,,1,venues
U1421,ברוקלין קאָלעדזש,,,,,1,venues
U1422,ברוקלינער,,,,,1,settlements
U1423,ברוקלינער גאָלד-טעאַטער,,,,,1,venues
U1424,ברוקלינער האָפּקינסאָן טעאַטער,,,,,1,venues
U1425,ברוקלינער האָפּקינסאָן-טעאַטער,,,,,1,venues
U1426,ברוקלינער ליריק טעאַטער,,,,,1,venues
U1427,ברוקלינער ליריק-טעאַטער,,,,,1,venues
U1428,ברוקלינער ליריק-טעאַטער,,,,,1,venues
U1429,ברוקלינער נאַוועלטי-טעאַטער,,,,,1,venues
U1430,ברוקלינער פּאַרקוועי-טעאַטער,,,,,1,venues
U1431,ברוקלינער ראָלאַנד-טעאַטער,,,,,1,venues
U1432,"ברוקלינער „פאַרקוועי""-טעאַטער",,,,,1,venues
U1433,ברייטן ביטש,,,,,1,venues
U1434,ברייטע גאַס 44,,,,,1,addresses
U1435,ברייטען טעאַטער,,,,,1,venues
U1436,ברין,,,,,1,settlements
U1437,בריק ליין,,,,,1,addresses
U1438,בריקלין,,,,,1,settlements
U1439,ברית שלום אוידיטאָריע,,,,,1,venues
U1440,ברעמהאָל פליי-הויז,,,,,1,venues
U1441,ברענטש 2,,,,,1,venues
U1442,ברעסט-ליטאַווסק,,,,,1,settlements
U1443,ברעסט-ליטאָווסק,,,,,1,settlements
U1444,ברעסלע,,,,,1,settlements
U1445,בראָנקס,Bronx,Q18426,,,1,settlements
U1446,גאַז-קאַמערן,,,,,1,place
U1447,גאַליצוער,,,,,1,province
U1448,גאַליציש-פּאָדאָליע,,,,,1,province
U1449,"גאַלעריי ""קרעס""",,,,,1,venues
U1450,גאַלערעע פון רענעסאַנס,,,,,1,venues
U1451,גאַסטהויז פינקוס,,,,,1,venues
U1452,גאַסטער-שול,,,,,1,venues
U1453,גאַרדן-טעאַטער,,,,,1,venues
U1454,גאַרדען טעאַטער,,,,,1,venues
U1455,גאַרטן,,,,,1,venues
U1456,גאָיציע,,,,,1,province
U1457,גאָלד-טעאַטער,,,,,1,venues
U1458,גאָלד-טעאַטער,,,,,1,venues
U1459,גאָלדבערגס מוזיק-פֿאַרלאַג,,,,,1,venues
U1460,גאָלדפאַדען פאַריין,,,,,1,venues
U1461,גאָלדפאַדעןלאדזש,,,,,1,venues
U1462,גאָלדפֿאַדען אין טרופּע,,,,,1,venues
U1463,גאָלדפֿאַדען פאַראיין,,,,,1,venues
U1464,גאָליליציע,,,,,1,province
U1465,גאָלינקינ'ס אָפערע,,,,,1,venues
U1466,גאָסטינין,,,,,1,settlements
U1467,גאָסטינינער ביבליאָטעק,,,,,1,venues
U1468,גאָרדין דראַמאַטיק קלוב,,,,,1,venues
U1469,גאָרדען טעאַטער,,,,,1,venues
U1470,גאָרדען טעאַטער,,,,,1,venues
U1471,גאָרטן שאַטאָ,,,,,1,venues
U1472,גאָרטן „לעשניטשוווקאַ“,,,,,1,venues
U1473,גאָרטן „פאמול ווערדע“,,,,,1,venues
U1474,גאָרטן פֿון וואָלף ליטוואָקס הויף,,,,,1,venues
U1475,גאונס קלויז,,,,,1,venues
U1476,גאלאטי,,,,,1,settlements
U1477,גדאַנסק,,,,,1,settlements
U1478,גובערנאַטאָרס גאַרטן,,,,,1,venues
U1479,גובערנאַטאָרס גאָרטן,,,,,1,venues
U1480,גוט אַלכאָוואַ,,,,,1,place
U1481,גיבסאָן טעאַטער,,,,,1,venues
U1482,גיבסאָן-טעאַטער,,,,,1,venues
U1483,גיבסאָן-טעאַטער,,,,,1,venues
U1484,גיגאַנט טעאַטער,,,,,1,venues
U1485,גיגאנט טעאַטער,,,,,1,venues
U1486,גייערס מאַרק,,,,,1,addresses
U1487,גילד-טעאַטער,,,,,1,venues
U1488,גילמאָרסטאַדיום,,,,,1,venues
U1489,גימפּל,,,,,1,venues
U1490,גימפּלטעאַטער,,,,,1,venues
U1491,גימפּלס טעאַטער,,,,,1,venues
U1492,גימפּעל-טעאַטער,,,,,1,venues
U1493,גימפּעלן טעאַטער,,,,,1,venues
U1494,גימפּעלס טרופּע,,,,,1,venues
U1495,גימפּעלס יידישן טעאַטער,,,,,1,venues
U1496,גימפּעלס לעמבערגער יידישן טעאַטער,,,,,1,venues
U1497,גימפעל-בודע,,,,,1,venues
U1498,גליקמאַן,,,,,1,venues
U1499,גליקמאַן טעאַטער,,,,,1,venues
U1500,גליקמאַןס פּאַלאַס-טעאַטער,,,,,1,venues
U1501,גליקמאַנס טורן-האָל,,,,,1,venues
U1502,גליקמאַנס טעאַטער,,,,,1,venues
U1503,גליקמאַנס „פּאַלאַס“-טעאַטער,,,,,1,venues
U1504,"גליקמאַנס „פּאלאַס""-טעאַטער",,,,,1,venues
U1505,גליקמאָןס טעאַטער,,,,,1,venues
U1506,געבילס טעאַטער,,,,,1,venues
U1507,געבילס טעאַטער,,,,,1,venues
U1508,געבילס פּאָבליק-טעאַטער,,,,,1,venues
U1509,געבילס קאָמעדיע טעאַטער,,,,,1,venues
U1510,געבילס קאָמעדיע-טעאַטער,,,,,1,venues
U1511,געבילס-טעאַטער,,,,,1,venues
U1512,געוו. אונגאָרן,,,,,1,country
U1513,געזאָנג-און שפּילסאַלאָן,,,,,1,venues
U1514,געזעלשאַפט פאַר יידישע פאָלקס-מוזיק,,,,,1,venues
U1515,געזעלשאַפט „קולטור“,,,,,1,venues
U1516,געזעלשאַפֿט פֿאַר דער פֿאַרשפּרייטונג פֿון יידישער קונסט,,,,,1,venues
U1517,געזערד,,,,,1,venues
U1518,געטאָ טעאַטער-זאָל,,,,,1,venues
U1519,געטאָ-וואַרשע,,,,,1,settlements
U1520,געטאָ-טעאַטער,,,,,1,venues
U1521,געטינגער אוניווערזיטעט,,,,,1,venues
U1522,געיבאָרהוד פלעי האָוז,,,,,1,venues
U1523,געיטי-טעאַטער,,,,,1,venues
U1524,געניטשעסק,,,,,1,settlements
U1525,גענשער בית עלמין,,,,,1,place
U1526,געסקיל סטריט,,,,,1,addresses
U1527,גערזאָןס טיטון-פֿאָבריק,,,,,1,venues
U1528,גערטנערס טרופּע,,,,,1,venues
U1529,"גערטנערס „אינדעפּענדענס""-טעאַטער",,,,,1,venues
U1530,געריק טעאַטער,,,,,1,venues
U1531,געשאַנאַל יידישן וואָדעוויל-טעאַטער,,,,,1,venues
U1532,געשאַנאָל טעאַטער,,,,,1,venues
U1533,געשאָנאַל'-טעאַטער,,,,,1,venues
U1534,געשאָנאַל-טעאַטער,,,,,1,venues
U1535,געשאָנאָל טעאַטער,,,,,1,venues
U1536,געשאָנאָל טעאַטער,,,,,1,venues
U1537,גראַד. גוב.,,,,,1,province
U1538,גראַן טעאַטער איזראַעליטא,,,,,1,venues
U1539,גראַן טעאַטער איזראָעליטאָ,,,,,1,venues
U1540,גראַנד פּאָליי,,,,,1,venues
U1541,גראַסער-קלוב,,,,,1,venues
U1542,גראָבין,,,,,1,settlements
U1543,גראָדנער דראַמאַטישער סטודיע „אַדווי“,,,,,1,venues
U1544,גראָדנער דראָמאַטישער סטודיע „אַדווי“,,,,,1,venues
U1545,גראָדנער ישיבה,,,,,1,venues
U1546,גראָדנער כאָר-שול,,,,,1,venues
U1547,גראָדנער מיטל-שול,,,,,1,venues
U1548,גראָדנער קרייז,,,,,1,province
U1549,גראָדנער רוסישן שטאָטטעאַטער,,,,,1,venues
U1550,גראָדנער שטאָט-טעאַטער,,,,,1,venues
U1551,גראָדנער שטאָט-שול,,,,,1,venues
U1552,גראָדנערס טרופּע,,,,,1,venues
U1553,גראָזני,,,,,1,settlements
U1554,גראָנאָווסקי-סטודיע,,,,,1,venues
U1555,גראָסמאָן'ס טעאַטער,,,,,1,venues
U1556,גראָסערקלוב,,,,,1,venues
U1557,גראדנגאססע 62,,,,,1,addresses
U1558,גראדנע,,,,,1,settlements
U1559,גרוי סעס טעאַטער,,,,,1,venues
U1560,גרויסן בית-המדרש,,,,,1,venues
U1561,גרויסן לאַגער-זאַל,,,,,1,venues
U1562,גרויסעס מעאַטער,,,,,1,venues
U1563,גרויסער אָדעסער שול,,,,,1,venues
U1564,גרויסער אָפּערע,,,,,1,venues
U1565,גרויסער אויסשטעלונג פון 1906 יאָר,,,,,1,venues
U1566,גרויסער קענען-סטריטער שול,,,,,1,venues
U1567,גרויסער שוּל,,,,,1,venues
U1568,גרויסרוסלאַנד,,,,,1,venues
U1569,גריכנלאַנד,,,,,1,countries
U1570,גרין סטריט,,,,,1,addresses
U1571,גרין סטריט טעאַטער,,,,,1,venues
U1572,גרין-טעאַטער,,,,,1,venues
U1573,גרינינקע ביימעלעך,,,,,1,venues
U1574,גרינפעלד ראוד,,,,,1,addresses
U1575,גריק-טעאַטער,,,,,1,venues
U1576,גרענד אָפּערע האָוז,,,,,1,venues
U1577,גרענד אָפּערע האוז,,,,,1,venues
U1578,גרענד אָפּערע הויז,,,,,1,venues
U1579,גרענד טעאַטער,,,,,1,venues
U1580,גרענד סטריט-טעאַטער,,,,,1,venues
U1581,גרענד פּאַליי,,,,,1,venues
U1582,גרענד פּאַלע,,,,,1,venues
U1583,גרענד פּאַלעי טעאַטער,,,,,1,venues
U1584,גרענד פאַליי,,,,,1,venues
U1585,גרענד- טעאַטער,,,,,1,venues
U1586,גרענד-מוזעאום,,,,,1,venues
U1587,גרענד-סטריט-טעאָטער,,,,,1,venues
U1588,גרענדאָפּערע-הויז,,,,,1,venues
U1589,גרענדטעאַטער,,,,,1,venues
U1590,גרענד⸗טעאַטער,,,,,1,venues
U1591,ד. פּ.-לאַגער,,,,,1,venues
U1592,דאַנציגער יידישן טעאַטער,,,,,1,venues
U1593,דאָגלאָס פאַרק טעאַטער,,,,,1,venues
U1594,דאָגלעס-טעאַטער,,,,,1,venues
U1595,דאָטשעס טעאַטער,,,,,1,venues
U1596,דאָנילאָוואַטשעווסקא,,,,,1,addresses
U1597,דאָס יידישע קינסטלערטעאַטער,,,,,1,venues
U1598,דאָס נייע יידישע טעאַטער,,,,,1,venues
U1599,דאָס נייע לאַנד,,,,,1,venues
U1600,דאָס נייע פּליטים-טעאַטער,,,,,1,venues
U1601,דאָס פריילעכע פינפטל,,,,,1,venues
U1602,דאָס שילדקרויט טעאַטער,,,,,1,venues
U1603,דאָרט,,,,,1,place
U1604,דאָרטיקן יידישן טעאַטער,,,,,1,venues
U1605,דאָריאַ ניקאָדעמים,,,,,1,venues
U1606,דאון טאון,,,,,1,addresses
U1607,דואַטמערגען,,,,,1,venues
U1608,דואַרטי סאַנאַטאָריום,,,,,1,place
U1609,דואי טעאָטער,,,,,1,venues
U1610,דוברוש טורש,,,,,1,venues
U1611,דודס האַרפע,,,,,1,venues
U1612,דוווינסק,,,,,1,settlements
